SA2_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
208021178,16,67,50,25,38,54,17,27,0,293,8,43,38,32,65,89,24,61,45,421,399,1475,1104,722,1499,2076,566,1316,110,9268
208021179,17,40,22,17,34,27,7,26,0,182,11,28,26,14,44,67,7,30,37,267,312,911,674,541,1131,1563,461,960,72,6622
208021180,9,19,28,8,31,25,5,9,4,145,4,11,12,12,40,38,6,16,22,162,186,585,471,321,900,1006,255,420,50,4189
208021181,7,18,23,13,35,28,3,9,6,138,5,21,16,7,42,42,11,16,40,208,256,713,596,380,1062,1206,334,646,79,5274
208021182,18,29,25,27,42,39,18,13,6,210,12,31,27,10,82,61,11,35,46,318,351,1040,853,561,1551,1828,443,759,98,7493
208021426,12,52,38,28,56,52,18,28,3,288,12,32,30,16,68,80,18,36,48,340,370,1261,929,634,1640,2037,537,959,103,8462
208021427,24,37,32,23,38,33,12,25,0,223,10,26,26,23,69,52,9,26,47,292,367,1006,836,541,1420,1694,441,871,85,7268
208031183,11,22,19,9,29,27,14,17,0,146,10,18,22,18,46,44,13,18,20,215,217,781,510,338,924,1087,282,546,50,4735
208031184,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,22
208031185,30,44,47,22,49,43,12,19,3,266,11,29,27,15,62,84,16,30,55,331,308,890,730,480,1217,1431,380,765,106,6312
208031186,17,42,37,21,57,33,14,17,0,242,8,36,29,22,71,90,15,28,39,338,419,935,790,667,1654,1802,543,849,95,7755
208031187,8,21,14,7,28,12,5,9,0,101,9,6,12,0,27,33,3,12,20,131,158,348,313,235,621,584,148,220,41,2676
208031188,39,76,65,34,81,69,23,35,6,426,14,60,43,31,102,143,22,38,80,530,582,1681,1401,993,2548,2924,769,1355,159,12413
208031189,26,50,38,13,43,42,15,25,0,248,11,31,21,20,60,62,16,37,29,297,376,1058,821,538,1281,1649,497,905,62,7189
208031190,14,30,36,24,46,44,19,20,0,235,6,26,21,13,48,68,5,19,24,242,335,940,756,513,1431,1721,486,857,63,7104
208031191,9,16,23,18,28,25,4,18,3,159,5,28,16,5,47,43,7,18,15,190,221,617,543,363,999,1107,260,534,46,4690
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208031193,27,62,45,33,54,63,12,33,7,337,15,38,34,18,83,105,25,70,44,427,553,1662,1253,876,2016,2659,760,1478,115,11376
208041194,23,53,30,23,46,29,15,30,0,249,8,55,38,26,73,84,20,70,54,431,516,1660,1149,754,1798,2373,739,1951,114,11054
208041195,12,57,41,16,51,38,14,21,0,254,22,60,41,25,65,113,31,81,58,498,554,1856,1354,833,1957,2431,771,1876,118,11747
209011196,12,30,20,18,31,37,10,21,0,180,11,32,28,13,42,42,9,21,37,237,246,761,605,392,1013,949,247,401,62,4667
209011197,23,61,52,30,70,75,12,52,0,377,8,45,38,21,42,91,19,37,23,328,585,1594,1228,831,1939,2404,701,1176,77,10530
209011198,16,36,34,14,38,42,12,24,4,226,18,21,26,15,45,67,19,19,37,277,441,1109,935,685,1563,1949,511,1013,80,8299
209011199,18,43,38,33,64,37,14,19,0,279,11,39,29,22,68,45,12,27,68,322,405,1016,838,611,1622,1569,392,666,135,7246
209011200,13,30,24,21,37,26,5,17,0,169,5,29,27,13,42,52,4,26,27,228,309,1018,744,524,1162,1584,413,941,50,6758
209011201,12,31,12,9,14,20,6,17,0,123,4,20,12,19,25,29,10,25,11,147,190,712,452,322,604,856,255,719,29,4135
209011202,22,35,34,23,51,46,15,32,4,266,17,25,27,21,44,73,15,29,38,291,472,1255,977,708,1548,1796,505,1038,79,8381
209011203,25,38,32,21,50,50,14,25,7,260,11,34,29,18,51,65,14,30,51,300,473,1286,1025,731,1788,2262,608,962,101,9232
209011204,20,29,16,13,35,40,3,12,0,168,14,16,14,12,33,31,7,19,17,158,288,639,523,377,971,1116,250,472,43,4675
209021205,11,23,28,9,40,34,6,8,0,171,9,33,28,8,54,56,7,17,59,268,279,897,747,398,1070,1070,259,484,107,5320
209021428,29,48,49,36,82,60,16,32,7,353,13,43,48,30,96,105,14,41,87,474,580,1524,1353,968,2553,2561,646,1021,171,11381
209021429,24,38,32,16,42,29,3,16,6,203,11,37,29,21,42,54,13,19,34,261,376,975,845,572,1410,1434,381,658,93,6746
209021523,20,45,40,10,55,69,9,17,5,276,12,43,31,26,80,78,15,24,64,373,390,873,949,609,1766,1657,388,563,137,7330
209021524,12,23,22,7,38,30,5,8,7,155,16,31,20,16,55,49,11,21,53,263,224,570,517,280,932,824,201,349,116,4015
209021525,16,38,30,19,29,38,6,10,5,197,11,28,20,12,53,58,14,19,77,299,303,863,738,497,1344,1248,303,486,146,5926
209021526,18,36,38,17,57,57,13,19,0,252,14,35,35,27,72,38,9,22,55,308,357,944,922,623,1663,1586,437,645,111,7284
209031209,34,70,56,32,73,82,15,48,3,425,11,52,33,30,70,97,25,53,40,410,673,2014,1450,971,1984,2679,810,1631,99,12320
209031210,7,9,10,4,13,17,5,11,0,84,0,9,3,9,9,13,8,9,6,53,112,298,234,176,319,410,112,236,22,1912
209031211,10,12,20,4,12,26,4,16,4,102,6,10,6,7,21,21,0,12,19,100,134,309,225,149,368,464,114,256,49,2070
209031212,13,10,18,3,15,17,4,5,0,94,10,18,6,4,12,18,5,11,16,107,180,480,296,222,356,568,142,357,64,2664
209031213,12,30,29,19,26,39,9,25,4,188,8,28,20,5,33,39,8,29,22,197,242,765,584,385,850,1142,304,706,45,5032
209031214,4,39,25,12,17,25,8,11,4,144,9,26,16,6,17,36,3,23,24,158,211,725,439,284,499,757,225,558,50,3741
209031215,29,54,49,13,48,70,8,28,3,302,16,37,23,16,60,72,19,32,42,317,467,1237,938,631,1396,1846,526,968,88,8099
209041216,3,22,16,10,24,29,13,5,0,117,4,21,16,4,35,22,10,13,21,146,200,618,450,286,845,826,172,311,51,3757
209041217,10,19,22,8,22,22,11,11,0,111,0,22,18,3,37,31,3,4,28,150,129,443,374,231,680,581,152,196,67,2850
209041220,28,56,38,22,83,64,18,29,0,341,22,47,38,20,100,74,16,27,95,428,419,1265,1046,685,2130,1947,456,758,174,8878
209041221,13,32,32,20,46,34,8,11,0,199,10,36,24,14,79,58,13,19,56,301,273,744,629,446,1338,1186,262,416,96,5390
209041223,24,58,54,26,70,46,16,30,7,322,15,55,51,36,162,96,16,22,105,543,308,1138,1073,629,2017,1532,321,499,227,7747
209041224,36,61,58,26,110,92,29,40,9,465,14,44,45,35,137,121,26,56,90,573,567,1310,1204,855,2568,2442,677,1250,223,11098
209041225,21,30,26,8,42,49,20,19,0,220,17,25,12,13,54,72,10,26,50,274,285,684,548,397,1013,1150,308,543,113,5044
209041431,28,27,35,16,68,33,11,27,6,248,18,45,30,19,94,65,10,16,45,343,286,836,708,456,1469,1238,269,447,108,5816
209041432,6,30,21,12,32,38,4,13,0,157,5,24,21,15,57,45,7,5,48,222,154,459,488,273,1010,715,139,229,96,3555
209041433,10,29,32,14,39,41,10,5,0,184,9,31,31,14,80,73,11,18,52,324,239,727,696,445,1518,1306,231,390,114,5665
209041435,15,33,31,16,62,22,10,18,6,214,11,31,21,15,70,57,10,14,58,279,307,926,738,527,1638,1518,341,557,125,6680
209041436,14,32,33,16,57,41,17,7,0,211,9,21,23,11,78,54,8,23,51,284,293,801,764,510,1631,1355,316,501,99,6262
209041437,26,57,59,22,108,66,15,13,0,371,26,41,56,36,147,123,19,30,126,594,457,1248,1403,971,3093,2491,527,803,257,11246
209041527,26,48,53,21,68,69,9,38,5,352,8,27,14,17,75,66,10,26,35,284,400,1201,891,609,1676,1829,536,936,106,8181
209041528,12,40,26,17,38,42,10,23,0,199,6,9,8,4,52,35,9,8,33,177,268,680,599,426,1280,1266,297,529,75,5424
209041529,15,29,19,7,25,34,9,12,3,157,11,24,26,19,59,53,6,15,44,256,179,579,518,317,965,752,143,265,105,3837
209041530,11,47,29,14,43,39,11,10,8,215,17,38,28,18,82,67,11,19,81,352,237,741,661,423,1440,1046,238,362,150,5298
209041531,17,32,30,8,42,42,20,19,0,206,5,8,25,12,54,52,11,26,38,227,244,673,597,405,1462,1211,333,454,90,5462
209041532,22,32,28,9,48,45,10,12,0,210,13,22,17,14,58,54,12,22,44,262,308,743,671,480,1542,1341,316,461,97,5960
210011226,15,26,22,14,23,34,7,17,0,168,7,14,11,3,56,44,11,17,11,178,249,498,437,294,979,930,253,494,41,4189
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8
210011228,17,22,27,7,30,31,0,23,3,158,11,22,17,9,37,40,13,19,33,203,219,584,468,298,754,927,228,524,61,4054
210011230,9,13,14,10,21,25,3,15,3,110,5,10,17,3,23,37,3,16,30,143,213,553,429,297,774,926,241,534,58,4024
210011231,6,25,21,12,26,27,16,26,0,164,11,15,24,13,42,46,6,32,37,223,272,812,615,412,900,1142,340,711,77,5280
210011533,16,45,29,11,39,33,14,21,6,215,15,35,21,17,59,48,4,20,58,274,295,719,631,354,1145,1231,288,587,115,5368
210011534,24,43,27,19,37,37,15,32,0,254,20,27,31,16,60,58,9,26,54,297,367,1012,740,510,1475,1542,406,828,109,6980
210021232,19,53,36,16,36,43,9,44,5,260,4,41,17,17,38,54,16,26,25,235,370,1161,733,575,1191,1522,478,998,113,7135
210021233,0,6,8,7,4,6,8,3,0,45,7,4,9,13,4,14,6,10,11,74,119,280,199,124,226,361,111,262,41,1716
210021234,7,13,15,3,12,17,8,15,0,92,4,7,11,0,23,17,0,10,16,87,126,325,288,192,412,508,151,286,39,2320
210021235,23,34,32,19,42,61,14,39,4,266,16,30,11,10,41,47,16,33,37,241,335,763,599,378,924,1161,353,744,112,5370
210031236,13,19,17,12,37,36,6,12,0,146,3,14,3,9,34,28,4,10,11,120,245,562,510,388,918,955,243,411,36,4262
210031237,9,40,29,14,57,36,9,6,4,206,13,35,41,20,68,50,16,12,89,336,273,840,788,445,1268,1122,255,370,181,5548
210031439,5,12,14,4,5,20,4,4,0,61,3,9,5,3,5,16,5,9,9,59,72,212,168,105,345,354,107,208,15,1603
210031440,6,13,13,13,32,24,5,8,0,107,3,11,11,7,21,23,0,7,19,112,142,352,298,210,639,589,141,251,53,2661
210031535,23,28,40,22,48,38,11,16,4,227,11,33,44,19,76,65,6,21,81,348,313,830,898,534,1573,1433,296,471,146,6491
210031536,18,10,28,9,41,21,5,5,0,129,6,20,26,9,50,46,8,20,38,229,223,538,680,349,1124,966,222,361,74,4540
210031537,4,17,20,13,30,28,4,18,3,134,4,14,12,7,49,29,3,10,34,158,203,508,497,327,1040,1040,256,460,65,4384
210031538,28,43,43,27,70,51,14,28,3,298,15,25,32,17,76,82,17,37,64,362,482,1088,1023,717,2045,2201,555,958,145,9207
210041240,24,34,32,16,53,53,16,30,6,266,8,37,17,5,61,70,13,34,38,274,382,955,775,543,1452,1583,451,807,92,7027
210041539,6,15,17,4,22,29,16,9,0,126,9,10,9,4,34,26,0,5,21,120,160,297,324,180,746,713,166,268,49,2907
210041540,21,39,27,20,43,57,14,32,4,256,11,27,16,23,66,47,11,30,35,265,426,947,793,600,1686,1601,481,760,97,7388
210041541,29,42,21,16,49,41,20,20,8,246,5,22,17,8,37,40,6,27,52,231,366,795,617,424,1283,1363,381,636,91,5956
210051242,4,29,23,12,42,27,5,10,6,162,18,29,48,19,75,50,8,8,86,342,219,674,785,379,1078,770,162,243,160,4471
210051243,20,34,33,17,41,35,7,13,3,206,16,44,36,24,89,60,6,19,101,391,220,741,635,378,1013,847,172,307,190,4496
210051245,30,55,40,29,61,75,12,17,4,317,12,38,40,13,75,69,9,28,78,361,447,1078,952,600,1862,1762,438,788,158,8087
210051246,32,67,56,28,80,75,16,28,8,395,26,60,38,26,102,119,19,32,110,531,556,1562,1175,764,2442,2429,582,1058,234,10809
210051247,17,28,23,14,33,40,3,9,0,170,9,45,31,20,70,63,16,14,105,372,205,675,556,373,1089,859,185,289,194,4420
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,5,13,4,7,0,42
210051250,14,23,27,3,24,30,7,13,0,139,11,13,12,6,33,27,0,4,28,146,178,356,354,227,739,673,163,292,50,3037
210051441,3,12,19,7,34,27,12,12,0,122,10,26,25,7,54,45,14,11,42,233,131,473,513,258,874,713,149,263,87,3466
210051442,15,21,32,15,43,31,12,14,0,173,5,23,33,24,86,62,16,18,54,331,214,746,704,440,1441,1222,268,417,126,5581
210051443,20,52,66,23,83,61,13,14,3,339,13,57,52,29,142,103,20,30,114,565,410,1319,1164,731,2349,2012,384,672,247,9292
210051445,34,32,57,26,113,81,17,21,9,381,17,44,45,31,162,122,23,39,132,621,499,1078,1201,843,2981,2357,559,940,299,10757
210051542,12,22,20,0,40,30,7,4,0,141,6,34,28,13,53,39,9,11,47,241,180,539,518,335,1200,934,170,257,100,4237
210051543,14,33,38,9,45,28,4,12,0,178,9,30,37,16,76,60,0,6,52,289,191,677,700,411,1439,1164,199,345,121,5243
210051544,0,19,19,8,35,21,5,6,3,119,12,28,13,15,46,47,15,9,60,246,151,609,468,300,949,742,168,252,113,3757
210051545,12,21,32,5,31,41,6,19,0,177,3,55,40,19,70,55,8,11,117,380,188,878,613,338,1176,932,194,307,197,4831
211011251,23,41,37,20,59,55,10,24,0,267,11,33,35,25,84,70,16,23,45,338,312,832,730,518,1590,1454,365,493,97,6382
211011254,28,44,48,20,69,64,9,24,0,317,11,50,36,28,121,98,12,26,57,441,361,1183,992,631,2071,2009,425,679,112,8465
211011255,12,30,27,14,30,31,8,20,0,174,6,15,12,11,37,33,7,18,19,161,173,577,467,302,723,798,255,507,36,3840
211011256,20,44,38,20,86,64,13,34,0,336,11,30,28,25,99,106,22,25,35,381,362,1145,872,583,2002,1950,474,793,89,8271
211011257,14,23,27,17,28,38,14,18,0,168,3,17,21,6,51,50,17,12,21,197,168,592,487,304,932,1008,270,426,42,4236
211011258,16,51,28,13,36,40,8,23,0,216,10,24,25,10,65,58,7,22,47,258,267,898,620,428,1211,1317,341,572,77,5733
211011259,23,44,29,31,52,37,18,17,0,258,10,29,28,17,78,46,13,21,52,306,296,1023,848,550,1587,1450,356,544,104,6746
211011260,19,56,47,24,61,62,17,23,9,309,19,48,40,25,87,81,17,29,65,410,366,1361,995,670,2021,1961,461,778,136,8741
211011446,31,74,54,35,112,93,26,45,8,481,22,65,44,44,157,131,27,42,72,603,596,1583,1376,937,2722,2692,626,1052,159,11743
211011447,17,41,32,15,66,59,19,14,5,269,13,32,21,26,74,81,11,39,39,333,353,1019,795,555,1600,1561,411,617,84,6997
211011448,23,58,39,19,69,76,19,31,0,339,11,34,41,25,103,84,28,41,39,392,399,1184,957,661,1799,1734,466,774,104,8081
211011449,4,13,13,8,21,23,4,16,0,99,8,12,19,10,27,18,6,19,13,120,140,332,290,182,447,485,135,273,31,2316
211021261,17,51,43,23,54,52,15,34,0,290,13,64,43,23,64,56,10,40,41,360,362,1448,981,579,1349,1606,441,1107,89,7959
211021262,22,33,28,12,17,44,9,15,3,189,4,30,16,13,35,51,7,33,15,213,293,1020,668,398,741,1117,313,832,35,5416
211031263,13,26,32,13,56,62,16,19,0,247,8,17,18,19,82,60,18,25,39,292,302,861,717,494,1430,1398,389,594,79,6255
211031265,23,51,49,37,75,69,19,44,0,370,13,42,38,24,68,78,34,50,48,391,513,1511,1190,776,1786,2143,668,1211,100,9898
211031266,26,54,45,24,94,67,16,39,0,361,12,51,30,21,118,84,26,40,74,446,431,1285,1084,736,2254,2174,508,865,146,9488
211031267,24,80,54,36,62,73,25,34,3,391,16,47,37,20,98,87,14,36,72,431,531,1638,1253,833,2181,2401,663,1110,138,10757
211031268,16,29,32,10,27,34,13,24,3,183,11,19,8,7,40,30,15,20,23,176,237,811,591,406,895,1070,335,617,49,5016
211031450,30,44,54,29,87,70,9,33,3,357,21,32,23,18,125,88,16,20,49,397,407,1067,897,685,1900,1849,450,746,105,8113
211031451,17,40,33,17,52,63,19,19,0,261,14,29,25,8,65,52,8,20,37,251,346,976,778,547,1380,1543,405,704,64,6746
211031452,7,22,14,8,24,12,10,10,0,108,4,16,12,8,26,31,3,17,18,128,112,346,281,220,543,540,155,258,31,2487
211041269,13,23,22,13,40,33,3,13,0,164,11,34,16,9,45,44,7,20,40,226,231,760,618,365,1086,1095,257,442,74,4928
211041270,16,39,39,23,61,57,20,28,0,281,5,37,31,24,80,86,12,21,51,349,418,1246,997,726,1900,2091,532,895,96,8910
211041271,19,43,28,25,50,40,9,19,0,227,3,28,26,12,46,50,4,22,33,218,272,903,802,478,1413,1343,317,573,72,6176
211041272,12,29,38,14,38,41,10,13,0,193,4,28,20,19,48,47,13,17,26,214,224,857,594,433,1080,1170,325,522,58,5262
211041273,14,34,22,26,39,30,10,16,0,183,6,25,31,23,54,54,12,22,34,260,222,907,678,448,1137,1177,286,489,71,5400
211051274,23,42,29,31,45,47,9,33,3,266,13,28,16,13,48,47,4,14,22,200,344,846,672,472,945,1114,333,589,53,5368
211051275,29,50,34,25,57,57,16,28,4,296,11,39,19,14,63,61,9,26,41,281,339,994,687,462,1214,1285,386,691,82,6136
211051276,19,58,56,19,53,58,11,43,3,333,17,28,25,21,36,57,16,22,45,277,473,1127,863,554,1106,1385,362,746,109,6719
211051277,8,37,30,15,36,44,11,31,0,209,8,28,10,10,71,71,14,8,36,254,274,661,505,394,1110,1140,272,472,72,4908
211051278,41,74,64,25,90,101,31,37,4,478,16,37,30,18,81,110,21,57,58,433,534,1507,1089,852,2056,2203,620,1146,133,10140
211051279,8,29,18,9,16,30,11,16,3,142,7,14,16,5,17,22,9,11,12,111,187,456,365,239,493,621,181,337,39,2906
211051280,17,20,21,19,19,37,10,10,0,155,8,17,13,5,30,31,7,16,19,146,195,524,432,280,602,823,223,384,41,3494
211051281,40,83,78,35,106,126,23,65,5,571,22,62,27,37,168,134,26,48,101,630,599,1675,1357,953,2689,2600,712,1220,198,12003
211051282,10,27,15,10,30,28,7,22,0,150,11,29,19,16,36,47,17,25,33,225,336,901,562,432,798,982,318,644,57,5020
211051283,24,49,33,19,36,53,12,27,3,252,11,27,18,13,46,46,11,19,26,233,337,817,685,388,957,1167,297,583,64,5289
211051284,18,50,17,14,39,33,11,25,0,209,8,13,20,8,43,41,14,20,27,186,335,832,679,450,1028,1113,346,552,56,5392
211051285,15,41,27,11,34,43,20,34,3,236,9,17,21,9,30,43,16,25,24,194,226,664,519,357,780,922,254,530,72,4330
211051286,42,58,50,28,64,90,22,42,4,403,22,57,38,25,85,83,20,52,85,463,521,1187,945,644,1505,1559,431,780,203,7783
212011289,31,67,57,28,72,80,19,57,6,417,23,54,39,21,79,119,27,56,58,474,529,1530,1107,733,1621,2039,629,1241,173,9602
212011546,41,80,69,35,105,82,26,50,0,490,12,48,33,34,153,118,34,56,83,575,611,1647,1360,951,3066,2923,784,1235,168,12745
212011547,13,44,18,12,36,62,9,34,6,240,12,29,23,4,42,48,15,26,50,254,267,742,575,348,819,1010,279,720,122,4891
212011548,20,38,29,19,40,48,13,31,3,242,24,18,17,10,62,62,7,34,47,290,254,648,552,416,1032,1042,287,741,131,5102
212011549,30,56,46,24,74,72,17,37,0,362,9,20,25,17,97,93,21,36,55,370,408,859,807,629,1781,1563,437,724,125,7330
212011550,19,21,18,6,43,21,6,11,4,148,7,23,16,3,51,43,5,18,33,214,180,465,412,276,971,817,235,357,63,3780
212011551,8,10,13,3,39,21,12,8,0,111,7,19,9,8,53,32,3,10,27,175,115,368,342,212,716,589,145,234,51,2783
212011552,46,49,51,25,100,109,27,34,0,448,22,50,48,46,172,163,21,62,112,692,640,1694,1358,960,3067,2724,708,1192,219,12563
212021293,30,65,61,32,75,70,15,51,12,411,16,50,43,25,116,89,24,50,52,478,501,1657,1291,849,2361,2478,698,1337,141,11307
212021295,6,27,23,6,40,34,12,12,4,165,15,34,22,24,121,81,12,16,83,406,164,584,523,352,1182,906,250,271,159,4381
212021297,18,37,24,12,43,28,9,14,3,181,14,35,33,15,81,76,15,12,58,332,178,635,555,362,1261,981,216,300,127,4617
212021299,14,29,20,18,29,29,12,25,0,182,5,31,23,12,41,44,14,33,38,243,193,680,458,331,713,880,252,549,74,4126
212021453,11,32,29,10,51,49,6,19,3,207,11,33,19,15,84,82,13,20,54,336,205,813,642,436,1392,1265,280,460,124,5615
212021454,17,39,41,16,38,54,7,13,0,228,7,38,18,15,88,76,13,30,67,341,252,856,706,486,1505,1362,291,489,126,6068
212021455,30,54,31,15,66,73,8,17,0,288,10,27,22,13,88,77,11,23,69,354,332,912,783,543,1650,1499,369,617,122,6825
212021456,14,42,38,16,81,68,11,14,0,290,15,37,37,33,138,89,14,36,65,460,312,873,784,505,1893,1449,322,499,133,6773
212021553,24,49,42,27,68,65,17,32,0,321,7,51,33,15,107,120,17,31,62,439,409,1258,1037,710,2125,2138,505,882,132,9207
212021554,13,27,23,4,48,44,12,13,0,184,5,25,20,17,68,68,19,19,39,277,250,800,647,461,1475,1296,318,436,74,5748
212031300,24,59,49,21,86,80,21,33,4,378,28,54,53,46,172,131,29,58,122,692,419,1181,1165,799,2507,1921,552,743,222,9510
212031303,40,48,44,24,86,73,21,34,0,385,15,41,36,21,98,92,19,32,79,436,482,1041,1048,688,2143,2101,541,1034,151,9240
212031304,32,53,48,25,107,70,17,36,0,385,22,44,58,37,174,139,30,40,100,648,486,1181,1230,832,2881,2301,544,802,207,10469
212031306,21,42,32,18,73,59,9,24,3,287,9,50,36,28,151,132,14,46,126,593,354,994,1018,663,2422,2093,417,655,232,8847
212031308,16,26,34,4,33,43,11,15,3,180,6,21,18,13,40,45,7,25,35,212,206,556,520,345,789,915,248,492,65,4139
212031457,22,45,35,14,54,76,8,25,0,283,14,28,27,19,81,77,19,35,57,349,297,1066,809,521,1491,1491,380,610,107,6771
212031458,18,43,32,19,84,63,25,19,0,305,17,44,43,24,147,99,18,37,88,509,339,1076,913,589,2097,1679,448,589,170,7892
212031555,18,19,22,12,40,30,5,27,0,161,8,25,14,13,65,57,7,10,45,248,207,615,549,437,1435,1223,236,389,93,5187
212031556,23,37,46,16,79,39,5,19,0,262,16,30,31,23,97,72,20,28,82,397,353,751,897,691,2161,1621,353,638,155,7620
212031557,17,40,52,20,102,69,14,27,5,348,16,54,57,25,203,121,24,34,87,617,427,1331,1322,906,2982,2228,555,776,206,10730
212031558,22,24,21,17,53,43,13,13,0,202,6,11,30,11,83,66,12,15,73,318,273,612,678,481,1618,1292,277,475,144,5848
212031559,13,21,26,9,51,33,15,10,4,177,3,31,29,18,93,57,17,11,51,310,240,738,681,519,1672,1347,317,439,107,6066
212031560,9,27,27,20,50,43,18,24,3,214,9,29,30,24,88,65,8,19,48,326,245,706,630,433,1450,1157,272,453,114,5480
212031561,17,25,21,11,54,41,14,14,0,208,10,35,24,20,136,101,16,20,81,440,220,668,640,441,1617,1121,245,395,136,5477
212031562,19,35,34,21,73,46,16,20,5,256,8,47,29,31,139,90,12,23,81,464,227,754,621,458,1639,1151,243,388,145,5626
212041309,19,30,28,18,43,37,13,15,0,211,21,32,31,15,73,63,10,16,49,306,287,714,616,425,1278,1201,232,372,105,5236
212041310,12,44,45,20,78,58,10,20,4,277,16,52,60,22,109,82,8,15,85,451,277,930,950,477,1749,1323,274,375,159,6516
212041312,34,49,54,32,91,66,16,27,5,373,10,63,53,39,183,126,15,46,126,663,342,1326,1148,768,2465,1939,396,669,256,9310
212041313,15,33,29,14,53,40,16,23,0,230,7,15,14,17,51,49,3,21,19,209,269,779,622,444,1081,1130,316,568,51,5259
212041316,5,32,18,14,29,26,7,11,0,156,6,18,26,16,71,38,6,10,33,220,134,456,417,265,857,636,142,219,55,3177
212041317,21,97,92,35,116,62,10,19,5,467,20,101,95,57,300,152,15,33,180,947,320,1390,1363,708,2663,1764,355,552,297,9421
212041318,18,67,55,17,62,40,6,7,0,291,12,58,43,32,176,85,13,33,74,521,175,833,625,396,1686,1058,202,346,132,5459
212041459,14,44,45,15,53,39,6,4,5,234,14,49,44,22,140,86,9,25,83,468,218,781,858,458,1635,1137,238,348,176,5851
212041460,31,90,81,29,90,51,21,13,10,418,28,81,65,58,265,136,29,27,141,831,286,1246,1101,669,2473,1574,326,480,251,8398
212041563,21,42,42,27,90,41,10,19,7,307,22,72,76,42,181,136,27,40,128,726,282,1100,1144,671,2220,1599,403,494,250,8158
212041564,5,8,21,11,26,15,6,11,0,107,9,37,35,28,103,55,8,28,65,363,97,407,425,280,959,725,180,266,121,3452
212041565,28,43,51,18,79,40,5,11,0,285,14,73,41,36,182,101,15,24,95,587,259,905,714,494,2016,1253,257,399,153,6454
212041566,18,31,40,21,86,68,14,30,0,306,10,59,29,13,158,103,13,27,56,481,281,1001,812,595,2212,1924,369,722,109,8026
212051319,29,52,41,30,63,52,11,23,9,306,10,52,38,24,76,113,22,33,77,452,487,1366,1120,677,2173,2397,596,1035,154,10010
212051321,16,57,47,29,50,52,16,26,0,279,17,70,44,31,85,105,13,28,81,472,357,1572,1210,694,2160,2302,432,800,138,9664
212051322,24,57,43,20,54,41,12,21,4,271,17,62,63,21,105,111,18,24,65,484,349,1427,1253,663,2245,2306,461,778,133,9622
212051323,20,41,27,17,57,37,7,21,3,235,8,50,25,30,66,70,17,24,65,354,317,1227,937,584,1603,1829,366,747,118,7724
212051324,16,46,40,21,51,44,14,23,0,256,11,43,51,29,105,71,11,28,77,428,387,1370,1169,651,2039,2185,497,863,134,9297
212051325,25,57,53,28,76,68,15,28,0,357,8,50,59,32,140,90,22,34,115,543,420,1277,1090,725,2296,2156,481,841,195,9479
212051326,40,57,59,35,105,62,17,23,4,406,15,61,60,34,122,116,13,29,90,544,602,1687,1443,940,2669,2818,697,1108,181,12138
212051327,28,57,42,32,54,48,15,23,3,310,21,49,42,25,94,92,12,29,54,423,378,1502,1127,705,1825,1912,465,953,115,8980
212051567,9,21,13,14,19,10,3,5,0,107,10,28,30,11,46,40,10,14,54,240,280,1217,646,274,877,791,106,233,97,4520
212051568,13,37,37,11,38,38,7,11,3,196,4,54,50,17,97,61,8,13,103,409,278,1099,1035,497,1539,1265,229,347,174,6450
213011328,7,9,25,8,27,18,3,16,0,114,4,19,27,19,65,24,7,12,47,240,172,440,481,271,830,694,158,239,105,3388
213011329,17,32,39,16,45,41,8,15,0,210,15,41,21,20,88,66,13,14,62,333,238,696,501,382,1195,1047,200,320,112,4701
213011331,9,23,25,8,29,27,4,11,0,150,7,26,23,8,62,37,7,12,42,232,164,487,417,312,983,729,145,239,106,3589
213011332,24,32,28,26,52,53,7,20,7,249,9,27,19,16,49,57,10,5,56,253,321,829,651,429,1330,1211,306,489,116,5672
213011333,27,48,52,17,44,37,11,10,8,247,11,55,32,29,127,76,9,25,85,453,261,787,627,372,1413,933,197,282,166,5039
213011334,22,80,99,14,69,54,11,15,3,380,32,73,91,42,157,75,19,43,140,668,332,1181,1147,586,1883,1337,296,426,252,7440
213011335,30,59,78,23,74,42,12,6,4,329,12,66,53,34,132,80,18,18,123,534,250,996,955,536,1634,1186,247,356,230,6387
