SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
210051245,5810,15795,322,567,354,806,677,1371,10,21,0,0,0,0,0,0,9,19,20,32,0,0,0,0,0,0,3,7,5,0,0,6,6512,17209,340,..,6850,17209
210051246,6400,20822,111,304,89,206,192,512,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,23,6610,21354,278,..,6883,21354
210051247,3500,11746,541,1535,157,503,704,2032,40,112,0,0,0,0,0,0,3,9,48,118,0,0,0,0,0,0,0,0,0,0,7,18,4256,13917,234,..,4491,13917
210051248,24,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,60,3,..,30,60
210051250,1651,4115,994,1850,102,248,1092,2094,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2745,6221,252,..,2992,6221
210051441,2394,7192,54,128,46,126,102,255,94,255,0,0,0,0,0,0,0,3,93,257,0,0,0,0,0,0,0,0,0,0,0,0,2595,7706,155,..,2747,7706
210051442,3152,11047,23,70,300,651,324,723,41,102,0,0,0,0,0,0,4,3,43,104,0,0,0,0,0,0,0,0,0,0,0,5,3518,11881,164,..,3677,11881
210051443,5682,19449,290,774,170,488,466,1260,28,57,0,0,0,0,0,0,5,13,31,66,0,0,0,0,0,0,0,0,0,0,7,25,6189,20797,231,..,6421,20797
210051445,6633,21877,80,243,38,96,120,343,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,4,0,9,0,8,6767,22243,589,..,7347,22243
210051542,2575,9072,76,247,127,299,206,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2791,9629,108,..,2903,9629
210051543,3030,10470,318,765,398,1024,715,1794,26,68,0,4,16,39,0,0,0,0,47,109,0,0,0,0,0,0,4,5,4,5,4,18,3792,12397,286,..,4086,12397
210051544,2338,8256,209,595,45,115,254,710,29,69,0,0,45,75,0,0,4,8,77,152,0,0,0,0,0,0,0,0,0,0,0,0,2673,9121,122,..,2794,9121
210051545,3314,13002,135,460,186,593,320,1056,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3643,14071,137,..,3780,14071
211011251,3102,8148,978,2137,364,801,1343,2938,396,680,93,158,45,72,0,0,3,12,532,920,0,0,0,0,0,0,7,6,7,6,7,10,4985,12022,362,..,5346,12022
211011254,5007,14227,402,793,403,1044,800,1843,4,6,0,0,0,0,0,0,12,32,15,40,0,0,0,0,0,0,0,4,0,4,14,18,5829,16138,285,..,6118,16138
211011255,2029,6397,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2036,6412,53,..,2090,6412
211011256,4947,14234,192,267,174,333,362,598,0,5,51,78,28,42,0,0,6,3,86,135,0,0,0,0,0,0,3,5,3,5,4,0,5399,14973,254,..,5655,14973
211011257,2329,7256,227,352,64,150,290,504,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,9,0,9,0,0,2623,7770,71,..,2698,7770
211011258,3234,9751,118,162,47,141,166,308,10,24,0,0,0,0,0,0,0,3,11,22,0,0,0,0,0,0,4,0,4,0,0,0,3411,10084,144,..,3556,10084
211011259,4450,12782,202,279,281,656,484,928,0,0,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,4937,13722,269,..,5206,13722
211011260,4928,14376,775,1326,334,906,1111,2233,37,44,0,0,129,212,170,261,3,22,339,536,0,0,0,0,0,0,0,0,0,0,3,5,6381,17148,396,..,6782,17148
211011446,6604,17016,1503,2828,838,1817,2335,4641,139,216,150,213,12,20,0,0,13,16,319,474,0,0,0,0,0,0,5,18,5,18,4,20,9271,22160,554,..,9825,22160
211011447,4703,11952,505,823,169,384,671,1204,69,113,74,111,0,0,0,0,7,17,155,244,0,0,0,0,0,0,14,25,14,25,3,4,5550,13432,278,..,5824,13432
211011448,5076,13905,104,175,245,562,342,738,13,16,17,30,26,44,0,0,6,17,69,110,0,0,0,0,0,0,9,17,9,17,0,0,5497,14771,230,..,5725,14771
211011449,1458,4016,26,61,20,47,47,111,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,10,4,10,0,0,1512,4139,77,..,1585,4139
211021261,4889,14394,313,490,104,306,416,800,83,169,42,70,0,0,0,0,4,16,126,255,0,0,0,0,0,0,0,0,0,0,0,4,5441,15448,350,..,5786,15448
211021262,3174,9532,13,22,5,0,17,22,4,3,0,0,0,0,0,0,3,7,5,17,5,3,0,0,0,0,0,0,5,3,4,16,3201,9586,148,..,3350,9586
211031263,3615,9866,500,979,154,303,652,1286,52,95,0,0,0,0,0,0,4,9,59,105,0,0,0,0,0,0,0,0,0,0,3,12,4331,11273,190,..,4515,11273
211031265,5928,16981,123,215,49,135,172,351,0,0,0,0,0,0,0,0,3,10,12,17,0,0,0,0,0,0,5,14,5,14,0,0,6114,17367,239,..,6351,17367
211031266,5714,14639,471,766,317,680,786,1444,100,168,326,529,419,708,74,117,3,0,920,1528,0,0,0,0,0,0,3,7,3,7,17,26,7434,17654,779,..,8220,17654
211031267,7207,18833,306,569,195,459,496,1028,49,108,21,35,52,84,0,0,3,7,118,239,0,0,0,0,0,0,3,13,3,13,3,6,7828,20114,487,..,8317,20114
211031268,3266,9156,9,9,23,49,30,63,27,71,0,0,0,0,0,0,0,0,27,71,0,0,0,0,0,0,0,0,0,0,0,0,3330,9286,146,..,3474,9286
211031450,4920,12123,869,1628,341,793,1214,2423,88,175,247,398,109,163,0,0,5,3,450,740,0,0,0,0,0,0,0,5,0,5,9,24,6597,15316,386,..,6985,15316
211031451,5032,12629,123,226,128,282,252,515,103,165,21,29,0,0,0,0,5,14,124,209,0,0,0,0,0,0,3,0,0,3,4,11,5418,13369,392,..,5811,13369
211031452,1666,4380,116,273,23,41,134,316,3,9,0,0,0,0,0,0,5,14,7,21,0,0,0,0,0,0,0,0,0,0,0,0,1811,4723,74,..,1884,4723
211041269,2941,7976,757,1356,256,674,1015,2034,41,84,35,60,48,91,0,0,4,9,127,242,0,0,0,0,0,0,0,3,0,3,3,3,4083,10252,320,..,4404,10252
211041270,4063,11322,1453,2856,637,1647,2090,4503,23,40,45,76,231,344,0,0,7,28,310,496,0,0,0,0,0,0,0,0,0,0,3,3,6468,16316,425,..,6890,16316
211041271,3148,8697,969,1897,304,794,1275,2694,0,7,25,42,115,202,0,0,0,0,146,255,0,0,0,0,0,0,0,3,0,3,3,8,4579,11659,279,..,4863,11659
211041272,3031,8845,549,1165,203,585,753,1749,13,31,0,0,0,0,0,0,3,6,16,34,0,0,0,0,0,0,4,14,4,14,0,0,3800,10646,220,..,4022,10646
211041273,3600,10460,276,470,108,288,379,760,0,0,15,18,83,147,0,0,5,8,97,174,0,0,0,0,0,0,0,7,0,7,0,0,4085,11404,281,..,4365,11404
211051274,3386,9520,10,23,4,4,15,26,8,8,0,0,0,0,0,0,8,13,9,21,4,0,0,4,0,0,0,0,3,6,3,9,3418,9579,180,..,3595,9579
211051275,3987,11156,17,30,45,87,65,118,0,0,10,9,0,0,0,0,9,20,17,24,0,0,0,0,0,0,0,0,0,0,6,8,4071,11319,189,..,4264,11319
211051276,4777,12323,328,494,47,100,372,595,13,17,0,0,0,0,0,0,3,0,12,16,0,0,45,64,0,0,3,6,45,75,13,29,5217,13033,507,..,5726,13033
211051277,3339,8553,356,568,118,267,472,838,48,71,0,0,0,0,0,0,0,5,54,77,0,0,0,0,0,0,0,4,0,4,0,0,3865,9479,210,..,4074,9479
211051278,5971,16476,851,1311,391,721,1241,2033,5,10,0,0,0,0,0,0,10,11,15,22,58,70,0,0,0,0,5,8,64,83,16,32,7308,18648,382,..,7685,18648
211051279,1948,5439,39,70,0,0,42,71,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,27,8,27,3,11,2005,5551,125,..,2131,5551
211051280,2147,6229,84,119,10,24,92,144,92,132,0,0,0,0,0,0,0,0,92,135,0,0,0,0,0,0,0,0,0,0,0,3,2335,6512,125,..,2457,6512
211051281,7705,21562,181,329,167,318,348,638,0,4,10,9,0,0,0,0,5,22,16,30,0,0,0,5,0,0,0,3,5,6,7,14,8080,22250,367,..,8448,22250
211051282,3511,9088,21,26,3,3,24,30,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,4,4,4,7,3541,9135,379,..,3923,9135
211051283,3303,9368,38,56,27,59,66,110,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,6,0,0,4,9,5,7,3378,9502,131,..,3509,9502
211051284,3446,9299,19,34,35,44,54,76,22,50,0,0,0,0,0,0,0,0,22,50,0,0,0,0,0,0,3,5,3,5,0,0,3527,9428,170,..,3698,9428
211051285,2643,7545,4,8,0,0,4,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,12,2663,7567,137,..,2795,7567
211051286,5873,14945,125,201,6,16,135,217,57,85,0,0,0,0,0,0,10,16,59,100,6,9,69,79,0,0,7,3,78,95,10,19,6144,15374,696,..,6841,15374
212011289,5979,17122,23,30,0,0,22,33,27,31,0,0,0,0,0,0,3,11,29,42,0,0,0,3,0,0,3,4,0,11,9,10,6043,17224,355,..,6399,17224
212011546,7272,21541,270,612,241,583,511,1190,8,7,0,0,0,0,0,0,0,0,7,9,0,0,76,92,0,0,0,0,76,88,10,25,7875,22859,272,..,8150,22859
212011547,3127,8958,28,38,0,0,24,41,38,51,0,0,0,0,3,7,0,4,39,68,0,0,0,0,0,0,5,0,3,4,0,6,3198,9078,265,..,3465,9078
212011548,3207,9024,111,183,5,17,117,200,157,254,0,0,0,0,0,0,0,0,159,252,0,0,0,0,0,0,3,3,3,3,6,11,3490,9493,247,..,3737,9493
212011549,4772,13494,513,907,91,179,598,1093,26,30,0,0,0,0,0,0,3,4,31,38,0,0,0,0,0,0,0,6,4,5,0,6,5407,14632,284,..,5696,14632
212011550,2363,7033,115,213,3,10,116,219,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,14,23,2491,7282,125,..,2616,7282
212011551,1701,4437,595,931,192,471,792,1399,43,92,0,0,0,0,0,0,0,0,43,92,0,6,43,52,0,0,0,0,48,52,0,0,2581,5985,201,..,2779,5985
212011552,7710,24009,561,981,284,597,845,1575,6,7,20,29,0,6,0,0,7,12,30,56,0,0,0,0,0,0,0,0,0,0,0,0,8582,25637,377,..,8962,25637
212021293,6883,18882,1069,1822,419,899,1490,2722,6,11,8,3,0,0,0,0,0,8,10,19,8,15,0,0,0,0,0,7,7,15,7,13,8396,21650,528,..,8925,21650
212021295,3169,9042,680,1393,168,482,849,1876,10,15,5,8,0,0,0,0,0,0,11,19,0,0,0,0,0,0,4,3,9,5,11,32,4045,10978,318,..,4368,10978
212021297,2753,8602,520,1231,212,608,739,1837,46,91,0,0,0,0,0,0,4,9,50,98,0,0,0,0,0,0,0,0,0,0,3,14,3541,10552,138,..,3682,10552
212021299,2276,7695,11,39,4,5,17,46,0,3,0,0,0,0,0,0,7,9,3,17,0,0,0,0,0,0,0,6,0,4,4,0,2308,7762,93,..,2403,7762
212021453,3455,10198,238,668,193,567,428,1237,0,0,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3890,11446,157,..,4052,11446
212021454,3833,11218,299,795,268,821,563,1617,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,4,0,4,3,8,4401,12852,169,..,4575,12852
212021455,4246,12791,92,159,3,8,95,169,15,45,0,0,0,0,0,0,4,8,20,52,0,0,0,0,0,0,0,0,0,0,0,0,4358,13014,128,..,4485,13014
212021456,4350,12397,190,472,152,429,344,900,192,372,21,31,0,0,0,0,4,3,212,406,0,0,89,114,0,0,0,0,89,114,0,3,4995,13829,223,..,5224,13829
212021553,5085,16763,51,114,122,276,181,393,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,5,12,5,12,0,3,5268,17184,192,..,5464,17184
212021554,3309,10493,58,119,86,225,143,343,38,77,0,0,0,0,0,0,0,0,38,77,0,0,0,0,0,0,0,0,0,0,0,0,3488,10918,112,..,3600,10918
212031300,5763,16715,954,2011,206,511,1160,2530,269,474,0,0,0,0,0,0,3,3,268,475,0,0,0,0,0,0,0,5,0,5,7,23,7204,19743,380,..,7582,19743
212031303,5283,16193,182,298,59,156,248,462,0,5,0,0,0,0,0,0,3,5,7,13,0,0,0,0,0,0,0,0,0,0,8,22,5550,16693,211,..,5759,16693
212031304,5507,17579,807,2491,122,310,932,2804,182,298,0,0,0,0,0,0,0,7,182,303,0,0,0,0,0,0,0,0,0,0,7,20,6636,20703,205,..,6839,20703
212031306,4626,16523,88,261,188,490,283,751,0,0,28,41,0,0,0,0,0,0,28,41,0,0,0,0,0,0,0,0,0,0,4,4,4933,17324,135,..,5068,17324
212031308,2644,7407,6,22,0,12,10,26,24,47,0,0,0,0,0,0,7,10,31,57,0,0,0,0,0,3,0,0,4,0,0,8,2693,7497,156,..,2850,7497
212031457,3597,12458,67,211,47,147,117,350,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,4,3717,12818,112,..,3830,12818
212031458,4245,14581,357,1177,119,431,475,1608,3,6,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,4726,16203,137,..,4864,16203
212031555,3000,9988,72,239,27,85,104,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107,10314,82,..,3183,10314
212031556,4185,14169,39,121,42,99,83,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4274,14394,129,..,4400,14394
212031557,6211,21227,539,1045,77,213,614,1266,24,46,0,0,0,0,0,0,0,7,24,56,0,0,0,0,0,0,0,0,0,0,9,27,6866,22574,262,..,7125,22574
212031558,3449,11143,219,365,91,220,305,582,14,16,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,3771,11744,192,..,3963,11744
212031559,3347,11961,102,288,62,158,168,444,19,50,0,0,0,0,0,0,0,0,25,53,0,0,0,0,0,0,0,0,0,0,0,3,3540,12456,114,..,3651,12456
212031560,3571,10898,142,345,22,70,167,415,0,8,0,0,0,0,0,0,4,4,3,10,0,0,0,0,0,0,0,0,0,0,5,3,3742,11327,162,..,3910,11327
212031561,3497,11370,112,242,116,334,228,577,23,47,0,0,0,0,0,0,4,10,27,57,0,0,0,0,0,0,0,0,0,0,0,5,3755,12009,112,..,3867,12009
212031562,3853,11866,204,460,65,184,271,647,36,84,0,0,0,0,0,0,4,8,42,96,0,0,0,0,0,0,0,0,0,0,6,16,4163,12621,172,..,4337,12621
212041309,3648,10160,247,427,119,324,367,749,29,41,0,0,0,0,0,0,4,7,27,54,0,0,0,0,0,0,0,0,0,0,0,0,4047,10966,171,..,4214,10966
212041310,2678,7577,981,2480,594,1709,1574,4187,227,519,160,319,144,264,0,3,0,0,528,1102,0,0,0,0,0,0,0,0,0,0,9,9,4783,12885,588,..,5376,12885
212041312,6431,18700,689,1392,159,457,846,1843,235,489,0,0,0,0,0,0,0,3,238,493,0,0,5,10,0,0,7,14,7,23,4,12,7524,21068,428,..,7953,21068
212041313,3039,8789,566,960,132,339,702,1296,0,0,0,0,0,0,0,0,0,4,0,4,21,18,15,12,0,0,0,0,32,34,0,6,3771,10126,149,..,3917,10126
212041316,2352,6610,19,37,3,13,24,46,242,477,0,0,0,0,0,0,4,8,244,484,0,0,0,0,0,0,0,0,0,0,4,4,2618,7142,157,..,2769,7142
212041317,4987,15993,968,2436,486,1429,1452,3869,504,908,42,103,89,168,0,0,9,15,644,1193,20,24,72,80,0,0,4,17,101,117,10,15,7197,21195,620,..,7810,21195
212041318,3267,10781,317,770,68,226,386,990,94,270,16,33,0,0,0,0,9,29,123,327,24,29,0,4,0,0,3,3,30,40,0,0,3801,12142,147,..,3950,12142
212041459,2651,7229,488,957,299,768,784,1720,1215,2579,67,130,0,0,0,0,0,0,1279,2716,0,0,0,0,0,0,0,0,0,0,7,20,4722,11690,413,..,5138,11690
212041460,4571,14121,432,962,545,1487,982,2451,708,1590,56,85,48,101,0,0,4,13,813,1788,0,7,0,0,0,0,0,5,3,10,11,16,6375,18388,524,..,6902,18388
212041563,2709,8232,2052,4600,924,2773,2974,7376,1267,2590,257,472,106,217,0,0,0,4,1633,3280,0,0,0,0,0,0,11,24,11,24,20,43,7342,18944,882,..,8226,18944
212041564,1745,5947,415,1090,442,1280,855,2371,50,93,20,34,190,308,0,0,0,0,259,438,44,56,13,10,0,0,3,4,54,67,9,29,2920,8846,230,..,3153,8846
212041565,4341,13484,360,678,86,257,445,939,43,100,0,0,0,0,0,0,6,17,51,116,0,0,0,0,0,0,0,3,0,3,3,5,4839,14544,212,..,5049,14544
212041566,3861,13574,21,50,397,1065,414,1110,54,116,0,0,0,0,0,0,0,0,54,116,0,0,0,0,0,0,0,0,0,0,0,6,4328,14807,199,..,4528,14807
212051319,4244,11824,503,1065,811,2174,1320,3239,1141,2421,119,206,271,452,180,286,8,6,1718,3365,0,0,0,0,0,0,5,18,5,18,11,23,7294,18465,746,..,8038,18465
212051321,6532,19150,438,876,186,562,622,1436,112,232,27,46,7,19,0,0,3,10,146,297,0,0,0,0,0,0,0,4,0,4,0,0,7305,20890,567,..,7872,20890
212051322,4894,14187,505,1397,405,1258,907,2650,633,1660,155,337,142,267,392,748,3,10,1328,3026,0,0,0,0,0,0,0,0,0,0,10,11,7141,19875,1032,..,8168,19875
212051323,4082,11682,118,258,256,809,378,1064,1202,2872,8,10,13,21,0,0,0,0,1218,2903,0,0,0,0,0,0,0,5,0,5,0,0,5683,15660,490,..,6169,15660
212051324,4479,12767,446,1042,402,1201,849,2241,1423,3449,33,66,4,8,0,0,5,6,1461,3520,0,0,0,0,0,0,3,7,3,7,0,0,6797,18539,563,..,7357,18539
212051325,5693,16050,526,1332,601,1642,1127,2973,9,18,0,0,0,0,0,0,9,11,19,26,0,0,0,0,0,0,4,13,4,13,8,10,6856,19073,373,..,7228,19073
212051326,5826,15995,484,1081,835,2212,1319,3294,630,1247,108,178,640,1081,0,0,5,3,1379,2514,0,0,0,0,0,0,5,12,5,12,5,12,8543,21825,908,..,9450,21825
212051327,6174,17738,293,485,117,319,419,813,290,449,134,184,252,348,0,0,10,12,683,992,0,0,0,0,0,0,0,0,0,0,0,0,7274,19543,473,..,7745,19543
212051567,961,2632,262,559,313,947,577,1507,431,773,145,256,463,760,383,710,0,0,1427,2501,0,0,0,0,0,0,0,5,0,5,12,14,2973,6652,821,..,3798,6652
212051568,1676,4632,1015,2579,1113,3195,2126,5778,116,252,236,443,14,21,0,0,0,3,363,720,0,0,0,0,0,0,0,4,3,9,9,17,4175,11149,634,..,4803,11149
213011328,1851,4666,259,575,312,746,566,1319,453,796,6,12,0,0,0,0,4,10,462,816,0,0,29,39,0,0,0,0,29,39,3,4,2912,6835,386,..,3298,6835
213011329,2480,8918,26,82,189,568,212,649,0,0,0,0,106,184,0,0,0,0,106,184,0,0,0,0,0,0,0,0,0,0,5,9,2808,9756,104,..,2910,9756
213011331,2054,6041,467,1297,73,227,534,1530,106,109,0,0,0,0,0,0,0,0,106,109,0,0,0,0,0,0,0,5,0,5,0,0,2701,7688,100,..,2798,7688
213011332,3941,10964,366,942,166,506,530,1446,18,50,23,35,0,0,0,0,0,0,42,87,0,0,0,0,0,0,0,10,0,10,0,4,4520,12506,194,..,4715,12506
213011333,4274,12740,102,233,17,54,122,295,69,181,0,0,0,0,0,0,0,8,73,184,0,0,0,0,0,0,0,3,0,3,0,5,4470,13225,228,..,4693,13225
213011334,4845,13956,664,1589,614,1676,1279,3263,698,1588,8,14,13,20,0,0,10,40,733,1650,0,0,0,0,0,0,20,48,21,49,15,46,6893,18970,618,..,7510,18970
213011335,4380,13160,411,908,281,818,691,1721,398,889,0,0,0,0,0,0,0,3,399,891,0,0,0,0,0,0,7,21,7,21,7,18,5487,15813,429,..,5913,15813
213011336,2329,6510,481,1121,267,722,742,1837,138,211,27,48,18,36,91,145,5,6,279,439,0,0,0,0,0,4,0,3,6,5,4,9,3365,8809,400,..,3762,8809
213011337,3176,9469,164,410,332,947,497,1355,151,308,0,0,0,0,0,0,11,30,163,342,0,0,0,0,0,0,12,34,16,29,7,15,3862,11216,283,..,4145,11216
213011338,5131,14680,340,817,545,1572,882,2387,172,396,17,20,0,0,0,0,6,11,200,428,0,0,0,0,0,0,0,0,0,0,8,6,6217,17500,522,..,6741,17500
213011339,2547,7796,630,1397,577,1519,1206,2914,27,70,61,102,0,0,0,0,0,0,87,170,0,0,0,0,0,0,0,0,0,0,3,7,3848,10888,201,..,4048,10888
213011340,5034,15320,366,748,136,340,502,1092,27,49,0,0,0,0,0,0,4,4,30,49,0,0,0,0,0,0,5,10,5,10,0,5,5571,16475,212,..,5783,16475
213011569,5084,15057,456,1127,258,681,715,1815,29,48,0,0,0,0,0,0,9,15,40,60,0,0,0,0,0,0,0,0,0,0,4,10,5845,16933,375,..,6219,16933
213011570,2245,8214,18,34,50,100,67,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318,8355,58,..,2380,8355
213021341,3573,9026,780,1363,802,1844,1578,3210,209,318,63,78,143,220,0,0,3,0,423,617,0,0,0,0,0,0,15,26,15,26,3,5,5591,12884,502,..,6091,12884
213021342,6050,15277,547,1121,142,364,690,1485,300,555,0,0,64,92,0,0,5,9,366,657,0,0,0,0,0,0,0,0,0,0,8,12,7120,17428,375,..,7497,17428
213021343,3693,9665,622,1298,1014,2560,1636,3864,153,226,34,78,4,10,0,0,0,0,202,315,0,0,0,0,0,0,10,18,9,20,13,19,5543,13879,505,..,6044,13879
213021344,4400,12096,678,1358,1372,3542,2053,4901,397,687,43,66,21,36,0,0,0,0,459,783,0,0,0,0,0,0,31,54,30,55,4,9,6945,17842,631,..,7572,17842
213021345,1597,4649,37,62,5,27,43,93,21,46,0,0,0,0,0,0,0,0,14,52,0,0,0,0,0,0,0,0,0,0,0,7,1657,4798,86,..,1747,4798
213021346,3289,9258,758,1447,1151,2963,1909,4406,392,604,133,219,164,267,150,230,4,3,834,1315,0,0,0,0,0,0,7,24,7,24,19,30,6066,15039,776,..,6845,15039
213031347,3273,9530,1120,2273,1866,4998,2987,7268,212,350,274,524,143,244,0,0,3,14,637,1130,0,3,8,15,0,0,17,43,27,51,12,12,6931,17998,679,..,7609,17998
213031348,2325,5831,345,700,781,1794,1127,2488,988,1936,681,1188,1158,1865,1018,1668,9,17,3856,6671,0,0,0,0,0,0,50,118,50,118,15,21,7370,15133,1968,..,9341,15133
213031349,1705,5166,84,169,1506,3825,1586,3989,388,652,115,243,855,1446,404,636,4,5,1769,2984,0,0,0,0,0,0,0,0,0,0,9,20,5070,12159,756,..,5824,12159
213031350,2432,6402,250,480,306,699,559,1179,464,738,198,315,43,55,0,0,3,13,714,1117,0,0,0,0,0,0,28,56,28,56,3,4,3733,8766,497,..,4233,8766
213031351,2708,7355,430,793,451,1057,878,1854,580,993,276,440,114,196,0,0,16,27,985,1658,0,0,0,0,0,0,19,55,19,55,0,4,4599,10927,492,..,5088,10927
213031352,4290,11381,328,616,650,1565,981,2180,266,425,236,360,45,69,104,163,0,16,652,1033,0,0,0,0,0,0,70,125,70,125,5,0,5999,14728,558,..,6555,14728
213041353,8012,22033,634,999,116,239,754,1243,40,46,0,0,21,26,0,0,15,25,74,96,9,22,21,32,0,3,6,9,38,68,8,19,8888,23458,562,..,9457,23458
213041358,6299,18988,312,739,32,64,344,802,58,120,0,0,0,0,0,0,0,7,64,128,0,0,0,0,0,0,0,3,0,3,3,15,6712,19935,307,..,7016,19935
213041359,4407,14339,25,79,29,72,58,147,3,0,0,0,0,0,0,0,0,0,3,0,47,56,54,59,0,0,0,0,110,119,15,43,4586,14650,263,..,4844,14650
213041360,4826,17163,372,923,354,971,725,1894,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,7,5553,19069,195,..,5752,19069
213041461,1489,5056,241,396,4,12,247,410,10,11,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,3,0,3,0,0,1745,5488,92,..,1836,5488
213041462,1565,5705,82,289,81,276,162,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1726,6271,44,..,1768,6271
213041463,5579,17979,37,87,426,1141,465,1225,0,0,62,105,137,255,0,0,0,3,201,368,0,0,0,0,0,0,0,0,0,0,5,3,6248,19573,369,..,6618,19573
213041571,2727,8947,342,479,0,0,342,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,4,3071,9448,148,..,3224,9448
213041572,2168,7184,7,9,30,62,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2208,7275,94,..,2300,7275
213041573,933,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,2924,38,..,975,2924
213041574,2905,9440,96,273,36,81,131,350,14,23,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,8,21,3059,9829,93,..,3152,9829
213041575,4412,14430,315,676,141,397,459,1080,83,177,15,20,0,0,0,0,0,3,96,204,0,0,0,0,0,0,0,0,0,0,0,0,4964,15709,156,..,5125,15709
213041576,3649,10510,187,390,23,60,205,454,0,0,0,0,0,0,0,0,10,23,10,23,0,0,0,0,3,4,3,8,8,19,0,5,3875,11012,236,..,4109,11012
213041577,2488,6234,380,582,123,282,500,864,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2994,7108,264,..,3253,7108
