SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
21204156345,33,1036,670,280,1386,1.2,1130,2.3
21204156346,32,1800,578,338,1463,0.9,1265,2.6
21204156347,36,1785,550,318,1399,1,1515,2.9
21204156348,35,1206,586,276,1312,1,1125,2.1
21204156401,31,1517,613,371,1449,1.2,2289,4.5
21204156402,31,1660,870,375,1912,1,1826,2.7
21204156403,33,1135,769,295,1329,1.2,1031,1.7
21204156404,31,1495,539,346,1025,1.2,1321,3.6
21204156405,46,3125,725,438,1916,0.7,1593,2.4
21204156406,30,1300,656,341,1408,1.2,1443,3.3
21204156407,28,1517,689,344,1366,1.1,1320,2.9
21204156408,31,1733,521,351,1262,1.2,1312,3.6
21204156409,32,1825,758,401,1906,1.1,1625,2.8
21204156410,31,1430,468,371,1428,1,1474,3.6
21204156411,54,767,790,240,900,1,808,1.3
21204156412,32,1300,535,332,1327,1.2,1307,3.5
21204156413,32,1307,529,300,1271,1.1,1021,2.9
21204156414,31,1400,435,346,1151,1.1,1211,3.6
21204156415,27,2000,744,462,2043,1.1,2203,4.2
21204156416,30,1261,460,339,1125,1.2,1087,3.4
21204156417,34,1517,493,306,1261,1.1,1241,3.2
21204156418,74,749,484,174,831,0.7,611,1.4
21204156419,31,1690,686,358,1720,1.1,1625,3
21204156420,32,1567,616,346,1446,1.2,1437,3.6
21204156501,36,1517,646,371,1412,0.9,1278,3.1
21204156502,35,1900,592,414,1478,0.9,1437,3.1
21204156503,42,1600,544,381,1492,0.8,1452,2.9
21204156504,38,1575,580,391,1521,0.9,1531,3.1
21204156505,36,1454,529,375,1321,1,1465,3.4
21204156506,41,1733,664,420,1963,0.9,1768,3.1
21204156507,49,2002,593,430,1694,0.8,1770,3.1
21204156508,39,1800,642,390,1738,0.9,1692,3.1
21204156509,47,1200,562,395,1669,0.8,1644,2.8
21204156510,46,1916,624,427,1921,0.8,1857,2.9
21204156511,48,1854,497,501,1471,0.9,1607,3.3
21204156512,40,1863,630,381,1578,0.9,1402,2.8
21204156513,38,1679,655,386,1875,0.9,1678,3.1
21204156514,42,1820,599,370,1470,0.8,1383,2.8
21204156515,36,1925,586,371,1519,0.9,1602,3
21204156516,41,2000,663,380,1806,0.9,1718,3.1
21204156517,41,1600,641,170,2036,0.9,1442,2.7
21204156518,57,450,450,0,750,1.7,450,1.7
21204156519,35,2000,551,390,1478,1,1534,3.3
21204156520,37,2000,695,400,1680,0.9,1660,3.2
21204156521,39,1600,652,404,1531,0.9,1403,2.9
21204156522,42,1266,633,389,1446,0.9,1383,2.9
21204156523,46,1738,605,404,1562,0.8,1462,2.9
21204156524,40,1733,541,381,1208,0.9,1211,3
21204156525,37,1700,810,368,1712,0.8,1406,2.4
21204156526,39,1753,623,386,1726,1,1805,3.3
21204156527,38,2084,539,396,1562,0.9,1468,3
21204156528,39,2000,630,376,1652,0.9,1515,3
21204156529,50,1408,492,465,1718,0.8,1678,3
21204156530,43,1679,646,415,1588,0.9,1632,3.1
21204156531,57,3000,724,150,0,1,575,1
21204156532,40,1800,526,396,1551,0.9,1432,3.1
21204156533,45,1800,481,410,1916,0.9,1722,2.7
21204156534,35,1950,597,382,1510,0.9,1557,3.1
21204156535,62,1517,468,400,1625,0.8,693,2.1
21204156536,37,1793,565,354,1416,0.9,1325,3.1
21204156537,39,1733,644,371,1759,0.8,1660,3
21204156538,38,1950,635,390,1708,0.9,1710,3.3
21204156539,38,1840,652,316,1557,1,1458,2.9
21204156601,32,2966,1055,587,2785,0.8,3014,3.5
21204156602,31,2400,988,530,2419,0.9,2386,3
21204156603,34,2677,880,550,2431,0.9,2478,3.7
21204156604,37,2167,766,466,2345,0.9,2479,3.3
21204156605,33,3117,904,580,2363,0.9,2545,3.8
21204156606,31,2800,927,592,2575,0.9,2656,3.8
21204156607,31,2358,968,471,2229,0.8,2089,2.9
21204156608,31,3000,949,462,2666,0.9,2729,3.5
21204156609,41,2000,790,300,2416,0.8,2281,3.3
21204156610,37,2502,825,505,2461,0.9,2416,3.3
21204156611,35,2300,821,531,2333,0.9,2444,3.5
21204156612,35,2167,884,531,2365,0.9,2471,3.6
21204156613,35,2610,909,610,2409,0.9,2451,3.7
21204156614,32,2300,972,462,2163,0.9,2240,3.3
21204156615,31,2859,941,550,2660,0.9,2666,3.5
21204156616,50,4667,638,265,2374,0.8,2050,2.9
21204156617,35,2500,971,562,2509,0.9,2676,3.6
21204156618,32,2300,919,481,2428,0.9,2493,3.4
21204156619,35,2285,985,541,2625,0.8,2650,3.4
21204156620,32,2299,1081,490,2492,0.9,2600,3.2
21204156621,42,2167,762,504,2277,0.8,2229,3
21204156622,42,2184,706,600,2591,0.9,2587,3.7
21204156623,37,2261,916,469,2607,0.9,2510,3.1
21204156624,39,2383,878,475,2659,0.9,2750,3.6
21204156625,40,2184,877,555,2365,0.9,2363,3.5
21204156626,32,2600,951,511,2310,0.9,2391,3.3
21204156627,39,2442,819,525,2639,0.8,2805,3.4
21204156628,40,2134,785,455,2459,0.9,2345,3.3
21205131901,42,2890,857,486,2750,0.8,2374,2.7
21205131902,33,2852,1051,524,2571,0.8,2356,2.7
21205131903,34,2400,817,442,2558,0.8,2190,2.5
21205131904,35,2206,891,462,2330,0.8,2070,2.5
21205131905,42,3000,1016,500,3187,0.8,2769,2.9
21205131906,31,2750,954,506,2826,0.8,2360,2.8
21205131907,41,2040,930,501,2714,0.8,2036,2.6
21205131908,36,3299,869,426,2750,0.9,2345,2.8
21205131909,44,2676,768,486,2944,0.8,2302,2.7
21205131910,45,2733,756,401,2250,0.7,1854,2.5
21205131912,40,2725,887,501,2166,0.8,1910,2.7
21205131913,44,2253,642,214,2750,0.8,2654,3
21205131914,37,3000,965,567,2583,0.8,2617,3
21205131915,36,2979,982,600,3125,0.9,2750,3.1
21205131916,38,2600,982,385,2928,0.8,2474,2.7
21205131917,42,2300,581,215,2187,0.8,1202,2.3
21205131918,38,2600,995,476,2583,0.8,2152,2.4
21205131919,43,2184,995,406,2333,0.8,1847,2.2
21205131922,33,2500,796,396,2296,0.9,1726,2.5
21205131923,35,2600,742,389,2333,0.8,1724,2.5
21205131924,36,2400,819,400,2226,0.8,1861,2.5
21205131925,35,2284,730,348,2214,0.9,1476,2.7
21205131926,33,2000,937,396,2394,0.9,1937,2.4
21205131927,39,2167,896,460,2538,0.8,1913,2.6
21205131928,34,2600,706,350,2476,0.9,1792,2.5
21205131929,35,2167,890,466,2326,0.9,2233,2.9
21205131930,32,2467,1118,472,2409,0.8,2242,2.5
21205131932,42,2215,883,527,2424,0.8,2125,2.7
21205131933,35,2625,915,436,2321,0.9,2066,2.7
21205131934,35,2333,954,476,2426,0.8,2291,2.6
21205131935,35,2600,953,451,2516,0.8,1895,2.5
21205131936,41,2600,877,525,2600,0.8,2125,2.8
21205131937,39,2464,848,411,2700,0.9,1821,2.3
21205131938,0,0,0,0,0,0,0,0
21205131939,49,1647,684,451,2062,0.7,1607,2.6
21205131940,37,2745,1036,531,2339,0.8,2195,2.6
21205131941,40,2385,927,501,2777,0.8,2345,2.8
21205131942,39,3300,1014,461,3166,0.8,2583,2.8
21205131943,32,2068,625,398,1981,0.9,1401,2.5
21205131944,35,2950,1084,451,3022,0.8,2326,2.5
21205131945,49,1795,477,240,963,1.1,610,1.5
21205131946,36,2676,632,255,1812,0.8,1216,2.3
21205131947,31,1600,1100,390,2307,1,1713,1.9
21205132101,44,2000,778,501,2394,0.8,2131,2.9
21205132102,46,2930,850,626,2766,0.8,2783,3.1
21205132103,41,2387,646,501,2094,0.8,1739,3
21205132104,48,3000,605,450,2024,0.8,1637,2.7
21205132105,41,2392,582,450,2033,0.8,1765,2.8
21205132106,36,2740,711,473,2071,0.8,2022,3
21205132107,39,2100,698,461,2250,0.8,2022,2.9
21205132108,37,2118,803,466,2294,0.8,2131,2.8
21205132109,39,2527,734,448,2281,0.8,1931,2.7
21205132110,61,2172,664,541,2125,0.7,924,2
21205132111,37,3125,749,505,2374,0.8,1937,2.7
21205132112,42,3000,767,554,2428,0.8,2343,3
21205132113,44,2850,922,553,2536,0.7,2430,2.9
21205132114,42,3017,823,570,2727,0.8,2392,3.1
21205132115,44,2950,753,512,2083,0.7,1989,2.9
21205132116,42,2167,928,674,2750,0.8,2874,3.5
21205132117,42,3000,779,577,2636,0.7,2285,3
21205132118,41,3500,678,511,2022,0.8,1988,3.3
21205132119,38,3000,603,464,2091,0.9,2042,3.3
21205132120,39,2925,710,550,2390,0.8,2279,3.1
21205132121,40,2626,690,500,2144,0.9,2042,3
21205132122,39,2600,792,495,2515,0.8,2360,3
21205132123,44,4265,701,561,1875,0.7,1728,3
21205132124,41,2800,685,444,1963,0.8,1562,2.8
21205132125,37,2646,570,562,1978,0.9,1963,3.1
21205132126,42,2895,711,560,2285,0.8,1937,2.9
21205132127,39,2000,653,541,2109,0.8,1591,2.8
21205132128,47,2486,612,533,1575,0.7,1589,2.7
21205132129,37,2690,626,530,2163,0.9,1958,2.8
21205132130,45,2550,655,501,2187,0.8,2220,3
21205132131,43,2800,712,549,2019,0.8,2059,3.1
21205132132,37,2377,728,530,2267,0.8,2150,3.1
21205132133,40,2802,564,441,1424,0.8,1350,2.9
21205132134,47,2000,669,461,2194,0.7,1812,2.8
21205132135,46,2700,685,501,1921,0.7,1839,2.7
21205132136,42,2000,767,491,1968,0.8,2028,3.2
21205132137,44,3000,646,457,1931,0.7,1908,2.9
21205132138,61,2100,517,483,1474,0.7,774,1.9
21205132139,39,2399,868,481,2150,0.7,2181,2.9
21205132140,37,2550,749,495,2225,0.8,2091,3.1
21205132141,40,2500,695,481,2159,0.8,2042,3.1
21205132142,42,2300,653,522,1928,0.8,1562,3
21205132143,42,2167,808,425,2527,0.7,2208,2.9
21205132144,46,2600,785,500,2091,0.7,1981,2.8
21205132145,52,2700,641,425,2227,0.7,2125,2.7
21205132146,42,2450,758,549,2279,0.8,2166,3.2
21205132147,42,2600,916,555,2538,0.8,2487,3.1
21205132148,43,2800,588,455,2062,0.8,1699,2.7
21205132149,39,2500,568,495,2050,0.8,1781,2.8
21205132150,37,2000,685,450,2115,0.9,1625,2.6
21205132151,41,2850,667,461,2146,0.9,1825,3
21205132152,39,2557,794,495,2457,0.8,2187,2.8
21205132153,38,2600,667,450,1674,0.8,1833,3
21205132154,39,2571,782,508,2600,0.8,2457,3.1
21205132201,40,2200,714,451,2144,0.9,2009,2.8
21205132202,37,2000,866,485,2329,0.9,2291,3.1
21205132203,39,2460,773,483,2428,0.8,2285,3.1
21205132204,38,2550,716,476,2250,0.9,2083,3
21205132205,43,3500,627,485,2091,0.8,2025,3.2
21205132206,44,2300,850,590,2678,0.7,2399,2.9
21205132207,40,1733,730,520,2392,0.8,2181,2.9
21205132208,61,4100,484,529,2399,0.7,2374,3.1
21205132209,45,2896,575,752,2333,0.7,2535,3.1
21205132210,39,1750,603,462,1583,0.9,1488,3.1
21205132211,40,2927,630,509,1890,0.8,1895,3.2
21205132212,37,2600,612,421,1937,0.9,1699,2.6
21205132213,36,3250,604,491,1607,0.9,1562,3.1
21205132215,36,2400,684,411,1875,0.9,1512,2.5
21205132216,40,2800,565,525,1708,0.8,1569,2.8
21205132217,36,2850,599,458,2125,0.9,1575,2.7
21205132218,56,2162,647,472,1774,0.8,1275,2.3
21205132219,39,3000,681,522,2125,0.8,2019,3
21205132220,40,2238,747,600,2408,0.8,2285,3
21205132221,41,2500,734,472,2392,0.8,2233,3
21205132222,42,3683,895,517,2416,0.8,2187,3
21205132223,38,2400,656,509,2326,0.8,2045,3
21205132224,40,2122,814,460,2288,0.8,2116,2.9
21205132225,35,2070,884,450,2509,0.9,2039,2.7
21205132226,38,2600,575,400,1833,0.8,1625,2.7
21205132227,42,2149,654,441,2383,0.8,2062,2.8
21205132228,37,1949,749,462,2028,0.9,1952,2.9
21205132229,39,2800,678,390,2222,0.8,2031,2.7
21205132230,35,2496,730,436,2152,0.8,1843,2.7
21205132231,44,2800,615,475,2100,0.8,1660,2.6
21205132232,40,2600,924,490,2285,0.8,1942,2.7
21205132233,39,2500,790,471,1958,0.8,1812,2.7
21205132234,41,3050,653,450,2227,0.8,2068,2.9
21205132235,43,2500,575,471,1899,0.8,1833,2.9
21205132236,40,2058,814,450,2338,0.9,2083,2.8
21205132237,42,2058,634,485,1666,0.7,1483,2.8
21205132238,42,2349,787,545,2036,0.7,1875,2.9
21205132239,40,2000,736,460,2011,0.8,1909,2.8
21205132240,38,3109,725,451,1792,0.8,1708,2.8
21205132241,41,2400,710,511,2363,0.8,2363,3
21205132242,43,2150,823,501,2125,0.8,2187,2.9
21205132243,39,2800,730,450,2027,0.9,1778,3
21205132244,36,2347,854,498,2750,0.9,2625,3.2
21205132245,42,2800,725,500,1812,0.8,1792,2.9
21205132246,39,3382,690,580,2416,0.9,2277,3.1
21205132247,0,0,0,0,0,0,0,0
21205132248,51,2700,582,426,2139,0.8,1666,2.6
21205132249,37,3355,862,451,3031,0.9,2718,3.1
21205132250,40,2600,683,462,1857,0.8,1666,2.8
21205132251,38,2346,603,421,1906,0.8,1760,2.6
21205132252,39,2500,929,506,2750,0.8,2531,2.9
21205132253,30,1988,740,460,1450,1.1,1385,2
21205132254,37,2167,611,401,2017,1.1,1533,2.6
21205132301,38,2629,665,544,2133,0.8,2012,2.9
21205132302,43,2192,807,600,2263,0.7,2170,2.9
21205132303,40,2437,880,420,2410,0.9,2363,2.9
21205132304,46,2433,841,510,2374,0.7,1874,2.4
21205132305,38,3000,780,433,1978,0.8,1600,2.5
21205132306,41,2342,829,441,2140,0.8,1805,2.6
21205132307,43,2000,795,450,2208,0.8,1718,2.6
21205132308,36,3250,739,462,2134,0.9,1807,2.7
21205132309,42,3271,914,501,2562,0.8,2203,2.7
21205132310,36,3000,865,530,2440,0.9,2175,3
21205132311,41,2177,681,420,2200,0.8,1875,2.8
21205132312,0,0,0,0,0,0,0,0
21205132313,43,2164,782,500,1921,0.8,1875,2.7
21205132314,45,2700,883,511,2356,0.7,1895,2.6
21205132315,42,2241,850,428,2281,0.8,1963,2.4
21205132316,39,3275,784,511,2374,0.8,2071,2.7
21205132317,43,2684,687,500,2383,0.8,2111,2.9
21205132318,41,2856,843,516,2725,0.8,2263,2.8
21205132319,43,2249,552,495,1963,0.8,1464,2.8
21205132320,43,3000,603,450,1768,0.8,1625,2.6
21205132321,42,2731,810,462,2874,0.8,2250,2.8
21205132322,45,2700,845,479,2388,0.8,2055,2.8
21205132323,36,2500,727,500,2471,0.8,2125,3
21205132324,43,2900,751,485,2233,0.8,1899,2.8
21205132325,38,2167,857,485,2542,0.8,2309,3
21205132326,42,2708,928,478,2632,0.8,2374,2.8
21205132327,40,2500,840,475,2343,0.8,2108,2.7
21205132328,40,3017,793,567,2366,0.8,2113,2.9
21205132329,42,3170,679,526,2250,0.8,2091,2.8
21205132330,41,3000,915,564,2845,0.8,2424,2.8
21205132331,42,2492,653,462,2015,0.8,1812,2.8
21205132332,38,2084,854,495,2263,0.8,2119,2.7
21205132333,34,3209,1002,602,3033,0.8,2776,3.1
21205132334,44,2643,729,473,2285,0.8,2178,2.9
21205132335,37,2963,941,401,2634,0.8,2025,2.5
21205132336,43,3000,1097,463,3750,0.8,3042,2.8
21205132337,43,2167,719,460,1910,0.7,1699,2.7
21205132401,39,2214,846,501,2374,0.9,2250,3.1
21205132402,37,2623,823,476,2363,0.8,2067,2.7
21205132403,41,2350,820,456,2589,0.8,2039,2.7
21205132404,38,2167,871,426,2234,0.8,1825,2.5
21205132405,41,1774,887,390,2874,0.8,2405,2.8
21205132406,39,3000,834,500,2511,0.8,2148,2.6
21205132407,41,2550,866,450,2487,0.8,2250,2.7
21205132408,39,2704,960,481,2675,0.8,2454,2.8
21205132409,44,2925,820,561,2302,0.7,2170,2.8
21205132410,46,0,1249,770,0,1,450,1
21205132411,46,2700,803,471,2597,0.8,2240,2.8
21205132412,36,2600,1018,511,2916,0.8,2250,2.9
21205132413,37,2347,915,526,2583,0.8,2594,3
21205132414,40,2685,694,450,2018,0.8,1728,2.7
21205132415,39,2959,718,452,1687,0.8,1488,2.8
21205132416,36,3033,808,457,2284,0.8,2152,3
21205132417,37,2550,787,491,2379,0.9,2086,2.7
21205132418,41,3000,958,695,2833,0.8,2555,3.1
21205132419,38,2500,904,494,2826,0.8,2369,2.9
21205132420,50,2581,718,471,1770,0.7,1402,2.3
21205132421,49,2481,689,498,2125,0.7,1614,2.5
21205132422,37,3100,894,411,2562,0.8,2146,2.7
21205132423,50,3000,839,551,2625,0.8,2318,2.9
21205132424,39,2383,770,451,2218,0.8,2067,2.7
21205132425,40,2500,755,476,2116,0.8,1949,2.7
21205132426,37,2669,1005,508,2774,0.8,2428,2.8
21205132427,38,2210,772,455,2433,0.8,2010,2.6
21205132428,37,2322,788,450,2312,0.8,2037,2.8
21205132429,42,2442,839,446,2607,0.8,2374,2.9
21205132430,36,2882,929,416,2625,0.8,2094,2.8
21205132431,39,2539,837,498,2475,0.8,2291,2.9
21205132432,38,2200,890,401,2154,0.8,1800,2.3
21205132433,40,3000,838,466,2639,0.8,2352,2.9
21205132434,38,2383,922,501,2476,0.8,2156,2.8
21205132435,38,2500,816,495,2451,0.8,2225,2.8
21205132436,41,2600,787,468,2522,0.8,1910,2.7
21205132437,45,3112,708,481,2660,0.7,2410,2.7
21205132438,43,2700,637,495,2109,0.8,1699,2.7
21205132439,45,3200,743,481,2017,0.7,1670,2.4
21205132440,43,2177,977,451,2714,0.8,2281,2.7
21205132441,0,0,0,0,0,0,0,0
21205132501,39,2000,685,430,1968,0.8,1524,2.6
21205132502,39,2300,781,392,2012,0.8,1653,2.7
21205132503,40,1900,669,400,1968,0.9,1885,3
21205132504,41,2000,560,401,1531,0.8,1396,2.8
21205132505,40,2529,764,400,2031,0.8,1792,2.7
21205132506,41,1984,756,405,2015,0.8,1692,2.7
21205132507,47,1984,653,471,1850,0.7,1731,2.8
21205132508,47,2000,589,450,1649,0.8,1587,2.9
21205132509,43,2227,715,450,2250,0.8,1963,2.8
21205132510,40,2167,741,451,2019,0.7,1958,2.8
21205132511,48,2342,697,417,2094,0.7,2083,2.8
21205132512,42,2184,743,438,1857,0.8,1847,2.8
21205132513,45,2000,638,410,1916,0.8,1613,2.6
21205132514,0,0,0,0,0,0,0,0
21205132515,41,1925,739,415,1713,0.8,1778,2.8
21205132516,47,2050,803,353,2484,0.8,2536,3.1
21205132518,42,2000,818,400,2283,0.8,1937,2.8
21205132519,41,2125,786,400,2118,0.8,1847,2.8
21205132520,34,2490,809,400,2117,0.8,1985,2.8
21205132521,0,0,0,0,0,0,0,0
21205132522,38,2167,768,400,2141,0.9,2086,2.9
21205132523,39,2357,715,404,2152,0.8,1930,2.9
21205132525,42,2200,716,401,2054,0.8,1614,2.6
21205132526,47,2600,749,577,2416,0.8,2437,2.9
21205132527,43,2167,683,391,1885,0.7,1579,2.6
21205132528,41,2000,547,400,1845,0.9,1775,2.9
21205132529,36,2167,730,401,2202,0.8,1875,2.7
21205132530,44,1690,664,381,1768,0.8,1555,2.8
21205132531,43,2000,624,441,1875,0.7,1550,2.6
21205132532,63,2234,490,364,1487,0.7,1430,2.7
21205132533,74,2550,465,450,2200,0.7,974,2
21205132534,37,1600,658,391,1924,0.9,1589,2.7
21205132535,43,1725,639,385,2045,0.8,1640,2.7
21205132536,43,2000,704,408,1875,0.8,1583,2.8
21205132537,41,2167,793,421,2279,0.8,1974,2.8
21205132538,44,1950,701,376,2068,0.8,1713,2.6
21205132539,42,3000,698,421,1775,0.8,1687,2.7
21205132540,47,2312,662,431,2147,0.7,1963,2.8
21205132541,35,2000,837,421,2223,0.9,2017,2.7
21205132542,46,1569,704,500,2227,0.8,2146,2.9
21205132543,45,0,0,0,0,0,0,0
21205132544,37,2364,933,516,2761,0.8,2636,3.1
21205132545,33,2000,1027,500,2908,0.8,2384,2.9
21205132547,36,2600,1120,561,2874,0.8,2518,2.9
21205132548,37,2500,1092,520,2778,0.8,2669,3
21205132549,32,2253,1128,481,2319,0.9,2225,2.9
21205132550,32,2600,1233,493,2691,0.8,2404,2.7
21205132601,39,1972,774,461,2567,0.8,2365,2.8
21205132602,37,2134,1003,501,2542,0.8,2187,2.6
21205132603,36,2300,738,371,1875,0.9,1462,2.4
21205132604,56,0,1999,402,4499,0.8,7000,4
21205132605,36,2435,938,421,2546,0.9,2321,2.6
21205132606,39,2000,846,411,2318,0.9,1875,2.7
21205132607,35,2315,915,371,2295,0.9,2154,2.5
21205132608,36,2700,626,441,1833,0.8,1781,2.8
21205132609,38,2600,935,441,2509,0.8,2203,2.7
21205132610,31,1798,825,461,2137,0.8,1764,2.5
21205132611,43,2260,861,436,2203,0.7,1875,2.5
21205132612,36,2400,866,400,2264,0.9,1861,2.6
21205132613,35,1733,963,381,2190,1,1656,2
21205132614,40,2648,735,391,1954,0.9,1800,2.6
21205132615,37,1871,711,431,1908,0.8,1687,2.6
21205132616,32,2315,850,399,2224,0.8,1903,2.5
21205132617,39,2389,1088,432,3166,0.9,2853,2.9
21205132618,35,1975,764,445,2517,0.9,2374,3
21205132619,38,2500,924,456,2765,0.9,2475,2.8
21205132620,42,2134,897,411,2981,0.9,2750,2.9
21205132621,39,2442,934,470,2908,0.8,2481,2.8
21205132622,36,2161,909,410,2437,0.9,2027,2.7
21205132623,35,2033,1031,419,2326,0.8,1875,2.6
21205132624,34,2167,864,401,2305,0.8,2139,2.7
21205132625,41,1959,917,398,2785,0.9,2083,2.6
21205132626,33,2300,851,381,2389,0.9,2051,2.5
21205132627,36,2100,884,386,2276,0.8,1827,2.6
21205132628,45,1766,490,145,1781,0.9,981,2.1
21205132629,41,2037,868,511,2729,0.9,2241,2.8
21205132630,35,2633,1009,441,2555,0.9,2329,2.7
21205132632,55,2600,614,490,2321,0.8,1978,2.4
21205132633,30,2058,924,411,2217,1,1537,2.1
21205132634,38,2244,665,459,2150,0.9,1625,2.5
21205132635,38,2000,711,401,1963,0.9,1454,2.4
21205132636,39,2600,980,450,3028,0.9,2405,2.8
21205132637,39,2100,882,466,2591,0.9,2202,2.8
21205132638,43,2400,739,480,2353,0.9,2080,2.8
21205132639,41,2600,782,451,2353,0.8,1985,2.8
21205132640,38,2759,899,629,1875,1.2,1125,2.2
21205132641,30,1309,985,301,1875,1.2,1514,1.5
21205132642,37,1934,1032,430,2575,0.8,2014,2.4
21205132643,33,2500,715,509,2068,0.9,1987,2.8
21205132644,35,2167,778,446,2437,0.9,2096,2.8
21205132645,62,0,1875,0,0,0,0,0
21205132646,43,2052,743,440,2312,0.9,1775,2.6
21205132647,32,2500,864,450,2360,0.8,2214,2.8
21205132648,31,2383,696,400,1892,0.8,1784,2.6
21205132649,46,2139,710,535,1875,0.8,1763,2.7
21205132650,53,2189,497,421,2416,0.8,2091,2.3
21205132651,39,1800,836,411,2299,0.9,1718,2.5
21205132653,34,2600,933,506,2399,0.8,2111,2.7
21205132654,31,1500,934,380,1647,0.9,1506,1.7
21205132655,44,2274,922,436,2487,0.8,2125,2.3
21205132656,35,1819,1083,426,2154,0.9,1590,1.7
21205132657,40,2300,717,360,2019,0.9,1728,2.8
21205132701,44,3250,742,577,2091,0.7,2229,3
21205132702,48,2725,865,572,2613,0.7,2659,3
21205132703,49,2908,818,561,2659,0.7,2367,2.8
21205132704,42,2342,689,476,1989,0.8,1924,3
21205132705,48,2224,693,466,1958,0.7,1656,2.6
21205132706,45,2500,791,520,2523,0.7,2111,2.9
21205132707,44,1898,803,490,1944,0.7,1931,2.9
21205132708,45,3000,702,540,2214,0.8,2016,3
21205132709,42,2167,597,460,1850,0.8,1818,3.1
21205132710,43,2500,670,431,1875,0.7,1531,2.7
21205132711,41,2500,700,461,2091,0.8,2089,3.1
21205132712,44,2046,756,446,2295,0.8,1875,2.8
21205132713,48,4200,1088,450,3321,0.7,2821,2.9
21205132714,48,3210,944,608,2583,0.7,2347,2.8
21205132715,47,2632,904,550,2687,0.7,2515,2.9
21205132716,43,2496,818,612,2536,0.8,2305,3.1
21205132717,44,1500,669,497,1666,0.8,1699,2.8
21205132718,41,2585,704,450,2077,0.8,1671,2.8
21205132719,41,2089,742,478,1958,0.8,1775,2.9
21205132720,42,2234,653,471,2191,0.7,1928,2.9
21205132721,44,3000,643,500,1895,0.8,1766,2.7
21205132722,55,1841,617,551,1890,0.7,1847,2.7
21205132723,49,2500,626,441,2050,0.7,1656,2.8
21205132724,50,2550,836,670,2326,0.7,2216,2.9
21205132725,43,2850,690,492,2150,0.7,1593,2.8
21205132726,49,2138,717,421,2166,0.7,1807,2.6
21205132727,50,2550,773,552,2068,0.7,1974,3
21205132728,0,0,0,0,0,0,0,0
21205132729,42,2500,669,500,1916,0.8,1726,2.9
21205132730,49,3200,862,562,3100,0.7,2441,2.8
21205132731,51,1915,877,502,2203,0.7,2144,2.8
21205132732,42,2726,842,473,2486,0.8,2304,2.8
21205132734,42,3476,754,580,2928,0.8,2714,3.3
21205132735,53,3125,758,531,2250,0.7,2193,2.8
21205132736,44,2300,581,480,1797,0.7,1542,2.7
21205132738,46,2400,811,388,2338,0.7,2111,2.6
21205132739,46,3000,852,620,2266,0.8,2203,3.1
21205132740,46,3000,732,580,2327,0.7,2172,2.9
21205132741,75,2400,693,435,1468,0.8,1027,2.1
21205132742,43,2167,773,400,2173,0.8,1843,2.7
21205132743,42,2100,771,481,2133,0.8,2140,3.1
21205132744,47,2325,663,504,1958,0.7,1600,2.7
21205132745,43,2523,728,496,1981,0.7,1828,2.7
21205132746,0,0,0,0,0,0,0,0
21205132747,43,1777,654,466,2116,0.8,1910,3
21205132748,42,2370,729,462,2019,0.8,1862,2.9
21205132749,45,2383,808,500,2312,0.7,2281,2.7
21205132750,76,2000,498,522,1204,0.7,603,1.6
21205132751,88,0,419,801,725,1,428,1.1
21205132752,86,650,547,152,1057,0.7,735,1.3
21205156701,26,1346,597,330,1666,1,1163,2.1
21205156702,20,0,254,450,8000,0.9,524,1.3
21205156703,30,2019,803,361,1841,1,1616,2.1
21205156704,27,0,308,250,599,1,435,1.2
21205156705,29,1835,612,375,1531,0.9,1197,2.3
21205156706,85,682,319,211,900,0.5,619,1.2
21205156707,28,1400,841,356,1557,1.1,1286,1.7
21205156708,25,1600,622,400,1395,1,1025,1.7
21205156709,33,2566,693,403,2295,0.8,2100,3.1
21205156710,25,1400,575,391,1375,1.1,1062,1.8
21205156711,26,2500,570,396,1437,0.9,1199,2.6
21205156712,34,2167,673,416,2178,0.8,2012,2.9
21205156713,26,2200,475,378,1531,0.8,1333,2.6
21205156714,26,2535,597,432,1687,0.8,1333,2.8
21205156715,27,2050,556,381,1640,0.8,1375,2.7
21205156716,29,1700,683,391,2250,0.9,1583,2.2
21205156717,19,1900,174,325,1125,0.9,1541,2.2
21205156718,25,1200,528,378,1424,1,1125,2.5
21205156719,31,0,1291,0,0,0,0,0
21205156720,27,1855,655,421,1490,1,1260,2
21205156721,26,1643,559,345,1312,0.9,1066,2.3
21205156722,27,2000,617,386,1463,0.9,1437,3
21205156723,28,0,557,0,0,0,75,1
21205156724,38,2184,639,406,1721,0.7,1625,2.6
21205156725,21,0,264,0,0,0,0,0
21205156726,34,2450,827,461,2349,0.7,2042,2.6
21205156801,35,2200,843,427,2214,0.9,1875,2.7
21205156802,30,2485,624,416,1812,0.9,1739,2.7
21205156803,29,1690,697,371,1537,0.9,1364,2.4
21205156804,32,2266,736,414,1761,0.8,1544,2.5
21205156805,28,1770,734,400,1728,0.9,1786,2.5
21205156806,34,2167,715,418,2131,0.9,1800,2.6
21205156807,30,1633,571,396,1589,0.9,1578,2.6
