SA1_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20601149606,35,87,148,83,44,33,37,8,5,484
20601149607,58,47,199,120,63,82,93,52,11,721
20601149608,28,58,127,84,37,34,15,8,3,398
20601149609,35,42,78,51,20,18,13,10,0,259
20601149610,47,72,174,111,46,43,33,21,11,555
20601149611,41,50,193,134,74,45,26,11,7,574
20601149612,44,86,186,106,41,29,12,3,5,520
20601149613,27,51,125,59,52,12,10,3,5,343
20601149614,56,37,123,89,48,62,29,18,3,460
20601149615,74,36,158,92,71,38,42,23,9,544
20601149616,31,32,122,86,35,18,14,5,4,338
20601149617,44,55,155,75,44,20,19,11,10,432
20601149618,23,28,67,63,35,37,13,17,5,287
20601149619,56,34,100,68,62,47,33,10,8,417
20601149620,28,47,96,77,53,35,38,17,0,391
20601149621,53,60,145,78,54,43,33,17,3,485
20601149622,26,39,220,125,39,26,10,3,0,492
20601149623,62,50,131,77,65,68,17,24,12,506
20601149624,17,21,149,63,15,7,14,34,63,371
20601149625,56,45,167,104,61,41,32,31,18,554
20601149626,41,38,97,69,42,38,24,3,13,359
20601149627,82,47,105,67,81,48,29,20,4,486
20601149628,18,77,140,50,27,28,13,14,8,379
20601149701,50,42,76,57,44,46,30,26,14,380
20601149702,47,61,111,94,43,65,47,29,12,512
20601149703,47,28,55,43,44,44,22,21,14,312
20601149704,77,66,82,77,81,59,47,38,20,536
20601149705,58,48,50,55,48,34,18,15,8,342
20601149706,64,60,94,84,65,58,71,61,18,581
20601149707,75,54,118,86,56,53,46,26,16,528
20601149708,23,32,47,28,17,17,9,11,9,177
20601149709,56,44,121,79,49,34,39,22,7,448
20601149710,48,52,183,160,59,33,18,10,4,561
20601149711,112,92,133,125,111,73,40,17,4,696
20601149712,45,41,91,87,40,33,35,18,10,392
20601149713,67,73,120,85,86,66,54,36,7,583
20601149714,58,40,78,59,62,65,46,26,23,461
20601149715,81,52,143,136,100,44,29,7,9,598
20601149716,60,29,53,51,27,33,26,13,11,306
20601149717,28,31,96,48,47,14,9,16,7,294
20601149718,41,56,77,45,54,36,24,25,19,374
20601149719,93,64,57,120,84,68,47,22,12,567
20601149720,117,82,182,171,86,57,32,4,3,737
20601149721,80,71,83,92,87,67,45,28,15,566
20601149722,40,37,55,51,55,43,22,25,8,334
20601149723,61,64,92,59,68,41,28,20,10,449
20601149724,90,86,156,75,90,47,37,20,20,613
20601149725,79,59,172,119,58,55,38,31,9,626
20601149726,81,68,134,92,47,69,35,27,15,558
20601149801,61,48,44,47,56,36,27,10,8,333
20601149802,45,46,21,40,40,34,23,10,4,263
20601149803,57,20,37,47,30,31,23,26,7,278
20601149804,51,17,35,30,38,20,29,17,9,246
20601149805,39,28,50,51,38,29,50,17,9,311
20601149806,81,66,66,77,75,43,18,13,10,450
20601149807,90,61,68,49,80,68,63,27,17,526
20601149808,24,19,37,30,28,16,18,16,0,180
20601149809,48,49,70,47,73,45,35,23,6,401
20601149810,74,35,29,53,61,33,18,20,10,333
20601149811,64,55,72,52,60,59,21,22,14,412
20601149812,63,53,94,73,43,38,27,17,3,423
20601149813,47,51,123,61,54,37,35,28,13,441
20601149814,98,40,79,72,71,40,26,10,6,438
20601149815,80,64,80,72,72,42,29,15,6,468
20601149816,100,41,94,94,65,30,29,18,6,482
20601149817,91,56,49,57,77,49,37,16,7,443
20601149818,102,50,115,92,66,38,20,18,15,509
20601149819,83,49,64,96,59,43,28,19,10,455
20601149820,88,72,114,88,72,62,44,23,10,586
20601149821,71,36,55,69,60,36,29,13,5,384
20601149822,121,58,103,96,83,73,37,31,16,606
20601149823,55,40,52,57,55,37,25,8,12,330
20601149824,66,34,60,57,46,47,29,22,7,368
20601149825,51,46,96,76,75,34,31,19,10,434
20601149826,100,70,74,95,94,45,39,20,4,542
20601149827,60,28,52,49,47,42,23,27,12,337
20601149828,93,39,62,98,66,52,32,17,14,478
20601149829,47,38,141,68,40,30,24,30,49,472
20601149830,64,53,62,60,60,39,24,11,6,382
20601149831,59,57,82,48,63,29,28,14,8,389
20601149832,92,49,56,82,77,42,36,14,5,452
20601149833,64,38,58,57,60,44,23,15,10,363
20601149834,94,41,95,80,51,62,39,30,9,505
20602111001,83,57,117,78,71,50,58,19,9,540
20602111002,64,56,84,69,57,66,49,17,3,460
20602111003,119,55,63,83,86,58,55,20,10,535
20602111004,67,30,46,50,53,26,10,12,5,303
20602111005,65,30,41,54,32,24,22,8,3,281
20602111006,119,63,79,83,92,64,47,22,9,579
20602111007,72,59,113,65,64,58,26,21,18,491
20602111008,86,56,86,72,93,61,39,28,17,531
20602111009,5,0,0,5,3,0,0,0,0,8
20602111010,88,63,140,124,87,69,37,35,12,654
20602111011,38,31,36,58,64,44,29,8,0,305
20602111012,82,64,46,43,61,81,44,12,14,440
20602111013,92,59,100,96,75,63,50,25,10,562
20602111014,53,51,79,75,47,42,40,18,12,420
20602111015,97,80,104,85,110,99,55,39,5,671
20602111016,82,72,32,33,78,81,28,15,13,435
20602111017,46,43,35,38,46,45,25,11,10,295
20602111018,47,27,130,81,51,62,35,16,5,453
20602111019,69,57,134,115,83,62,45,18,4,586
20602111020,0,0,0,0,0,0,0,0,0,0
20602111021,0,0,0,0,5,0,0,0,0,7
20602111022,77,42,81,74,51,44,24,16,8,433
20602111201,116,58,160,128,106,51,36,33,11,697
20602111202,86,56,85,75,73,62,38,21,17,515
20602111203,90,33,60,84,68,35,34,30,3,427
20602111204,33,41,72,58,56,31,15,9,3,325
20602111205,57,57,180,109,70,55,27,15,6,587
20602111206,67,27,71,81,56,28,34,13,7,386
20602111207,111,49,112,113,80,48,23,19,9,555
20602111208,61,36,71,65,51,43,29,23,4,383
20602111209,54,44,164,119,56,33,24,17,5,524
20602111210,86,38,89,97,72,49,34,41,26,542
20602111211,33,47,121,70,40,31,15,18,3,379
20602111212,29,27,124,100,47,37,25,17,7,424
20602111213,63,30,121,94,55,37,34,23,21,471
20602111214,77,32,79,105,64,68,39,28,13,513
20602111215,56,39,60,64,69,37,38,18,8,397
20602111216,61,48,85,94,62,42,33,22,15,456
20602111217,74,52,68,55,73,32,25,7,5,397
20602111218,51,28,77,43,45,31,33,13,7,324
20602111219,115,78,123,134,91,71,21,24,8,664
20602111220,60,60,123,69,85,54,44,36,10,537
20602111221,68,47,76,106,52,54,33,40,54,524
20602111222,42,28,55,43,38,52,17,7,11,293
20602111223,88,48,93,101,65,46,36,11,4,501
20602111224,92,48,123,87,58,43,32,16,8,499
20602111225,113,55,134,88,83,60,31,37,21,632
20602111226,62,48,63,57,77,64,27,17,6,427
20602111227,61,48,72,59,53,23,34,14,11,376
20602111228,96,58,63,65,97,60,29,19,8,487
20602111229,91,54,70,79,73,57,26,23,10,481
20602111230,100,48,104,85,100,61,33,16,5,559
20602111231,29,25,58,65,41,16,10,10,4,259
20602111232,84,49,81,86,72,57,23,17,7,470
20602111233,78,45,69,74,84,62,30,14,10,467
20602111234,37,54,92,85,49,46,32,20,10,424
20602111235,67,56,132,92,80,64,46,20,8,567
20602111236,63,38,27,37,61,29,24,17,17,316
20602111237,32,43,90,61,60,29,32,13,5,358
20602111238,64,36,82,56,60,30,30,19,9,378
20602111239,31,38,104,81,45,44,25,15,4,400
20602111240,24,9,45,47,28,26,33,54,82,350
20602111241,62,43,54,53,53,22,14,21,5,333
20602111242,26,39,109,49,40,26,22,9,3,317
20602149901,20,16,62,31,23,58,50,44,18,312
20602149902,51,38,62,44,53,49,24,18,9,342
20602149903,97,54,90,90,81,61,36,28,7,535
20602149904,72,42,48,50,49,55,20,22,9,367
20602149905,59,50,113,64,90,73,46,31,15,543
20602149906,31,30,92,63,39,42,17,16,10,327
20602149907,31,31,65,56,50,36,20,12,4,304
20602149908,82,81,109,70,102,52,42,22,9,571
20602149909,131,62,86,82,116,65,55,22,9,620
20602149910,67,52,72,56,55,44,22,11,0,376
20602149911,15,15,93,56,39,21,10,11,0,257
20602149912,51,34,59,27,56,53,31,23,8,340
20602149913,99,55,118,83,98,49,25,22,10,560
20602149914,87,41,63,61,79,53,31,21,3,444
20602149915,44,27,120,73,40,25,14,0,3,348
20602149916,90,39,60,76,61,48,57,33,9,473
20602149917,38,37,72,47,52,53,17,7,0,329
20602149918,75,48,90,61,57,64,34,38,64,532
20602149919,62,52,143,71,87,52,37,19,13,540
20602149920,88,66,91,99,93,67,30,30,11,576
20602149921,83,65,142,105,71,49,39,28,15,596
20602149922,50,53,107,90,59,52,18,17,12,458
20602149923,37,37,37,26,42,42,21,19,0,263
20602149924,54,33,28,36,47,34,26,13,6,267
20602149925,68,41,20,52,62,54,27,16,4,339
20602149926,51,31,57,66,54,44,17,21,4,349
20602149927,100,59,74,80,85,84,50,30,13,582
20602149928,51,26,32,43,46,28,17,4,3,259
20602149929,51,37,208,154,77,32,38,16,12,620
20602149930,94,55,115,102,89,44,42,31,13,578
20602149931,129,71,129,106,86,63,49,27,8,668
20602149932,106,46,104,99,104,51,41,17,9,566
20602149933,98,72,91,83,99,56,41,32,11,575
20602149934,47,29,36,45,33,34,19,6,0,244
20602150001,44,30,119,84,38,20,13,5,0,360
20602150002,84,56,127,92,87,42,16,19,12,531
20602150003,73,39,41,69,74,48,30,16,3,410
20602150004,43,41,166,107,53,12,5,4,0,442
20602150005,65,43,87,116,84,49,35,37,12,514
20602150006,37,37,65,38,54,47,23,15,11,321
20602150007,37,15,170,85,48,24,15,10,3,402
20602150008,128,54,163,142,127,65,49,22,10,752
20602150009,60,37,79,55,56,49,42,11,6,394
20602150010,83,34,139,116,91,40,34,13,5,533
20602150011,32,24,76,35,21,17,15,46,35,301
20602150012,83,41,101,74,75,49,49,30,12,518
20602150013,63,37,53,68,53,48,22,11,4,357
20602150014,59,37,79,61,43,50,34,22,7,399
20602150015,83,58,77,58,82,85,34,20,9,514
20602150016,74,59,111,88,106,55,21,17,3,536
20602150017,23,33,135,74,61,37,28,7,11,409
20602150018,63,61,152,76,79,58,18,18,13,537
20602150019,60,30,37,35,60,31,23,33,17,321
20602150020,93,47,74,69,85,36,16,17,4,447
20602150021,30,38,107,68,45,20,11,7,3,324
20602150022,0,0,4,0,0,0,0,0,0,4
20602150023,52,45,54,47,53,44,32,11,9,346
20602150024,109,96,91,70,121,71,51,21,12,637
20603111301,0,0,0,0,0,0,0,0,0,0
20603111302,87,42,79,76,65,32,20,12,10,421
20603111303,104,80,46,90,104,90,53,22,5,582
20603111304,142,70,69,106,100,90,64,23,3,661
20603111305,102,113,214,142,117,108,97,52,11,957
20603111306,120,96,49,83,96,134,58,32,8,675
20603111307,443,119,214,402,214,132,75,22,30,1650
20603111308,79,37,69,65,56,40,20,19,0,388
20603111309,54,57,74,59,60,39,17,13,6,378
20603111310,39,32,77,52,48,44,33,22,6,348
20603111311,116,69,137,105,89,68,36,13,9,641
20603111312,70,32,118,89,50,41,28,20,3,457
20603111313,42,47,74,47,57,68,50,20,14,409
20603111314,60,40,42,46,51,45,38,18,6,356
20603111315,53,43,87,84,46,50,42,16,7,434
20603111316,54,25,34,41,41,29,18,7,3,247
20603111317,138,41,79,72,70,48,38,19,0,513
20603111318,56,24,53,41,38,49,13,9,5,289
20603111319,56,53,151,96,89,44,30,8,0,535
20603111320,68,58,39,46,60,40,40,12,9,379
20603111321,103,21,58,66,43,31,15,5,6,340
20603111322,48,27,94,57,47,41,27,17,9,365
20603111323,69,39,143,86,76,58,45,22,7,537
20603111324,91,61,91,96,75,50,29,32,7,539
20603111325,65,40,41,47,56,45,47,14,8,366
20603111326,62,69,101,97,55,54,24,18,4,482
20603111327,98,60,100,90,89,67,46,20,11,581
20603111328,74,49,63,65,78,65,41,20,10,464
20603111329,46,34,65,28,41,21,20,9,3,270
20603111330,60,46,53,67,50,25,17,5,6,329
20603111331,47,25,64,41,54,40,31,11,4,329
20603111332,45,53,65,27,30,25,21,10,0,273
20603111501,62,26,65,76,42,31,37,8,4,356
20603111502,43,41,79,49,51,37,34,10,6,354
20603111503,44,45,66,61,54,22,24,14,8,332
20603111504,24,31,76,65,27,22,17,0,3,270
20603111505,39,41,145,59,29,26,13,11,0,366
20603111506,106,60,64,53,42,41,42,15,0,424
20603111507,71,47,48,39,43,43,31,15,6,330
20603111508,66,65,164,79,68,62,41,11,11,572
20603111509,37,18,62,41,38,17,12,9,4,234
20603111510,37,28,113,69,42,33,22,8,3,355
20603111511,60,51,135,90,66,37,28,4,3,485
20603111513,60,37,102,56,59,45,32,9,0,405
20603111514,11,23,76,56,30,15,17,16,21,273
20603111515,82,41,55,49,62,67,45,27,5,437
20603111516,49,54,66,68,60,75,57,26,6,460
20603111518,0,0,0,0,0,0,0,0,0,0
20603111519,84,56,62,43,44,36,21,15,9,364
20603111520,85,71,57,50,59,40,21,12,8,407
20603111521,0,0,0,0,0,0,0,0,0,0
20603111522,22,26,90,53,21,30,38,8,0,301
20603111523,90,191,515,227,65,38,21,0,0,1155
20603111524,20,29,29,27,44,15,18,15,3,197
20603111525,28,11,37,37,11,27,42,22,10,233
20603111526,50,38,54,54,33,39,25,7,3,310
20603111527,8,55,225,83,42,16,14,0,0,442
20603111601,55,49,63,32,50,45,33,15,4,338
20603111602,52,42,72,68,43,60,73,83,53,543
20603111603,73,51,53,48,63,71,61,30,9,461
20603111604,108,51,71,84,66,43,44,11,10,497
20603111606,73,46,36,64,55,52,36,12,3,389
20603111607,56,50,85,62,61,60,45,17,11,443
20603111608,76,55,63,49,69,62,47,25,8,451
20603111609,58,43,41,41,45,66,47,20,8,366
20603111610,87,42,55,66,67,70,32,14,12,443
20603111611,51,58,73,47,47,47,46,25,14,409
20603111612,73,61,46,49,54,62,36,20,7,421
20603111613,86,63,114,100,79,61,45,27,16,580
20603111614,81,56,96,55,80,59,34,17,14,494
20603111615,55,98,129,63,73,88,47,15,13,572
20603111616,63,47,119,79,55,58,44,36,4,497
20603111617,106,56,109,93,74,64,33,14,10,547
20603111618,92,59,108,111,84,67,37,12,9,565
20603111619,73,55,69,70,55,65,43,24,14,471
20603111620,43,45,43,35,48,47,44,15,16,330
20603111621,92,39,55,74,81,46,46,27,6,465
20603111622,95,72,56,66,91,56,40,26,6,517
20603111623,84,45,90,107,69,62,31,25,9,516
20603111624,73,66,56,67,68,68,33,18,12,452
20603111626,62,62,106,95,74,61,33,25,4,526
20603111627,57,45,53,48,73,45,28,23,5,387
20603111628,46,39,72,73,57,45,49,22,9,419
20603111629,0,0,0,0,0,0,0,0,0,0
20603111630,52,44,59,41,61,56,30,10,9,351
20603111631,101,86,50,72,86,93,64,61,106,721
20603111632,66,45,30,44,57,32,12,7,3,305
20603111633,20,32,153,63,28,42,23,13,7,382
20603111634,69,163,645,278,120,106,63,24,3,1469
20603111635,22,32,142,96,55,33,34,10,5,429
20603111636,48,42,111,90,46,51,49,26,16,472
20603150101,62,56,24,40,66,62,36,10,6,370
20603150102,78,62,56,76,74,61,60,35,14,519
20603150103,97,67,86,70,76,73,70,43,10,591
20603150104,119,82,69,91,95,72,45,42,18,633
20603150105,56,45,30,30,55,52,19,12,7,304
20603150106,49,44,66,61,51,46,40,15,17,382
20603150107,71,40,56,61,69,46,35,21,35,441
20603150108,90,72,94,83,80,75,46,21,3,572
20603150109,57,58,56,54,60,60,57,43,97,542
20603150110,48,46,23,37,42,59,45,17,9,327
20603150111,81,75,61,63,90,77,67,27,18,555
20603150112,15,34,20,24,30,32,34,13,5,210
20603150113,112,96,56,70,110,87,35,27,21,613
20603150114,45,54,23,22,66,52,35,14,8,324
20603150115,61,52,41,58,58,47,44,40,14,416
20603150116,82,66,77,80,80,72,53,19,10,526
20603150117,88,70,48,73,73,52,40,7,7,464
20603150118,33,35,110,56,33,19,18,4,7,322
20603150119,41,49,126,87,39,20,11,6,0,376
20603150120,62,51,33,36,41,79,43,16,4,363
20603150121,138,99,51,88,114,78,44,27,15,645
20603150122,72,51,64,55,68,35,24,18,8,394
20603150123,86,46,42,58,70,36,28,22,15,393
20603150124,80,53,79,84,75,50,49,15,8,497
20603150125,69,84,123,92,95,90,56,28,12,653
20603150126,105,109,54,52,101,92,38,17,16,587
20603150127,93,85,50,74,76,82,48,24,8,536
20603150128,129,128,73,94,138,94,35,27,16,737
20603150129,102,69,79,80,75,82,49,23,11,570
20603150130,65,68,15,22,81,48,31,19,7,352
20603150131,53,78,46,34,58,53,38,26,7,392
20603150132,48,46,31,41,41,40,22,16,13,298
20603150133,67,87,35,65,82,49,20,8,4,427
20603150134,49,35,37,53,48,46,25,19,11,320
20603150135,69,69,20,34,66,65,31,22,11,379
20603150201,60,36,54,64,43,32,23,12,8,322
20603150202,46,65,106,58,52,35,27,16,3,406
20603150203,36,59,154,78,70,43,51,34,54,588
20603150204,52,37,17,33,44,42,40,9,5,291
20603150205,44,53,72,42,56,56,42,5,4,375
20603150206,63,45,96,87,63,47,44,17,7,460
20603150207,103,66,85,98,77,56,51,18,10,570
20603150208,74,45,40,37,46,44,33,17,4,340
20603150209,57,57,83,64,67,59,29,5,6,434
20603150210,59,38,49,47,28,26,20,10,0,279
20603150211,93,85,79,77,77,76,52,22,8,572
20603150212,18,26,78,54,37,32,39,10,4,309
20603150213,67,77,139,94,68,60,43,32,9,590
20603150214,33,48,59,28,55,37,46,23,6,340
20603150215,31,35,63,29,33,44,28,16,6,296
20603150216,65,78,70,71,70,80,52,17,7,518
20603150217,58,59,31,39,60,46,51,14,8,372
20603150218,59,39,73,56,51,52,29,22,0,372
20603150219,38,38,52,40,40,36,15,13,6,270
20603150220,119,61,83,99,92,53,53,18,7,587
20603150221,26,24,44,31,16,39,29,15,3,226
20603150222,27,48,117,59,41,40,17,19,6,380
20603150223,54,38,32,48,39,62,38,20,6,324
20603150224,60,26,75,64,35,43,44,12,7,376
20603150225,79,56,62,73,45,50,28,13,6,408
20603150226,52,64,170,88,78,67,40,31,12,603
20603150227,46,57,118,74,55,56,28,24,4,463
20603150228,68,46,81,85,36,39,23,6,0,373
20603150229,58,74,50,32,74,63,40,24,8,421
20603150230,49,60,29,23,52,50,34,14,3,321
20604111702,17,62,150,45,36,19,25,11,3,365
20604111703,7,40,78,14,33,21,14,3,0,215
20604111704,24,71,126,53,26,13,24,12,4,348
20604111705,23,64,121,68,34,26,28,14,5,381
20604111708,8,420,141,32,18,12,7,0,0,631
20604111709,16,95,71,63,34,31,29,14,5,364
20604111711,16,46,133,39,15,19,30,12,5,314
20604111712,28,37,141,49,34,20,29,11,3,359
20604111713,19,47,123,48,35,28,38,21,6,372
20604111714,12,65,84,44,21,13,17,11,4,273
20604111715,24,71,147,57,29,32,30,18,9,421
20604111716,21,44,92,22,24,39,31,14,6,298
20604111717,17,18,64,36,19,18,24,12,0,201
20604111719,10,148,184,59,13,9,8,5,0,434
20604111720,70,98,165,88,69,52,32,24,11,609
20604111721,9,39,67,32,9,29,42,20,6,244
20604111722,41,38,25,33,39,47,15,13,5,250
20604111723,146,78,45,53,49,40,18,15,3,446
20604111724,0,0,5,0,0,0,0,0,0,5
20604111725,26,44,136,68,26,31,27,11,0,367
20604111726,15,73,97,42,15,24,21,11,3,299
20604111727,16,87,134,61,34,27,6,4,6,373
20604111728,32,72,217,72,20,15,8,5,0,437
20604111729,24,70,106,46,20,19,11,5,5,307
20604111731,6,130,110,23,15,18,6,0,0,320
20604111733,13,172,160,32,16,8,16,3,0,420
20604111734,4,287,122,17,3,0,0,0,0,430
20604111735,0,100,122,38,16,11,8,5,0,302
20604111736,0,109,78,18,0,0,0,0,0,211
20604111737,9,708,375,33,14,7,3,0,0,1153
20604111738,26,99,158,47,9,10,8,0,0,362
20604111739,0,0,0,0,0,0,31,104,111,251
20604111740,28,56,103,37,41,25,11,14,5,315
20604111741,38,144,221,54,47,44,31,17,4,603
20604111742,12,106,53,26,27,7,3,0,0,232
20604111743,18,423,444,57,17,3,0,0,0,957
20604111744,5,98,121,24,16,3,3,0,0,268
20604111745,25,62,119,57,23,15,12,10,5,318
20604111746,22,182,157,75,80,42,10,0,0,567
20604111747,17,279,253,46,22,10,5,0,0,638
20604111748,0,98,35,6,4,4,4,0,0,147
20604111749,3,158,195,43,5,8,11,0,0,421
20604111750,37,78,133,47,29,37,20,15,4,403
20604111801,20,18,56,63,64,81,62,18,4,380
20604111802,48,38,100,122,123,135,114,39,6,713
20604111805,67,43,209,111,77,54,31,11,3,596
20604111806,25,18,92,56,37,36,8,3,0,273
20604111807,26,22,79,78,35,53,22,13,3,319
20604111808,12,8,29,43,57,53,43,10,6,262
20604111811,0,0,0,0,0,0,0,0,0,0
20604111815,87,74,248,159,54,37,15,9,0,683
20604111816,27,23,95,57,24,20,13,4,0,266
20604111817,73,134,497,148,38,30,7,3,0,933
20604111818,21,20,101,39,20,17,8,10,0,236
20604111819,38,130,357,98,37,18,5,0,0,692
20604111820,60,107,214,125,68,74,20,8,5,673
20604111821,66,109,333,129,31,15,5,0,0,686
20604111822,25,20,67,45,36,29,16,0,0,241
20604111823,33,34,93,74,56,41,26,9,0,373
20604111824,51,37,264,93,38,21,14,3,0,527
20604111825,9,26,87,33,9,9,6,0,0,184
20604111826,25,20,54,45,23,31,17,11,0,225
20604111827,52,113,390,143,40,38,21,0,0,798
20604111828,62,56,342,204,83,85,51,10,5,908
20604111829,66,68,313,187,60,35,10,3,0,737
20604111830,31,104,181,71,37,23,9,0,0,466
20604111831,15,44,109,54,53,41,18,5,0,345
20604111832,58,54,277,143,49,45,22,0,4,659
20604111833,41,35,74,78,82,78,54,13,0,449
20604111834,44,159,435,142,52,32,30,9,0,904
20604111835,66,131,458,154,26,10,6,0,0,856
20604111836,44,122,366,125,46,16,8,0,0,736
20604111837,18,29,98,64,47,51,45,24,4,380
20604111901,4,16,31,26,25,30,45,22,3,207
20604111902,15,31,85,58,39,47,29,13,4,321
20604111903,25,33,96,50,42,44,34,20,5,350
20604111904,22,21,112,46,15,22,17,14,0,262
20604111905,15,23,34,27,29,35,44,23,6,239
20604111906,23,28,77,50,48,46,35,23,3,341
20604111907,27,40,125,93,52,70,85,44,14,542
20604111908,35,35,71,60,40,58,80,60,68,509
20604111909,20,33,113,91,59,33,44,17,0,422
20604111910,7,16,45,32,21,26,19,8,3,180
20604111911,16,8,34,33,13,26,33,9,0,175
20604111912,19,18,96,57,54,71,51,15,5,390
20604111913,0,3,0,0,0,3,3,3,0,14
20604111914,21,23,76,50,30,46,45,11,5,310
20604111915,35,39,146,113,92,94,79,33,12,635
20604112001,3,9,36,21,11,3,0,0,0,77
20604112101,4,0,11,6,12,4,5,0,0,33
20604112102,65,35,106,107,64,33,18,10,4,433
20604112103,83,64,178,128,61,62,43,10,3,633
20604112104,47,46,92,86,47,28,26,7,5,390
20604112105,72,58,201,151,77,42,24,6,6,632
20604112106,0,0,0,0,0,0,0,0,0,0
20604112108,78,55,99,89,46,63,62,24,3,509
20604112109,46,43,77,76,59,47,29,11,4,397
20604112110,36,60,56,48,51,36,32,13,11,346
20604112111,0,0,0,0,0,0,0,0,0,0
20604112112,48,43,100,74,34,21,33,3,4,362
20604112113,41,48,73,63,26,44,44,52,36,433
20604112114,28,48,72,47,27,41,25,10,0,306
20604112115,104,57,109,111,83,66,32,17,4,585
20604112116,63,44,65,49,42,42,12,9,4,330
20604112118,110,48,79,99,75,48,39,18,9,518
20604112119,122,104,225,157,110,70,39,5,0,842
20604112121,36,12,39,46,17,19,5,5,0,183
20604112122,88,42,133,123,72,41,26,6,0,536
20604112123,80,55,175,155,90,43,28,10,5,648
20604112124,78,34,59,46,72,32,22,8,0,350
20604112125,94,59,116,100,86,53,62,51,21,645
20604112126,47,27,61,49,42,30,7,3,0,254
20604112127,68,56,199,133,50,25,10,5,0,543
20604112128,67,50,65,75,49,33,23,7,7,379
20604112129,59,32,148,135,45,33,20,4,3,471
20604112401,3,5,0,3,0,0,4,0,9,25
20604112402,14,149,95,36,17,17,14,10,0,356
20604112404,20,45,111,50,24,22,19,6,0,287
20604112406,8,48,89,38,11,15,23,8,0,246
20604112407,7,1620,90,15,11,14,7,0,0,1765
20604112409,24,84,177,75,23,12,9,15,27,442
20604112410,16,137,78,18,21,17,16,12,0,313
20604112411,44,72,119,72,47,61,39,37,13,508
20604112412,32,72,87,34,39,37,32,28,6,367
20604112415,20,34,40,30,32,31,54,28,10,277
20604112416,25,28,54,28,16,23,17,15,5,217
20604112417,26,46,88,50,31,15,19,14,0,294
20604112418,58,53,83,58,36,32,40,51,81,490
20604112419,62,118,307,135,32,23,12,0,0,693
20604112420,43,109,80,34,50,42,26,20,4,410
20604112421,12,9,6,8,8,0,0,0,0,49
20604112422,70,132,197,89,46,26,12,0,0,571
20604112501,34,43,125,60,44,49,29,22,6,404
20604112503,42,27,96,69,43,70,48,29,5,422
20604112504,17,16,57,41,29,31,49,29,10,270
20604112506,25,7,37,44,41,40,70,84,21,366
20604112508,21,28,122,67,49,32,36,14,4,379
20604112509,21,21,44,36,31,30,44,33,12,268
20604112510,44,43,107,62,41,37,48,31,7,418
20604112511,14,66,18,11,7,23,32,29,3,202
20604112512,41,59,187,108,58,34,34,19,9,541
20604112513,39,18,67,37,49,41,26,16,0,304
20604112514,28,16,53,52,34,15,30,20,5,261
20604112515,0,12,18,17,6,21,34,78,139,322
20604112516,23,11,37,23,30,38,89,55,19,320
20604112517,34,24,89,63,42,52,39,22,3,366
20604112518,42,27,96,55,40,37,29,20,0,340
20604112519,43,42,174,105,35,22,20,11,0,447
20604112520,30,68,15,10,12,3,0,5,0,150
20604112521,21,14,37,31,38,27,24,12,3,204
20604112522,36,24,138,97,47,46,22,5,3,428
20604112701,0,0,0,0,0,0,0,0,0,0
20604112702,0,0,0,0,0,0,0,0,0,0
20604150301,8,24,62,34,24,18,7,3,0,182
20604150302,15,65,142,49,32,10,8,3,0,328
20604150303,36,59,88,84,40,26,40,21,4,395
20604150304,10,19,73,43,22,17,7,5,0,200
20604150305,10,129,210,74,24,23,13,7,0,482
20604150306,29,55,155,90,33,22,21,8,0,415
20604150307,30,89,207,113,46,35,9,5,0,533
20604150308,0,9,27,14,11,0,0,5,0,64
20604150309,18,101,157,52,17,10,12,0,0,369
20604150310,15,29,76,58,35,36,38,18,3,306
20604150311,7,77,123,35,8,4,3,0,0,254
20604150312,11,66,132,41,45,21,6,9,0,332
20604150313,13,70,124,66,39,22,18,8,3,359
20604150314,29,185,216,70,29,17,7,3,0,555
20604150315,13,28,61,39,24,26,20,8,7,223
20604150316,5,202,161,39,23,6,3,0,0,438
20604150317,4,33,54,25,10,13,10,0,0,146
20604150318,19,186,184,47,23,5,0,0,0,464
20604150319,0,98,160,63,15,15,8,0,0,365
20604150320,14,148,200,54,35,31,18,3,6,520
20604150321,18,173,302,88,18,13,0,0,0,617
20604150322,0,22,40,16,18,30,16,9,0,151
20604150323,56,50,108,92,25,21,13,6,0,379
20604150324,3,14,45,32,8,17,13,5,0,131
20604150325,30,44,102,100,73,97,78,34,8,565
20604150326,23,78,113,111,58,46,27,8,0,465
20604150327,24,116,214,118,70,41,17,7,5,604
20604150401,5,353,245,27,12,0,0,0,0,644
20604150402,14,41,110,64,29,11,9,3,0,285
20604150403,24,141,211,53,15,21,15,0,0,487
20604150404,16,296,334,43,29,15,5,0,0,743
20604150405,6,204,213,39,21,10,12,4,0,501
20604150406,12,413,435,77,16,18,11,0,0,980
20604150407,0,70,112,32,7,10,5,0,0,239
20604150408,9,466,279,39,27,0,0,0,0,819
20604150409,38,111,307,185,54,53,30,7,0,783
20604150410,0,101,131,25,0,3,0,0,0,272
20604150411,16,320,258,48,24,13,9,3,0,692
20604150412,7,55,111,41,19,17,3,0,0,254
20604150413,12,202,263,69,15,8,5,0,0,585
20604150414,23,807,417,56,27,5,4,0,0,1329
