SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
20701114707,6,0,7,4,0,3,0,0,4,0,0,0,0,0,0,6,8,11,0,0,3,4,7,6,0,0,6,0,0,7,3,6,11,7,18,22,0,3,4,4,0,4,3,0,4,0,0,0,0,3,3,8,13,16,5,0,5,0,3,7,0,6,6,0,0,0,4,5,5,9,10,22,0,0,3,0,0,3,0,4,4,0,0,0,0,0,9,7,10,18,0,0,0,3,0,3,3,0,0,0,0,0,4,5,6,10,10,18,0,0,0,0,0,3,0,0,3,3,0,3,0,0,4,3,4,5,0,3,3,0,0,0,0,0,0,0,3,5,0,3,7,9,11,17,0,4,4,4,0,4,0,3,9,0,0,3,0,0,4,5,11,15,0,4,5,6,7,8,0,0,0,3,0,3,4,3,4,10,13,24,4,0,4,0,4,4,0,10,10,5,6,6,4,6,6,8,17,24,0,0
20701114708,3,0,0,0,4,0,0,0,0,6,3,7,0,0,0,9,5,15,0,0,0,6,4,12,4,0,5,0,0,4,0,4,4,8,13,21,0,0,3,0,0,3,3,0,6,3,0,4,0,4,0,12,7,18,0,0,0,4,3,10,4,3,5,5,0,8,0,4,4,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,5,0,0,3,0,0,0,5,6,13,0,4,0,0,0,0,0,0,0,0,0,0,5,5,3,6,10,13,0,0,0,3,0,7,3,4,7,0,0,0,0,7,7,8,13,24,3,5,5,3,0,4,6,4,6,3,0,3,3,0,3,18,9,25,0,0,6,0,3,5,0,0,0,0,0,0,3,0,6,4,12,16,5,4,4,4,3,8,0,0,4,3,0,3,0,0,0,11,8,18,3,8
20701114709,0,3,5,4,3,4,0,3,8,3,0,4,0,0,3,9,9,21,3,0,3,0,3,3,0,0,4,8,0,3,0,8,6,10,15,21,3,4,6,4,0,5,0,3,4,0,4,9,0,8,6,11,24,33,3,3,6,4,4,5,0,5,7,5,0,5,0,0,0,9,18,25,3,5,12,0,10,11,0,3,4,0,0,0,6,0,6,18,12,33,4,6,12,4,0,3,0,3,8,3,9,7,0,4,6,19,19,32,9,4,8,3,0,8,0,3,5,6,3,9,0,6,4,14,20,36,4,3,8,4,4,8,0,6,6,3,4,12,6,0,6,15,19,33,0,3,6,3,3,3,4,7,12,6,6,10,0,0,4,11,22,29,0,4,7,4,0,9,0,4,8,3,4,7,6,0,5,15,16,33,0,4,4,0,0,0,4,4,8,4,3,12,0,9,9,12,18,31,0,6
20701114710,4,0,6,0,0,0,0,5,6,0,4,7,6,3,11,9,9,23,4,5,9,11,10,11,6,8,10,4,3,9,8,4,16,34,22,60,3,4,3,3,5,7,10,0,10,0,7,8,7,4,6,24,11,33,0,4,5,5,3,11,7,6,6,0,4,4,5,0,7,22,18,37,8,3,11,0,4,11,0,13,12,3,0,3,3,6,8,18,26,39,3,9,17,10,7,17,3,4,8,6,3,10,4,7,10,32,34,65,5,9,16,4,0,4,4,4,7,5,3,6,4,5,13,22,20,45,8,3,11,0,11,12,6,3,13,5,4,11,5,6,8,29,29,59,4,11,14,3,0,4,7,6,11,6,3,11,0,0,5,25,24,49,5,7,9,8,0,10,0,4,6,0,4,3,4,5,7,21,22,39,9,3,11,5,4,12,6,13,15,0,5,4,4,4,5,26,28,54,8,6
20701114711,5,0,5,3,3,9,0,6,6,0,0,4,3,0,5,13,17,24,3,3,3,0,0,6,0,3,3,6,4,4,9,0,6,10,13,24,0,4,9,9,0,5,7,3,10,10,8,14,4,4,9,22,26,49,6,6,8,7,0,11,5,4,9,3,0,4,3,3,14,22,23,43,7,5,8,0,4,3,0,5,3,0,0,0,0,0,0,6,20,25,5,3,9,0,0,0,0,0,0,0,0,0,4,0,3,6,8,12,0,3,3,5,3,4,3,3,4,6,0,0,0,3,3,9,16,20,4,3,8,0,3,3,0,4,3,5,4,6,0,3,5,11,17,30,4,13,17,0,0,8,3,3,3,0,0,0,7,6,8,17,24,40,0,5,3,0,8,6,5,4,12,0,5,4,7,8,9,14,21,32,4,0,6,0,0,6,6,4,11,3,4,8,6,3,9,20,19,39,3,3
20701114712,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,3,10,0,3,3,3,5,5,8,3,6,3,0,7,0,6,5,14,12,29,0,3,3,4,5,8,3,0,9,3,0,3,3,0,6,17,11,24,0,0,0,7,5,11,0,0,0,4,7,11,3,3,0,12,11,27,3,5,11,3,3,7,8,3,11,7,3,9,4,7,15,20,20,40,3,5,6,3,5,6,3,0,3,0,0,0,0,0,4,9,10,21,0,0,0,3,0,5,0,0,0,0,0,0,4,0,4,6,4,15,4,5,7,0,6,3,0,3,3,0,0,3,0,6,4,8,11,19,6,4,7,7,0,10,7,5,10,3,0,8,0,3,5,20,14,32,0,4,8,0,4,9,0,3,4,5,4,11,4,0,4,9,19,31,4,0,6,3,4,9,5,7,11,3,3,8,0,6,5,17,19,34,0,0
20701114713,0,0,0,3,0,3,0,6,3,0,4,5,5,0,0,7,8,18,3,4,7,5,6,6,3,0,6,0,8,7,0,3,8,13,17,29,4,3,12,0,3,3,0,3,5,5,4,8,4,3,10,17,23,30,6,9,11,3,0,8,11,0,6,5,10,15,11,6,14,30,23,53,3,0,7,10,5,11,6,6,10,0,0,0,9,3,7,30,18,41,4,5,3,6,0,4,4,6,6,0,0,6,3,5,7,17,13,32,0,0,0,4,5,6,4,6,6,4,0,7,4,7,6,11,14,28,3,0,7,0,4,0,4,0,7,0,4,3,0,3,5,7,11,22,4,0,4,3,0,4,0,5,6,0,0,0,0,0,0,12,10,24,0,0,0,4,3,5,5,0,5,0,3,7,0,5,7,10,11,23,0,8,9,4,8,10,0,3,8,5,11,18,5,7,15,19,40,57,8,7
20701114714,0,0,0,3,0,9,0,0,0,0,4,0,5,0,5,11,9,19,3,0,4,0,0,8,5,7,12,0,3,6,8,0,9,18,20,35,0,7,8,3,8,8,3,11,13,10,11,20,4,4,9,24,31,57,12,9,19,6,3,12,4,5,8,7,10,18,9,7,12,39,38,77,8,8,12,4,8,12,9,0,9,3,4,13,0,4,9,24,24,51,3,0,6,4,0,5,3,0,3,5,0,3,0,0,4,12,0,15,0,3,0,0,3,4,4,6,4,3,6,6,0,0,4,14,14,25,6,5,4,7,0,3,0,3,9,0,7,6,4,7,9,12,26,39,3,4,6,5,6,13,5,5,11,0,7,11,4,5,13,22,32,57,4,5,13,4,3,13,9,9,10,3,0,4,4,3,9,24,25,51,0,0,4,3,12,12,3,4,9,10,0,8,13,8,16,24,26,55,8,3
20701114715,0,4,4,3,3,6,0,0,0,0,0,0,5,0,5,12,5,13,7,5,6,6,0,3,4,4,10,5,4,4,0,0,0,17,13,26,0,3,5,3,0,4,5,0,5,9,3,12,3,6,5,22,13,28,0,0,6,4,0,4,6,7,6,0,0,6,4,3,6,13,12,28,0,3,7,3,4,10,0,0,7,0,0,4,3,3,6,12,12,30,6,5,3,0,0,0,0,0,0,0,4,6,0,3,0,10,8,19,0,0,0,0,0,0,0,4,10,0,0,0,0,0,4,8,4,11,0,0,0,0,0,0,4,7,5,0,5,5,0,3,8,6,13,19,0,5,8,0,5,5,3,5,4,0,4,6,4,0,6,10,18,26,3,0,4,0,4,3,0,5,3,0,0,0,3,0,8,14,8,23,3,4,7,0,0,9,3,0,6,7,6,12,8,12,14,15,25,35,3,4
20701114716,0,3,3,0,0,0,0,0,0,6,0,6,0,0,0,4,3,9,4,4,7,0,0,0,5,0,5,8,0,9,5,0,3,19,6,27,8,6,6,4,6,7,5,6,9,5,4,7,3,3,8,14,23,38,3,3,11,0,3,8,0,4,3,4,3,3,6,3,11,16,14,32,4,7,8,5,0,5,0,0,0,3,0,4,4,6,5,19,14,33,0,0,3,5,0,3,0,0,3,0,6,5,0,3,7,9,8,23,0,5,4,0,0,3,5,0,9,0,3,7,4,0,5,16,7,22,0,0,0,3,8,8,10,4,9,7,0,5,0,4,9,17,12,26,4,3,9,5,0,6,0,5,10,0,5,3,9,3,10,17,17,38,0,8,10,10,0,11,4,6,7,4,4,9,6,7,11,23,24,48,0,4,4,3,7,12,7,4,7,4,6,9,3,0,0,16,22,33,0,6
20701114717,4,0,5,0,0,0,6,4,3,0,0,3,8,3,9,13,12,24,3,0,3,0,0,10,3,0,4,4,0,3,0,3,8,15,16,26,5,7,7,6,3,3,7,6,11,5,0,11,6,5,8,21,17,39,4,0,5,13,0,11,5,6,13,8,0,7,5,3,4,31,12,42,5,4,8,0,4,0,0,4,4,5,6,9,4,3,6,17,22,34,7,3,7,3,5,6,5,0,7,0,0,0,4,0,3,14,14,29,0,0,6,0,4,4,0,5,5,5,4,5,5,0,4,11,9,22,0,4,5,3,0,8,0,0,3,5,3,11,0,9,7,16,20,30,3,0,3,0,0,0,3,8,8,6,3,5,3,10,11,14,19,31,5,7,10,6,0,5,4,10,13,0,9,9,6,6,13,20,23,42,4,5,3,3,0,5,6,0,11,4,7,12,0,0,5,15,16,32,9,6
20701114718,0,0,3,0,0,0,0,6,0,3,0,4,3,0,0,7,7,10,0,3,7,0,4,0,0,3,3,0,5,6,0,0,5,11,10,24,4,3,6,6,4,5,0,0,6,0,5,6,0,6,4,17,19,31,7,7,11,7,0,3,0,0,8,0,0,9,0,0,5,16,13,28,3,0,6,0,0,0,5,7,11,0,3,3,0,0,3,10,9,16,0,3,5,7,0,5,0,5,3,0,0,0,0,0,0,8,9,14,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,8,3,10,0,0,0,4,4,10,0,4,3,3,3,3,0,0,0,10,8,16,3,0,5,3,4,9,0,6,6,0,0,0,0,4,5,11,16,24,3,0,4,3,4,6,3,6,4,0,3,0,8,0,5,15,15,26,0,4,3,3,7,11,11,0,10,0,6,3,0,6,0,12,14,26,0,5
20701114719,0,0,3,4,3,6,0,0,0,0,3,7,5,3,3,8,15,24,3,0,5,0,4,4,3,8,6,5,4,4,3,0,3,7,11,26,8,3,13,5,9,12,9,3,15,3,3,3,4,7,13,29,27,61,0,10,8,6,6,11,3,4,4,4,3,10,3,5,10,20,20,40,8,3,11,0,3,9,4,0,4,8,7,10,3,8,10,27,24,47,0,0,4,5,0,7,6,0,6,0,3,7,0,0,0,15,15,26,0,0,0,4,5,7,4,5,13,0,4,5,3,4,7,14,13,28,0,4,3,4,0,4,4,3,5,0,0,3,0,8,6,7,14,26,0,5,4,3,5,7,7,4,10,4,5,10,9,4,10,27,13,42,4,0,4,3,4,13,4,4,12,3,0,8,8,7,11,22,20,44,0,3,5,4,5,6,8,10,14,3,3,7,5,3,7,20,26,45,0,9
20701114720,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,6,3,11,3,3,3,0,0,3,0,0,0,0,3,6,0,6,0,10,13,17,5,3,7,5,3,7,0,0,0,3,8,12,0,9,3,11,19,31,0,0,4,0,5,7,6,3,8,3,7,3,4,5,11,18,22,42,0,3,4,10,5,8,3,0,4,4,3,8,6,0,0,21,16,29,0,3,5,4,0,3,4,0,10,0,0,0,0,4,5,6,12,20,4,4,4,0,0,0,0,0,3,0,0,0,0,6,0,13,11,22,0,0,4,0,0,0,3,0,3,0,5,3,7,0,10,11,8,21,0,4,4,0,0,3,0,3,11,0,0,0,5,0,8,5,14,17,6,3,6,6,0,3,5,3,3,3,0,3,7,5,9,18,15,30,0,3,5,5,4,7,6,13,13,3,0,3,4,0,7,21,25,38,3,0
20701114721,4,0,4,0,0,0,0,4,3,0,0,0,0,0,0,4,5,16,0,3,7,3,0,3,4,0,4,3,3,6,3,6,10,17,10,30,4,5,14,0,0,3,0,5,5,4,0,4,5,5,9,17,16,31,6,5,12,6,5,9,0,0,3,3,5,9,4,0,6,22,19,43,3,3,6,0,0,4,6,6,15,6,4,7,4,10,15,23,26,47,0,0,3,5,0,3,0,0,4,0,0,0,0,0,0,7,5,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,6,0,5,4,3,4,0,4,6,10,12,21,0,3,3,0,0,6,6,0,3,0,3,0,4,14,15,11,20,29,0,4,3,4,0,8,4,3,5,5,0,5,0,0,8,20,10,25,5,13,18,3,3,6,0,0,3,0,0,6,7,3,10,16,23,35,8,7
20701114722,0,0,5,0,3,4,8,0,6,0,0,0,0,0,0,9,9,12,3,7,4,0,5,5,5,3,8,4,0,4,0,0,4,6,16,20,3,3,6,0,4,4,0,3,8,3,0,9,4,3,8,16,19,34,4,0,7,8,4,6,0,8,10,3,3,8,7,3,8,21,17,37,6,0,8,5,0,7,8,4,14,5,0,10,4,0,4,23,12,35,0,6,4,0,4,5,6,4,6,0,3,4,3,0,6,13,14,33,3,0,3,0,0,0,3,5,3,0,0,0,3,0,3,6,8,20,0,6,0,0,6,3,0,0,0,0,0,4,4,0,3,3,8,18,0,0,5,0,0,0,5,4,7,0,3,6,4,0,0,15,12,26,4,0,9,0,3,3,5,3,9,3,5,9,0,0,3,12,16,25,3,6,11,0,0,0,10,0,13,3,3,7,4,0,4,17,19,36,3,8
20701114723,5,0,5,0,0,0,0,0,0,0,4,4,0,0,7,3,7,10,0,5,4,3,4,9,0,0,4,0,5,14,5,7,8,18,17,36,0,0,0,6,4,6,0,0,5,4,4,5,3,4,10,13,8,18,3,6,11,0,3,3,4,9,13,10,3,4,3,4,3,24,20,42,9,0,4,3,0,5,0,9,9,0,3,3,0,3,5,10,19,24,0,4,6,0,0,0,0,8,6,0,0,0,0,3,3,8,12,21,0,4,3,0,0,5,0,0,6,3,0,0,4,0,3,15,9,19,0,3,3,7,3,7,0,5,3,3,0,3,5,0,4,7,16,25,0,0,3,0,4,8,0,6,4,3,0,3,0,9,6,9,14,25,0,5,9,0,0,0,0,10,7,4,0,4,5,5,8,11,22,29,4,3,9,0,5,6,0,8,4,0,6,4,0,3,3,10,13,27,3,5
20701114724,0,4,4,0,0,9,0,3,3,0,4,4,3,4,5,7,12,19,0,4,4,0,0,0,5,0,5,4,0,0,4,10,8,13,14,27,3,5,12,5,0,8,0,4,3,5,5,12,7,0,6,28,19,44,3,5,5,0,15,11,0,0,10,3,6,5,7,0,4,22,18,38,4,5,9,3,6,6,8,11,16,0,4,6,7,5,9,28,23,48,10,3,16,0,7,9,0,3,0,0,0,4,3,0,3,17,16,30,3,0,10,3,3,3,0,0,7,0,0,0,5,0,4,16,10,26,0,3,8,0,6,11,0,0,0,4,0,8,0,3,3,7,17,20,5,6,10,5,0,4,0,3,10,3,0,4,3,3,7,19,14,36,3,0,0,4,8,10,5,4,10,3,3,6,4,3,7,19,24,42,0,6,7,0,7,4,0,6,5,5,5,13,6,0,8,15,24,41,3,4
20701114725,4,0,0,3,7,5,7,0,4,4,0,4,9,0,3,14,7,26,3,0,8,5,5,5,0,4,4,7,0,7,4,3,5,13,13,24,0,0,0,0,3,3,3,4,6,5,0,9,6,3,10,15,11,26,3,3,5,8,3,11,3,8,5,5,0,6,3,5,15,19,22,40,5,3,9,3,4,8,3,4,13,4,3,4,0,0,5,20,16,33,4,6,12,5,3,10,0,9,9,0,0,0,0,5,5,10,20,30,6,0,3,6,3,9,3,0,3,0,0,4,3,0,3,9,10,15,3,5,9,0,4,4,3,3,5,5,6,8,0,3,4,12,12,31,3,0,3,0,0,3,5,0,5,3,3,4,0,3,4,14,18,30,0,0,7,0,0,4,3,4,11,0,0,6,0,0,8,11,13,26,3,5,9,0,0,7,3,8,7,4,9,7,4,0,9,18,25,38,3,0
20701114726,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,3,5,10,0,0,4,0,0,0,6,0,3,9,4,10,0,3,3,14,8,21,3,3,6,4,0,11,4,5,5,0,0,5,5,0,9,18,15,26,0,4,3,3,3,7,5,4,10,3,0,10,6,10,12,20,26,44,3,8,8,4,7,13,0,3,9,4,7,11,0,0,9,16,23,42,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,14,3,5,4,0,3,11,5,0,5,6,9,9,6,3,4,12,15,23,0,0,0,7,3,8,5,0,3,3,4,8,3,3,7,14,12,24,4,8,11,6,0,5,3,0,8,0,7,3,5,0,0,14,17,31,3,3
20701114727,4,3,10,0,6,7,0,0,0,0,4,3,6,4,6,13,11,27,5,3,9,3,0,8,3,0,7,0,6,8,10,4,12,27,23,47,5,0,7,3,4,10,7,5,9,5,0,8,0,9,13,26,22,54,8,9,13,10,4,16,9,6,9,0,5,14,8,0,8,32,20,52,8,11,14,3,10,10,6,4,12,6,17,22,9,17,18,27,55,80,11,15,22,3,9,21,8,6,11,5,14,18,4,9,15,37,49,84,9,13,16,9,0,13,6,3,11,5,10,16,4,15,20,30,36,68,0,7,8,4,11,19,4,9,11,13,5,21,10,10,16,33,42,69,0,5,12,5,4,7,9,0,5,7,12,15,5,7,13,28,26,54,3,5,10,8,3,10,4,7,8,6,6,14,3,10,16,24,35,58,9,7,17,4,8,12,10,4,17,4,3,8,3,7,11,31,32,69,6,4
20701114728,0,3,8,0,0,0,4,0,7,0,0,4,5,7,6,12,13,21,4,3,10,0,0,6,4,4,3,0,5,9,4,0,7,16,13,30,6,4,9,3,0,3,0,4,10,0,3,10,0,3,3,13,18,26,0,0,3,4,3,6,4,4,3,3,0,4,0,4,4,13,11,18,4,9,5,3,3,13,0,0,0,9,3,9,3,0,3,19,15,29,0,3,0,0,0,3,0,5,3,5,3,8,0,4,5,8,13,25,4,6,3,3,3,11,3,0,5,3,8,9,7,0,3,21,14,35,5,0,11,9,8,10,5,8,13,0,5,7,0,4,7,20,18,42,5,3,10,7,3,6,0,0,5,5,5,12,0,0,0,19,13,38,9,0,9,6,7,8,3,5,5,0,4,4,0,5,7,16,18,30,5,0,4,0,6,9,4,0,6,3,0,7,0,4,3,15,14,35,6,6
20701114729,3,0,7,5,0,4,0,0,0,0,0,0,0,3,10,11,9,18,0,3,3,5,4,3,0,5,4,3,0,3,0,0,3,13,9,22,3,5,9,0,3,8,0,0,6,0,5,5,4,5,6,12,24,35,3,0,5,0,4,7,0,4,3,0,5,9,0,0,0,10,12,21,0,8,8,5,4,5,0,4,7,0,3,3,0,0,4,6,8,21,3,0,4,4,0,4,3,0,3,0,3,3,0,0,0,9,7,15,0,0,0,0,0,0,3,4,7,0,6,6,0,0,6,8,11,17,0,7,8,0,3,6,0,0,4,0,0,0,0,7,10,5,14,18,0,4,4,0,3,5,0,0,3,0,4,7,4,7,10,11,18,27,10,0,8,0,9,6,3,5,11,0,4,9,0,0,0,18,19,38,0,5,5,4,3,7,0,5,6,5,0,5,0,7,8,9,11,22,0,0
20701114730,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,6,9,8,0,3,4,3,0,6,10,4,14,5,6,3,0,5,4,17,14,31,3,0,3,3,0,3,3,6,11,3,0,9,3,0,4,20,12,32,5,0,4,6,7,5,16,7,19,0,0,7,0,3,4,26,11,39,0,5,5,0,0,0,0,3,3,0,0,0,3,3,8,10,13,17,4,4,8,0,3,4,0,0,6,3,0,3,0,0,0,14,10,22,0,0,7,3,0,3,0,5,5,0,0,0,0,3,6,9,6,17,4,3,3,4,0,6,0,0,4,4,4,3,3,9,12,13,16,29,0,0,4,3,3,5,0,4,8,8,3,10,0,6,6,10,24,32,3,5,12,7,5,17,3,0,0,5,4,7,5,10,12,27,24,45,6,4,4,0,6,9,3,0,7,4,0,6,0,3,3,13,17,29,0,0
20701114731,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,9,8,3,0,3,0,0,0,4,0,8,0,0,4,0,0,4,16,5,19,3,6,5,3,0,5,0,0,6,0,5,5,0,0,0,7,9,20,4,0,4,5,4,7,0,0,0,3,0,3,0,0,4,9,8,15,3,3,0,0,3,6,0,0,0,0,4,4,0,3,5,9,13,17,0,3,4,0,0,7,4,3,11,0,0,6,0,0,5,10,13,30,3,3,3,0,6,8,0,0,5,0,0,0,0,0,3,8,11,17,0,5,9,0,4,0,0,3,0,4,0,4,0,0,4,14,6,22,0,0,0,0,3,13,0,3,3,4,0,6,4,9,9,13,19,31,0,3,3,0,0,0,0,0,5,0,0,0,0,5,3,5,5,14,8,0,8,0,4,4,3,5,8,0,4,4,0,0,0,5,13,18,0,0
20701114732,3,0,4,0,0,5,0,0,6,0,0,0,0,0,0,7,8,14,0,0,0,0,0,3,0,5,4,0,0,3,3,4,7,5,5,14,0,3,0,0,0,3,0,0,3,8,0,5,0,0,0,15,8,23,4,3,3,3,5,9,0,0,0,0,3,5,3,0,0,9,15,19,0,0,0,0,0,5,3,0,6,4,0,6,4,0,4,13,6,22,4,0,10,3,4,6,5,3,5,5,6,12,0,0,0,21,16,37,0,3,4,0,3,7,6,0,3,0,0,0,0,9,9,6,10,20,0,5,5,0,3,4,8,3,9,3,4,4,5,9,4,13,16,29,4,7,7,4,0,3,4,0,4,3,5,10,4,4,9,16,16,34,3,3,3,0,8,5,0,7,5,0,0,0,3,0,3,6,17,22,0,3,10,0,4,3,4,7,6,3,0,3,0,0,0,11,14,26,0,3
20701114733,0,0,0,0,0,0,7,0,7,4,3,6,0,4,5,8,4,14,5,0,3,0,4,4,8,3,8,0,3,4,0,9,13,10,16,28,3,9,13,12,5,16,3,4,13,10,3,9,10,6,10,30,28,59,0,0,0,8,8,11,4,0,8,0,5,9,3,4,12,20,20,42,7,0,4,7,3,10,0,3,8,3,5,9,3,0,3,20,19,37,6,0,4,0,3,0,0,3,6,0,0,0,0,0,4,8,11,19,0,0,4,3,0,10,4,3,9,0,3,0,4,0,5,22,12,30,0,6,0,4,0,3,3,5,13,0,8,5,8,8,13,16,24,38,0,0,0,0,5,0,0,6,6,0,5,5,6,7,12,10,17,26,3,3,8,0,4,5,0,4,8,4,4,3,0,7,7,9,20,29,9,4,6,5,7,17,0,3,8,3,7,9,6,8,6,24,28,47,6,0
20701114734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,5,0,7,5,0,4,8,0,4,4,0,4,7,7,18,26,3,4,6,5,0,7,0,0,5,4,3,4,0,0,0,11,17,26,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,5,0,4,4,0,0,0,0,0,5,0,0,3,8,9,17,3,5,5,0,0,5,0,0,0,0,4,4,0,0,0,5,6,10,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,9,8,16,0,4,4,0,3,4,0,7,7,3,3,9,3,8,4,5,19,24,3,5,6,0,7,3,0,0,3,6,0,3,5,3,4,10,12,19,3,0,3,0,0,0,3,6,7,3,4,8,6,6,10,14,12,27,3,0,3,4,0,3,3,0,0,0,0,0,0,0,0,4,3,11,0,3
20701114735,0,0,8,0,0,0,0,0,0,0,0,0,0,5,5,6,6,12,3,0,3,0,3,3,0,0,5,3,4,6,0,0,4,11,7,20,6,0,4,3,4,4,3,0,3,3,0,3,4,0,7,16,7,24,6,0,4,0,0,3,0,0,3,0,0,4,0,0,0,3,10,14,0,0,4,3,0,4,0,0,0,0,0,3,3,0,3,12,8,20,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,3,9,13,0,5,4,4,0,5,0,0,0,0,0,3,0,0,0,3,6,15,0,0,0,5,4,3,0,4,7,0,6,3,0,5,5,10,16,22,0,0,0,0,3,3,0,0,5,3,3,3,4,4,6,4,11,19,3,0,3,3,0,7,0,0,3,0,8,8,3,0,3,11,11,20,0,0,0,0,4,4,0,0,0,3,0,0,5,0,3,8,10,17,0,4
