CED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
CED231,1804,259,19,3,1847,162,4092,1754,775,85,33,1999,229,4882,3531,3490,532,181,3414,655,11811,2870,3975,1012,376,2234,483,10951,2654,3625,911,320,2150,453,10114,2004,2722,779,306,2132,372,8317,1169,1833,756,343,2083,265,6444,651,883,413,250,1537,236,3965,215,257,97,53,787,119,1526,16650,17815,4607,1868,18194,2970,62097,1850,358,31,7,1391,147,3790,1793,1228,163,58,1233,213,4692,2742,4391,1229,867,2288,633,12153,1469,3788,2275,2044,1506,490,11574,1133,3796,2338,1514,1486,413,10688,950,2957,1884,1248,1688,328,9057,616,1780,1518,1216,2075,320,7522,453,936,744,689,1740,321,4889,261,324,168,100,1312,172,2332,11270,19559,10354,7744,14717,3037,66690,3655,623,53,13,3242,304,7886,3547,2006,249,95,3235,437,9572,6271,7879,1765,1052,5706,1293,23961,4335,7763,3283,2425,3742,973,22522,3792,7420,3245,1832,3635,863,20803,2955,5671,2666,1555,3822,696,17371,1789,3612,2273,1559,4154,585,13963,1107,1819,1160,933,3281,566,8855,474,575,260,154
CED232,2471,370,36,15,2125,303,5316,1693,588,74,30,1867,222,4479,2703,2804,623,265,2901,504,9796,2778,4277,1217,533,2345,552,11704,2620,3861,1099,419,1968,482,10448,2034,2910,940,402,1869,440,8598,1092,1824,933,506,1654,358,6364,460,732,381,285,1044,224,3138,82,102,57,41,327,72,679,15933,17475,5359,2495,16095,3169,60522,2404,505,53,14,1687,296,4956,1419,920,224,115,1178,167,4030,1389,3269,1596,1910,2046,535,10739,934,3677,2776,2872,1548,533,12340,997,3960,2650,1801,1267,467,11141,853,2881,2015,1438,1398,416,9004,468,1602,1587,1383,1578,349,6954,246,545,551,547,953,222,3069,96,125,54,63,608,125,1076,8809,17486,11503,10141,12267,3103,63308,4877,875,91,28,3814,597,10275,3115,1510,294,149,3049,394,8507,4082,6075,2217,2174,4947,1036,20536,3712,7958,3996,3405,3893,1081,24045,3620,7819,3750,2224,3232,950,21585,2890,5792,2951,1839,3266,862,17607,1561,3425,2516,1884,3231,701,13314,706,1276,934,831,1998,448,6201,178,228,111,102
CED233,1226,380,45,19,1525,253,3449,3494,2564,348,179,5329,1015,12923,9476,9559,1443,445,9893,2543,33351,4351,5551,1244,403,3511,1339,16397,2336,3106,784,255,1818,760,9062,1761,2434,599,196,1572,577,7144,1013,1591,492,167,1224,348,4835,412,601,235,73,849,188,2358,111,123,53,17,368,71,751,24185,25906,5234,1763,26085,7094,90270,1731,648,81,36,1524,312,4326,4210,3739,638,228,5167,1070,15054,8573,11534,2137,989,8345,2390,33977,2831,5167,1961,1370,2428,1024,14783,1410,3291,1463,818,1331,594,8916,1076,2564,1200,609,1222,483,7154,578,1684,1011,564,1179,361,5380,303,619,451,250,912,195,2731,145,172,87,55,698,99,1255,20854,29425,9025,4921,22812,6538,93572,2959,1028,124,52,3041,569,7776,7701,6297,989,411,10496,2086,27976,18047,21093,3580,1435,18237,4932,67326,7182,10717,3206,1770,5940,2362,31175,3750,6400,2248,1075,3147,1358,17975,2837,4999,1795,810,2799,1066,14302,1593,3277,1507,728,2406,711,10215,717,1224,684,320,1759,378,5089,259,300,134,78
CED234,2593,375,29,15,2167,166,5343,2208,798,94,39,2339,207,5683,2891,2521,460,209,3648,488,10218,2601,3730,1128,420,2756,413,11052,2716,4206,1120,414,2340,406,11196,2442,3560,1086,410,2253,304,10045,1423,2397,1059,492,2062,263,7694,960,1489,708,373,1849,281,5658,359,402,195,112,1130,201,2391,18189,19483,5867,2485,20545,2723,69291,2442,506,41,16,1675,136,4818,2066,1106,158,56,1505,191,5085,2149,2926,1068,894,2879,479,10392,1138,3384,2489,2363,2384,432,12194,1110,4006,2922,2055,1757,370,12220,1016,3473,2522,1785,2021,323,11134,665,2157,2046,1700,2213,318,9097,644,1390,1297,1067,2126,376,6895,346,473,294,181,1776,309,3383,11570,19424,12834,10113,18327,2934,75208,5038,881,73,24,3847,298,10157,4273,1896,254,99,3844,403,10771,5032,5450,1528,1102,6524,963,20607,3744,7118,3623,2786,5134,841,23247,3825,8214,4033,2469,4095,775,23420,3454,7036,3604,2196,4276,626,21181,2085,4559,3106,2186,4270,583,16789,1604,2877,2000,1446,3974,654,12559,706,871,489,297
CED235,1763,325,13,8,1426,320,3852,1195,520,86,36,1227,219,3287,2131,2235,545,251,1766,482,7410,1829,2637,879,401,1266,574,7582,2152,2869,879,412,1586,603,8496,2262,3310,1097,609,2292,677,10239,1750,2982,1534,911,2635,701,10509,764,1235,739,534,1787,504,5567,185,228,131,103,728,244,1618,14022,16342,5901,3269,14715,4316,58569,1824,459,63,17,1130,310,3798,959,833,214,148,748,184,3084,1042,2528,1257,1586,1130,541,8088,710,2423,1821,1926,721,576,8175,931,3243,2066,1405,1019,562,9232,1021,3593,2445,1788,1756,663,11269,693,2519,2463,2149,2333,740,10893,438,1011,974,995,1808,583,5811,215,255,174,147,1272,317,2375,7835,16869,11459,10155,11919,4481,62717,3584,781,75,27,2557,623,7650,2160,1351,303,190,1974,400,6375,3179,4763,1794,1829,2894,1032,15497,2535,5058,2694,2327,1989,1152,15754,3083,6112,2945,1818,2607,1162,17726,3283,6907,3542,2395,4041,1338,21510,2442,5499,3995,3058,4968,1437,21404,1198,2254,1709,1526,3595,1091,11374,392,483,305,254
CED236,2001,355,28,17,2036,480,4919,1365,648,98,50,1797,360,4317,2310,2371,549,258,2693,869,9049,1990,2690,771,365,1926,755,8498,2433,3039,794,399,2384,821,9868,2578,3145,929,491,2810,815,10768,1703,2498,1098,683,3111,774,9871,790,1115,560,462,2170,602,5707,223,233,132,96,851,244,1784,15397,16098,4964,2808,19785,5722,64777,1843,505,57,20,1469,391,4293,1085,1052,256,186,1093,298,3977,1122,2700,1337,1559,1852,743,9310,735,2531,1863,1918,1268,702,9023,926,3414,2086,1474,1496,683,10082,1015,3328,2331,1646,2047,713,11072,645,2067,2014,1897,2569,713,9904,430,917,828,960,2069,684,5888,203,312,167,172,1407,434,2694,7998,16823,10947,9836,15277,5362,66241,3843,864,87,35,3507,876,9207,2449,1700,353,237,2888,661,8291,3430,5072,1887,1817,4543,1613,18361,2725,5221,2640,2288,3195,1457,17517,3357,6458,2882,1877,3878,1498,19953,3589,6473,3266,2130,4856,1524,21840,2354,4564,3108,2577,5682,1492,19778,1218,2030,1392,1421,4240,1292,11593,431,546,299,273
CED237,1649,331,46,19,2655,290,4988,1617,694,102,49,3102,401,5961,3068,2833,570,296,5636,879,13284,2871,3585,1070,504,4559,715,13294,2404,2642,690,361,3694,518,10304,1862,2177,575,300,3428,404,8739,1099,1435,536,324,2715,324,6427,566,615,273,183,1530,267,3422,150,131,66,50,618,155,1160,15278,14431,3927,2075,27926,3949,67589,1613,547,64,30,2126,240,4611,1477,1117,255,109,2101,301,5358,1849,3330,1515,1716,4018,729,13158,1011,3171,2333,2763,3215,648,13132,880,2872,1938,1795,2680,440,10603,763,2360,1630,1484,2865,398,9501,649,1373,1118,1099,2604,362,7206,425,692,489,458,1599,364,4030,165,166,91,67,955,318,1762,8825,15625,9432,9510,22160,3800,69353,3262,872,108,47,4777,530,9602,3097,1810,352,157,5211,701,11325,4923,6163,2087,2008,9656,1610,26442,3876,6758,3403,3266,7769,1360,26426,3284,5514,2631,2153,6373,957,20910,2624,4536,2206,1788,6294,803,18236,1745,2807,1658,1426,5313,691,13637,986,1306,764,639,3127,627,7448,315,294,153,116
CED238,1996,344,39,13,1668,424,4488,1283,645,91,47,1344,313,3713,2359,2375,515,242,2165,815,8478,1999,2687,823,387,1473,856,8215,2509,3121,913,406,1815,912,9679,2692,3445,1121,561,2552,826,11192,1913,2832,1329,844,2881,852,10653,785,1188,618,499,1760,547,5409,203,227,143,94,791,246,1708,15745,16871,5590,3096,16448,5792,63535,1906,477,51,18,1291,374,4123,966,972,209,138,855,217,3364,1132,2654,1294,1429,1245,527,8280,726,2583,1932,1923,818,568,8556,968,3520,2336,1498,1084,602,10016,1082,3715,2644,1880,1747,651,11711,677,2335,2353,2223,2192,717,10494,394,1037,961,1090,1868,579,5927,276,334,206,168,1426,431,2849,8131,17630,11985,10364,12544,4659,65309,3900,823,93,28,2959,799,8601,2248,1618,304,185,2201,524,7078,3494,5032,1805,1672,3411,1343,16759,2724,5271,2749,2310,2293,1426,16776,3480,6643,3252,1906,2902,1516,19697,3772,7159,3761,2437,4301,1476,22905,2588,5166,3682,3068,5073,1568,21143,1180,2222,1576,1590,3633,1127,11334,479,565,354,261
CED239,1418,261,19,16,1468,184,3359,1892,1077,127,52,2324,351,5821,4919,5148,847,312,4622,982,16831,3136,4830,1367,464,2687,655,13140,2191,3340,926,367,2105,438,9371,1565,2201,652,257,2092,325,7099,799,1159,514,233,1573,252,4524,493,588,265,120,1269,224,2957,249,244,97,68,880,168,1711,16667,18846,4817,1878,19023,3579,64803,1475,383,41,20,1123,155,3197,1994,1606,268,121,1575,286,5846,4122,6478,1659,1191,3090,904,17440,1751,4586,2397,2075,1764,543,13111,1069,3417,1956,1402,1397,386,9634,826,2434,1450,988,1578,295,7560,494,1280,953,741,1609,258,5333,417,760,562,538,1541,303,4127,300,376,205,144,1441,314,2776,12453,21316,9482,7212,15124,3443,69028,2890,638,63,34,2590,337,6556,3879,2682,393,172,3906,636,11671,9040,11627,2505,1498,7708,1886,34271,4890,9414,3765,2532,4449,1195,26247,3259,6759,2882,1775,3504,825,19003,2392,4631,2098,1238,3674,625,14656,1297,2439,1464,971,3179,510,9855,910,1344,827,658,2813,531,7085,553,619,299,214
CED294,44,14,0,0,76,88,234,71,36,13,6,95,125,345,147,124,29,16,241,391,939,127,116,30,24,176,525,1008,105,91,24,17,209,465,912,82,82,19,13,153,291,644,54,70,11,13,113,136,392,18,9,6,0,28,27,90,0,0,0,0,0,11,15,643,546,134,92,1104,2058,4576,62,22,4,8,56,87,229,75,47,20,10,74,93,321,126,166,61,69,150,313,878,75,103,58,75,77,343,730,62,82,39,36,83,178,479,62,111,46,25,67,118,429,31,37,30,10,49,63,224,7,12,3,6,28,6,58,0,0,0,0,9,10,19,499,574,256,237,589,1214,3373,109,32,7,8,128,182,459,140,82,33,18,178,218,671,272,284,85,83,387,699,1819,204,221,84,96,251,871,1736,169,173,59,54,297,643,1393,148,190,63,42,220,409,1074,78,105,46,22,162,195,613,24,21,8,4,59,38,152,4,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,16,0,0,0,0,0,3,3,0,0,0,0,0,7,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,9,16,0,0,0,0,0,3,3,0,0,0,0,0,9,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
