CED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
CED224,22,20,15,14,10,0,0,306,0,0,3,3,7,27,32,22,0,4,0,0,0,0,0,104,0,27,71,72,104,42,209,197,17,18,12,12,0,3,10,786,48,379,411,101,23,27,40,80,7,3,0,3,3,0,44,1187,0,0,0,3,41,61,108,31,7,3,3,11,6,3,7,303,0,0,0,7,18,25,116,42,6,12,10,9,0,0,5,240,0,0,29,61,59,35,33,28,0,4,10,3,5,0,8,272,0,0,25,81,204,75,213,86,36,37,53,26,9,0,14,875,0,0,0,0,0,10,35,16,5,14,28,9,5,0,8,136,10,154,48,31,31,17,41,14,4,9,9,7,0,0,13,384,10,18,106,268,401,396,662,380,42,43,61,36,10,12,74,2510,0,4,50,169,226,200,116,48,9,5,0,3,0,0,18,846,0,0,3,6,23,19,124,212,33,33,50,34,18,12,9,575
CED225,42,51,43,25,14,3,10,939,0,0,3,0,4,40,29,20,0,10,3,3,0,0,6,108,0,10,61,68,112,63,122,83,6,13,9,3,0,8,8,569,102,1080,748,106,61,33,43,59,6,5,9,4,0,0,91,2346,0,6,3,6,35,60,106,42,5,5,5,9,0,5,5,295,0,0,0,7,24,33,143,53,0,7,5,3,0,0,0,277,5,17,57,125,103,23,21,7,3,0,3,0,0,0,3,378,0,4,66,163,321,141,301,146,48,53,39,18,9,3,9,1321,0,0,0,0,0,10,39,23,20,14,29,38,4,0,7,177,9,131,23,24,26,25,46,22,12,4,5,0,0,0,7,338,8,20,80,191,291,368,453,258,37,36,31,33,10,18,32,1871,8,32,180,114,75,44,23,7,0,5,0,0,0,0,12,499,0,0,0,8,10,24,43,48,11,17,11,17,4,0,3,197
CED226,35,43,54,50,11,7,13,851,0,0,0,0,3,14,16,27,0,0,9,0,0,0,0,78,0,26,48,36,89,39,98,70,9,7,3,5,5,0,8,443,79,642,342,70,30,34,47,62,13,9,26,4,5,0,51,1408,6,5,7,25,43,77,105,56,8,19,9,28,13,3,12,404,0,0,0,9,56,97,235,106,14,14,21,29,26,0,8,619,0,10,31,38,14,13,4,5,0,0,0,0,0,0,7,123,10,33,190,540,1036,472,708,342,101,101,88,88,67,8,47,3834,0,0,0,0,0,6,16,27,11,42,32,50,8,0,0,189,18,91,33,25,12,26,37,22,4,11,12,15,4,0,5,304,21,44,134,253,289,407,568,312,53,54,56,54,33,18,38,2334,0,13,31,13,6,19,9,3,0,0,0,0,0,0,0,104,0,0,0,13,23,21,43,81,17,21,33,33,11,0,4,301
CED227,15,10,4,8,0,0,3,250,0,0,0,0,0,20,35,34,17,4,9,8,0,0,0,124,3,10,46,34,66,27,70,73,18,4,4,4,0,0,5,365,27,179,166,47,17,12,31,27,3,4,0,10,0,0,37,572,0,0,0,3,3,11,41,8,3,0,5,4,0,6,3,94,0,0,0,3,6,16,132,71,0,8,4,7,0,0,0,252,0,0,3,28,33,23,36,21,0,0,3,4,0,0,0,169,0,0,18,18,55,40,235,200,28,34,25,27,7,0,4,699,0,0,0,0,0,9,70,59,9,10,18,6,0,0,0,189,36,429,71,57,67,14,37,16,5,0,4,0,0,0,17,755,10,17,65,214,390,445,740,562,85,102,74,90,36,26,81,2936,0,0,9,13,9,13,8,8,0,0,0,0,0,0,0,62,0,0,0,4,18,61,310,437,62,95,43,43,15,19,8,1117
CED228,7,7,9,12,6,0,8,363,0,0,0,0,0,46,67,69,17,10,8,6,7,0,3,229,4,13,37,27,28,14,56,50,0,0,3,0,0,0,4,247,63,442,550,118,37,17,38,65,20,11,12,8,0,0,61,1427,0,0,0,0,7,22,84,25,9,3,7,3,0,0,4,173,0,0,0,0,18,46,137,80,18,8,13,6,0,0,6,318,0,3,26,103,120,97,282,148,13,34,18,11,11,6,20,885,0,3,24,59,155,108,420,283,78,86,75,46,22,5,26,1383,0,0,0,0,7,38,445,214,46,65,61,66,38,0,8,987,5,107,21,15,9,3,18,5,0,0,0,4,0,4,6,195,0,4,43,215,438,725,1631,1537,263,260,332,318,121,99,190,6194,0,10,105,126,80,54,38,24,8,9,14,4,0,3,18,491,0,0,3,12,45,130,740,953,213,226,234,159,70,37,40,2851
CED229,35,40,58,65,39,10,4,729,0,0,8,3,6,14,13,14,3,6,0,4,0,0,0,79,0,10,41,34,87,63,292,361,122,135,209,360,120,9,20,1875,44,245,187,60,29,24,114,290,67,71,45,62,29,0,28,1305,0,10,4,24,48,71,160,107,40,44,73,72,33,22,14,717,0,0,0,11,42,62,309,187,56,49,46,65,26,3,20,876,0,6,14,31,23,11,8,6,3,0,7,0,0,0,3,119,0,3,49,134,254,191,572,384,100,110,115,101,49,5,33,2100,0,0,0,0,0,14,50,55,53,59,67,103,18,0,8,432,13,62,28,25,22,36,68,38,18,21,16,21,10,3,11,383,12,19,123,315,479,532,874,703,151,185,204,226,85,84,63,4053,0,4,13,24,25,12,32,16,6,7,9,6,0,0,3,147,0,0,0,4,8,22,38,46,16,34,31,18,3,3,0,215
CED230,0,0,0,4,0,0,0,44,0,0,0,0,0,12,18,15,0,0,0,4,8,0,0,56,3,9,14,17,23,5,17,19,0,4,3,8,3,0,3,125,73,390,242,33,9,0,11,21,4,3,0,4,0,0,54,850,0,0,0,0,0,4,18,3,5,4,0,4,3,0,0,49,0,0,0,0,0,3,30,15,9,3,0,5,4,0,0,72,0,6,3,6,4,0,4,0,0,0,0,0,0,0,0,26,0,0,8,13,9,12,120,313,280,317,344,335,70,0,114,1950,0,0,0,0,0,0,38,51,36,40,27,16,12,0,0,211,14,243,51,25,25,7,18,0,3,0,0,3,0,0,11,415,7,5,73,190,246,225,171,122,17,19,15,19,15,11,61,1190,0,0,6,6,3,0,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,9,17,39,7,10,27,0,3,0,0,118
CED231,24,21,31,20,4,6,7,560,0,0,5,7,22,122,91,67,18,17,9,4,0,0,5,369,10,24,54,34,73,42,142,100,9,18,13,3,8,0,8,538,129,2159,2153,284,90,58,70,154,27,28,12,18,8,0,162,5353,0,5,3,4,34,62,101,41,11,13,11,4,13,0,7,303,0,0,0,4,37,19,84,61,20,8,7,10,6,6,3,273,6,25,126,227,93,83,77,22,3,4,3,9,0,0,20,690,0,0,30,94,173,122,281,151,42,36,25,33,12,4,23,1041,0,0,0,0,0,3,73,86,56,97,161,153,33,0,10,674,8,99,21,16,14,12,23,13,5,0,0,4,8,0,0,221,4,11,68,152,237,297,522,355,67,56,73,63,19,33,42,2009,0,8,128,119,47,31,13,11,0,0,0,0,0,0,7,367,0,0,4,4,10,22,69,83,27,34,38,36,8,0,11,349
CED232,37,36,20,28,0,11,8,617,0,0,0,0,6,105,123,101,29,6,13,7,0,0,0,397,6,21,52,37,58,23,100,44,5,0,7,7,0,0,7,366,28,385,433,76,27,26,38,51,8,8,0,3,0,5,55,1140,0,0,0,6,3,15,23,14,4,4,3,0,0,0,0,88,0,0,0,0,6,18,56,13,6,0,0,0,0,0,0,102,5,4,27,45,40,20,43,26,5,4,8,14,0,4,5,245,4,5,12,27,58,29,108,89,35,48,18,19,0,5,21,474,0,0,0,0,0,7,190,112,27,22,12,28,7,0,6,409,13,140,28,19,28,19,42,15,0,4,0,6,0,4,5,331,3,16,64,196,321,298,533,348,47,60,77,37,15,17,67,2110,0,15,102,90,81,57,55,24,0,6,7,5,0,0,15,473,0,0,0,8,10,18,122,153,27,40,18,29,5,5,6,438
CED233,35,71,70,85,28,58,8,740,0,0,0,0,5,31,30,25,0,4,11,5,5,4,7,130,0,13,24,37,90,42,164,164,41,51,81,118,50,25,6,914,42,437,295,55,27,41,87,204,51,69,93,107,41,13,77,1637,0,0,5,6,45,97,238,150,56,75,125,117,71,11,35,1032,0,0,0,14,53,111,610,508,157,149,184,213,82,13,36,2116,4,10,28,31,24,14,25,3,4,8,4,8,3,9,7,178,0,16,52,178,372,309,1132,1137,552,615,596,541,221,36,74,5824,0,0,0,0,0,19,49,61,44,94,199,232,81,0,13,783,11,51,26,17,23,23,52,41,18,13,26,31,9,3,10,359,3,21,80,213,364,623,983,919,215,241,282,345,158,241,95,4805,0,4,18,27,28,23,25,13,0,0,3,0,0,4,4,153,0,0,0,6,4,25,57,83,24,40,43,48,27,14,4,373
CED234,231,161,157,180,79,82,45,3429,0,0,0,0,8,43,47,52,6,7,3,7,0,0,4,167,6,23,29,22,49,22,33,29,0,0,3,0,0,0,5,237,183,1630,905,146,53,47,50,84,9,10,7,11,4,0,112,3258,0,5,9,20,47,66,123,48,14,11,7,8,3,0,5,351,0,0,4,19,63,153,613,214,20,47,24,31,28,4,25,1250,4,28,107,133,107,44,22,5,3,0,3,0,0,0,16,478,0,26,150,435,1247,693,1560,931,269,306,301,224,91,19,83,6328,0,0,0,0,0,4,36,28,21,28,47,45,9,0,4,234,23,176,40,18,19,18,30,16,0,10,0,0,0,0,10,356,12,20,83,152,264,309,365,193,30,37,25,47,25,15,44,1620,5,60,101,73,28,14,4,3,0,0,0,0,0,0,3,296,0,0,0,13,41,67,117,210,43,78,56,71,31,6,18,747
CED235,5,0,3,0,0,0,0,26,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,21,0,19,65,57,50,15,33,30,0,0,0,3,0,0,5,289,42,329,157,34,13,3,6,20,9,0,4,4,0,0,51,670,0,3,3,3,6,10,22,7,0,5,3,3,5,0,0,81,0,0,0,0,3,0,13,11,4,3,8,8,0,0,0,45,0,0,4,9,0,0,0,3,0,0,0,0,0,0,0,24,0,4,16,18,18,14,28,13,10,3,9,0,0,0,0,147,0,0,0,0,0,0,9,9,4,9,10,6,0,0,0,46,41,690,125,49,104,23,21,22,0,5,0,5,0,0,30,1101,12,19,140,297,406,287,349,120,24,6,14,8,5,7,75,1786,0,0,3,9,0,6,0,0,0,0,0,0,0,0,0,23,0,0,0,5,0,3,12,11,7,8,4,4,0,0,0,44
CED236,17,6,3,8,3,0,3,131,0,0,0,0,0,169,175,88,19,36,18,21,0,3,11,537,0,12,27,22,22,20,32,37,4,0,7,0,0,0,12,205,76,540,354,76,15,10,8,5,4,0,0,11,4,0,77,1167,0,0,0,0,0,7,10,7,0,5,0,5,0,0,0,35,0,0,0,0,7,4,20,9,3,0,0,3,0,0,0,46,0,0,11,4,0,3,4,3,0,0,0,0,0,0,3,28,0,4,17,18,32,7,89,174,165,200,149,109,29,14,38,1034,0,0,0,0,0,4,36,25,18,21,36,18,7,0,3,169,17,290,48,21,35,15,30,12,4,0,6,0,0,0,11,479,4,18,92,222,235,276,402,208,33,30,32,16,12,15,77,1672,4,21,32,11,7,7,0,6,0,4,0,0,0,0,0,96,0,0,0,0,4,12,48,135,22,25,21,18,15,13,10,308
CED237,41,50,47,83,15,3,39,1869,0,0,7,9,22,825,813,514,139,138,67,161,12,10,25,2742,4,8,32,23,59,11,36,42,7,5,0,0,0,0,3,238,90,1587,2353,378,156,63,109,175,27,33,29,13,0,0,205,5207,0,4,4,4,5,28,43,23,3,5,0,8,0,0,0,119,0,0,0,5,7,14,117,29,9,9,12,3,0,0,3,214,0,10,138,429,378,280,275,128,28,33,36,37,6,4,54,1832,0,0,18,56,225,113,314,200,77,49,53,47,7,0,15,1173,0,0,0,0,0,15,523,344,86,102,166,207,44,3,7,1502,0,50,19,3,5,4,9,8,4,0,0,0,0,0,0,107,0,4,23,81,177,293,481,413,69,89,63,39,9,16,46,1809,8,106,1301,1552,897,623,445,195,43,35,41,39,12,12,147,5450,0,0,3,8,30,108,310,386,103,75,87,76,32,21,20,1239
CED238,0,0,0,4,0,0,3,27,0,0,0,0,0,6,5,0,0,0,4,0,0,0,0,12,5,18,29,25,36,14,64,46,4,3,5,7,0,3,8,275,12,73,41,10,0,8,3,12,0,0,0,4,5,0,23,193,0,0,0,0,3,11,26,12,0,4,3,5,0,0,0,66,3,0,0,0,0,0,26,11,7,4,4,13,4,0,5,82,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,19,0,0,10,25,13,10,22,24,8,8,11,5,6,0,15,150,0,0,0,0,0,0,16,41,17,25,21,11,3,0,0,144,20,337,57,21,39,24,24,18,6,0,5,4,0,5,17,565,3,18,89,243,334,352,537,219,41,18,36,30,22,10,124,2068,0,5,4,4,4,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,11,26,0,0,8,0,6,0,3,59
CED239,24,22,18,25,3,0,13,526,0,0,0,18,23,201,137,84,19,22,15,13,3,0,15,565,0,15,27,35,63,44,127,105,17,20,14,24,5,0,11,498,168,2337,2430,395,118,70,132,248,39,30,29,21,5,0,254,6280,0,3,0,11,15,60,123,53,13,18,19,24,3,0,6,353,0,0,0,0,22,28,94,52,16,14,9,9,4,0,4,262,5,13,279,824,400,323,324,146,23,36,23,39,9,7,100,2551,0,8,18,77,141,96,264,135,71,43,52,49,29,10,10,998,0,0,0,3,3,36,555,452,229,522,767,768,204,10,70,3616,3,38,15,11,21,12,33,29,11,0,8,8,0,0,5,194,7,11,33,145,305,368,760,605,96,110,113,107,52,36,61,2811,0,9,48,39,19,15,14,11,3,0,0,0,0,0,9,170,0,0,0,6,41,120,519,741,184,204,220,262,122,28,42,2495
CED294,0,0,3,0,0,7,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,6,5,4,0,27,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,4,0,11,13,4,11,10,5,9,0,5,74,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,11,12,23,39,16,4,3,7,0,0,13,14,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,4,0,3,0,0,3,0,22
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
