CED_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Can_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
CED231,2066,1324,303,355,7102,204,5437,55411,2483,80068,141,381,44,5,146,67,22,32,574,18,346,2517,147,3973,8269,3440,2816,1291,4638,4284,1011,1479,5065,1130,5836,16322,1302,39393,162,65,46,16,94,79,24,28,77,18,50,407,4550,5354,11872,11044,4314,1321,6939,5760,1361,1894,12820,1370,11674,74659,8478,128786,710,802,274,122,551,356,117,123,939,96,941,7041,419,10850,1123,887,361,162,643,589,132,181,1294,161,1165,5787,395,10309,5083,2464,1665,708,2987,2564,635,962,3892,697,3688,11372,800,26325,1533,1379,558,83,794,711,137,247,1646,141,1317,10137,536,16453,1658,2612,671,44,936,693,164,179,2720,101,2145,18911,854,28546,892,1892,428,0,529,393,80,103,1543,66,1426,13569,469,19732,429,864,233,11,270,234,46,39,500,40,663,6744,277,9648,436,154,126,192,232,218,46,60,274,65,338,1114,4732,6929,11872,11044,4314,1321,6939,5760,1361,1894,12820,1370,11674,74659,8478,128786,3187,1121,1029,1170,1855,1867,563,692
CED232,2677,1550,375,475,7211,269,5503,53515,2705,80063,150,321,45,0,118,66,22,32,511,10,290,2137,107,3348,7094,3519,2333,717,3455,3386,784,1523,4962,865,4914,14763,1197,34866,145,69,48,56,61,81,20,29,110,16,93,354,4816,5551,11771,11508,3971,801,6306,5088,1205,2063,12800,1164,10800,70771,8825,123834,940,1045,295,94,574,394,95,165,1309,103,1141,7695,457,12313,1024,998,349,59,529,427,126,190,1388,106,984,5723,372,10060,4410,2446,1363,382,2138,2010,490,947,3526,531,3053,10575,742,23329,1740,1761,606,48,876,695,148,269,2014,151,1542,11301,645,18638,2045,2907,686,35,1207,813,193,245,2696,141,2217,19432,979,30018,927,1603,386,10,600,396,78,109,1264,52,1131,11129,485,16652,363,523,155,5,208,174,34,44,325,27,445,3746,167,5620,322,220,130,166,169,191,60,82,282,57,285,1166,4983,7197,11771,11508,3971,801,6306,5088,1205,2063,12800,1164,10800,70771,8825,123834,1997,1098,671,688,1109,1129,358,590
CED233,1669,1091,336,318,13316,205,7898,88184,2535,122175,155,607,72,3,149,76,32,20,1071,22,521,6112,170,8366,4534,2975,1858,706,2423,2389,595,865,5149,687,4731,23565,1048,40767,64,45,19,16,50,39,17,14,63,13,50,463,11837,12535,7659,14337,3457,741,4287,3587,983,1217,19589,923,13206,118318,15599,183844,375,691,183,64,307,237,49,58,1143,69,805,12539,260,15815,510,943,236,46,370,254,83,104,1614,79,988,7723,284,11631,2584,2596,866,296,1512,1215,358,528,4850,357,3248,18861,605,31007,1025,1687,429,81,463,407,112,152,2661,96,1579,16216,431,22871,1325,3899,690,31,682,589,141,176,4875,112,2942,30008,872,42711,952,2962,541,8,501,389,101,98,3063,76,2237,21024,647,30270,665,1417,401,16,323,308,83,69,1088,52,1125,10812,351,15438,231,140,111,199,145,181,55,44,295,83,277,1128,12152,14093,7659,14337,3457,741,4287,3587,983,1217,19589,923,13206,118318,15599,183844,1630,755,557,640,976,951,301,376
CED234,2417,1429,323,307,5078,223,5466,60472,2117,83013,143,291,58,4,128,82,20,23,487,16,300,3255,120,4551,9201,3569,3423,1611,4928,4950,1040,1413,4699,1348,7274,24864,1348,51897,156,52,60,57,81,99,25,33,88,44,93,457,4181,5036,12806,9799,5091,1686,7555,6559,1407,1771,10354,1621,13141,89043,7764,144504,931,903,408,242,787,588,133,150,1130,168,1419,11993,479,17267,1244,1002,484,179,784,616,129,169,1173,174,1393,8666,340,13945,5219,2217,1759,834,2722,2548,582,786,3236,748,4119,15136,772,30506,1972,1407,794,180,1013,936,192,254,1441,189,1750,12235,484,19404,1752,2075,809,68,1110,886,181,219,1807,150,2173,20020,712,28970,887,1345,445,16,604,489,99,78,956,75,1305,12998,449,18335,459,706,274,10,351,277,39,59,406,53,704,6749,213,9566,339,146,119,148,185,222,51,58,209,63,278,1241,4323,6519,12806,9799,5091,1686,7555,6559,1407,1771,10354,1621,13141,89043,7764,144504,3086,1018,1039,1453,1626,1851,513,607
CED235,2367,1723,308,659,6762,284,4571,39787,2035,63234,240,356,47,0,115,96,14,59,637,22,260,1424,96,2747,12660,5424,4132,1145,5751,6318,1315,3247,7839,1666,7331,15928,1600,47272,317,130,72,67,162,144,24,95,130,43,118,451,6819,8031,18078,12220,5756,1240,8401,8281,1661,4057,15364,2010,12281,57594,10550,121284,976,856,319,48,464,448,93,196,1220,126,883,4839,342,8816,1621,1205,528,81,740,718,141,393,1747,193,1254,5262,414,10880,8931,4290,2712,749,4029,4234,907,2332,6060,1084,5235,12677,1074,34982,2640,1983,894,85,1183,1142,199,484,2478,235,1801,11067,670,20220,2193,2378,677,38,1076,880,162,330,2389,161,1760,13975,699,23140,750,897,282,12,405,315,50,70,809,48,694,6264,256,9732,294,290,133,13,155,168,30,51,193,25,248,2048,105,3283,683,320,196,215,353,372,82,199,476,131,412,1460,6987,10230,18078,12220,5756,1240,8401,8281,1661,4057,15364,2010,12281,57594,10550,121284,3732,1747,1185,1049,1763,2124,615,1297
CED236,2809,1844,348,679,7054,331,4709,44976,2496,70437,208,367,52,0,132,72,21,50,607,21,231,1687,134,2984,13069,5747,4016,1239,5980,6123,1568,3170,7840,1604,6937,16133,1876,47664,423,181,101,77,176,199,47,98,186,51,129,604,8451,9934,19340,13213,5741,1355,9097,8237,1995,3996,15682,2003,12008,63404,12953,131014,977,899,336,50,529,411,104,177,1226,113,851,5487,420,9577,1689,1317,478,65,828,679,176,355,1653,182,1207,5545,392,11049,9583,4661,2811,844,4263,4327,1092,2322,6268,1128,5098,13102,1243,36245,2825,2328,843,128,1331,1137,250,494,2607,234,1727,13074,813,22838,2426,2561,709,41,1244,904,190,325,2597,173,1875,16761,873,26757,742,848,264,15,372,279,58,86,764,37,707,6198,297,9616,267,245,90,9,130,106,16,29,160,26,184,1670,116,2665,832,355,201,203,394,390,108,208,407,117,350,1557,8803,12265,19340,13213,5741,1355,9097,8237,1995,3996,15682,2003,12008,63404,12953,131014,4280,2042,1326,1099,2073,2337,724,1369
CED237,3157,1288,316,305,4760,214,4456,57112,2331,78009,187,386,29,0,184,71,27,33,573,12,358,3797,143,5310,8782,3963,2390,1021,6396,4156,1194,1517,6204,1143,6821,21266,1490,46911,166,83,42,9,103,74,19,25,79,21,61,579,5746,6715,12276,10022,3432,1050,9840,5589,1566,1875,11622,1383,11693,82754,9710,136944,1045,1093,307,90,1040,508,154,152,1250,144,1330,10803,576,16175,1237,1030,339,79,955,549,149,172,1338,149,1301,7362,369,12324,6169,2763,1581,662,4250,2736,805,1028,4423,755,4556,15449,955,32883,1514,1644,436,129,1271,696,172,230,1719,131,1592,15424,688,22426,1398,2313,459,21,1418,637,147,169,1939,123,1830,22098,848,30800,478,864,177,9,546,242,65,47,594,31,769,8533,296,11773,113,148,36,4,130,67,17,15,96,5,147,1712,54,2343,334,174,101,61,224,160,51,61,257,41,175,1378,5925,8226,12276,10022,3432,1050,9840,5589,1566,1875,11622,1383,11693,82754,9710,136944,3784,1410,1004,924,2631,2060,715,815
CED238,2444,1895,349,646,7036,320,4721,46562,2475,72115,203,303,33,3,100,55,19,44,513,11,197,1211,91,2274,11352,5089,3716,1129,5274,5522,1178,2767,6765,1549,6326,15734,2635,45963,330,126,93,95,176,141,53,64,144,68,91,480,7210,8488,17130,12366,5607,1265,7989,7615,1597,3520,14459,1954,11337,63997,12408,128845,832,817,294,64,460,348,78,178,998,115,799,4473,335,8033,1461,1154,490,77,688,615,148,342,1635,179,1128,5633,458,10983,8114,4132,2459,718,3743,3754,801,1981,5558,1046,4664,13445,1135,34845,2597,2156,891,138,1167,1115,234,441,2502,243,1760,12860,787,22489,2370,2523,845,43,1081,963,162,306,2485,172,1831,17265,828,27225,741,949,309,10,348,337,66,81,754,55,692,6593,324,10159,308,310,127,9,179,163,29,53,184,38,217,2243,117,3483,714,331,196,209,325,313,88,140,351,115,249,1483,8420,11624,17130,12366,5607,1265,7989,7615,1597,3520,14459,1954,11337,63997,12408,128845,3442,1588,1107,1068,1680,1900,544,1147
CED239,1948,989,293,325,10343,159,6326,57762,2299,85448,162,413,44,0,150,70,17,22,818,13,372,2929,148,4597,7521,3421,2260,1238,4664,3745,918,1255,5757,1110,5758,15521,1194,37493,213,68,66,99,144,106,31,35,147,38,123,417,5340,6297,10919,12074,3577,1353,6902,4913,1260,1632,17053,1316,12573,76630,8978,133834,793,857,262,135,603,370,107,122,1181,107,948,6871,391,10833,960,877,285,99,621,417,94,131,1367,125,1113,5248,320,9564,5104,2731,1418,790,3142,2441,633,862,5162,740,4020,12723,804,28674,1294,1650,437,54,791,522,133,179,2399,117,1542,11880,529,18733,1313,2963,558,33,836,538,121,156,3891,76,2525,20432,778,31002,778,2138,375,3,489,277,81,71,2199,46,1601,13494,444,20216,262,698,128,0,151,106,33,27,511,23,447,4825,194,6957,416,164,109,237,273,247,57,83,346,88,385,1158,5517,7858,10919,12074,3577,1353,6902,4913,1260,1632,17053,1316,12573,76630,8978,133834,3553,1272,1063,1167,2196,2022,577,686
CED294,48,35,12,18,318,7,154,1157,56,1797,19,58,8,0,14,13,0,8,147,4,57,249,20,485,368,385,106,18,165,177,54,120,924,50,464,850,83,2447,12,12,0,4,3,6,3,5,43,0,20,36,3128,3220,490,609,148,23,231,232,70,154,1428,68,697,2282,3286,7946,34,59,8,8,20,19,6,19,131,12,51,312,26,577,57,117,9,3,27,32,5,19,281,9,102,262,63,698,267,251,72,6,108,124,41,84,667,34,359,553,184,1793,47,66,22,0,23,17,3,14,141,8,71,392,25,672,50,59,7,0,25,23,9,10,111,3,67,430,15,691,6,15,4,0,4,3,0,0,29,0,20,171,10,244,4,15,0,0,3,0,0,0,14,0,9,81,6,128,21,25,7,4,15,9,0,8,53,0,19,76,2958,3132,490,609,148,23,231,232,70,154,1428,68,697,2282,3286,7946,122,127,30,9,62,56,33,52
CED297,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,14,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,14,29,38,0,0,0,0,0,0,0,0
