CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED232,15302,7448,7395,8504,6981,4751,2537,840,142,53899,1811,1407,1476,1970,2113,2153,1950,975,198,14057,109,136,225,346,437,726,875,609,140,3608,6,10,29,66,122,297,558,459,142,1688,1924,1543,1726,2381,2674,3176,3378,2042,485,19348,1335,806,671,816,788,673,443,254,55,5837,18566,9798,9796,11704,10448,8598,6364,3138,679,79087,14750,6341,7400,8348,6874,4717,2662,843,171,52108,1315,1697,2142,2470,2543,2350,2211,973,329,16026,82,265,466,597,747,879,1042,585,237,4889,3,23,49,117,214,425,576,457,237,2100,1399,1981,2652,3184,3503,3655,3824,2011,805,23021,1353,662,686,808,762,636,469,209,97,5673,17496,8992,10739,12340,11141,9004,6954,3069,1076,80801,30046,13787,14794,16850,13857,9468,5197,1684,311,106006,3122,3097,3623,4438,4664,4503,4158,1946,531,30083,193,399,690,942,1183,1608,1918,1193,382,8501,5,30,73,187,337,728,1134,919,381,3791,3324,3528,4385,5568,6178,6834,7207,4056,1292,42370,2685,1469,1352,1623,1545,1308,912,465,147,11515
CED233,6863,12805,25298,11660,6054,4112,2142,785,185,69898,550,1969,4607,2681,1631,1661,1395,717,224,15439,30,221,592,488,366,467,546,390,135,3220,0,14,48,63,97,213,318,263,123,1140,583,2202,5246,3236,2095,2339,2253,1365,483,19801,698,1365,2812,1505,912,701,435,212,78,8713,8140,16371,33351,16397,9062,7144,4835,2358,751,98410,6858,13943,24454,10284,5852,4155,2476,809,260,69083,401,3306,5689,2695,1774,1657,1539,916,377,18352,17,560,1060,481,413,528,617,487,244,4414,0,27,94,74,111,201,312,324,268,1412,416,3893,6842,3257,2302,2384,2470,1728,895,24179,718,1535,2683,1244,761,621,432,194,102,8297,7985,19380,33977,14783,8916,7154,5380,2731,1255,101559,13717,26750,49740,21944,11902,8260,4624,1594,446,138980,951,5277,10298,5376,3403,3313,2938,1633,603,33790,42,781,1655,970,776,997,1162,878,378,7633,4,43,142,138,212,410,624,589,394,2551,996,6097,12092,6487,4394,4718,4722,3092,1376,43978,1411,2899,5495,2753,1674,1319,875,403,182,17005
CED234,12706,8920,8308,8854,8303,6462,3769,1928,580,59831,1086,1353,1216,1433,1889,2327,2301,1887,803,14290,49,124,139,179,337,563,816,929,453,3596,5,7,14,32,71,191,409,602,359,1685,1137,1485,1370,1639,2290,3082,3526,3416,1620,19570,710,630,538,558,606,498,393,316,194,4444,14558,11033,10218,11052,11196,10045,7694,5658,2391,83846,12347,7608,8218,9739,8842,7024,4514,2172,692,61156,723,1551,1344,1567,2159,2592,2686,2404,1077,16114,35,221,231,259,458,692,1003,1207,733,4834,0,16,27,53,118,257,422,706,583,2177,758,1786,1606,1881,2735,3530,4113,4317,2399,23123,692,511,568,576,642,576,465,407,294,4728,13799,9905,10392,12194,12220,11134,9097,6895,3383,89005,25052,16525,16526,18593,17144,13490,8285,4105,1271,120986,1806,2901,2567,3006,4043,4918,4988,4288,1883,30401,83,343,371,442,788,1255,1822,2134,1188,8428,5,25,37,84,188,442,831,1308,945,3864,1899,3271,2974,3521,5021,6616,7642,7733,4014,42697,1403,1142,1108,1129,1251,1072,864,724,485,9168
CED235,10021,5140,5156,4979,5276,5245,3954,1499,336,41601,1502,1141,1366,1500,1767,2656,3228,1690,417,15275,101,159,213,308,490,986,1513,998,318,5091,3,15,37,77,172,479,980,889,343,2994,1615,1312,1613,1885,2429,4122,5724,3585,1077,23363,1262,688,643,719,794,872,828,487,208,6506,12900,7146,7410,7582,8496,10239,10509,5567,1618,71468,9784,4529,4998,4857,5187,5432,4084,1490,418,40783,1045,1487,1852,1867,2188,2967,3267,1833,663,17173,82,266,497,553,751,1244,1601,1082,491,6576,0,25,74,147,345,729,1091,846,532,3787,1123,1780,2422,2568,3288,4934,5963,3768,1691,27534,1258,577,670,746,754,899,851,552,263,6568,12171,6884,8088,8175,9232,11269,10893,5811,2375,74883,19805,9668,10151,9839,10461,10674,8044,2990,755,82383,2548,2630,3222,3369,3959,5620,6495,3529,1087,32453,185,424,705,863,1242,2229,3119,2084,812,11664,3,38,111,223,514,1209,2071,1738,877,6779,2734,3092,4037,4453,5717,9059,11684,7348,2767,50897,2522,1267,1311,1461,1552,1772,1682,1033,471,13069
CED236,11362,6607,6226,5593,5937,5373,3529,1459,368,46451,1646,1384,1510,1528,2059,2706,3062,1671,506,16065,124,192,254,363,591,1029,1429,1031,333,5351,3,17,49,82,238,593,975,967,362,3284,1773,1595,1813,1975,2886,4324,5471,3675,1203,24705,1603,1032,1012,933,1055,1070,868,569,214,8354,14731,9228,9049,8498,9868,10768,9871,5707,1784,79509,10990,5508,5897,5481,5542,5243,3520,1417,441,44045,1231,1585,1932,1892,2309,2801,2917,1921,777,17368,88,323,532,574,921,1263,1546,1058,562,6863,11,37,90,175,417,806,1090,907,557,4078,1330,1944,2552,2645,3650,4872,5547,3889,1899,28312,1447,822,867,897,891,954,835,585,352,7643,13760,8270,9310,9023,10082,11072,9904,5888,2694,80000,22348,12110,12124,11076,11475,10618,7049,2875,815,90489,2878,2964,3439,3426,4368,5504,5979,3594,1288,33438,206,517,780,943,1511,2290,2977,2098,897,12214,11,51,139,255,656,1395,2060,1877,920,7367,3095,3531,4359,4618,6534,9196,11016,7561,3101,53019,3044,1853,1876,1824,1943,2029,1708,1157,567,16001
CED237,14673,8667,10549,10295,6992,4905,2628,975,225,59912,1338,1313,1526,1844,1909,2173,1983,1022,312,13420,63,108,214,239,465,709,884,618,234,3540,0,7,32,59,161,363,538,522,235,1923,1402,1428,1769,2150,2535,3247,3407,2159,781,18877,1234,855,959,855,780,585,396,286,153,6109,17307,10953,13284,13294,10304,8739,6427,3422,1160,84897,14060,7631,9968,9749,6924,4950,2653,1017,269,57222,839,1408,1886,1996,2099,2494,2283,1210,428,14641,41,205,398,465,643,957,1112,795,333,4955,0,19,44,109,218,476,711,628,429,2635,875,1631,2330,2569,2961,3933,4110,2630,1190,22229,1208,706,863,814,719,607,442,384,304,6048,16143,9970,13158,13132,10603,9501,7206,4030,1762,85498,28728,16300,20514,20043,13913,9859,5278,1990,499,117138,2170,2724,3417,3837,4009,4666,4266,2230,739,28062,107,314,609,702,1107,1666,1999,1413,568,8490,0,23,69,167,381,846,1250,1151,666,4555,2275,3063,4100,4712,5494,7182,7515,4790,1970,41109,2440,1566,1827,1662,1501,1197,841,667,459,12153
CED238,10502,5926,5913,5366,5884,5901,4159,1571,396,45622,1388,1221,1351,1455,1930,2741,3211,1666,507,15465,88,154,208,278,501,1003,1461,951,312,4965,3,13,28,59,188,482,828,689,303,2599,1479,1385,1591,1796,2629,4227,5501,3298,1116,23024,1328,889,972,1053,1166,1069,992,538,192,8202,13308,8199,8478,8215,9679,11192,10653,5409,1708,76844,10194,4972,5308,5306,5852,5958,4198,1712,576,44076,985,1499,1821,1842,2238,2968,3148,1911,908,17328,57,287,431,517,782,1174,1382,1025,539,6191,5,15,82,152,320,728,896,731,491,3418,1046,1805,2334,2511,3338,4864,5428,3674,1933,26935,1156,710,634,740,825,885,864,542,336,6695,12406,7483,8280,8556,10016,11711,10494,5927,2849,77714,20700,10895,11224,10671,11737,11857,8355,3283,970,89693,2373,2721,3172,3294,4174,5708,6364,3576,1410,32789,146,436,640,795,1284,2183,2846,1974,846,11153,5,24,109,221,508,1205,1727,1424,794,6016,2527,3185,3921,4312,5969,9093,10933,6974,3055,49964,2487,1600,1609,1791,1997,1955,1856,1073,529,14900
CED239,10502,7032,12411,9469,6329,4010,1825,840,350,52776,1024,1325,2786,2357,1819,1809,1427,932,489,13967,53,140,463,391,401,532,624,533,348,3490,0,7,26,58,117,278,351,425,373,1639,1085,1476,3275,2805,2334,2618,2408,1891,1208,19096,829,675,1142,867,705,472,286,226,146,5343,12418,9182,16831,13140,9371,7099,4524,2957,1711,77216,10459,6207,11420,8889,6225,4006,2101,1041,454,50795,727,1892,4005,2778,2021,1997,1664,1382,817,17277,30,331,841,564,581,724,766,806,663,5311,0,9,60,100,184,360,463,618,608,2400,756,2240,4907,3442,2781,3083,2894,2808,2086,24986,853,598,1119,783,626,475,347,283,240,5311,12073,9042,17440,13111,9634,7560,5333,4127,2776,81096,20967,13245,23831,18353,12558,8013,3921,1881,803,103572,1756,3216,6785,5130,3842,3806,3094,2312,1306,31246,81,475,1305,955,979,1260,1395,1342,1008,8798,0,18,86,157,299,636,813,1042,974,4032,1838,3710,8175,6244,5118,5702,5298,4693,3296,44079,1683,1273,2260,1652,1329,945,633,508,386,10663
CED294,273,237,381,275,225,184,109,24,0,1707,56,96,127,147,137,98,73,24,0,755,7,14,28,48,48,44,53,18,0,260,0,7,10,12,39,36,25,3,4,138,58,118,167,203,228,174,153,43,4,1152,263,221,392,530,468,284,133,19,8,2314,594,575,939,1008,912,644,392,90,15,5170,258,206,345,176,105,153,66,13,3,1322,44,121,161,128,88,80,47,16,9,696,6,39,40,48,68,34,20,12,3,264,0,8,21,27,38,46,23,9,0,164,48,165,223,204,190,155,91,40,10,1124,235,183,312,354,183,122,67,9,6,1475,549,556,878,730,479,429,224,58,19,3915,535,449,725,446,326,333,176,41,10,3028,100,209,293,272,223,178,121,42,7,1453,10,59,71,99,114,75,74,23,4,520,0,10,25,37,80,78,52,15,5,303,109,278,386,408,411,335,242,85,14,2271,501,403,707,880,652,410,198,23,9,3785
CED297,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,25,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29
