CED_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
CED224,0,0,0,3,0,8,29,33,12,94,0,0,5,96,52,52,71,40,22,340,0,6,3,19,13,9,12,7,0,70,0,0,22,38,5,4,0,0,0,75,0,7,5,21,15,14,49,42,25,190,7,55,102,414,248,214,143,44,16,1249,0,4,3,111,98,99,61,35,9,423,0,59,42,124,18,10,5,0,0,252,0,0,0,6,14,12,4,0,0,37,4,30,59,331,158,164,84,29,4,869,0,0,0,94,45,65,91,32,17,345,0,0,4,11,6,5,5,4,3,46,0,12,35,95,90,99,94,81,47,552,0,17,19,60,31,26,15,9,0,176,8,71,65,227,174,95,71,43,15,764,0,15,51,286,162,180,179,93,43,1010,0,5,0,60,11,9,4,0,0,89,0,12,18,227,69,31,14,5,0,370,0,9,6,85,94,90,61,41,12,399,5,45,40,124,51,38,27,13,0,344
CED225,0,0,0,5,3,21,62,35,12,141,0,0,3,27,7,23,14,13,10,96,0,0,3,9,3,4,4,0,0,25,0,6,18,57,4,0,3,0,0,81,0,10,9,29,18,12,46,29,22,168,4,55,53,330,177,164,88,39,16,925,0,0,0,38,33,70,73,40,16,266,0,7,0,40,14,11,4,0,0,75,0,0,0,12,19,13,10,0,0,52,6,10,22,223,77,75,58,13,6,492,0,5,3,52,27,30,34,18,15,183,0,0,0,4,6,3,4,0,0,16,0,8,18,61,41,73,83,47,21,357,3,26,22,72,45,30,24,15,3,232,0,19,34,144,96,66,27,26,4,403,3,7,34,183,86,88,65,47,14,530,0,4,0,83,17,11,4,0,0,122,0,5,29,118,69,33,11,3,0,273,0,4,0,26,15,20,11,7,0,75,11,42,39,125,57,38,45,17,0,379
CED226,0,0,0,0,4,6,30,9,4,53,0,0,4,42,9,15,13,0,0,86,0,0,0,18,5,13,6,3,0,53,0,0,30,47,5,0,0,0,0,81,0,10,11,22,25,10,38,23,9,145,7,71,106,358,203,191,139,61,37,1177,0,0,0,8,7,16,12,9,0,59,0,11,11,65,15,8,7,0,0,115,0,0,0,10,16,13,0,0,0,46,0,15,34,180,71,30,42,8,0,380,0,0,0,43,15,25,42,32,36,186,0,0,0,3,0,3,0,0,0,7,0,3,11,48,36,51,57,49,25,287,9,85,75,191,92,91,79,25,6,653,4,26,48,144,117,76,51,35,7,497,0,21,63,232,118,119,82,43,26,708,5,22,21,228,83,52,65,13,4,494,0,9,30,171,57,33,12,5,0,324,0,3,0,28,23,13,3,5,4,86,20,95,93,167,80,64,43,16,8,581
CED227,0,0,0,3,5,11,27,16,0,59,3,5,35,185,72,88,62,18,7,476,0,7,18,119,15,3,6,4,0,177,0,5,12,73,4,3,0,0,0,95,0,3,6,21,28,44,119,118,49,387,17,157,207,503,244,178,72,40,13,1431,0,0,0,5,0,7,0,0,0,22,5,71,56,324,38,27,9,6,0,534,0,0,0,9,18,8,0,0,0,34,9,61,139,538,217,121,45,17,3,1153,0,0,0,47,27,30,37,7,3,153,0,15,17,32,36,17,6,9,0,128,0,10,13,57,64,104,113,64,31,460,0,35,34,44,33,25,12,3,0,175,3,33,62,171,137,88,38,26,3,565,3,194,219,1499,440,215,148,48,8,2777,0,5,5,75,10,4,6,0,0,106,6,4,9,146,43,11,7,4,0,233,0,0,0,14,21,15,8,3,0,58,0,29,22,56,38,23,11,8,0,182
CED228,0,5,0,12,17,92,169,81,18,394,0,0,14,103,25,22,12,11,0,181,0,11,131,631,239,129,52,38,14,1257,0,10,57,375,36,9,9,0,0,496,0,0,0,5,4,14,47,17,12,103,69,522,531,1194,375,288,113,31,3,3126,0,0,4,55,37,62,52,21,4,241,23,178,114,826,87,34,36,8,0,1303,0,0,3,11,11,4,0,0,0,36,9,144,333,1262,607,426,196,44,27,3053,0,0,0,41,36,52,54,19,10,214,0,15,42,114,72,62,21,8,3,330,0,5,14,39,39,95,84,47,25,347,3,49,65,110,73,37,20,6,0,369,0,27,34,111,58,36,23,5,3,304,10,58,90,497,156,93,44,25,4,980,0,4,5,74,6,9,9,0,0,110,14,178,316,392,84,33,18,0,0,1040,0,0,0,14,14,7,6,9,0,56,18,48,42,68,18,21,15,6,0,223
CED229,0,0,0,3,4,0,27,15,6,56,0,0,16,70,5,17,10,4,6,134,0,0,8,7,3,6,0,0,3,37,0,0,48,121,5,0,0,0,0,182,0,12,10,69,25,9,28,19,10,182,5,34,143,1007,371,267,166,46,17,2051,0,4,3,22,11,8,11,4,0,60,0,0,3,36,0,3,0,0,0,55,0,0,5,22,28,5,5,0,0,66,3,15,75,571,71,61,43,16,0,845,0,3,6,125,46,66,156,53,147,606,0,0,0,5,4,3,0,0,0,7,0,0,15,176,62,57,56,34,14,417,4,22,51,227,60,34,25,12,0,426,5,14,60,443,205,150,122,57,38,1088,0,0,27,158,32,32,23,5,4,283,0,8,14,211,18,18,16,0,0,282,6,14,38,352,50,23,11,0,0,489,0,0,6,83,22,26,10,3,3,157,20,88,87,486,150,120,82,24,3,1069
CED230,0,0,0,0,0,10,16,6,0,24,0,0,0,10,3,4,4,0,0,28,0,3,3,64,14,15,5,3,0,105,0,0,10,87,4,0,0,0,0,107,0,0,0,12,12,17,85,60,24,200,10,27,36,169,118,134,88,36,7,625,0,0,0,3,0,0,0,0,0,6,0,13,4,20,3,0,0,0,0,45,0,0,0,0,8,13,4,3,0,32,10,59,55,364,125,94,75,12,0,796,0,0,0,4,0,0,12,6,5,25,0,0,4,23,7,6,0,0,0,42,0,0,6,12,16,43,46,52,10,189,0,0,0,14,9,6,0,0,0,29,5,17,29,72,31,26,17,3,5,205,4,10,0,41,14,9,4,0,7,79,4,0,10,162,8,0,0,0,0,183,0,21,36,173,48,36,12,0,0,324,0,4,4,25,39,40,18,13,0,142,0,5,0,31,24,24,22,8,0,113
CED231,0,0,5,13,21,48,159,160,71,477,0,0,0,35,10,17,15,3,8,89,0,0,0,12,7,3,0,0,0,28,0,0,103,165,0,6,0,0,0,276,0,3,0,20,5,5,29,19,5,89,10,49,89,477,161,138,84,19,0,1031,0,0,0,37,38,41,51,29,6,195,4,10,6,67,10,7,3,4,0,114,0,0,0,14,8,9,0,0,0,31,0,21,51,348,115,87,87,17,4,734,0,0,0,71,20,31,50,30,21,224,0,3,11,20,11,3,10,3,0,61,0,5,4,49,32,42,40,35,18,233,4,18,25,84,33,17,11,0,0,196,0,9,9,99,29,20,16,5,0,180,0,14,14,185,82,79,65,27,17,492,0,3,0,75,12,9,3,0,0,107,5,13,22,222,56,22,10,0,0,347,0,4,6,102,102,81,49,26,6,369,19,34,20,144,35,17,22,3,6,298
CED232,0,0,0,18,11,38,91,29,9,197,0,0,3,39,11,14,8,0,0,79,0,0,0,5,0,0,0,0,0,7,0,11,14,171,10,4,0,0,0,206,4,4,4,16,26,16,60,34,10,166,12,100,92,348,222,146,96,32,6,1062,0,0,3,65,37,51,48,11,0,227,3,13,13,138,13,3,6,0,0,195,0,0,0,6,15,4,0,0,0,30,0,38,44,310,120,53,51,10,0,633,0,0,0,22,8,17,12,5,4,75,0,6,7,23,4,16,3,0,0,64,3,5,11,31,48,68,65,46,7,292,0,28,11,53,30,24,5,0,0,141,0,21,39,114,86,38,18,11,3,326,4,24,33,309,65,38,36,13,3,518,0,3,3,28,4,0,0,0,0,38,4,10,10,137,46,12,9,0,0,233,0,0,6,35,28,13,9,4,0,93,0,25,22,79,33,36,29,0,3,232
CED233,0,0,0,7,0,5,18,10,10,54,0,0,40,70,7,15,5,3,0,138,0,0,77,111,18,8,0,0,0,223,0,5,186,137,0,0,0,0,0,324,0,3,17,72,13,11,16,20,0,158,10,25,332,1404,268,173,98,29,11,2338,0,0,5,28,16,14,8,3,5,82,0,3,21,83,8,5,4,0,0,125,0,0,10,24,16,3,0,0,0,53,10,17,170,879,108,67,40,6,3,1308,0,0,5,88,28,22,19,15,12,191,0,0,0,3,5,0,0,0,0,14,0,0,27,159,40,37,48,25,5,350,3,15,167,444,65,33,24,0,3,766,3,3,73,247,54,29,18,3,5,438,0,3,92,282,35,26,19,9,3,470,5,3,107,580,48,21,16,0,0,778,0,13,155,1142,85,26,11,3,0,1450,0,4,14,87,42,36,27,14,5,219,23,70,152,676,85,62,44,21,0,1119
CED234,0,0,0,4,3,12,47,50,14,120,0,0,3,29,7,13,12,5,5,81,0,6,4,26,3,7,11,3,0,58,0,5,32,63,4,0,0,0,0,101,0,3,5,14,19,20,39,52,31,175,14,52,99,216,144,126,73,47,12,786,0,0,0,15,19,37,37,39,19,158,8,41,25,164,31,19,14,0,0,300,0,0,0,11,15,7,3,0,0,37,0,31,39,285,112,73,75,16,4,638,0,0,0,27,25,29,45,32,18,174,0,0,0,3,0,3,0,0,0,8,0,0,4,22,29,35,41,45,30,212,8,51,71,223,94,103,83,38,13,676,10,35,80,165,148,107,85,36,9,669,3,18,42,208,103,100,95,51,27,645,0,19,26,320,105,85,96,9,0,662,0,12,27,178,53,22,9,4,3,305,3,6,8,24,31,42,11,8,8,135,16,65,50,82,36,41,19,11,0,317
CED235,0,0,0,0,0,13,52,40,8,125,0,0,3,19,12,17,16,0,0,72,0,0,3,7,6,0,5,0,0,19,0,0,0,20,0,0,0,0,0,21,0,0,4,29,27,60,237,142,65,566,0,36,48,197,165,199,173,72,9,901,0,0,0,0,3,0,0,3,0,10,0,4,0,9,6,0,0,0,0,23,0,5,6,7,15,8,3,0,0,43,4,13,21,196,85,102,53,19,3,496,0,0,0,12,17,14,20,10,11,82,0,0,0,5,3,0,0,0,0,5,0,0,6,24,30,87,130,105,30,417,0,0,0,11,10,8,0,0,0,36,6,12,13,49,44,50,33,13,4,222,0,7,5,52,21,25,18,5,4,140,0,0,10,65,3,3,0,0,0,77,5,9,13,80,41,23,6,0,0,169,0,0,0,0,4,3,0,0,0,12,0,22,12,59,37,36,46,9,0,209
CED236,0,0,0,0,0,9,15,20,0,50,0,0,0,5,5,0,0,0,0,14,0,0,0,9,0,4,0,0,0,11,0,0,13,56,3,5,0,0,0,77,0,0,0,16,16,26,91,57,24,232,4,52,81,213,164,182,116,41,17,854,0,0,0,5,0,6,13,15,7,48,3,31,26,68,4,5,0,0,0,133,0,0,4,9,11,4,0,0,0,35,3,51,62,365,130,135,75,12,0,838,0,0,0,10,3,9,11,0,7,38,3,4,10,19,17,7,3,0,0,60,0,3,4,26,11,42,63,44,14,212,0,0,0,10,11,7,0,0,0,26,0,7,14,52,20,16,3,10,0,128,5,14,7,78,16,13,7,5,0,151,0,0,10,146,0,4,4,0,0,161,0,14,14,122,59,29,6,0,0,245,0,0,0,22,42,32,21,3,6,123,5,8,14,33,18,21,25,6,5,120
CED237,0,0,0,5,17,70,171,111,38,417,0,4,17,71,26,32,19,4,5,179,0,0,3,17,6,4,6,0,0,30,0,12,131,545,11,23,3,0,0,732,0,0,3,10,0,3,13,13,9,47,14,135,156,339,105,88,31,12,4,881,0,19,49,449,387,647,760,333,123,2776,7,62,42,341,38,25,15,6,0,534,0,0,0,3,8,3,4,0,0,15,5,53,93,588,235,233,173,33,8,1425,0,0,0,26,20,19,42,12,3,126,0,14,31,53,44,34,21,8,0,199,0,0,9,16,18,35,23,24,7,134,3,27,27,78,34,25,13,6,0,207,0,6,25,49,26,13,10,9,0,144,4,51,102,586,240,207,127,49,22,1384,0,5,3,50,15,9,4,0,0,86,0,12,22,163,48,22,8,3,0,279,0,7,8,72,105,108,71,23,9,397,4,13,30,48,5,12,8,0,0,127
CED238,0,0,0,5,4,10,22,3,3,50,0,0,0,3,0,3,7,0,0,15,0,0,0,11,0,0,0,0,0,11,0,0,9,48,0,0,0,0,0,63,0,0,0,26,21,20,81,92,28,268,10,36,90,262,192,224,128,50,8,1003,0,0,0,0,0,5,3,0,0,8,0,3,0,14,3,0,0,3,0,26,0,0,0,3,9,8,4,0,0,28,9,27,40,241,100,66,41,13,0,536,0,0,0,11,9,5,3,5,7,28,0,0,9,13,0,0,0,0,0,23,0,3,4,28,33,62,66,56,20,274,0,0,0,4,7,12,3,0,0,31,0,17,14,75,37,29,12,6,0,187,0,0,4,56,12,6,7,3,0,91,0,0,5,128,4,0,0,0,0,140,3,9,10,79,27,26,5,0,0,160,0,0,0,3,0,3,0,0,0,10,0,11,8,43,23,28,42,7,0,162
CED239,0,0,0,5,10,30,82,141,88,365,0,0,3,44,9,14,10,0,0,81,0,0,0,12,3,7,3,3,0,34,3,14,512,945,28,16,5,3,0,1532,0,0,5,40,5,10,19,12,3,100,8,40,135,844,210,109,53,18,10,1423,0,0,0,24,11,18,11,16,11,90,30,124,87,605,66,20,13,3,0,944,0,7,0,13,14,6,0,0,0,35,9,28,54,413,104,108,74,30,5,818,0,0,3,59,18,19,35,31,40,208,0,0,3,4,7,4,7,0,0,21,0,0,10,105,28,35,19,13,11,225,0,12,22,125,26,19,13,0,0,214,0,0,20,113,30,16,11,3,0,211,0,19,30,216,62,76,29,23,6,457,0,0,6,88,6,7,3,0,0,108,0,13,19,169,55,18,8,3,0,291,0,10,8,207,258,215,117,82,9,899,10,24,58,348,53,32,16,13,3,556
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,6,4,0,13,0,0,11,28,9,13,5,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,10,0,0,0,0,0,10,0,0,0,4,0,5,0,0,0,11,0,0,0,6,3,3,0,0,0,17,0,0,0,8,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,5,0,0,0,9,3,0,0,0,0,11
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
