CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED222,8,27,66,144,38,23,16,5,0,322,0,18,44,154,123,66,63,23,3,498,16,69,247,1192,263,271,298,155,39,2550,5,3,19,156,12,9,6,0,0,208,5,79,120,304,39,8,12,0,0,574,0,0,12,61,41,74,39,35,8,270,0,35,37,87,34,25,16,7,0,247,28,164,477,1749,1325,1537,820,264,109,6468,0,0,0,10,9,4,5,0,0,35,0,0,11,35,9,14,3,0,0,74,41,214,312,1378,729,681,649,446,148,4593,195,381,580,1558,445,378,298,245,110,4188,5539,10834,13490,32452,11700,10047,7583,4806,1972,98421,0,11,20,81,32,21,6,0,0,174,4688,8014,6929,8841,4622,3250,2312,1372,862,40884,0,19,31,187,39,32,11,0,0,321,0,4,9,94,59,93,61,37,8,354,3,4,9,48,14,5,0,0,0,93,19,115,427,1599,741,603,434,164,62,4165,0,7,10,66,18,5,5,0,0,117
CED223,0,3,0,8,6,5,3,0,0,29,0,10,23,42,43,30,23,5,0,178,0,9,7,37,19,6,5,0,0,92,0,0,4,21,0,0,0,0,0,35,0,10,14,28,5,3,0,0,0,61,0,0,0,4,0,4,0,0,0,9,9,12,16,41,23,24,36,10,0,165,3,21,13,60,15,0,3,0,0,126,0,0,0,6,8,13,22,15,0,79,0,8,6,5,12,5,4,0,0,42,11,62,101,169,124,137,171,154,56,978,202,624,556,1157,706,892,859,500,179,5660,3945,9685,8302,16372,9564,11115,10761,5591,1673,77010,0,0,0,0,0,0,0,0,0,0,3705,8369,6769,14085,8511,9590,8325,4323,1865,65544,0,0,0,14,5,0,0,0,0,13,0,0,0,4,5,5,3,0,0,18,0,0,0,18,0,0,0,0,0,24,0,5,0,19,0,0,0,0,0,29,0,10,3,45,11,27,15,7,0,125
CED224,5,24,12,48,29,17,18,12,0,165,4,62,81,239,197,101,56,36,6,765,3,13,56,325,167,168,136,81,26,967,0,0,5,28,5,4,0,0,0,40,10,20,13,86,16,0,6,0,0,152,0,8,7,88,88,94,62,36,6,390,17,41,26,85,59,55,16,4,0,301,6,15,28,242,221,238,127,33,7,914,0,9,5,21,17,17,12,7,3,88,0,0,0,26,14,12,0,0,0,64,17,142,144,922,577,461,392,222,85,2958,139,269,217,758,313,300,247,200,93,2529,4688,10315,8997,21194,11255,9203,6737,3925,1507,77828,3,50,87,289,65,28,18,3,0,540,4304,8567,6859,12655,7256,5460,4094,2507,1526,53222,0,4,4,32,11,10,6,0,0,73,0,0,3,63,29,61,12,5,0,179,0,4,5,79,22,8,5,0,0,128,0,23,63,333,191,141,71,29,9,857,0,15,13,108,37,23,8,3,0,208
CED225,3,29,18,65,27,11,23,6,0,187,0,12,28,122,95,49,22,15,3,350,0,17,41,206,76,68,73,38,14,531,3,3,4,44,15,3,4,0,0,81,3,21,15,36,14,11,4,0,0,95,0,5,0,27,14,15,12,4,0,78,11,44,46,90,55,40,32,14,0,336,5,23,29,100,81,53,25,17,0,327,0,0,0,15,6,13,11,7,4,58,0,0,4,17,12,0,8,4,0,46,14,100,127,625,326,304,279,165,84,2036,95,240,265,660,285,266,259,187,100,2353,4476,10065,9426,20118,10654,9282,7668,4249,1467,77412,0,0,0,5,0,0,4,0,0,11,4076,8774,7349,14084,8240,7127,5682,3052,1383,59765,0,0,0,20,3,3,0,0,0,33,0,0,3,21,7,24,11,6,6,68,0,5,4,34,7,4,0,0,0,61,0,0,5,18,11,0,4,0,0,33,6,16,9,77,30,23,9,4,0,174
CED226,14,75,74,122,67,40,35,26,5,459,0,20,37,131,102,77,47,38,5,455,0,13,55,252,131,91,67,28,15,666,3,21,21,188,55,27,40,14,0,364,6,16,21,65,13,6,0,0,0,128,0,0,3,29,23,16,8,10,0,89,29,102,85,137,66,40,41,21,5,527,0,32,106,209,196,184,93,32,9,864,0,0,3,11,13,16,7,9,0,61,0,0,0,21,8,13,3,0,0,46,14,97,120,539,265,203,190,158,85,1683,74,231,276,633,312,272,223,181,100,2306,3209,9857,11960,19517,10554,9586,7299,4256,1821,78044,0,0,0,5,0,0,0,0,0,4,2880,7561,8859,10973,7106,6291,4943,3071,1956,53627,0,0,7,49,5,3,0,0,0,66,0,0,0,14,5,11,4,0,0,30,0,6,4,54,15,0,3,4,0,90,0,3,9,6,17,8,7,0,0,58,0,18,20,89,41,30,17,7,0,226
CED227,0,27,39,55,27,19,7,0,0,173,3,42,83,172,143,72,51,25,6,592,8,180,224,1416,553,228,113,51,9,2791,0,6,0,78,3,0,3,0,0,101,5,10,17,45,11,3,0,0,0,86,0,0,0,22,15,17,13,3,0,65,0,26,38,52,38,20,8,6,0,190,0,4,10,47,19,18,10,0,0,120,0,0,5,10,18,16,15,6,0,77,0,4,29,84,46,23,5,0,0,197,10,137,212,763,391,309,207,132,42,2204,225,561,474,1104,468,340,290,206,78,3748,6804,13370,10654,25627,10272,7559,5278,2977,809,83354,4,30,90,276,83,28,15,5,5,535,6155,10886,7483,14783,6559,4842,3616,1895,712,56926,0,19,15,124,21,8,0,0,0,190,0,0,0,45,17,13,9,8,0,91,0,0,7,20,9,4,0,3,0,44,0,0,14,81,11,16,4,0,0,126,0,17,7,33,28,13,9,6,0,106
CED228,7,64,71,91,60,40,15,5,0,352,4,34,51,103,56,41,20,7,0,317,4,58,122,528,173,109,41,16,3,1068,0,0,5,49,7,0,0,0,0,63,9,194,371,213,15,7,9,0,0,826,0,0,0,29,22,18,6,5,0,85,9,46,33,51,20,21,15,3,0,202,3,25,62,271,115,93,59,20,0,658,0,0,3,11,10,12,10,3,0,47,0,8,7,57,20,5,3,0,0,97,46,403,623,1898,934,623,298,173,43,5045,484,918,722,2061,545,394,265,155,67,5614,9037,16071,12911,35997,10709,8100,5335,2270,566,100992,0,3,13,57,15,11,5,0,0,102,7606,11324,6582,10983,4900,4170,2589,1131,432,49719,3,81,62,664,91,37,14,0,0,953,0,0,0,54,25,31,17,3,0,142,0,6,6,43,3,6,0,0,0,70,0,0,0,40,18,7,6,4,0,77,3,5,4,33,13,13,4,3,0,94
CED229,6,29,31,195,30,19,19,7,7,340,0,19,73,455,208,168,130,51,16,1125,0,3,21,232,29,22,20,9,7,343,0,9,11,103,18,3,10,0,0,151,4,9,26,131,18,8,0,0,0,194,0,3,6,89,25,21,11,3,0,165,35,101,98,367,121,107,85,29,3,954,4,8,59,148,51,46,21,4,0,341,0,0,3,60,19,23,6,0,0,114,0,0,7,58,17,19,9,3,0,112,29,153,301,2683,574,429,571,382,179,5305,143,249,411,2037,662,529,421,274,129,4851,3594,6357,8267,33878,10536,8543,6516,3311,1101,82107,0,0,0,32,6,0,0,0,0,41,3151,5088,5840,16115,6744,5401,3793,1717,627,48487,0,0,8,38,0,6,0,0,0,57,3,0,0,55,9,16,8,8,0,93,3,10,38,400,31,15,6,6,0,506,0,0,5,23,11,0,3,0,0,37,4,13,22,237,72,35,11,4,0,392
CED230,0,0,0,8,3,3,0,0,0,16,3,15,25,56,38,27,18,8,0,189,0,8,0,63,12,6,8,3,0,95,5,3,3,77,0,0,0,0,0,85,4,21,41,125,21,7,0,0,0,215,0,4,10,28,35,47,23,18,3,167,0,5,3,27,16,14,20,13,0,89,0,34,21,127,58,70,32,6,0,343,0,0,0,0,0,13,11,4,3,34,0,0,3,21,15,10,0,7,0,55,14,49,65,380,126,130,130,73,28,988,238,802,676,1529,887,1166,1033,706,283,7321,4399,10268,9030,18406,9910,12130,10974,6099,2129,83340,0,10,40,52,17,12,6,0,0,134,4160,8511,7048,14108,8387,9845,8495,5081,2544,68177,0,0,0,17,0,3,0,0,0,22,0,0,0,7,0,3,0,0,0,13,0,0,0,9,0,3,0,0,0,10,0,7,4,38,11,11,9,4,0,73,4,3,5,21,7,14,12,9,0,71
CED231,7,22,15,70,26,14,6,3,3,152,0,17,19,94,38,10,10,7,4,196,0,21,37,173,84,62,68,31,12,493,0,4,3,44,0,3,0,0,0,62,0,21,27,37,11,0,0,0,0,102,3,0,10,113,76,101,41,13,4,365,12,28,24,121,51,24,23,3,0,287,4,29,92,278,284,284,197,62,33,1265,0,0,0,12,4,6,5,0,0,38,0,0,4,25,11,4,4,0,0,48,10,167,211,1175,428,404,305,235,80,3014,135,263,291,951,389,335,237,201,118,2919,4107,8541,8975,22760,10114,8317,6444,3965,1526,74746,0,0,0,11,0,3,0,0,0,21,3601,7215,7084,15062,7376,5721,3654,1862,870,52443,0,4,4,35,7,5,0,0,0,49,0,0,0,38,10,26,20,14,6,110,0,4,8,89,9,8,3,0,0,121,0,0,5,6,10,7,8,0,3,48,0,19,13,89,30,20,5,3,0,177
CED232,0,22,24,39,26,19,3,0,0,139,0,27,42,103,89,41,22,9,0,335,0,28,42,289,89,31,22,14,0,521,0,0,0,17,0,3,0,0,0,28,0,19,16,39,6,5,0,0,0,82,0,0,6,45,40,21,0,5,0,112,6,17,23,61,42,30,24,5,3,211,3,16,12,40,21,14,4,0,0,103,0,6,0,17,8,14,20,8,6,74,0,6,24,52,53,24,5,0,0,174,8,90,100,437,259,215,150,111,28,1410,181,456,381,872,464,464,345,220,63,3452,6024,12544,9798,21504,10448,8598,6364,3138,679,79087,0,0,3,10,0,0,0,0,0,16,5392,10582,7659,15907,8401,6572,4779,1998,703,61984,0,5,0,38,6,3,3,0,0,47,0,0,0,5,3,6,4,0,0,21,0,0,3,21,0,4,0,0,0,36,0,3,0,11,5,3,0,0,0,27,0,6,6,40,25,10,15,0,0,98
CED233,4,17,142,362,53,16,14,4,0,612,0,6,51,274,45,21,26,3,0,427,4,0,99,297,49,21,20,6,4,498,5,10,71,408,20,23,7,0,0,545,6,8,120,548,28,10,3,7,0,727,0,5,7,165,41,41,14,15,0,287,24,64,135,553,125,70,28,20,0,1022,7,55,372,544,270,297,198,70,23,1839,0,0,3,49,15,3,9,8,4,86,0,0,23,48,10,12,0,4,0,95,34,137,572,2960,472,330,211,149,34,4891,185,324,1096,3327,678,561,352,166,72,6752,3252,4892,16371,49750,9062,7144,4835,2358,751,98410,3,3,12,25,7,0,5,0,0,55,2745,3687,8686,20478,4722,3835,2828,1236,455,48668,0,5,33,71,5,7,0,0,0,115,0,0,0,36,12,9,11,4,0,75,0,3,42,297,16,4,4,0,0,365,0,0,45,42,10,15,5,0,0,122,3,12,34,304,35,22,8,5,0,427
CED234,8,51,67,163,84,74,65,27,5,551,0,40,86,153,121,110,69,32,9,606,0,20,60,263,94,88,85,37,23,664,0,33,37,266,68,42,49,23,0,516,3,8,12,48,10,6,5,0,0,92,0,4,5,19,26,37,16,9,3,120,4,55,58,70,54,34,17,8,3,299,0,15,33,163,202,230,121,45,12,832,0,0,4,14,5,21,8,10,0,55,0,0,4,36,19,23,4,4,0,85,13,147,137,519,271,329,293,253,145,2113,92,230,280,686,324,268,263,252,166,2561,4056,10500,11033,21268,11196,10045,7694,5658,2391,83846,0,0,0,8,6,3,3,0,0,21,3689,7904,7071,8725,6382,5198,3590,3153,1507,47211,0,4,8,26,13,7,4,0,0,54,0,0,0,5,7,12,7,10,0,40,0,0,3,31,12,10,4,0,0,56,0,0,6,47,37,36,21,15,7,172,0,10,9,49,31,13,9,3,0,131
CED235,0,0,4,10,0,3,7,0,0,23,0,9,17,60,39,42,36,18,4,219,0,3,9,66,14,18,22,13,0,148,0,0,4,49,0,0,0,0,0,59,0,23,13,18,0,0,0,0,0,53,0,0,0,0,5,0,3,0,0,19,0,15,19,27,18,27,47,10,0,166,0,3,3,37,12,8,5,4,0,72,0,0,6,12,8,21,26,17,4,86,0,0,3,16,9,8,9,0,0,41,4,14,27,176,96,150,214,158,47,882,208,545,388,1060,650,779,782,493,187,5090,3894,9007,7146,14995,8496,10239,10509,5567,1618,71468,0,0,0,0,0,0,0,0,0,0,3520,7633,6198,13186,7403,8587,7798,3802,1596,59721,0,0,0,5,0,0,0,0,0,4,0,0,0,8,3,8,4,5,0,24,0,0,0,9,0,4,3,0,0,19,3,0,4,15,4,4,0,0,0,33,0,3,4,27,15,21,17,5,0,88
CED236,0,0,0,9,11,0,0,0,0,14,0,12,20,41,19,16,9,3,5,126,4,15,8,83,21,12,6,6,0,153,0,0,4,53,0,0,0,0,0,59,3,10,15,39,13,3,4,5,0,88,0,0,3,33,36,40,15,16,0,145,4,13,8,28,10,15,14,3,0,89,0,9,0,37,20,5,3,0,0,70,0,4,5,6,7,9,14,9,0,44,0,0,5,12,13,7,0,0,0,32,17,108,113,325,126,146,120,92,30,1078,266,707,649,1388,812,888,871,589,236,6400,4467,10260,9228,17547,9868,10768,9871,5707,1784,79509,0,22,79,126,56,22,3,0,0,312,3844,8453,7018,13348,8125,8881,7684,4418,1977,63748,0,3,0,12,5,0,3,0,0,21,0,0,0,4,0,0,0,0,5,9,0,3,0,11,0,3,0,0,0,23,0,0,4,12,3,0,5,0,0,25,5,6,5,31,13,8,8,0,0,74
CED237,3,25,25,48,19,21,12,0,0,163,6,12,22,54,37,30,10,0,0,170,3,45,154,665,280,212,144,51,11,1558,4,0,0,31,8,10,0,0,0,55,4,10,20,54,10,3,3,0,0,97,0,3,7,87,94,103,64,32,4,399,9,15,25,45,18,11,7,0,0,139,5,43,81,440,340,362,210,42,18,1549,0,0,0,8,7,8,5,0,0,27,0,6,17,52,25,8,0,0,0,105,32,238,303,1229,579,517,405,186,64,3553,192,424,489,1157,444,346,259,257,127,3697,5818,11490,10953,26576,10304,8739,6427,3422,1160,84897,0,15,11,64,26,14,8,0,0,137,5073,8950,7070,12007,5607,4044,2133,997,401,46275,0,12,3,111,19,0,3,0,0,159,0,0,0,63,50,47,30,15,5,210,0,0,6,41,10,9,7,0,0,74,0,5,11,57,25,44,18,6,0,169,0,7,5,27,12,9,3,0,0,59
CED238,0,0,0,0,4,0,3,0,0,15,0,20,14,50,43,19,14,3,0,171,0,6,8,66,10,8,11,0,0,118,0,0,9,113,0,0,0,0,0,127,3,12,11,22,3,0,0,0,0,59,0,0,0,10,5,4,5,0,0,19,3,4,9,27,22,25,31,14,0,139,7,9,9,56,10,3,0,0,0,93,0,0,0,11,7,6,15,7,4,47,0,0,3,16,9,5,5,0,0,44,0,21,31,262,91,88,104,67,25,691,234,574,509,1130,742,807,826,487,199,5502,3960,9351,8199,16695,9679,11192,10653,5409,1708,76844,0,0,5,8,0,0,0,0,0,9,3515,7889,6669,13497,8447,9688,8611,4709,2266,65291,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,9,4,0,0,0,0,19,0,0,0,6,6,0,0,0,0,14,0,4,6,39,14,26,10,7,3,99
CED239,4,15,11,78,26,7,5,0,0,148,0,0,18,123,33,7,9,7,0,203,5,20,38,224,58,74,25,18,0,466,0,0,4,62,4,0,5,3,0,70,0,18,22,68,5,0,0,0,0,115,0,27,12,267,201,243,95,60,12,928,12,34,24,226,67,27,20,8,6,427,0,26,25,147,104,92,65,12,6,481,0,0,3,26,5,9,0,3,0,49,0,0,3,28,5,6,0,0,0,43,19,140,137,1245,314,249,210,165,73,2547,170,283,372,1293,397,298,232,200,136,3371,4604,7815,9182,29963,9371,7099,4524,2957,1711,77216,0,6,11,21,0,3,0,0,0,43,4135,6503,6868,18157,6370,4549,2210,994,866,50655,0,19,22,152,28,15,12,0,0,248,0,0,0,28,7,15,6,6,5,77,0,7,7,136,19,7,3,0,0,176,0,0,0,10,6,0,3,0,0,21,3,11,6,156,40,6,8,5,0,235
CED294,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,17,0,0,0,7,0,3,0,0,0,16,0,0,0,5,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,6,0,0,0,8,3,3,0,0,0,12,3,6,4,11,4,0,0,0,0,25,0,0,0,3,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,7,7,47,21,6,14,0,0,116,82,152,196,811,414,269,123,20,10,2079,222,370,575,1944,912,644,392,90,15,5170,0,0,0,0,0,0,0,0,0,3,115,187,298,689,232,260,124,26,10,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,0,0,0,24,0,0,0,17,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
