CED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
CED224,0,0,5,16,5,9,10,0,0,51,0,18,22,178,66,38,33,27,18,391,0,6,4,57,52,77,134,162,86,576,4,13,15,22,20,12,5,0,0,93,0,4,13,51,19,5,0,0,0,103,0,3,8,44,30,28,27,10,6,146,5,13,27,165,53,55,47,11,4,380,0,0,0,0,5,10,26,19,6,70,0,4,15,95,43,63,54,36,4,307,0,0,3,20,10,8,6,5,3,58,0,0,14,41,5,0,3,0,0,67,5,3,5,27,18,15,54,44,22,193,9,74,119,477,250,205,93,42,4,1267,0,0,0,129,94,96,62,31,10,423,6,46,58,151,39,12,9,0,0,329,0,0,0,3,23,10,4,0,0,43,0,12,43,213,93,75,37,9,4,489,0,0,4,59,37,50,67,19,12,255,0,0,6,8,5,3,5,0,0,33,0,18,27,109,85,96,89,69,21,516
CED225,0,0,4,21,8,10,10,0,0,58,0,11,11,100,73,41,35,22,10,304,0,0,3,67,56,172,439,285,173,1194,0,5,11,22,15,8,7,3,0,72,0,3,15,51,24,8,3,4,0,116,0,0,5,28,31,52,39,25,7,193,0,24,44,214,75,93,94,34,3,587,0,0,0,0,5,21,48,36,9,120,0,0,3,23,3,25,14,6,0,78,0,0,6,8,3,3,0,0,0,16,0,0,31,52,5,0,0,0,0,98,0,7,6,24,29,15,44,32,14,174,7,38,79,327,190,174,85,41,9,942,0,0,0,27,37,54,73,32,6,229,0,9,16,66,20,3,4,3,0,122,0,0,0,5,14,11,0,0,0,38,0,17,24,135,45,20,21,3,0,272,0,0,0,32,13,26,34,9,10,119,0,0,0,0,7,0,4,0,0,6,0,5,13,70,50,63,87,67,12,368
CED226,0,5,0,17,6,10,0,0,0,35,3,9,7,76,30,38,24,17,10,210,0,3,0,72,33,93,177,159,130,683,4,17,16,31,13,17,7,3,0,114,0,18,38,112,53,27,11,0,0,262,0,0,0,11,15,19,10,11,4,65,0,63,170,453,343,271,283,123,30,1733,0,0,0,0,3,11,13,10,0,33,0,0,7,35,9,17,14,4,4,84,0,0,8,7,0,3,0,0,6,29,0,0,37,65,0,0,3,0,0,109,0,8,22,25,22,17,40,26,12,159,3,61,129,370,202,189,127,52,16,1156,0,0,5,5,7,12,14,4,0,53,0,11,36,98,15,12,9,0,0,186,0,6,3,7,22,9,7,0,0,46,0,14,28,112,43,10,7,4,0,218,0,0,0,22,6,17,29,24,13,109,0,0,0,0,0,0,0,0,0,0,0,4,8,39,44,54,49,44,13,262
CED227,0,6,15,23,15,9,0,0,0,63,0,17,10,62,21,29,13,15,11,174,0,5,5,44,25,55,99,73,27,340,0,8,6,5,8,0,0,0,0,21,0,11,12,49,30,8,0,0,0,112,0,5,4,31,19,15,7,0,0,81,0,53,42,101,55,35,15,8,0,310,0,0,0,0,5,15,33,18,0,68,0,3,40,171,62,100,50,18,0,461,0,7,22,119,37,8,3,3,0,200,0,3,5,72,6,5,0,0,0,98,0,0,4,19,21,39,146,102,25,365,22,209,229,468,254,193,93,35,3,1504,0,0,0,15,14,6,8,0,0,38,7,76,64,340,52,30,18,0,0,590,0,0,0,10,6,0,5,0,0,21,7,69,153,393,195,60,25,3,0,906,0,0,0,36,23,14,22,13,0,108,0,3,15,46,29,17,7,0,0,122,0,10,16,66,72,89,92,63,15,426
CED228,0,4,4,40,27,15,8,3,0,114,0,9,3,58,24,14,15,10,0,135,0,8,11,49,47,151,213,185,85,753,0,6,11,12,11,4,0,0,0,49,0,7,8,81,25,4,6,0,0,130,8,19,28,249,83,69,20,7,0,483,8,82,69,288,79,55,41,13,0,648,0,0,5,17,30,78,167,78,11,385,0,3,11,94,28,19,13,12,0,183,0,20,170,644,250,113,65,23,8,1279,0,10,54,365,47,6,4,3,0,496,0,3,0,9,4,15,27,28,7,92,75,538,586,1111,340,273,107,33,4,3064,0,3,5,44,45,55,68,25,0,253,35,200,166,912,169,29,22,4,0,1556,0,0,4,7,12,4,0,0,0,34,10,127,335,909,461,273,117,23,7,2262,0,0,0,42,23,35,37,18,0,157,6,7,25,115,74,65,24,6,0,323,0,4,11,35,30,93,78,35,12,300
CED229,0,0,0,23,5,5,6,0,0,35,0,11,34,725,66,52,37,12,7,939,0,8,11,378,60,72,100,61,46,738,3,17,24,103,43,26,13,0,0,232,6,11,21,276,18,13,0,4,0,351,0,0,0,22,11,7,14,5,0,66,5,17,126,569,86,61,67,17,7,954,0,0,0,11,11,12,19,14,3,67,0,0,15,84,8,19,3,6,0,137,0,0,14,18,0,0,8,0,0,37,0,0,96,151,6,0,0,0,0,252,0,7,7,79,27,26,29,25,7,205,4,42,124,992,385,264,140,50,8,2000,0,4,5,35,23,13,11,0,0,86,0,3,23,125,5,6,0,0,0,159,0,0,3,8,12,6,5,0,0,38,0,16,36,336,48,26,13,10,0,477,0,6,6,70,27,52,138,53,55,409,0,0,0,4,0,0,0,0,0,5,0,0,11,213,87,73,60,39,4,489
CED230,0,0,0,10,12,4,0,0,0,32,0,0,0,19,3,8,12,9,4,56,0,0,3,21,5,41,152,123,79,433,0,0,0,0,0,0,0,0,0,4,0,0,4,20,0,4,0,0,0,27,0,0,0,3,0,0,4,0,0,14,10,31,149,742,139,41,13,0,0,1124,0,0,0,0,0,12,24,7,3,53,0,0,0,6,3,0,9,0,0,22,0,0,16,66,29,11,3,3,0,125,0,3,4,92,4,0,0,0,0,106,0,0,0,20,12,22,81,60,16,211,6,30,29,131,108,116,96,34,10,561,0,0,0,0,0,5,6,3,0,7,0,11,13,36,11,7,0,0,0,74,0,0,0,0,7,6,4,0,0,16,9,48,68,219,61,12,0,0,0,431,0,0,0,3,5,3,10,9,4,29,0,3,10,71,8,6,5,0,0,104,0,3,0,10,22,43,47,35,4,167
CED231,0,9,19,70,43,34,13,4,0,188,0,6,7,136,40,36,30,22,10,290,0,15,19,159,75,346,713,735,421,2479,0,9,10,37,19,9,4,0,0,89,0,4,21,65,18,0,0,3,0,118,0,3,10,60,71,86,75,40,13,350,0,9,32,243,67,40,44,17,3,456,0,0,0,5,17,47,116,131,50,368,0,0,0,37,10,20,13,8,0,86,0,0,0,7,6,3,5,0,0,24,0,0,200,200,3,0,0,0,0,403,0,3,5,30,14,17,41,26,13,134,12,55,94,420,193,118,60,23,6,975,0,0,0,21,26,35,46,34,6,171,0,13,49,141,21,7,7,0,0,240,0,0,0,7,9,8,0,3,0,30,0,33,37,200,51,35,43,18,0,430,0,4,0,37,14,35,44,17,9,156,0,3,7,18,11,0,4,0,0,52,0,4,3,52,43,53,54,29,3,258
CED232,0,14,10,105,36,21,6,4,0,206,4,5,0,75,38,19,28,15,4,193,0,9,7,38,48,141,249,129,20,653,0,7,0,0,3,4,3,0,0,26,0,3,8,25,6,0,3,0,0,46,0,4,3,41,33,21,17,8,0,127,3,18,26,89,32,22,22,3,0,219,0,0,0,12,15,42,107,50,8,234,0,4,7,43,10,10,10,4,0,81,0,0,0,0,0,0,3,0,0,7,0,7,17,157,14,9,0,0,0,201,0,0,6,15,15,21,50,39,14,165,17,125,110,329,207,144,85,31,6,1048,0,3,0,74,32,66,50,19,4,246,4,20,22,153,30,10,0,0,0,243,0,0,0,0,14,12,0,0,0,30,0,41,60,203,70,18,13,3,0,412,0,0,3,10,8,11,16,8,0,62,0,0,10,33,9,17,3,0,0,69,0,8,9,47,45,61,59,44,9,275
CED233,0,0,5,54,9,15,6,0,0,85,4,4,22,346,49,33,29,13,7,500,0,6,46,354,39,83,134,102,101,869,0,13,71,165,32,8,5,0,0,304,9,14,106,736,44,10,4,0,0,922,0,0,10,44,16,13,19,10,4,110,5,21,750,1662,187,100,80,24,5,2845,0,0,0,3,3,16,18,10,6,54,0,4,25,88,7,5,4,4,0,136,0,0,93,73,3,6,7,0,0,183,0,4,251,196,3,0,0,0,0,462,0,8,19,89,15,23,25,27,3,202,5,23,275,1523,302,194,101,34,8,2465,0,0,5,25,11,11,14,9,0,70,0,10,50,179,7,6,0,0,0,251,0,0,4,19,19,0,4,0,0,43,6,24,140,696,64,30,17,0,0,982,0,0,3,61,17,16,15,13,3,124,0,4,0,6,3,0,0,0,0,16,0,4,13,192,51,68,41,15,3,393
CED234,0,8,8,40,13,9,8,3,0,91,0,8,8,30,22,21,19,14,7,116,0,10,16,71,60,155,439,508,320,1575,0,16,16,32,20,12,19,10,0,120,7,43,64,227,130,51,25,12,0,563,0,0,5,26,38,59,71,24,12,236,9,132,354,1108,418,358,394,165,30,2960,0,0,0,0,7,14,25,45,16,99,0,0,0,27,7,8,5,4,0,61,0,0,0,19,4,7,6,5,8,52,0,0,37,81,3,0,0,0,0,132,0,5,8,10,23,15,59,43,29,181,5,73,111,237,150,131,76,44,10,833,0,0,0,12,13,31,41,29,12,135,3,38,65,265,46,15,10,5,3,444,0,6,0,8,23,4,0,0,0,38,0,33,38,168,45,37,29,3,5,364,0,3,0,18,5,18,42,25,13,117,0,0,0,0,0,0,0,0,0,5,0,5,0,22,33,41,45,49,14,206
CED235,0,0,0,7,0,0,0,0,0,10,0,9,0,29,26,30,32,31,3,161,0,4,3,27,5,47,155,100,49,388,0,0,3,9,4,3,3,0,0,26,0,0,0,18,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,14,0,0,5,20,8,8,6,7,0,56,0,0,0,4,3,28,48,41,11,138,0,4,0,13,11,8,19,6,0,66,0,0,4,11,8,0,0,0,0,22,0,0,4,18,0,0,0,0,0,29,0,0,0,18,28,60,210,172,48,537,5,21,47,206,147,198,169,72,15,880,0,0,0,0,0,3,5,0,0,11,0,0,5,11,6,0,0,0,0,19,0,4,0,4,9,6,6,0,0,28,4,13,27,72,10,13,9,3,0,144,0,0,0,13,12,6,27,9,0,58,0,0,0,34,0,0,0,0,0,38,0,4,8,22,32,77,118,92,30,381
CED236,0,21,29,121,49,44,15,0,0,280,0,11,3,24,14,13,25,8,0,107,0,0,0,17,15,67,190,204,103,602,0,0,0,6,3,0,0,0,0,7,0,0,4,7,0,7,0,0,0,22,0,0,0,4,0,5,3,0,0,18,0,36,43,344,65,36,14,0,0,539,0,0,0,6,3,0,32,13,3,59,0,0,6,6,4,0,0,0,0,16,0,0,0,11,0,0,0,0,0,10,0,3,16,65,6,0,0,0,0,92,0,0,6,12,19,28,92,77,14,248,4,61,94,181,137,157,116,59,6,817,0,0,0,5,3,3,17,7,5,53,4,35,23,89,14,3,3,0,0,180,0,0,0,7,13,4,3,0,0,29,0,75,62,273,66,16,7,0,0,494,0,0,0,0,5,0,6,0,4,21,0,5,16,28,17,9,6,0,0,77,0,0,5,16,11,43,73,54,6,215
CED237,5,92,138,484,333,243,83,26,4,1409,0,16,8,42,17,20,10,16,4,135,0,21,34,152,136,412,795,624,301,2467,0,4,4,11,8,0,0,0,0,34,0,4,10,53,17,4,6,0,0,100,4,14,38,261,217,227,124,46,8,937,0,26,62,239,68,68,71,15,6,551,0,0,0,8,15,60,145,103,26,359,0,6,21,76,24,33,33,9,0,194,0,0,6,18,0,3,0,0,0,30,4,10,131,562,37,7,4,0,0,770,0,0,0,12,3,10,11,16,11,60,11,153,169,324,125,97,35,5,4,924,0,27,57,421,344,579,794,361,94,2675,10,76,75,437,67,27,12,4,0,708,0,0,0,4,5,0,0,0,0,15,0,69,122,422,149,126,92,17,3,1003,0,0,5,19,14,13,28,12,9,92,0,6,15,54,48,53,22,8,0,205,0,5,0,20,4,29,30,21,0,112
CED238,0,0,4,3,0,0,0,0,0,10,0,14,12,43,18,21,26,23,3,161,0,0,0,16,3,13,41,23,12,111,0,0,4,8,3,3,0,0,0,20,0,3,4,29,0,0,0,0,0,41,0,0,0,4,3,0,0,0,0,12,0,4,7,39,13,9,6,6,0,77,0,0,0,0,0,21,29,11,3,64,0,0,0,4,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,8,0,0,4,72,6,0,0,0,0,81,0,0,4,22,15,18,118,93,31,302,6,56,78,292,203,236,140,47,9,1065,0,0,0,0,3,8,8,0,0,15,0,4,0,24,7,0,0,0,0,38,0,0,0,4,4,3,9,0,0,22,6,38,43,154,31,10,5,0,0,289,0,0,0,8,5,3,5,3,0,27,0,0,7,35,0,3,0,0,0,47,0,0,3,19,25,48,72,43,18,228
CED239,0,9,10,93,70,59,28,10,8,286,0,3,9,154,47,23,18,6,6,262,0,11,25,255,124,385,607,753,628,2786,0,5,16,56,18,5,4,4,0,103,0,4,8,56,11,3,0,0,0,89,0,17,37,296,278,283,247,102,24,1285,3,11,49,238,39,36,32,9,0,418,0,0,0,4,7,34,80,87,58,273,0,0,10,53,9,9,5,3,0,89,0,0,5,11,0,9,8,0,0,39,0,17,743,1269,41,7,6,0,0,2088,4,3,7,32,18,9,13,8,3,96,3,32,71,918,201,102,42,15,0,1383,0,0,0,16,15,13,16,14,7,78,19,139,232,989,122,45,10,0,0,1550,0,0,0,10,10,4,0,0,0,29,5,30,47,278,56,34,29,7,6,486,0,0,3,42,13,27,24,13,13,137,0,0,5,4,6,7,0,0,0,27,0,3,4,97,41,40,23,17,7,234
CED294,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,4,6,0,0,0,0,8,0,0,3,27,6,4,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,4,7,0,9,0,0,9,36,17,11,5,0,0,87,0,0,0,4,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,5,3,0,0,18
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
