POW_SA3_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
20703,5,3606,2758,287,108,20,5,3174,2787,347,141,26,14,3317,2730,348,162,21,8,3268,2211,289,123,12,10,2641,1474,190,100,13,6,1778,430,98,56,4,0,593,106,41,13,0,0,163,29,11,6,6,0,54,24120,2173,1062,157,68,27579,1588,4,26,12,3,1628,2484,12,95,9,10,2602,1693,44,107,14,3,1856,1565,96,120,28,0,1817,1620,154,152,51,4,1981,1424,117,158,44,10,1753,1325,148,159,44,3,1687,1265,129,155,35,4,1586,1185,108,148,28,12,1490,1028,96,144,32,8,1309,543,81,90,21,6,744,198,56,75,29,0,358,102,33,49,20,0,206,16016,1084,1480,366,73,19018,2047,103,129,39,27,2345,500,41,43,23,59,662,42678,3403,2713,584,225,49600
20801,3,1844,1289,339,134,18,7,1785,1318,509,195,31,5,2059,1388,512,214,27,7,2146,1135,477,176,22,8,1819,647,279,158,27,4,1113,263,163,73,9,0,513,66,90,31,8,0,196,11,45,17,6,0,78,12056,2894,1298,168,46,16472,1445,0,24,5,0,1488,1937,10,65,0,5,2014,949,20,82,10,0,1058,790,54,89,19,5,947,802,101,136,28,5,1068,771,139,175,26,4,1119,857,188,210,44,0,1295,846,190,239,49,4,1322,822,199,204,51,8,1286,727,195,206,51,5,1185,391,172,148,46,7,764,207,135,97,38,3,476,70,96,58,48,0,264,10593,1493,1728,420,51,14290,1330,96,177,23,17,1646,339,42,31,24,51,483,24314,4522,3239,632,168,32884
20802,5,2689,1797,423,193,41,11,2456,1900,467,260,32,8,2675,1743,503,239,26,3,2518,1402,372,227,31,9,2042,927,287,168,19,4,1408,341,153,110,12,0,621,91,88,49,3,0,233,20,32,16,5,0,80,16466,2978,1733,238,64,21477,1754,0,23,3,5,1787,2463,16,119,18,5,2616,1472,36,152,12,4,1680,1194,84,173,34,3,1496,1250,149,253,40,11,1696,1034,167,272,48,7,1524,1092,201,265,29,8,1592,1063,181,298,58,3,1608,990,151,262,46,3,1450,853,170,240,43,0,1303,571,135,179,48,5,938,243,108,119,35,6,521,105,46,61,32,7,253,14080,1444,2422,452,71,18477,1517,101,235,44,20,1921,450,66,52,20,55,638,32506,4588,4444,760,209,42510
20803,15,5031,4018,574,200,32,16,4839,4480,637,244,48,18,5419,4317,715,277,33,14,5361,3518,620,229,35,16,4417,2215,422,150,29,22,2849,784,232,86,17,8,1129,183,107,36,14,0,341,43,48,16,3,4,105,35939,4344,1740,277,142,42444,3143,7,12,17,8,3178,3601,9,89,7,11,3717,1936,45,111,0,7,2101,1586,66,150,34,13,1847,1625,166,201,42,3,2045,1556,169,228,44,12,2012,1636,183,253,62,11,2143,1658,234,229,48,14,2177,1534,200,180,40,14,1970,1267,180,214,44,10,1717,675,157,144,47,3,1025,303,90,88,49,8,539,131,76,46,37,3,292,20651,1587,1945,475,108,24764,2799,123,204,61,40,3228,783,70,74,37,113,1076,60163,6127,3969,850,402,71510
20804,3,1518,1002,160,66,7,0,1245,1053,206,70,3,3,1346,977,223,83,14,5,1307,691,164,67,12,0,935,475,117,46,6,0,639,189,77,27,3,0,296,49,28,24,5,0,104,5,21,9,3,0,47,9862,1269,566,79,29,11808,1217,0,14,3,0,1239,2471,3,36,7,6,2522,1146,11,32,0,0,1192,781,26,68,7,0,888,739,52,70,19,0,880,586,60,72,21,0,739,565,69,86,12,0,742,614,69,98,17,4,799,530,67,80,20,0,698,495,74,83,12,5,672,284,52,58,18,0,408,133,44,55,25,0,262,48,30,33,18,3,137,9605,565,791,183,23,11170,1716,48,60,15,8,1849,291,22,15,15,21,373,21476,1901,1437,293,87,25202
20901,9,2772,2197,326,158,16,9,2701,2243,380,167,18,6,2820,2191,377,176,16,0,2763,1764,327,154,16,8,2270,1279,215,109,15,12,1628,492,123,62,12,3,690,93,58,31,9,0,195,15,27,18,5,0,64,20214,2382,1265,141,64,24054,1845,6,24,11,0,1888,2448,14,85,15,9,2564,1494,28,120,11,6,1661,1534,70,156,22,0,1788,1609,96,199,32,3,1942,1402,137,225,35,10,1801,1451,122,219,29,5,1829,1456,132,197,21,6,1823,1348,140,173,32,4,1691,1164,125,180,38,12,1518,620,115,126,26,9,885,211,76,76,19,4,374,80,43,39,19,0,182,16661,1108,1814,303,70,19954,2197,94,180,28,17,2516,467,56,45,19,64,648,39533,3639,3297,488,215,47174
20902,8,2598,2014,234,142,22,10,2415,2092,227,116,22,11,2464,2004,250,133,16,4,2405,1673,181,109,15,11,1991,1087,121,69,13,3,1294,366,67,43,3,6,480,78,29,10,3,3,121,19,16,4,4,0,44,17485,1569,1021,124,68,20271,1185,8,19,6,3,1215,1937,19,75,8,3,2038,1253,35,133,17,4,1436,1204,54,153,20,4,1440,1107,79,162,18,4,1370,1035,80,141,28,6,1293,974,73,130,20,3,1206,883,74,124,27,10,1125,831,74,92,11,6,1018,740,60,87,20,3,911,363,38,48,8,7,464,137,20,25,7,0,202,40,16,15,0,0,78,11700,624,1204,192,63,13791,1649,57,119,32,18,1872,522,32,40,20,67,680,31359,2285,2387,375,217,36609
20903,4,738,520,189,89,11,7,806,607,235,107,15,0,963,628,237,107,9,12,996,491,195,110,16,3,820,317,137,64,17,4,534,94,59,41,10,6,211,29,37,28,3,0,97,5,17,10,0,0,35,5108,1391,777,98,35,7405,1036,4,18,4,0,1061,825,3,49,3,0,878,358,3,46,4,0,422,342,26,74,11,0,454,414,54,111,12,0,595,388,71,109,26,3,601,434,77,116,18,4,651,413,86,132,16,3,650,397,109,118,25,7,654,333,131,112,38,6,614,194,79,88,33,0,399,76,40,41,22,0,178,53,40,28,20,0,138,5257,732,1033,232,42,7295,733,59,128,17,18,953,135,20,25,14,24,216,11233,2211,1962,350,113,15870
20904,19,5453,3921,621,287,41,22,4883,3877,575,263,30,14,4753,3556,582,216,39,21,4411,2944,471,200,26,24,3674,1823,327,142,22,12,2324,643,179,56,15,9,910,104,55,39,5,5,204,23,40,10,5,0,83,34714,4120,2068,265,179,41344,3472,6,18,18,5,3519,3625,32,105,15,6,3782,2255,73,195,25,15,2560,2268,146,313,54,12,2793,2381,221,362,72,17,3052,1980,209,299,51,20,2559,1866,173,257,41,21,2358,1681,173,217,43,21,2127,1476,141,181,48,17,1858,1174,147,173,35,19,1550,596,90,99,30,13,824,183,47,40,22,6,298,78,33,29,19,0,157,23042,1494,2274,469,159,27436,2772,159,270,78,30,3311,1060,120,90,61,126,1456,61582,5896,4703,875,497,73549
21001,9,3066,2371,319,86,12,0,2790,2433,320,113,22,9,2903,2380,339,94,16,9,2843,1838,312,86,11,13,2256,1212,190,71,8,12,1490,388,102,23,0,0,514,68,40,13,6,3,126,17,22,9,0,0,48,20829,2196,748,100,78,23944,1265,0,4,10,0,1285,1547,5,50,7,8,1608,962,22,56,8,6,1054,895,41,65,18,6,1029,815,81,86,24,5,1008,736,68,88,24,6,924,813,84,101,13,3,1015,825,90,97,24,5,1045,670,95,81,23,9,872,606,99,71,15,3,797,308,71,48,26,5,464,106,41,21,8,3,186,42,27,12,12,0,91,9593,724,791,213,50,11375,1472,67,110,35,23,1708,537,54,55,27,60,731,32430,3043,1693,379,210,37754
21002,4,401,320,92,56,11,9,487,312,103,49,11,3,472,323,142,64,15,3,551,242,95,49,7,7,398,131,74,42,8,0,262,67,16,19,7,4,115,16,13,16,8,0,50,4,11,14,5,0,41,2873,694,427,90,38,4120,557,0,0,0,3,561,383,0,13,3,0,393,179,8,29,5,0,217,167,17,33,8,0,224,201,14,69,10,0,302,225,24,55,19,0,321,261,38,45,13,0,355,219,39,57,7,0,331,207,35,56,12,5,316,173,27,58,29,3,292,103,28,38,16,0,190,38,24,18,19,6,101,11,15,19,9,3,60,2723,270,496,153,24,3668,354,42,44,8,6,466,113,6,15,10,16,158,6062,1018,979,256,89,8406
21003,4,1117,761,159,79,10,0,1016,741,164,112,10,6,1033,764,148,95,20,5,1042,654,131,86,9,3,880,444,76,44,5,4,571,125,43,22,3,0,192,36,9,8,0,0,53,10,9,3,0,0,28,6963,1100,717,79,37,8896,474,3,0,0,0,486,781,15,49,3,0,851,532,30,112,7,0,683,523,46,106,17,3,688,508,47,109,28,0,693,462,52,112,15,6,649,420,48,112,22,4,604,416,58,99,22,3,602,385,53,63,16,5,518,300,46,48,11,8,410,141,15,31,9,0,203,64,22,14,9,0,105,18,7,9,3,0,43,5032,436,856,163,36,6527,581,34,111,20,16,762,217,26,26,9,21,302,12794,1598,1713,269,110,16490
21004,0,554,418,72,47,7,0,538,397,99,47,8,4,553,386,93,43,9,9,532,322,75,46,3,3,452,181,55,30,3,0,273,79,19,13,10,5,118,17,9,5,4,0,32,7,11,0,0,0,21,3910,623,391,59,16,4992,681,0,5,3,0,697,564,7,13,0,0,585,281,15,34,3,0,335,284,11,57,10,0,367,311,21,65,11,3,419,271,27,37,6,0,345,271,25,56,8,0,360,280,38,42,10,4,379,246,35,48,7,0,339,237,28,51,5,0,318,105,20,34,14,7,175,39,14,15,5,0,77,22,10,3,0,0,30,3602,245,467,93,19,4424,481,22,77,14,8,594,113,17,17,4,9,159,8102,901,942,163,61,10171
21005,39,7956,5933,582,274,36,24,6856,5882,593,210,31,25,6743,5825,588,239,32,18,6709,4901,535,187,22,18,5659,3004,310,105,11,17,3445,1003,147,50,17,10,1228,161,57,15,8,0,251,35,22,11,0,0,77,50969,4196,1903,230,221,57514,2549,12,28,18,7,2612,3519,35,116,19,20,3710,2571,98,191,24,21,2899,2361,141,283,66,12,2867,2408,226,316,70,28,3049,2107,205,237,46,20,2611,1982,172,193,58,20,2421,1852,167,184,44,15,2270,1631,155,183,38,14,2022,1182,141,129,22,11,1481,535,62,70,23,8,693,173,56,35,20,4,286,71,28,16,11,4,124,22952,1493,1972,454,177,27049,3764,160,204,57,64,4247,1561,168,125,62,152,2063,79243,6011,4207,805,612,90874
21101,10,5290,4326,534,211,39,17,5116,4599,504,226,33,18,5380,4435,586,241,31,19,5324,3930,551,240,29,13,4762,2368,400,180,26,7,2981,812,192,77,6,7,1092,143,75,33,6,0,263,31,49,12,5,0,95,37874,3791,1824,239,108,43835,2967,9,24,14,5,3006,3047,20,77,15,3,3159,1691,37,138,19,6,1891,1591,88,168,43,3,1893,1706,136,221,52,9,2119,1596,152,236,53,6,2043,1669,184,217,50,7,2135,1679,204,246,46,9,2179,1595,156,241,38,12,2038,1428,206,216,42,12,1903,770,138,155,44,6,1114,295,88,93,24,0,501,107,41,45,22,7,218,20132,1461,2065,465,84,24206,2562,128,260,56,17,3031,774,62,71,31,74,1014,61347,5440,4222,801,283,72089
21102,0,226,166,50,27,8,0,245,189,88,30,10,0,319,214,113,34,5,0,369,177,91,41,9,0,317,107,57,21,3,0,192,41,30,18,3,0,93,16,11,6,0,0,32,3,10,8,5,0,21,1608,527,243,48,5,2433,202,0,9,0,0,213,241,0,17,3,0,258,135,4,18,0,0,164,125,13,23,6,0,165,138,16,27,6,0,185,139,23,27,6,0,198,159,27,44,15,0,239,165,40,45,9,0,267,168,34,53,14,3,269,141,41,54,17,6,255,67,39,35,9,0,151,25,30,19,10,0,83,18,20,15,15,0,68,1711,278,387,127,8,2508,220,25,38,12,0,299,45,11,0,4,0,71,3588,838,674,190,20,5311
21103,12,2856,2243,392,142,18,9,2810,2539,386,154,19,5,3108,2400,384,194,21,9,3001,2093,383,178,20,9,2687,1353,272,111,10,7,1765,434,144,44,6,5,630,90,68,13,7,0,176,23,26,7,0,0,58,21261,2677,1287,149,80,25463,2460,4,14,10,0,2489,2577,13,76,6,6,2675,1230,27,116,17,4,1391,1202,64,125,18,3,1403,1258,112,182,32,0,1589,1187,129,178,32,9,1535,1156,111,161,36,4,1470,1228,112,141,31,4,1515,1172,122,155,23,6,1473,993,125,126,30,9,1282,576,87,93,28,3,785,176,62,71,18,6,329,79,44,36,25,0,184,15291,1003,1471,305,59,18129,2055,97,154,38,22,2366,468,45,38,30,68,650,39074,3826,2952,520,232,46602
21104,0,1700,1326,191,55,17,9,1599,1387,210,75,18,5,1698,1305,189,101,17,3,1613,1142,196,71,14,4,1419,664,97,54,8,3,823,246,70,22,4,6,341,44,31,9,0,0,91,15,6,10,3,0,34,11266,1373,569,111,34,13357,1136,0,8,4,0,1148,1324,3,38,3,0,1370,661,16,46,3,0,728,608,47,72,18,0,745,722,84,92,26,0,921,661,85,92,26,6,879,722,75,107,24,3,926,795,70,113,23,6,997,736,70,97,17,3,923,579,59,76,12,6,739,365,44,59,10,0,483,160,34,42,12,0,247,67,21,19,3,0,112,8530,613,855,193,27,10218,1017,55,76,16,8,1170,274,32,23,14,22,374,21088,2072,1520,346,88,25117
21105,11,2317,1773,376,216,32,7,2400,1983,443,263,21,12,2724,1985,470,254,41,13,2764,1612,378,274,42,15,2320,1109,288,158,40,12,1596,338,153,100,37,4,633,85,72,45,25,5,223,21,11,28,12,0,71,17174,2895,1930,286,104,22387,2626,4,14,22,3,2666,2099,15,65,14,0,2198,1121,25,129,8,6,1296,1120,69,204,47,3,1435,1298,118,255,41,3,1712,1236,141,279,44,11,1709,1230,149,251,52,15,1693,1198,195,264,45,6,1714,1220,165,264,74,10,1734,1026,169,264,66,12,1538,520,118,203,63,9,907,211,88,111,60,3,470,79,38,62,36,3,222,14978,1283,2362,577,88,19291,2246,146,290,74,36,2787,530,50,58,29,75,740,34925,4381,4643,963,294,45211
21201,10,2100,1402,305,177,24,25,1925,1369,342,135,32,9,1885,1295,296,165,28,10,1794,1018,252,107,39,18,1427,640,173,113,31,9,960,199,73,62,23,5,362,36,31,25,13,3,103,12,13,23,9,4,72,13288,2139,1313,229,120,17085,1915,8,17,16,4,1963,1278,9,43,16,0,1346,838,32,107,10,8,1005,881,76,144,33,11,1139,919,96,170,41,7,1232,733,98,134,33,4,1009,783,102,148,28,14,1083,732,98,127,26,8,998,645,102,101,33,9,886,522,94,117,29,7,772,248,65,100,36,4,455,97,41,39,34,8,221,42,21,36,30,0,130,9632,843,1281,380,88,12225,1209,85,218,31,27,1571,461,44,44,26,51,619,24590,3111,2853,666,286,31507
21202,7,3065,2205,324,175,27,13,2738,2261,357,156,20,11,2807,2208,379,185,26,10,2808,1690,326,159,21,20,2204,1109,240,123,10,7,1488,399,80,48,3,7,540,58,43,14,0,0,112,17,17,8,4,0,40,20351,2422,1293,167,78,24318,2560,0,14,12,0,2592,2582,13,75,13,3,2685,1371,25,109,9,8,1519,1366,73,125,24,11,1598,1550,129,180,42,6,1906,1272,147,194,41,0,1655,1241,144,177,47,7,1615,1165,144,186,38,7,1546,1038,115,138,41,8,1334,817,114,139,27,10,1104,407,64,78,19,3,569,135,40,36,16,0,223,70,17,22,15,0,125,15558,1030,1482,344,64,18477,1950,98,178,50,20,2293,617,65,50,15,57,802,38477,3620,2999,577,221,45896
21203,14,2701,1639,376,264,20,12,2314,1454,296,231,20,18,2015,1394,269,175,26,6,1872,1012,206,119,17,12,1357,660,140,77,6,10,898,217,65,22,14,0,321,39,16,8,5,0,72,12,0,3,0,0,23,14253,2362,1621,193,85,18514,2319,5,18,12,3,2351,1955,27,84,13,3,2082,1131,61,154,16,7,1376,1188,149,204,58,10,1609,1257,215,304,64,14,1852,1062,172,235,36,8,1517,886,121,195,42,9,1248,783,99,161,29,5,1083,641,93,144,31,5,912,514,89,129,24,3,765,271,59,58,24,0,415,91,31,29,7,0,157,25,14,16,10,5,66,12112,1140,1736,374,70,15426,1312,90,230,37,23,1692,522,58,56,29,60,723,28205,3647,3645,627,233,36363
21204,35,10433,8835,765,246,63,51,9968,9355,793,323,46,41,10566,9111,855,283,37,25,10313,8055,742,296,38,28,9156,5178,520,231,32,31,5994,1829,280,105,14,19,2238,325,123,50,13,3,515,65,50,22,13,3,150,76245,5676,2392,365,328,85005,2529,6,23,28,3,2590,4266,37,112,29,9,4456,3295,86,193,29,17,3619,2922,141,260,64,14,3397,2921,241,227,78,24,3497,2538,203,228,76,21,3062,2515,261,201,49,26,3044,2379,203,225,53,14,2874,2141,200,222,52,13,2625,1958,185,182,46,19,2388,1057,148,129,36,11,1372,418,101,75,33,4,630,150,74,34,20,3,283,29094,1876,2109,594,172,33842,3677,173,242,86,46,4225,1847,123,121,55,191,2342,110868,7843,4859,1101,743,125415
21205,20,9684,8084,674,222,50,27,9053,7947,685,261,49,25,8973,7425,701,239,36,27,8425,5935,576,226,40,19,6798,3718,373,171,38,18,4318,1292,208,77,12,0,1595,257,101,30,9,0,402,46,51,25,5,0,128,64588,4550,1858,326,179,71499,2887,11,38,18,4,2951,5326,27,178,26,11,5569,3581,93,220,25,12,3936,3028,153,210,52,21,3453,3233,225,236,73,8,3786,2812,259,265,68,15,3421,2571,233,247,82,9,3139,2509,246,270,60,13,3094,2317,200,230,48,17,2812,1972,169,206,46,9,2405,1122,152,173,50,3,1509,468,108,117,39,6,735,174,66,64,42,3,346,31998,1933,2455,632,132,37152,4299,171,253,80,32,4834,1339,120,100,79,142,1772,102230,6771,4658,1110,488,115259
21301,27,5054,3967,393,186,18,22,4580,4037,407,186,25,21,4677,3687,377,186,20,8,4283,3101,291,169,19,11,3590,2032,233,111,8,16,2397,661,111,43,14,7,835,103,42,21,3,4,171,18,16,3,4,0,45,33671,2731,1482,178,136,38189,2272,9,11,21,4,2315,2741,33,104,7,6,2892,2054,72,152,20,10,2315,1989,120,187,41,9,2351,1943,121,184,53,12,2315,1668,126,162,39,15,2015,1589,145,163,43,11,1950,1475,111,171,34,9,1796,1307,99,142,34,7,1587,1087,100,129,32,9,1353,515,67,61,20,10,680,197,28,27,9,0,268,74,19,18,5,4,119,18909,1060,1509,370,101,21949,2502,88,197,55,45,2887,1118,85,85,34,106,1434,56196,3961,3278,627,394,64456
21302,13,2969,2288,256,120,9,8,2684,2311,265,139,24,6,2741,2179,293,133,19,13,2632,1836,245,102,12,9,2207,1137,169,80,7,4,1397,361,81,44,5,0,501,64,36,11,5,0,111,10,14,7,0,0,35,19102,1835,938,103,74,22049,1204,3,12,9,0,1226,1428,3,48,9,4,1498,1019,28,82,6,3,1138,876,48,80,13,5,1023,891,89,140,23,0,1153,760,94,129,23,9,1011,691,91,122,28,8,936,667,76,122,23,7,893,672,72,115,26,5,897,535,76,116,33,5,760,287,44,63,17,3,421,108,32,28,12,0,185,41,24,9,10,0,86,9182,688,1066,236,49,11219,1296,77,112,33,17,1539,485,38,39,21,47,630,30056,2640,2157,395,191,35433
21303,14,3169,2364,293,138,21,4,2825,2245,284,155,20,7,2712,2121,258,122,26,14,2540,1773,201,124,15,4,2122,1146,150,81,14,13,1397,403,78,36,8,4,531,83,28,14,3,0,125,12,7,10,0,0,33,20052,1848,1111,142,81,23222,1497,0,14,11,4,1527,2752,11,63,9,3,2838,1754,44,132,11,9,1958,1432,59,175,34,3,1706,1268,117,157,21,8,1576,1121,106,156,12,4,1393,1103,85,134,21,7,1348,1063,79,107,24,5,1283,875,70,116,15,9,1081,752,53,103,12,7,928,344,34,57,10,0,448,113,28,15,10,0,163,45,10,11,3,0,71,14119,701,1246,189,67,16314,2102,68,130,26,20,2354,618,41,32,24,60,782,36885,2657,2520,379,225,42663
21304,16,3411,2367,447,193,25,16,3048,2221,379,187,48,18,2848,1947,311,141,35,7,2438,1371,220,100,23,12,1728,833,129,67,20,14,1053,281,61,33,5,7,394,59,20,12,4,0,89,8,3,0,3,6,20,19941,2579,1345,222,124,24204,2556,3,13,9,7,2585,2042,31,66,10,11,2159,1377,47,122,15,10,1571,1415,132,174,42,6,1771,1370,185,210,69,13,1842,1126,148,216,61,4,1557,1074,140,170,34,10,1425,883,140,149,35,0,1211,771,94,115,43,7,1022,626,75,98,33,7,840,292,56,47,23,8,421,102,23,38,7,0,172,35,12,8,9,0,63,13676,1081,1425,379,84,16639,1754,87,179,45,33,2085,707,91,65,31,80,974,36068,3833,3010,676,321,43902
21305,36,7934,5691,766,374,60,25,6910,5225,579,287,36,18,6134,4715,487,197,30,23,5454,3831,417,177,38,10,4476,2232,250,114,19,13,2633,734,122,61,9,0,925,117,41,18,7,4,186,23,19,3,0,0,48,45568,4273,2152,325,187,52517,3669,10,34,24,5,3741,4134,38,152,15,17,4356,3066,96,282,28,19,3490,2695,195,352,65,19,3335,2862,386,444,122,17,3837,2187,274,376,104,17,2963,1889,221,259,71,18,2458,1653,169,216,46,6,2098,1355,145,172,47,7,1722,1143,103,138,42,8,1437,509,64,69,29,11,674,174,45,36,10,0,272,50,20,25,12,4,105,25382,1777,2550,622,146,30484,3296,161,324,88,42,3909,1472,124,113,58,145,1911,75722,6339,5140,1095,525,88819
21401,14,3303,2461,427,211,21,12,3131,2595,429,196,20,10,3244,2579,493,217,35,15,3329,2036,381,166,25,16,2618,1325,259,128,11,8,1730,435,129,72,14,6,659,86,59,24,4,5,173,11,29,11,4,0,54,22945,2908,1539,175,103,27675,2474,0,14,14,4,2505,2329,7,62,4,3,2404,1498,14,114,13,0,1641,1614,69,173,22,7,1892,1708,107,199,47,8,2069,1547,127,209,50,9,1934,1490,126,187,32,5,1845,1425,134,208,45,14,1820,1286,116,215,26,3,1654,1203,134,161,30,11,1540,548,83,128,31,3,798,193,61,69,16,6,349,93,38,18,28,8,181,17415,1033,1753,352,82,20635,2473,107,222,47,40,2889,631,64,56,27,71,846,43468,4110,3571,610,299,52045
21402,12,2872,2175,530,253,20,25,3013,2421,621,345,44,23,3449,2401,665,342,52,32,3485,1989,582,277,42,24,2919,1214,396,226,37,17,1889,417,212,108,13,19,769,98,102,46,9,3,260,25,40,41,13,4,124,21640,4036,2386,289,208,28564,3249,3,27,25,7,3305,2675,11,81,11,10,2783,1470,29,100,15,11,1622,1486,105,192,39,10,1836,1565,168,248,53,12,2041,1461,191,290,60,11,2011,1664,223,360,49,26,2323,1684,219,367,61,23,2364,1549,227,328,56,18,2182,1428,274,305,87,32,2133,729,225,262,69,24,1309,334,165,144,81,22,741,135,72,87,64,15,368,19421,1913,2793,668,230,25026,3095,219,352,101,53,3829,736,66,75,43,140,1061,44901,6236,5607,1103,629,58473
21501,17,1360,1070,157,145,41,18,1438,1177,179,167,65,19,1603,1319,236,188,77,24,1830,1213,219,260,89,24,1808,853,192,251,93,27,1415,280,96,158,77,13,631,35,40,93,73,6,248,13,31,66,56,4,172,11540,1442,1674,678,196,15536,949,0,9,23,3,988,595,0,8,7,0,620,577,9,36,6,7,635,686,12,45,30,3,781,628,39,63,30,8,760,602,27,58,18,6,712,605,40,79,16,3,741,689,36,77,30,11,840,737,46,97,37,6,931,748,53,126,60,17,1000,350,51,79,67,3,554,144,33,72,54,6,311,59,23,79,74,6,242,7373,384,824,448,87,9111,1185,46,99,55,20,1415,333,17,38,60,81,531,20434,1892,2638,1240,389,26594
