POW_SA3_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
21203,1458,359,95,19419,162,20,50,98,4,335,1374,14,97,44,6,1541,1346,32,159,61,12,1610,1221,71,220,47,16,1579,1495,110,255,62,18,1940,2427,221,383,66,18,3113,3211,341,424,51,24,4057,4175,491,505,60,25,5253,3929,515,469,35,27,4968,2751,465,331,37,21,3606,2173,384,222,12,11,2809,1367,252,160,16,11,1798,1789,372,184,12,8,2358,251,109,57,4,0,426,233,219,94,5,0,562,307,25,31,10,33,401,28205,3647,3645,627,233,36363
21204,1446,505,236,47842,423,65,33,215,22,748,1685,40,85,63,17,1880,2126,73,195,91,20,2502,2477,175,271,87,28,3035,3222,204,336,77,22,3866,5539,358,486,101,55,6539,9654,578,510,103,92,10933,17466,857,674,97,119,19212,20074,955,687,82,99,21900,14262,745,437,42,55,15547,10905,893,356,34,40,12226,7271,602,225,24,27,8157,10482,988,264,34,32,11799,1793,340,71,8,3,2210,2435,861,158,20,14,3492,1051,101,75,29,100,1362,110868,7843,4859,1101,743,125415
21205,1761,542,211,55878,351,58,39,178,13,643,2254,60,155,60,6,2540,2774,92,213,67,19,3163,2759,171,274,108,30,3344,3322,216,291,72,27,3923,5553,363,448,112,39,6518,7061,440,467,100,48,8121,10415,609,553,80,57,11719,13814,741,584,83,54,15274,11620,603,395,50,28,12699,10756,667,322,45,35,11821,8235,496,207,42,21,8993,14739,891,305,39,24,15992,3187,337,103,14,12,3663,4525,951,250,38,13,5775,853,75,58,21,71,1076,102230,6771,4658,1110,488,115259
21301,1071,298,141,28839,268,32,45,115,12,468,1650,24,80,24,5,1777,1676,50,147,44,12,1932,1671,71,216,71,20,2042,2181,148,234,54,25,2649,3571,231,337,59,32,4234,4917,355,394,75,32,5773,7711,444,453,43,58,8709,8876,570,438,41,57,9989,6766,387,258,31,26,7464,5487,447,197,24,24,6183,3860,296,143,15,20,4337,5054,403,159,7,18,5639,831,154,46,3,0,1034,1066,307,101,12,4,1487,613,50,37,12,48,758,56196,3961,3278,627,394,64456
21302,959,222,65,14195,122,20,17,61,3,220,848,7,56,12,5,927,889,16,78,27,3,1013,887,61,100,36,5,1099,1088,56,106,28,8,1289,1739,133,188,36,9,2109,2365,168,224,32,19,2806,3853,214,238,41,29,4367,4262,300,284,28,19,4903,3221,226,212,21,20,3696,2804,313,164,17,12,3312,2056,234,116,11,0,2419,3779,378,184,14,12,4370,857,139,58,4,5,1060,1009,335,112,22,0,1484,271,39,11,8,27,350,30056,2640,2157,395,191,35433
21303,1048,181,88,21881,174,13,29,66,6,286,1141,10,43,18,0,1220,1357,18,71,29,9,1487,1470,64,151,31,14,1725,1637,90,163,32,9,1929,2681,126,227,32,20,3077,3328,178,260,38,17,3824,4582,234,297,28,38,5176,5049,317,350,28,18,5766,3919,241,240,15,14,4427,3332,269,181,16,17,3822,2464,227,122,11,8,2828,3649,374,198,16,7,4250,718,139,58,6,4,921,1066,315,111,7,0,1501,331,27,13,6,40,422,36885,2657,2520,379,225,42663
21304,1142,363,126,21764,196,29,37,110,7,378,1652,24,97,51,4,1829,1610,38,142,45,9,1838,1349,77,180,64,16,1695,1665,121,209,47,17,2057,2653,214,314,55,24,3269,3523,358,334,60,41,4311,4727,461,351,64,48,5656,5180,572,421,52,33,6262,4039,408,279,35,19,4774,3175,420,192,20,24,3835,2125,269,137,11,3,2551,2893,395,153,21,12,3467,427,143,46,4,5,627,474,258,85,8,8,827,378,40,26,17,49,518,36068,3833,3010,676,321,43902
21305,2071,551,168,39976,355,42,53,200,9,661,2280,47,145,62,11,2541,2541,79,256,78,15,2972,2468,154,326,97,31,3074,2905,186,373,83,32,3579,4909,354,527,117,32,5939,6855,503,591,120,57,8127,10830,723,669,95,67,12382,11969,892,653,88,62,13670,9017,641,470,37,40,10206,7175,648,338,27,34,8230,4659,455,192,19,22,5349,6600,713,265,21,19,7618,1112,281,68,12,6,1488,1244,561,168,18,3,1989,801,58,48,10,74,1000,75722,6339,5140,1095,525,88819
21401,1579,326,119,28247,185,24,42,104,9,373,1566,24,94,43,7,1733,1593,40,149,51,8,1840,1493,74,199,49,22,1838,1878,98,221,54,20,2268,3232,159,321,77,20,3809,4301,258,374,40,25,5000,6064,374,398,29,37,6907,6336,519,454,40,30,7365,4767,421,333,24,10,5556,3976,469,277,24,16,4766,2749,330,200,19,14,3311,3590,608,240,24,14,4480,533,223,51,10,0,820,743,424,167,8,7,1348,463,59,42,16,48,626,43468,4110,3571,610,299,52045
21402,2531,634,259,30957,156,37,39,186,11,437,2266,34,106,63,19,2487,1849,54,225,83,30,2240,1788,119,287,88,32,2313,2338,132,322,80,46,2914,3966,311,482,90,67,4910,4837,408,535,91,47,5922,6393,536,615,78,74,7688,6412,703,728,76,71,7986,4203,671,548,46,34,5504,3345,717,504,42,40,4648,2242,542,314,33,29,3156,3453,887,491,50,34,4910,515,293,107,15,7,940,704,707,243,53,21,1731,434,84,66,34,62,681,44901,6236,5607,1103,629,58473
21501,890,530,139,12813,60,16,36,141,5,252,608,9,29,58,12,722,599,25,75,85,10,797,621,43,107,106,22,906,867,59,161,70,18,1178,1580,93,211,100,26,2017,2271,140,241,95,43,2794,3229,195,324,96,50,3903,3313,256,352,109,50,4081,2235,199,260,99,26,2816,1829,203,252,51,30,2368,1082,135,138,42,14,1422,1542,210,217,57,19,2050,196,83,56,17,4,362,214,190,130,47,8,592,190,27,38,49,34,343,20434,1892,2638,1240,389,26594
21502,591,279,132,12125,67,11,22,84,8,190,657,10,24,19,11,720,577,12,63,45,13,709,591,31,71,49,19,771,847,37,106,45,20,1059,1559,81,151,61,40,1892,2251,135,154,57,29,2629,3107,142,185,56,35,3528,3258,213,212,55,29,3765,2086,173,133,25,21,2433,1739,159,137,31,20,2088,1050,130,82,14,7,1291,1437,174,93,22,10,1741,171,65,28,4,3,278,235,144,55,22,10,467,220,20,28,31,37,338,19860,1543,1544,630,321,23895
21503,524,348,113,7781,46,10,25,126,12,219,352,7,31,25,8,424,344,23,44,66,5,486,407,37,78,72,19,619,638,61,103,79,28,907,1082,98,141,89,22,1440,1551,108,140,69,41,1905,2025,162,174,56,55,2465,2154,203,192,94,31,2669,1292,170,125,38,15,1634,915,152,91,33,15,1201,617,119,62,22,10,826,748,122,85,22,14,992,112,41,33,13,5,193,134,112,57,23,5,336,149,29,35,31,25,274,12561,1457,1425,853,308,16600
21601,580,259,107,8297,40,13,34,77,9,172,572,11,38,33,6,654,398,24,63,48,19,538,396,30,73,62,14,575,560,34,111,31,26,766,1057,94,157,57,22,1391,1460,116,151,44,32,1803,1896,133,180,40,22,2270,2079,167,195,47,22,2510,1350,110,126,20,14,1611,1087,146,118,10,20,1376,697,63,76,9,7,842,936,152,73,13,9,1177,118,51,19,7,0,192,142,95,62,11,7,319,134,15,38,14,25,226,12917,1245,1506,527,254,16445
21602,371,196,61,5522,32,10,27,86,11,164,353,6,17,25,5,405,283,20,38,39,10,390,288,29,54,45,13,427,391,43,60,39,7,542,706,68,111,46,11,941,1064,86,112,41,12,1315,1315,107,137,28,19,1610,1423,140,141,15,27,1744,927,86,86,23,19,1137,698,87,67,10,6,876,447,68,44,4,3,573,602,105,60,8,6,786,76,48,15,5,0,148,76,68,31,3,4,180,91,23,17,11,14,170,8777,994,1022,445,173,11409
21603,659,260,126,15525,108,14,29,90,10,252,836,7,28,29,7,909,706,18,78,44,13,863,697,53,105,46,31,929,1073,73,110,50,11,1314,1873,115,161,54,37,2231,2840,187,183,41,38,3286,3931,213,214,56,46,4454,4293,276,217,45,39,4872,3051,203,139,22,24,3441,2396,227,120,23,15,2780,1562,149,103,14,9,1828,2074,264,101,18,12,2479,289,92,22,6,0,413,385,217,60,21,4,692,251,29,32,34,34,378,26367,2134,1706,596,325,31126
21701,720,317,113,7758,39,7,22,73,5,157,467,5,27,29,11,541,369,9,60,38,10,490,390,26,93,57,14,587,530,41,120,55,25,770,1004,43,162,48,27,1289,1360,69,187,80,29,1725,1649,88,212,67,33,2040,1861,93,213,53,31,2249,1314,92,144,49,15,1623,1060,123,148,32,21,1386,665,83,103,12,11,879,1094,113,132,25,20,1382,127,28,35,11,0,207,133,89,100,51,13,380,117,16,38,23,18,205,12173,925,1810,717,281,15912
21703,778,323,123,8354,43,7,35,114,15,203,523,6,29,41,14,610,440,30,92,63,18,641,424,35,124,52,12,645,613,60,134,53,26,891,1091,73,167,60,29,1419,1371,121,227,53,22,1799,2052,126,252,55,41,2525,2337,169,247,44,39,2837,1428,137,173,39,11,1777,1065,121,145,20,20,1374,643,88,96,24,9,857,906,147,132,20,14,1221,145,58,33,9,4,249,191,121,107,25,20,460,168,19,64,31,44,323,13446,1312,2053,692,329,17836
21704,901,277,139,12260,74,8,29,68,4,183,819,3,34,29,18,907,639,25,67,46,16,798,589,27,90,46,7,759,931,30,125,51,21,1160,1591,53,178,44,25,1895,2012,87,206,38,20,2369,2756,126,267,64,31,3250,3053,188,300,65,42,3649,2172,148,217,27,27,2598,1604,190,176,17,21,2008,1159,123,135,13,21,1440,1415,196,194,17,17,1845,190,71,63,5,3,334,261,178,164,16,11,640,183,27,30,17,21,279,19445,1493,2286,567,315,24109
29797,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,15,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,14,57,0,0,0,0,60,18,0,0,0,0,19,64,0,0,0,0,64,0,0,0,0,0,0,196,0,0,0,0,194
29999,9329,1060,549,39201,549,102,238,423,45,1362,2079,77,762,137,43,3096,2654,177,1553,156,93,4632,3147,340,1999,198,98,5784,4141,423,2304,187,148,7203,7036,837,3640,246,238,11993,7837,1251,3998,192,222,13506,9397,1747,4557,204,285,16185,10444,2307,5252,171,260,18435,7985,2080,3911,103,176,14253,6838,2134,3245,112,132,12470,4923,1418,2027,72,67,8507,7255,1929,2340,108,84,11703,1551,521,426,26,16,2539,2042,859,670,69,34,3674,1179,261,406,53,236,2136,79049,16470,37324,2452,2182,137478
