POW_SA3_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
20605,36,1070,217,1285,968,365,1336,253,108,358,4019,1077,5094,54,35,94,308,317,628,628,340,971,235,151,384,11,10,21,504,210,709,263,95,354,56,52,106,2063,1208,3271,98,66,161,952,914,1874,304,329,635,1043,708,1748,2406,2015,4420,8,3,13,238,169,407,1058,1046,2108,1304,1225,2526,80,46,123,6120,5383,11506,3638,1243,4885,9839,6675,16514,0,3,5,1346,1537,2873,831,613,1441,2183,2151,4325,7,4,13,509,676,1187,692,252,943,899,360,1260,2110,1301,3403,187,257,442,539,1609,2149,477,601,1081,326,516,846,1536,2986,4518,65,125,190,146,317,465,1090,2277,3367,372,1009,1381,445,1279,1719,2112,5013,7124,48,40,86,40,56,98,306,294,599,684,498,1183,79,34,110,1152,918,2067,0,0,0,893,140,1034,860,1615,2480,0,35,36,1758,1788,3550,2152,1555,3712,621,484,1104,53307,39600,92908
20606,4,54,43,96,21,15,39,10,3,13,399,146,543,10,20,31,31,58,89,316,290,605,152,127,283,7,7,15,50,64,113,47,16,69,3,4,10,629,588,1215,37,25,62,230,206,431,72,66,134,383,209,594,714,501,1217,3,5,10,15,8,17,694,765,1466,713,778,1492,19,20,44,2189,2459,4644,720,251,973,2924,2727,5660,0,3,3,277,431,709,338,330,671,610,771,1380,0,0,4,264,397,665,5,0,5,237,86,323,507,488,998,41,73,114,575,1505,2080,82,136,226,126,221,344,828,1933,2764,19,70,94,183,601,782,648,1577,2223,193,513,703,150,553,706,1189,3320,4508,13,7,26,19,33,51,133,135,270,132,119,253,25,11,35,319,315,631,0,0,0,129,40,172,437,989,1429,0,35,39,572,1065,1639,650,658,1307,213,196,412,16609,18978,35586
20607,18,315,113,431,81,63,147,70,25,97,1783,718,2499,45,56,101,735,751,1482,493,371,861,156,180,337,48,47,93,130,57,183,281,109,394,14,30,42,1893,1600,3498,51,30,78,383,287,671,120,118,242,823,575,1394,1375,1011,2391,4,4,8,142,94,235,670,675,1346,819,774,1593,70,61,136,5397,5291,10682,3362,1292,4650,8824,6643,15468,0,6,0,680,947,1630,439,397,842,1123,1346,2470,9,8,16,742,963,1710,12,7,15,692,217,911,1457,1204,2654,103,159,268,600,1789,2387,534,867,1404,275,464,743,1520,3285,4802,71,175,251,2345,6381,8733,1410,3394,4801,231,608,830,839,2355,3191,4888,12921,17806,68,69,139,57,90,141,404,384,786,418,311,729,164,37,202,1116,886,2001,4,0,5,636,134,767,678,1346,2020,0,51,51,1315,1527,2844,1932,1740,3679,576,473,1048,46207,48658,94862
20701,8,247,77,319,180,171,348,27,28,57,1012,448,1456,14,9,23,54,71,129,125,91,213,20,20,39,6,9,10,127,68,189,66,25,87,3,29,32,408,316,722,69,46,121,644,638,1286,259,273,532,906,724,1629,1880,1682,3563,0,6,6,41,43,81,904,992,1893,947,1044,1983,47,27,74,5016,4841,9858,1837,744,2582,6898,5608,12512,0,7,7,388,564,949,549,422,970,933,989,1927,3,3,11,853,944,1802,47,21,62,293,137,426,1200,1101,2296,105,203,313,1973,5263,7243,1226,1483,2712,464,771,1233,3765,7730,11496,64,197,260,424,1535,1959,1171,3691,4869,710,2165,2877,822,2369,3191,3193,9958,13150,11,10,24,16,24,42,101,113,217,325,359,681,14,6,24,470,520,983,0,0,0,324,100,420,572,1258,1821,0,108,107,894,1462,2357,1130,1022,2156,508,367,877,35899,42318,78222
20702,6,118,39,160,15,7,23,7,7,16,680,117,798,3,3,10,5,15,23,57,32,89,4,0,10,3,4,7,58,37,96,27,10,36,4,29,31,164,135,303,6,6,14,116,160,269,44,57,110,162,162,318,335,384,719,0,4,3,22,7,30,323,319,641,341,333,678,10,8,21,757,737,1491,414,157,572,1187,904,2084,0,0,0,87,106,197,205,163,366,295,274,565,0,0,0,263,394,655,0,0,4,152,49,199,411,442,857,14,55,61,438,1695,2131,36,64,93,146,246,391,622,2056,2683,12,39,52,60,242,296,741,1668,2409,287,980,1265,143,628,769,1242,3551,4793,0,0,0,21,33,56,24,25,52,160,152,319,31,11,42,237,227,464,0,0,0,282,59,343,224,507,734,0,9,9,507,575,1088,307,275,589,172,152,323,11826,14704,26526
20703,4,123,68,193,41,33,74,54,20,70,444,163,604,6,3,13,28,48,77,51,14,67,0,3,6,0,8,8,330,374,708,75,21,95,19,55,67,515,530,1044,23,27,45,199,228,426,157,106,267,276,227,503,657,584,1238,0,0,3,67,46,115,380,453,831,450,499,945,14,18,30,1364,1406,2771,819,302,1118,2197,1724,3917,0,7,4,275,370,648,306,275,582,579,651,1231,0,4,12,922,1140,2064,9,0,6,775,651,1425,1706,1792,3503,67,120,185,713,2594,3301,1470,2325,3798,296,549,842,2540,5582,8122,19,92,115,1172,3916,5088,774,2174,2949,322,1021,1341,585,1544,2127,2868,8747,11615,7,3,9,3,9,12,36,53,84,265,286,551,27,6,28,337,357,691,0,0,0,502,90,592,669,1351,2021,0,17,17,1176,1454,2628,710,537,1247,369,293,655,21889,27714,49600
20801,9,81,37,118,26,12,38,28,19,48,373,143,520,6,6,13,21,39,62,52,48,104,14,8,26,0,3,8,51,24,76,32,9,41,3,12,11,173,159,337,29,15,50,156,142,301,81,85,166,465,319,788,737,565,1302,5,4,8,12,8,23,330,413,747,348,429,772,19,13,32,1321,1444,2765,636,220,859,1979,1676,3660,0,3,3,178,322,502,239,134,379,426,460,881,3,0,3,232,407,639,16,0,15,215,94,306,460,498,964,52,87,136,772,2379,3153,50,93,148,222,399,618,1096,2963,4058,22,58,84,227,977,1204,481,1755,2239,342,1070,1409,211,975,1191,1282,4840,6123,0,6,9,0,9,8,67,107,178,285,250,535,28,3,34,385,377,762,0,0,0,186,38,223,236,683,917,0,45,45,421,768,1186,616,473,1093,207,181,387,15013,17871,32884
20802,0,174,64,243,38,10,46,54,31,87,653,209,862,5,13,19,45,60,98,91,57,150,13,11,25,3,3,6,80,36,116,52,20,72,7,14,14,294,211,503,28,20,45,212,212,430,104,80,185,259,150,406,606,458,1062,0,9,8,29,18,47,368,405,780,403,428,829,19,14,29,1376,1617,2996,652,238,890,2046,1866,3912,0,0,3,252,367,622,274,184,455,523,558,1083,0,7,4,451,803,1254,13,3,15,211,72,291,680,884,1562,55,82,136,1036,3769,4806,541,756,1292,250,505,753,1880,5112,6988,32,92,125,386,1663,2052,676,2112,2783,380,1413,1798,333,1437,1770,1814,6718,8527,11,9,17,16,10,27,100,122,223,301,260,557,13,10,24,446,408,852,0,0,0,455,90,539,416,853,1267,0,38,38,870,975,1848,626,511,1137,300,249,555,18715,23791,42510
20803,16,285,109,395,127,53,180,460,202,662,2085,680,2768,12,6,16,47,66,116,87,58,145,12,4,19,15,3,25,145,33,186,71,21,93,8,14,24,402,221,618,36,17,49,229,229,454,99,114,218,252,188,436,611,547,1157,4,3,8,143,83,220,302,393,696,440,475,921,18,11,26,1318,1289,2609,558,195,753,1892,1490,3386,0,0,0,367,473,845,662,424,1089,1033,899,1938,8,3,10,552,1038,1590,31,11,36,620,227,845,1208,1272,2485,34,52,84,732,2626,3358,128,225,346,286,403,686,1175,3299,4473,29,103,133,410,1565,1979,569,1858,2422,234,1059,1292,344,1526,1870,1583,6112,7696,9,21,32,35,15,51,72,91,162,454,331,782,15,6,27,586,465,1048,3,0,3,1332,281,1613,380,977,1359,0,12,12,1720,1268,2989,2506,1397,3900,627,391,1022,39339,32176,71510
20804,0,35,18,49,4,3,5,12,12,24,154,66,218,6,0,6,11,8,22,52,48,102,10,4,16,0,5,3,54,17,72,33,22,52,0,8,11,167,114,278,18,3,24,126,126,247,37,48,83,164,120,294,347,301,646,0,0,0,10,3,18,394,478,867,400,480,883,9,0,10,726,795,1529,384,189,579,1127,992,2114,0,3,3,90,178,272,142,102,243,233,283,518,0,0,0,137,151,290,0,0,0,129,35,164,272,183,453,9,25,37,216,870,1088,195,255,450,101,149,249,523,1303,1826,14,63,78,619,1966,2587,365,1264,1624,140,497,637,326,1034,1360,1472,4818,6287,3,8,9,14,19,28,30,38,64,121,141,269,6,0,7,177,201,380,0,0,0,147,50,195,151,416,568,0,31,31,298,499,793,298,305,604,162,155,315,9771,15432,25202
20901,0,130,62,185,24,11,39,53,29,77,593,223,824,6,4,8,22,23,47,48,26,74,5,9,8,0,10,5,81,30,112,13,6,23,9,34,44,180,141,322,16,11,24,99,142,241,68,67,136,184,116,304,369,336,706,0,0,3,18,15,31,225,273,497,242,287,528,4,3,9,1135,1270,2408,332,87,423,1473,1362,2834,0,3,3,133,235,375,409,286,698,543,527,1070,0,5,11,540,767,1312,789,176,959,308,145,453,1635,1097,2730,33,58,91,919,3027,3947,223,200,422,200,352,548,1378,3634,5014,33,122,151,1928,6771,8705,925,2561,3483,289,1406,1694,540,1710,2244,3716,12562,16279,4,9,18,5,9,14,75,90,168,183,153,338,3,11,15,280,266,542,0,0,0,466,109,574,265,708,970,0,23,23,727,841,1569,686,433,1120,302,223,525,20089,27085,47174
20902,0,289,79,370,28,8,37,121,46,166,1148,247,1394,0,0,3,8,10,20,65,38,102,15,3,13,0,3,4,65,35,101,68,21,83,20,43,68,234,161,401,15,9,23,138,170,304,38,43,80,74,53,124,257,277,534,0,0,0,53,29,84,169,211,385,230,242,467,3,4,6,693,785,1473,208,62,266,904,847,1752,0,0,0,129,248,375,312,238,548,441,485,929,0,4,4,520,944,1467,6,0,6,617,471,1091,1148,1426,2570,31,67,93,402,1463,1869,1255,1950,3205,90,202,297,1770,3689,5459,23,56,70,99,635,733,367,1127,1492,268,964,1232,480,1538,2018,1226,4321,5552,3,8,13,9,7,16,101,93,194,145,144,289,8,9,14,271,262,534,0,0,0,500,122,620,203,476,681,0,0,0,700,604,1305,733,446,1179,300,216,519,17674,18942,36609
20903,3,56,42,95,10,6,20,5,5,9,257,102,357,0,0,4,10,17,20,20,4,26,5,0,5,0,0,4,28,9,37,4,4,12,5,19,23,68,60,125,0,4,8,47,57,99,26,33,53,60,56,117,139,146,280,0,0,0,21,14,42,101,120,222,127,136,267,7,4,8,570,602,1165,153,57,207,723,659,1384,0,0,0,48,110,160,169,118,289,216,225,443,0,0,0,235,329,567,7,0,7,186,72,260,429,408,836,19,35,50,338,1449,1788,38,72,108,67,211,283,456,1769,2233,12,31,41,8,22,32,168,688,852,88,377,467,85,537,615,361,1654,2010,9,5,11,11,11,25,32,83,118,128,166,289,4,0,7,182,269,452,0,0,0,207,55,259,116,412,524,0,5,6,323,463,786,234,174,410,104,60,159,7341,8535,15870
20904,119,396,124,523,266,133,395,275,96,372,3247,749,3994,3,5,9,17,12,30,66,41,115,10,3,14,5,3,9,148,66,208,32,15,44,11,60,70,293,206,500,12,14,20,233,350,590,53,83,135,159,119,278,457,564,1020,0,0,0,65,21,89,337,353,690,400,381,782,0,6,6,897,987,1880,354,134,483,1245,1121,2372,0,3,3,288,381,665,738,590,1329,1028,973,1997,0,4,9,572,927,1506,38,29,70,771,503,1277,1391,1468,2856,20,67,85,1109,4657,5762,316,490,808,176,334,509,1623,5546,7167,31,100,134,1021,3243,4266,741,2346,3086,269,1416,1685,582,2230,2812,2643,9338,11981,7,6,16,27,10,37,41,46,91,227,418,644,9,25,34,323,498,823,0,0,0,1129,195,1326,286,880,1162,0,0,0,1418,1079,2490,1985,990,2974,739,485,1229,37859,35690,73549
21001,18,458,98,556,502,314,815,223,89,317,3274,1179,4454,3,6,10,29,56,81,21,19,42,9,10,11,0,0,0,189,67,252,20,9,25,7,20,26,278,168,451,8,8,19,151,166,317,59,60,118,101,82,190,326,311,640,0,4,4,140,90,228,125,127,255,263,224,491,11,0,8,555,504,1063,233,76,310,795,582,1379,0,0,0,271,379,648,364,271,641,638,654,1291,0,4,4,240,266,505,11,4,14,1256,600,1857,1509,873,2384,24,25,54,506,1585,2098,38,34,75,112,190,301,675,1839,2524,16,31,47,26,76,103,420,809,1234,103,453,554,115,483,596,681,1847,2524,6,8,13,7,4,13,25,15,41,109,117,225,6,19,20,154,162,314,0,0,0,793,135,931,170,407,576,0,0,0,967,536,1509,1056,543,1604,410,254,662,22732,15018,37754
21002,0,31,25,61,5,16,19,16,5,24,143,83,228,0,0,0,12,31,51,29,12,38,5,0,4,0,0,0,11,9,20,4,0,7,0,5,5,61,58,119,0,0,5,25,42,72,36,124,169,26,25,55,102,196,299,0,0,0,6,4,6,34,70,106,41,69,114,5,6,9,183,274,454,55,22,74,239,289,534,0,0,0,16,37,53,93,93,184,113,124,239,0,5,5,94,179,274,35,3,41,44,37,83,180,218,400,11,26,37,163,645,806,18,20,38,36,103,144,223,796,1021,7,10,13,4,4,4,104,374,481,22,147,166,30,233,263,162,769,927,0,0,4,19,20,33,12,29,44,53,70,115,4,0,4,86,112,199,0,0,0,124,29,151,45,192,233,0,0,0,169,226,393,124,82,214,48,39,89,3827,4585,8406
21003,3,88,25,114,29,11,40,40,12,51,558,97,655,4,0,4,3,5,14,32,16,46,4,5,5,0,0,5,30,10,41,7,6,14,0,3,4,89,42,130,10,4,14,57,53,107,12,25,43,52,39,83,127,119,246,0,0,0,18,19,32,85,84,167,108,101,201,5,0,8,297,358,650,147,44,190,441,402,844,0,0,0,85,80,165,145,115,263,229,194,426,0,0,0,186,139,322,6,5,10,276,143,420,465,281,748,15,24,48,346,1544,1886,22,38,68,84,168,254,466,1775,2244,3,23,26,11,64,75,191,466,656,197,839,1042,113,596,706,519,1990,2508,6,3,4,6,4,9,55,55,117,73,82,152,3,8,13,145,154,300,0,0,0,415,58,482,256,301,556,0,0,0,672,369,1038,420,223,642,138,96,233,8524,7968,16490
21004,6,52,30,87,7,15,25,3,7,8,294,103,402,0,0,0,8,5,10,6,5,19,0,0,0,0,0,0,15,12,27,7,0,11,0,0,0,37,25,67,0,3,6,18,57,77,20,28,48,23,32,50,64,116,175,0,0,0,14,10,23,49,68,116,60,78,139,0,0,0,148,243,394,53,21,71,205,263,468,0,0,0,23,69,90,70,74,143,95,144,234,0,0,0,68,132,198,0,0,0,95,40,134,166,168,334,6,12,19,217,1004,1221,9,29,38,43,141,180,275,1184,1459,3,19,21,11,59,68,164,585,748,21,169,194,41,322,365,237,1150,1389,0,0,0,0,0,5,13,13,27,45,59,107,3,3,5,68,76,149,0,0,0,196,41,244,46,222,271,0,0,0,240,266,509,124,79,198,72,62,134,4479,5691,10171
21005,10,1551,520,2064,2920,1387,4305,751,279,1028,12049,4551,16604,4,0,4,14,12,25,22,31,52,4,11,14,0,0,9,231,49,276,44,23,64,5,9,17,323,139,463,7,8,11,210,250,460,53,95,150,63,60,123,338,410,746,0,0,4,222,118,342,212,216,430,432,338,774,15,0,15,812,640,1452,361,125,482,1189,762,1946,0,0,0,534,485,1020,899,665,1563,1442,1153,2588,9,15,22,1175,1706,2876,44,16,58,1733,649,2386,2964,2380,5343,37,69,107,1107,4336,5436,200,303,502,190,334,528,1535,5036,6573,29,74,102,141,568,714,497,1234,1734,128,633,760,349,1842,2197,1155,4348,5504,3,5,7,30,3,39,19,21,43,286,222,510,14,23,39,366,277,645,0,0,0,1466,249,1714,407,603,1011,0,3,0,1875,860,2734,3075,1251,4328,1046,633,1683,56383,34496,90874
21101,8,477,168,652,59,20,74,292,138,429,1810,493,2306,12,5,10,80,95,171,80,42,120,55,16,69,3,0,4,258,78,336,46,11,58,14,48,62,539,294,835,15,23,36,558,540,1093,117,172,285,240,194,429,929,923,1847,0,0,3,101,48,149,242,357,597,346,401,745,23,6,35,1361,1325,2685,730,242,969,2112,1583,3694,0,0,3,318,364,685,713,442,1160,1035,814,1843,3,3,3,376,785,1159,27,4,30,552,252,800,956,1049,2000,38,74,116,672,2539,3206,135,182,319,246,406,654,1093,3201,4294,38,84,119,433,2124,2556,650,1891,2544,359,1578,1934,352,1590,1944,1827,7273,9099,21,10,26,24,22,47,41,63,101,381,399,775,91,36,126,555,522,1080,3,0,3,1431,295,1722,425,958,1386,0,9,9,1860,1261,3120,2492,1386,3878,541,378,925,38941,33149,72089
21102,0,12,10,16,0,0,0,3,0,5,44,19,59,6,0,6,4,0,3,0,3,5,4,0,6,0,3,3,7,0,12,5,0,5,0,3,3,28,10,38,3,3,3,39,18,59,12,8,23,41,29,74,97,58,153,0,0,0,0,0,0,40,48,89,40,46,93,0,6,5,168,180,350,80,26,112,253,215,464,0,0,0,24,33,56,61,43,104,83,70,157,3,0,3,12,23,35,6,0,6,22,5,28,45,26,72,5,19,29,270,727,1000,14,16,30,57,76,131,346,834,1184,8,10,21,7,11,13,56,207,260,103,305,409,25,141,166,196,669,865,0,0,0,12,9,12,10,15,25,25,36,66,4,0,4,48,57,105,0,0,0,36,12,42,40,118,159,0,3,3,73,130,207,80,64,145,27,32,55,2343,2969,5311
21103,6,119,46,158,129,113,240,85,27,110,874,316,1189,7,5,9,13,17,29,50,44,92,14,6,19,0,0,0,127,60,179,30,16,47,3,13,17,240,155,396,3,9,15,124,153,274,43,53,98,146,139,287,322,349,674,0,0,0,59,52,108,194,289,484,255,337,589,3,4,5,945,1090,2030,441,122,567,1388,1216,2606,3,0,3,233,361,592,450,277,729,686,638,1321,3,0,3,398,666,1068,23,3,29,338,161,500,758,838,1593,30,43,76,680,2660,3340,95,163,260,145,311,457,953,3173,4127,16,53,70,413,1687,2100,551,1706,2261,232,1218,1453,322,1397,1727,1544,6064,7603,7,6,8,8,3,7,28,58,94,139,202,339,16,13,27,196,280,479,3,0,3,908,177,1090,301,855,1159,0,12,12,1216,1051,2260,1157,597,1751,345,225,568,23134,23473,46602
21104,0,173,37,214,3,3,10,63,32,95,553,202,760,7,3,9,34,16,46,101,84,178,34,42,72,3,0,3,89,22,115,24,9,34,6,25,29,297,198,486,4,12,17,68,84,155,27,18,49,91,84,172,198,198,398,0,0,0,38,28,62,117,180,305,158,211,365,5,4,10,661,596,1259,577,212,793,1256,808,2065,0,0,0,105,131,239,248,187,438,353,322,679,0,3,0,254,468,723,5,0,5,392,109,501,653,578,1233,32,42,75,300,1163,1463,53,45,95,108,211,317,488,1459,1949,14,53,64,131,647,773,378,951,1328,231,1037,1268,193,818,1012,941,3499,4441,3,8,11,0,4,4,23,30,55,99,132,226,0,5,3,130,174,301,0,0,0,464,91,555,238,391,628,0,0,0,702,488,1186,619,364,980,177,137,312,12483,12636,25117
21105,55,180,103,281,27,18,44,26,11,34,833,287,1122,8,9,10,18,31,49,54,35,90,12,4,17,0,0,0,94,35,132,23,8,31,3,24,28,209,151,356,10,7,15,83,157,241,32,35,67,96,104,200,219,304,523,0,4,3,30,17,46,160,268,434,193,290,483,12,14,16,733,1025,1766,255,84,332,990,1121,2117,0,3,3,129,251,384,583,346,927,714,603,1319,0,5,5,336,572,909,10,3,19,377,228,610,727,811,1534,27,74,97,936,3531,4466,57,120,177,147,280,427,1168,4007,5171,24,62,83,41,285,329,353,1422,1773,129,888,1016,363,1610,1971,910,4265,5174,5,10,15,142,176,319,59,115,180,231,286,511,7,16,23,447,601,1054,0,0,0,676,147,825,258,859,1115,0,4,4,933,1017,1949,812,531,1343,303,242,551,21776,23434,45211
21201,21,188,115,303,34,16,45,39,23,60,1059,312,1372,0,0,3,22,27,52,18,6,26,6,0,4,0,0,0,49,18,67,17,6,18,12,25,34,121,93,212,7,4,15,45,113,163,26,40,69,95,72,166,170,236,409,0,0,0,39,30,68,111,218,331,151,248,395,5,0,9,513,663,1174,138,43,187,658,711,1369,0,0,0,58,136,195,320,262,582,379,392,775,0,0,0,264,414,677,15,9,20,216,126,342,502,541,1041,14,37,51,663,2714,3379,19,27,48,87,219,302,779,2994,3778,11,55,61,33,206,242,223,832,1055,71,560,635,153,1190,1337,496,2843,3334,5,5,11,32,15,44,28,36,67,203,302,508,4,9,10,274,365,637,0,0,0,608,120,729,130,522,651,0,3,3,734,647,1379,647,368,1012,305,212,516,15741,15768,31507
21202,0,259,78,335,62,13,77,162,74,232,1321,302,1619,5,0,6,7,10,19,47,44,89,7,0,7,6,0,3,113,40,147,65,23,90,9,46,50,251,162,418,13,10,18,124,178,301,59,147,211,149,81,227,347,416,761,0,0,0,70,24,94,247,273,517,316,298,613,3,4,9,623,743,1367,308,117,424,938,863,1803,0,0,0,236,267,508,371,300,661,607,568,1169,0,0,0,493,1028,1528,18,6,26,331,138,466,844,1170,2012,32,61,100,742,3025,3769,131,251,384,141,251,391,1046,3595,4638,20,86,100,552,2420,2974,432,1595,2030,139,941,1078,241,1342,1579,1384,6375,7765,12,6,13,21,4,30,21,34,52,120,211,334,12,22,34,179,280,462,0,0,0,808,190,995,229,720,946,0,4,4,1037,915,1952,1111,637,1745,419,268,687,21776,24119,45896
21203,4,311,92,400,94,14,112,45,25,72,1765,284,2053,0,0,5,4,3,10,15,3,18,3,0,5,5,5,8,141,37,180,120,57,178,6,54,58,301,162,464,7,8,16,100,141,249,37,62,96,102,64,162,250,274,520,0,0,0,59,31,87,211,241,451,265,273,542,0,0,0,430,564,995,234,69,302,661,633,1301,0,4,4,107,211,316,443,340,788,548,555,1107,0,0,4,112,345,455,0,5,5,229,98,328,340,449,789,21,52,72,988,4340,5324,48,70,112,147,314,461,1199,4771,5971,15,59,73,66,369,426,348,1166,1515,132,677,805,342,1769,2106,897,4042,4933,3,3,3,42,66,114,25,35,59,372,431,801,12,17,26,456,557,1010,0,0,0,477,95,571,192,598,791,0,3,3,670,694,1365,609,412,1020,351,231,585,16939,19419,36363
21204,67,1708,579,2289,412,80,496,1378,503,1879,7822,2012,9824,6,6,10,60,65,123,59,47,102,17,5,19,3,0,3,194,73,270,130,102,226,12,12,22,474,306,778,21,13,34,241,325,570,195,303,499,165,184,348,619,826,1445,3,5,15,547,182,727,397,401,804,951,593,1541,17,6,24,1989,1722,3710,611,140,745,2615,1866,4479,0,6,10,711,595,1303,995,801,1793,1706,1403,3105,4,4,4,920,1757,2681,58,16,78,1294,727,2019,2282,2499,4783,56,103,161,1115,3849,4967,331,419,755,257,399,657,1756,4777,6537,65,138,201,907,3160,4071,729,1669,2399,347,1634,1985,741,2497,3241,2786,9100,11885,26,19,39,12,9,22,33,39,74,386,252,638,34,25,60,485,342,824,0,0,0,2676,406,3085,814,1078,1895,0,4,4,3500,1489,4990,5441,2427,7869,1355,830,2180,77572,47842,125415
