POW_SA3_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
21204,532,1171,2102,1979,7460,4216,710,722,324,19212,597,815,1452,1592,8149,6179,1424,1414,274,21900,393,424,740,882,5177,4741,1367,1622,192,15547,350,284,408,639,3477,3890,1240,1827,119,12226,230,168,230,332,2073,2568,950,1541,66,8157,299,197,221,302,2320,3764,1524,3096,74,11799,47,41,50,69,315,634,298,753,5,2210,49,105,119,126,390,802,382,1501,20,3492,40,94,87,59,203,208,38,126,503,1362,4225,12658,12552,8631,33963,29398,8315,13333,2342,125415
21205,469,1121,1939,1528,3631,2086,369,373,194,11719,481,876,1663,1696,5205,3734,642,769,208,15274,404,433,907,1120,4223,3797,773,927,121,12699,389,363,567,874,3570,3833,932,1211,84,11821,282,201,295,520,2504,3124,775,1239,61,8993,454,311,353,532,3609,5616,1815,3244,62,15992,85,77,102,98,524,1195,466,1090,19,3663,107,137,176,196,578,1491,692,2357,40,5775,33,91,77,57,158,174,32,84,368,1076,4834,15361,12932,8860,26331,26615,6737,11817,1772,115259
21301,298,679,1164,1065,2947,1708,295,350,194,8709,345,494,923,912,3219,2705,546,686,163,9989,254,255,455,591,2263,2206,557,799,91,7464,207,143,276,482,1700,1767,582,950,70,6183,159,113,140,237,1056,1367,440,782,43,4337,183,88,115,199,1119,1803,685,1406,50,5639,20,22,42,35,142,281,131,358,11,1034,34,44,63,64,169,366,145,568,30,1487,25,43,48,31,109,111,15,66,310,758,2887,8817,7886,5248,14730,13520,3587,6350,1434,64456
21302,145,325,613,517,1429,932,135,196,80,4367,160,272,455,420,1511,1337,282,384,72,4903,115,134,235,243,1037,1166,292,436,40,3696,106,107,147,178,826,1058,283,574,36,3312,72,65,76,106,516,759,268,545,20,2419,133,94,128,135,814,1248,571,1216,35,4370,27,18,29,25,148,268,130,398,18,1060,36,47,52,50,155,347,167,621,12,1484,8,39,20,12,38,69,19,30,117,350,1539,4724,4010,2484,7371,7793,2249,4636,630,35433
21303,202,513,827,690,1687,861,112,194,89,5176,204,327,660,666,1826,1339,256,387,96,5766,162,176,342,475,1404,1163,257,406,41,4427,137,135,200,358,1086,1062,290,526,29,3822,101,70,114,222,775,883,222,423,13,2828,119,90,116,186,891,1403,439,966,38,4250,19,22,32,36,142,240,107,310,12,921,39,36,46,55,152,377,160,615,15,1501,18,34,26,26,43,51,14,27,177,422,2354,6912,5594,3805,9080,8019,1968,4148,782,42663
21304,213,470,856,731,1773,1093,172,242,103,5656,212,340,614,546,1926,1659,357,483,124,6262,156,170,309,328,1326,1421,390,599,80,4774,125,100,153,224,872,1263,347,698,49,3835,80,77,91,107,506,859,296,503,33,2551,100,80,84,84,568,1116,381,1011,39,3467,15,21,30,22,80,154,75,219,6,627,22,30,35,38,88,212,78,312,10,827,24,53,38,27,67,82,19,32,172,518,2085,7456,5788,3394,8595,8818,2312,4480,974,43902
21305,444,1001,1665,1449,4343,2417,387,468,215,12382,420,691,1187,1166,4718,3534,811,902,246,13670,278,336,582,674,3217,2975,853,1134,147,10206,252,222,317,457,2265,2482,786,1331,112,8230,188,134,151,232,1331,1643,500,1097,78,5349,234,130,182,209,1409,2353,933,2086,74,7618,21,40,49,42,209,438,162,509,18,1488,23,79,72,70,183,526,232,782,25,1989,40,67,55,53,139,164,31,75,385,1000,3909,12689,10933,6868,20470,18164,4960,8914,1911,88819
21401,313,581,1111,1021,2081,1224,197,264,115,6907,296,417,838,948,2243,1707,353,486,74,7365,229,231,470,574,1510,1561,371,564,54,5556,153,149,288,520,1154,1439,377,638,44,4766,122,84,159,289,713,1081,288,539,29,3311,173,113,138,208,739,1457,524,1098,31,4480,28,20,44,48,92,217,99,260,11,820,29,55,62,78,149,330,154,484,12,1348,39,64,53,39,82,96,22,60,181,626,2889,8353,7058,5227,10310,10070,2532,4761,846,52045
21402,409,861,1253,1064,2005,1325,232,420,115,7688,367,592,919,949,2138,1950,381,590,106,7986,238,346,466,545,1371,1465,428,605,55,5504,174,253,334,386,1029,1334,408,696,43,4648,132,125,191,211,602,913,345,608,42,3156,176,214,227,240,752,1449,599,1212,47,4910,28,62,68,62,104,224,102,280,5,940,42,110,145,96,157,406,156,598,16,1731,36,77,62,41,88,88,22,59,209,681,3829,11400,8358,5266,9808,10274,2870,5602,1061,58473
21501,153,262,456,486,1030,862,167,403,70,3903,167,219,322,452,1017,1078,255,516,53,4081,118,101,165,247,608,780,248,526,19,2816,116,94,118,201,459,678,182,490,24,2368,82,54,64,84,258,434,100,326,17,1422,110,75,81,88,294,594,208,578,14,2050,15,24,17,15,34,72,39,151,9,362,34,50,27,6,48,106,50,260,9,592,17,32,41,14,32,47,10,66,84,343,1415,3803,2907,2399,4697,5439,1428,3969,531,26594
21502,122,206,410,399,1231,705,145,244,71,3528,121,138,281,310,1271,974,238,362,68,3765,71,87,145,201,691,679,189,326,38,2433,92,70,80,133,534,584,166,384,37,2088,60,30,38,86,260,368,120,306,16,1291,54,37,41,61,336,503,189,486,20,1741,10,8,11,14,21,66,34,119,0,278,17,29,14,12,50,104,47,181,7,467,13,29,35,21,41,38,9,44,102,338,1139,3213,2699,2048,5370,4649,1250,2872,649,23895
21503,87,165,244,267,691,563,117,288,53,2465,84,119,173,233,647,755,225,392,45,2669,69,54,95,106,369,466,157,301,18,1634,52,46,52,92,239,341,104,261,13,1201,46,21,17,58,117,227,85,244,5,826,34,25,32,38,149,269,117,317,18,992,0,6,13,5,22,50,20,81,0,193,6,22,8,14,29,67,23,151,0,336,9,38,18,21,30,35,6,49,64,274,733,2249,1836,1410,2969,3361,983,2631,420,16600
21601,97,178,308,312,643,422,87,188,44,2270,120,119,216,240,629,636,166,333,39,2510,69,49,110,136,351,426,147,295,16,1611,48,45,67,104,269,380,128,313,17,1376,35,21,43,58,156,209,111,206,14,842,40,28,36,34,170,313,178,370,16,1177,3,0,14,7,17,45,24,79,4,192,6,11,18,13,27,57,26,163,8,319,9,28,13,8,21,29,13,29,75,226,916,2411,2001,1425,2888,2980,968,2427,425,16445
21602,63,84,179,212,469,333,65,162,33,1610,45,94,122,185,423,461,129,253,22,1744,48,44,58,88,224,346,121,193,16,1137,26,33,36,67,170,257,90,176,14,876,22,22,16,28,83,160,78,164,3,573,35,13,22,22,96,173,136,272,10,786,0,4,5,4,18,39,7,54,0,148,4,9,8,5,20,41,15,73,3,180,8,19,10,25,21,16,10,28,41,170,570,1640,1295,1022,1925,2190,735,1751,286,11409
21603,160,359,566,536,1369,944,176,258,90,4454,175,230,396,480,1418,1298,313,501,67,4872,144,106,191,310,893,1020,301,437,43,3441,123,74,119,241,661,819,277,442,18,2780,83,47,56,110,422,538,190,364,19,1828,103,56,69,95,406,712,356,670,13,2479,19,13,16,23,45,104,50,142,3,413,19,37,26,36,72,160,65,267,4,692,14,42,29,24,33,61,16,42,120,378,1533,4267,3466,2732,6457,6486,1911,3620,650,31126
21701,88,183,274,257,466,422,97,217,28,2040,89,121,216,211,563,620,136,286,26,2249,65,75,142,129,342,430,139,280,23,1623,63,57,91,121,239,367,126,309,20,1386,34,20,48,45,166,245,75,234,7,879,66,33,39,54,182,450,135,404,14,1382,9,4,4,7,15,60,16,77,4,207,16,20,28,15,24,77,31,163,6,380,3,27,18,16,18,33,3,31,53,205,855,2444,1943,1328,2535,3193,864,2413,333,15912
21703,112,196,312,265,658,522,100,297,58,2525,133,131,223,257,698,696,217,451,35,2837,63,83,115,140,359,477,161,369,19,1777,72,59,59,85,238,347,145,362,14,1374,38,30,31,43,136,221,116,236,11,857,48,45,44,51,174,299,146,399,17,1221,6,13,7,7,29,44,19,117,6,249,32,39,24,16,31,78,40,197,11,460,18,38,29,16,31,36,11,64,86,323,962,2858,2048,1364,2840,3207,1068,3048,446,17836
21704,147,280,470,435,862,626,118,262,53,3250,134,196,380,354,963,958,225,374,57,3649,106,126,198,229,579,714,202,417,33,2598,93,69,99,175,446,508,205,384,19,2008,67,38,61,89,273,408,161,318,17,1440,71,66,60,97,294,509,252,481,20,1845,3,10,17,21,30,81,33,133,3,334,22,30,28,32,62,109,55,288,7,640,14,31,24,17,37,33,13,49,70,279,1333,3961,2937,2077,4345,4515,1370,3099,472,24109
29797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,0,3,0,13,0,14,8,0,3,0,7,5,0,41,0,60,0,0,0,0,0,3,0,11,0,19,7,0,0,0,0,6,5,44,0,64,0,0,0,0,0,0,0,0,0,0,19,8,3,3,12,22,9,114,0,194
29999,980,2154,2710,1936,2953,3482,631,985,354,16185,912,1767,2136,1879,3535,5109,979,1731,388,18435,642,877,1187,1239,2740,4556,992,1763,247,14253,493,674,744,868,2232,4273,1024,1979,176,12470,352,358,420,481,1390,2946,800,1653,117,8507,486,434,451,495,1642,4043,1209,2829,116,11703,101,114,85,97,265,722,253,882,27,2539,155,235,210,170,286,959,293,1315,51,3674,164,195,150,98,174,366,85,222,686,2136,9454,25035,16766,10677,19053,31147,7014,14943,3389,137478
