SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL21864,0,0,0,0,0,0,0,0
SAL21865,18,0,0,0,0,0,0,19
SAL21866,0,0,0,0,0,0,0,4
SAL21867,163,22,6,0,0,0,0,188
SAL21868,7,0,0,0,0,0,0,7
SAL21869,0,0,0,0,0,0,0,5
SAL21870,27,0,0,0,0,0,0,26
SAL21871,0,0,0,0,0,0,0,0
SAL21872,5,0,0,0,0,0,0,5
SAL21873,0,0,0,0,0,0,0,0
SAL21874,10,6,0,0,0,0,0,16
SAL21875,55,0,0,0,0,0,5,60
SAL21876,0,0,0,0,0,0,0,0
SAL21877,67,7,0,0,0,0,5,80
SAL21878,113,11,4,0,0,0,0,130
SAL21879,89,11,4,0,0,0,0,105
SAL21880,16,0,0,0,0,0,0,21
SAL21881,5,0,0,0,0,0,0,5
SAL21882,12,0,0,0,0,0,0,12
SAL21883,0,0,0,0,0,0,0,0
SAL21884,9,0,0,0,0,0,0,9
SAL21885,11,0,0,0,0,0,0,12
SAL21886,7,0,0,0,0,0,0,10
SAL21887,11,0,0,0,0,0,0,11
SAL21888,3,0,0,0,0,0,0,8
SAL21889,27,0,0,0,0,0,0,27
SAL21890,6,0,0,0,0,0,0,6
SAL21891,8,0,0,0,0,0,0,8
SAL21892,59,0,3,0,0,0,3,64
SAL21893,3375,221,92,38,3,6,10,3748
SAL21894,58,10,4,0,0,0,0,69
SAL21895,1156,64,23,15,0,0,6,1258
SAL21896,4459,261,165,62,3,8,12,4965
SAL21897,0,0,0,0,0,0,0,0
SAL21898,157,11,14,0,0,0,3,185
SAL21899,41,3,3,0,0,0,0,46
SAL21900,7,0,0,0,0,0,0,10
SAL21901,3,0,0,0,0,0,0,6
SAL21902,0,5,3,0,0,0,0,4
SAL21903,32,0,0,0,0,0,0,40
SAL21904,3,0,0,0,0,0,0,7
SAL21905,0,0,0,0,0,0,0,0
SAL21906,6,0,0,0,0,0,0,6
SAL21907,17,0,0,0,0,0,0,23
SAL21908,19,0,0,0,0,0,0,15
SAL21909,10,0,0,0,0,0,0,14
SAL21910,3,0,0,0,0,0,0,6
SAL21911,150,14,8,0,0,0,3,176
SAL21912,24,3,0,0,0,0,0,30
SAL21913,0,0,0,0,0,0,0,0
SAL21914,9,0,0,0,0,0,0,9
SAL21915,28,4,0,0,0,0,0,32
SAL21916,7,0,0,0,0,0,0,7
SAL21917,127,13,3,0,0,0,0,141
SAL21918,0,0,0,0,0,0,0,0
SAL21919,17,0,0,0,0,0,0,17
SAL21920,0,0,0,0,0,0,0,3
SAL21921,334,14,11,0,0,0,0,362
SAL21922,536,66,51,8,0,0,7,657
SAL21923,13,0,0,0,0,0,0,13
SAL21924,4,0,0,0,0,0,0,7
SAL21925,282,37,21,0,0,0,0,343
SAL21926,6,0,0,0,0,0,0,7
SAL21927,65,0,0,0,0,0,0,65
SAL21928,38,5,0,0,0,0,0,45
SAL21929,181,7,3,0,0,0,0,190
SAL21930,54,13,0,0,0,0,0,71
SAL21931,11,0,0,0,0,0,0,16
SAL21932,20,0,6,0,0,0,0,21
SAL21933,33,0,3,0,0,0,0,35
SAL21934,1860,93,34,0,0,0,0,1984
SAL21935,48,5,0,0,0,0,0,49
SAL21936,84,0,0,0,0,0,0,85
SAL21937,19,0,4,0,0,0,0,23
SAL21938,1222,56,12,8,0,0,0,1300
SAL21939,213,15,3,9,0,0,0,243
SAL21940,250,14,6,0,0,0,0,263
SAL21941,121,9,7,5,0,0,3,146
SAL21942,759,45,10,5,0,0,0,819
SAL21943,47,0,5,0,0,0,0,51
SAL21944,45,4,0,0,0,0,0,47
SAL21945,0,0,0,0,0,0,0,0
SAL21946,0,0,0,0,0,0,0,0
SAL21947,19,3,0,0,0,0,0,21
SAL21948,0,0,0,0,0,0,0,0
SAL21949,0,0,0,0,0,0,0,0
SAL21950,0,0,0,0,0,0,0,0
SAL21951,7,5,0,0,0,0,0,8
SAL21952,3088,224,109,70,7,8,22,3527
SAL21953,857,50,28,18,0,0,6,951
SAL21954,10,0,0,0,0,0,0,10
SAL21955,31,6,0,0,0,0,0,34
SAL21956,0,0,0,0,0,0,0,3
SAL21957,6,0,0,0,0,0,0,6
SAL21958,0,0,0,0,0,0,0,0
SAL21959,6,0,0,0,0,0,0,11
SAL21960,473,49,29,8,0,0,6,564
SAL21961,4,0,0,0,0,0,0,4
SAL21962,13,0,0,0,0,0,0,18
SAL21963,292,29,11,4,0,0,0,349
SAL21964,3,0,0,0,0,0,0,3
SAL21965,259,31,10,0,0,0,0,304
SAL21966,863,49,11,9,0,0,4,935
SAL21967,10,3,0,0,0,0,0,15
SAL21968,27,5,0,0,0,0,0,28
SAL21969,439,37,11,0,0,0,3,498
SAL21970,280,48,24,0,0,0,3,350
SAL21971,2614,96,38,7,0,0,3,2762
SAL21972,18,0,0,0,0,0,0,22
SAL21973,0,0,0,0,0,0,0,0
SAL21974,211,14,3,0,0,0,0,230
SAL21975,16,0,0,0,0,0,0,14
SAL21976,0,0,0,0,0,0,0,0
SAL21977,0,0,0,0,0,0,0,0
SAL21978,5,0,0,0,0,0,0,5
SAL21979,0,0,0,0,0,0,0,3
SAL21980,6,0,0,0,0,0,0,6
SAL21981,27,3,0,0,0,0,0,29
SAL21982,8,0,0,0,0,0,0,6
SAL21983,13,0,0,0,0,0,0,13
SAL21984,317,24,25,5,0,0,5,381
SAL21985,1519,58,15,9,0,0,5,1606
SAL21986,31,0,0,0,0,0,0,37
SAL21987,0,0,0,0,0,0,0,0
SAL21988,6,0,0,0,0,0,0,6
SAL21989,11,0,0,0,0,0,0,11
SAL21990,0,0,0,0,0,0,0,0
SAL21991,15,3,0,0,0,0,0,20
SAL21992,33,6,0,0,0,0,0,40
SAL21993,37,4,3,0,0,0,0,50
SAL21994,0,0,0,0,0,0,0,0
SAL21995,0,0,0,0,0,0,0,0
SAL21996,179,20,15,0,0,0,0,211
SAL21997,4,0,0,0,0,0,0,4
SAL21998,786,31,15,6,0,0,3,838
SAL21999,62,4,0,0,0,0,0,66
SAL22000,951,53,14,6,0,0,3,1031
SAL22001,765,36,5,3,0,0,0,807
SAL22002,1295,60,16,9,0,0,3,1390
SAL22003,0,0,0,0,0,0,0,0
SAL22004,0,0,0,0,0,0,0,0
SAL22005,1939,137,43,8,0,0,5,2141
SAL22006,2506,158,93,18,5,0,11,2783
SAL22007,139,6,4,0,0,0,0,158
SAL22008,0,0,0,0,0,0,0,4
SAL22009,192,16,4,0,0,0,0,217
SAL22010,8,0,0,0,0,0,0,12
SAL22011,24,0,0,0,0,0,0,24
SAL22012,0,0,0,0,0,0,0,0
SAL22013,10,0,0,0,0,0,0,15
SAL22014,134,13,14,3,0,0,4,169
SAL22015,10,0,3,0,0,0,0,11
SAL22016,1055,41,11,7,0,0,0,1115
SAL22017,50,4,0,0,0,0,6,58
SAL22018,32,4,4,0,0,0,0,37
SAL22019,29,0,0,0,0,0,0,31
SAL22020,89,0,7,0,0,0,0,95
SAL22021,16,0,0,0,0,0,0,17
SAL22022,84,0,0,0,0,0,0,89
SAL22023,3,0,0,0,0,0,0,4
SAL22024,3,0,0,0,0,0,0,3
SAL22025,5,0,0,0,0,0,0,5
SAL22026,0,0,0,0,0,0,0,0
SAL22027,5946,516,350,70,11,6,34,6927
SAL22028,25,3,0,0,0,0,0,31
SAL22029,168,9,8,0,0,0,0,183
SAL22030,8,0,0,0,0,0,0,12
SAL22031,41,7,6,3,0,0,3,60
SAL22032,136,6,4,0,0,0,0,143
SAL22033,5,0,0,0,0,0,0,6
SAL22034,7,0,0,0,0,0,0,6
SAL22035,17,0,0,0,0,0,0,23
SAL22036,594,19,9,3,0,0,0,638
SAL22037,1557,82,38,0,0,0,0,1680
SAL22038,291,11,10,0,0,0,0,307
SAL22039,21,0,0,0,0,0,0,20
SAL22040,4,0,0,0,0,0,0,4
SAL22041,2109,92,27,13,3,0,0,2239
SAL22042,1456,62,17,0,0,0,0,1542
SAL22043,5,0,0,0,0,0,0,9
SAL22044,9,0,0,0,0,0,0,9
SAL22045,14,0,0,0,0,0,0,19
SAL22046,11,4,0,0,0,0,0,10
SAL22047,888,90,21,4,5,0,0,1015
SAL22048,6,0,0,0,0,0,0,6
SAL22049,182,24,14,7,0,0,0,222
SAL22050,439,41,31,7,0,0,5,527
SAL22051,20,0,0,0,0,0,0,20
SAL22052,10,0,4,0,0,0,0,14
SAL22053,0,0,0,0,0,0,0,6
SAL22054,0,0,0,0,0,0,0,0
SAL22055,8,0,0,0,0,0,0,8
SAL22056,59,0,0,0,0,0,0,64
SAL22057,19,0,0,0,0,0,0,22
SAL22058,23,0,0,0,0,0,0,23
SAL22059,3,0,0,0,0,0,0,3
SAL22060,5,0,0,0,0,0,0,5
SAL22061,4,0,0,0,0,0,0,4
SAL22062,27,0,5,0,0,0,0,27
SAL22063,0,0,0,0,0,0,0,0
SAL22064,47,0,4,0,0,0,0,47
SAL22065,20,3,0,0,0,0,0,20
SAL22066,13,3,0,0,0,0,0,16
SAL22067,0,0,0,0,0,0,0,0
SAL22068,3,0,0,0,0,0,0,3
SAL22069,0,0,0,0,0,0,0,0
SAL22070,4,0,0,0,0,0,0,4
SAL22071,0,0,0,0,0,0,0,4
SAL22072,19,0,0,0,0,0,0,21
SAL22073,4,0,0,0,0,0,0,4
SAL22074,34,0,0,0,0,0,0,36
SAL22075,0,0,0,0,0,0,0,4
SAL22076,0,0,0,0,0,0,0,0
SAL22077,24,8,0,0,0,0,0,32
SAL22078,23,0,5,0,0,0,0,28
SAL22079,3,0,0,0,0,0,0,3
SAL22080,9,0,0,0,0,0,0,9
SAL22081,11,0,0,0,0,0,0,14
SAL22082,0,0,0,0,0,0,0,0
SAL22083,0,0,0,0,0,0,0,0
SAL22084,409,22,11,0,0,0,0,436
SAL22085,9,0,0,0,0,0,0,9
SAL22086,10446,567,278,90,13,4,20,11421
SAL22087,21,0,0,0,0,0,0,17
SAL22088,293,13,9,0,0,0,0,315
SAL22089,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0
SAL22091,6,0,0,0,0,0,0,10
SAL22092,7,0,0,0,0,0,0,7
SAL22093,3,0,0,0,0,0,0,3
SAL22094,32,6,0,0,0,0,0,31
SAL22095,3,0,0,0,0,0,0,3
SAL22096,0,0,0,0,0,0,0,0
SAL22097,9,0,0,0,0,0,0,9
SAL22098,80,6,0,0,0,0,0,86
SAL22099,9,0,0,0,0,0,0,14
SAL22100,24,3,0,0,0,0,0,32
SAL22101,12,0,0,0,0,0,0,12
SAL22102,108,5,0,0,0,0,0,117
SAL22103,25,0,3,0,0,0,0,24
SAL22104,43,0,3,0,0,0,0,48
SAL22105,326,22,4,0,0,0,0,350
SAL22106,17,0,0,0,0,0,0,17
SAL22107,1452,144,29,7,0,0,4,1640
SAL22108,9,0,0,0,0,0,0,8
SAL22109,255,22,4,0,0,0,4,295
SAL22110,724,80,45,0,0,0,3,860
SAL22111,69,9,0,0,0,0,0,83
SAL22112,78,6,3,0,0,0,0,84
SAL22113,30,0,0,0,0,0,0,27
SAL22114,14,0,0,0,0,0,0,18
SAL22115,13,0,0,0,0,0,0,20
SAL22116,0,0,0,0,0,0,0,0
SAL22117,4,0,0,0,0,0,0,4
SAL22118,737,33,9,0,0,0,0,780
SAL22119,0,0,0,0,0,0,0,0
SAL22120,3,0,0,0,0,0,0,3
SAL22121,3405,156,55,17,0,0,14,3648
SAL22122,155,12,3,0,0,0,0,171
SAL22123,26,0,0,0,0,0,0,22
SAL22124,125,14,10,0,0,0,0,140
SAL22125,5,0,0,0,0,0,0,9
SAL22126,7,0,0,0,0,0,0,7
SAL22127,25,3,8,0,0,0,0,37
SAL22128,6,0,0,0,0,0,0,6
SAL22129,79,5,6,3,0,0,4,96
SAL22130,41,7,0,0,0,0,0,53
SAL22131,6,0,0,0,0,0,0,10
SAL22132,0,0,0,0,0,0,0,0
SAL22133,43,6,0,0,0,0,0,50
SAL22134,217,17,12,0,0,0,0,245
SAL22135,120,6,0,0,0,0,0,127
SAL22136,12,0,4,0,0,0,0,20
SAL22137,54,6,3,0,0,0,0,60
SAL22138,8,0,0,0,0,0,0,9
SAL22139,3,0,0,0,0,0,0,3
SAL22140,4,0,0,0,0,0,0,4
SAL22141,0,0,0,0,0,0,0,0
SAL22142,43,3,0,0,0,0,0,55
SAL22143,7,0,0,0,0,0,0,7
SAL22144,19,4,4,0,0,0,0,26
SAL22145,21,9,0,0,0,0,0,26
SAL22146,28,3,4,0,0,0,0,37
SAL22147,431,54,40,9,0,0,3,542
SAL22148,103,9,0,0,0,0,0,123
SAL22149,69,0,5,0,0,0,0,75
SAL22150,5,0,0,0,0,0,0,15
SAL22151,158,27,14,0,0,0,3,199
SAL22152,0,0,0,0,0,0,0,3
SAL22153,5,0,0,0,0,0,0,9
SAL22154,19,0,0,0,0,0,0,19
SAL22155,11,5,0,0,0,0,0,13
SAL22156,5,0,0,0,0,0,0,5
SAL22157,0,0,0,0,0,0,0,0
SAL22158,7,0,0,0,0,0,0,5
SAL22159,3,0,0,0,0,0,0,9
SAL22160,402,15,11,0,0,0,0,429
SAL22161,5084,266,107,40,3,0,18,5511
SAL22162,0,0,0,0,0,0,0,0
SAL22163,0,0,0,0,0,0,0,6
SAL22164,54,7,0,0,0,0,0,57
SAL22165,5,0,0,0,0,0,0,5
SAL22166,0,0,0,0,0,0,0,3
SAL22167,0,0,0,0,0,0,0,0
SAL22168,0,0,0,0,0,0,0,0
SAL22169,3,0,0,0,0,0,0,3
SAL22170,1775,116,23,7,0,0,3,1917
SAL22171,0,0,0,0,0,0,0,0
SAL22172,566,29,19,0,0,0,3,626
SAL22173,0,0,0,0,0,0,0,5
SAL22174,2011,132,54,13,3,0,6,2218
SAL22175,1304,70,29,8,3,0,3,1412
SAL22176,1371,73,21,7,0,0,3,1485
SAL22177,32,6,0,0,0,0,0,30
SAL22178,105,3,0,0,0,0,0,113
SAL22179,134,0,0,0,0,0,0,140
SAL22180,32,4,4,0,0,0,0,39
SAL22181,15,0,0,0,0,0,0,15
SAL22182,0,0,0,0,0,0,0,0
SAL22183,248,19,6,7,5,0,4,286
SAL22184,209,25,19,0,0,0,0,253
SAL22185,3,0,0,0,0,0,0,3
SAL22186,303,24,10,10,0,0,0,339
SAL22187,0,0,0,0,0,0,0,0
SAL22188,5,0,0,0,0,0,0,5
SAL22189,0,0,0,0,0,0,0,0
SAL22190,24,4,0,0,0,0,0,29
SAL22191,25,0,0,0,0,0,0,20
SAL22192,4,0,0,0,0,0,0,0
SAL22193,705,47,32,5,0,0,4,788
SAL22194,1136,54,11,0,0,0,0,1210
SAL22195,4,0,0,0,0,0,0,4
SAL22196,0,0,0,0,0,0,0,0
SAL22197,14,0,4,0,0,0,0,14
SAL22198,1110,97,39,7,0,0,3,1263
SAL22199,140,15,7,4,0,0,3,168
SAL22200,0,0,0,0,0,0,0,0
SAL22201,13,0,0,0,0,0,0,20
SAL22202,10,0,0,0,0,0,0,10
SAL22203,172,4,9,3,0,0,0,189
SAL22204,0,0,0,0,0,0,0,8
SAL22205,0,0,0,0,0,0,0,0
SAL22206,22,0,0,0,0,0,0,22
SAL22207,4838,289,118,36,0,0,8,5286
SAL22208,3537,110,59,38,0,0,0,3747
SAL22209,0,0,0,0,0,0,0,0
SAL22210,23,0,0,0,0,0,0,20
SAL22211,9,0,3,0,0,0,0,12
SAL22212,5,0,0,0,0,0,0,4
SAL22213,7,0,0,0,0,0,0,7
SAL22214,39,0,4,0,0,0,0,48
SAL22215,80,8,3,0,0,0,3,98
SAL22216,5,0,0,0,0,0,0,7
SAL22217,216,19,15,0,0,0,3,252
SAL22218,0,0,0,0,0,0,0,0
SAL22219,29,0,0,0,0,0,0,37
SAL22220,741,67,28,3,0,0,3,843
SAL22221,4,0,0,0,0,0,0,4
SAL22222,458,66,30,0,0,0,0,561
SAL22223,7,0,0,0,0,0,0,10
SAL22224,50,12,6,0,0,0,3,69
SAL22225,8,0,0,0,0,0,0,8
SAL22226,1145,127,72,4,3,0,8,1365
SAL22227,3,0,0,0,0,0,0,3
SAL22228,3,0,0,0,0,0,0,7
SAL22229,138,12,6,0,0,0,0,155
SAL22230,4,0,0,0,0,0,0,6
SAL22231,0,0,0,0,0,0,0,5
SAL22232,742,75,36,3,0,0,0,853
SAL22233,7,0,0,0,0,0,0,7
SAL22234,1275,58,16,0,0,0,3,1363
SAL22235,14,4,0,0,0,0,0,21
SAL22236,28,0,0,0,0,0,0,28
SAL22237,0,0,0,0,0,0,0,0
SAL22238,53,3,3,0,0,0,0,60
SAL22239,116,6,0,0,0,0,0,128
SAL22240,9,0,0,0,0,0,0,9
SAL22241,75,16,7,0,0,0,0,92
SAL22242,825,51,15,3,0,0,3,896
SAL22243,15,0,0,0,0,0,0,13
SAL22244,28,0,3,0,0,0,0,36
SAL22245,21,5,0,0,0,0,0,23
SAL22246,42,5,6,0,0,0,0,47
SAL22247,726,25,18,3,0,0,0,776
SAL22248,0,0,0,0,0,0,0,0
SAL22249,1568,163,58,21,9,0,11,1825
SAL22250,243,18,3,0,0,0,0,265
SAL22251,29,6,0,0,0,0,0,33
SAL22252,18,0,0,0,0,0,0,17
SAL22253,17,0,3,0,0,0,0,19
SAL22254,30,0,0,0,0,0,0,29
SAL22255,621,74,58,19,3,3,5,775
SAL22256,582,27,7,4,0,0,3,623
SAL22257,83,0,3,0,0,0,0,82
SAL22258,210,25,5,4,0,0,0,248
SAL22259,0,0,0,0,0,0,0,0
SAL22260,4,0,0,0,0,0,0,4
SAL22261,19,0,0,0,0,0,0,21
SAL22262,13,0,0,0,0,0,0,15
SAL22263,336,34,10,3,0,0,0,381
SAL22264,112,12,3,0,0,0,0,125
SAL22265,448,58,22,0,0,0,6,529
SAL22266,25,0,3,0,0,0,0,22
SAL22267,0,0,0,0,0,0,0,0
SAL22268,13,3,0,0,0,0,0,16
SAL22269,5,0,0,0,0,0,0,5
SAL22270,0,0,0,0,0,0,0,0
SAL22271,45,0,0,0,0,0,0,51
SAL22272,28,5,5,0,0,0,0,41
SAL22273,0,0,0,0,0,0,0,0
SAL22274,9,0,0,0,0,0,0,11
SAL22275,2596,230,128,27,4,0,21,3013
SAL22276,136,6,8,3,0,0,0,160
SAL22277,305,22,8,3,0,0,0,348
SAL22278,30,8,0,0,0,0,0,39
SAL22279,54,0,0,0,0,0,0,54
SAL22280,0,0,0,0,0,0,0,0
SAL22281,162,10,8,3,0,0,0,183
SAL22282,21,0,0,0,0,0,0,21
SAL22283,60,4,3,0,0,0,0,71
SAL22284,4,0,0,0,0,0,0,0
SAL22285,9,0,0,0,0,0,0,9
SAL22286,17,0,0,0,0,0,0,15
SAL22287,0,0,0,0,0,0,0,0
SAL22288,7,3,0,0,0,0,0,10
SAL22289,4,0,0,0,0,0,0,4
SAL22290,35,5,6,0,0,0,0,38
SAL22291,995,100,64,11,0,0,0,1172
SAL22292,3,0,0,0,0,0,0,3
SAL22293,16,0,0,0,0,0,0,17
SAL22294,26,0,0,0,0,0,0,33
SAL22295,53,0,0,0,0,0,0,57
SAL22296,5,0,0,0,0,0,0,5
SAL22297,6,0,0,0,0,0,0,6
SAL22298,219,12,14,8,0,0,0,256
SAL22299,127,13,7,0,0,0,3,150
SAL22300,0,0,0,0,0,0,0,0
SAL22301,73,3,3,0,0,0,0,87
SAL22302,275,14,7,0,0,0,0,295
SAL22303,186,11,4,0,0,0,0,195
SAL22304,0,0,0,0,0,0,0,0
SAL22305,1274,142,79,10,0,0,7,1512
SAL22306,114,12,3,0,0,0,0,123
SAL22307,37,3,0,0,0,0,0,39
SAL22308,91,10,0,0,0,0,0,99
SAL22309,260,14,4,0,0,0,0,282
SAL22310,777,48,13,0,0,0,0,841
SAL22311,3649,181,88,26,0,0,10,3960
SAL22312,13,0,0,0,0,0,0,18
SAL22313,5,0,0,0,0,0,0,5
SAL22314,1077,82,9,4,0,0,3,1175
SAL22315,884,54,8,0,0,0,5,960
SAL22316,9,0,0,0,0,0,0,13
SAL22317,9,0,0,0,0,0,0,9
SAL22318,4,0,0,0,0,0,0,0
SAL22319,347,22,8,0,0,0,0,381
SAL22320,284,25,12,0,0,0,0,326
SAL22321,18,0,0,0,0,0,0,21
SAL22322,13,0,0,0,0,0,0,11
SAL22323,6,0,0,0,0,0,0,5
SAL22324,0,0,0,0,0,0,0,0
SAL22325,24,5,0,0,0,0,0,30
SAL22326,28,3,0,0,0,0,5,40
SAL22327,23,0,0,0,0,0,0,23
SAL22328,2169,133,66,60,5,0,13,2441
SAL22329,1391,107,46,41,0,3,10,1601
SAL22330,3388,261,117,83,6,7,25,3892
SAL22331,421,57,20,3,0,0,4,503
SAL22332,132,17,7,0,0,0,0,157
SAL22333,123,4,0,0,0,0,0,133
SAL22334,153,12,9,0,0,0,0,186
SAL22335,7,0,0,0,0,0,0,7
SAL22336,0,0,0,0,0,0,0,0
SAL22337,9,0,0,0,0,0,0,3
SAL22338,9,0,0,0,0,0,0,10
SAL22339,397,23,9,3,0,0,0,428
SAL22340,6,0,0,0,0,0,0,6
SAL22341,4,0,0,0,0,0,0,4
SAL22342,11,0,0,0,0,0,0,11
SAL22343,801,71,19,3,0,0,0,899
SAL22344,1041,39,10,0,0,0,0,1092
SAL22345,225,23,6,0,0,0,0,250
SAL22346,229,22,8,0,0,0,4,258
SAL22347,5,3,0,0,0,0,0,5
SAL22348,0,0,0,0,0,0,0,5
SAL22349,45,4,0,0,0,0,0,48
SAL22350,54,4,4,5,0,0,0,67
SAL22351,35,0,0,0,0,0,0,42
SAL22352,14,4,0,0,0,0,0,16
SAL22353,4,0,0,0,0,0,0,8
SAL22354,447,34,32,4,0,0,0,516
SAL22355,36,5,0,0,0,0,0,45
SAL22356,4,0,0,0,0,0,0,4
SAL22357,7,0,3,0,0,0,0,12
SAL22358,0,0,0,0,0,0,0,0
SAL22359,3,0,0,0,0,0,0,9
SAL22360,7,0,0,0,0,0,0,7
SAL22361,4,0,0,0,0,0,0,4
SAL22362,3,0,0,0,0,0,0,3
SAL22363,0,0,0,0,0,0,0,0
SAL22364,41,0,0,0,0,0,0,38
SAL22365,3,0,0,0,0,0,0,3
SAL22366,18,0,0,0,0,0,0,21
SAL22367,11,0,0,0,0,0,0,11
SAL22368,0,0,0,0,0,0,0,0
SAL22369,296,34,14,5,3,0,5,351
SAL22370,12,0,0,0,0,0,0,12
SAL22371,21,0,0,0,0,0,0,21
SAL22372,23,0,0,0,0,0,0,26
SAL22373,527,45,17,9,0,0,0,598
SAL22374,16,0,0,0,0,0,0,20
SAL22375,21,0,0,0,0,0,0,28
SAL22376,910,70,43,4,0,0,3,1031
SAL22377,10,0,0,0,0,0,0,10
SAL22378,4,0,0,0,0,0,0,7
SAL22379,96,10,12,5,0,0,0,120
SAL22380,1326,52,17,10,0,0,3,1417
SAL22381,134,5,9,0,0,0,0,149
SAL22382,584,42,21,5,0,0,0,654
SAL22383,14,0,0,0,0,0,0,19
SAL22384,9,4,0,0,0,0,0,11
SAL22385,8,0,0,0,0,0,0,8
SAL22386,4,0,0,0,0,0,0,4
SAL22387,28,3,6,0,0,0,0,38
SAL22388,0,0,0,0,0,0,0,0
SAL22389,33,0,0,0,0,0,0,36
SAL22390,0,0,0,0,0,0,0,0
SAL22391,4516,383,213,27,7,0,23,5171
SAL22392,43,5,0,0,0,0,0,49
SAL22393,23,0,3,0,0,0,0,28
SAL22394,46,0,4,0,0,0,0,46
SAL22395,889,56,16,18,0,0,8,985
SAL22396,1200,91,51,38,0,0,3,1381
SAL22397,1874,115,63,35,0,0,5,2107
SAL22398,61,4,0,0,0,0,0,61
SAL22399,1837,78,22,7,0,0,5,1948
SAL22400,0,0,0,0,0,0,0,0
SAL22401,20,0,0,0,0,0,0,20
SAL22402,0,0,0,0,0,0,0,0
SAL22403,14,0,0,0,0,0,0,16
SAL22404,6,3,0,0,0,0,0,9
SAL22405,955,74,56,11,0,0,7,1099
SAL22406,0,0,0,0,0,0,0,0
SAL22407,0,0,0,0,0,0,0,0
SAL22408,14,0,0,0,0,0,0,14
SAL22409,77,12,4,0,0,0,0,87
SAL22410,21,4,0,0,0,0,0,20
SAL22411,0,0,0,0,0,0,0,0
SAL22412,4,0,0,0,0,0,0,4
SAL22413,19,0,5,0,0,0,0,18
SAL22414,1229,90,42,18,0,5,0,1387
SAL22415,0,0,0,0,0,0,0,0
SAL22416,0,0,0,0,0,0,0,0
SAL22417,19,0,0,0,0,0,0,21
SAL22418,6,0,0,0,0,0,0,6
SAL22419,30,5,3,0,0,0,0,37
SAL22420,0,0,0,0,0,0,0,0
SAL22421,0,0,0,0,0,0,0,0
SAL22422,3,0,0,0,0,0,0,3
SAL22423,17,8,0,0,0,0,0,25
SAL22424,30,0,0,0,0,0,0,28
SAL22425,5,0,0,0,0,0,0,5
SAL22426,87,6,3,0,0,0,0,103
SAL22427,3,0,0,0,0,0,0,6
SAL22428,14,0,0,0,0,0,0,14
SAL22429,21,0,0,0,0,0,0,25
SAL22430,69,0,0,5,0,0,0,77
SAL22431,68,3,7,0,0,0,0,78
SAL22432,0,0,0,0,0,0,0,0
SAL22433,33,0,0,0,0,0,0,44
SAL22434,0,0,0,0,0,0,0,0
SAL22435,0,0,0,0,0,0,0,0
SAL22436,14,0,0,0,0,0,0,14
SAL22437,5,0,0,0,0,0,0,5
SAL22438,0,0,0,0,0,0,0,0
SAL22439,3,0,0,0,0,0,0,3
SAL22440,11,0,0,0,0,0,0,11
SAL22441,118,10,9,0,0,0,0,141
SAL22442,0,0,0,0,0,0,0,0
SAL22443,0,0,0,0,0,0,0,0
SAL22444,52,10,7,0,0,0,0,65
SAL22445,0,0,0,0,0,0,0,0
SAL22446,0,0,0,0,0,0,0,0
SAL22447,45,3,0,0,0,0,0,51
SAL22448,4,0,0,0,0,0,0,4
SAL22449,3,0,0,0,0,0,0,8
SAL22450,8,3,0,0,0,0,0,8
SAL22451,8590,334,212,143,10,5,30,9319
SAL22452,8,3,0,0,0,0,0,9
SAL22453,3,0,0,0,0,0,0,3
SAL22454,8,4,0,0,0,0,0,9
SAL22455,4,0,0,0,0,0,0,4
SAL22456,3,0,0,0,0,0,0,3
SAL22457,5,0,0,0,0,0,0,5
SAL22458,47,4,4,0,0,0,0,55
SAL22459,4,0,0,0,0,0,0,4
SAL22460,5,0,0,0,0,0,0,4
SAL22461,0,0,0,0,0,0,0,0
SAL22462,41,0,0,0,0,0,0,41
SAL22463,3,0,0,0,0,0,0,6
SAL22464,11,0,0,0,0,0,0,14
SAL22465,33,0,5,0,0,0,0,41
SAL22466,21,0,0,0,0,0,0,25
SAL22467,450,41,16,5,0,0,3,514
SAL22468,22,0,0,0,0,0,0,18
SAL22469,17,0,0,0,0,0,0,17
SAL22470,53,0,0,0,0,0,0,56
SAL22471,81,9,0,0,0,0,0,92
SAL22472,5,0,0,0,0,0,0,5
SAL22473,2553,127,61,24,0,3,3,2773
SAL22474,2248,112,42,9,0,0,3,2418
SAL22475,3,0,0,0,0,0,0,8
SAL22476,244,13,15,0,0,0,0,276
SAL22477,5,0,0,0,0,0,0,5
SAL22478,0,0,0,0,0,0,0,0
SAL22479,315,29,22,3,0,0,0,368
SAL22480,13,0,0,0,0,0,0,13
SAL22481,5,0,0,0,0,0,0,5
SAL22482,6,0,0,0,0,0,0,6
SAL22483,2294,107,43,18,0,0,6,2464
SAL22484,1841,106,33,10,0,0,4,1988
SAL22485,3,0,0,0,0,0,0,3
SAL22486,13,4,3,0,0,0,0,17
SAL22487,8,0,0,0,0,0,0,8
