SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL21012,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,3,3,0,0,23
SAL21013,313,312,295,312,266,231,190,153,99,2173,7080,5797,4968,5923,5552,4898,4026,3001,1396,42642
SAL21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL21015,0,0,0,0,0,5,0,0,0,3,11,0,0,0,4,6,3,3,0,33
SAL21016,0,0,0,0,0,0,0,0,0,5,7,0,3,0,5,10,6,7,0,48
SAL21017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,4,0,21
SAL21018,4,0,0,3,0,8,5,0,0,19,35,25,21,28,29,44,24,8,0,208
SAL21019,0,0,0,0,0,0,0,0,0,0,3,4,3,6,7,5,3,0,0,30
SAL21020,18,8,4,12,13,8,3,0,0,69,67,46,29,44,64,75,73,27,14,443
SAL21021,0,0,0,0,0,0,0,0,0,3,13,3,3,8,5,3,8,0,0,49
SAL21022,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,12
SAL21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21024,0,5,4,4,4,0,0,0,0,18,28,17,14,9,26,15,9,10,4,131
SAL21025,21,9,7,10,11,11,12,3,0,80,226,124,134,133,144,180,109,41,9,1113
SAL21026,5,6,0,0,0,0,4,0,0,19,41,25,22,16,38,28,31,9,0,215
SAL21027,4,3,0,0,5,4,0,0,0,18,21,32,12,12,23,21,23,15,0,155
SAL21028,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,4,0,4,6,15
SAL21029,0,0,0,0,0,0,0,0,0,0,10,9,5,6,7,11,6,7,0,66
SAL21030,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,17
SAL21031,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,3,0,0,23
SAL21032,0,0,0,0,0,0,0,0,0,0,16,8,6,11,12,8,3,0,0,71
SAL21033,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,11
SAL21034,0,0,0,0,4,0,0,0,0,6,3,0,0,3,9,3,4,5,0,29
SAL21035,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SAL21036,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,14
SAL21037,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,13,0,0,17
SAL21038,8,9,0,4,8,9,6,3,0,40,54,39,20,47,73,72,77,47,5,431
SAL21039,7,5,3,3,10,11,5,3,0,44,41,23,23,15,39,58,50,34,4,279
SAL21040,0,0,0,6,0,0,0,0,0,18,14,12,8,17,5,10,4,0,0,75
SAL21041,6,0,0,9,0,0,0,0,0,15,19,8,10,15,18,31,29,6,0,131
SAL21042,5,5,0,0,4,0,0,0,0,9,8,10,5,5,10,6,8,0,3,63
SAL21043,4,13,5,3,0,3,3,6,0,37,15,25,13,10,13,29,3,15,3,123
SAL21044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,13
SAL21045,19,10,8,15,12,13,12,4,0,89,198,97,90,135,131,164,171,57,3,1049
SAL21046,0,0,0,0,0,0,0,0,0,6,13,0,10,5,10,19,13,6,0,75
SAL21047,400,254,457,305,235,148,108,80,65,2051,4152,2842,5227,3693,2428,2071,1381,1148,843,23792
SAL21048,5,0,0,0,3,8,0,0,0,22,44,25,17,24,39,49,37,16,7,256
SAL21049,0,0,0,0,0,0,0,0,0,5,4,0,4,3,0,3,0,0,0,21
SAL21050,3,0,0,5,0,4,3,0,0,25,57,39,14,39,48,37,46,7,5,297
SAL21051,0,5,0,4,7,0,5,0,0,14,14,10,20,8,23,25,14,5,3,120
SAL21052,0,0,5,0,0,5,0,0,0,9,5,4,9,4,3,11,6,0,0,45
SAL21053,3,0,0,0,0,4,0,0,0,17,11,6,9,7,18,24,23,8,0,102
SAL21054,0,0,0,0,8,7,10,0,0,30,14,17,11,20,63,114,83,32,4,356
SAL21055,0,0,0,0,0,4,0,0,0,13,40,25,22,26,21,40,33,8,0,213
SAL21056,42,33,45,25,25,19,13,13,0,215,308,282,374,254,290,274,253,137,43,2217
SAL21057,5,0,0,3,0,5,0,5,0,17,11,7,10,8,14,29,13,10,0,102
SAL21058,113,81,108,76,66,84,78,59,70,737,1596,1016,1404,1163,1041,1077,960,639,320,9220
SAL21059,9,3,5,3,10,8,0,3,0,49,53,13,21,34,26,49,32,10,6,253
SAL21060,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,7,10,5,0,37
SAL21061,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
SAL21062,0,0,0,5,0,7,0,0,0,11,0,6,0,8,8,10,9,0,4,50
SAL21063,0,0,0,0,3,0,0,0,0,6,9,10,7,8,14,20,13,11,0,91
SAL21064,4,0,4,7,3,3,3,0,0,26,19,7,7,20,16,36,28,9,0,137
SAL21065,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,9,0,0,31
SAL21066,5,0,0,3,0,7,4,0,0,15,16,20,10,15,14,35,34,6,4,141
SAL21067,0,0,0,0,0,7,0,0,0,12,0,6,11,7,8,19,8,5,0,62
SAL21068,6,4,0,3,0,4,6,9,0,30,41,20,15,25,28,49,54,28,6,269
SAL21069,17,13,11,6,9,8,3,0,0,80,147,88,82,90,92,109,67,31,0,718
SAL21070,0,0,0,0,0,4,4,0,0,8,0,3,0,0,3,4,3,0,0,19
SAL21071,0,4,5,3,3,5,0,0,0,19,53,26,31,25,44,30,19,3,3,236
SAL21072,4,0,3,0,0,5,0,0,0,14,38,28,27,17,55,37,30,12,0,237
SAL21073,27,8,7,21,19,11,13,0,0,109,282,132,127,199,211,220,150,59,11,1393
SAL21074,5,0,0,9,0,7,7,0,0,31,71,19,26,54,31,55,42,14,0,324
SAL21075,6,0,4,7,0,0,0,4,0,20,66,18,26,33,30,40,42,40,6,295
SAL21076,0,0,0,0,0,0,0,0,0,0,4,5,5,0,5,10,0,0,0,35
SAL21077,9,0,7,0,12,13,9,7,0,57,30,19,28,23,44,77,60,35,7,328
SAL21078,6,0,0,0,0,0,0,0,0,4,12,10,10,5,16,21,21,3,0,90
SAL21079,34,21,30,16,23,17,11,9,11,159,586,378,331,415,484,299,216,200,72,2971
SAL21080,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
SAL21081,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,11,0,0,18
SAL21082,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,6,8,4,0,23
SAL21083,0,0,0,0,0,0,0,0,0,0,9,11,0,3,7,13,0,0,0,45
SAL21084,12,8,5,4,10,12,0,0,0,46,118,75,60,82,94,140,81,29,10,685
SAL21085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL21087,0,6,4,0,3,0,0,0,0,9,25,19,17,18,17,11,20,3,0,132
SAL21088,0,0,0,0,0,3,0,4,0,13,39,33,19,25,37,47,38,24,3,261
SAL21089,14,9,15,16,13,11,15,12,3,110,148,82,120,115,163,208,222,86,17,1168
SAL21090,0,0,0,0,0,0,4,0,0,3,12,0,3,10,7,25,19,5,0,88
SAL21091,0,0,5,0,0,0,0,0,0,7,12,5,12,5,6,9,4,0,0,54
SAL21092,0,0,0,0,3,3,5,0,0,18,91,50,24,38,68,52,46,20,5,385
SAL21093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21094,0,0,0,0,0,5,0,0,0,3,9,0,3,5,13,14,13,4,0,60
SAL21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SAL21096,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,13
SAL21097,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,19
SAL21098,4,0,4,3,4,10,7,4,0,37,55,34,24,44,70,70,86,39,3,425
SAL21099,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,13
SAL21100,0,0,4,0,0,0,0,5,0,17,5,9,5,7,6,17,9,14,0,71
SAL21101,11,6,4,0,3,4,4,3,5,45,132,64,44,90,86,92,60,34,7,623
SAL21102,3,0,4,0,0,0,0,0,0,9,10,8,6,5,13,0,17,0,0,60
SAL21103,0,0,0,0,0,0,0,3,0,4,10,5,6,10,3,7,5,0,0,52
SAL21104,199,133,122,147,139,128,106,82,23,1072,3920,2183,2330,3219,2902,2443,2299,1250,507,21070
SAL21105,316,180,195,208,177,164,92,33,4,1364,4519,2897,3128,3056,2857,2574,1545,568,120,21274
SAL21106,0,0,0,0,4,0,0,0,0,3,11,8,3,8,12,11,3,5,0,58
SAL21107,0,0,0,0,0,0,0,0,0,0,22,12,4,17,12,20,19,7,0,113
SAL21108,0,0,0,0,0,0,0,0,0,6,13,18,7,5,17,14,5,3,9,86
SAL21109,0,0,0,0,0,0,0,3,0,8,20,16,6,17,21,24,18,8,3,131
SAL21110,3,6,0,0,0,7,0,0,0,28,19,13,12,16,23,29,32,15,5,157
SAL21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL21112,0,0,0,0,0,0,0,0,0,5,5,6,4,3,8,9,9,0,0,44
SAL21113,3,0,0,0,0,0,0,0,0,8,15,5,0,13,3,8,7,3,0,61
SAL21114,129,127,106,102,113,80,98,49,57,863,2298,1903,2126,1783,1657,1626,1625,1122,722,14869
SAL21115,9,13,7,9,7,12,4,0,0,69,157,142,76,91,159,165,96,64,11,966
SAL21116,17,0,0,13,4,4,3,0,0,39,71,19,19,49,40,54,48,27,9,330
SAL21117,10,7,3,8,12,16,8,6,0,65,99,53,47,60,76,95,87,45,8,578
SAL21118,3,0,4,0,3,0,3,0,3,13,32,18,15,27,44,39,20,11,3,208
SAL21119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21120,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,0,0,20
SAL21121,8,3,4,3,6,8,7,4,0,34,59,64,33,36,78,49,41,15,8,388
SAL21122,0,0,0,0,0,0,0,0,0,4,10,9,3,3,8,7,6,5,0,60
SAL21123,15,11,4,3,16,21,5,3,0,85,266,162,129,150,178,198,134,43,8,1276
SAL21124,110,70,106,53,56,47,33,32,12,515,1192,653,1134,900,716,588,447,415,220,6269
SAL21125,208,140,156,112,139,94,69,28,28,970,2228,1440,1722,1455,1290,1377,995,546,294,11355
SAL21126,4,0,0,3,0,0,0,0,0,13,34,9,16,24,19,15,13,10,3,136
SAL21127,15,3,16,5,6,8,6,0,0,62,75,36,94,62,50,74,78,32,10,495
SAL21128,4,0,0,0,3,0,0,0,0,13,26,12,16,11,27,27,21,14,3,157
SAL21129,153,96,96,84,80,87,89,90,56,843,1738,1153,1161,1047,1174,1368,1362,928,426,10346
SAL21130,77,52,59,53,44,43,29,24,17,405,1114,759,1062,841,782,774,586,358,241,6518
SAL21131,152,96,76,93,125,117,99,60,13,835,2341,1776,1060,1531,2262,2054,1410,812,272,13518
SAL21132,60,37,47,45,51,57,21,21,8,359,927,549,599,811,774,632,397,263,119,5069
SAL21133,555,345,411,333,281,218,129,55,15,2339,5600,3739,4243,3655,3134,3051,1741,742,190,26082
SAL21134,4,0,0,4,0,0,0,0,0,9,36,14,9,26,19,23,21,9,3,155
SAL21135,0,3,0,0,0,0,0,0,0,9,14,3,7,15,17,14,13,3,0,87
SAL21136,0,0,0,5,0,6,4,0,0,11,12,10,6,10,4,14,8,0,0,75
SAL21137,19,13,16,14,9,19,11,8,0,111,189,99,96,123,140,164,144,75,15,1038
SAL21138,5,5,0,0,6,6,9,3,6,36,39,18,22,25,38,75,55,13,5,291
SAL21139,11,10,3,0,13,11,8,5,0,73,222,145,74,120,162,139,93,48,10,1011
SAL21140,371,177,176,197,114,73,51,18,0,1187,3589,1572,2054,2144,1398,862,599,223,28,12463
SAL21141,0,4,0,0,0,0,0,0,0,7,0,12,3,5,13,17,15,3,0,62
SAL21142,16,0,10,13,17,23,14,0,0,89,83,28,60,57,81,96,57,17,0,488
SAL21143,4,5,3,3,4,4,0,4,5,26,29,19,15,17,35,32,22,18,7,184
SAL21144,0,0,0,3,0,0,0,0,0,11,31,14,10,26,25,26,33,7,0,167
SAL21145,214,111,127,144,121,115,98,68,28,1032,1896,1059,1351,1214,1177,1202,1276,895,302,10369
SAL21146,3,0,0,0,0,0,0,0,0,8,3,0,5,3,0,13,6,0,0,27
SAL21147,0,3,0,0,0,0,0,0,0,18,7,13,4,7,9,14,15,5,0,83
SAL21148,14,6,8,15,9,14,3,3,0,77,321,156,121,186,232,223,144,57,12,1443
SAL21149,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,22
SAL21150,0,7,0,0,3,7,0,4,0,17,51,39,39,26,47,63,17,16,0,311
SAL21151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6
SAL21152,134,208,310,191,163,136,112,68,34,1364,2748,3507,4984,3183,2598,2111,1741,1050,409,22322
SAL21153,99,113,150,111,101,87,71,54,26,802,2202,1942,2922,2121,1886,1517,1183,745,319,14834
SAL21154,0,0,0,0,0,0,0,0,0,4,15,3,13,0,3,8,7,3,0,55
SAL21155,0,0,5,0,0,4,0,4,0,16,27,12,20,22,19,37,25,23,8,189
SAL21156,23,21,7,11,25,22,16,4,0,127,302,156,130,184,235,265,193,74,14,1552
SAL21157,4,4,4,7,0,4,0,0,0,24,57,34,30,40,27,51,39,8,0,289
SAL21158,107,82,76,67,80,121,59,42,18,643,1248,760,773,877,1003,1131,906,634,259,7589
SAL21159,4,0,0,0,6,0,3,0,0,15,31,22,22,20,27,30,26,11,4,189
SAL21160,69,43,29,35,71,70,48,40,13,426,337,185,205,255,390,539,552,371,120,2962
SAL21161,11,6,5,9,9,9,11,4,0,65,180,59,100,115,113,105,110,21,4,811
SAL21162,0,0,5,0,0,0,0,0,0,3,3,0,3,0,3,4,10,0,0,22
SAL21163,27,14,15,16,21,14,36,21,11,182,576,344,271,382,528,317,246,120,43,2826
SAL21164,0,3,3,0,3,7,4,5,0,23,31,20,44,17,38,35,33,11,5,238
SAL21165,109,62,52,80,83,69,42,34,18,559,1925,1123,1017,1493,1471,1131,942,602,222,9933
SAL21166,0,0,0,0,4,6,5,0,0,14,9,7,11,4,15,20,25,6,5,108
SAL21167,65,41,83,73,57,63,60,35,25,500,1235,667,1232,1219,909,782,605,472,238,7360
SAL21168,127,82,107,71,74,42,18,10,12,542,1122,727,1449,1073,792,793,477,216,124,6758
SAL21169,75,45,99,62,60,47,32,14,4,437,893,670,1056,716,580,614,427,208,85,5252
SAL21170,0,0,0,0,0,0,0,0,0,5,14,14,10,8,5,10,15,5,0,75
SAL21171,0,0,0,0,0,6,0,0,0,3,7,3,4,3,8,22,13,6,0,75
SAL21172,6,5,4,0,9,13,13,8,5,60,81,46,36,69,118,107,112,44,16,631
SAL21173,3,5,3,6,6,10,9,0,0,49,24,23,25,37,72,72,76,37,8,368
SAL21174,30,34,35,28,15,21,14,12,4,188,603,375,654,506,415,391,283,187,92,3507
SAL21175,4,4,6,3,7,8,3,3,0,36,70,51,36,51,47,51,36,14,0,365
SAL21176,6,3,0,0,10,6,4,0,0,31,32,13,10,18,33,37,34,11,0,178
SAL21177,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,14
SAL21178,0,3,0,0,0,3,0,0,0,12,15,23,8,4,22,32,15,10,0,130
SAL21179,37,34,33,22,27,27,39,15,7,246,323,217,213,199,234,288,331,173,68,2050
SAL21180,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,14,0,6,0,39
SAL21181,44,30,18,24,25,29,34,10,14,234,319,152,180,191,198,290,278,124,69,1815
SAL21182,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,4,11,5,0,36
SAL21183,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,4,4,0,18
SAL21184,0,0,0,0,0,0,0,0,0,9,15,15,8,10,26,16,17,4,0,122
SAL21185,145,84,95,113,120,66,46,33,32,734,2211,1189,1602,1891,1855,1322,1043,603,291,12016
SAL21186,5,0,0,0,10,0,8,0,0,26,15,9,9,12,29,28,34,11,0,151
SAL21187,229,244,184,132,143,130,158,71,14,1320,3915,2783,2482,2731,2665,2372,2031,1327,435,20736
SAL21188,0,0,0,0,0,4,0,0,0,11,6,6,0,3,4,0,3,0,0,29
SAL21189,0,0,0,0,4,0,0,0,0,8,24,20,16,24,26,20,29,15,0,171
SAL21190,11,0,4,7,0,3,3,0,0,25,15,4,12,20,15,26,10,8,0,99
SAL21191,9,0,0,3,3,0,0,6,0,26,54,35,19,31,51,53,46,31,5,330
SAL21192,6,0,0,0,0,3,5,0,0,16,73,22,34,29,54,35,26,20,3,290
SAL21193,250,175,148,173,181,120,62,20,5,1129,3383,2792,2155,2406,2927,2010,1127,443,90,17331
SAL21194,0,0,0,0,0,0,3,0,0,3,3,0,0,5,7,0,3,0,0,21
SAL21195,9,14,6,9,5,0,0,0,0,42,109,639,217,98,41,16,0,0,0,1124
SAL21196,14,8,3,8,11,3,6,3,0,58,113,68,70,81,103,105,92,44,7,676
SAL21197,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,9,9,0,0,28
SAL21198,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,9,3,0,31
SAL21199,0,0,0,0,3,0,0,0,0,9,9,4,0,9,11,5,0,5,0,36
SAL21200,5,5,0,4,0,4,0,0,0,21,15,10,0,12,7,10,11,4,5,70
SAL21201,10,8,0,10,4,8,13,5,3,62,92,48,63,66,60,117,130,73,49,694
SAL21202,6,8,0,8,14,5,4,0,0,42,231,122,60,159,159,95,71,15,3,914
SAL21203,690,438,488,433,394,337,211,89,26,3100,7071,4855,5350,5094,4708,4908,3424,1451,355,37216
SAL21204,0,0,0,0,0,0,0,0,0,0,6,5,0,5,11,10,0,0,0,44
SAL21205,4,0,0,7,0,0,0,0,0,5,14,12,5,10,8,21,13,6,0,93
SAL21206,258,187,176,127,110,121,108,91,56,1242,2763,1730,2097,1689,1595,1842,1674,1173,570,15134
SAL21207,0,4,8,0,9,0,0,0,0,28,12,32,41,16,21,10,6,0,3,128
SAL21208,0,0,0,6,0,0,0,0,5,7,0,5,0,6,11,11,3,0,4,34
SAL21209,0,0,0,0,0,0,0,0,0,5,19,10,0,7,13,11,7,0,0,67
SAL21210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21211,6,4,0,0,0,4,4,0,0,13,63,41,12,7,7,16,12,3,0,158
SAL21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL21213,0,6,0,0,3,5,0,0,0,16,7,6,3,8,4,14,9,4,0,63
SAL21214,52,65,55,58,57,48,29,20,7,400,1183,959,1261,1091,1098,856,532,371,214,7563
SAL21215,7,0,3,0,0,7,9,0,0,21,64,46,38,39,51,62,31,16,5,352
SAL21216,0,0,0,0,0,0,0,0,0,4,0,4,0,6,6,0,0,3,0,23
SAL21217,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,10,0,0,0,20
SAL21218,21,17,29,15,20,12,10,0,0,120,324,263,359,304,255,185,142,78,38,1949
SAL21219,99,50,38,48,27,38,20,3,0,320,947,403,601,526,376,382,262,74,32,3585
SAL21220,0,3,6,0,0,0,0,0,0,11,13,9,4,8,7,4,6,0,0,46
SAL21221,0,0,0,0,3,0,3,0,0,10,34,20,16,22,35,33,40,5,3,206
SAL21222,9,0,0,6,7,4,0,4,0,24,104,16,19,72,44,30,26,14,0,320
SAL21223,35,25,17,29,22,27,24,11,0,198,708,439,353,450,534,527,372,155,26,3554
SAL21224,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,6,8,3,0,28
SAL21225,0,0,0,0,0,0,0,0,0,3,4,0,5,3,11,6,16,5,0,51
SAL21226,0,0,4,0,0,0,0,0,0,6,13,7,5,3,7,0,9,0,0,41
SAL21227,0,0,0,0,0,0,4,0,0,6,16,10,13,15,12,10,12,5,0,80
SAL21228,9,6,0,3,3,0,4,0,0,24,54,26,22,35,46,48,41,25,5,304
SAL21229,15,4,3,10,11,23,29,14,4,112,171,82,69,117,169,260,359,142,28,1391
SAL21230,9,0,7,0,6,4,3,0,0,32,60,33,26,34,51,70,41,20,8,346
SAL21231,11,9,3,10,11,17,14,12,20,101,114,71,69,76,117,130,157,90,73,886
SAL21232,7,0,0,9,9,0,0,0,0,25,34,8,5,17,16,7,4,0,0,96
SAL21233,7,3,0,5,4,4,5,0,4,35,107,55,86,71,79,120,56,25,8,601
SAL21234,36,9,7,9,18,20,11,3,0,116,434,179,152,265,260,251,151,52,7,1746
SAL21235,75,36,19,38,42,61,67,60,31,427,1020,482,451,661,680,989,1279,733,245,6526
SAL21236,7,5,4,4,9,11,12,0,0,53,194,111,50,91,139,128,151,40,6,900
SAL21237,19,10,7,5,5,23,20,16,0,105,237,223,131,136,227,304,250,146,45,1692
SAL21238,4,0,0,10,3,3,0,0,0,25,31,48,9,22,46,26,29,14,6,240
SAL21239,4,0,3,5,0,0,0,0,0,12,23,4,20,22,9,22,9,0,0,118
SAL21240,0,0,0,0,0,0,0,0,0,0,8,0,6,3,0,0,0,0,0,16
SAL21241,15,10,22,13,15,12,6,3,5,96,164,142,183,143,142,155,123,66,46,1163
SAL21242,11,6,0,4,6,5,3,6,0,46,58,45,35,30,59,53,57,26,7,365
SAL21243,0,0,0,0,5,3,0,0,0,8,14,15,8,12,17,16,13,3,0,100
SAL21244,3,0,0,3,0,0,0,0,0,8,21,7,8,13,15,9,15,11,0,84
SAL21245,153,74,84,85,91,66,81,42,33,701,1155,724,731,702,840,742,636,346,102,5977
SAL21246,99,100,123,116,111,93,71,34,28,770,2017,1596,1921,1896,1799,1736,1348,686,377,13374
SAL21247,44,22,10,27,29,38,16,4,3,203,597,529,312,423,589,574,418,228,91,3762
SAL21248,33,21,40,30,15,21,13,23,5,198,326,254,488,318,198,256,179,122,47,2187
SAL21249,0,0,0,0,5,0,4,4,0,13,35,13,17,17,22,21,23,17,0,161
SAL21250,35,18,19,10,9,5,3,0,0,105,515,268,483,230,147,125,100,27,13,1907
SAL21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,28
SAL21252,0,0,0,4,6,0,0,3,0,11,13,10,8,17,20,19,14,6,0,106
SAL21253,7,0,4,5,12,18,18,5,5,75,33,17,18,36,35,86,107,43,14,382
SAL21254,68,41,36,33,61,45,26,7,5,312,897,428,430,640,666,522,409,127,19,4151
SAL21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,16
SAL21256,0,4,3,4,0,3,0,0,0,19,33,30,17,20,22,20,22,11,5,185
SAL21257,0,0,3,3,0,0,5,0,0,11,9,7,4,5,5,7,3,0,0,49
SAL21258,5,0,0,0,0,6,3,0,0,18,17,12,12,8,15,26,26,8,0,117
SAL21259,0,0,0,0,0,0,0,0,0,0,8,3,0,3,10,6,9,3,0,46
SAL21260,3,0,0,0,0,0,5,0,0,13,14,5,11,5,4,22,16,5,0,76
SAL21261,12,6,5,7,3,9,6,3,0,46,94,52,51,65,81,122,91,23,3,584
SAL21262,0,0,0,0,3,4,0,0,0,7,24,7,10,14,17,29,16,3,0,124
SAL21263,0,0,0,0,0,0,0,0,0,0,7,9,0,8,0,4,0,0,0,34
SAL21264,0,0,0,0,0,0,0,0,0,3,0,9,0,5,0,5,0,0,0,18
SAL21265,3,6,3,5,4,4,8,10,11,53,59,33,36,33,55,108,88,33,24,476
SAL21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL21268,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,3,0,0,17
SAL21269,9,0,0,4,3,11,8,0,5,38,93,67,41,63,82,116,79,46,12,584
SAL21270,0,0,3,0,0,0,0,0,0,3,3,5,4,0,9,4,5,0,0,17
SAL21271,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,7,3,8,0,26
SAL21272,0,0,5,0,0,0,0,0,0,12,7,5,0,10,10,31,14,0,0,85
SAL21273,7,8,3,6,4,7,3,5,0,45,31,36,20,27,41,47,75,47,3,326
SAL21274,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,3,0,20
SAL21275,3,0,0,0,5,0,0,0,0,5,12,0,7,0,7,9,8,5,0,42
SAL21276,0,0,0,0,0,0,0,3,0,4,19,21,8,16,22,30,20,9,0,150
SAL21277,14,3,18,9,4,3,14,9,3,69,143,75,137,88,82,113,147,153,112,1051
SAL21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21279,55,30,17,48,38,29,27,19,4,257,834,434,232,533,588,440,442,293,62,3862
SAL21280,3,0,0,3,0,0,0,0,0,11,11,9,10,8,14,14,5,8,0,93
SAL21281,0,0,0,0,0,0,4,0,0,5,9,0,8,3,8,8,7,0,0,41
SAL21282,29,19,17,16,23,17,21,20,15,182,173,126,111,110,161,208,251,152,65,1350
SAL21283,0,7,0,4,7,3,3,0,0,21,14,16,8,15,28,35,35,15,8,161
SAL21284,126,50,138,84,45,21,11,5,5,477,1598,501,1568,1137,367,230,113,35,7,5548
SAL21285,0,0,0,0,0,0,0,0,0,0,14,0,0,13,6,4,4,0,0,48
SAL21286,10,5,10,4,13,32,16,7,0,96,206,138,105,191,223,232,222,87,11,1418
SAL21287,21,9,5,13,14,7,5,0,0,77,245,115,121,189,234,170,140,62,8,1277
SAL21288,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,4,3,0,0,28
SAL21289,0,0,0,0,0,0,0,0,0,7,18,9,13,11,15,9,11,8,0,89
SAL21290,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,9
SAL21291,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,5,3,0,0,28
SAL21292,0,0,0,0,3,0,0,0,0,6,13,4,0,4,10,16,28,0,0,74
SAL21293,236,134,158,109,106,106,100,94,63,1110,1832,1123,1492,1269,1176,1340,1469,1133,517,11328
SAL21294,17,25,8,9,20,16,7,5,0,109,202,201,84,123,197,192,127,67,11,1208
SAL21295,15,9,4,10,11,14,4,3,5,60,144,82,75,91,107,136,148,71,38,891
SAL21296,0,0,0,0,0,0,0,0,0,0,7,0,0,8,7,9,12,7,0,53
SAL21297,0,0,0,0,0,0,0,0,0,0,10,0,0,6,6,0,3,0,0,17
SAL21298,0,0,0,0,0,0,0,3,0,3,3,0,8,6,8,13,3,6,0,51
SAL21299,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,8,0,29
SAL21300,0,0,0,3,0,0,3,0,0,13,29,21,13,18,35,23,30,3,0,169
SAL21301,4,4,0,4,0,0,0,0,0,18,22,20,6,17,31,23,11,8,3,135
SAL21302,0,0,0,0,0,0,0,0,0,6,21,11,5,11,11,10,20,5,0,94
SAL21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,9
SAL21304,0,0,0,0,0,0,0,0,0,5,9,0,4,7,4,3,6,5,0,40
SAL21305,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,15
