SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL22201,0,0,0,0,0,0,6,0,0,5,26,14,9,12,20,27,23,9,3,141
SAL22202,0,0,0,0,0,0,0,0,0,4,9,6,6,8,3,14,0,0,0,49
SAL22203,28,10,8,7,17,9,7,6,0,87,283,149,79,171,219,191,115,24,5,1221
SAL22204,0,0,3,0,0,0,0,0,0,4,4,4,3,5,3,5,3,0,0,27
SAL22205,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,10
SAL22206,15,5,7,8,3,3,7,3,0,52,50,25,20,33,26,33,32,15,4,231
SAL22207,261,232,200,179,244,258,141,83,32,1635,5623,4575,3783,4175,5010,5126,3073,1661,554,33571
SAL22208,443,294,241,249,253,141,74,37,15,1735,5533,4188,3314,3204,3329,2574,1249,581,165,24129
SAL22209,0,0,0,0,0,0,0,0,0,4,0,6,3,3,6,7,13,3,0,44
SAL22210,4,0,0,3,0,0,0,0,0,14,35,21,10,20,38,28,22,11,6,187
SAL22211,7,0,5,3,4,4,9,0,0,27,20,3,11,15,12,43,35,15,0,164
SAL22212,0,0,0,0,0,0,0,0,0,3,10,8,4,0,3,4,5,8,0,36
SAL22213,0,0,3,3,0,3,0,0,0,11,14,8,6,9,6,10,13,4,0,64
SAL22214,3,3,0,7,7,15,8,10,0,45,78,43,53,48,59,115,73,51,20,545
SAL22215,25,10,17,11,23,38,32,16,4,174,185,90,104,100,195,279,260,147,53,1411
SAL22216,0,0,0,0,0,0,3,0,0,8,10,6,0,9,14,13,14,9,0,70
SAL22217,32,26,13,10,23,30,20,25,3,182,434,235,255,267,314,381,398,214,81,2579
SAL22218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22219,11,3,3,10,7,8,0,0,0,45,54,30,18,36,43,58,62,22,6,324
SAL22220,168,93,116,122,138,151,162,76,40,1061,1370,720,857,967,1290,1480,1564,876,314,9438
SAL22221,0,0,0,0,0,0,0,0,0,0,4,11,0,3,5,4,5,0,0,33
SAL22222,55,41,35,46,66,70,91,65,18,479,769,599,503,579,828,962,1073,783,236,6328
SAL22223,3,0,3,0,0,3,0,0,0,19,15,9,14,6,15,13,9,3,0,79
SAL22224,14,9,0,9,4,10,4,5,0,58,124,88,76,74,82,122,117,39,15,743
SAL22225,0,0,0,0,0,0,0,0,0,3,12,6,3,5,13,11,15,8,3,72
SAL22226,209,161,159,157,169,128,128,75,69,1243,2579,1546,1798,1658,1741,1749,1705,1061,462,14296
SAL22227,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,11,10,0,0,38
SAL22228,0,0,0,0,3,0,0,0,0,3,4,4,6,5,9,9,15,8,0,57
SAL22229,31,17,18,21,34,36,24,20,17,208,264,108,133,202,197,309,297,143,57,1700
SAL22230,0,0,0,0,0,0,3,0,3,12,24,0,7,13,13,25,36,11,0,130
SAL22231,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,3,0,0,0,9
SAL22232,43,27,18,35,51,42,21,7,5,257,1112,553,421,848,827,718,560,153,26,5211
SAL22233,0,0,3,0,0,3,6,0,0,11,11,6,8,3,22,23,15,3,0,89
SAL22234,103,58,60,81,119,96,79,45,64,715,1731,1213,832,1297,1748,1580,1262,764,488,10926
SAL22235,9,7,0,3,4,4,0,0,0,28,37,18,12,23,29,36,26,10,0,200
SAL22236,0,3,4,5,3,10,0,0,0,32,39,22,19,26,46,70,76,27,6,312
SAL22237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22238,5,0,4,4,8,5,3,0,0,30,89,41,43,61,71,107,98,31,7,543
SAL22239,3,11,9,4,6,12,7,0,0,59,143,117,86,105,161,161,135,43,9,970
SAL22240,4,6,0,3,0,0,0,0,0,14,14,13,10,11,18,9,9,3,0,86
SAL22241,27,15,8,14,22,8,7,3,0,112,181,104,97,115,133,113,95,23,5,855
SAL22242,65,43,36,56,53,28,25,21,8,323,1051,833,693,913,885,746,603,272,64,6066
SAL22243,3,3,0,0,0,0,3,0,0,22,15,10,6,6,24,15,18,0,0,105
SAL22244,0,0,0,0,5,0,3,0,0,7,45,31,9,27,50,32,36,14,3,244
SAL22245,0,0,0,0,0,12,4,3,0,17,28,21,23,17,28,48,23,12,4,214
SAL22246,4,8,16,0,7,6,11,8,3,62,92,63,65,48,69,108,96,48,31,619
SAL22247,65,35,56,51,40,45,15,10,6,324,1047,545,639,825,697,644,353,166,44,4952
SAL22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,15
SAL22249,278,137,197,236,245,164,100,79,38,1473,3032,1589,2352,2682,2445,2036,1682,1016,385,17215
SAL22250,39,8,10,31,11,12,13,6,4,140,381,191,194,313,331,242,235,135,54,2067
SAL22251,5,3,0,0,9,10,4,0,0,34,44,30,24,42,48,76,76,26,0,373
SAL22252,6,0,0,4,0,7,0,0,0,17,23,14,7,19,17,37,28,3,6,161
SAL22253,0,0,3,0,0,0,7,0,0,7,34,13,14,18,11,16,32,5,0,140
SAL22254,5,3,7,3,5,10,0,3,0,35,43,30,33,29,34,50,22,11,0,251
SAL22255,203,137,118,88,123,90,95,56,28,931,1732,1245,1543,1167,1101,1193,1163,746,303,10194
SAL22256,32,21,53,55,41,32,13,7,6,265,916,413,1013,1039,762,549,267,126,58,5143
SAL22257,0,5,0,4,4,10,5,0,3,32,110,70,35,69,95,120,69,29,7,614
SAL22258,22,22,14,24,16,4,9,7,0,111,317,204,165,259,249,212,151,66,12,1626
SAL22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22260,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,9,8,0,0,28
SAL22261,5,10,8,0,0,6,3,0,0,27,49,28,24,31,22,30,22,10,3,222
SAL22262,0,0,0,0,0,0,5,5,0,19,33,3,13,16,12,22,15,8,0,129
SAL22263,32,26,23,28,30,29,19,3,0,187,535,327,327,318,347,350,215,109,24,2559
SAL22264,12,11,6,9,15,9,5,9,0,68,184,91,130,120,118,95,56,32,0,837
SAL22265,140,80,101,88,85,99,81,33,29,730,992,788,791,666,805,949,888,474,217,6569
SAL22266,5,0,5,0,0,0,0,0,0,19,42,14,21,23,23,31,27,3,0,186
SAL22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL22268,0,0,0,0,3,0,0,0,0,5,23,7,17,22,23,13,16,7,0,126
SAL22269,0,0,0,0,0,0,4,0,0,6,0,3,3,0,0,8,10,7,0,38
SAL22270,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,4,0,0,27
SAL22271,0,0,0,0,4,3,0,4,0,23,66,50,25,50,69,79,55,30,4,423
SAL22272,0,0,0,0,0,0,0,0,0,8,61,30,31,34,34,37,27,11,0,263
SAL22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL22274,0,0,0,0,0,0,0,0,0,0,10,8,0,4,19,16,6,7,0,71
SAL22275,749,466,502,434,354,358,255,181,93,3398,6164,3890,4708,3776,3650,3609,3216,2133,928,32067
SAL22276,23,15,8,16,20,19,8,3,0,111,213,144,119,160,173,174,131,54,18,1192
SAL22277,20,22,18,13,15,14,12,18,12,140,639,242,277,368,253,136,83,35,17,2048
SAL22278,6,4,4,4,0,0,0,0,0,23,52,31,27,18,47,45,37,20,3,294
SAL22279,0,4,8,4,0,5,11,4,3,44,82,30,46,45,67,121,150,84,45,679
SAL22280,0,0,0,0,0,0,0,0,0,0,3,5,7,6,0,0,0,0,0,28
SAL22281,24,16,14,18,13,22,9,0,0,115,254,146,152,165,185,188,131,82,21,1323
SAL22282,0,0,0,0,3,14,12,3,0,31,34,10,7,23,33,70,90,40,15,322
SAL22283,9,15,9,7,7,9,8,3,0,58,114,84,67,69,83,77,47,33,8,583
SAL22284,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,16,5,0,0,39
SAL22285,0,0,0,0,3,0,4,0,0,9,13,4,0,13,11,14,21,5,0,76
SAL22286,0,0,0,5,6,9,4,3,3,32,26,9,28,19,38,47,45,31,8,249
SAL22287,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,7,0,19
SAL22288,0,0,0,0,0,0,4,0,0,6,15,12,0,8,20,9,8,4,0,70
SAL22289,0,0,0,0,6,0,0,0,0,9,0,6,0,0,9,8,3,3,0,27
SAL22290,12,9,0,8,8,20,7,5,4,80,89,58,45,67,73,117,78,61,26,609
SAL22291,112,79,50,81,78,45,31,17,5,494,1737,1113,1028,1233,1208,973,485,250,65,8088
SAL22292,0,0,0,0,0,0,0,0,0,3,4,0,3,5,3,15,4,0,0,34
SAL22293,7,0,3,0,5,3,4,0,0,23,41,13,13,30,37,34,53,17,6,245
SAL22294,3,0,0,0,0,5,0,0,0,19,46,22,31,34,37,79,45,23,7,315
SAL22295,7,9,0,3,5,5,0,0,0,26,60,47,19,38,67,81,48,5,0,356
SAL22296,0,0,0,0,0,0,0,0,0,3,6,0,0,4,4,0,15,3,0,32
SAL22297,5,0,0,0,0,0,0,0,0,8,14,0,0,8,6,14,4,8,0,56
SAL22298,33,19,10,10,16,9,16,4,0,108,349,284,179,196,247,233,180,72,11,1762
SAL22299,23,19,10,8,10,19,13,5,0,103,247,152,117,149,175,156,133,48,6,1189
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,23,8,8,16,20,19,5,3,0,101,138,75,83,98,123,152,91,43,5,820
SAL22302,23,23,24,18,33,33,13,10,4,183,473,311,429,400,355,362,284,155,40,2813
SAL22303,21,16,9,21,19,25,36,19,3,178,287,172,102,183,217,327,355,175,36,1857
SAL22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL22305,190,92,122,77,101,101,79,48,20,820,2189,1315,1571,1429,1449,1586,1234,679,316,11767
SAL22306,26,11,14,17,27,41,64,27,7,229,172,105,89,119,194,335,590,329,68,2013
SAL22307,7,0,7,0,0,8,8,0,3,30,68,45,62,50,50,60,50,32,8,421
SAL22308,22,15,14,15,10,11,7,3,0,85,173,110,179,153,125,125,95,44,8,1014
SAL22309,34,13,18,28,16,11,7,8,0,141,451,171,371,456,305,229,113,55,14,2156
SAL22310,99,75,167,133,138,106,64,61,53,890,1339,1013,2507,1999,1653,1323,903,531,278,11548
SAL22311,320,228,179,193,225,131,102,62,45,1487,5217,3497,3299,3971,3783,2520,1530,795,380,24989
SAL22312,0,0,0,0,9,0,3,0,0,10,27,7,14,12,19,13,23,10,0,124
SAL22313,0,0,0,0,0,0,0,0,0,3,14,6,13,13,6,7,4,0,0,71
SAL22314,177,263,700,366,240,186,141,81,25,2186,1761,2934,8542,4185,2443,2095,1692,1024,360,25028
SAL22315,113,202,605,313,138,113,81,33,4,1600,1348,3307,9417,4209,1741,1313,870,358,65,22631
SAL22316,6,0,0,0,0,0,0,0,0,11,24,10,9,17,17,16,25,12,0,128
SAL22317,0,0,0,0,0,0,0,0,0,0,5,7,3,8,3,9,0,3,0,42
SAL22318,0,0,0,0,0,0,0,5,0,12,6,6,10,3,8,13,6,3,0,53
SAL22319,22,14,23,42,27,14,10,0,0,162,586,228,430,556,436,266,191,93,27,2820
SAL22320,33,31,19,29,24,32,24,23,11,229,550,331,292,363,378,445,381,241,108,3092
SAL22321,0,0,3,0,0,0,0,0,0,14,25,22,14,13,31,38,37,9,6,200
SAL22322,4,0,0,0,4,0,0,0,0,12,14,12,16,9,19,27,12,3,8,117
SAL22323,0,0,0,0,0,0,0,0,0,0,4,7,3,7,3,6,7,0,0,35
SAL22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL22325,6,4,0,0,5,0,0,5,0,24,31,31,15,17,53,26,18,13,0,193
SAL22326,9,4,3,0,5,3,0,0,0,25,76,33,29,31,62,47,57,12,3,349
SAL22327,9,4,0,8,5,0,0,0,0,18,43,23,10,26,36,18,12,12,0,184
SAL22328,268,217,373,186,196,176,99,75,40,1626,3214,2953,4535,2990,2524,2332,1821,1197,614,22174
SAL22329,142,87,125,120,99,103,64,43,25,803,2092,1754,1950,1736,1557,1597,1197,649,236,12766
SAL22330,763,533,778,597,463,453,317,284,254,4440,6213,4915,6756,4909,4310,4153,3643,2216,926,38042
SAL22331,59,51,38,33,44,45,39,30,11,356,694,598,618,481,675,687,627,392,175,4942
SAL22332,16,12,11,15,11,19,7,5,0,101,185,165,84,134,190,193,155,66,8,1186
SAL22333,25,5,5,17,11,8,11,5,0,87,211,87,67,128,167,165,115,28,7,974
SAL22334,37,25,18,21,28,34,28,24,25,250,318,215,241,179,286,331,359,268,118,2318
SAL22335,0,0,0,0,0,0,0,0,0,9,19,9,0,7,22,16,20,12,0,100
SAL22336,0,0,0,0,0,3,0,0,0,4,7,0,4,7,3,9,9,3,0,43
SAL22337,0,0,0,0,0,0,0,0,0,0,14,6,3,7,9,0,5,6,0,44
SAL22338,0,0,0,0,0,0,0,0,0,7,14,10,6,10,17,10,8,6,0,75
SAL22339,28,9,12,17,10,14,24,26,44,181,504,317,218,361,356,459,366,200,111,2890
SAL22340,0,0,0,0,0,0,0,0,0,0,7,4,3,0,6,8,7,0,0,34
SAL22341,0,0,0,0,0,0,0,6,0,3,7,3,5,0,9,7,0,3,0,40
SAL22342,0,0,0,0,0,8,7,0,0,19,12,14,13,3,11,27,17,20,0,123
SAL22343,107,152,525,377,294,275,133,71,18,1942,1298,1593,5924,3770,2604,2229,1347,568,159,19490
SAL22344,158,93,211,170,107,65,42,20,14,891,2060,1362,3097,2165,1484,1085,787,366,168,12571
SAL22345,18,18,50,38,35,26,22,14,0,224,376,274,541,507,459,390,271,110,28,2951
SAL22346,44,23,19,29,47,47,56,30,3,301,397,223,318,308,458,675,759,328,81,3542
SAL22347,0,0,0,0,0,0,0,0,0,3,4,0,9,0,3,8,7,4,5,44
SAL22348,0,0,0,0,0,0,7,0,0,14,12,4,5,3,5,13,10,6,0,63
SAL22349,3,5,0,0,6,7,5,0,0,33,68,51,24,34,60,55,56,10,0,368
SAL22350,9,5,0,9,3,9,9,3,6,61,136,70,99,78,95,138,117,75,25,826
SAL22351,5,4,5,8,0,3,9,0,0,29,55,31,21,47,36,81,73,22,5,371
SAL22352,0,0,0,0,0,5,0,0,0,6,11,14,8,14,9,24,9,5,0,105
SAL22353,0,0,0,0,0,0,0,0,0,4,9,5,7,4,9,5,9,3,0,47
SAL22354,119,60,80,61,73,81,87,75,70,707,958,640,782,588,714,916,882,518,221,6220
SAL22355,3,0,0,0,0,3,6,3,0,31,44,28,21,28,45,47,32,23,4,276
SAL22356,0,5,0,0,0,3,0,0,0,7,7,7,7,4,10,18,7,4,5,61
SAL22357,9,0,0,10,0,3,0,0,0,27,31,4,9,21,9,14,19,3,0,118
SAL22358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22359,0,0,0,0,0,0,3,0,0,4,10,3,0,8,3,3,9,4,0,41
SAL22360,0,3,3,0,0,0,0,0,0,13,9,3,0,4,3,5,7,0,0,49
SAL22361,0,0,5,5,0,0,0,0,0,10,19,6,12,12,11,11,15,4,0,79
SAL22362,0,0,0,0,0,0,0,0,0,0,13,4,0,0,7,12,9,0,0,45
SAL22363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22364,4,0,0,0,0,3,0,0,0,14,67,30,32,34,38,42,39,22,4,310
SAL22365,0,0,0,0,4,0,0,0,0,10,0,6,8,0,10,19,5,3,6,65
SAL22366,3,0,0,0,4,0,4,4,0,20,33,15,6,24,31,28,34,14,0,187
SAL22367,0,0,0,5,3,4,3,4,0,14,6,9,5,15,15,17,25,5,0,101
SAL22368,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11
SAL22369,39,40,21,22,26,27,17,13,3,204,598,334,391,338,329,381,397,165,48,2980
SAL22370,19,10,7,10,15,10,6,0,0,77,36,27,17,19,50,53,25,14,0,231
SAL22371,9,4,3,0,0,8,5,0,0,32,35,27,18,11,28,29,26,5,0,180
SAL22372,4,4,4,5,13,5,12,3,0,65,43,21,18,20,60,80,81,32,3,351
SAL22373,90,48,49,46,57,51,51,36,14,436,973,635,579,628,731,783,802,450,185,5756
SAL22374,0,4,0,3,0,0,11,0,0,13,33,22,18,22,30,19,20,19,0,176
SAL22375,7,0,0,8,0,0,0,0,0,30,43,21,13,28,38,21,20,0,0,198
SAL22376,124,60,37,60,55,61,32,13,7,453,1707,819,756,999,891,705,668,241,56,6850
SAL22377,0,0,0,0,0,6,0,0,0,9,12,5,8,4,15,19,9,5,0,84
SAL22378,3,0,0,0,4,0,0,0,0,10,12,0,3,4,10,0,5,0,0,33
SAL22379,31,16,10,9,24,17,17,4,0,130,246,129,127,130,149,130,114,34,13,1072
SAL22380,84,70,40,56,103,67,41,25,17,504,1693,1273,821,1151,1422,1197,847,387,188,8980
SAL22381,11,9,11,18,9,4,9,3,4,68,194,130,93,142,159,93,139,73,21,1047
SAL22382,109,37,84,54,33,13,3,0,0,332,1176,388,1091,807,254,176,77,25,7,3997
SAL22383,0,6,4,0,0,9,3,0,0,27,34,15,13,16,16,20,27,9,0,158
SAL22384,4,0,0,0,6,3,3,0,0,17,20,11,10,17,14,19,12,3,0,107
SAL22385,0,0,0,0,0,0,0,4,0,6,11,13,0,8,14,13,17,9,0,78
SAL22386,0,0,0,0,0,0,0,0,0,0,9,0,0,3,6,0,3,4,0,20
SAL22387,7,4,0,7,3,11,11,6,0,43,37,40,16,20,49,53,36,10,0,255
SAL22388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SAL22389,0,0,0,0,0,0,0,0,0,8,47,20,12,30,46,39,22,10,0,234
SAL22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22391,568,342,387,345,366,299,161,105,57,2628,7376,4714,5488,5237,5292,4856,3551,1682,659,38851
SAL22392,3,5,3,0,3,7,3,0,3,32,53,61,40,37,59,54,31,22,7,368
SAL22393,4,3,0,5,7,4,0,5,0,28,65,28,34,35,45,45,31,20,0,306
SAL22394,9,7,10,4,5,7,9,0,0,41,113,47,70,82,51,74,51,15,4,503
SAL22395,146,94,192,123,109,68,43,33,20,835,1534,1085,1982,1503,1147,930,640,381,229,9445
SAL22396,220,181,172,168,153,125,73,42,22,1158,2010,1532,2046,1548,1501,1441,1026,614,338,12047
SAL22397,283,215,291,208,204,137,116,89,46,1585,3094,2189,3066,2592,2255,1971,1733,1235,412,18552
SAL22398,15,9,0,17,9,8,5,4,0,64,117,64,67,79,92,138,80,29,4,670
SAL22399,90,90,69,66,79,95,66,33,22,614,2258,1974,1344,1580,2139,1784,1482,720,368,13655
SAL22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,16
SAL22401,0,7,0,0,0,0,0,0,0,9,22,22,10,22,18,18,18,6,0,129
SAL22402,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3
SAL22403,4,0,5,0,4,0,7,0,0,14,33,10,10,20,22,27,24,9,5,160
SAL22404,0,0,0,0,0,0,0,0,0,4,15,7,4,7,13,24,23,8,0,103
SAL22405,266,124,152,120,92,117,98,64,43,1067,2146,1253,1643,1338,1133,1321,1116,813,417,11186
SAL22406,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11
SAL22407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22408,0,3,3,0,5,3,0,0,0,18,19,20,22,6,25,19,13,3,0,127
SAL22409,16,7,8,12,10,7,16,7,3,79,151,46,80,98,92,123,181,72,19,861
SAL22410,0,3,0,3,4,3,3,0,0,21,21,22,16,28,29,43,43,22,7,227
SAL22411,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10
SAL22412,0,0,0,0,0,0,4,0,0,4,5,0,3,4,0,0,7,0,0,17
SAL22413,4,3,3,0,10,4,0,4,0,26,36,19,18,19,39,47,34,22,0,232
SAL22414,144,87,118,101,90,83,37,25,17,702,1752,1475,1725,1391,1445,1309,762,439,284,10578
SAL22415,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,3,0,0,0,22
SAL22416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22417,0,8,7,0,5,9,0,0,0,27,23,26,15,19,28,25,17,3,3,160
SAL22418,0,0,0,0,0,0,0,0,0,0,6,3,0,7,3,6,0,5,0,38
SAL22419,9,0,4,8,0,6,6,8,0,39,51,39,23,49,47,68,86,31,9,405
SAL22420,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,6,6,0,0,30
SAL22421,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,20
SAL22422,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,3,3,0,17
SAL22423,5,4,0,9,13,6,7,12,5,56,34,42,24,27,59,118,86,38,19,452
SAL22424,4,0,0,3,0,0,0,0,0,13,52,16,13,37,37,29,42,18,0,245
SAL22425,5,0,0,0,0,0,6,0,0,15,14,7,11,9,8,16,18,0,0,92
SAL22426,15,7,10,12,4,10,16,11,23,110,194,109,123,104,136,170,156,101,83,1175
SAL22427,0,0,0,0,0,0,0,0,0,0,7,9,4,9,3,8,0,0,0,39
SAL22428,5,0,0,3,0,0,0,3,0,16,24,7,10,22,15,20,28,10,0,142
SAL22429,4,6,0,4,5,9,0,6,0,25,31,26,8,25,29,40,18,15,7,194
SAL22430,3,3,0,4,5,12,3,11,0,45,110,85,60,67,113,143,109,47,17,748
SAL22431,25,13,3,11,12,14,6,4,0,92,127,82,40,92,81,75,72,21,9,600
SAL22432,4,0,0,3,0,0,0,0,0,5,4,0,0,5,0,6,6,0,0,25
SAL22433,5,0,4,9,0,0,0,0,0,16,57,30,29,31,48,59,50,17,4,325
SAL22434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL22435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22436,0,3,3,3,3,4,5,0,0,28,27,16,4,19,20,26,18,8,0,139
SAL22437,3,0,3,0,0,0,0,0,0,15,9,0,7,6,11,4,8,6,0,54
SAL22438,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,4,4,0,4,24
SAL22439,3,0,0,5,0,0,0,0,0,5,13,4,4,9,11,5,0,0,0,46
SAL22440,0,0,0,0,0,0,0,0,0,3,13,5,3,11,5,8,11,0,0,55
SAL22441,13,5,13,0,3,6,5,3,0,48,254,92,147,117,94,105,63,43,8,908
SAL22442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL22444,3,3,6,3,7,13,12,0,0,45,77,63,46,65,70,97,83,29,8,540
SAL22445,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,15
SAL22446,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,15
SAL22447,3,9,6,10,9,9,8,5,0,62,54,52,37,57,89,104,85,33,3,524
SAL22448,0,0,7,0,0,0,0,0,0,9,3,0,4,4,5,8,7,0,0,32
SAL22449,0,0,0,0,0,3,0,0,0,3,4,0,3,3,0,8,7,0,0,26
SAL22450,0,0,0,0,4,0,9,6,0,19,14,10,11,8,30,27,43,16,6,153
SAL22451,1372,535,890,833,380,194,100,26,12,4350,16351,6634,11371,12144,4846,2675,1590,639,133,56370
SAL22452,5,0,3,0,4,3,6,0,0,21,17,4,8,8,14,24,11,0,0,103
SAL22453,0,0,0,0,0,0,0,0,0,4,4,3,3,3,5,5,3,0,0,25
SAL22454,0,0,0,0,0,5,4,0,0,14,17,5,5,10,12,21,10,4,0,85
SAL22455,0,0,0,0,0,0,0,0,0,0,6,0,9,5,4,5,4,0,0,36
SAL22456,0,0,0,0,0,0,4,0,0,10,0,3,4,3,10,20,19,0,0,69
SAL22457,3,0,0,3,0,0,3,0,0,14,11,6,3,4,17,9,15,18,0,81
SAL22458,5,0,0,6,4,5,5,0,0,24,80,49,19,54,72,65,55,24,4,416
SAL22459,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,11,5,4,0,25
SAL22460,0,0,0,0,0,0,0,0,0,0,8,4,5,0,12,15,14,0,0,56
SAL22461,0,0,0,0,0,0,0,0,0,3,6,0,3,0,6,7,6,0,0,25
SAL22462,8,4,5,0,0,3,5,0,0,17,60,33,20,30,42,55,73,17,0,328
SAL22463,4,4,4,0,0,0,0,0,0,8,12,9,10,16,7,14,6,0,0,69
SAL22464,0,0,0,0,0,0,0,0,0,3,20,8,4,10,6,7,3,4,0,59
SAL22465,0,0,4,5,0,9,5,0,0,32,69,37,29,57,55,92,97,30,9,462
SAL22466,3,0,0,0,0,3,9,0,0,16,43,11,20,25,43,64,53,15,0,281
SAL22467,80,51,65,50,67,68,51,43,17,495,866,482,634,505,619,686,608,410,137,4955
SAL22468,4,0,0,8,0,0,0,0,0,14,30,17,10,28,24,13,12,0,3,135
SAL22469,5,0,0,4,0,3,4,0,0,11,37,17,12,21,15,17,8,0,0,130
SAL22470,12,0,0,3,10,16,6,4,0,46,89,47,38,59,75,124,102,35,13,568
SAL22471,6,3,8,7,9,9,13,8,0,63,154,72,81,124,138,153,178,93,29,1012
SAL22472,0,0,0,0,0,3,3,3,0,15,9,0,10,3,7,18,9,18,0,76
SAL22473,261,160,105,151,122,75,36,19,4,943,3866,2248,1533,2731,2463,1298,804,377,96,15419
SAL22474,142,125,139,101,134,138,84,19,8,889,2126,2237,1672,1466,2361,2723,1663,701,222,15174
SAL22475,0,0,0,0,0,0,0,0,0,0,17,0,6,5,7,9,7,0,0,54
SAL22476,20,16,20,9,11,15,19,3,0,108,344,242,234,281,322,316,212,80,23,2064
SAL22477,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,10,0,0,0,23
SAL22478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,12
SAL22479,37,19,16,26,28,19,14,3,3,158,551,251,251,354,329,293,206,64,19,2308
SAL22480,0,0,0,0,0,0,0,0,0,4,21,4,9,9,11,12,6,9,0,75
SAL22481,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,3,0,0,21
SAL22482,0,0,0,0,0,0,0,0,0,0,14,3,7,7,4,0,3,0,0,44
SAL22483,140,99,82,110,106,129,128,96,87,972,2618,1939,1571,2010,2112,2459,2113,1447,696,16966
SAL22484,110,80,67,83,102,71,62,77,47,700,2364,1513,1355,1785,2034,1621,1397,1415,614,14098
SAL22485,0,0,0,0,0,0,0,0,0,3,19,3,6,6,3,6,14,3,0,62
SAL22486,6,0,5,5,0,0,0,0,0,23,34,9,31,23,25,34,35,12,3,206
SAL22487,0,0,0,4,0,0,0,0,0,4,9,8,0,3,8,14,7,5,0,60
SAL22488,30,24,8,14,25,17,37,17,7,188,347,222,232,220,262,359,298,204,105,2254
SAL22489,0,0,0,0,0,0,0,5,0,15,4,9,0,3,15,20,9,10,4,72
SAL22490,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,5,0,0,0,20
SAL22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
SAL22492,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,4,0,8
