SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL20030,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15,0,3,8,16,6,14,0,0,75,..,3,5,8,24,13,15,0,0,65,..,0,0,5,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,3,28,..,..,..,..,..,..,..,..,28,..,6,..,..,..,..,..,..,..,6,..,8,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,4,0,0,5,..,0,0,0,0,7,6,3,0,14,0,0,0,0,0,0,0,0,0,6,28,15,8,18,29,19,29,6,0,154
SAL20031,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,14,7,9,8,16,17,15,13,0,83,..,0,4,7,19,17,20,3,0,75,..,4,3,0,0,3,0,0,0,12,..,0,0,3,0,0,0,0,0,8,30,..,..,..,..,..,..,..,..,30,..,5,..,..,..,..,..,..,..,5,..,8,0,5,0,0,0,0,0,17,..,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,10,0,0,18,0,0,0,0,0,0,0,0,0,0,30,15,10,12,35,22,30,12,0,164
SAL20032,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,0,18,..,0,0,4,6,0,0,0,6,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,5,..,..,..,..,..,..,..,..,5,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,3,6,0,0,6,31
SAL20033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,5,4,0,26,..,0,3,9,0,6,8,4,0,29,..,0,4,0,0,0,4,0,0,6,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,6,0,12,13,3,0,59
SAL20034,..,47,95,21,4,6,5,5,0,181,..,11,74,69,54,69,65,49,22,417,0,8,10,8,5,0,0,0,0,36,396,341,461,399,408,385,240,112,44,2784,..,0,153,399,464,432,282,86,18,1829,..,41,226,149,111,93,46,8,0,662,..,0,6,34,65,37,17,15,9,176,831,..,..,..,..,..,..,..,..,831,..,358,..,..,..,..,..,..,..,358,..,107,98,15,25,9,0,0,0,258,..,18,19,4,10,11,4,9,7,82,..,7,33,9,0,0,3,0,0,53,..,83,185,49,12,8,15,4,0,354,..,16,121,120,99,107,103,64,32,661,0,14,21,9,13,8,8,3,0,68,835,642,863,773,785,712,465,199,70,5344
SAL20035,..,13,34,15,8,19,5,3,0,97,..,18,71,88,128,131,189,180,126,930,12,10,11,10,16,5,8,3,0,80,957,457,720,943,827,652,588,389,203,5734,..,9,383,1046,864,698,580,379,103,4058,..,36,429,338,214,134,51,15,0,1222,..,0,41,97,150,86,48,35,31,481,1884,..,..,..,..,..,..,..,..,1884,..,493,..,..,..,..,..,..,..,493,..,233,178,72,54,37,6,0,0,578,..,25,28,22,17,20,48,22,21,199,..,13,14,6,3,9,5,0,0,59,..,24,73,44,34,38,23,8,0,241,..,26,125,173,241,251,305,252,169,1544,23,17,24,31,27,11,13,4,0,143,1914,878,1292,1817,1602,1281,1081,721,320,10908
SAL20036,..,14,45,14,26,37,14,5,0,155,..,12,96,111,146,217,244,186,71,1087,19,19,19,15,7,16,10,5,8,117,1428,867,1215,1306,1237,1319,995,462,158,8984,..,24,679,1397,1270,1447,1151,437,87,6497,..,82,571,369,225,181,66,18,0,1513,..,17,81,206,264,199,112,69,37,987,2854,..,..,..,..,..,..,..,..,2854,..,849,..,..,..,..,..,..,..,849,..,579,595,194,122,50,17,0,0,1562,..,88,88,43,50,73,76,38,21,483,..,33,51,14,23,8,5,7,0,133,..,40,131,52,50,72,38,17,0,407,..,24,201,229,312,426,388,240,102,1922,37,35,34,26,27,24,18,5,11,212,2892,1778,2443,2521,2346,2477,1882,836,256,17426
SAL20037,..,27,45,14,10,7,5,5,0,117,..,0,56,59,74,102,125,203,123,742,6,13,15,11,10,3,12,5,6,81,1227,569,948,983,722,493,511,526,225,6198,..,30,620,1173,726,454,518,495,142,4163,..,67,514,330,157,77,24,0,0,1170,..,3,41,129,159,117,61,52,49,615,2444,..,..,..,..,..,..,..,..,2444,..,531,..,..,..,..,..,..,..,531,..,316,294,100,124,54,16,0,0,904,..,50,66,37,42,36,45,47,19,341,..,28,68,13,17,6,3,5,0,132,..,43,133,40,34,24,18,16,0,300,..,15,119,140,163,199,205,258,170,1256,21,16,33,17,16,15,24,7,5,157,2461,1100,1885,1963,1431,976,908,881,400,12005
SAL20038,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,12,9,7,7,9,13,9,5,0,61,..,0,6,5,6,17,0,0,0,34,..,0,4,0,0,3,0,0,0,9,..,0,0,6,0,0,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,8,..,..,..,..,..,..,..,8,..,4,3,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,0,0,0,8,..,0,0,0,0,7,3,0,6,21,0,0,0,0,0,3,0,0,0,6,23,14,10,11,11,29,9,4,3,122
SAL20039,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,7,3,0,0,26,..,0,0,0,5,10,6,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,5,..,..,..,..,..,..,..,..,5,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,8,0,0,7,0,0,0,0,0,0,0,0,0,6,5,5,5,7,5,14,9,0,0,52
SAL20040,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4
SAL20041,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,9,6,0,0,25,0,0,0,0,0,0,0,0,0,0,9,6,6,12,9,22,26,6,4,105,..,0,3,15,9,24,26,16,0,92,..,7,4,5,0,5,3,0,0,25,..,0,0,0,0,4,0,0,0,7,18,..,..,..,..,..,..,..,..,18,..,9,..,..,..,..,..,..,..,9,..,9,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,3,0,3,10,15,6,3,36,0,0,0,0,0,0,0,0,0,0,18,24,10,24,23,41,48,21,4,210
SAL20042,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,11,5,3,22,0,0,0,0,0,0,0,0,0,0,66,42,33,40,48,55,40,16,6,339,..,3,28,61,67,78,62,11,6,310,..,0,15,7,20,16,0,4,0,63,..,0,5,7,3,0,0,0,0,14,136,..,..,..,..,..,..,..,..,136,..,38,..,..,..,..,..,..,..,38,..,17,22,3,0,0,0,0,0,46,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,0,0,0,10,..,0,4,0,3,13,15,12,5,51,0,0,5,0,4,0,0,0,0,8,136,64,66,78,99,110,84,26,11,681
SAL20043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,10,7,13,0,0,43,..,0,0,3,4,14,19,4,0,51,..,0,5,0,9,0,0,0,0,11,..,0,0,4,0,0,0,0,0,5,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,5,4,3,13,18,25,9,0,88
SAL20044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,9,..,0,0,5,0,4,6,3,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,0,4,6,4,5,3,0,26
SAL20045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,5,0,0,4,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,17
SAL20046,..,13,10,0,0,9,7,0,0,48,..,0,8,10,20,38,53,52,21,197,4,0,6,4,4,9,18,3,0,39,185,94,126,155,175,266,260,133,39,1434,..,0,41,167,198,302,327,170,25,1227,..,13,92,85,47,48,33,4,0,327,..,0,0,7,26,23,9,0,9,73,415,..,..,..,..,..,..,..,..,415,..,104,..,..,..,..,..,..,..,104,..,41,25,12,9,3,0,0,0,90,..,0,6,0,0,3,5,0,0,21,..,4,11,0,0,0,0,0,0,17,..,31,20,10,5,9,16,0,0,93,..,9,21,15,37,81,89,74,33,356,5,7,12,10,5,12,27,9,0,100,424,206,231,305,341,486,502,266,63,2820
SAL20047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,6,0,0,14,..,0,0,8,0,0,3,0,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,9,3,0,9,0,0,39
SAL20048,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,0,3,3,0,5,0,0,0,26,..,0,3,3,0,3,0,7,0,16,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,13,5,9,7,3,11,3,7,0,51
SAL20049,..,3,6,0,0,3,0,0,0,21,..,4,6,10,13,27,36,31,14,140,4,4,7,5,5,3,8,0,0,30,91,50,73,83,102,127,127,69,24,745,..,0,26,78,84,117,140,61,9,515,..,3,50,23,46,39,16,4,0,182,..,0,9,7,27,16,4,0,0,63,192,..,..,..,..,..,..,..,..,192,..,50,..,..,..,..,..,..,..,50,..,18,13,7,4,0,0,0,0,52,..,3,5,0,6,4,4,4,0,22,..,0,11,4,5,0,0,0,0,14,..,3,20,9,7,9,6,8,0,50,..,13,21,20,28,64,71,44,14,271,7,7,9,9,5,9,11,9,6,65,201,101,149,155,205,258,260,123,30,1490
SAL20050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12
SAL20051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,..,0,0,7,0,4,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,3,7,4,9,4,0,0,26
SAL20052,..,0,0,0,0,0,5,0,0,3,..,0,0,0,3,9,5,11,0,24,0,0,0,0,0,0,4,0,0,4,18,3,12,9,15,34,26,11,8,133,..,3,7,11,8,41,27,4,4,104,..,0,8,5,8,14,12,0,0,47,..,0,0,0,0,0,0,0,0,4,41,..,..,..,..,..,..,..,..,41,..,6,..,..,..,..,..,..,..,6,..,10,0,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,3,0,0,0,13,..,0,0,4,3,15,11,13,0,54,0,0,0,0,0,5,4,0,0,8,41,22,22,26,31,70,53,20,3,282
SAL20053,..,25,31,8,5,13,10,0,0,91,..,27,47,27,56,113,124,132,82,609,3,16,7,8,5,13,14,0,4,82,564,392,469,364,452,501,477,307,120,3638,..,7,227,312,406,524,572,303,67,2413,..,87,272,122,108,86,50,12,0,738,..,10,69,99,109,58,27,15,12,396,1154,..,..,..,..,..,..,..,..,1154,..,228,..,..,..,..,..,..,..,228,..,240,87,46,34,11,3,0,0,424,..,47,27,11,10,22,11,17,7,162,..,28,45,12,9,6,0,0,0,93,..,59,85,30,14,30,11,8,0,239,..,43,101,68,118,229,224,187,117,1098,11,31,18,19,20,16,24,5,3,142,1163,790,929,709,829,986,925,544,212,7084
SAL20054,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,12,3,0,0,35,..,0,4,5,10,15,6,5,0,38,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,7,0,0,14,0,0,0,0,0,0,0,0,0,0,6,10,3,8,15,17,13,4,0,83
SAL20055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,11,6,24,7,11,4,0,95,..,0,7,7,30,18,20,11,0,94,..,0,3,4,3,4,0,0,0,17,..,0,0,0,3,0,0,0,0,3,30,..,..,..,..,..,..,..,..,30,..,20,..,..,..,..,..,..,..,20,..,10,5,0,0,0,0,0,0,20,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,0,0,5,30,36,22,19,37,30,26,12,0,207
SAL20057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,7,6,0,11,8,9,3,3,52,..,0,3,0,0,12,11,0,3,31,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,6,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,15,15,10,10,13,18,7,3,3,94
SAL20058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,11,..,0,0,0,3,4,4,0,0,8,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,3,0,23
SAL20059,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,4,0,7,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,4,0,16
SAL20061,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,12,..,0,0,0,4,4,7,0,0,11,..,0,0,4,0,3,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,0,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,7,0,0,24
SAL20062,..,13,11,9,6,4,8,0,0,45,..,0,15,26,19,26,31,27,20,168,3,0,4,0,0,4,0,0,0,18,257,122,258,249,155,112,128,60,28,1375,..,6,179,251,152,97,114,66,12,882,..,7,96,57,47,7,0,4,0,215,..,0,18,44,45,26,25,3,0,172,490,..,..,..,..,..,..,..,..,490,..,106,..,..,..,..,..,..,..,106,..,67,65,31,17,5,0,0,0,181,..,20,35,13,11,19,23,3,3,128,..,10,28,6,10,7,0,0,0,61,..,28,56,28,15,7,7,0,0,152,..,6,54,59,57,62,59,39,29,367,9,3,13,8,4,5,0,0,0,50,498,254,542,499,359,242,228,124,48,2798
SAL20063,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,3,4,4,0,10,0,4,0,0,0,0,0,0,0,4,26,19,25,24,20,32,24,11,0,177,..,0,5,27,32,44,32,10,0,155,..,0,11,9,10,3,5,0,0,39,..,0,4,4,4,4,0,0,0,14,69,..,..,..,..,..,..,..,..,69,..,22,..,..,..,..,..,..,..,22,..,26,10,4,0,3,0,0,0,40,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,8,..,0,0,3,6,14,5,9,0,39,0,5,0,0,0,3,0,0,0,11,71,53,40,49,51,70,50,19,0,405
SAL20064,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,3,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,11
SAL20065,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,9,5,0,23,0,0,0,0,0,0,0,0,0,8,8,6,8,8,11,17,26,13,3,102,..,0,0,11,12,17,20,14,4,78,..,6,4,0,3,4,6,0,0,19,..,0,0,4,0,0,4,0,0,9,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,6,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,0,0,0,0,3,..,0,3,0,8,9,12,14,0,44,0,0,0,0,0,3,0,5,0,7,36,9,14,17,24,34,43,32,7,220
