SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL20307,..,9,11,0,3,4,0,0,0,29,..,3,20,14,12,16,18,0,0,83,3,0,3,0,0,6,7,0,0,25,919,359,657,555,387,287,146,36,6,3355,..,12,496,812,539,433,234,57,3,2588,..,75,435,183,124,58,10,7,0,888,..,3,45,55,53,22,13,8,3,195,1843,..,..,..,..,..,..,..,..,1843,..,300,..,..,..,..,..,..,..,300,..,218,114,18,10,3,0,0,0,361,..,10,20,11,6,9,10,5,6,80,..,18,20,6,4,0,0,0,0,51,..,14,22,6,7,6,3,0,4,57,..,3,40,35,25,26,19,3,0,163,5,7,8,9,8,5,8,0,0,49,1854,673,1195,1129,763,563,303,80,11,6569
SAL20308,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,4,9,6,10,3,0,49,..,0,8,8,8,12,16,7,0,48,..,0,7,0,3,3,0,0,0,20,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,14,12,19,9,17,25,26,3,6,120
SAL20309,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,19,7,9,10,6,12,17,7,0,90,..,0,6,10,11,12,21,10,0,66,..,0,8,6,0,8,0,0,0,28,..,0,0,4,0,0,0,0,0,11,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,3,3,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,9,6,4,0,20,0,0,0,0,0,0,0,0,0,0,35,8,18,22,21,27,34,14,6,184
SAL20310,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,0,5,0,0,20,..,0,0,5,5,0,7,0,0,18,..,0,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,3,7,6,11,3,6,0,0,46
SAL20311,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,4,0,0,18,..,0,0,5,4,5,3,0,0,16,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,4,6,3,9,5,0,0,42
SAL20312,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,4,12,3,3,0,45,..,0,6,4,4,16,14,4,0,56,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,7,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,18,11,12,6,13,21,16,6,0,98
SAL20313,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,0,6,0,0,27,..,0,0,0,6,0,7,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,4,7,0,7,0,0,36
SAL20314,..,256,297,59,43,30,19,4,0,706,..,146,285,132,85,126,111,118,82,1084,10,17,29,17,13,3,17,8,7,108,640,1163,1736,907,747,582,436,298,146,6658,..,70,871,893,698,555,495,285,82,3950,..,339,764,151,96,59,25,11,0,1440,..,5,33,137,211,95,34,22,21,557,1303,..,..,..,..,..,..,..,..,1303,..,631,..,..,..,..,..,..,..,631,..,153,174,50,28,22,5,0,0,445,..,161,128,33,23,42,36,31,10,457,..,98,177,57,29,24,7,0,0,387,..,549,683,172,124,57,34,13,0,1629,..,294,540,269,189,234,192,157,106,1967,18,30,66,28,17,15,20,14,3,209,1316,2326,3434,1778,1419,1101,847,523,232,12975
SAL20315,..,57,118,41,20,21,19,6,3,281,..,14,55,46,61,107,128,112,84,608,6,6,16,6,4,7,3,0,5,59,955,717,965,865,850,698,524,299,167,6048,..,20,620,1094,1051,807,584,307,91,4570,..,55,336,141,100,66,21,3,0,728,..,0,32,96,185,106,49,42,29,548,1963,..,..,..,..,..,..,..,..,1963,..,843,..,..,..,..,..,..,..,843,..,272,243,91,51,33,5,0,0,694,..,86,93,21,25,65,60,28,21,399,..,63,108,33,20,8,4,0,0,233,..,177,316,77,50,48,24,16,0,710,..,31,129,116,130,197,182,154,108,1044,11,22,31,14,13,8,7,7,5,114,1970,1567,1907,1678,1622,1342,944,552,260,11847
SAL20316,..,62,55,4,15,4,3,4,0,159,..,10,37,40,45,90,129,107,75,536,5,18,12,10,3,5,5,4,3,58,725,608,506,586,644,523,384,214,129,4319,..,8,308,783,834,631,412,171,48,3187,..,45,178,80,66,72,24,5,0,472,..,4,14,73,109,80,24,16,20,336,1400,..,..,..,..,..,..,..,..,1400,..,659,..,..,..,..,..,..,..,659,..,196,173,30,32,17,3,0,0,451,..,34,47,24,22,31,27,15,19,215,..,48,61,20,3,0,3,0,0,136,..,148,215,41,22,21,15,5,0,460,..,18,73,68,92,140,172,144,99,796,11,26,22,10,7,8,8,4,3,94,1412,1175,1094,1126,1180,990,687,367,185,8211
SAL20317,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,10,..,0,0,0,3,4,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,9,4,0,0,20
SAL20318,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,..,0,0,3,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,11
SAL20319,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,5,0,0,0,19,..,0,4,5,3,4,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,5,3,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,4,6,6,4,6,0,0,0,47
SAL20320,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,..,0,0,0,0,5,0,0,3,8,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,9,3,0,3,26
SAL20321,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,6,11,9,7,8,0,0,62,..,0,8,7,9,7,11,5,0,41,..,0,0,0,3,0,0,0,0,10,..,0,0,3,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,6,13,12,13,9,8,5,0,94
SAL20322,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,3,0,14,0,0,0,0,0,0,0,0,0,5,18,12,14,21,29,24,15,11,0,144,..,0,4,19,30,39,28,15,0,139,..,7,13,4,6,0,0,0,0,30,..,0,0,0,7,0,0,4,0,11,36,..,..,..,..,..,..,..,..,36,..,9,..,..,..,..,..,..,..,9,..,16,6,0,0,3,0,0,0,27,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,4,7,9,0,0,29,0,0,0,0,0,0,0,0,0,4,36,27,30,29,48,50,38,20,0,283
SAL20323,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,7,..,0,3,0,4,5,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,4,0,0,0,14
SAL20324,..,55,107,20,18,21,13,4,0,240,..,10,65,41,48,76,120,47,24,444,4,6,18,5,5,8,4,0,0,62,648,570,966,661,549,478,405,154,63,4499,..,21,578,635,484,427,362,112,25,2647,..,45,339,162,84,51,18,3,0,705,..,11,46,142,165,105,66,36,20,590,1427,..,..,..,..,..,..,..,..,1427,..,518,..,..,..,..,..,..,..,518,..,227,315,103,61,29,9,0,0,745,..,88,126,43,46,79,57,30,16,481,..,53,109,23,33,23,9,4,0,245,..,161,409,81,41,43,30,8,0,772,..,22,138,118,113,160,193,84,45,869,10,20,44,9,15,20,16,5,0,133,1437,1171,2094,1319,1049,933,747,284,109,9145
SAL20325,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,4,0,0,0,0,0,18,..,0,7,8,4,0,0,0,0,14,..,0,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,11,6,4,0,0,6,0,37
SAL20326,..,6,12,5,4,3,0,0,0,24,..,4,10,10,15,22,16,16,7,108,0,0,7,0,0,3,0,0,0,10,67,49,81,65,61,67,51,35,14,484,..,0,33,40,35,52,50,24,0,233,..,24,45,17,14,4,4,0,0,115,..,0,16,22,17,9,0,0,0,71,133,..,..,..,..,..,..,..,..,133,..,25,..,..,..,..,..,..,..,25,..,27,20,11,6,0,0,0,0,59,..,6,8,0,0,4,4,4,3,27,..,0,0,0,0,0,0,0,0,15,..,16,25,9,5,6,8,0,0,65,..,11,19,20,24,36,34,30,14,178,0,0,7,0,0,4,0,0,0,23,133,113,164,119,106,121,93,60,20,932
SAL20327,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,6,7,0,8,0,0,0,0,0,0,0,0,0,0,9,0,9,14,0,12,15,10,0,65,..,0,0,14,5,6,15,7,0,53,..,0,6,3,0,7,0,3,0,20,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,0,4,0,4,0,0,0,0,6,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,5,6,0,0,0,0,0,10,..,0,0,0,0,0,10,5,0,17,0,0,0,0,0,0,0,0,0,4,23,9,13,21,12,17,35,15,0,141
SAL20328,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,16,..,0,0,0,0,0,3,4,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,3,4,0,24
SAL20329,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,3,0,4,0,28,..,0,0,3,0,6,6,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,11,0,4,3,8,8,4,0,47
SAL20330,..,0,0,0,0,3,5,0,0,8,..,0,6,4,5,13,14,9,5,63,4,3,0,0,4,0,0,0,0,7,106,49,58,61,68,94,69,21,5,531,..,0,31,60,68,106,102,20,5,389,..,9,39,28,20,18,9,3,0,138,..,0,4,13,16,4,5,0,0,39,181,..,..,..,..,..,..,..,..,181,..,44,..,..,..,..,..,..,..,44,..,52,11,3,5,0,0,0,0,67,..,0,0,0,0,7,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,6,8,0,0,19,..,4,16,11,10,23,33,13,5,118,4,6,3,0,6,0,5,0,0,22,180,115,109,110,127,169,170,40,9,1032
SAL20331,..,5,7,6,0,0,0,0,0,16,..,3,9,10,26,45,50,49,15,212,3,6,0,3,3,0,4,0,0,26,296,133,190,244,229,207,196,127,26,1642,..,0,107,290,241,185,233,153,11,1223,..,6,100,72,47,35,15,3,0,275,..,0,12,30,61,42,15,8,6,182,596,..,..,..,..,..,..,..,..,596,..,155,..,..,..,..,..,..,..,155,..,89,68,16,20,15,0,0,0,207,..,8,11,3,11,8,9,4,4,45,..,0,9,3,9,3,0,0,0,24,..,3,20,9,0,0,3,3,0,40,..,3,17,31,44,71,76,61,21,331,8,10,11,8,5,3,3,0,0,49,609,274,342,470,437,356,354,233,42,3117
SAL20332,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,3,0,9,9,15,9,4,0,59,..,0,0,10,13,10,8,4,0,43,..,4,5,4,0,4,0,0,0,11,..,0,0,0,3,0,0,0,0,4,21,..,..,..,..,..,..,..,..,21,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,6,0,0,9,0,0,0,0,0,0,0,0,0,6,21,6,3,12,17,19,13,4,4,112
SAL20333,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,5,0,6,8,12,12,4,0,61,..,0,0,10,20,8,15,13,0,58,..,0,7,6,4,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,5,..,..,..,..,..,..,..,5,..,9,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,6,0,6,13,0,0,0,0,0,0,0,0,0,4,19,12,8,13,20,17,22,9,5,123
SAL20334,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,5,0,0,0,24,..,0,0,9,0,12,0,3,0,26,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,10,8,9,0,15,0,3,0,53
SAL20335,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,7,4,4,18,0,0,0,0,0,0,0,0,0,0,19,6,17,17,13,28,21,16,8,146,..,0,12,13,9,35,30,21,4,127,..,0,15,0,5,0,3,0,0,31,..,0,0,0,4,7,0,4,0,15,36,..,..,..,..,..,..,..,..,36,..,10,..,..,..,..,..,..,..,10,..,5,9,5,4,0,0,0,0,15,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,5,..,0,3,6,5,9,13,5,4,39,0,0,0,0,0,0,0,0,0,4,36,21,38,26,26,53,45,31,7,298
SAL20336,..,15,9,3,6,0,0,0,0,41,..,7,11,12,13,35,44,55,24,185,0,4,5,3,3,5,8,0,0,26,162,95,95,149,167,169,172,124,35,1177,..,0,44,163,169,193,222,125,24,934,..,13,61,61,54,49,17,10,0,258,..,0,4,22,29,16,8,10,5,91,355,..,..,..,..,..,..,..,..,355,..,85,..,..,..,..,..,..,..,85,..,41,16,12,6,10,0,0,0,84,..,8,4,0,0,3,0,6,3,25,..,9,9,0,0,0,0,0,0,17,..,25,41,12,3,4,4,0,0,89,..,6,22,21,28,58,84,67,30,323,3,8,6,3,8,3,6,3,0,46,358,201,196,285,302,333,335,221,65,2301
SAL20337,..,30,55,18,14,23,22,8,0,171,..,30,101,116,140,257,347,361,253,1604,18,36,29,18,13,17,34,10,5,177,1690,1265,901,1253,1827,1662,1407,929,382,11312,..,0,384,1453,2265,2155,1772,1056,243,9320,..,44,484,346,316,222,159,50,6,1648,..,5,20,131,323,184,46,36,35,776,3404,..,..,..,..,..,..,..,..,3404,..,1846,..,..,..,..,..,..,..,1846,..,450,411,71,57,38,9,0,0,1040,..,46,52,12,22,30,43,41,33,273,..,18,31,12,3,8,0,3,0,72,..,58,121,36,27,40,33,16,5,345,..,70,191,223,270,416,511,489,330,2494,40,60,50,31,24,36,47,19,8,305,3437,2591,1747,2308,3307,3136,2622,1713,658,21523
SAL20338,..,22,34,17,9,9,16,9,3,115,..,9,21,29,43,120,207,298,242,957,17,10,16,5,3,10,7,5,7,84,1451,943,535,1001,1349,1064,789,631,351,8115,..,0,261,1333,1851,1432,985,552,150,6577,..,33,279,213,247,155,98,39,9,1073,..,0,11,100,243,139,40,38,41,597,3031,..,..,..,..,..,..,..,..,3031,..,1427,..,..,..,..,..,..,..,1427,..,362,305,62,39,35,15,0,0,818,..,34,29,5,9,21,29,37,19,181,..,33,33,4,9,6,0,0,0,88,..,41,92,42,17,34,33,17,3,281,..,25,53,73,106,200,293,376,311,1447,26,26,15,14,11,22,19,8,10,152,3050,1983,1078,1854,2538,2042,1509,1063,551,15669
SAL20339,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,15,13,7,6,6,17,12,3,0,74,..,0,11,4,12,24,12,10,0,71,..,0,0,0,0,5,0,0,0,3,..,0,0,0,5,0,4,0,0,11,26,..,..,..,..,..,..,..,..,26,..,11,..,..,..,..,..,..,..,11,..,11,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,8,0,4,17,0,0,0,0,0,0,0,0,0,4,26,19,14,14,15,31,22,12,3,161
SAL20340,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
SAL20341,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,3,0,0,15,..,0,0,0,3,9,0,3,0,19,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,3,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,3,12,3,6,7,16,0,6,0,48
SAL20342,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,8,6,5,0,0,34,..,0,0,6,8,8,0,0,0,30,..,3,4,0,5,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,12,4,5,12,12,3,0,0,72
