SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL21467,38,1863,868,365,2253,0.8,1919,2.7
SAL21468,42,2600,859,346,2775,0.8,2773,3.3
SAL21469,37,1733,834,370,2229,0.8,1969,2.7
SAL21470,54,1080,682,373,2166,0.6,1792,2.2
SAL21471,43,1560,852,260,2134,0.8,1593,2.6
SAL21472,47,382,706,100,1916,0.8,1687,2.6
SAL21473,38,1789,795,350,2088,0.8,1830,2.7
SAL21474,47,1890,914,320,2463,0.8,2068,2.6
SAL21475,44,1083,737,100,2049,0.8,1375,2.1
SAL21476,32,1700,738,330,1676,0.9,1512,2.5
SAL21477,56,0,599,240,899,1.1,669,1.4
SAL21478,50,0,706,0,2250,1,2250,4
SAL21479,53,0,1406,0,3750,0.9,2874,2.4
SAL21480,74,0,399,0,450,0.4,574,1.2
SAL21481,53,0,1125,0,2250,0.5,1874,1.8
SAL21482,45,1300,731,175,2010,0.8,1520,2.5
SAL21483,61,2400,612,195,1874,0.8,1374,2
SAL21484,38,1842,805,215,2550,0.9,2312,3.3
SAL21485,47,1678,556,260,1375,0.7,1375,2.4
SAL21486,50,867,603,150,1401,0.7,1044,2.3
SAL21487,46,1509,694,270,1607,0.8,1483,2.8
SAL21488,33,1733,1074,390,2459,0.8,2305,3
SAL21489,45,2020,724,288,1187,0.7,1083,1.9
SAL21490,45,1430,641,270,1639,0.7,1183,2.3
SAL21491,48,1842,852,245,2150,0.7,1850,2.6
SAL21492,44,1521,749,240,2125,0.8,1792,2.8
SAL21493,41,1603,757,375,1956,0.7,1589,2.5
SAL21494,66,1460,900,0,0,0.4,1875,2
SAL21495,36,600,916,150,1875,0.7,1583,2.6
SAL21496,38,1733,797,350,2096,0.8,1955,2.9
SAL21497,47,884,483,200,1362,0.8,1160,2.3
SAL21498,63,0,687,20,0,0.7,749,1
SAL21499,60,1680,150,0,0,0.4,225,1.3
SAL21500,42,2050,758,200,2166,0.8,2125,3.3
SAL21501,58,1225,511,210,1437,0.9,1125,2.3
SAL21502,43,1500,860,123,2125,0.8,1875,2.6
SAL21503,36,1250,900,300,1937,0.8,1875,3
SAL21504,40,1950,798,369,2193,0.8,1764,2.5
SAL21505,52,1840,737,200,1542,0.7,1350,2.4
SAL21506,53,1040,556,275,1300,0.7,1069,2.2
SAL21507,47,1882,640,300,1575,0.9,1604,2.6
SAL21508,59,1972,545,150,1812,0.8,1687,2.5
SAL21509,43,1149,702,260,1449,0.7,1292,2.5
SAL21510,44,1300,719,280,1625,0.8,1413,2.6
SAL21511,24,0,837,0,1625,1.1,1625,4
SAL21512,47,0,1109,100,3083,0.7,2750,2.6
SAL21513,57,260,575,0,1187,0.9,1187,3
SAL21514,48,1181,635,300,1416,0.7,1148,2.2
SAL21515,34,0,1375,138,2125,1.1,1812,2.7
SAL21516,52,672,533,140,1452,0.7,883,2
SAL21517,54,0,743,110,1458,0.6,1416,2.1
SAL21518,63,0,1699,0,2750,0.6,2750,2
SAL21519,53,1376,766,275,2250,0.8,1375,2.1
SAL21520,42,2167,750,427,2178,0.8,2005,3
SAL21521,51,759,814,0,1875,0.9,1812,2.3
SAL21522,38,2200,1093,0,3166,1.1,1875,2.5
SAL21523,50,1450,750,325,1809,0.8,1526,2.5
SAL21524,63,700,433,180,848,0.6,674,1.7
SAL21525,62,0,0,0,0,0,0,0
SAL21526,47,1100,648,200,1523,0.7,1268,2.4
SAL21527,49,1667,1050,265,2799,0.7,2650,2.6
SAL21528,46,1408,697,275,2096,0.8,1800,2.8
SAL21529,41,1633,816,320,2192,0.8,2112,3
SAL21530,65,0,543,0,1083,0.6,1041,2.2
SAL21531,43,975,843,200,2125,0.7,1312,2.5
SAL21532,50,2167,813,0,2049,0.7,1624,2.5
SAL21533,44,1733,795,520,2345,0.8,2437,3.1
SAL21534,38,1117,575,250,1273,0.8,989,2.2
SAL21535,32,975,476,160,1562,0.7,1305,2.6
SAL21536,40,1625,791,274,2239,0.8,2024,2.9
SAL21537,43,1733,917,210,2395,0.8,2203,2.9
SAL21538,34,1473,733,330,1827,0.7,1464,2.6
SAL21539,55,1785,526,220,1449,0.9,883,2.2
SAL21540,52,780,575,261,1410,0.8,1111,2.3
SAL21541,59,1465,890,175,2150,0.6,1375,1.7
SAL21542,56,2167,893,363,1952,0.7,1525,2.1
SAL21543,70,0,2500,0,6000,0.9,3750,2.3
SAL21544,37,1747,798,350,2186,0.8,1991,2.9
SAL21545,59,825,758,0,1312,0.8,1062,2
SAL21546,45,1517,952,248,2399,0.8,2295,2.8
SAL21547,45,2200,955,400,2708,0.8,2160,2.5
SAL21548,27,0,0,0,0,0,0,0
SAL21549,56,0,849,188,1562,0.6,1416,2.2
SAL21550,32,1700,923,380,2168,0.7,1956,2.8
SAL21551,43,1300,708,290,1690,0.8,1361,2.4
SAL21552,46,780,387,0,1125,1,1125,3
SAL21553,52,1517,779,157,2055,0.7,1593,2.6
SAL21554,33,1962,783,401,2163,0.9,2212,3.5
SAL21555,33,2167,955,430,2410,0.9,2446,3.5
SAL21556,51,675,1125,165,2249,0.6,1437,2.1
SAL21557,54,1609,672,310,1708,0.7,1410,2.1
SAL21558,41,2200,943,435,2881,0.8,2754,3.2
SAL21559,44,2600,930,640,3068,0.8,3223,3.4
SAL21560,51,819,614,158,1449,0.7,1059,2.2
SAL21561,49,2167,793,289,2537,0.8,2267,2.8
SAL21562,44,2213,939,371,2763,0.8,2353,2.8
SAL21563,43,846,619,310,2583,1,2583,2.8
SAL21564,41,2296,908,396,2648,0.8,1966,2.5
SAL21565,52,800,869,125,2249,0.7,1416,2
SAL21566,29,1300,483,173,1999,0.8,1374,2.8
SAL21567,56,1300,687,206,1375,0.6,933,1.7
SAL21568,59,1517,899,0,1416,0.6,1406,1.8
SAL21569,33,1766,895,366,2163,0.8,1923,2.7
SAL21570,58,650,820,0,1874,0.6,1625,2.1
SAL21571,42,1300,669,250,1737,0.7,1285,2.3
SAL21572,49,1300,662,390,1625,0.8,1593,2.5
SAL21573,48,1690,653,270,2194,0.8,2097,2.9
SAL21574,37,1690,897,380,2360,0.8,2209,3.1
SAL21575,34,2000,851,381,2273,0.9,1916,2.5
SAL21576,35,1540,875,230,2184,0.8,2073,3
SAL21577,53,1660,820,175,1187,0.6,1062,2.1
SAL21578,56,2550,1081,354,2531,0.6,2166,2.2
SAL21579,43,1300,696,303,1645,0.8,1437,2.6
SAL21580,48,1675,592,0,1149,0.7,1187,2.4
SAL21581,58,1500,724,0,1624,0.8,1624,2.4
SAL21582,54,1083,445,100,1125,0.7,812,2.2
SAL21583,60,1300,592,268,1473,0.7,1059,1.9
SAL21584,59,1148,591,221,1375,0.7,1031,2
SAL21585,45,1324,769,350,1862,0.8,1636,2.4
SAL21586,44,3057,1326,450,3814,0.8,2606,2.3
SAL21587,38,2944,1060,421,3288,0.9,2383,2.5
SAL21588,30,2000,1077,363,2488,0.8,2359,3
SAL21589,53,529,634,130,1531,0.7,1233,2.2
SAL21590,44,1733,966,310,2578,0.8,2279,2.9
SAL21591,44,1941,1009,320,2583,0.8,2363,2.9
SAL21592,51,1515,900,274,2150,0.7,2042,2.4
SAL21593,39,1990,984,310,2485,0.8,1820,2.4
SAL21594,50,2097,937,490,2750,0.8,2833,2.8
SAL21595,48,1620,933,175,2624,0.7,1437,2.3
SAL21596,65,646,450,0,1124,0.7,949,1.8
SAL21597,31,1900,948,360,2318,0.9,2296,3.3
SAL21598,64,0,412,0,899,0.6,649,1.5
SAL21599,47,1603,758,331,1796,0.7,1356,2.3
SAL21600,66,0,412,0,75,0.9,299,1.3
SAL21601,48,2167,986,300,2349,0.8,2374,2.9
SAL21602,50,1626,765,277,1857,0.8,1649,2.6
SAL21603,59,2000,706,282,1600,0.7,1292,2.1
SAL21604,36,2000,980,396,2403,0.9,2020,2.4
SAL21605,45,1300,837,265,1625,0.7,1312,2.6
SAL21606,55,1200,730,230,1699,0.6,1343,2.1
SAL21607,33,0,1624,0,2750,1.3,2750,4
SAL21608,56,1517,694,250,1718,0.7,1383,2.1
SAL21609,52,322,550,130,1156,0.6,900,2.1
SAL21610,57,0,949,0,2250,0.6,1749,1.5
SAL21611,57,0,900,0,2250,0.5,1875,1.9
SAL21612,31,1560,900,350,2155,0.8,1989,3
SAL21613,48,1257,916,145,2083,0.7,1874,2.5
SAL21614,49,1274,480,250,1124,1.1,1375,2.6
SAL21615,43,1600,625,390,1643,0.7,1154,2.1
SAL21616,0,0,0,0,0,0,0,0
SAL21617,53,1300,691,200,1437,0.6,1100,2.1
SAL21618,51,1000,511,240,1220,0.7,876,2.1
SAL21619,39,2167,870,96,2442,0.9,2352,3.1
SAL21620,59,1272,597,300,1390,0.7,1078,2
SAL21621,55,750,630,105,1249,0.9,900,2.6
SAL21622,43,0,649,0,1499,0.7,933,2.2
SAL21623,54,0,449,0,725,1.1,687,1.5
SAL21624,42,2124,837,480,2333,0.9,2214,3.3
SAL21625,55,2000,737,392,1858,0.7,1433,2.3
SAL21626,62,464,444,0,833,0.8,749,1.8
SAL21627,46,1500,814,250,2125,0.8,1642,2.7
SAL21628,47,1600,705,409,1821,0.6,1477,2.3
SAL21629,40,2689,963,516,2878,0.9,2410,2.8
SAL21630,61,601,470,215,792,0.7,792,1.8
SAL21631,45,1000,534,260,1312,0.8,1017,2.1
SAL21632,38,217,780,150,1687,0.9,1468,2.9
SAL21633,40,684,673,200,1449,0.9,1343,2.6
SAL21634,43,1202,845,40,1875,0.8,1437,2.6
SAL21635,34,1460,442,346,1342,1,1274,3.3
SAL21636,35,800,899,100,1875,0.8,2249,2.8
SAL21637,42,1387,721,250,1723,0.8,1326,2.4
SAL21638,49,0,1375,0,2874,0.5,3249,2.3
SAL21639,54,934,662,166,1666,1,1583,2.7
SAL21640,29,1800,864,381,2083,1,1448,1.7
SAL21641,37,1700,262,0,0,0.5,0,2
SAL21642,40,1300,539,300,1303,0.7,1058,2.4
SAL21643,35,1300,568,300,1402,0.8,1209,2.6
SAL21644,36,1500,636,320,1658,0.8,1450,2.8
SAL21645,36,797,743,150,1812,0.9,1187,2.7
SAL21646,59,2600,599,245,900,0.5,900,2
SAL21647,48,1077,1036,100,1625,0.6,1624,2
SAL21648,42,2167,981,392,2604,0.8,1889,2.3
SAL21649,44,2167,960,388,2477,0.8,2336,2.9
SAL21650,45,2167,725,320,1874,0.8,2083,2.5
SAL21651,39,1600,1194,180,3124,0.9,2666,2.9
SAL21652,30,1650,1105,290,2437,0.8,2374,2.8
SAL21653,44,1025,608,210,1477,0.8,1147,2.3
SAL21654,43,997,639,285,1865,0.8,1571,2.8
SAL21655,42,1083,661,150,1571,0.8,1312,2.6
SAL21656,45,1517,728,300,1922,0.8,1638,2.6
SAL21657,51,2500,525,50,1625,0.6,849,2
SAL21658,58,650,473,100,1111,0.7,769,1.9
SAL21659,33,1937,879,381,2141,0.8,2011,3
SAL21660,47,2167,729,300,2035,0.7,1850,2.7
SAL21661,44,1728,1312,270,2666,0.8,2416,2.4
SAL21662,57,3500,1319,258,3600,0.7,2750,2.2
SAL21663,62,1700,843,436,1718,0.6,1465,2
SAL21664,54,3467,1062,258,2769,0.7,2416,2.6
SAL21665,47,1083,557,180,1406,0.8,1030,2.3
SAL21666,0,0,0,0,0,0,0,0
SAL21667,32,1733,775,320,2191,0.7,1762,2.3
SAL21668,39,1950,938,100,2700,0.9,2441,3.3
SAL21669,39,0,833,50,1562,0.9,1312,2.7
SAL21670,53,1500,582,200,1292,0.8,1091,2.3
SAL21671,52,1450,762,311,1792,0.7,1485,2.2
SAL21672,60,1550,1312,480,2750,0.6,2749,2.2
SAL21673,60,1300,617,346,1370,0.7,1219,2.1
SAL21674,52,1432,661,240,1649,0.8,1237,2.2
SAL21675,29,2000,864,400,1973,0.8,1968,3.3
SAL21676,60,0,574,120,1374,0.6,1187,2.1
SAL21677,45,3467,1430,602,3882,0.9,2836,2.3
SAL21678,41,1625,939,180,2562,0.7,1937,2.7
SAL21679,43,1050,575,270,1550,1,1140,2.6
SAL21680,38,650,849,0,1875,0.9,1875,3
SAL21681,47,1300,821,304,1961,0.8,1674,2.6
SAL21682,39,1300,681,280,1635,0.8,1295,2.4
SAL21683,40,1748,716,366,1992,0.8,1735,2.7
SAL21684,44,1993,900,293,2405,0.8,2333,2.8
SAL21685,40,1300,607,305,1466,0.8,1201,2.3
SAL21686,39,1517,1031,200,2083,0.7,1958,2.3
SAL21687,54,489,606,258,1437,0.6,949,2
SAL21688,35,1322,712,200,1375,1,1312,3.1
SAL21689,52,1625,550,150,1874,0.8,1375,2.5
SAL21690,29,0,933,115,2250,0.5,1374,1.6
SAL21691,33,1517,927,360,2142,0.8,1983,2.8
SAL21692,39,2730,1325,200,2874,0.6,2583,2.4
SAL21693,34,953,833,125,1910,0.9,1857,3.1
SAL21694,49,1300,891,96,2583,0.7,1624,2.2
SAL21695,47,616,1062,125,1812,0.6,1812,2.2
SAL21696,32,1300,866,200,2625,0.7,1687,2.8
SAL21697,21,867,349,120,1625,1,1625,4
SAL21698,57,542,480,163,1191,0.7,894,2.1
SAL21699,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0
SAL21701,52,634,1031,0,3562,0.7,3125,2.5
SAL21702,54,1300,618,203,1399,0.7,1226,2.2
SAL21703,48,1367,625,255,1606,0.7,1223,2.4
SAL21704,0,0,0,0,0,0,0,0
SAL21705,36,867,687,125,1374,0.7,941,2.2
SAL21706,39,2167,911,406,2487,0.8,2030,2.5
SAL21707,37,1387,664,263,1726,0.8,1332,2.5
SAL21708,40,1660,833,120,3124,0.7,1874,2.2
SAL21709,50,600,490,150,1437,0.7,982,2.1
SAL21710,46,867,725,200,1666,0.8,1416,2.5
SAL21711,56,2760,782,155,1843,0.7,1481,2.3
SAL21712,64,0,599,0,1374,0.5,1374,1.8
SAL21713,41,892,941,0,3749,0.9,2250,3.8
SAL21714,44,2119,956,320,2405,0.8,2218,2.7
SAL21715,44,1842,790,400,2416,0.8,2250,2.9
SAL21716,46,1000,541,200,1312,0.7,902,2
SAL21717,47,1755,808,344,2374,0.7,2055,2.8
SAL21718,54,2186,1055,396,2562,0.6,2062,2.3
SAL21719,58,537,749,210,2750,0.6,1125,2
SAL21720,25,0,850,0,2250,1.5,2250,6
SAL21721,61,1733,660,351,1792,0.8,1249,2.1
SAL21722,53,650,462,178,1292,0.8,1024,2.1
SAL21723,54,1684,966,165,2124,0.7,1374,2
SAL21724,45,1246,1069,280,2468,0.7,2250,2.6
SAL21725,53,1289,933,0,1875,0.6,1624,2.3
SAL21726,50,1733,622,260,1812,0.8,1291,2.3
SAL21727,41,1915,759,369,2036,0.8,1722,2.7
SAL21728,41,2268,757,190,2285,0.8,2222,2.9
SAL21729,47,2514,933,260,2750,0.7,1375,2.2
SAL21730,0,0,0,0,0,0,0,0
SAL21731,48,1400,725,150,2124,0.8,1625,2.7
SAL21732,42,2500,1061,451,2995,0.8,2324,2.5
SAL21733,43,2817,899,500,2677,0.8,2184,2.7
SAL21734,37,1733,392,240,949,0.8,900,3.1
SAL21735,41,2167,964,420,2544,0.8,2076,2.5
SAL21736,41,2000,855,365,2381,0.8,2088,2.8
SAL21737,59,1907,630,290,1482,0.8,1279,2.3
SAL21738,54,1733,866,0,1937,0.6,1812,2.1
SAL21739,44,1517,725,0,2625,0.7,2250,2.5
SAL21740,61,953,469,150,1037,0.8,955,2.1
SAL21741,42,1575,575,0,1999,1,1937,2.9
SAL21742,38,2167,1113,400,2926,0.9,2111,2.2
SAL21743,52,1542,483,280,1812,0.7,900,2.3
SAL21744,51,1382,816,650,1937,0.7,1625,2.4
SAL21745,43,867,887,190,2250,1,2125,2.8
SAL21746,39,2300,939,431,2503,0.9,2031,2.5
SAL21747,22,0,0,486,0,1,0,3
SAL21748,40,1625,875,350,2041,0.7,1583,2.5
SAL21749,45,934,933,150,2166,0.7,1562,2.7
SAL21750,35,1291,1437,0,3499,0.7,2499,2.6
SAL21751,53,2167,724,180,1375,0.9,1166,2
SAL21752,69,0,450,0,1875,0.6,474,1.3
SAL21753,55,1517,687,100,2050,0.7,1625,2.4
SAL21754,48,3033,837,351,2430,0.8,2256,2.8
SAL21755,37,2000,838,400,2246,0.8,1994,2.8
SAL21756,43,1148,634,250,1455,0.8,1121,2.2
SAL21757,37,1400,675,210,1833,0.8,1416,2.9
SAL21758,52,1203,1024,230,1792,0.9,1625,2.5
SAL21759,45,2250,987,210,2625,0.8,2549,3
SAL21760,40,2167,982,400,2778,0.9,2037,2.4
SAL21761,36,1070,725,210,1937,0.6,1812,2.2
SAL21762,38,2000,1002,410,2646,0.8,2486,3.1
SAL21763,50,2000,740,400,2001,0.7,1451,2.3
SAL21764,0,0,0,0,0,0,0,0
SAL21765,48,1157,644,250,2291,0.8,1437,2.3
SAL21766,63,0,824,0,1375,0.6,1375,2
SAL21767,49,932,572,220,1367,0.7,984,2.2
SAL21768,49,0,762,0,1625,1.5,1625,2.7
SAL21769,43,953,522,215,1263,0.7,942,2.2
SAL21770,50,1257,774,305,1562,0.7,1449,2.6
SAL21771,40,1226,866,220,2624,0.9,1562,2.7
SAL21772,48,928,636,270,1481,0.7,994,2
SAL21773,38,1083,724,0,1874,0.6,949,2.5
SAL21774,58,1517,612,250,1875,0.5,1062,1.7
SAL21775,60,1278,725,0,1562,0.9,1416,2.1
SAL21776,59,2050,840,0,1812,0.8,1562,2.1
SAL21777,30,0,1124,220,2250,0.6,2250,2
SAL21778,27,1000,868,241,1916,0.9,1774,2
SAL21779,42,2405,717,200,2666,0.8,2166,3
SAL21780,40,250,833,126,1812,0.8,1656,2.7
SAL21781,56,1300,655,125,1562,0.8,1483,2
SAL21782,55,1000,575,100,1374,0.8,1125,2.4
SAL21783,37,1498,728,310,1915,0.7,1462,2.5
SAL21784,65,0,449,165,1149,0.6,724,1.9
SAL21785,57,1369,524,0,1074,0.6,1375,2
SAL21786,41,1973,498,462,1387,0.9,1542,3
SAL21787,45,2167,858,415,2369,0.8,2055,2.6
SAL21788,53,1300,587,0,1708,0.7,1520,2.2
SAL21789,51,0,1125,0,4249,0.8,4249,2.5
SAL21790,32,1983,1029,446,2440,0.8,2274,2.8
SAL21791,47,1625,714,75,2036,0.8,1625,2.7
SAL21792,43,1668,823,275,2267,0.8,1819,2.5
SAL21793,45,2600,966,512,2956,0.8,2547,2.8
SAL21794,26,4000,739,100,1562,0.8,1562,2.8
SAL21795,38,2000,828,365,2263,0.8,2045,2.8
SAL21796,49,1705,1109,190,2750,0.9,2583,2.5
SAL21797,52,1100,724,0,2062,0.9,1199,2.2
SAL21798,36,1600,808,345,2340,0.8,2076,2.8
SAL21799,48,0,619,138,1312,0.8,1416,2.6
SAL21800,50,1733,450,0,1125,0.8,1062,2.3
SAL21801,48,2604,1075,330,3021,0.7,2647,2.6
SAL21802,39,2238,1312,0,2750,0.9,2749,2.3
SAL21803,46,2167,846,496,2481,0.7,2097,2.7
SAL21804,45,1192,735,258,2083,0.9,1958,3
SAL21805,42,2194,1026,300,2849,0.8,2463,3
SAL21806,31,3417,1249,0,3749,0.6,2149,3
SAL21807,35,1300,690,280,1662,0.7,1350,2.3
SAL21808,53,1733,939,0,3249,0.7,1937,2.3
SAL21809,45,1700,669,0,1624,0.8,1958,2.7
SAL21810,50,1975,710,400,1792,0.7,1528,2.6
SAL21811,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0
SAL21813,42,1539,708,290,2089,0.8,1764,2.6
SAL21814,45,2200,687,280,2250,0.9,1375,2.4
SAL21815,46,2327,680,275,1718,0.8,1600,2.7
SAL21816,40,2600,810,476,2383,0.8,2066,2.7
SAL21817,61,1517,525,0,1062,0.6,966,1.9
SAL21818,45,2167,700,168,1792,0.7,1562,2.6
SAL21819,37,2000,1102,200,2285,0.7,2094,2.7
SAL21820,48,1192,690,200,1609,0.8,1359,2.4
SAL21821,55,554,424,180,1024,1.1,899,2.6
SAL21822,49,1083,627,200,1512,0.8,1260,2.5
SAL21823,36,1463,731,280,1875,0.8,1791,2.9
SAL21824,46,1733,694,330,1987,0.7,1848,2.6
SAL21825,55,1875,661,0,1416,0.6,1333,2.3
SAL21826,56,1517,743,350,1963,0.7,1583,2.2
SAL21827,40,2167,746,430,2134,0.8,1913,2.8
SAL21828,57,800,942,120,2049,0.7,1781,2.3
SAL21829,46,1100,562,100,1424,0.7,1359,2.5
SAL21830,53,1484,665,150,1775,0.7,1357,2.4
SAL21831,39,1000,849,0,2083,0.8,2083,2.8
SAL21832,50,1083,519,245,1327,0.8,952,2.2
SAL21833,60,1083,531,150,1583,0.8,900,1.7
SAL21834,49,1474,864,295,2550,0.8,2042,2.7
SAL21835,45,2050,862,120,3062,0.8,2849,3.1
SAL21836,54,1903,638,80,2625,0.7,1687,2.2
SAL21837,59,0,900,0,2624,0.6,1625,2.2
SAL21838,47,4512,687,0,2250,1,1375,2.8
SAL21839,32,2000,1020,750,2187,1,1916,3.1
SAL21840,52,867,553,158,1142,0.7,1036,2.3
SAL21841,39,1473,1075,401,1687,0.7,1624,2.8
SAL21842,41,1454,811,200,1792,0.8,1562,2.7
SAL21843,53,0,949,62,2250,0.4,1125,1.3
SAL21844,48,1452,824,200,2187,0.7,2062,2.6
SAL21845,50,689,666,110,1649,0.7,1102,2.1
SAL21846,61,0,574,120,824,0.6,1374,2
SAL21847,60,2000,871,245,2062,0.7,1474,2
SAL21848,48,1733,737,320,2125,0.8,1624,2.6
SAL21849,37,2167,1035,386,2767,0.9,2057,2.4
SAL21850,48,700,621,178,1517,0.7,1007,2.2
SAL21851,61,1733,606,250,1399,0.7,1125,2
SAL21852,48,1614,593,341,1774,0.8,1410,2.5
SAL21853,43,2475,900,375,2583,0.7,1687,2.2
SAL21854,49,607,474,0,1625,0.9,1374,3.2
SAL21855,51,1300,725,178,1625,0.7,1125,2.5
SAL21856,52,1517,575,0,1374,0.7,1062,2.4
SAL21857,50,1344,691,190,1958,0.8,1525,2.5
SAL21858,62,0,900,270,3750,1,3750,2.3
SAL21859,46,1647,924,355,2666,0.8,2374,2.7
SAL21860,49,1690,831,203,1899,0.7,1531,2.3
SAL21861,50,2059,668,0,1833,0.8,1292,2.6
SAL21862,51,1619,866,120,2583,0.8,1874,2.7
SAL21863,50,1300,653,250,1546,0.7,1143,2.2
SAL21864,46,688,749,100,1187,0.7,1062,2.5
SAL21865,55,1083,575,200,1196,0.8,1138,2.3
SAL21866,52,600,762,0,1812,0.6,1124,2.1
SAL21867,51,1487,675,295,1649,0.7,1144,2.1
SAL21868,43,2000,680,180,1916,0.9,1708,2.9
SAL21869,52,1359,949,160,2250,0.6,2125,1.9
SAL21870,39,1105,752,250,1731,0.7,1625,2.4
SAL21871,59,529,687,140,1875,0.6,1062,1.6
SAL21872,41,2318,725,370,2374,0.7,1875,3.1
SAL21873,48,1020,725,0,1375,0.6,1125,2.3
SAL21874,44,1733,654,185,1292,0.9,924,2.1
SAL21875,36,1279,712,200,1958,0.9,1818,3
SAL21876,0,0,0,0,0,0,0,0
SAL21877,47,1733,727,200,2102,0.8,1718,2.8
SAL21878,41,1997,776,305,2022,0.8,1664,2.7
SAL21879,44,2159,688,361,2220,0.8,2116,2.9
SAL21880,51,1472,790,191,2022,0.8,1542,2.2
SAL21881,42,500,1062,220,3125,0.7,2749,2.9
SAL21882,41,1600,982,85,2583,0.7,1625,2.5
SAL21883,50,1200,537,0,1375,0.8,1374,2.7
SAL21884,52,70,710,165,1687,0.9,1562,2.5
SAL21885,38,1528,844,250,1875,0.8,1792,2.9
SAL21886,40,1668,1025,200,2150,0.7,1781,2.4
SAL21887,39,1817,900,125,2416,0.9,2083,2.9
SAL21888,48,1658,949,270,3125,0.6,1874,2.2
SAL21889,48,1975,628,200,1589,0.7,1362,2.4
SAL21890,36,303,749,125,1937,0.8,1812,3.1
SAL21891,44,0,833,0,1875,0.9,1792,2.6
SAL21892,45,1430,771,250,2086,0.8,1816,2.6
SAL21893,35,1733,741,360,1924,0.8,1741,2.9
SAL21894,42,2800,936,565,2807,0.8,2550,3.2
SAL21895,42,2212,795,410,2588,0.8,2634,3.4
SAL21896,34,1937,749,401,2174,0.9,2158,3.4
SAL21897,35,400,474,100,1312,1.2,1333,3
SAL21898,47,1100,628,194,1754,0.7,1169,2.3
SAL21899,54,814,741,195,1812,0.7,1269,2.1
SAL21900,51,1300,735,140,1768,0.7,1458,2.3
SAL21901,49,1300,1125,0,2833,0.6,2583,2.5
SAL21902,54,633,437,100,949,0.8,814,2.2
SAL21903,44,1788,709,350,1895,0.8,1812,2.9
SAL21904,56,2234,599,280,1343,0.7,1062,2.1
SAL21905,56,0,949,0,2124,0.3,2124,2
SAL21906,53,2000,687,200,2124,0.8,2250,2.7
SAL21907,53,2084,627,300,1442,0.7,1401,2.5
SAL21908,47,2167,779,166,2041,0.8,1583,2.4
SAL21909,53,1539,687,250,1449,0.7,1312,2.2
SAL21910,40,329,624,200,1437,0.9,1125,2.5
SAL21911,47,1549,678,260,1568,0.7,1359,2.5
SAL21912,53,1279,707,250,1625,0.8,1534,2.5
SAL21913,0,0,0,0,0,0,0,0
SAL21914,60,1235,689,230,1278,0.6,1104,1.8
SAL21915,46,1517,805,300,1875,0.8,1731,2.7
SAL21916,34,896,725,346,2166,0.7,2250,2.9
SAL21917,42,1717,1033,380,2823,0.7,2405,2.7
SAL21918,31,1213,1312,0,2750,0.8,2750,3.3
SAL21919,38,1084,857,97,2124,0.8,1292,2.6
SAL21920,32,900,1208,150,3250,0.7,2250,2.7
SAL21921,41,1950,874,451,2584,0.8,2279,2.9
SAL21922,43,1118,626,230,1545,0.7,1165,2.2
SAL21923,58,867,567,200,1718,0.7,1041,2
SAL21924,55,1733,669,0,1562,0.7,1562,2.2
SAL21925,40,1400,672,320,1486,0.7,1148,2.1
SAL21926,49,1083,812,200,2333,0.6,1812,2.4
SAL21927,47,2409,819,200,2433,0.7,1958,2.5
SAL21928,59,1497,673,300,1699,0.7,1328,2.2
SAL21929,39,1517,802,315,2418,0.7,1695,2.4
SAL21930,60,1300,541,335,1278,0.7,1143,2.2
SAL21931,47,1592,665,240,2041,0.7,1375,2.5
SAL21932,38,1633,828,203,2021,0.8,1562,2.4
SAL21933,49,1200,566,150,1337,0.8,1132,2.4
SAL21934,38,2507,1241,471,3268,0.9,2657,2.6
SAL21935,38,1517,826,243,1937,0.8,1803,2.7
SAL21936,51,1300,623,300,1679,0.7,1105,2.2
SAL21937,45,1300,522,103,1416,0.9,1025,2.6
SAL21938,40,2167,1001,360,2861,0.8,2092,2.5
SAL21939,47,774,717,200,1737,0.8,1296,2.3
SAL21940,40,1800,885,225,2398,0.8,2087,2.9
SAL21941,47,1733,667,300,1657,0.7,1390,2.5
SAL21942,40,2300,965,432,2715,0.8,2213,2.6
SAL21943,38,1733,736,270,2214,0.8,1625,2.9
SAL21944,49,1881,716,189,1892,0.8,1762,2.7
SAL21945,38,0,1624,0,2749,0.8,2749,3.7
SAL21946,69,1250,450,0,1074,0.7,1312,2.2
SAL21947,51,1517,747,0,2062,0.7,1792,2.6
SAL21948,64,1734,1625,0,3124,0.5,2750,1.8
SAL21949,60,1842,916,160,2166,0.6,1562,2
SAL21950,40,1517,1062,0,2749,0.9,2749,3.3
SAL21951,39,2058,949,100,2449,0.8,2125,2.5
SAL21952,35,1647,628,341,1545,1,1382,2.7
SAL21953,40,1757,596,351,1724,0.8,1452,2.7
SAL21954,56,1083,488,277,1325,0.7,1053,1.9
SAL21955,51,1300,850,220,1924,0.7,1660,2.3
SAL21956,52,640,966,0,2749,0.9,2749,3
