SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL20487,44,1950,693,390,2036,0.8,1875,2.9
SAL20488,39,1300,733,200,1908,0.9,1717,2.9
SAL20489,46,1984,1041,0,2749,0.9,2125,2.4
SAL20490,43,1517,849,85,1875,0.7,1812,2.3
SAL20491,64,1300,466,185,1875,0.8,450,1.6
SAL20492,45,1092,603,223,1542,0.8,1205,2.5
SAL20493,45,888,515,200,1375,0.7,1036,2.3
SAL20494,47,2210,784,275,2281,0.8,2125,2.8
SAL20495,27,1898,659,365,2066,1,1292,1.8
SAL20496,33,2500,1208,552,3123,0.9,2400,2.3
SAL20497,56,1833,945,200,2542,0.7,2457,2.5
SAL20498,36,2040,1005,395,2545,0.9,1878,2.2
SAL20499,39,1100,739,180,1562,0.7,1321,2.7
SAL20500,35,1950,823,400,2271,0.9,2134,3.1
SAL20501,40,1000,488,200,1525,0.8,1312,2.8
SAL20502,49,927,494,250,1312,0.8,1125,2.4
SAL20503,50,1237,508,250,1187,0.8,1021,2.3
SAL20504,42,1517,612,0,1125,0.8,1499,3
SAL20505,48,1200,762,120,2125,0.8,2250,3
SAL20506,36,1400,474,0,3750,0.9,3750,3.8
SAL20507,40,2069,925,406,2338,0.8,1732,2.3
SAL20508,36,1733,817,370,1993,0.8,1658,2.5
SAL20509,44,1419,749,118,1562,0.7,1499,2.9
SAL20510,52,1350,907,200,2055,0.7,1812,2.4
SAL20511,62,1349,392,0,899,0.9,687,1.9
SAL20512,44,1817,895,420,2291,0.8,1978,2.6
SAL20513,58,700,523,160,1297,0.7,881,1.9
SAL20514,43,2300,746,430,2083,0.8,2083,3.3
SAL20515,43,1564,853,250,1812,0.7,1541,2.5
SAL20516,52,1362,668,300,1633,0.7,1106,2
SAL20517,41,1733,635,210,1800,0.8,1520,2.8
SAL20518,53,1315,840,138,2049,0.6,1899,2.3
SAL20519,62,650,900,331,1374,0.7,1375,2.3
SAL20520,35,0,949,0,2625,0.6,1374,2.3
SAL20521,42,2500,978,475,2752,0.9,2143,2.4
SAL20522,32,2167,868,320,2838,0.9,1682,2.2
SAL20523,37,2500,1144,422,3080,0.9,2205,2.3
SAL20524,41,2889,1074,496,3076,0.8,2365,2.6
SAL20525,58,1292,725,50,1874,0.7,1375,1.9
SAL20526,49,1020,732,175,2014,0.7,1452,2.3
SAL20527,41,1733,1116,250,3449,0.8,3125,3.1
SAL20528,35,2250,880,421,2363,0.8,1991,2.5
SAL20529,65,0,350,0,0,1,350,1
SAL20530,0,0,0,0,0,0,0,0
SAL20531,56,774,725,0,2124,0.7,1937,2.4
SAL20532,56,803,593,0,1125,0.7,1124,2.5
SAL20533,29,1733,1048,415,2284,0.7,2102,2.5
SAL20534,45,1309,814,245,2187,1,2250,3.3
SAL20535,56,758,545,200,1290,0.7,958,2
SAL20536,40,1075,966,462,2124,0.7,1562,2.7
SAL20537,41,2008,951,375,2374,0.8,1683,2.2
SAL20538,40,2001,805,412,2313,0.8,1867,2.6
SAL20539,40,2200,924,430,2543,0.8,1919,2.4
SAL20540,53,889,675,100,1874,0.9,1166,2.3
SAL20541,49,2722,1249,300,3750,1,3624,2.7
SAL20542,75,0,725,0,1375,0.5,1375,2
SAL20543,50,1181,683,115,1625,0.8,974,2.2
SAL20544,0,0,0,0,0,0,0,0
SAL20545,42,2002,666,200,1724,0.9,1562,2.7
SAL20546,41,354,612,123,1062,0.7,1071,2.4
SAL20547,51,1517,687,300,1781,0.8,1245,2.1
SAL20548,57,1560,866,800,1875,0.8,1166,1.8
SAL20549,57,1967,628,130,1624,0.7,1062,2.1
SAL20550,57,0,350,80,0,0.6,450,1.5
SAL20551,50,1300,682,260,1684,0.7,1305,2.3
SAL20552,52,1580,933,140,2200,0.6,1666,2.2
SAL20553,49,0,225,100,900,0.8,749,2.5
SAL20554,59,400,675,0,2124,0.7,1625,2.2
SAL20555,44,2600,1125,450,2399,0.8,2333,3
SAL20556,38,2167,852,443,2316,0.8,2084,2.8
SAL20557,74,2000,537,0,900,1.1,900,2.3
SAL20558,49,1142,596,200,1187,0.6,900,2.1
SAL20559,46,2167,812,353,2799,0.8,2285,2.7
SAL20560,45,1733,751,361,2066,0.8,1902,2.7
SAL20561,38,997,577,230,1347,0.7,1109,2.3
SAL20562,0,0,0,0,0,0,0,0
SAL20563,63,0,450,0,949,0.7,949,2.4
SAL20564,39,1509,827,350,2250,0.8,1792,2.7
SAL20565,56,483,624,280,1562,0.7,1416,2.1
SAL20566,45,2000,640,394,1875,0.8,1589,2.7
SAL20567,44,2334,852,345,2042,0.7,1699,2.7
SAL20568,42,1561,774,185,1812,0.8,1437,3
SAL20569,28,2000,594,400,1755,0.9,1494,2.5
SAL20570,34,1997,685,381,1743,0.9,1630,2.7
SAL20571,44,683,816,120,1875,0.7,1625,2.5
SAL20572,39,2000,925,372,2481,0.8,2288,2.8
SAL20573,38,1127,679,300,1687,0.8,1483,2.8
SAL20574,37,2700,1388,550,3610,0.9,2755,2.3
SAL20575,48,1517,683,350,1677,0.7,1348,2.3
SAL20576,44,2000,728,475,2050,0.8,1902,2.6
SAL20577,31,900,949,0,2999,0.8,1749,2.3
SAL20578,44,1733,915,235,2062,0.8,1821,2.7
SAL20579,61,835,466,0,749,0.8,674,1.9
SAL20580,51,1127,503,220,1339,0.7,1037,2.2
SAL20581,30,2095,981,401,2194,0.8,2152,3.1
SAL20582,30,2167,921,410,2199,0.9,2163,3.3
SAL20583,37,1603,840,255,2083,0.8,1718,3.2
SAL20584,60,900,543,195,1625,0.8,1292,2
SAL20585,44,1694,1020,0,2083,0.7,2049,2.2
SAL20586,43,1350,818,240,2187,0.7,1812,2.6
SAL20587,39,2300,885,568,2208,0.8,2083,2.8
SAL20588,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0
SAL20590,29,1850,874,370,1908,0.9,1920,3.4
SAL20591,51,1083,631,220,1517,0.7,1162,2.3
SAL20592,48,1235,598,250,1417,0.7,1026,2.2
SAL20593,41,1733,859,320,2333,0.8,1981,2.8
SAL20594,54,1083,604,0,1583,0.6,1375,2.2
SAL20595,47,1842,900,0,2083,1,1437,2.4
SAL20596,37,2167,894,430,2532,0.9,2065,2.5
SAL20597,38,2167,882,401,2380,0.9,1981,2.5
SAL20598,15,0,187,0,450,1.2,450,5
SAL20599,63,0,350,0,1024,0.6,1024,2
SAL20600,36,1742,853,370,2196,0.8,1991,2.8
SAL20601,0,0,0,0,0,0,0,0
SAL20602,44,650,966,50,1875,0.7,1874,2.4
SAL20603,42,1950,743,0,1374,0.8,1562,2.8
SAL20604,55,997,594,185,1452,0.7,1112,2.1
SAL20605,47,2000,794,320,2104,0.8,1859,2.8
SAL20606,83,0,0,0,0,0.2,0,1
SAL20607,44,1213,661,260,1541,0.7,1108,2.2
SAL20608,50,1474,695,200,1437,0.8,1375,2.5
SAL20609,46,1690,850,230,1800,0.9,1541,2.3
SAL20610,30,1300,857,230,1812,0.9,1474,2.7
SAL20611,47,1096,731,200,1949,0.7,1278,2.4
SAL20612,45,2680,1125,200,3250,0.8,2874,2.9
SAL20613,37,1809,827,371,2140,0.8,1913,2.8
SAL20614,56,650,502,140,1351,0.6,850,1.9
SAL20615,37,867,812,120,1468,0.9,1325,2.4
SAL20616,33,2167,1338,425,2817,1,2130,1.9
SAL20617,58,0,350,0,350,1,725,1.7
SAL20618,54,1250,830,230,1478,0.7,1392,2.6
SAL20619,46,1000,900,206,2166,0.7,1625,2.2
SAL20620,41,1603,754,295,2054,0.8,1676,2.7
SAL20621,50,2500,1011,365,2591,0.7,2328,2.6
SAL20622,60,291,599,0,1375,0.7,1312,2.2
SAL20623,44,0,1437,0,3250,0.6,2749,2.3
SAL20624,37,1324,440,335,1219,0.9,1025,2.9
SAL20625,46,1473,678,250,1542,0.9,1375,2.8
SAL20626,43,1096,922,320,2416,0.8,1833,2.7
SAL20627,44,1509,691,300,1724,0.9,1562,2.7
SAL20628,61,1100,518,210,1233,0.6,1057,1.9
SAL20629,45,1400,1374,0,1374,0.6,1562,2.4
SAL20630,50,0,537,0,1749,1,1749,2.8
SAL20631,42,1000,853,180,1828,0.7,1662,2.4
SAL20632,58,0,604,140,1437,0.9,1375,2.5
SAL20633,43,2000,685,250,2024,0.7,1724,2.8
SAL20634,45,163,724,115,1625,0.8,1624,2.7
SAL20635,33,1000,725,0,2249,0.6,1149,2
SAL20636,45,997,812,213,1850,0.8,1762,2.6
SAL20637,57,985,822,215,2083,0.7,1812,2.3
SAL20638,54,1027,554,200,1521,0.8,1145,2.2
SAL20639,53,1500,603,320,1347,0.7,1169,2.2
SAL20640,35,1300,537,280,1347,0.8,1152,2.5
SAL20641,51,605,762,0,1874,0.8,1625,2.6
SAL20642,52,400,417,0,966,0.7,866,2.1
SAL20643,55,1900,752,290,2125,0.7,1674,2.2
SAL20644,51,1300,542,281,1353,0.7,952,2
SAL20645,53,762,480,210,1156,0.8,982,2.2
SAL20646,33,1300,719,230,1833,0.8,1485,2.6
SAL20647,58,1304,574,225,1375,0.6,687,1.9
SAL20648,52,888,589,200,1396,0.7,988,2.1
SAL20649,44,1517,762,140,2125,0.9,1687,2.7
SAL20650,55,1040,606,200,1374,0.7,1125,2.4
SAL20651,57,1300,924,200,2124,0.6,1124,2
SAL20652,59,1050,492,50,1312,0.7,849,2
SAL20653,59,0,675,100,2249,0.7,1374,2.3
SAL20654,52,2524,835,260,2445,0.8,2170,2.7
SAL20655,0,0,0,0,0,0,0,0
SAL20656,35,1200,562,370,1125,0.7,1041,1.9
SAL20657,55,1550,586,331,1339,0.7,1026,2.1
SAL20658,39,362,725,200,1625,0.7,1375,2.5
SAL20659,47,1262,684,215,1784,0.8,1571,2.7
SAL20660,49,1159,725,0,1708,0.7,1708,2.7
SAL20661,32,1850,700,380,1855,0.9,1798,3.3
SAL20662,35,1627,707,342,1685,0.8,1477,2.7
SAL20663,31,2000,773,400,1975,0.9,1912,3.3
SAL20664,32,1900,789,385,2019,0.9,1941,3.3
SAL20665,35,2167,979,470,2361,0.8,2278,2.9
SAL20666,32,1800,822,375,1936,0.9,1856,3.1
SAL20667,56,1582,449,180,1875,0.8,1374,2.1
SAL20668,57,1733,695,0,1562,0.5,1458,2.1
SAL20669,54,1733,850,250,1875,0.7,1395,2.3
SAL20670,32,2300,1574,550,3639,1,2959,2
SAL20671,52,917,532,250,1267,0.7,857,2
SAL20672,50,1300,607,275,1556,0.7,1144,2.2
SAL20673,27,1534,1024,300,2249,0.9,2125,3.2
SAL20674,39,1603,730,340,1815,0.8,1447,2.5
SAL20675,0,0,0,0,0,0,0,0
SAL20676,65,0,849,0,1124,0.5,1124,2
SAL20677,51,1300,833,180,1875,0.7,1375,2.3
SAL20678,48,1965,789,265,2349,0.7,1687,2.6
SAL20679,51,1681,949,350,2449,0.7,1968,2.4
SAL20680,54,1034,525,119,1312,0.7,1218,2.3
SAL20681,49,1200,860,250,2874,0.8,1708,3
SAL20682,39,1985,816,380,2120,0.8,1615,2.4
SAL20683,42,2093,902,491,2651,0.8,2437,2.9
SAL20684,40,2167,896,410,2469,0.8,2156,2.7
SAL20685,38,2000,843,410,2215,0.8,1876,2.6
SAL20686,39,0,949,200,3749,0.5,1375,2.3
SAL20687,37,1601,783,225,2173,0.9,2019,3.1
SAL20688,54,1062,654,130,1444,0.7,1281,2.1
SAL20689,62,542,553,55,1833,0.6,1042,1.6
SAL20690,36,600,900,65,2124,0.6,1624,2.3
SAL20691,37,2600,575,195,1625,0.8,1499,2.7
SAL20692,50,829,471,105,979,0.8,819,2.2
SAL20693,55,1431,1125,0,2374,0.6,2250,2.5
SAL20694,55,3000,762,270,2750,0.6,2250,2.2
SAL20695,37,2134,875,75,1125,1,1187,2.6
SAL20696,44,1500,1017,190,2324,0.8,2274,2.9
SAL20697,34,1777,848,405,2003,0.7,1830,2.7
SAL20698,59,0,1093,60,2166,0.7,2083,2.3
SAL20699,61,505,664,196,1375,0.6,1093,2
SAL20700,53,1300,545,230,1381,0.7,1169,2.4
SAL20701,40,1733,917,271,2269,0.8,1966,2.7
SAL20702,32,1408,427,323,1215,1,1088,3.1
SAL20703,50,1970,706,300,1978,0.7,1792,2.4
SAL20704,53,1047,880,0,1937,0.6,1625,2.3
SAL20705,69,0,900,0,0,0.3,900,1
SAL20706,39,1473,695,280,1578,0.7,1352,2.3
SAL20707,33,1517,596,319,1413,1.1,1267,2.8
SAL20708,38,1733,605,341,1640,0.9,1436,2.8
SAL20709,51,767,792,245,1125,1,821,1.4
SAL20710,25,0,1374,0,2250,1.3,2250,4
SAL20711,57,900,412,160,1041,0.7,725,2.1
SAL20712,37,1733,821,320,2231,0.8,1951,2.8
SAL20713,44,2490,824,0,2666,1,1625,3
SAL20714,50,650,725,155,1437,0.7,1083,2
SAL20715,41,1517,748,307,1924,0.8,1744,2.9
SAL20716,47,1950,840,261,2019,0.7,1792,2.6
SAL20717,47,1450,1375,0,3250,0.6,2749,2.2
SAL20718,55,620,578,153,1442,0.7,1163,2.1
SAL20719,60,650,423,200,1437,0.7,662,2
SAL20720,62,2167,787,230,2166,0.5,1437,1.9
SAL20721,55,1532,715,331,1724,0.7,1185,1.9
SAL20722,38,1463,700,260,1800,0.9,1449,3.1
SAL20723,47,1479,832,288,2036,0.8,1731,2.5
SAL20724,29,2211,982,401,2330,0.8,2210,3.1
SAL20725,59,1014,649,50,2250,0.9,1625,1.8
SAL20726,44,1733,790,162,2125,0.8,2035,2.8
SAL20727,49,1029,612,450,1593,0.7,1319,2.4
SAL20728,46,3000,982,501,2847,0.8,2243,2.6
SAL20729,35,1689,619,350,1583,0.9,1456,2.9
SAL20730,39,1365,652,310,1622,0.7,1339,2.4
SAL20731,39,1517,611,350,1667,0.9,1486,2.8
SAL20732,41,0,1374,150,1624,0.6,1625,2.6
SAL20733,59,1313,916,220,2083,0.6,2049,2.2
SAL20734,38,1625,387,0,1875,1.1,1874,4
SAL20735,50,1192,866,0,2083,0.7,2083,2.2
SAL20736,35,1083,839,200,1968,0.8,1682,2.9
SAL20737,34,1430,846,370,2045,0.8,1727,2.7
SAL20738,55,1603,700,350,1875,0.7,1774,2.2
SAL20739,0,0,0,0,0,0,0,0
SAL20740,64,0,675,92,1375,0.6,1249,1.9
SAL20741,46,1300,545,300,1404,0.9,1256,2.5
SAL20742,50,900,565,130,1343,0.7,1312,2.3
SAL20743,32,1976,851,400,2219,1,2272,3.6
SAL20744,58,2000,584,320,1792,0.7,1281,2
SAL20745,55,861,536,170,1240,0.7,946,2
SAL20746,54,820,487,245,1406,0.7,974,2.2
SAL20747,32,2167,1166,0,1249,0.9,2250,3
SAL20748,44,2105,746,392,1961,0.8,1790,2.9
SAL20749,53,1517,623,250,1611,0.7,1319,2.4
SAL20750,50,2150,771,300,2166,0.7,2349,2.7
SAL20751,38,1495,711,215,1843,0.8,1600,2.6
SAL20752,39,2167,983,430,2761,0.8,2508,2.9
SAL20753,49,520,492,120,1275,0.7,1041,2.4
SAL20754,33,1800,970,397,2214,0.7,1991,2.6
SAL20755,47,1142,809,200,1812,0.7,1625,2.3
SAL20756,52,800,575,170,1421,0.7,1059,2.1
SAL20757,50,867,542,100,1625,0.7,1021,2.3
SAL20758,45,2058,799,450,2335,0.8,1980,2.7
SAL20759,43,1000,532,215,1083,0.8,1042,2.9
SAL20760,37,1452,1010,269,3125,1,2250,2.3
SAL20761,45,1257,846,245,2200,0.8,1968,2.8
SAL20762,54,2166,790,330,2111,0.8,2016,2.5
SAL20763,40,7000,1375,346,2750,0.7,2833,3
SAL20764,50,2073,949,250,2625,0.7,2150,2.4
SAL20765,50,1300,593,195,1874,0.7,1624,2.6
SAL20766,32,2000,1182,411,2461,1.1,1957,1.8
SAL20767,46,1200,450,0,1499,0.8,1125,2.3
SAL20768,51,1300,784,258,1875,0.6,1125,2.1
SAL20769,44,1800,632,270,1825,0.8,1760,2.8
SAL20770,52,815,604,180,1465,0.7,1044,2.1
SAL20771,40,2167,719,450,1958,0.8,1592,2.4
SAL20772,41,2400,701,462,2071,0.8,1792,2.7
SAL20773,30,2100,1004,401,2237,0.8,2207,3
SAL20774,45,2500,769,450,2508,0.8,2100,2.7
SAL20775,60,0,537,92,900,0.6,1125,2.1
SAL20776,47,1200,896,150,2181,0.7,1916,2.6
SAL20777,48,1034,713,210,1666,0.7,1317,2.4
SAL20778,20,0,381,185,3374,1.1,3374,3.3
SAL20779,33,2000,928,397,2308,0.8,2151,3
SAL20780,46,1158,850,100,2499,0.5,1374,2.3
SAL20781,0,0,0,0,0,0,0,0
SAL20782,46,0,974,0,2666,0.8,1874,2.5
SAL20783,34,1500,581,320,1383,0.9,1273,2.7
SAL20784,37,1600,537,350,1375,0.9,1374,2.9
SAL20785,54,3644,700,0,1125,0.7,933,2.2
SAL20786,40,1796,814,225,2166,0.8,1875,2.7
SAL20787,61,1733,754,160,1687,0.7,1666,2.3
SAL20788,50,1781,677,380,1694,0.7,1304,2.2
SAL20789,51,1733,899,0,5250,0.8,3999,2.7
SAL20790,39,1647,694,330,1776,0.7,1432,2.5
SAL20791,45,1300,843,298,1875,0.8,1524,2.5
SAL20792,50,2000,778,313,2178,0.7,1833,2.5
SAL20793,54,1509,716,193,1781,0.8,1583,2.6
SAL20794,38,1300,537,320,1625,0.8,1375,2.6
SAL20795,49,1300,752,180,1666,0.8,1446,2.5
SAL20796,50,2650,886,331,2555,0.8,2022,2.4
SAL20797,53,1083,949,100,1875,0.7,1812,2.5
SAL20798,48,1975,713,380,2229,0.9,1875,2.7
SAL20799,49,1300,669,230,2042,0.8,1428,2.4
SAL20800,50,1213,938,190,2299,0.7,1850,2.3
SAL20801,59,1582,550,321,1499,0.9,1499,2.3
SAL20802,52,1733,645,340,1779,0.7,1273,2.3
SAL20803,45,0,866,0,2374,0.7,2125,2.5
SAL20804,48,1278,635,268,1355,0.7,1108,2.2
SAL20805,53,1493,680,400,2187,0.8,1812,2.6
SAL20806,59,0,900,0,3083,0.7,2124,2.2
SAL20807,58,800,469,200,949,0.7,791,2.3
SAL20808,53,867,780,255,1468,0.6,1375,2.4
SAL20809,48,1083,742,220,1899,0.7,1309,2.2
SAL20810,56,613,630,0,1874,0.8,1999,2.3
SAL20811,57,0,687,160,1375,0.8,1437,2.7
SAL20812,44,1300,728,175,1949,0.8,1521,2.6
SAL20813,58,780,465,192,989,0.7,720,1.9
SAL20814,52,1014,737,0,2150,0.7,1812,2.5
SAL20815,48,217,333,230,1899,0.9,725,2.8
SAL20816,44,1850,754,412,2050,0.8,1916,2.8
SAL20817,47,217,612,115,1374,0.7,1174,2.3
SAL20818,60,947,574,500,2250,0.7,900,2.3
SAL20819,0,0,0,0,0,0,0,0
SAL20820,52,1000,617,210,1458,0.7,1375,2.4
SAL20821,54,0,550,0,1624,0.7,1375,2.7
SAL20822,59,1456,599,310,1365,0.7,1209,2.2
SAL20823,43,1300,629,265,1483,0.7,1140,2.2
SAL20824,58,594,483,0,1187,0.7,1125,2
SAL20825,46,3073,1153,453,3473,0.8,2866,2.7
SAL20826,57,1400,619,0,1625,0.7,1583,2.3
SAL20827,45,1088,551,250,1197,0.7,967,2.2
SAL20828,45,1213,715,295,1900,0.7,1258,2.1
SAL20829,40,1827,943,350,2486,0.8,1782,2.3
SAL20830,42,2383,1532,480,3733,0.9,2345,1.8
SAL20831,24,737,1533,75,4250,0.7,1625,2.1
SAL20832,51,1970,900,231,1875,0.7,1875,2.5
SAL20833,48,1517,651,300,1658,0.8,1201,2.2
SAL20834,65,3530,1124,0,2416,0.5,2250,1.9
SAL20835,54,173,575,250,2125,0.6,725,2.2
SAL20836,50,1417,662,370,1600,0.7,1304,2.4
SAL20837,50,2650,945,100,2750,0.8,2374,2.7
SAL20838,45,1468,710,285,1720,0.7,1335,2.3
SAL20839,49,1733,790,250,2231,0.7,1821,2.6
SAL20840,46,1723,748,350,1930,0.7,1713,2.8
SAL20841,34,1354,944,200,2299,0.8,1875,2.6
SAL20842,42,1142,587,180,1375,0.8,1291,2.6
SAL20843,45,2303,770,381,2264,0.8,2168,3
SAL20844,54,867,575,165,1566,0.7,963,2
SAL20845,49,1730,680,0,2100,0.7,1781,2.6
SAL20846,49,1842,669,263,1375,0.8,1125,2.2
SAL20847,52,1191,739,150,1875,0.8,1224,2.3
SAL20848,40,2167,1021,429,2581,0.8,2101,2.4
SAL20849,49,1777,586,200,1542,0.8,1267,2.2
SAL20850,56,1147,580,250,1294,0.6,932,1.9
SAL20851,44,1674,739,166,1974,0.7,1765,2.4
SAL20852,52,1300,646,225,1833,0.8,1312,2.3
SAL20853,55,4333,1208,0,2874,0.9,2624,2.4
SAL20854,43,1083,665,0,1625,0.8,1218,2.8
SAL20855,35,2819,822,150,2249,0.9,1937,3.3
SAL20856,66,0,1125,0,0,0.3,1125,1
SAL20857,38,1907,866,280,2250,0.9,2143,3.1
SAL20858,40,949,888,141,2125,0.8,1542,2.7
SAL20859,41,1600,804,290,2098,0.7,1815,2.7
SAL20860,46,1975,807,225,2062,0.8,1666,2.6
SAL20861,58,803,452,97,866,0.6,774,1.9
SAL20862,52,1083,540,220,1328,0.7,909,2.1
SAL20863,50,1594,642,203,1758,0.7,1447,2.3
SAL20864,38,2400,1206,441,3210,0.9,2209,2.3
SAL20865,43,2250,971,440,2811,0.8,2391,2.8
SAL20866,42,2300,1027,512,2926,0.8,2770,3
SAL20867,38,2300,1364,415,3210,0.9,2096,1.9
SAL20868,43,2000,851,400,2399,0.8,2119,2.8
SAL20869,65,650,416,203,1042,0.7,762,1.7
SAL20870,45,1733,866,320,2200,0.8,1963,2.9
SAL20871,39,1848,677,375,1906,0.8,1740,2.9
SAL20872,39,1335,793,285,2045,0.8,1882,2.8
SAL20873,39,3334,474,0,1499,0.7,1125,2.5
SAL20874,69,0,225,0,0,0.6,0,1.5
SAL20875,56,765,620,150,1292,0.7,900,2
SAL20876,53,453,774,0,1874,0.8,1208,2.3
SAL20877,43,1624,747,320,1913,0.8,1883,2.8
SAL20878,35,1733,709,361,1811,0.9,1671,2.9
SAL20879,32,1473,816,340,1962,0.8,1714,2.7
SAL20880,37,2000,857,200,2050,0.7,1937,2.4
SAL20881,54,1040,695,203,1812,0.6,1260,1.9
SAL20882,0,0,0,0,0,0,0,0
SAL20883,54,1083,752,175,1812,0.7,1343,2.2
SAL20884,29,2383,725,0,1375,0.6,1149,2.4
SAL20885,39,2275,1067,380,2946,0.9,2132,2.4
SAL20886,45,0,1125,0,0,0,0,0
SAL20887,38,2000,1031,360,2447,0.9,1712,2.1
SAL20888,39,2682,1040,450,2925,0.8,2338,2.7
SAL20889,35,1517,597,323,1423,0.9,1217,2.5
SAL20890,49,1300,725,200,1687,0.7,1562,2.6
SAL20891,38,1096,674,270,1568,0.8,1168,2.2
SAL20892,54,1129,603,250,1439,0.7,1079,2.1
SAL20893,50,1600,744,225,1562,0.7,1362,2.3
SAL20894,52,1083,495,180,1100,0.8,949,2.2
SAL20895,44,1950,1166,0,2625,1,2625,3
SAL20896,52,1500,700,210,1562,0.8,1359,2.4
SAL20897,50,1051,762,270,1825,0.8,1485,2.7
SAL20898,39,1608,561,429,1233,0.9,1375,3.2
SAL20899,35,1939,1132,380,2732,0.8,2609,3.1
SAL20900,51,1802,483,0,1583,0.8,1374,2.9
SAL20901,37,2167,1093,369,3054,0.9,1967,2.2
SAL20902,56,1993,1143,340,2729,0.7,2023,2.3
SAL20903,58,2324,900,0,2250,0.8,1999,2.2
SAL20904,44,987,669,265,1875,0.8,1812,2.9
SAL20905,0,0,0,0,0,0,0,0
SAL20906,28,670,918,539,1833,1.2,1312,2.3
SAL20907,50,1732,615,315,1525,0.8,1339,2.4
SAL20908,52,1560,982,425,2299,0.7,2035,2.3
SAL20909,35,1876,592,376,1677,0.9,1428,2.8
SAL20910,54,488,900,0,2124,0.8,1375,2.6
SAL20911,46,1875,374,220,749,1.1,474,2
SAL20912,49,2252,1112,231,2250,0.7,2062,2.5
SAL20913,47,1222,606,200,1763,0.9,1531,2.6
SAL20914,49,1567,855,0,1687,0.8,1625,2.3
SAL20915,42,0,1031,0,1875,0.8,1875,3
SAL20916,0,0,0,0,0,0,0,0
SAL20917,40,1918,791,386,2142,0.8,1770,2.6
SAL20918,45,2167,875,400,2792,0.8,2393,2.7
SAL20919,43,680,824,0,2250,0.8,1708,2.4
SAL20920,56,2167,803,418,2062,0.7,1928,2.4
SAL20921,51,1400,687,235,1760,0.7,1281,2.4
SAL20922,36,0,549,230,762,0.7,762,2.3
SAL20923,32,2267,949,100,2249,0.7,1812,2.1
SAL20924,35,2500,1265,451,3072,1,2194,2
SAL20925,36,2500,1241,481,3207,0.9,2300,2.2
SAL20926,51,1647,541,200,1375,0.8,1124,2.7
SAL20927,53,1300,484,235,1625,0.7,974,2.4
SAL20928,0,0,0,0,0,0,0,0
SAL20929,34,2074,890,300,2191,1,1525,2
SAL20930,63,2500,1118,451,2851,0.6,2104,2.1
SAL20931,32,1300,705,290,1718,0.8,1347,2.3
SAL20932,48,1300,614,286,1555,0.8,1223,2.2
SAL20933,44,2100,969,258,2399,0.8,2250,3
SAL20934,51,1192,1062,0,2750,1.2,2750,2.8
SAL20935,34,1940,916,355,2296,1,1763,2.1
SAL20936,49,1907,782,425,2062,0.8,1625,2.7
SAL20937,42,2123,706,396,2120,0.8,1658,2.5
SAL20938,45,1517,728,220,1912,0.8,1863,2.8
SAL20939,52,1509,595,290,1312,0.8,1091,2.1
SAL20940,59,1348,566,240,1434,0.7,975,2
SAL20941,56,1463,622,385,1463,0.7,1208,2.1
SAL20942,50,2975,599,240,1625,0.7,1550,2.3
SAL20943,51,743,1125,0,2833,0.7,1375,1.9
SAL20944,39,1642,675,140,1674,1,1575,3
SAL20945,34,867,780,150,2166,0.8,2166,3
SAL20946,50,1200,725,500,1708,0.8,1625,2.4
SAL20947,39,1733,743,342,1871,0.8,1387,2.2
SAL20948,37,1408,575,315,1419,0.8,1128,2.3
SAL20949,44,2167,862,420,2474,0.8,2038,2.6
SAL20950,31,2076,972,431,2348,0.8,2276,3.2
SAL20951,53,1083,537,350,1666,0.7,1312,2.3
SAL20952,51,1800,441,346,1050,0.9,1015,2.3
SAL20953,45,1800,1312,0,4250,0.6,2324,2.7
SAL20954,45,2145,835,300,2236,0.8,2087,2.9
SAL20955,51,1463,661,275,1432,0.9,1231,2.2
SAL20956,35,1650,914,133,2388,0.7,2042,2.5
SAL20957,40,1322,450,0,762,0.8,1149,2.3
SAL20958,53,1148,374,230,849,0.8,687,2.6
SAL20959,47,1603,725,175,2250,0.7,1187,2.2
SAL20960,34,2167,1169,485,2968,0.8,2627,2.8
SAL20961,66,0,450,400,2250,0.9,466,1.3
SAL20962,44,1517,974,125,2250,0.7,2062,2.5
SAL20963,38,867,512,100,1375,0.8,1292,2.9
SAL20964,51,1473,709,256,1656,0.8,1312,2.4
SAL20965,39,2953,1087,301,3299,0.9,1708,2.1
SAL20966,39,1800,743,330,1992,0.8,1677,2.8
SAL20967,50,2152,837,387,2166,0.8,1713,2.8
SAL20968,43,1717,741,0,2036,0.8,1687,2.6
SAL20969,35,1200,821,200,2025,0.8,1468,2.7
SAL20970,51,0,1125,0,1125,1.3,1499,2
SAL20971,33,2167,840,200,1666,0.8,1562,3
SAL20972,35,0,1228,200,2250,0.7,2062,2.6
SAL20973,40,2000,865,370,2362,0.8,1670,2
SAL20974,36,1996,974,350,2511,0.8,1797,2.2
SAL20975,66,0,700,125,1375,0.6,725,1.6
SAL20976,52,1250,630,235,1803,0.8,1233,2.2
SAL20977,52,997,450,438,2124,0.7,900,2
