SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,12
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
SAL20071,4,4,0,3,9,0,0,0,0,19,6,7,8,0,9,4,0,0,0,28,12,0,22,3,8,0,3,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,46,28,9,23,11,5,7,0,172
SAL20072,0,3,0,0,3,0,0,0,0,6,5,4,0,3,0,0,0,0,0,15,8,0,25,3,4,4,0,3,3,52,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,26,13,19,9,3,3,3,172
SAL20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,6,5,0,0,33
SAL20074,8,7,3,3,6,0,6,0,0,31,11,14,14,27,9,8,0,4,0,89,29,15,123,65,33,15,27,30,3,335,0,0,0,0,3,0,0,0,0,7,0,0,0,4,6,5,4,3,0,20,0,0,0,0,0,0,0,0,0,7,0,0,5,5,0,0,0,0,5,19,87,235,155,147,83,37,36,50,10,830
SAL20075,53,85,29,27,47,22,13,12,8,292,84,93,40,82,86,29,15,24,5,462,101,63,260,116,88,49,44,58,11,788,9,7,9,9,5,3,6,8,0,49,16,18,16,18,24,21,0,15,5,132,5,28,4,6,5,3,0,5,0,54,12,20,7,15,10,0,5,10,16,98,1276,2856,490,513,725,293,126,197,94,6574
SAL20076,9,3,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,6,7,0,6,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,11,8,5,3,0,4,0,91
SAL20077,35,48,18,14,32,8,0,4,3,164,50,40,14,24,30,11,0,9,5,188,34,27,78,21,24,24,9,22,3,247,3,3,0,9,4,6,0,3,0,24,9,8,6,9,6,4,0,3,0,47,4,8,0,0,0,0,0,0,0,19,3,8,5,6,6,0,0,0,3,27,773,1462,189,168,342,146,22,66,43,3220
SAL20078,26,28,14,13,22,8,6,8,0,128,40,50,12,38,36,19,8,13,6,214,41,17,113,47,23,23,11,32,10,308,6,0,3,3,7,0,4,3,0,27,9,0,6,13,10,8,4,3,0,53,0,6,5,0,0,0,0,0,0,14,10,3,0,7,0,3,4,8,12,45,518,1156,243,226,270,140,63,97,61,2768
SAL20079,39,44,24,31,19,9,0,7,3,171,43,44,35,64,50,20,4,4,0,277,93,35,245,63,75,36,22,29,9,606,6,3,0,9,8,0,0,0,0,22,9,9,4,14,19,10,0,0,0,69,0,3,0,3,0,3,0,0,0,10,11,3,8,0,6,5,4,0,11,47,547,1023,352,280,321,150,48,67,45,2822
SAL20080,27,36,19,22,32,14,7,3,8,167,52,45,27,38,46,25,5,8,4,259,77,30,234,76,54,34,26,51,7,586,0,0,3,12,10,9,4,0,0,42,9,9,3,7,18,10,5,5,0,65,3,8,0,0,0,6,0,0,0,18,11,9,4,8,5,9,0,0,5,49,392,722,338,246,304,160,68,96,36,2354
SAL20081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,0,0,3,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,5,5,0,0,3,7,3,42
SAL20082,28,18,10,14,17,7,0,6,0,97,20,21,10,21,31,10,8,3,5,132,49,25,164,36,55,19,25,20,5,394,0,0,0,5,10,3,0,0,0,20,4,3,4,7,13,7,0,7,0,43,0,0,0,4,0,0,0,0,0,6,0,5,3,0,4,0,4,0,4,22,172,292,213,101,181,68,48,51,16,1142
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL20085,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,6,6,0,11,5,0,0,4,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,13,10,7,0,6,6,0,69
SAL20086,4,9,9,4,0,0,4,0,0,37,9,6,4,8,4,0,0,4,5,45,22,10,53,17,13,6,12,19,0,145,3,0,0,0,3,0,0,7,0,13,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,72,76,76,43,36,13,15,37,10,375
SAL20087,0,0,0,3,0,0,0,0,0,12,4,6,3,11,0,0,0,3,0,34,23,0,38,17,8,9,14,20,0,135,0,0,0,0,4,0,0,0,0,10,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,13,54,46,50,51,20,17,22,31,7,294
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20089,46,38,22,30,51,5,4,6,0,201,63,68,49,67,85,12,13,19,4,380,81,38,292,88,81,41,49,68,13,753,4,0,4,9,21,9,0,11,0,49,5,7,6,15,24,17,7,10,5,100,5,5,3,3,4,0,0,0,0,27,5,18,9,14,17,9,4,4,14,87,558,1253,477,338,555,194,118,155,72,3731
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,16
SAL20091,0,4,0,0,3,0,0,0,0,17,3,7,9,7,5,0,0,0,0,30,13,18,59,10,13,3,10,12,0,145,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,99,70,36,29,11,9,11,5,320
SAL20092,3,0,3,0,0,0,0,0,0,10,5,4,0,3,8,0,0,0,0,21,15,3,18,8,3,5,4,6,6,60,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,38,41,27,16,19,8,13,9,7,172
SAL20093,4,0,7,0,7,0,0,0,0,19,4,5,0,14,4,0,0,0,0,36,14,0,59,20,12,11,14,12,4,151,3,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,54,82,66,43,43,20,20,19,3,341
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8
SAL20095,18,24,18,17,29,5,9,6,0,130,39,39,32,74,43,16,13,16,0,275,81,37,353,114,115,46,94,75,11,927,4,0,9,3,10,8,4,10,0,50,10,5,11,9,15,3,0,0,0,54,0,0,4,3,4,0,0,0,0,12,4,4,5,10,5,0,5,9,8,52,271,591,479,319,313,116,146,140,32,2407
SAL20096,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,21,8,0,0,4,9,0,42,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,18,28,14,4,0,8,7,0,94
SAL20097,6,0,9,3,8,0,0,0,0,31,10,12,10,14,9,4,0,5,0,55,17,8,111,32,21,16,14,30,0,242,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,8,54,86,140,74,45,29,17,44,3,491
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20099,0,0,0,0,3,0,5,0,0,9,0,0,0,4,0,0,0,0,0,10,15,0,12,8,8,3,9,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,16,12,22,8,7,3,0,118
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SAL20101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,4,0,0,0,0,17
SAL20102,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,9,3,4,7,0,3,0,3,0,39
SAL20103,10,18,8,25,12,9,4,7,5,108,33,56,17,67,38,15,7,15,3,244,79,36,270,160,101,68,56,85,12,866,6,3,4,3,12,5,4,15,0,47,8,0,3,16,4,6,0,14,0,48,0,0,3,0,0,0,0,4,0,17,3,7,5,8,9,3,0,12,15,69,203,478,329,344,226,131,74,178,38,2004
SAL20104,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,4,0,7,0,0,5,5,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,7,13,8,3,0,4,0,67
SAL20105,35,50,22,15,17,11,4,7,0,151,37,43,41,41,18,12,4,11,0,208,36,32,103,42,32,16,10,14,3,284,4,10,4,3,0,4,0,0,0,20,6,6,8,3,3,5,0,0,0,35,0,3,4,0,4,5,0,0,0,12,9,7,0,4,5,0,3,7,0,37,539,1167,251,223,243,134,44,83,32,2719
SAL20106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,4,3,5,5,0,0,34
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SAL20108,19,14,3,6,11,0,0,4,0,55,19,10,9,39,21,10,0,7,0,116,48,19,163,56,57,20,28,44,8,442,0,0,0,0,4,3,0,4,0,15,10,3,0,3,7,4,3,0,0,29,0,3,0,0,0,0,0,0,0,9,5,6,4,4,3,0,0,5,0,33,173,236,189,158,133,51,44,63,16,1064
SAL20109,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,5,0,15
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL20111,26,35,4,16,22,4,0,8,0,113,20,27,23,50,27,11,0,9,6,174,49,24,130,69,48,30,25,24,6,406,0,0,0,10,4,9,5,3,0,31,4,6,0,11,0,0,4,0,0,32,0,3,0,0,0,0,0,0,0,6,7,3,4,9,3,0,0,3,0,34,296,868,202,240,200,101,57,65,22,2051
SAL20112,12,13,20,16,14,0,0,3,0,94,20,30,26,47,22,6,6,6,0,166,50,23,173,91,74,35,27,58,11,542,3,0,3,12,6,5,0,4,0,35,3,0,4,3,3,0,0,0,5,17,0,6,0,0,0,0,0,0,0,15,3,6,6,9,3,6,5,4,6,35,215,550,276,273,188,83,59,101,19,1763
SAL20113,12,12,8,12,16,3,4,5,0,73,18,19,16,35,17,7,0,0,0,130,42,17,142,49,55,26,16,30,3,382,0,0,3,0,4,0,0,3,0,17,4,0,0,3,0,4,0,7,0,17,0,3,0,0,4,0,0,0,0,7,0,6,0,6,4,7,0,0,4,23,195,438,183,162,154,56,33,57,16,1286
SAL20114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,5,6,3,3,3,0,4,0,30
SAL20115,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,11,3,0,4,3,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20,14,3,8,5,3,0,5,77
SAL20116,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,3,4,3,0,3,3,46
SAL20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,26
SAL20118,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,6,0,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,23,4,9,3,0,0,0,7,0,54
SAL20119,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,12,0,3,8,4,3,5,13,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,7,10,6,3,9,12,0,83
SAL20120,19,13,0,6,6,6,0,0,0,63,6,12,14,27,14,8,0,4,0,82,40,5,109,13,27,12,12,17,6,240,0,0,0,3,3,0,0,0,0,4,3,0,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,8,0,5,0,0,5,0,0,3,3,20,176,274,147,82,83,35,10,44,8,867
SAL20121,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,8,0,7,3,0,3,3,0,0,33,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,43,13,7,14,5,9,9,0,126
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20123,70,70,9,45,44,24,6,4,4,272,82,46,33,42,54,34,8,11,4,314,54,25,110,39,40,40,10,28,9,353,5,4,6,4,10,0,0,6,0,23,15,12,5,3,12,13,0,6,0,69,6,18,0,8,9,3,0,4,0,51,9,22,7,0,7,5,0,3,13,62,1024,2243,279,308,540,322,60,122,94,5000
SAL20124,96,112,43,32,72,42,14,21,8,430,101,81,49,78,86,59,9,20,10,479,118,41,185,72,62,52,15,41,16,590,14,3,3,8,15,4,0,0,0,47,26,9,6,16,28,20,6,8,3,124,14,18,3,5,11,3,4,4,0,69,25,32,8,8,18,14,0,0,19,121,1661,3395,496,481,996,510,91,180,146,7957
SAL20125,4,0,0,0,6,0,0,0,0,10,9,3,0,0,0,0,0,0,0,16,19,0,17,4,0,0,3,10,0,66,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,42,23,28,8,15,7,3,20,3,146
SAL20126,0,0,0,4,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,9,12,0,13,3,4,4,5,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,13,11,4,3,5,7,0,83
SAL20127,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,3,7,0,3,3,0,0,44
SAL20128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,0,0,0,0,0,22
SAL20129,0,0,0,0,0,0,0,0,0,8,3,4,0,18,8,0,0,0,0,42,17,7,65,21,18,0,9,4,0,146,0,0,13,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,36,55,86,55,33,3,12,11,5,299
SAL20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,20
SAL20131,3,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,4,0,19,11,0,15,3,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,6,17,23,13,14,12,0,3,14,0,100
SAL20132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,3,0,0,0,0,18
SAL20133,24,29,16,26,24,4,0,4,3,143,38,33,38,77,37,27,10,18,3,286,94,34,395,148,119,45,88,96,22,1036,4,7,3,5,15,8,0,0,0,44,6,0,4,5,12,0,6,0,0,38,0,0,0,0,0,0,0,0,0,12,8,3,11,10,3,4,5,5,8,52,251,466,494,347,271,109,122,140,41,2230
SAL20134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10
SAL20136,9,16,8,10,14,0,0,5,0,55,28,22,12,38,26,10,9,4,4,142,59,14,161,55,52,24,37,33,4,437,3,0,4,0,9,0,0,4,0,20,4,10,3,3,6,5,0,3,0,30,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,22,154,282,205,154,147,39,51,46,8,1089
SAL20137,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,5,4,0,0,3,0,39
SAL20138,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,10,4,4,9,3,4,0,4,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,9,3,0,4,4,0,55
SAL20139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6
SAL20140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,17,9,3,0,0,0,3,0,56
SAL20141,0,4,0,0,4,0,0,0,0,16,3,4,5,3,0,0,0,0,0,16,5,4,14,6,0,0,3,9,4,44,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,67,22,26,13,3,6,9,10,182
SAL20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7
SAL20143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,13
SAL20144,0,0,0,4,0,0,0,0,0,7,0,4,0,4,0,0,0,0,0,6,5,0,7,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,7,6,3,3,7,0,3,53
