SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,10,5,0,3,5,30
SAL20657,0,0,5,11,18,30,80,74,55,275,0,0,0,0,0,0,6,5,3,16,6,3,37,42,51,75,120,87,66,490,81,182,529,630,732,1036,1307,710,284,5502
SAL20658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,7,4,0,9,0,0,0,31
SAL20659,0,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,5,9,0,3,37,4,24,43,41,51,68,68,16,3,315
SAL20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,6,7,6,11,10,6,0,52
SAL20661,38,78,273,468,401,430,518,291,87,2584,7,49,155,223,265,338,240,158,61,1496,205,246,609,594,329,262,163,94,67,2575,1631,4466,11061,11884,7088,5345,3003,1105,326,45904
SAL20662,18,23,77,76,86,146,201,180,79,881,7,7,76,63,84,74,31,24,14,393,78,119,282,240,215,173,141,85,36,1374,544,1558,3491,3018,2659,2354,1647,744,245,16266
SAL20663,8,17,53,78,82,79,107,168,80,667,0,9,62,101,92,60,44,30,3,409,52,68,242,195,100,66,64,84,68,932,591,1571,3789,4753,2480,1377,1090,844,390,16886
SAL20664,9,10,76,107,88,102,129,87,31,641,9,11,94,114,98,80,60,30,13,495,69,69,199,174,110,92,49,46,16,826,611,1621,3641,4373,3063,2097,1108,487,103,17106
SAL20665,0,0,6,8,9,10,25,19,5,83,0,0,0,3,0,0,5,0,0,14,10,8,18,11,22,27,22,8,0,130,68,199,602,457,365,380,281,115,22,2494
SAL20666,10,9,66,101,80,75,128,69,37,575,0,15,75,81,62,56,33,16,5,351,44,56,186,129,105,62,59,41,29,714,411,1160,3646,3668,2099,1456,974,415,151,13980
SAL20667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,4,0,26
SAL20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,7,8,0,36
SAL20669,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,5,15,13,23,26,41,5,0,136
SAL20670,0,0,0,0,0,0,0,9,4,19,0,0,0,0,0,0,0,0,0,3,0,0,46,12,13,12,0,0,0,80,13,181,812,373,237,187,88,42,11,1942
SAL20671,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,12,4,9,18,14,19,35,29,22,5,146
SAL20672,6,0,5,10,12,23,29,51,36,174,0,0,0,0,0,3,5,0,0,8,9,16,14,36,39,38,50,45,21,276,66,114,288,332,440,493,514,302,140,2684
SAL20673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,9,6,0,0,0,36
SAL20674,5,5,4,3,8,20,30,25,8,102,0,0,0,0,0,0,0,0,0,5,17,11,18,26,34,21,12,18,7,154,95,164,465,418,454,446,347,162,30,2580
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,4,7,0,0,27
SAL20678,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,3,6,13,24,29,46,41,13,0,178
SAL20679,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,5,0,4,0,23,0,13,14,11,23,39,18,8,3,129
SAL20680,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,19,15,9,5,0,61
SAL20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,7,3,17,9,3,0,0,53
SAL20682,10,16,82,98,84,90,157,229,180,937,5,8,44,44,42,38,27,21,16,246,49,54,170,132,124,116,132,167,139,1070,482,1492,4069,4169,3452,3057,2880,2024,930,22570
SAL20683,0,0,0,0,7,4,19,28,13,76,0,0,0,0,3,0,0,0,0,6,0,3,3,12,3,8,13,9,0,55,125,341,432,585,751,751,477,211,43,3710
SAL20684,0,0,10,13,10,14,23,59,40,170,0,0,0,3,8,4,6,3,3,20,9,6,32,31,22,25,38,38,42,238,159,490,945,1153,1075,1107,792,392,168,6289
SAL20685,0,5,4,11,11,5,24,39,19,120,0,0,5,7,6,3,10,0,0,37,3,9,30,19,27,18,10,13,10,134,87,231,644,721,628,552,457,254,80,3655
SAL20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,9
SAL20687,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,11,33,44,59,27,25,8,0,211
SAL20688,0,0,0,0,0,3,5,5,4,10,0,0,0,0,0,0,0,0,0,0,4,0,3,7,13,14,4,10,0,56,8,6,22,18,42,58,46,16,3,225
SAL20689,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,3,19,31,23,3,0,82
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,5,3,8,0,0,27
SAL20691,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,3,0,0,29
SAL20692,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,5,4,10,11,17,9,0,66
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,12
SAL20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10
SAL20695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,16
SAL20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,4,13,10,22,20,14,8,0,98
SAL20697,0,3,3,5,8,9,13,28,4,69,0,3,0,0,0,0,0,0,0,4,3,8,18,22,9,14,21,11,4,105,86,200,666,632,446,448,377,147,27,3030
SAL20698,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,3,0,0,20
SAL20699,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,9,10,18,20,4,0,61
SAL20700,0,0,0,3,0,0,4,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,3,0,22,9,16,18,39,61,69,73,43,3,328
SAL20701,0,0,0,3,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,21,11,18,42,67,69,54,35,8,0,297
SAL20702,4,9,41,82,106,122,140,128,34,672,0,3,15,28,51,64,61,47,10,286,43,48,104,77,80,94,43,38,16,547,206,500,1029,828,796,676,429,322,98,4882
SAL20703,0,0,0,0,0,5,0,4,0,3,0,0,0,0,3,0,0,0,0,3,0,0,12,0,6,0,0,7,4,30,9,14,25,0,38,25,7,13,4,125
SAL20704,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,4,9,15,13,3,0,49
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,3,0,0,0,3,12,3,4,0,26,0,0,0,3,0,0,0,0,0,4,3,0,5,12,9,4,14,0,0,49,19,42,119,121,95,132,102,28,4,665
SAL20707,19,47,249,386,278,286,325,337,180,2111,9,47,380,424,392,241,163,111,54,1826,114,186,626,503,312,295,230,174,78,2518,630,2203,6204,4711,3183,2695,1963,1238,618,23445
SAL20708,10,16,77,102,130,162,284,372,166,1313,0,9,86,132,100,105,81,91,62,681,75,101,273,214,170,158,154,134,76,1339,501,1359,3345,3122,2748,2511,2237,1362,546,17731
SAL20709,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,17,0,5,20,11,24,28,17,11,0,118
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,17,0,4,6,11,7,20,32,9,0,88
SAL20712,4,0,3,12,22,34,74,60,44,258,4,0,4,5,6,0,9,0,3,26,24,9,48,46,45,38,34,27,13,291,255,541,1217,1260,1265,1120,799,307,135,6899
SAL20713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,13,7,3,3,0,37
SAL20714,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,16,3,3,13,5,17,12,14,8,0,75
SAL20715,5,0,6,6,11,3,9,15,0,37,0,0,0,0,0,0,0,0,0,5,3,0,7,11,13,9,6,5,0,46,20,38,69,94,133,91,64,41,5,563
SAL20716,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,10,0,0,0,32,10,12,36,40,60,86,44,19,3,316
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,11
SAL20718,0,0,0,0,0,5,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,0,16,3,7,29,31,32,64,64,25,8,261
SAL20719,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,9,0,0,22,6,0,6,9,8,24,36,6,0,102
SAL20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,7,14,3,0,38
SAL20721,0,0,4,6,7,7,15,24,24,82,0,0,0,0,0,0,0,0,0,4,5,6,23,21,25,37,53,32,31,238,35,61,254,268,368,552,486,251,124,2399
SAL20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,8,3,9,17,18,17,16,6,0,92
SAL20723,0,0,0,0,0,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,4,0,10,6,10,13,0,3,0,49,7,8,34,37,55,74,45,19,6,283
SAL20724,0,0,0,4,7,0,8,5,0,17,0,0,0,0,0,0,0,3,0,5,0,0,8,4,0,0,0,0,0,16,11,55,144,131,54,35,22,6,0,452
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,4,0,12
SAL20726,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,4,0,18,3,12,28,22,19,36,26,10,0,161
SAL20727,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,8,0,0,17,0,8,10,31,34,29,38,14,7,167
SAL20728,0,0,0,0,3,0,6,11,10,33,0,0,0,0,4,3,0,3,3,18,0,7,12,8,5,7,5,3,5,52,47,143,183,233,251,267,237,195,116,1688
SAL20729,8,20,75,133,138,173,361,284,66,1248,0,9,81,75,86,105,101,62,21,545,64,95,275,217,161,114,142,88,21,1171,389,1092,3075,2824,2085,1764,1640,809,160,13844
SAL20730,6,7,10,12,18,23,71,73,64,275,0,0,9,3,10,4,7,0,0,26,12,24,53,40,30,28,29,38,34,299,136,365,780,586,613,584,608,349,213,4240
SAL20731,0,3,8,19,65,132,189,128,37,586,0,0,18,25,44,91,56,25,24,280,18,22,71,58,51,63,58,34,9,388,209,577,1206,964,1092,1193,824,332,96,6487
SAL20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,16
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,8,11,0,0,33
SAL20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,8,4,6,3,0,0,30
SAL20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,17
SAL20736,0,0,0,0,0,0,3,5,3,12,0,0,0,0,0,0,0,0,0,0,0,3,13,15,6,9,6,6,0,45,22,22,55,68,55,46,32,19,3,337
SAL20737,0,0,0,0,5,7,13,14,8,55,0,0,5,5,0,4,0,0,0,8,7,5,11,18,6,10,14,16,0,92,63,122,290,281,271,173,172,69,24,1464
SAL20738,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,15,4,6,8,20,23,21,44,10,0,133
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,16
SAL20741,0,0,0,5,5,3,4,7,3,28,0,0,0,0,0,0,0,0,0,0,11,4,8,15,18,13,9,10,0,78,25,20,62,71,92,123,94,31,3,519
SAL20742,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,5,14,7,0,44
SAL20743,0,0,10,33,45,63,44,32,0,239,6,0,20,25,31,39,33,16,4,172,19,30,92,79,41,29,8,8,5,319,176,485,1163,1802,1115,639,307,114,16,5817
SAL20744,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,10,0,0,7,11,18,22,24,8,4,95
SAL20745,0,0,0,0,0,0,7,7,4,19,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,4,6,5,35,0,8,30,32,38,85,61,43,14,311
SAL20746,0,0,0,0,0,5,10,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,3,0,22,0,0,20,13,32,37,42,18,5,171
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,11
SAL20748,0,0,4,5,13,4,26,20,12,82,0,0,4,0,0,3,0,5,8,21,8,11,14,22,14,16,14,11,4,113,52,92,170,172,240,220,186,100,24,1251
SAL20749,0,0,0,0,0,0,10,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,23,3,14,31,40,48,67,69,28,5,304
SAL20750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,17,0,6,14,22,22,17,33,12,5,126
SAL20751,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,21,10,7,0,0,0,0,40,3,17,88,74,65,43,24,3,4,323
SAL20752,5,4,3,6,5,11,42,71,37,184,0,0,4,0,0,4,0,0,0,21,14,15,29,32,54,29,50,27,10,265,348,827,1401,1618,1905,1729,1067,445,125,9466
SAL20753,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,8,0,11,19,11,14,14,0,93
SAL20754,3,0,10,8,12,18,49,28,8,138,0,0,7,0,4,5,8,11,0,36,20,17,65,54,36,41,33,16,4,280,100,321,1322,931,571,557,381,142,20,4356
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,13,7,12,15,9,3,0,63
SAL20756,5,0,3,4,7,13,22,36,25,106,0,0,0,0,3,0,0,0,0,4,9,4,6,13,7,15,25,23,20,120,39,52,146,155,204,269,250,169,86,1355
SAL20757,0,0,0,0,0,0,4,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,14,3,7,28,11,26,23,24,22,7,160
SAL20758,0,4,4,12,14,35,69,113,77,334,0,0,0,9,8,11,17,12,6,61,6,19,29,37,27,41,46,58,37,308,218,543,843,1332,1545,1406,1227,773,321,8210
SAL20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,16,9,9,21,8,0,69
SAL20760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,14,11,8,25,19,27,8,9,0,0,111
SAL20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10,7,8,6,15,31,20,13,10,6,114
SAL20762,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,6,9,5,34,7,17,33,34,34,70,58,29,8,296
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,0,4,0,20
SAL20764,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,9,11,10,25,28,3,16,0,95
SAL20765,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,13,8,3,3,0,41
SAL20766,0,0,8,10,9,18,13,10,7,75,0,11,54,14,14,17,3,3,0,116,14,131,586,266,116,113,75,28,0,1327,143,1567,6027,2891,1397,1200,695,206,42,14175
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,7,3,3,7,17,8,8,0,58
SAL20769,0,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,7,8,0,35,20,25,51,68,79,108,67,36,4,446
SAL20770,0,0,0,4,4,10,18,36,22,92,0,0,0,0,0,0,0,0,0,0,5,8,15,18,18,20,18,18,17,129,26,55,130,124,175,221,222,156,87,1198
SAL20771,0,4,12,30,37,61,211,416,245,1019,0,3,33,19,20,66,54,71,68,327,33,44,146,148,125,99,115,115,79,906,414,1625,3885,3481,2927,2846,2434,2074,989,20686
SAL20772,0,3,14,18,54,103,285,384,271,1129,0,5,26,37,33,56,72,102,56,377,36,41,103,132,134,109,148,158,72,931,536,1700,3366,4588,3853,3702,3111,2375,989,24209
SAL20773,0,0,7,8,0,6,7,3,4,33,0,0,0,5,0,0,4,0,0,11,7,11,82,46,19,17,9,3,0,194,27,135,661,420,139,95,46,8,6,1539
SAL20774,4,0,5,4,9,37,75,125,130,405,0,0,0,4,6,18,10,24,34,92,15,24,44,49,48,45,54,101,110,485,272,727,1059,1522,1816,1650,1357,1044,584,10028
SAL20775,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,14
SAL20776,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,6,20,19,41,56,19,23,0,190
SAL20777,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,0,21,9,11,20,35,51,61,39,22,3,256
SAL20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,21,7,3,7,0,0,0,0,45
SAL20779,3,7,26,33,33,55,115,108,27,404,0,0,8,15,6,11,19,14,3,74,44,37,122,127,99,74,43,38,8,597,632,1330,3760,5041,3519,2063,1554,621,90,18611
SAL20780,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,6,5,0,0,15
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,0,7,0,11,13,15,13,3,0,56
SAL20783,8,14,75,123,87,92,107,76,41,633,0,17,141,172,113,73,35,16,10,567,43,62,195,130,103,89,101,85,33,835,218,634,1832,1472,1046,928,706,386,146,7363
SAL20784,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,5,8,7,8,7,0,0,56
SAL20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,4,0,19
SAL20786,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10,0,3,7,23,19,9,11,6,0,80
SAL20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,14,0,0,34
SAL20788,4,0,4,4,26,13,75,104,53,286,0,0,3,0,0,3,7,10,6,36,26,22,33,62,90,79,87,83,26,513,116,301,607,690,918,920,1087,639,207,5480
SAL20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,5,0,13
SAL20790,13,5,24,26,29,62,148,199,140,646,0,3,11,6,8,16,10,9,3,58,30,30,105,97,86,94,108,94,31,670,317,778,2107,1726,1682,1781,1809,1089,376,11672
SAL20791,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,23,11,36,28,16,6,3,134
SAL20792,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,3,4,0,19,6,12,20,31,54,76,47,19,8,280
SAL20793,0,0,0,0,0,0,8,5,0,19,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,3,9,9,3,26,8,15,26,31,53,65,69,29,9,309
SAL20794,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,4,9,0,7,3,4,0,32
SAL20795,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,0,0,23,4,5,11,17,25,32,26,11,5,123
SAL20796,0,0,0,0,0,0,5,8,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,11,0,19,9,32,49,60,79,86,100,48,13,478
SAL20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,3,6,4,0,31
SAL20798,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,4,0,0,18,4,11,15,29,61,45,46,12,4,228
SAL20799,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,7,8,5,23,35,33,39,6,4,162
SAL20800,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,7,7,14,18,24,20,3,3,106
SAL20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,12,11,0,0,37
SAL20802,3,0,0,7,6,9,40,61,57,183,0,0,0,0,0,0,0,3,4,10,8,5,18,13,8,26,48,47,37,210,106,207,355,463,568,698,853,541,254,4049
SAL20803,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,8,8,0,7,3,39
SAL20804,0,0,0,0,0,0,3,4,0,19,0,6,0,0,0,0,0,0,0,0,0,0,5,10,8,10,10,0,0,42,7,17,40,50,58,80,74,24,12,362
SAL20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,22,17,9,6,3,79
SAL20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,12
SAL20807,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,10,0,10,23,20,5,4,73
SAL20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,3,3,7,0,7,17,12,0,0,45
