SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL22175,0,11,32,29,26,37,49,67,54,305,0,3,32,19,12,22,23,8,9,129,10,16,45,63,41,38,50,44,23,333,182,596,1525,1662,1435,1195,909,557,250,8309
SAL22176,0,0,12,12,7,16,46,68,42,206,0,0,0,3,4,14,10,3,8,42,3,15,12,24,36,22,32,30,12,188,207,545,877,1268,1461,1363,1064,668,215,7662
SAL22177,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,5,0,0,17,11,13,25,30,35,30,39,13,4,205
SAL22178,0,0,0,0,0,0,7,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,9,5,0,31,14,40,83,118,170,141,172,44,26,810
SAL22179,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,6,0,3,0,10,18,9,7,0,8,0,4,56,34,125,320,267,213,138,77,49,15,1226
SAL22180,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,14,8,14,32,28,48,49,28,15,4,211
SAL22181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,13,3,8,16,30,13,26,21,3,0,118
SAL22182,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,4,16,19,5,0,48
SAL22183,3,12,26,29,28,50,56,31,23,260,0,6,29,17,17,13,10,15,10,118,28,31,108,90,50,54,60,25,26,452,77,177,618,556,368,411,343,129,74,2752
SAL22184,0,0,0,5,8,19,53,82,40,217,0,0,0,4,0,8,0,6,5,16,10,14,21,19,30,31,38,55,54,256,67,142,244,266,388,496,480,364,167,2612
SAL22185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,8,8,18,11,0,0,53
SAL22186,0,0,5,7,15,12,21,5,0,66,0,0,0,7,9,4,7,5,0,31,7,23,48,33,32,24,12,3,0,174,42,182,673,439,259,189,126,33,0,1943
SAL22187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,4,0,5,3,0,0,17
SAL22188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,5,3,8,11,11,5,0,41
SAL22189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22190,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,30,14,20,49,29,8,5,170
SAL22191,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,6,0,0,18,13,8,32,28,32,22,22,8,3,168
SAL22192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,3,0,0,32
SAL22193,0,0,3,3,10,13,45,40,14,134,0,0,0,0,0,0,9,0,0,6,17,7,36,32,28,44,34,32,9,236,136,265,801,743,812,719,561,269,57,4367
SAL22194,0,0,0,0,4,11,24,95,150,293,0,0,3,7,0,0,7,15,35,70,6,10,15,33,23,16,21,22,24,178,124,438,936,1294,1172,942,765,543,435,6646
SAL22195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,26
SAL22196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
SAL22197,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,9,10,26,18,0,0,93
SAL22198,12,7,21,13,25,62,141,243,143,666,0,0,0,9,9,14,14,9,3,62,58,55,117,115,147,133,147,179,117,1060,315,576,1454,1518,1729,1946,2103,1526,610,11783
SAL22199,0,0,0,0,13,18,15,23,11,81,0,0,0,0,0,3,0,0,0,7,5,9,19,23,14,31,39,25,5,173,37,80,221,181,208,269,247,135,21,1398
SAL22200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
SAL22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,12,20,27,23,9,3,110
SAL22202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,14,0,0,0,38
SAL22203,0,0,0,0,0,7,12,3,4,28,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,6,0,26,34,60,79,171,219,191,115,24,5,883
SAL22204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,3,5,3,0,0,19
SAL22205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9
SAL22206,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,7,8,5,3,7,0,0,34,5,16,20,33,26,33,32,15,4,178
SAL22207,6,0,22,20,38,117,219,273,126,826,0,5,11,21,21,45,58,55,26,241,36,56,120,109,80,104,125,99,46,776,778,2345,3782,4173,5004,5115,3067,1660,554,26480
SAL22208,19,31,147,255,317,297,274,150,37,1525,0,23,87,130,139,245,184,117,54,982,98,82,174,189,173,96,75,38,15,938,795,2023,3305,3191,3325,2565,1251,581,164,17197
SAL22209,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,6,7,13,3,0,39
SAL22210,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,4,5,10,20,38,28,22,11,6,141
SAL22211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,3,0,0,18,0,0,11,15,12,43,35,15,0,142
SAL22212,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,8,0,31
SAL22213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,11,0,4,6,9,6,10,13,4,0,45
SAL22214,0,0,0,0,0,3,6,3,6,21,0,0,0,0,3,0,0,3,0,10,3,0,0,0,7,13,9,9,5,49,5,21,53,48,59,115,73,51,20,447
SAL22215,5,0,3,0,5,9,30,27,14,95,0,0,0,0,0,0,0,0,0,4,5,4,13,15,22,39,38,16,9,161,20,41,104,100,195,279,260,147,53,1199
SAL22216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,9,14,13,14,9,0,57
SAL22217,0,0,0,3,4,11,17,30,20,94,0,0,0,0,0,0,0,0,0,10,8,3,10,4,14,24,19,22,13,121,54,97,255,267,314,381,398,214,81,2052
SAL22218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22219,0,0,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,8,3,0,0,26,7,11,18,36,43,58,62,22,6,259
SAL22220,0,0,8,8,22,14,79,137,60,325,0,0,0,3,0,4,8,13,7,37,31,38,93,103,108,138,144,135,88,876,158,347,859,967,1290,1480,1564,880,317,7850
SAL22221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,0,28
SAL22222,3,0,7,6,8,18,63,79,46,228,0,0,4,0,0,6,4,9,10,27,8,5,29,40,47,50,69,74,44,367,141,263,503,579,828,962,1073,783,236,5361
SAL22223,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,17,0,3,14,6,15,13,9,3,0,67
SAL22224,0,0,0,0,5,8,16,11,4,49,0,0,0,0,0,0,0,0,0,4,5,0,0,3,4,11,0,0,0,27,18,46,76,74,82,122,117,39,15,595
SAL22225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,13,11,15,8,3,60
SAL22226,11,11,21,29,33,70,131,188,105,596,0,0,3,11,14,17,8,9,6,64,45,48,119,115,122,90,130,111,113,891,325,751,1798,1656,1736,1749,1705,1061,462,11239
SAL22227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,11,10,0,0,31
SAL22228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,9,9,15,8,0,50
SAL22229,0,0,0,4,6,3,11,12,14,50,0,0,0,0,0,0,0,0,0,5,4,3,11,16,27,23,22,20,17,144,22,41,133,202,197,309,297,143,57,1395
SAL22230,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,7,13,13,25,36,11,0,112
SAL22231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8
SAL22232,0,5,3,0,4,11,20,12,4,63,0,0,0,0,0,5,0,5,0,10,0,6,15,20,14,25,17,8,5,110,110,238,421,848,827,715,557,153,26,3896
SAL22233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,10,0,0,8,3,22,23,15,3,0,78
SAL22234,4,0,5,0,7,11,19,31,48,129,0,0,0,0,0,0,3,5,10,13,18,10,38,63,58,53,66,81,100,484,240,513,831,1297,1748,1580,1262,764,488,8730
SAL22235,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,15,8,4,12,23,29,36,26,10,0,161
SAL22236,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,5,0,4,0,21,5,5,19,26,46,70,76,27,6,271
SAL22237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22238,0,0,0,0,4,0,9,10,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,0,0,6,28,10,23,43,61,71,107,98,31,7,444
SAL22239,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,6,0,0,30,21,42,86,105,161,161,135,43,9,781
SAL22240,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13,4,6,10,11,18,9,9,3,0,72
SAL22241,0,0,3,0,0,6,8,3,0,18,0,0,0,0,0,0,0,0,0,0,6,3,7,14,24,8,10,5,0,81,24,47,97,115,133,113,95,23,5,643
SAL22242,3,0,7,9,15,26,50,30,11,151,0,0,0,0,10,13,11,9,6,43,12,9,30,45,27,23,28,19,11,192,153,405,693,916,879,745,603,272,64,4731
SAL22243,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,5,6,6,24,15,18,0,0,81
SAL22244,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,7,6,9,27,50,32,36,14,3,180
SAL22245,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,17,5,7,23,17,28,51,23,12,4,170
SAL22246,0,0,0,0,6,6,7,11,12,43,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,9,9,5,8,48,13,30,65,49,69,108,96,48,31,501
SAL22247,0,3,8,12,6,27,47,41,17,159,0,3,0,4,3,4,14,13,3,39,15,7,39,44,19,25,8,10,9,182,121,245,639,825,693,644,349,166,44,3724
SAL22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,15
SAL22249,12,12,15,31,39,62,111,137,74,494,3,3,9,0,0,9,10,4,4,60,40,44,134,172,176,118,93,109,65,963,309,802,2352,2680,2442,2036,1679,1016,378,13706
SAL22250,0,0,0,0,5,3,19,30,25,77,0,0,3,3,0,0,0,0,6,11,0,6,10,23,9,6,14,12,6,74,30,90,194,313,331,242,235,135,54,1618
SAL22251,0,0,0,0,6,0,4,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,18,12,10,24,42,48,76,76,26,0,313
SAL22252,0,0,0,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,5,3,7,19,17,37,28,3,6,132
SAL22253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,4,4,14,18,11,16,32,5,0,108
SAL22254,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,9,4,5,6,0,0,0,21,9,10,33,29,34,50,22,11,0,194
SAL22255,7,15,31,26,42,58,147,177,114,625,0,6,3,3,14,5,6,7,6,43,51,55,93,76,96,79,116,101,46,716,274,712,1543,1169,1101,1192,1163,746,303,8211
SAL22256,0,0,5,7,3,19,42,51,16,148,0,0,3,0,12,14,11,11,18,71,4,9,43,30,21,14,7,13,5,151,55,263,1009,1039,762,549,267,126,58,4133
SAL22257,0,0,0,0,0,3,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,4,3,26,14,31,35,69,95,120,69,29,7,478
SAL22258,0,0,0,0,0,3,0,4,6,13,0,0,0,0,0,0,0,0,0,0,6,7,6,10,10,0,6,4,0,53,41,79,165,259,249,212,151,66,12,1231
SAL22259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,0,0,29
SAL22261,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,4,0,22,3,13,24,31,22,30,22,10,3,162
SAL22262,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,3,0,13,16,12,22,15,8,0,95
SAL22263,0,0,0,0,3,7,16,14,9,48,0,0,0,0,4,0,0,0,0,11,12,6,11,13,12,17,15,6,0,91,73,161,327,318,347,350,215,109,24,1924
SAL22264,0,0,0,3,7,0,4,4,0,26,0,0,0,0,0,0,0,0,0,0,4,4,4,7,6,5,0,3,0,35,24,44,130,120,118,95,56,32,0,622
SAL22265,8,7,19,18,23,62,107,109,62,407,0,0,3,6,0,3,4,3,0,26,27,36,82,65,72,90,79,72,55,577,152,450,791,666,809,949,888,474,217,5389
SAL22266,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,3,8,21,23,23,31,27,3,0,144
SAL22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL22268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,22,23,13,16,7,0,96
SAL22269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,7,0,36
SAL22270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,7,4,0,0,23
SAL22271,0,0,0,0,0,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,10,16,18,25,50,69,79,55,30,4,336
SAL22272,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,11,31,34,34,37,27,11,0,194
SAL22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL22274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,4,19,16,6,7,0,62
SAL22275,18,26,138,180,153,191,374,443,260,1768,0,16,89,132,149,90,62,58,28,630,134,183,424,333,295,293,285,263,195,2403,755,1994,4702,3771,3637,3606,3214,2122,928,24718
SAL22276,0,0,0,4,3,7,25,22,10,72,0,0,4,0,4,3,4,3,5,21,9,3,13,9,16,15,8,7,0,70,42,65,119,160,173,174,131,54,18,939
SAL22277,0,0,0,3,5,3,8,7,6,37,0,0,0,0,0,3,3,4,0,13,7,4,9,6,8,8,17,13,12,84,52,82,277,368,250,136,83,35,17,1306
SAL22278,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,7,10,27,18,47,45,37,20,3,238
SAL22279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,11,0,0,30,0,16,46,45,67,121,150,84,45,582
SAL22280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,16
SAL22281,0,0,0,0,5,0,12,21,3,51,0,0,0,0,0,0,0,0,0,5,0,7,7,5,6,14,3,5,0,48,30,74,152,165,185,188,131,82,21,1023
SAL22282,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,10,7,4,0,26,0,9,7,23,33,70,90,40,15,284
SAL22283,0,0,0,0,0,4,6,6,5,24,0,0,0,0,0,0,0,0,0,0,10,5,6,7,3,9,5,0,0,46,20,35,67,69,83,77,47,33,8,443
SAL22284,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,16,5,0,0,35
SAL22285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,0,0,0,13,11,14,21,5,0,64
SAL22286,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,4,3,3,24,0,4,28,19,38,47,45,31,8,216
SAL22287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,16
SAL22288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,8,20,9,8,4,0,55
SAL22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,9,8,3,3,0,24
SAL22290,0,0,0,4,0,0,5,16,11,39,0,0,0,0,0,0,0,0,0,3,5,3,0,9,9,14,8,8,4,57,18,19,45,67,73,117,78,61,26,498
SAL22291,3,0,12,17,19,24,33,48,19,177,0,0,4,0,5,4,4,5,3,30,13,22,38,45,33,37,26,23,7,244,213,561,1028,1231,1208,971,484,250,65,5997
SAL22292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,15,4,0,0,29
SAL22293,0,0,0,0,0,0,5,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,3,0,24,0,4,13,30,37,34,53,17,6,198
SAL22294,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,8,31,34,37,79,45,23,7,262
SAL22295,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,11,11,20,19,38,67,81,48,5,0,283
SAL22296,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,3,0,30
SAL22297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,6,14,4,8,0,45
SAL22298,3,0,5,6,0,7,12,4,7,31,0,0,0,0,0,0,0,0,0,9,4,0,4,4,3,8,9,0,0,36,68,117,179,196,247,233,180,72,11,1314
SAL22299,0,0,4,3,0,4,7,6,0,31,0,0,0,0,3,0,0,0,0,6,3,6,9,8,9,17,14,5,0,72,36,81,117,149,175,156,133,48,6,904
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,0,0,0,4,0,9,10,12,0,33,0,0,0,0,0,3,0,0,0,3,6,4,4,15,14,9,4,3,0,71,25,33,83,98,123,152,91,43,5,666
SAL22302,6,3,5,4,3,6,8,23,8,66,0,0,3,0,0,0,4,0,0,6,11,8,8,5,18,13,13,10,5,106,62,162,427,402,355,363,278,155,40,2244
SAL22303,0,0,0,4,0,4,0,6,3,19,0,0,0,0,0,0,0,0,0,0,3,10,3,17,15,22,24,18,3,118,35,70,102,183,217,327,355,175,36,1499
SAL22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL22305,3,3,17,15,20,32,84,92,59,321,0,8,4,5,9,3,7,7,4,44,9,29,68,41,45,60,64,89,80,488,257,647,1571,1429,1451,1584,1230,679,316,9170
SAL22306,0,0,0,5,0,0,5,8,4,23,0,0,0,0,0,0,0,0,0,0,7,8,16,12,19,41,54,36,9,205,22,52,89,119,194,335,590,329,68,1807
SAL22307,0,0,0,0,4,0,3,7,3,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,19,8,19,62,50,50,60,50,32,8,344
SAL22308,0,0,0,0,0,3,0,6,0,14,0,0,0,0,0,0,4,3,0,7,0,3,14,5,12,8,11,7,4,61,13,75,179,153,125,125,96,44,8,822
SAL22309,0,0,6,0,0,7,15,19,10,45,0,0,0,4,0,5,5,0,4,20,0,4,16,23,10,6,10,6,5,84,31,93,371,456,302,229,113,55,14,1662
SAL22310,0,0,13,12,12,21,37,61,38,199,0,0,11,3,10,8,14,8,26,84,24,30,124,113,110,97,67,85,95,742,149,630,2507,2001,1653,1323,901,531,278,9973
SAL22311,4,4,25,30,49,115,215,222,148,817,0,0,10,15,24,30,32,37,51,198,59,44,117,119,105,71,84,68,65,731,652,1677,3299,3972,3781,2514,1525,795,379,18590
SAL22312,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,3,14,12,19,13,23,10,0,93
SAL22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,13,13,6,7,4,0,0,57
SAL22314,0,0,16,7,16,30,37,60,46,223,0,7,12,11,18,14,13,15,16,110,67,137,552,300,192,152,127,91,39,1652,356,2184,8542,4183,2442,2095,1694,1024,360,22874
SAL22315,3,0,22,14,9,11,24,13,9,106,0,5,48,24,9,5,7,0,5,109,19,140,534,261,117,86,62,36,9,1258,319,2853,9416,4209,1741,1313,870,358,65,21143
SAL22316,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,0,6,9,17,17,16,25,12,0,96
SAL22317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,8,3,9,0,3,0,30
SAL22318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,0,0,10,3,8,13,6,3,0,49
SAL22319,0,0,0,0,0,6,20,36,8,77,0,0,0,4,0,3,7,5,4,22,4,8,17,28,22,10,8,0,6,101,33,116,430,556,436,266,191,93,27,2148
SAL22320,6,0,5,4,4,5,18,39,21,100,0,0,0,0,0,0,0,0,0,5,5,4,16,15,14,20,18,31,20,135,63,140,292,363,378,445,381,241,108,2410
SAL22321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,8,4,14,13,31,38,37,9,6,160
SAL22322,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,9,19,27,12,3,8,99
SAL22323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,6,7,0,0,28
SAL22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL22325,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,13,9,17,15,17,53,26,18,13,0,157
SAL22326,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,12,10,29,31,62,47,57,12,3,264
SAL22327,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,4,10,26,34,18,12,12,0,127
