SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL22649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,0,0,0,0,0,0,12,13,25,0,0,3,18,16,37
SAL22650,0,0,0,43,44,81,0,0,0,7,6,9,10,8,19,101,112,213,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,23,0,0,0,0,0,0,21,18,34,0,0,0,0,0,0,205,195,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,116,245,0,0,0,0,0,0,128,116,245,20,13,26,356,320,677
SAL22651,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,18,0,0,0,0,0,0,13,3,18,0,0,0,24,10,35
SAL22652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22653,0,5,5,4,6,10,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,24,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,35,26,64,0,0,0,0,0,0,35,28,64,8,9,19,70,56,130
SAL22654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,5
SAL22655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,7,9,15,0,0,0,6,5,13
SAL22656,0,0,0,11,12,20,0,0,0,0,0,0,0,0,0,46,44,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,62,62,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,71,0,0,0,0,0,0,37,27,71,13,15,31,122,103,227
SAL22657,0,0,0,5,9,11,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,9,0,0,0,0,0,0,8,3,15,5,3,5,0,0,0,29,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37,0,0,0,0,0,0,22,15,37,0,0,6,45,49,94
SAL22658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22659,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,0,0,0,6,7,11
SAL22660,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,7,0,0,0,7,5,12
SAL22661,52,87,138,468,576,1045,5,9,10,55,48,107,0,0,0,1733,1881,3613,5,15,17,168,157,328,6,13,22,12,14,28,18,25,40,0,3,3,20,19,34,51,43,91,79,83,157,3,8,17,14,7,20,105,139,239,179,201,385,0,3,0,2916,3234,6150,191,180,368,253,230,480,0,0,3,0,0,0,348,294,638,51,74,126,398,368,762,3233,2871,6103,29,21,46,10,13,19,3265,2905,6171,476,453,933,7547,7448,15004
SAL22662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,0,0,0,0,0,0,9,6,9,3,5,11,19,18,42
SAL22663,3,5,0,68,117,185,0,0,0,3,5,13,0,0,0,162,173,338,3,0,4,5,3,16,4,3,4,0,0,0,3,9,13,0,0,0,8,4,11,7,4,8,26,26,54,0,0,0,0,3,3,32,29,54,10,17,30,0,0,0,330,403,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,343,297,637,5,6,6,0,0,0,339,302,642,59,67,131,735,777,1515
SAL22664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,12,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,12,0,18,0,0,0,21,9,28
SAL22665,0,3,3,3,15,15,0,0,0,0,0,0,0,0,0,25,14,39,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,13,3,5,7,0,0,0,39,40,75,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,83,82,165,0,0,0,0,0,0,83,82,165,7,4,15,131,133,262
SAL22666,3,0,3,12,14,29,0,0,0,0,0,0,0,0,0,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,33,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,82,0,0,0,0,0,0,39,36,82,10,0,12,82,75,157
SAL22667,0,0,0,6,3,15,0,0,0,0,8,6,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,8,12,20,0,0,0,0,0,0,37,37,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,64,0,0,0,0,0,0,32,28,64,18,21,36,89,88,171
SAL22668,0,0,0,12,18,26,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,8,8,0,0,0,0,0,0,33,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,40,28,67,0,0,0,0,0,0,45,29,70,21,10,32,103,86,191
SAL22669,6,12,23,110,132,241,0,0,0,25,28,46,19,16,31,252,299,552,3,3,11,21,15,44,4,0,4,0,0,0,6,3,16,0,0,5,3,5,9,3,4,12,17,19,34,0,0,0,0,0,0,59,66,123,22,35,59,0,0,0,537,636,1177,12,13,28,3,0,10,0,0,0,0,0,0,4,0,5,3,0,7,9,3,6,480,414,900,3,0,0,0,0,0,484,423,906,36,26,59,1083,1112,2195
SAL22670,0,0,0,5,0,7,0,0,0,5,0,6,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,0,15,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,26,0,0,0,0,0,0,18,12,26,3,6,9,35,32,67
SAL22671,0,3,3,5,9,17,0,0,0,0,0,0,0,0,0,24,26,55,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,4,4,7,0,0,0,3,0,0,3,13,16,3,8,8,0,0,0,55,67,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,171,345,0,3,3,0,0,0,174,173,346,26,22,51,260,262,522
SAL22672,0,3,3,9,15,24,0,0,0,0,3,6,0,0,0,50,56,109,0,0,0,7,12,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,4,3,8,4,3,9,10,7,20,0,0,0,92,111,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,92,181,0,0,0,0,0,0,89,90,180,8,6,14,193,212,408
SAL22673,13,17,32,108,151,261,0,0,0,27,29,59,0,0,0,267,288,548,14,15,30,4,10,13,9,6,15,0,0,3,8,4,14,0,0,0,14,14,25,9,6,17,25,31,52,4,7,14,8,10,21,29,46,75,73,72,143,0,4,4,602,695,1293,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,0,6,7,846,781,1629,3,3,8,5,0,4,849,788,1642,93,67,155,1560,1574,3132
SAL22674,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,15,0,0,0,0,0,0,9,10,15,3,6,6,18,21,41
SAL22675,0,6,6,9,0,8,0,0,0,0,0,0,0,0,0,11,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,11,3,3,0,0,0,0,21,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,45,0,0,0,0,0,0,27,22,45,0,0,0,46,52,96
SAL22676,0,5,5,58,62,118,0,0,0,3,4,5,0,0,0,211,209,419,0,0,0,16,8,24,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,17,0,0,0,0,0,0,19,20,42,19,13,34,0,0,0,337,327,669,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,5,6,0,5,6,337,279,611,3,9,8,0,5,3,339,287,624,78,76,155,767,704,1477
SAL22677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22678,0,0,0,8,12,21,0,0,0,0,0,3,0,0,0,23,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,4,0,0,0,0,0,0,9,6,13,0,3,5,0,0,0,48,51,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,84,0,0,0,0,0,0,44,45,87,17,12,29,112,108,217
SAL22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8
SAL22680,68,99,163,954,1273,2230,0,0,0,69,85,152,42,36,73,2146,2580,4727,10,16,25,36,34,75,32,40,72,8,9,13,43,50,91,0,0,4,49,69,120,56,78,135,202,224,432,18,26,39,15,19,38,280,465,748,161,207,374,0,3,6,4129,5219,9349,92,83,171,36,27,65,3,4,13,0,0,0,26,32,57,15,35,52,42,66,103,3965,3957,7919,18,23,42,14,14,20,3999,3992,7986,675,676,1355,9043,10169,19214
SAL22681,0,0,0,48,44,91,0,0,0,0,0,0,0,0,0,59,52,110,0,0,0,0,0,0,0,0,0,0,5,9,0,0,4,0,0,0,5,7,10,0,0,0,11,6,17,0,0,0,0,0,0,3,15,20,4,7,10,0,0,0,135,143,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,115,240,0,0,0,0,0,0,122,115,240,14,13,25,276,274,550
SAL22682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,6,11
SAL22683,0,0,0,0,5,9,0,0,0,0,6,9,0,0,0,40,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,11,13,22,7,0,7,0,0,0,62,61,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,45,86,0,0,0,0,0,0,38,45,85,9,13,20,110,122,237
SAL22684,0,0,0,9,10,11,0,0,0,0,0,0,0,0,0,11,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,3,4,4,9,0,0,0,0,0,0,4,6,11,0,6,7,0,0,0,35,34,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,40,0,0,0,0,0,0,21,17,40,4,11,15,64,64,124
SAL22685,403,434,837,349,472,825,0,0,0,193,220,417,0,0,0,1112,1296,2408,24,19,44,205,197,401,7,11,19,31,37,69,21,22,47,14,16,32,39,38,78,97,127,221,134,147,274,11,16,25,12,18,34,152,207,360,246,327,569,6,3,9,2661,3186,5848,333,316,644,98,88,187,8,5,12,0,0,0,81,87,169,41,48,92,125,135,254,2898,2685,5578,9,14,26,6,18,21,2917,2711,5626,386,433,824,6933,7305,14237
SAL22686,620,693,1308,550,719,1265,4,3,4,334,396,731,0,0,0,1451,1840,3292,50,59,113,272,315,582,11,13,22,57,68,124,42,67,107,40,34,76,95,110,213,406,433,839,213,261,474,24,29,53,42,41,84,249,298,544,431,512,947,10,9,19,4281,5208,9486,592,599,1195,170,164,341,10,14,19,0,0,0,65,86,151,39,56,94,105,145,248,3732,3438,7169,36,53,86,12,22,34,3780,3510,7294,434,437,870,9994,10761,20754
SAL22687,0,0,3,29,31,56,0,0,0,0,0,0,0,0,0,30,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,7,12,3,4,4,0,0,0,74,70,143,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,58,132,0,0,0,0,0,0,77,56,133,24,12,37,174,139,314
SAL22688,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,12,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,10,10,20,3,0,9,26,28,48
SAL22689,20,23,38,59,65,123,0,0,0,4,9,13,0,0,0,73,89,154,0,0,3,4,3,8,0,5,11,0,0,4,0,0,3,0,0,0,0,0,6,0,3,3,19,15,32,4,3,9,23,40,64,17,14,29,30,39,65,0,0,0,247,290,535,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,8,14,18,537,555,1091,3,5,7,4,13,18,546,569,1118,155,150,307,977,1050,2020
SAL22690,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,15,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,27,0,0,0,0,0,0,16,14,27,7,3,13,37,32,72
SAL22691,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,9,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,25,0,0,0,0,0,0,16,11,25,7,0,11,25,24,53
SAL22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,6,0,9,17,12,31
SAL22693,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,15,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,3,0,4,9,9,13,0,0,0,25,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,71,0,0,0,0,0,0,36,29,71,8,8,22,81,64,146
SAL22694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,10,3,13
SAL22695,0,0,0,31,35,65,0,0,0,4,4,6,0,0,0,41,53,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,5,11,0,0,0,0,0,0,8,15,19,5,5,13,0,0,0,107,113,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,130,302,0,0,0,0,0,0,175,136,310,23,13,32,302,264,565
SAL22696,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,5,6,9,4,3,9,19,21,42
SAL22697,4,7,13,134,152,282,0,0,0,13,19,29,0,0,0,136,152,291,0,0,0,6,9,16,0,0,0,0,0,0,76,102,175,0,0,0,0,0,4,16,19,33,21,25,44,0,0,0,0,0,0,137,140,280,11,22,35,0,0,0,547,639,1187,9,10,20,3,0,6,0,0,0,0,0,0,4,3,6,0,5,8,9,12,12,472,402,875,3,0,3,0,0,0,480,402,879,115,125,242,1169,1191,2359
SAL22698,90,132,220,869,1122,1995,0,0,0,96,113,218,63,67,128,1688,1917,3606,23,32,55,51,62,107,41,47,91,19,18,42,18,28,46,6,4,16,104,120,224,67,78,140,228,276,502,28,39,61,19,31,51,300,419,714,257,314,573,7,8,12,3882,4698,8579,75,65,137,69,57,130,3,4,10,0,0,0,39,42,76,15,42,59,51,80,138,4621,4647,9271,26,25,54,8,30,40,4666,4698,9366,619,661,1274,9452,10397,19856
SAL22699,0,0,0,11,13,27,0,0,0,0,0,0,0,0,0,23,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,4,11,0,0,0,0,0,0,9,8,12,4,10,8,0,0,0,55,61,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,64,127,0,0,0,0,0,0,67,64,127,13,19,36,133,144,280
SAL22700,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,6,6,13,0,3,0,16,18,33
SAL22701,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,5,0,0,0,0,0,0,9,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,45,0,0,0,0,0,0,22,24,45,0,4,0,35,36,68
SAL22702,27,41,65,228,273,499,0,0,0,58,67,126,0,0,3,551,534,1082,0,0,0,100,102,203,4,11,22,0,0,0,12,17,29,8,8,16,27,19,44,33,26,62,54,60,107,4,5,3,0,5,3,67,105,173,76,94,171,0,0,0,1218,1331,2550,19,20,37,30,30,59,0,0,0,0,0,0,11,5,20,7,3,15,17,15,32,1290,1232,2527,9,3,16,3,8,16,1307,1245,2550,126,116,240,2749,2792,5541
SAL22703,0,3,5,27,30,53,0,0,0,14,15,29,0,0,0,74,69,145,0,0,4,12,3,14,0,0,0,0,3,7,8,7,10,0,0,3,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,9,10,19,11,12,24,0,0,0,160,161,326,0,0,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,147,288,0,0,0,0,0,0,145,145,292,24,20,39,337,340,671
SAL22704,13,26,37,168,229,398,0,0,0,65,78,148,0,0,0,526,579,1100,10,11,19,69,63,129,8,11,14,3,11,11,22,28,46,0,0,0,10,8,14,40,38,73,44,45,84,4,3,11,9,9,22,49,61,114,107,106,215,0,0,4,1126,1277,2400,13,13,34,17,11,26,0,6,5,0,0,0,0,0,0,6,8,15,3,10,21,1096,995,2092,3,8,11,4,5,9,1103,1007,2111,107,91,196,2383,2434,4820
SAL22705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,12,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15,0,0,0,0,0,0,9,6,15,8,3,14,29,23,50
SAL22706,0,0,0,11,10,20,0,0,0,0,0,0,0,0,0,17,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,8,12,0,0,0,0,0,0,37,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,21,64,0,0,0,0,0,0,41,21,64,10,4,12,87,63,144
