SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL20716,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,53,110,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,5,3,6,70,54,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,40,10,11,27,5,4,6,106,93,203
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,3,9
SAL20718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,46,98,5,4,6,4,0,4,0,0,0,0,0,0,0,0,0,12,5,15,69,53,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,4,0,0,0,78,63,143
SAL20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14,12,26
SAL20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,14,5,16
SAL20721,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,284,251,531,22,25,50,13,0,13,0,0,3,3,4,7,0,0,0,41,41,83,366,323,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,146,162,313,60,88,144,4,3,9,587,582,1168
SAL20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,24,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,4,0,6,0,6,39,26,65
SAL20723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,80,0,7,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,50,44,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,51,8,18,23,0,3,3,85,89,176
SAL20724,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,105,65,176,5,7,14,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,121,85,206,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,6,6,0,0,0,0,0,0,0,6,6,24,51,80,10,28,47,0,0,0,170,177,342
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,4,6
SAL20726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,34,33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,32,6,5,14,0,0,0,53,56,103
SAL20727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,62,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,6,11,0,0,0,47,40,87
SAL20728,3,7,13,0,0,0,0,0,0,9,9,16,0,0,0,191,159,344,3,19,26,3,0,3,5,0,0,5,4,3,0,4,3,12,12,24,231,211,441,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,4,9,0,0,5,0,0,0,0,0,0,0,0,5,184,181,365,45,67,108,0,0,0,469,467,930
SAL20729,87,92,178,14,40,53,0,0,3,0,0,0,19,9,24,2762,1608,4367,156,227,384,28,0,28,9,0,7,11,0,9,32,16,48,26,25,50,3141,2015,5155,15,35,45,0,0,0,9,15,23,17,19,37,3,6,9,0,0,4,43,72,119,0,0,0,0,0,0,11,5,14,5,3,9,0,0,0,19,6,20,36,15,44,88,91,182,16,41,55,0,0,0,0,0,0,16,41,56,492,642,1132,261,422,679,20,17,37,4013,3230,7242
SAL20730,8,0,8,4,9,10,0,0,0,0,0,0,3,0,8,833,758,1584,58,67,123,4,0,4,5,0,5,3,0,3,7,3,12,13,8,23,938,848,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,3,5,11,14,12,15,27,0,0,0,0,0,0,0,0,0,0,0,0,104,134,238,101,179,280,3,3,5,1158,1183,2339
SAL20731,38,50,86,4,17,17,0,0,0,0,0,0,6,5,13,1328,878,2200,71,130,196,24,0,24,5,0,5,0,3,11,15,3,14,0,4,6,1496,1075,2579,11,15,24,0,0,0,0,0,0,12,8,20,0,6,3,0,0,0,23,32,54,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,12,9,12,3,21,36,48,83,5,8,16,0,0,0,0,0,0,5,8,16,200,324,522,166,223,390,5,3,9,1909,1681,3589
SAL20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,13,14,23
SAL20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,18
SAL20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,6,11
SAL20736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,61,117,9,6,18,0,0,0,3,3,5,0,0,0,0,0,0,7,4,13,88,73,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,12,34,7,17,22,0,0,6,119,105,227
SAL20737,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,409,354,764,23,24,56,4,0,4,0,0,0,5,0,7,0,0,0,12,3,19,463,386,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,56,77,38,82,117,3,0,5,529,521,1052
SAL20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,19,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,18,3,6,7,0,0,0,33,25,65
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,7,6,11
SAL20741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,54,166,3,4,5,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,117,67,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,34,10,13,23,0,4,4,132,112,249
SAL20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,10,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,17,33
SAL20743,39,37,77,7,9,18,0,0,0,0,0,4,6,7,15,1397,941,2343,62,131,192,16,0,16,3,0,3,9,0,9,13,4,17,12,8,21,1563,1134,2702,11,7,18,0,0,0,0,4,8,15,15,29,0,3,10,0,4,4,26,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,20,8,31,44,42,96,11,15,27,0,0,0,0,0,0,11,18,23,373,442,812,137,226,359,6,6,15,2140,1870,4011
SAL20744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,25,20,42
SAL20745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,79,5,0,6,0,0,0,0,0,0,4,0,4,4,0,4,8,9,20,54,51,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,31,6,3,8,3,0,3,81,68,149
SAL20746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,26,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,23,0,4,7,4,0,5,39,38,78
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,8,12
SAL20748,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,254,169,429,17,10,26,29,0,25,0,0,0,3,0,6,0,0,6,12,15,25,324,199,520,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,44,75,124,23,44,70,4,6,12,402,331,736
SAL20749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,35,99,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,39,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,25,3,12,14,0,3,9,84,68,152
SAL20750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,30,3,3,4,0,0,0,43,31,78
SAL20751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25,56,0,3,8,0,0,0,6,0,6,0,0,0,0,0,0,5,3,7,42,33,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23,7,9,7,0,0,6,59,53,112
SAL20752,57,42,98,7,7,12,0,0,0,0,0,0,5,0,7,2102,1547,3645,73,84,158,33,0,33,7,0,7,10,0,10,7,5,12,31,34,64,2336,1720,4058,3,10,14,0,0,0,3,0,4,21,4,30,0,0,3,0,0,0,29,20,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,21,5,26,50,27,75,4,4,13,0,0,0,0,0,0,10,4,13,871,1042,1915,320,662,978,9,0,11,3594,3467,7063
SAL20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,5,0,5,6,25,17,43
SAL20754,58,46,101,0,0,0,0,0,0,0,0,0,8,0,4,997,692,1692,42,50,92,18,0,18,4,0,4,0,0,0,4,6,10,0,3,6,1133,801,1931,4,5,8,0,0,0,0,0,5,9,7,16,0,0,0,0,4,4,16,19,36,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,11,7,14,27,23,48,7,6,12,0,0,0,0,0,0,5,6,16,278,408,688,127,236,364,13,6,19,1583,1479,3062
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,0,0,0,22,17,42
SAL20756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,174,386,12,6,23,3,0,8,5,0,3,0,0,0,0,0,0,17,20,34,252,205,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,42,48,88,16,42,55,3,0,7,320,302,618
SAL20757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,12,31,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,26,4,7,5,0,0,0,55,43,93
SAL20758,26,5,35,7,11,18,0,0,0,0,0,0,3,3,6,1660,1241,2894,64,96,161,31,0,31,12,0,12,21,0,24,12,11,23,28,32,61,1876,1396,3267,4,0,9,0,0,0,0,0,0,16,6,20,0,0,0,0,0,3,19,8,35,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,6,9,15,7,20,34,22,58,0,0,3,0,0,0,0,0,0,0,0,3,543,742,1288,236,394,630,9,3,11,2701,2563,5263
SAL20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,29,20,49
SAL20760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,14,31,30,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,7,7,17,0,0,0,50,44,92
SAL20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,42,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,33,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,4,0,6,0,0,0,47,33,85
SAL20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,35,82,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,8,13,62,41,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,44,11,10,24,0,0,0,95,79,176
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,8,10,12
SAL20764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,46,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,0,4,4,0,0,0,37,29,65
SAL20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,21,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,19,14,33
SAL20766,88,114,209,17,8,27,0,0,0,472,542,1012,16,11,25,1031,517,1543,46,78,129,0,0,4,52,5,55,78,35,109,36,21,53,405,302,707,2244,1638,3881,21,9,36,0,0,0,56,62,115,11,3,12,3,4,3,8,0,10,99,76,176,0,0,0,7,13,19,0,0,0,0,0,0,0,0,0,6,8,19,42,50,87,151,136,288,41,36,77,0,0,0,6,6,10,46,41,89,2406,1902,4309,366,485,849,20,13,30,5228,4215,9443
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,12,17,29
SAL20769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,70,163,4,4,11,6,0,6,0,0,0,0,0,0,0,0,0,5,0,5,108,81,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,31,58,15,21,43,0,0,4,156,130,287
SAL20770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,208,157,358,11,8,15,4,0,4,4,0,0,4,5,6,0,0,0,28,34,59,262,198,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,18,34,47,23,24,48,4,4,9,309,265,566
