SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL22261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,40,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,26,0,4,9,0,0,0,49,52,100
SAL22262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,28,0,3,3,0,0,0,32,31,65
SAL22263,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,482,358,845,35,14,46,16,0,16,0,0,0,5,0,5,4,8,5,17,13,26,557,395,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,0,5,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,99,157,254,48,124,166,5,3,7,707,687,1395
SAL22264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,125,275,11,3,11,5,0,5,0,0,0,0,0,0,0,0,0,3,4,6,177,132,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,23,46,68,25,38,65,0,0,0,229,218,449
SAL22265,13,8,16,0,3,3,0,0,0,0,0,0,0,5,5,913,806,1715,85,74,158,24,0,24,4,0,4,17,0,13,9,3,10,69,71,138,1127,965,2096,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,23,20,7,31,0,0,0,0,0,0,0,0,0,0,0,0,98,135,232,109,198,303,13,11,25,1377,1316,2687
SAL22266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,14,39,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,20,28,0,3,4,0,0,0,52,50,103
SAL22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL22268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,3,9,5,0,0,0,38,31,69
SAL22269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,9,9,24
SAL22270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,15
SAL22271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,128,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,73,76,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,36,10,17,28,0,0,0,96,117,214
SAL22272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,93,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26,7,7,12,0,0,0,76,69,142
SAL22273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,0,4,0,0,0,17,14,30
SAL22275,4,0,0,16,22,33,0,0,0,0,0,0,10,25,32,4981,4103,9085,390,544,936,33,0,38,22,0,32,83,45,127,31,14,45,208,268,480,5796,5029,10818,0,0,4,0,0,0,4,0,3,0,4,4,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,5,0,5,5,0,4,0,6,7,5,9,11,55,32,91,68,43,113,0,0,0,0,0,0,4,3,10,5,8,12,380,578,961,416,811,1227,48,39,94,6712,6507,13221
SAL22276,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,242,175,418,14,9,28,3,0,3,3,0,3,3,0,3,0,0,0,28,7,38,305,195,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,34,67,12,30,42,6,0,6,350,261,617
SAL22277,0,0,0,0,4,3,0,0,0,0,0,0,0,4,4,416,322,730,27,42,70,0,0,0,0,0,0,5,0,6,0,4,4,10,4,10,460,368,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,25,54,76,21,63,89,0,0,0,514,486,999
SAL22278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,71,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,42,36,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,41,4,9,20,0,0,0,65,71,137
SAL22279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,43,123,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,89,46,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,54,114,14,15,26,0,0,0,166,114,280
SAL22280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,9,9,16
SAL22281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,159,382,15,6,21,7,0,4,0,0,0,0,0,0,0,0,0,26,15,38,271,182,452,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,71,93,158,23,48,71,0,0,0,368,320,691
SAL22282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,50,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,34,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,27,10,19,27,0,0,0,58,58,115
SAL22283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,61,142,3,7,11,6,0,6,0,0,5,0,0,0,0,0,0,19,18,43,120,90,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,74,7,15,28,4,5,5,174,141,321
SAL22284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,15,12,26
SAL22285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,23,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,17,29
SAL22286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,30,5,8,18,0,0,0,44,52,97
SAL22287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,7
SAL22288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,4,4,0,0,0,19,16,38
SAL22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
SAL22290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,53,125,4,4,7,6,0,6,0,0,0,0,0,0,0,0,0,4,10,8,82,68,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,38,10,10,18,4,6,10,110,101,208
SAL22291,16,7,23,6,8,10,0,0,0,0,0,0,10,6,12,1575,1196,2768,93,104,199,30,0,28,3,0,4,7,0,8,7,7,12,19,12,26,1751,1342,3095,3,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,14,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,19,26,12,37,0,0,3,0,0,0,5,0,5,5,4,10,252,429,683,169,345,509,3,5,6,2205,2139,4346
SAL22292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21
SAL22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,61,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,4,7,38,32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,29,0,0,3,0,0,0,53,51,107
SAL22294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,78,4,4,5,4,0,4,0,0,0,0,0,0,0,0,0,0,3,9,56,45,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,41,8,10,17,0,0,0,79,78,157
SAL22295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,94,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,58,45,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,29,42,69,13,16,30,0,0,0,102,104,209
SAL22296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,3,12
SAL22297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,0,0,5,0,0,0,16,15,31
SAL22298,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,325,270,594,28,25,59,9,0,9,6,0,6,0,0,0,3,0,3,5,0,6,376,305,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,52,68,124,48,66,112,0,0,0,485,441,927
SAL22299,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,229,146,375,16,16,26,8,0,8,0,0,0,0,0,0,3,0,7,3,0,6,258,171,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,76,17,31,43,0,0,4,310,244,552
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,110,240,3,7,5,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,138,120,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,26,36,18,25,42,0,3,5,171,176,348
SAL22302,4,5,11,4,3,4,0,0,0,0,0,0,0,9,6,399,359,757,24,41,64,0,0,0,0,0,0,18,0,23,0,0,0,26,37,64,490,447,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,161,173,334,43,108,152,0,0,0,697,740,1439
SAL22303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,174,393,7,12,20,9,0,9,0,0,0,3,0,9,0,0,0,16,10,29,250,202,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,124,222,54,94,148,3,3,8,401,424,825
SAL22304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL22305,13,6,17,0,4,9,0,0,0,0,0,0,5,0,3,2127,1667,3792,111,94,205,55,0,61,6,0,6,14,5,13,10,3,11,47,41,81,2383,1814,4198,0,3,5,0,0,0,0,0,0,9,3,14,3,0,3,0,0,0,11,5,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,21,11,27,37,16,52,0,0,0,0,0,0,0,0,0,3,0,4,345,655,1001,266,511,775,7,13,15,3042,3014,6053
SAL22306,3,0,6,4,0,6,0,0,0,0,0,0,0,0,0,181,106,287,10,8,18,0,0,0,3,0,3,4,0,8,5,0,9,19,16,31,227,135,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,151,118,267,44,60,106,0,9,9,431,314,742
SAL22307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,105,3,6,16,0,0,0,0,0,0,4,0,5,0,0,0,0,3,6,68,54,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,22,8,26,32,0,0,4,86,90,179
SAL22308,5,0,5,0,4,4,0,0,0,0,0,0,0,3,3,156,119,272,6,16,22,0,0,0,0,0,0,0,4,4,5,0,3,20,24,42,194,166,359,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,62,71,138,26,39,71,0,0,0,292,284,580
SAL22309,11,14,21,4,4,4,0,0,0,0,0,0,0,0,3,301,204,503,10,13,29,5,0,5,0,0,0,6,3,8,0,4,4,4,9,16,344,255,600,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,4,13,5,5,9,0,0,0,0,0,0,5,5,9,237,275,511,38,70,113,6,0,6,641,608,1242
SAL22310,24,17,39,9,9,11,0,0,0,176,201,380,9,12,24,847,531,1380,38,67,105,4,0,4,24,3,25,111,43,150,24,15,32,294,281,574,1553,1184,2739,0,0,5,0,0,0,19,21,43,0,0,0,0,0,0,6,6,8,24,29,55,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,7,4,9,24,25,49,53,59,113,9,7,20,0,0,0,0,5,8,13,11,23,1482,1629,3104,227,396,626,9,3,11,3332,3283,6620
SAL22311,148,107,256,42,45,84,0,0,0,0,0,0,12,4,13,4295,3147,7444,227,232,459,62,0,62,13,0,16,11,0,9,29,14,47,11,31,48,4858,3587,8441,31,32,63,0,0,0,4,8,12,24,16,37,3,7,10,6,3,7,68,71,133,0,0,0,0,4,5,3,4,5,4,7,15,0,0,3,7,13,28,34,21,53,116,103,218,19,25,44,3,3,6,0,0,3,19,30,54,1198,1499,2694,502,980,1483,37,22,58,6727,6225,12943
SAL22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,21,0,0,0,0,0,0,37,22,61
SAL22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,12,16,36
SAL22314,446,445,890,18,23,47,4,0,4,179,244,421,31,29,56,1939,1386,3325,62,115,178,6,0,6,50,11,63,213,94,309,42,31,71,575,693,1271,3565,3070,6633,58,46,105,0,0,0,75,81,154,9,11,22,3,0,5,25,14,38,164,158,327,0,0,0,6,8,17,0,0,0,0,0,0,3,0,7,9,17,25,39,40,73,214,208,425,31,30,61,0,0,0,4,7,8,30,35,67,3643,4026,7671,562,870,1435,24,31,55,8041,8239,16281
SAL22315,217,237,458,33,34,65,0,0,0,557,756,1312,33,47,81,1549,802,2350,69,163,222,11,0,10,96,19,117,158,67,230,68,39,103,1076,938,2007,3861,3105,6969,45,42,86,0,0,0,54,72,133,7,5,7,0,11,11,34,15,49,140,146,280,0,0,0,9,17,21,4,5,4,0,0,0,0,7,7,8,19,31,85,64,151,232,235,466,54,75,134,5,0,6,15,10,24,77,93,164,3304,3013,6320,716,883,1602,36,36,71,8223,7353,15580
