SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL20451,0,8,4,0,0,7,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,0,6,3,0,9,12,30,3,59
SAL20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,118,429,70,32,15,1031,455,129,752,161,75,30,1609,23,5,82,22,16,3,152,36,4,84,28,51,4,206,51,15,161,33,25,28,314,2149,605,4328,971,745,172,8967
SAL20454,0,3,0,0,0,8,0,0,7,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,21,21,50,0,96
SAL20455,3,23,17,8,3,63,10,3,29,32,28,5,111,0,0,5,0,4,0,14,0,0,3,11,38,6,57,5,0,11,18,22,7,61,58,22,231,186,280,48,827
SAL20456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
SAL20457,21,24,9,11,0,92,24,16,50,24,36,4,149,3,0,7,0,3,0,18,4,0,3,4,19,0,40,3,0,4,0,4,0,18,79,60,167,94,256,16,667
SAL20458,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,4,12,0,15
SAL20459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,13
SAL20460,13,60,5,20,3,107,17,14,48,27,70,12,186,0,0,3,0,3,0,9,3,0,4,4,14,0,25,0,0,4,0,20,4,33,56,33,199,106,444,41,877
SAL20461,28,88,17,36,0,207,30,25,100,58,86,16,314,3,0,14,5,15,0,35,5,0,6,14,34,0,58,8,0,6,4,17,0,33,158,86,409,226,502,30,1406
SAL20462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20463,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,5,22
SAL20464,0,4,0,0,0,3,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,22,0,41
SAL20465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3
SAL20466,0,13,3,4,0,18,0,3,4,10,14,3,29,0,0,0,0,0,0,4,0,0,0,3,8,0,8,0,0,0,4,9,0,7,11,6,37,35,112,10,212
SAL20467,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,0,15
SAL20468,36,134,9,17,0,314,191,56,266,35,26,13,589,4,3,14,6,6,0,31,17,0,28,17,9,0,76,34,8,56,9,9,3,124,796,205,1454,261,237,59,3007
SAL20469,0,3,0,0,0,9,0,0,4,4,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,13,4,11,7,25,3,60
SAL20470,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,21,0,30
SAL20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11
SAL20473,8,23,4,8,0,46,14,10,28,12,11,4,79,0,0,5,0,0,0,7,0,0,5,3,5,0,14,0,0,0,4,0,0,5,32,28,98,63,137,7,365
SAL20474,5,9,0,0,0,21,0,0,5,5,7,0,24,0,0,5,0,3,0,10,0,0,0,0,4,0,4,0,0,0,0,3,0,3,18,6,60,32,69,5,197
SAL20475,22,51,13,6,3,122,14,5,37,27,21,0,104,3,7,6,4,9,0,38,0,0,8,3,13,0,25,0,0,4,4,4,5,18,58,44,222,126,291,31,766
SAL20476,20,43,14,12,0,95,13,11,68,50,86,9,230,0,0,9,6,7,0,23,0,0,4,9,33,0,52,0,0,5,8,23,8,45,37,46,215,228,480,48,1053
SAL20477,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11
SAL20478,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,10,0,13
SAL20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20480,0,0,0,0,0,3,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,17,25,6,70
SAL20481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,20
SAL20482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8
SAL20483,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,22
SAL20484,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,4,4,5,0,5,4,21,4,35
SAL20485,5,20,3,9,0,49,10,8,31,14,18,0,82,0,0,0,0,0,0,6,0,0,0,6,14,0,19,0,0,0,0,3,0,10,34,19,92,63,174,11,387
SAL20486,0,17,9,3,0,37,3,7,24,18,22,7,83,0,0,0,0,0,0,4,0,0,0,3,13,0,15,0,0,0,0,9,0,10,21,14,68,68,171,10,346
SAL20487,0,6,4,0,0,14,0,3,4,0,3,0,11,0,0,0,0,5,0,5,0,0,0,0,4,0,3,0,0,0,0,0,0,9,9,7,14,22,59,5,108
SAL20488,4,3,3,4,0,24,0,4,14,3,8,0,30,0,0,0,0,4,0,3,0,0,0,0,18,0,22,0,0,0,0,0,0,3,5,20,32,38,132,10,231
SAL20489,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12
SAL20490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL20491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL20492,3,13,3,8,0,30,3,3,17,22,20,3,71,0,0,0,0,5,0,3,0,0,0,0,13,0,17,0,0,0,0,6,0,10,8,11,51,61,161,11,309
SAL20493,0,0,0,0,0,0,0,0,4,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,0,34
SAL20494,0,4,0,0,0,8,0,0,3,9,3,0,16,0,0,0,0,7,0,4,0,0,0,0,5,0,5,5,0,0,0,9,0,12,10,4,43,34,53,8,148
SAL20495,61,273,25,25,14,869,275,56,434,76,61,7,907,50,10,103,21,14,3,203,42,6,58,28,35,5,175,73,5,105,29,22,34,269,2112,275,3107,626,521,161,6808
SAL20496,36,154,13,17,6,430,173,32,212,27,20,9,470,23,7,69,11,8,0,117,11,9,39,12,19,9,97,21,3,54,8,15,20,122,910,221,1704,284,247,64,3435
SAL20497,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,28
SAL20498,100,414,64,38,9,995,313,103,550,136,130,26,1265,25,11,71,19,15,6,136,26,6,52,37,63,5,196,80,17,125,42,42,43,352,2069,472,3756,969,986,208,8463
SAL20499,0,4,0,0,0,3,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,5,14,34,0,65
SAL20500,112,394,112,97,13,912,199,102,595,243,230,36,1404,5,7,50,25,35,3,123,18,9,47,50,144,7,279,29,7,105,53,93,50,330,995,362,3008,1492,2233,254,8346
SAL20501,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,21
SAL20502,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,4,25
SAL20503,0,0,0,0,0,5,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,21,0,25
SAL20504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,3,11,0,14
SAL20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,14
SAL20506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20507,22,83,28,25,4,189,30,25,92,71,56,11,289,3,0,10,0,11,0,32,0,3,8,11,39,0,67,8,0,25,13,31,10,79,128,85,510,296,576,52,1643
SAL20508,74,241,113,140,13,682,107,85,367,334,431,45,1360,0,0,17,14,35,3,73,6,8,30,60,266,0,373,8,10,59,63,183,48,376,416,229,1511,1463,3456,275,7344
SAL20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,17
SAL20510,0,5,0,3,0,10,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,11,35,0,66
SAL20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
SAL20512,0,3,0,0,0,9,6,0,5,0,10,0,22,0,0,0,0,5,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,3,10,6,19,17,55,6,105
SAL20513,0,20,6,7,0,47,8,7,33,23,38,0,100,0,0,0,0,3,0,7,0,0,0,4,12,0,19,0,0,0,0,5,6,14,16,18,65,55,203,13,367
SAL20514,0,4,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,0,34
SAL20515,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,10,6,20,0,37
SAL20516,61,111,19,18,0,325,94,52,151,70,60,7,437,17,15,39,14,9,0,92,8,4,20,9,25,0,61,13,5,21,10,15,10,73,385,212,703,327,446,59,2119
SAL20517,0,0,0,0,0,6,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,11,16,51,3,84
SAL20518,0,0,0,0,0,5,0,0,4,5,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,18,0,32
SAL20519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL20521,40,112,24,13,7,275,93,26,191,42,33,6,390,11,5,25,3,0,3,47,9,6,28,11,12,9,73,13,3,63,20,15,13,115,424,145,1176,298,234,73,2335
SAL20522,10,40,0,0,0,88,12,12,40,13,11,0,81,0,0,9,0,0,0,13,5,0,3,4,3,0,13,0,0,5,0,3,5,20,127,34,248,74,87,20,590
SAL20523,93,343,56,52,13,873,347,86,645,118,70,36,1301,28,7,68,19,16,0,135,26,3,65,45,50,8,199,61,12,157,44,35,42,351,1692,403,3640,812,704,205,7455
SAL20524,67,284,64,38,14,649,217,64,381,113,55,29,853,17,3,44,13,14,4,91,21,9,55,20,54,0,160,30,3,85,27,32,24,215,989,341,2456,637,609,167,5195
SAL20525,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,24
SAL20526,3,0,0,0,0,9,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,30,30,42,8,114
SAL20527,0,10,0,0,0,20,0,0,15,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,12,7,57,12,23,0,110
SAL20528,30,159,46,23,4,413,137,36,280,83,83,12,635,6,3,34,15,8,0,66,18,4,41,24,51,7,143,36,7,61,13,32,24,177,858,188,1772,562,582,114,4076
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,8
SAL20532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9
SAL20533,18,68,20,16,0,146,29,26,112,60,59,4,296,0,0,7,4,0,0,21,4,0,8,11,31,0,52,0,0,11,3,10,6,28,101,56,390,215,416,23,1194
SAL20534,0,0,0,5,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,18,0,30
SAL20535,4,19,3,8,0,45,0,0,14,9,13,0,36,0,0,0,5,0,0,6,0,0,0,0,7,0,7,0,0,0,0,5,0,9,8,6,57,33,128,18,256
SAL20536,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,19
SAL20537,64,229,39,42,5,481,81,44,195,71,105,9,505,9,0,23,13,11,0,54,9,6,19,24,56,3,114,6,0,38,11,46,19,123,371,184,1171,553,904,82,3265
SAL20538,19,82,35,26,5,221,28,28,113,52,76,10,309,0,0,7,11,10,0,28,0,6,6,11,47,6,74,3,0,17,14,26,9,77,172,88,548,368,679,48,1895
SAL20539,141,480,106,91,9,1081,254,122,579,246,206,31,1430,14,12,74,34,28,12,174,24,12,75,65,129,9,317,50,8,128,64,76,36,362,1418,523,3723,1550,1942,223,9390
SAL20540,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,20
SAL20541,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,6,0,24
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20543,0,0,0,0,0,6,0,0,6,8,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,7,8,3,16,18,26,3,74
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,14,17,23,0,60
SAL20546,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,17
SAL20547,4,14,4,4,0,41,7,10,24,11,6,0,64,3,0,8,0,4,0,17,0,0,4,3,4,0,15,0,0,6,0,3,0,4,46,22,92,44,58,3,272
SAL20548,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,0,0,21
SAL20549,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,3,0,5,4,3,0,16
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20551,4,11,10,11,0,47,4,10,31,19,38,3,113,0,0,0,5,6,0,9,0,0,0,0,11,0,14,0,0,0,5,11,5,29,24,28,89,82,236,24,478
SAL20552,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,13,0,31
SAL20553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,4,0,5
SAL20555,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,4,9,5,15,3,39
SAL20556,69,198,71,77,4,481,84,60,231,141,172,18,703,4,0,11,16,19,0,43,13,6,30,44,119,5,220,16,0,37,24,82,21,177,360,206,1176,787,1613,125,4262
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20558,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19
SAL20559,0,4,0,0,0,13,4,6,11,4,0,0,23,0,0,0,4,4,0,5,0,0,3,0,6,0,10,0,0,5,0,0,0,4,15,5,42,19,52,7,140
SAL20560,3,18,5,7,0,42,3,0,17,10,17,0,49,0,0,3,0,0,0,11,0,0,0,0,8,0,12,0,0,0,0,11,4,14,23,10,75,65,160,12,355
SAL20561,17,65,17,25,3,154,18,18,54,66,94,4,256,0,0,0,0,7,0,8,0,0,0,3,35,0,43,4,0,4,4,29,0,39,63,57,221,202,601,35,1178
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20564,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,5,18,5,48
SAL20565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20566,14,84,26,19,0,199,49,21,184,63,69,16,390,3,0,9,5,11,0,24,10,0,22,22,48,0,95,14,0,45,12,33,18,128,360,74,903,370,533,97,2331
SAL20567,0,0,0,0,0,6,0,0,7,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,21,13,39,4,83
SAL20568,0,3,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,21
SAL20569,38,261,53,37,7,805,277,52,539,133,137,28,1169,13,0,18,10,15,0,68,38,9,46,34,60,7,192,138,0,134,52,40,67,433,2284,191,2806,838,831,239,7186
SAL20570,27,129,34,17,3,362,134,35,324,131,149,32,813,11,4,21,10,8,0,50,16,5,50,40,68,15,182,67,7,82,39,43,45,281,1109,150,1845,726,809,187,4828
SAL20571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,0,25
SAL20572,0,11,0,0,0,14,0,0,12,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,4,12,4,40,16,50,0,124
SAL20573,0,3,0,0,5,16,0,0,0,10,7,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,14,16,43,3,76
SAL20574,51,146,16,15,4,427,225,70,259,38,25,6,625,23,4,61,13,6,0,112,25,5,32,11,26,0,99,25,3,59,10,10,6,113,1004,285,1582,248,265,38,3434
SAL20575,35,111,37,49,0,289,27,32,150,115,180,14,527,3,0,7,5,11,0,30,0,0,11,25,86,4,123,5,0,16,11,37,9,87,137,98,499,435,1130,62,2372
SAL20576,0,7,0,0,0,12,0,6,3,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,3,0,0,3,8,10,26,18,61,4,114
SAL20577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,9
SAL20578,0,0,0,3,0,5,0,5,6,4,3,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,38,0,65
SAL20579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20580,16,17,9,12,0,70,12,0,35,20,31,0,101,0,0,4,0,5,3,15,0,0,0,0,10,0,20,0,0,0,8,12,0,20,44,23,103,82,198,23,483
SAL20581,41,111,56,48,7,319,111,45,385,215,221,23,1004,9,6,14,10,15,3,53,10,0,23,47,110,0,191,24,5,44,32,75,20,195,527,151,1315,1008,1435,122,4560
SAL20582,107,364,153,111,7,948,361,148,1127,546,452,59,2692,6,8,30,30,31,4,106,33,14,70,98,172,17,412,67,4,137,126,133,74,546,1755,442,3971,2703,2795,358,12035
SAL20583,4,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,11,7,19,0,48
SAL20584,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,13
SAL20585,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,20
SAL20586,0,3,4,0,0,14,3,0,3,6,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,4,9,17,11,38,8,77
SAL20587,3,0,0,0,0,9,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,5,15,7,15,0,37
SAL20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20590,11,22,11,10,0,64,18,10,99,45,43,4,221,0,0,3,3,5,0,11,0,0,10,6,26,0,45,4,3,9,6,12,10,50,148,31,371,294,297,44,1177
SAL20591,6,18,13,14,0,44,7,0,12,18,34,3,84,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,5,5,16,8,14,59,68,271,19,443
SAL20592,17,51,25,27,0,126,13,13,54,60,61,14,207,0,0,4,0,7,0,9,0,0,4,15,42,5,63,0,3,4,7,33,14,56,40,48,246,242,674,79,1330
SAL20593,5,4,0,0,0,10,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,5,7,18,41,8,82
SAL20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,22
SAL20595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,23
SAL20596,252,615,109,87,12,1712,480,183,776,229,186,34,1887,53,22,142,52,34,7,313,58,14,101,59,112,7,358,53,20,139,63,69,35,382,2385,874,4748,1516,1748,230,11503
SAL20597,78,146,44,25,6,471,123,56,182,79,57,11,515,12,7,39,12,14,0,83,11,3,25,27,47,3,115,16,4,27,12,19,13,83,640,236,1264,511,550,92,3292
SAL20598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20600,27,68,31,33,0,189,18,12,71,55,89,6,256,4,0,3,0,10,0,15,0,0,5,9,58,0,76,0,0,11,11,48,10,81,75,63,281,282,762,55,1523
SAL20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
