SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL21224,..,0,0,3,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,4,0,0,11,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21225,..,0,0,0,6,0,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,26,..,0,0,0,0,6,5,0,0,11,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL21226,..,0,0,0,0,0,5,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,20,..,0,0,0,4,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21227,..,0,0,4,4,0,0,4,0,14,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,4,5,4,4,4,3,0,35,..,0,0,7,5,7,0,0,0,12,..,0,7,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21228,..,0,3,10,13,17,11,8,0,68,..,0,0,0,5,7,0,0,0,14,..,0,0,0,3,0,0,0,0,6,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,21,10,10,13,21,26,16,10,0,138,..,0,3,13,13,19,13,8,0,69,..,0,0,0,9,6,0,0,0,19,..,0,0,6,0,0,0,0,0,5,30,..,..,..,..,..,..,..,..,30,..,8,..,..,..,..,..,..,..,8,..,6,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL21229,..,0,3,23,35,73,107,40,6,290,..,3,5,6,13,8,17,4,0,62,..,0,0,0,0,6,0,0,0,9,78,..,..,..,..,..,..,..,..,78,..,17,..,..,..,..,..,..,..,17,..,15,6,4,10,0,0,0,0,39,..,0,0,6,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,10,..,3,7,9,15,17,22,14,3,88,0,0,0,0,5,0,4,4,0,19,80,47,37,54,81,101,159,62,7,622,..,0,7,29,45,78,99,34,0,298,..,3,9,12,12,10,15,0,0,63,..,0,0,0,5,7,6,3,0,31,82,..,..,..,..,..,..,..,..,82,..,15,..,..,..,..,..,..,..,15,..,12,8,3,0,0,0,0,0,24,..,0,0,0,0,4,6,0,5,15,..,4,4,0,0,0,0,0,0,8
SAL21230,..,0,0,14,19,18,16,8,0,76,..,0,3,4,0,10,0,0,0,14,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,13,..,..,..,..,..,..,..,13,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,3,9,0,0,0,0,3,0,0,0,0,4,33,19,8,14,24,26,22,11,6,157,..,0,0,13,14,26,14,0,0,75,..,0,4,3,3,4,0,0,0,13,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,9,..,..,..,..,..,..,..,9,..,8,0,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21231,..,0,6,16,23,25,49,20,5,140,..,6,9,4,10,4,7,0,0,36,..,0,0,0,0,5,0,0,0,9,55,..,..,..,..,..,..,..,..,55,..,15,..,..,..,..,..,..,..,15,..,12,5,0,8,0,0,0,0,31,..,5,0,0,5,3,0,0,0,12,..,0,0,0,5,0,0,0,0,8,..,0,0,0,0,4,0,0,0,13,..,0,0,4,16,20,21,12,9,84,0,0,0,0,5,0,0,0,0,7,55,36,28,30,61,61,78,39,18,403,..,0,9,12,27,29,46,15,0,140,..,6,8,11,3,3,8,0,0,33,..,0,4,5,7,3,3,0,0,27,58,..,..,..,..,..,..,..,..,58,..,9,..,..,..,..,..,..,..,9,..,6,9,0,0,0,0,0,0,22,..,0,0,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,0
SAL21232,..,0,0,0,5,0,0,0,0,10,..,0,0,5,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,9,6,6,0,0,0,36,..,0,0,7,4,0,7,0,0,16,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21233,..,0,12,21,14,37,17,5,0,109,..,0,13,12,11,13,0,0,0,41,..,0,0,0,0,4,0,0,0,3,48,..,..,..,..,..,..,..,..,48,..,8,..,..,..,..,..,..,..,8,..,17,13,3,0,0,0,0,0,34,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,4,..,0,0,0,5,15,11,3,0,34,0,0,0,0,0,0,0,0,0,0,48,23,44,33,34,60,31,8,6,288,..,0,11,16,20,35,16,4,0,109,..,4,12,5,9,12,0,0,0,39,..,0,0,3,4,9,3,0,0,18,55,..,..,..,..,..,..,..,..,55,..,14,..,..,..,..,..,..,..,14,..,10,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,3
SAL21234,..,0,21,90,95,89,55,18,0,382,..,0,28,8,23,11,4,0,0,81,..,0,0,0,0,3,0,0,0,3,213,..,..,..,..,..,..,..,..,213,..,54,..,..,..,..,..,..,..,54,..,31,16,3,3,0,0,0,0,54,..,0,0,0,0,0,0,0,0,4,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,5,4,3,15,8,3,0,39,0,3,3,0,0,0,0,0,0,11,213,90,75,110,133,117,70,33,0,843,..,0,34,121,80,85,53,12,4,384,..,0,26,15,17,7,3,0,0,72,..,0,6,3,6,6,0,0,0,28,197,..,..,..,..,..,..,..,..,197,..,55,..,..,..,..,..,..,..,55,..,22,7,5,0,0,0,0,0,29,..,0,0,0,0,0,0,8,0,9,..,0,0,0,0,0,0,0,0,0
SAL21235,..,0,57,172,178,269,390,243,35,1355,..,11,60,62,46,50,34,9,3,275,..,0,0,9,12,3,4,0,0,31,485,..,..,..,..,..,..,..,..,485,..,117,..,..,..,..,..,..,..,117,..,73,25,15,9,4,0,0,0,132,..,5,6,3,0,4,4,0,0,26,..,6,6,3,0,0,5,0,0,18,..,14,16,3,0,3,0,0,0,40,..,11,29,15,29,63,89,45,29,311,4,10,3,3,10,10,17,0,0,62,490,251,198,282,288,417,547,303,70,2845,..,0,83,195,198,310,368,188,19,1360,..,22,68,61,54,46,26,8,3,283,..,3,15,45,40,16,8,6,13,139,477,..,..,..,..,..,..,..,..,477,..,107,..,..,..,..,..,..,..,107,..,39,19,8,10,5,0,0,0,72,..,5,6,4,6,9,11,9,7,50,..,0,4,0,0,0,0,0,0,8
SAL21236,..,0,8,36,51,50,50,18,3,208,..,0,4,3,4,7,7,0,0,26,..,0,0,0,0,0,0,0,0,8,86,..,..,..,..,..,..,..,..,86,..,38,..,..,..,..,..,..,..,38,..,24,8,5,3,0,0,0,0,40,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,4,3,0,12,0,0,0,0,0,0,0,0,0,4,88,62,24,43,68,64,61,23,0,426,..,0,11,36,57,45,54,11,4,211,..,0,7,5,9,7,4,0,0,22,..,0,0,0,3,3,6,0,0,15,97,..,..,..,..,..,..,..,..,97,..,40,..,..,..,..,..,..,..,40,..,9,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
SAL21237,..,0,17,42,77,107,83,42,13,374,..,0,14,12,15,12,10,4,0,63,..,0,0,5,0,0,0,0,0,7,104,..,..,..,..,..,..,..,..,104,..,54,..,..,..,..,..,..,..,54,..,49,16,3,0,0,0,0,0,79,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,6,0,9,9,7,13,0,51,0,0,0,0,0,0,0,0,0,4,107,114,61,58,99,136,103,61,17,756,..,0,26,41,91,100,85,41,9,380,..,6,19,15,16,10,9,4,0,72,..,0,9,12,9,12,0,6,5,38,124,..,..,..,..,..,..,..,..,124,..,64,..,..,..,..,..,..,..,64,..,23,9,0,5,0,0,0,0,40,..,3,0,0,0,3,0,6,0,11,..,0,0,0,0,0,0,0,0,0
SAL21238,..,0,0,3,6,4,15,3,0,40,..,0,0,8,4,4,0,0,0,17,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,11,..,..,..,..,..,..,..,11,..,11,0,3,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,16,27,5,8,20,12,20,9,6,111,..,0,3,4,14,8,10,5,0,41,..,0,0,0,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,5,8,..,..,..,..,..,..,..,..,8,..,10,..,..,..,..,..,..,..,10,..,11,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL21239,..,0,0,10,3,3,3,0,0,23,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,6,13,5,10,3,0,0,57,..,0,3,5,0,6,0,0,0,22,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21240,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21241,..,0,17,19,29,31,19,8,8,130,..,16,17,10,5,8,6,0,0,54,..,0,0,3,0,4,0,0,3,11,87,..,..,..,..,..,..,..,..,87,..,17,..,..,..,..,..,..,..,17,..,15,15,0,3,3,0,0,0,36,..,8,0,4,3,0,0,3,0,16,..,0,4,4,0,0,0,0,0,6,..,9,17,3,0,4,4,0,0,47,..,4,13,10,24,17,13,8,0,89,0,0,0,3,0,0,0,0,0,9,95,62,87,60,68,62,41,27,11,507,..,5,19,23,32,31,22,9,0,134,..,17,20,14,3,0,7,0,0,65,..,3,12,11,11,8,3,0,0,49,66,..,..,..,..,..,..,..,..,66,..,24,..,..,..,..,..,..,..,24,..,6,5,0,0,4,0,0,0,14,..,0,6,0,0,0,0,0,0,10,..,8,4,0,0,0,0,0,0,12
SAL21242,..,0,7,6,20,17,23,9,0,77,..,0,5,5,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,21,..,..,..,..,..,..,..,..,21,..,12,..,..,..,..,..,..,..,12,..,11,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,8,0,3,0,17,0,0,0,0,0,0,0,0,0,0,21,23,14,13,24,29,24,12,0,173,..,0,8,5,21,17,15,4,0,76,..,0,7,0,5,4,0,0,0,15,..,0,0,0,4,0,0,0,0,4,24,..,..,..,..,..,..,..,..,24,..,13,..,..,..,..,..,..,..,13,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21243,..,0,0,5,8,9,3,0,0,24,..,5,5,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,6,3,5,9,4,8,0,0,51,..,0,0,3,6,4,5,4,0,23,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21244,..,0,0,0,8,4,6,0,0,15,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,9,4,7,9,7,6,0,0,44,..,0,0,3,0,5,5,0,0,14,..,0,5,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21245,..,0,105,176,233,230,214,107,13,1079,..,29,84,44,36,29,14,8,0,252,..,0,0,15,15,4,3,5,0,39,537,..,..,..,..,..,..,..,..,537,..,125,..,..,..,..,..,..,..,125,..,140,65,21,19,7,0,0,0,249,..,13,6,12,10,6,6,3,3,59,..,6,7,8,0,3,0,0,0,29,..,13,30,15,4,3,5,0,0,74,..,3,27,26,28,49,44,25,13,212,4,17,9,5,8,4,3,0,0,50,541,345,344,304,357,339,290,151,30,2703,..,4,129,203,279,244,180,74,0,1100,..,41,85,46,41,19,12,8,0,255,..,4,17,39,45,18,9,12,4,149,492,..,..,..,..,..,..,..,..,492,..,138,..,..,..,..,..,..,..,138,..,86,33,6,9,0,0,0,0,132,..,12,6,0,0,7,7,11,4,50,..,10,3,0,0,0,6,0,0,23
SAL21246,..,0,173,475,544,535,391,214,49,2387,..,34,277,166,79,67,34,8,0,670,..,0,0,20,30,16,6,9,3,98,918,..,..,..,..,..,..,..,..,918,..,404,..,..,..,..,..,..,..,404,..,151,159,58,39,15,3,0,0,424,..,20,23,6,7,6,17,5,0,89,..,17,19,0,3,0,0,0,0,46,..,62,123,23,16,15,4,3,0,249,..,20,98,97,97,124,98,42,27,600,7,15,12,18,11,4,10,0,0,83,929,726,890,867,821,792,571,279,91,5959,..,0,227,542,566,540,371,142,27,2406,..,41,313,127,75,54,33,6,0,656,..,0,13,82,110,77,39,23,22,363,1010,..,..,..,..,..,..,..,..,1010,..,488,..,..,..,..,..,..,..,488,..,126,101,32,11,13,3,0,0,292,..,25,26,6,9,22,28,23,18,154,..,17,21,7,7,4,0,0,0,56
SAL21247,..,0,27,130,206,199,148,83,23,820,..,0,35,27,17,23,8,5,0,121,..,0,0,7,5,6,3,0,5,26,302,..,..,..,..,..,..,..,..,302,..,190,..,..,..,..,..,..,..,190,..,60,58,10,12,0,0,0,0,142,..,0,8,0,0,7,0,0,4,16,..,0,3,3,0,0,0,0,0,6,..,0,12,4,0,0,0,0,0,27,..,0,9,12,17,19,19,15,12,104,3,0,3,4,0,0,0,0,0,15,306,268,151,191,263,259,188,114,34,1769,..,3,41,142,221,204,147,60,14,826,..,4,31,27,23,23,4,4,0,115,..,0,0,10,36,22,3,8,4,84,268,..,..,..,..,..,..,..,..,268,..,181,..,..,..,..,..,..,..,181,..,48,37,8,9,0,0,0,0,104,..,7,6,0,0,5,4,8,4,29,..,4,9,0,0,0,0,0,0,9
SAL21248,..,7,66,76,44,62,49,23,13,339,..,0,28,14,6,4,4,0,0,57,..,0,0,3,0,3,0,0,0,18,152,..,..,..,..,..,..,..,..,152,..,49,..,..,..,..,..,..,..,49,..,35,45,19,14,14,0,0,0,124,..,7,18,5,0,7,4,0,0,54,..,7,19,9,0,6,0,0,0,43,..,26,54,24,3,0,3,0,0,106,..,0,16,17,11,20,18,4,0,98,0,0,0,0,0,0,0,0,0,10,152,142,251,166,89,117,78,37,14,1050,..,12,91,68,54,53,37,25,6,345,..,0,35,11,6,11,0,0,0,62,..,0,14,23,20,18,12,11,6,102,146,..,..,..,..,..,..,..,..,146,..,43,..,..,..,..,..,..,..,43,..,29,22,10,5,4,0,0,0,72,..,3,9,0,7,10,9,3,0,41,..,5,12,0,0,0,0,0,0,18
SAL21249,..,0,3,6,11,10,3,4,0,33,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,7,5,7,11,10,8,7,0,73,..,0,5,5,6,9,7,5,0,37,..,0,6,7,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21250,..,0,84,55,31,32,32,11,3,263,..,14,94,20,11,8,3,0,0,149,..,0,4,7,7,0,0,0,0,20,234,..,..,..,..,..,..,..,..,234,..,43,..,..,..,..,..,..,..,43,..,37,15,3,3,0,0,0,0,61,..,12,0,4,0,0,4,0,0,25,..,4,0,0,3,0,0,0,0,10,..,6,11,7,0,0,0,0,0,26,..,0,16,6,6,4,4,0,4,36,5,3,3,4,0,0,4,0,0,13,244,126,229,114,60,50,45,12,7,884,..,4,104,52,31,41,23,10,0,257,..,28,86,19,8,5,0,0,0,150,..,4,20,27,30,10,6,5,0,90,258,..,..,..,..,..,..,..,..,258,..,35,..,..,..,..,..,..,..,35,..,26,11,5,0,0,0,0,0,40,..,9,8,0,0,6,6,5,0,31,..,3,5,0,0,0,0,0,0,14
SAL21251,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
