SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL20693,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL20694,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL20695,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10
SAL20696,..,3,3,16,0,16,10,0,10,5,0,5,6,0,6,0,0,0,33,3,40
SAL20697,..,225,225,521,35,555,259,7,268,262,3,266,127,0,127,36,0,36,1206,272,1475
SAL20698,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6
SAL20699,..,12,12,12,0,16,3,0,3,0,0,0,0,0,0,0,0,0,15,7,29
SAL20700,..,43,43,57,3,62,19,0,20,21,0,21,6,0,6,7,0,7,107,43,153
SAL20701,..,31,31,45,0,42,22,0,22,29,0,29,12,0,12,5,0,5,109,29,139
SAL20702,..,417,417,442,34,473,295,22,316,319,10,330,208,3,210,231,4,232,1494,487,1982
SAL20703,..,13,13,14,0,14,5,0,5,6,0,6,0,0,0,0,0,0,31,17,43
SAL20704,..,4,4,16,0,16,0,0,0,3,0,3,0,0,0,0,0,0,16,4,23
SAL20705,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,..,100,100,123,7,133,44,4,46,45,0,45,11,0,11,7,0,7,232,108,341
SAL20707,..,2683,2683,2241,356,2599,1535,192,1726,1227,102,1330,670,60,728,727,24,750,6398,3416,9813
SAL20708,..,1597,1597,2079,159,2240,1354,66,1415,1252,36,1289,579,11,597,388,11,391,5652,1881,7532
SAL20709,..,53,53,14,0,14,4,0,4,0,0,0,0,0,0,0,0,0,18,52,75
SAL20710,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,..,17,17,19,0,19,4,0,4,3,0,3,0,0,0,0,0,0,28,17,42
SAL20712,..,578,578,950,41,992,583,7,586,648,0,652,246,0,246,100,0,100,2522,624,3151
SAL20713,..,3,3,0,0,3,4,0,4,3,0,3,3,0,3,0,0,0,13,0,14
SAL20714,..,15,15,12,0,17,4,0,4,4,0,4,0,0,0,0,0,0,24,16,35
SAL20715,..,40,40,87,9,92,44,0,44,32,0,32,25,0,25,16,0,16,205,40,245
SAL20716,..,28,28,54,3,59,13,0,13,19,0,19,13,0,13,0,0,0,104,31,135
SAL20717,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6
SAL20718,..,48,48,53,0,54,16,0,16,7,0,7,3,0,3,6,0,6,83,51,130
SAL20719,..,15,15,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,22,18,44
SAL20720,..,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,7,19
SAL20721,..,510,510,461,29,495,130,5,136,83,0,88,24,0,24,14,0,10,706,548,1264
SAL20722,..,8,8,15,0,16,3,0,3,10,0,10,8,0,8,5,0,5,32,9,42
SAL20723,..,23,23,52,6,55,15,0,15,23,0,23,3,0,3,0,0,0,99,29,125
SAL20724,..,32,32,51,0,52,38,0,42,42,0,42,33,0,33,7,0,7,170,35,202
SAL20725,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL20726,..,6,6,29,0,29,13,0,13,11,0,11,4,0,4,8,0,8,62,6,61
SAL20727,..,23,23,38,0,40,12,0,12,10,0,10,3,0,3,0,0,0,58,21,81
SAL20728,..,198,198,245,12,254,107,4,110,141,4,147,48,4,54,15,0,15,566,219,785
SAL20729,..,1207,1207,1540,121,1665,1071,52,1120,1002,25,1024,489,8,498,376,0,381,4479,1410,5894
SAL20730,..,539,539,687,48,731,346,12,362,261,4,264,103,3,103,45,0,45,1446,608,2044
SAL20731,..,578,578,688,41,726,529,10,540,486,0,486,239,0,247,136,0,136,2078,624,2701
SAL20732,..,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,8
SAL20733,..,9,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12
SAL20734,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5
SAL20735,..,0,0,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,4,0,10
SAL20736,..,26,26,42,0,48,24,0,24,20,0,20,10,0,10,14,0,14,116,30,136
SAL20737,..,146,146,224,14,233,126,0,130,103,0,110,61,0,61,25,0,22,539,164,700
SAL20738,..,12,12,27,0,29,12,0,12,7,0,7,0,0,0,0,0,0,48,16,59
SAL20739,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SAL20741,..,59,59,81,11,90,28,0,30,25,0,25,11,0,11,12,0,12,163,73,228
SAL20742,..,8,8,14,0,14,4,0,4,3,0,3,0,0,0,0,0,0,21,8,19
SAL20743,..,210,210,385,30,415,435,9,446,675,10,685,313,8,319,234,5,239,2047,269,2317
SAL20744,..,13,13,27,0,27,4,0,4,0,0,0,0,0,0,0,0,0,36,13,50
SAL20745,..,63,63,67,7,77,11,0,11,9,0,9,11,0,11,3,0,3,101,71,167
SAL20746,..,25,25,34,0,34,12,0,12,4,0,4,0,0,0,6,0,6,53,26,79
SAL20747,..,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,9
SAL20748,..,84,84,164,8,168,65,0,65,97,3,99,46,0,46,22,0,22,395,96,492
SAL20749,..,35,35,59,3,64,18,0,21,10,0,10,8,0,8,0,0,0,105,33,137
SAL20750,..,6,6,23,0,23,10,0,10,9,0,9,0,0,0,0,0,0,42,6,48
SAL20751,..,16,16,27,0,23,12,0,12,15,0,15,0,0,0,4,0,4,54,16,69
SAL20752,..,608,608,1230,31,1259,794,5,798,993,0,988,384,0,388,116,0,116,3511,643,4158
SAL20753,..,15,15,15,3,20,5,0,5,7,0,7,0,0,0,0,0,0,28,14,48
SAL20754,..,435,435,655,44,698,398,6,403,331,0,334,129,0,129,62,0,62,1576,482,2056
SAL20755,..,4,4,15,0,15,6,0,6,0,0,0,4,0,4,0,0,0,23,4,28
SAL20756,..,269,269,265,16,282,76,0,77,57,0,57,26,0,26,10,0,10,438,290,727
SAL20757,..,19,19,31,3,28,7,0,7,7,0,7,0,0,0,0,0,0,52,28,76
SAL20758,..,762,762,1210,43,1251,631,4,636,754,5,755,288,0,288,81,0,78,2957,814,3777
SAL20759,..,0,0,19,0,19,7,0,7,3,0,3,4,0,4,0,0,0,34,0,33
SAL20760,..,13,13,11,3,15,6,0,5,6,0,6,0,0,0,0,0,0,24,15,40
SAL20761,..,3,3,23,0,23,5,0,5,8,0,8,5,0,5,3,0,3,45,5,49
SAL20762,..,23,23,49,4,51,18,0,19,10,0,10,7,0,7,5,0,5,93,24,118
SAL20763,..,0,0,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,11,0,12
SAL20764,..,13,13,14,0,15,3,0,3,4,0,4,0,0,0,0,0,3,31,11,38
SAL20765,..,5,5,3,0,5,4,0,4,0,0,0,3,0,3,0,0,0,12,10,22
SAL20766,..,2973,2973,2721,538,3255,808,91,899,290,43,337,49,13,65,15,0,11,3880,3665,7540
SAL20767,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5
SAL20768,..,12,12,3,0,8,0,0,0,3,0,3,3,0,3,0,0,0,7,11,22
SAL20769,..,35,35,66,9,73,30,0,29,35,0,35,11,0,11,17,0,17,156,39,193
SAL20770,..,231,231,205,9,214,61,5,65,54,0,54,25,0,25,12,0,12,365,238,604
SAL20771,..,2597,2597,3308,205,3507,1680,54,1738,1386,42,1429,451,14,466,184,14,197,7011,2930,9937
SAL20772,..,2136,2136,3247,125,3377,2031,32,2066,2279,17,2298,750,8,755,303,5,309,8612,2327,10939
SAL20773,..,65,65,193,12,201,133,4,138,130,0,130,49,0,49,33,0,32,538,80,621
SAL20774,..,865,865,1298,46,1344,728,13,744,899,4,904,345,0,347,117,0,117,3393,925,4321
SAL20775,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SAL20776,..,12,12,40,0,40,14,0,14,16,0,16,5,0,5,0,0,0,74,12,89
SAL20777,..,35,35,55,0,57,16,0,16,18,0,18,7,0,7,0,0,0,94,37,133
SAL20778,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5
SAL20779,..,1243,1243,2206,107,2309,1723,15,1737,2198,9,2208,923,0,921,338,5,338,7389,1375,8756
SAL20780,..,4,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9
SAL20781,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,..,5,5,7,0,7,0,0,0,8,0,8,0,0,0,0,0,0,15,5,26
SAL20783,..,840,840,735,122,856,488,84,577,426,37,465,238,19,252,202,7,207,2091,1105,3197
SAL20784,..,3,3,11,0,11,3,0,3,0,0,0,3,0,3,6,0,6,20,3,25
SAL20785,..,8,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14
SAL20786,..,4,4,14,0,14,3,0,3,11,0,11,0,0,0,0,0,0,31,4,34
SAL20787,..,4,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,4,22
SAL20788,..,838,838,1011,71,1083,339,4,350,296,0,296,104,0,101,42,0,38,1793,915,2711
SAL20789,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6
SAL20790,..,1456,1456,2024,101,2126,823,14,834,744,3,750,367,0,367,204,0,204,4164,1572,5730
SAL20791,..,17,17,26,0,26,14,0,19,5,0,5,5,0,5,4,0,4,52,14,66
SAL20792,..,37,37,49,0,51,18,0,18,15,0,15,9,0,9,9,0,9,97,35,129
SAL20793,..,25,25,45,6,50,18,0,18,24,0,24,5,0,5,5,0,5,103,26,133
SAL20794,..,0,0,6,0,6,5,0,5,5,0,5,4,0,4,0,0,0,11,0,12
SAL20795,..,12,12,20,0,19,7,0,7,7,0,7,8,0,8,0,0,0,40,11,56
SAL20796,..,48,48,85,4,90,35,0,37,31,0,33,12,0,12,0,0,0,169,57,223
SAL20797,..,5,5,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,16,5,17
SAL20798,..,17,17,42,4,46,16,0,16,15,0,15,7,0,7,5,0,5,84,24,102
SAL20799,..,26,26,18,0,18,14,0,14,10,0,10,6,0,6,0,0,0,47,26,78
SAL20800,..,15,15,18,0,19,10,0,12,6,0,6,0,0,0,0,0,0,32,16,52
SAL20801,..,0,0,14,0,14,4,0,4,0,0,0,0,0,0,0,0,0,19,0,16
SAL20802,..,559,559,776,28,804,225,0,229,259,0,257,110,0,110,38,0,43,1410,593,2002
SAL20803,..,4,4,6,0,9,4,0,4,0,0,0,0,0,0,0,0,0,13,9,22
SAL20804,..,65,65,60,3,70,21,0,21,14,0,14,10,0,10,4,0,4,114,65,182
SAL20805,..,9,9,12,0,15,9,0,9,4,0,4,3,0,3,0,0,0,28,7,37
SAL20806,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SAL20807,..,9,9,14,0,14,7,0,7,0,0,0,3,0,3,0,0,0,27,9,34
SAL20808,..,6,6,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,17,6,21
SAL20809,..,97,97,105,7,113,35,0,31,29,0,29,20,0,20,9,0,9,190,108,294
SAL20810,..,0,0,9,0,9,0,0,0,4,0,4,0,0,0,0,0,0,14,0,15
SAL20811,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL20812,..,23,23,27,0,31,11,0,12,17,0,17,14,0,14,3,0,3,69,25,94
SAL20813,..,194,194,138,14,149,39,0,39,29,0,29,9,0,9,5,0,5,221,204,426
SAL20814,..,3,3,9,0,11,6,0,6,4,0,4,0,0,0,0,0,0,19,7,31
SAL20815,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20816,..,20,20,51,0,51,24,0,24,26,0,26,12,0,12,6,0,6,114,21,141
SAL20817,..,4,4,11,0,14,5,0,5,3,0,3,0,0,0,0,0,0,20,9,30
SAL20818,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14
SAL20819,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20820,..,8,8,15,0,15,0,0,0,6,0,6,4,0,4,0,0,0,23,8,33
SAL20821,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SAL20822,..,132,132,279,16,296,50,0,50,42,0,42,25,0,25,10,0,10,397,149,549
SAL20823,..,848,848,739,62,801,303,9,311,244,0,246,100,0,100,56,0,53,1442,924,2361
SAL20824,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20825,..,265,265,487,29,509,216,4,219,282,3,285,106,0,104,37,0,37,1121,300,1420
SAL20826,..,6,6,18,0,18,3,0,3,3,0,3,0,0,0,0,0,0,24,6,36
SAL20827,..,165,165,182,16,194,68,5,77,48,0,48,23,0,23,11,0,11,333,188,517
SAL20828,..,390,390,298,33,332,112,8,115,91,0,98,29,0,29,12,0,11,541,436,978
SAL20829,..,522,522,539,59,600,243,26,267,186,5,190,78,0,79,20,0,25,1067,616,1688
SAL20830,..,1035,1035,913,106,1019,156,35,190,80,22,101,38,4,38,10,0,7,1195,1202,2396
SAL20831,..,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8
SAL20832,..,6,6,8,0,10,3,0,3,6,0,6,0,0,0,0,0,0,17,4,24
SAL20833,..,118,118,130,10,144,46,0,46,33,0,33,19,0,19,9,0,9,232,130,363
SAL20834,..,7,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,7,15
SAL20835,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SAL20836,..,289,289,435,15,458,137,4,142,129,0,129,62,0,62,32,0,32,797,309,1108
SAL20837,..,8,8,14,0,14,8,0,8,5,0,5,7,0,7,0,0,0,27,8,38
SAL20838,..,1798,1798,2078,116,2196,754,28,780,689,13,700,329,0,329,131,3,132,3980,1955,5934
SAL20839,..,43,43,90,3,92,30,0,30,28,0,28,12,0,12,10,0,10,168,40,214
SAL20840,..,21,21,59,0,58,19,0,19,31,0,31,12,0,12,7,0,7,122,21,141
SAL20841,..,16,16,28,0,29,7,0,7,12,0,12,5,0,5,9,0,9,61,22,78
SAL20842,..,6,6,13,3,15,7,0,7,4,0,4,3,0,3,0,0,0,28,9,42
SAL20843,..,50,50,112,9,116,62,0,66,80,0,80,42,0,42,22,0,22,312,56,366
SAL20844,..,176,176,139,13,155,35,0,35,27,0,27,17,0,17,10,0,10,220,190,413
SAL20845,..,10,10,13,0,14,6,0,6,5,0,5,0,0,0,4,0,4,31,12,40
SAL20846,..,9,9,8,0,8,0,0,0,3,0,3,5,0,5,0,0,0,15,9,25
SAL20847,..,12,12,20,0,17,4,0,4,3,0,3,0,0,0,3,0,3,25,14,41
SAL20848,..,665,665,773,44,818,399,11,410,414,0,414,138,0,138,26,0,30,1746,726,2483
SAL20849,..,29,29,32,7,32,11,0,11,8,0,8,4,0,4,0,0,0,51,29,83
SAL20850,..,185,185,152,11,167,29,0,29,21,5,20,15,0,13,5,0,5,226,205,435
SAL20851,..,25,25,22,0,26,15,0,15,12,0,14,9,0,9,0,0,0,52,29,82
SAL20852,..,45,45,56,3,56,27,0,27,15,0,15,5,0,5,5,0,5,106,47,155
SAL20853,..,0,0,11,0,11,0,0,0,4,0,4,0,0,0,0,0,0,15,0,19
SAL20854,..,3,3,8,0,8,4,0,4,4,0,4,4,0,4,0,0,0,14,3,18
SAL20855,..,4,4,11,0,11,3,0,3,6,0,6,0,0,0,5,0,5,32,4,31
SAL20856,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20857,..,10,10,17,0,22,11,0,13,15,0,15,10,0,10,6,0,6,53,12,70
SAL20858,..,16,16,16,0,16,10,0,10,7,0,7,6,0,6,5,0,5,42,16,62
SAL20859,..,235,235,401,16,424,168,8,173,181,0,181,108,0,108,48,0,45,905,261,1163
SAL20860,..,19,19,23,6,29,14,0,14,11,0,11,7,0,7,3,0,3,55,27,80
SAL20861,..,38,38,29,0,33,9,0,9,0,0,0,0,0,0,0,0,0,38,39,81
SAL20862,..,133,133,130,7,135,37,0,37,29,0,29,11,0,11,6,0,6,211,139,349
SAL20863,..,66,66,106,3,113,31,0,35,24,0,24,16,0,16,6,0,6,183,71,254
SAL20864,..,1518,1518,1360,176,1542,533,32,561,596,15,615,208,7,212,83,0,83,2784,1753,4534
SAL20865,..,1165,1165,2100,50,2150,1160,3,1167,1433,0,1439,526,0,526,133,0,137,5353,1220,6574
SAL20866,..,203,203,689,8,695,421,3,422,607,3,612,209,0,209,46,0,46,1974,219,2190
SAL20867,..,3198,3198,2042,380,2426,756,81,828,577,22,595,176,4,179,30,3,34,3576,3683,7264
SAL20868,..,355,355,652,34,682,326,0,329,413,0,408,176,0,176,61,0,61,1618,389,2012
SAL20869,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,4,16
SAL20870,..,25,25,41,3,46,18,0,18,24,0,24,17,0,17,4,0,4,103,22,126
SAL20871,..,1262,1262,2391,135,2529,1528,39,1567,1567,15,1581,661,11,667,410,3,416,6558,1457,8016
SAL20872,..,31,31,70,5,72,35,0,35,27,0,27,14,0,14,10,0,10,158,34,194
SAL20873,..,0,0,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,5,0,9
SAL20874,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20875,..,26,26,30,7,30,9,0,9,3,0,3,3,0,3,0,0,0,41,27,74
SAL20876,..,3,3,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,8,3,10
SAL20877,..,36,36,81,4,84,43,0,43,42,0,42,18,0,18,9,0,9,199,41,236
SAL20878,..,1975,1975,2710,191,2902,2005,60,2063,2239,24,2259,940,8,948,544,5,549,8439,2262,10704
SAL20879,..,368,368,545,50,593,270,6,278,316,0,314,140,0,140,75,0,75,1346,424,1774
SAL20880,..,8,8,10,0,10,6,0,6,6,0,6,3,0,3,0,0,0,18,8,28
SAL20881,..,44,44,27,3,29,5,0,5,4,0,4,0,0,0,0,0,0,45,48,87
SAL20882,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20883,..,26,26,46,0,46,8,0,8,3,0,3,4,0,4,3,0,3,70,26,96
SAL20884,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL20885,..,2751,2751,2309,247,2558,1186,67,1256,1326,17,1348,498,8,501,118,4,124,5434,3091,8522
SAL20886,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20887,..,547,547,377,40,417,171,9,172,170,4,172,51,0,51,5,0,5,767,595,1363
SAL20888,..,146,146,142,15,156,80,6,86,122,0,118,52,0,50,11,0,11,407,167,571
SAL20889,..,253,253,227,29,250,123,12,142,105,4,108,53,0,59,40,0,43,552,297,850
SAL20890,..,5,5,6,0,6,9,0,9,5,0,5,0,0,0,0,0,0,18,5,19
SAL20891,..,96,96,73,7,84,33,4,39,35,0,35,13,0,13,5,0,5,157,105,261
SAL20892,..,534,534,562,28,590,163,5,167,129,0,129,58,0,58,25,0,25,932,563,1498
SAL20893,..,24,24,41,0,41,3,0,3,10,0,10,7,0,7,0,0,0,61,24,86
SAL20894,..,20,20,26,0,26,4,0,4,5,0,5,0,0,0,0,0,0,39,20,65
SAL20895,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20896,..,21,21,28,0,29,10,0,10,11,0,11,7,0,7,0,0,0,57,22,77
SAL20897,..,5,5,24,0,24,4,0,4,6,0,6,6,0,6,4,0,4,45,5,50
SAL20898,..,3,3,12,0,17,4,0,4,5,0,5,8,0,8,5,0,5,34,7,37
SAL20899,..,102,102,235,3,241,157,0,157,254,0,254,103,0,103,33,0,33,784,104,892
SAL20900,..,3,3,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,8,3,13
SAL20901,..,1041,1041,729,73,801,323,41,368,358,20,375,121,5,128,26,0,29,1563,1175,2738
SAL20902,..,39,39,67,0,71,23,0,23,18,0,18,4,0,4,0,0,0,114,42,160
SAL20903,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL20904,..,4,4,13,0,13,3,0,3,3,0,3,4,0,4,4,0,4,26,4,35
SAL20905,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20906,..,8,8,6,0,6,8,5,7,3,0,3,0,0,0,0,0,0,15,11,31
SAL20907,..,22,22,37,0,40,7,0,9,3,0,3,5,0,5,0,0,0,57,22,82
SAL20908,..,12,12,11,0,11,6,0,6,3,0,3,3,0,3,0,0,0,22,12,33
SAL20909,..,1150,1150,1194,97,1294,690,38,728,695,45,739,441,22,459,324,7,330,3338,1363,4704
SAL20910,..,4,4,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,6,4,9
SAL20911,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SAL20912,..,6,6,18,0,18,0,0,0,10,0,10,3,0,3,0,0,0,32,6,39
SAL20913,..,15,15,23,0,28,11,0,11,11,0,11,3,0,3,6,0,6,51,17,70
SAL20914,..,6,6,9,0,9,5,0,5,0,0,0,0,0,0,0,0,0,11,6,20
SAL20915,..,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,9,0,9
SAL20916,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20917,..,2461,2461,3121,232,3354,1786,31,1816,1769,9,1784,611,4,616,247,0,248,7537,2745,10280
SAL20918,..,103,103,176,7,182,81,0,80,115,0,115,34,0,34,19,0,19,422,111,531
SAL20919,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8
SAL20920,..,35,35,126,0,132,27,0,26,29,0,29,6,0,6,0,0,0,194,39,236
SAL20921,..,88,88,136,3,138,42,3,45,29,0,29,17,0,17,12,0,12,236,95,330
SAL20922,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,10,0,10
SAL20923,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,0,8
SAL20924,..,1747,1747,1451,261,1710,413,182,602,280,76,352,83,30,111,37,8,45,2258,2306,4565
SAL20925,..,1886,1886,1588,315,1906,581,220,800,568,96,670,161,32,201,30,3,38,2933,2560,5489
SAL20926,..,6,6,15,0,10,3,0,3,12,0,12,3,0,3,0,0,0,30,7,37
SAL20927,..,13,13,16,0,16,4,0,4,0,0,0,0,0,0,3,0,3,25,13,36
SAL20928,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20929,..,1316,1316,839,141,981,346,62,407,257,15,271,92,0,91,41,0,41,1574,1540,3118
SAL20930,..,122,122,210,4,212,37,0,41,33,0,33,12,0,12,7,0,7,303,125,428
SAL20931,..,544,544,422,79,500,230,27,255,169,10,182,57,4,62,33,4,34,913,674,1580
SAL20932,..,101,101,105,5,113,40,0,39,35,0,35,15,0,15,0,0,0,189,110,308
SAL20933,..,5,5,21,0,21,13,0,13,13,0,13,6,0,6,3,0,3,50,7,56
SAL20934,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL20935,..,2772,2772,2189,448,2639,862,208,1067,581,66,649,146,24,171,59,4,66,3839,3525,7370
SAL20936,..,15,15,13,0,13,7,0,11,15,0,15,0,0,0,4,0,4,37,13,57
SAL20937,..,1123,1123,1150,82,1231,660,23,681,730,13,739,209,0,212,96,0,94,2841,1245,4083
SAL20938,..,12,12,46,0,45,12,0,12,15,0,15,9,0,9,4,0,4,88,12,100
SAL20939,..,24,24,42,0,47,10,0,10,11,0,11,0,0,0,0,0,0,67,26,96
SAL20940,..,361,361,338,18,356,67,0,67,67,0,67,23,0,23,18,0,18,509,382,889
SAL20941,..,21,21,37,0,33,3,0,3,5,0,5,3,0,3,0,0,3,49,20,67
SAL20942,..,3,3,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,16,3,25
SAL20943,..,6,6,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,8,4,16
SAL20944,..,11,11,11,0,11,9,0,9,11,0,11,3,0,3,7,0,7,37,11,48
SAL20945,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9
SAL20946,..,6,6,9,0,9,4,0,4,3,0,3,4,0,4,0,0,0,21,6,28
SAL20947,..,5156,5156,4597,501,5102,2246,76,2321,1668,15,1685,667,11,671,265,0,269,9445,5763,15207
SAL20948,..,738,738,550,91,643,359,23,378,227,5,234,99,0,99,55,0,55,1290,863,2148
SAL20949,..,1563,1563,2134,89,2223,1080,20,1092,1329,0,1331,461,3,463,139,4,141,5147,1673,6820
SAL20950,..,311,311,564,23,588,622,9,630,744,0,746,320,0,320,137,0,137,2383,349,2731
SAL20951,..,14,14,23,0,23,4,0,4,5,0,12,0,0,0,0,0,0,34,10,49
SAL20952,..,13,13,20,0,25,4,0,4,3,0,3,4,0,4,0,0,0,33,16,56
SAL20953,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20954,..,26,26,54,0,58,19,0,19,30,0,30,14,0,14,10,0,10,128,25,156
SAL20955,..,27,27,37,3,41,9,0,9,14,0,14,3,0,3,0,0,0,65,33,98
SAL20956,..,19,19,21,0,21,9,0,9,12,0,12,5,0,5,0,0,0,47,19,61
SAL20957,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6
SAL20958,..,3,3,11,0,11,5,0,5,4,0,4,3,0,3,0,0,0,21,3,27
SAL20959,..,7,7,5,0,5,6,0,6,0,0,0,0,0,0,0,0,0,11,7,16
SAL20960,..,85,85,115,4,123,83,3,83,87,5,98,31,0,31,11,0,11,326,103,432
SAL20961,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
SAL20962,..,3,3,9,0,11,7,0,7,0,0,0,3,0,3,0,0,0,17,3,20
SAL20963,..,4,4,9,0,9,8,0,8,9,0,9,0,0,0,0,0,0,26,4,36
SAL20964,..,14,14,27,0,23,11,0,11,11,0,11,3,0,3,0,0,0,47,15,60
SAL20965,..,205,205,100,13,108,58,0,56,57,0,57,18,0,18,3,0,3,238,214,452
SAL20966,..,142,142,234,11,244,103,0,106,120,0,120,62,0,62,40,0,40,555,149,706
SAL20967,..,9,9,31,0,35,13,0,14,10,0,10,0,0,0,6,0,6,61,11,75
SAL20968,..,12,12,15,0,15,7,0,7,3,0,3,3,0,3,0,0,0,34,12,43
SAL20969,..,25,25,23,0,26,17,0,17,15,0,15,7,0,7,8,0,8,64,24,90
SAL20970,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
