SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL21568,0,0,0,0,0,0,0,6,0,6
SAL21569,267,527,457,374,411,199,257,225,38,2764
SAL21570,3,0,0,3,0,0,0,5,0,11
SAL21571,232,368,439,321,247,163,211,291,36,2305
SAL21572,11,7,8,4,0,0,0,9,0,37
SAL21573,28,28,28,22,27,20,16,22,5,190
SAL21574,379,594,431,318,412,299,153,225,41,2862
SAL21575,586,1449,479,537,640,366,326,403,110,4894
SAL21576,28,28,59,28,39,19,32,29,3,273
SAL21577,4,4,3,6,5,0,4,0,0,17
SAL21578,63,65,29,17,12,14,3,12,5,225
SAL21579,21,12,25,16,16,9,17,15,0,125
SAL21580,13,4,0,7,9,0,0,3,0,37
SAL21581,9,0,0,4,0,0,0,3,0,26
SAL21582,10,10,6,8,6,8,4,4,4,63
SAL21583,99,153,106,75,63,49,33,61,9,638
SAL21584,83,82,69,56,42,27,9,86,3,462
SAL21585,64,143,61,49,43,29,20,36,4,434
SAL21586,1128,2098,258,359,583,405,56,163,97,5146
SAL21587,2265,4478,793,1054,1441,985,218,518,184,11940
SAL21588,11,56,17,26,32,14,9,12,0,178
SAL21589,35,20,10,16,10,4,13,17,3,130
SAL21590,80,123,49,30,48,21,12,25,0,386
SAL21591,12,46,13,12,25,9,4,9,4,129
SAL21592,29,14,7,12,6,4,11,11,0,93
SAL21593,238,419,155,138,177,130,47,100,12,1406
SAL21594,13,7,9,7,8,5,0,5,7,67
SAL21595,20,0,0,3,0,0,0,9,0,37
SAL21596,0,0,0,0,0,0,3,0,0,10
SAL21597,584,1754,591,713,835,471,570,474,137,6138
SAL21598,0,0,0,0,0,0,0,0,0,0
SAL21599,424,417,471,322,259,267,146,252,40,2596
SAL21600,0,0,0,0,0,0,0,0,0,0
SAL21601,23,17,20,14,8,6,0,3,0,90
SAL21602,48,13,9,10,8,4,3,12,0,112
SAL21603,27,21,13,9,16,10,0,22,0,125
SAL21604,1150,2218,607,725,1000,624,371,483,141,7320
SAL21605,12,8,5,7,4,3,5,13,0,53
SAL21606,41,22,13,4,10,6,10,11,5,119
SAL21607,0,0,0,0,0,0,0,0,0,4
SAL21608,61,75,30,41,19,13,13,19,7,278
SAL21609,24,0,0,9,0,0,5,3,0,46
SAL21610,0,0,0,0,0,0,0,0,0,7
SAL21611,9,0,0,0,0,0,0,0,0,8
SAL21612,130,140,178,147,137,101,75,118,17,1039
SAL21613,15,7,0,0,5,0,3,4,0,40
SAL21614,5,3,3,6,4,6,0,4,0,29
SAL21615,79,182,151,153,100,95,67,100,16,950
SAL21616,0,0,0,0,0,0,0,0,0,0
SAL21617,14,3,0,6,0,4,9,6,0,50
SAL21618,269,347,434,443,257,301,194,477,56,2778
SAL21619,44,60,88,46,48,28,20,33,4,367
SAL21620,33,29,31,28,19,15,7,27,0,196
SAL21621,9,0,7,4,0,0,0,0,0,23
SAL21622,4,0,0,0,0,0,0,0,0,5
SAL21623,5,0,0,0,0,0,0,0,0,6
SAL21624,13,21,28,12,10,7,12,9,0,113
SAL21625,208,315,251,162,180,139,51,104,22,1442
SAL21626,4,0,4,0,0,0,0,4,0,6
SAL21627,20,20,17,4,12,0,4,15,0,89
SAL21628,53,86,47,39,38,28,17,37,3,362
SAL21629,686,1277,254,269,443,295,66,170,49,3514
SAL21630,4,5,7,3,0,3,0,9,0,32
SAL21631,0,11,12,7,5,5,4,13,0,52
SAL21632,22,0,4,3,4,7,3,0,6,43
SAL21633,29,5,3,3,0,4,5,10,0,56
SAL21634,19,8,8,0,5,0,0,8,0,50
SAL21635,290,652,693,599,497,380,561,597,154,4420
SAL21636,6,0,4,0,0,3,0,5,0,10
SAL21637,85,58,57,29,43,26,19,56,18,399
SAL21638,0,0,0,0,0,0,0,0,0,5
SAL21639,23,7,4,6,0,0,0,3,0,43
SAL21640,3916,11597,3021,4211,3536,2593,849,2470,690,32880
SAL21641,0,0,0,0,0,0,0,0,0,3
SAL21642,189,227,396,384,357,245,410,373,82,2665
SAL21643,222,453,566,557,449,319,611,527,90,3794
SAL21644,292,397,548,509,509,390,478,437,91,3658
SAL21645,19,4,0,3,0,4,0,0,0,39
SAL21646,5,0,0,0,0,0,0,0,0,9
SAL21647,4,4,0,0,4,0,5,0,0,16
SAL21648,1252,2102,748,712,1003,625,219,343,107,7104
SAL21649,90,122,73,53,68,37,22,20,6,486
SAL21650,3,0,0,5,0,6,0,0,0,19
SAL21651,16,5,5,4,0,0,0,0,0,35
SAL21652,20,6,9,0,4,4,0,10,0,46
SAL21653,128,133,153,162,125,112,102,160,36,1116
SAL21654,45,23,34,15,17,20,17,42,0,206
SAL21655,10,10,14,16,8,8,19,13,4,101
SAL21656,90,53,63,36,40,19,37,49,4,387
SAL21657,24,0,0,0,6,0,0,3,0,30
SAL21658,22,14,9,7,13,9,4,20,0,93
SAL21659,1175,2383,1576,1593,1605,1066,864,959,214,11424
SAL21660,15,13,15,11,10,7,8,11,3,89
SAL21661,5,3,4,5,3,0,0,3,0,25
SAL21662,33,26,7,0,10,3,0,11,4,94
SAL21663,19,26,3,4,3,4,0,6,0,61
SAL21664,64,53,26,17,14,15,0,10,6,213
SAL21665,59,21,45,30,26,16,31,53,10,290
SAL21666,0,0,0,0,0,0,0,0,0,0
SAL21667,75,75,20,34,19,13,12,24,5,282
SAL21668,26,24,32,23,26,12,17,22,4,193
SAL21669,15,0,0,0,0,0,0,0,0,18
SAL21670,26,7,21,11,5,8,3,11,5,95
SAL21671,13,15,15,5,11,8,0,17,0,83
SAL21672,3,9,0,0,0,0,0,0,0,15
SAL21673,138,134,112,110,98,52,28,73,9,756
SAL21674,26,26,5,5,8,3,6,11,0,102
SAL21675,777,1218,1149,1065,1047,638,1091,760,173,7917
SAL21676,3,0,0,0,0,0,0,4,0,12
SAL21677,559,820,93,124,221,122,21,50,41,2043
SAL21678,29,5,3,5,4,6,0,0,0,55
SAL21679,19,6,17,6,8,3,5,17,0,80
SAL21680,10,0,0,0,0,0,0,0,0,20
SAL21681,58,72,43,33,39,26,12,22,0,298
SAL21682,1707,2724,1887,1953,1543,1445,942,2247,361,14809
SAL21683,1442,2817,2029,1630,2191,1457,1077,1311,310,14266
SAL21684,20,12,18,14,10,10,13,6,0,102
SAL21685,51,64,146,120,51,43,75,105,13,668
SAL21686,11,3,0,3,0,0,0,3,0,18
SAL21687,5,4,0,0,4,0,4,4,0,22
SAL21688,0,0,0,0,0,5,0,4,0,17
SAL21689,12,3,0,0,0,0,0,7,0,31
SAL21690,4,0,0,0,0,0,0,3,0,8
SAL21691,233,356,368,293,254,219,151,221,28,2121
SAL21692,16,0,0,3,0,0,0,3,0,30
SAL21693,21,6,6,3,4,0,4,17,0,59
SAL21694,23,3,0,4,5,0,0,10,0,43
SAL21695,17,4,0,3,0,0,6,0,0,38
SAL21696,15,3,0,0,0,0,0,7,0,29
SAL21697,0,0,0,5,0,0,0,0,0,6
SAL21698,46,24,15,18,15,21,17,28,7,185
SAL21699,0,0,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0,0,0
SAL21701,9,0,4,0,0,0,9,6,0,26
SAL21702,39,18,16,20,13,0,12,10,9,127
SAL21703,126,207,145,110,103,81,64,109,20,964
SAL21704,0,0,0,0,0,0,0,0,0,0
SAL21705,6,0,0,0,0,3,0,0,0,10
SAL21706,1286,3070,905,844,1216,668,250,526,140,8910
SAL21707,38,50,60,67,47,49,38,63,0,411
SAL21708,11,0,3,5,4,0,0,8,0,41
SAL21709,20,0,0,4,5,4,4,13,5,58
SAL21710,18,9,4,5,3,0,0,3,0,42
SAL21711,31,6,7,10,4,4,6,9,0,77
SAL21712,3,0,0,0,0,0,0,0,0,6
SAL21713,7,0,0,0,0,3,0,0,0,14
SAL21714,32,10,13,8,8,5,8,13,0,97
SAL21715,34,21,26,13,14,15,7,16,0,145
SAL21716,253,363,549,511,397,326,241,484,88,3213
SAL21717,31,43,53,25,29,21,16,28,9,250
SAL21718,5,33,9,3,5,0,0,4,0,69
SAL21719,11,0,4,0,0,0,0,3,0,20
SAL21720,0,0,0,0,0,0,0,0,0,0
SAL21721,24,5,0,3,0,3,3,12,0,49
SAL21722,3,5,3,0,0,3,3,4,0,23
SAL21723,10,8,0,0,0,0,0,0,0,19
SAL21724,20,12,0,0,7,0,0,4,3,53
SAL21725,12,3,0,0,0,0,0,0,4,17
SAL21726,21,19,7,4,4,4,0,10,0,73
SAL21727,263,323,369,213,197,119,87,170,32,1763
SAL21728,22,18,16,3,15,18,3,9,0,109
SAL21729,11,5,0,3,4,0,0,4,0,27
SAL21730,0,0,0,0,0,0,0,0,0,0
SAL21731,15,0,4,3,4,4,0,5,0,35
SAL21732,422,1104,150,182,368,192,36,99,37,2590
SAL21733,519,1050,196,249,329,220,50,100,33,2753
SAL21734,17,4,0,0,0,0,0,4,0,31
SAL21735,739,1469,609,496,663,359,108,223,57,4736
SAL21736,448,683,693,363,478,289,168,281,57,3473
SAL21737,76,94,132,65,62,61,52,67,20,631
SAL21738,0,0,0,0,0,0,0,3,0,16
SAL21739,10,0,0,3,0,0,0,0,0,21
SAL21740,24,0,9,3,4,4,5,8,0,67
SAL21741,3,4,4,4,0,0,0,6,0,21
SAL21742,1666,3438,760,800,1288,708,195,431,145,9434
SAL21743,8,6,10,4,3,0,3,0,0,37
SAL21744,12,15,4,0,8,6,0,5,0,47
SAL21745,3,0,4,3,3,0,0,0,0,13
SAL21746,535,961,386,301,449,256,96,207,42,3224
SAL21747,0,0,0,0,4,0,0,0,0,3
SAL21748,5,9,5,3,4,3,7,4,0,42
SAL21749,28,4,3,6,0,5,4,4,6,51
SAL21750,10,6,0,0,7,0,0,0,0,17
SAL21751,0,7,0,0,0,0,0,0,0,14
SAL21752,3,0,0,0,0,0,0,0,0,3
SAL21753,10,7,7,3,6,0,3,6,0,45
SAL21754,132,109,113,36,67,41,16,50,7,572
SAL21755,1380,2435,2132,1467,1575,1020,622,1089,231,11955
SAL21756,320,468,454,437,325,333,293,579,74,3290
SAL21757,18,6,4,8,9,7,10,8,3,62
SAL21758,10,0,3,4,3,0,0,3,0,31
SAL21759,19,20,20,3,7,7,3,13,0,96
SAL21760,846,1363,531,462,684,419,137,277,52,4767
SAL21761,9,3,0,0,4,0,0,3,0,15
SAL21762,80,114,91,50,51,46,9,29,0,476
SAL21763,1674,2435,1707,1424,1375,1076,382,921,176,11179
SAL21764,0,0,0,0,0,0,0,0,0,0
SAL21765,9,8,11,3,3,4,9,16,0,59
SAL21766,0,0,0,0,0,0,0,0,0,0
SAL21767,112,69,77,75,45,47,43,111,13,589
SAL21768,0,0,0,0,0,0,0,0,0,3
SAL21769,347,535,708,698,628,526,402,732,118,4694
SAL21770,14,6,13,15,5,0,6,8,0,64
SAL21771,4,0,0,0,0,0,3,3,0,11
SAL21772,42,75,67,72,24,33,14,48,3,379
SAL21773,0,0,0,0,0,0,0,0,0,3
SAL21774,5,3,0,4,0,0,0,0,0,13
SAL21775,0,6,5,6,0,4,0,4,0,15
SAL21776,0,6,5,5,4,0,5,0,0,21
SAL21777,0,5,0,0,0,0,0,0,0,5
SAL21778,23,15,18,57,8,4,11,21,10,166
SAL21779,17,8,22,5,13,8,0,4,0,86
SAL21780,21,4,0,0,0,0,9,3,0,41
SAL21781,9,13,12,9,3,0,7,9,0,56
SAL21782,4,0,0,0,0,0,0,0,0,5
SAL21783,184,419,194,245,224,174,71,157,16,1681
SAL21784,5,0,0,0,0,0,0,0,0,13
SAL21785,0,0,0,0,0,0,0,0,0,8
SAL21786,35,18,30,14,25,14,19,19,3,178
SAL21787,113,201,91,61,65,40,19,36,12,640
SAL21788,5,10,5,6,5,7,5,10,0,56
SAL21789,0,3,0,0,0,0,0,0,0,5
SAL21790,426,883,477,476,410,322,166,222,56,3431
SAL21791,13,17,7,5,5,0,0,8,0,56
SAL21792,39,79,56,33,56,21,41,27,11,360
SAL21793,1951,2524,951,833,1110,841,162,427,143,8937
SAL21794,7,0,0,3,0,0,0,5,0,12
SAL21795,653,953,1060,621,694,443,289,507,74,5289
SAL21796,15,8,10,0,7,0,6,4,0,51
SAL21797,4,6,7,0,7,0,6,0,0,32
SAL21798,204,421,157,175,190,153,55,124,22,1497
SAL21799,0,0,0,5,0,0,0,0,0,8
SAL21800,0,0,0,0,0,0,0,5,0,18
SAL21801,154,237,66,65,76,33,12,41,20,708
SAL21802,0,0,0,0,0,0,0,0,0,8
SAL21803,1725,2238,1260,1121,1124,948,243,607,156,9421
SAL21804,22,0,4,0,4,0,6,11,0,49
SAL21805,28,20,26,16,8,13,6,14,0,135
SAL21806,0,0,0,0,0,0,0,0,0,0
SAL21807,86,259,136,157,125,111,60,96,20,1048
SAL21808,3,4,0,6,0,0,0,7,0,28
SAL21809,13,0,5,0,0,3,0,6,0,26
SAL21810,20,28,24,14,22,12,12,16,0,138
SAL21811,0,0,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0,0,0
SAL21813,34,31,24,24,16,10,14,18,4,177
SAL21814,12,10,7,12,5,6,0,4,0,57
SAL21815,9,9,9,7,0,7,5,9,3,59
SAL21816,2678,5826,1522,1361,2280,1482,502,1002,367,17022
SAL21817,3,3,3,0,4,0,0,0,0,24
SAL21818,17,3,9,0,3,0,0,12,5,45
SAL21819,27,10,5,3,0,0,3,11,0,64
SAL21820,49,32,28,20,12,7,13,38,4,208
SAL21821,0,0,8,0,0,0,0,4,0,10
SAL21822,41,25,22,22,18,13,3,24,3,172
SAL21823,20,5,13,6,12,5,3,21,0,88
SAL21824,39,34,35,24,25,15,12,20,3,209
SAL21825,4,4,6,0,0,0,0,5,0,17
SAL21826,43,16,8,11,13,6,11,10,3,113
SAL21827,1270,2533,1106,869,1372,809,522,779,226,9479
SAL21828,28,5,11,0,3,0,4,4,0,59
SAL21829,17,7,6,0,4,3,5,11,0,59
SAL21830,17,10,12,11,3,5,0,10,0,71
SAL21831,4,0,0,0,0,0,0,0,0,18
SAL21832,45,52,57,52,35,27,23,38,14,344
SAL21833,16,10,4,8,3,0,6,7,0,49
SAL21834,31,15,16,3,16,11,11,6,12,113
SAL21835,14,14,6,5,3,4,10,9,0,67
SAL21836,16,9,8,0,0,3,0,5,3,37
SAL21837,5,0,0,0,0,0,0,0,0,5
SAL21838,4,0,4,0,0,0,0,3,0,16
SAL21839,15,7,0,4,4,0,0,0,0,35
SAL21840,25,9,12,10,11,4,3,19,0,85
SAL21841,6,0,0,0,0,0,4,4,0,21
SAL21842,11,11,10,4,12,5,5,10,3,72
SAL21843,0,0,0,0,0,0,5,0,0,0
SAL21844,13,11,14,6,6,4,0,8,0,63
SAL21845,40,18,8,9,12,5,12,22,0,133
SAL21846,0,0,0,0,0,0,0,0,0,3
SAL21847,24,10,8,3,4,5,0,0,0,55
SAL21848,26,5,3,3,0,0,0,7,0,54
SAL21849,918,2045,498,503,731,457,176,296,84,5709
SAL21850,67,61,30,40,37,23,40,53,9,358
SAL21851,18,19,6,5,3,6,0,5,0,62
SAL21852,15,9,17,5,7,6,3,16,4,78
SAL21853,7,3,7,0,6,0,0,4,0,37
SAL21854,3,0,0,0,0,0,0,0,0,8
SAL21855,26,0,9,0,5,0,4,4,3,55
SAL21856,11,4,4,4,0,0,3,8,5,29
SAL21857,36,38,48,25,36,23,25,29,3,267
SAL21858,3,0,0,0,0,0,0,0,0,5
SAL21859,40,37,42,17,36,13,24,22,0,238
SAL21860,37,11,13,6,6,3,0,9,0,95
SAL21861,10,7,15,0,3,0,0,5,0,40
SAL21862,11,11,6,0,6,6,0,3,0,61
SAL21863,158,218,224,198,152,140,129,217,28,1463
SAL21864,6,0,0,4,0,0,0,0,0,16
SAL21865,19,10,21,13,12,4,10,9,0,95
SAL21866,4,0,0,0,0,0,0,0,0,5
SAL21867,148,131,147,123,100,56,65,158,24,944
SAL21868,13,5,6,4,3,4,0,5,0,36
SAL21869,4,4,0,0,3,0,0,0,0,20
SAL21870,50,15,10,13,12,6,15,18,0,134
SAL21871,8,0,0,0,0,0,0,0,0,13
SAL21872,4,5,0,0,4,3,0,0,0,24
SAL21873,3,0,0,0,0,0,0,4,0,10
SAL21874,15,5,4,10,3,3,13,29,6,83
SAL21875,72,24,32,19,16,18,12,17,3,218
SAL21876,0,0,0,0,0,0,0,0,0,0
SAL21877,35,49,53,34,37,14,11,30,7,268
SAL21878,106,45,105,52,60,36,58,67,24,542
SAL21879,60,54,74,31,54,28,25,36,12,385
SAL21880,27,12,15,11,7,10,3,23,0,117
SAL21881,16,0,8,0,0,0,3,9,0,35
SAL21882,21,4,4,0,4,0,3,3,4,47
SAL21883,6,0,3,0,0,0,0,0,0,9
SAL21884,20,3,5,8,3,0,3,5,0,54
SAL21885,11,8,8,10,10,0,4,7,0,58
SAL21886,22,7,8,4,0,4,5,11,0,55
SAL21887,14,13,5,5,0,10,4,6,0,58
SAL21888,14,4,3,7,0,0,5,5,0,37
SAL21889,31,15,16,10,14,7,5,14,8,128
SAL21890,11,10,0,0,0,0,0,0,9,33
SAL21891,9,3,4,0,0,0,0,0,0,17
SAL21892,37,55,32,25,19,6,20,13,0,212
SAL21893,1245,2130,2195,1506,1914,1179,1277,1502,317,13273
SAL21894,48,41,39,17,38,20,14,19,4,241
SAL21895,657,735,662,310,630,401,222,304,115,4036
SAL21896,1653,2427,2554,1669,2198,1468,1280,1617,323,15187
SAL21897,5,0,0,0,0,0,0,3,0,13
SAL21898,148,126,122,106,93,70,68,128,22,878
SAL21899,54,61,32,40,23,16,18,29,7,280
SAL21900,25,4,4,5,4,3,0,0,0,39
SAL21901,18,0,4,3,7,0,0,0,0,30
SAL21902,12,0,7,0,0,0,0,11,0,36
SAL21903,21,23,26,22,16,8,6,9,4,137
SAL21904,4,3,3,0,4,3,0,11,0,30
SAL21905,0,0,0,0,0,0,0,0,0,3
SAL21906,6,0,0,0,0,0,0,5,0,20
SAL21907,18,9,25,13,15,4,5,16,4,102
SAL21908,26,18,15,4,6,5,5,16,0,94
SAL21909,22,8,11,0,7,5,0,10,0,68
SAL21910,3,4,8,7,5,0,0,0,0,28
SAL21911,122,107,99,69,87,53,49,82,12,686
SAL21912,26,14,29,14,9,15,17,22,0,134
SAL21913,0,0,0,0,0,0,0,0,0,0
SAL21914,21,8,3,9,7,0,7,7,7,76
SAL21915,32,17,24,10,13,11,7,4,0,122
SAL21916,16,7,0,0,0,0,0,4,0,25
SAL21917,89,159,71,70,68,49,22,31,8,566
SAL21918,4,0,0,0,0,0,0,0,0,12
SAL21919,37,5,3,0,4,3,4,9,0,57
SAL21920,16,0,0,0,0,0,0,0,0,23
SAL21921,204,291,173,151,155,96,50,92,15,1229
SAL21922,223,350,550,429,386,264,210,333,54,2798
SAL21923,22,12,6,9,6,10,8,17,5,90
SAL21924,9,12,5,3,0,0,4,6,0,46
SAL21925,157,355,365,390,220,208,154,339,33,2220
SAL21926,12,7,5,5,0,0,4,4,0,30
SAL21927,66,69,31,28,23,10,12,19,4,262
SAL21928,49,56,36,28,19,16,6,29,3,233
SAL21929,117,315,83,97,101,66,24,59,13,868
SAL21930,30,59,45,45,29,25,15,41,8,285
SAL21931,29,12,3,0,4,0,5,3,0,61
SAL21932,32,17,16,13,7,6,6,11,0,111
SAL21933,32,15,25,16,11,9,25,27,4,161
SAL21934,1510,2525,649,588,943,492,233,343,101,7380
SAL21935,61,25,38,13,17,7,23,31,4,224
SAL21936,57,72,51,38,27,29,25,50,4,352
SAL21937,9,8,15,9,9,10,0,12,0,76
SAL21938,919,1811,503,561,588,443,150,316,79,5376
SAL21939,227,152,126,110,97,58,89,230,27,1114
SAL21940,163,189,138,78,110,84,43,80,19,894
SAL21941,74,85,91,80,75,54,40,81,21,605
SAL21942,519,847,342,307,506,312,110,185,57,3186
SAL21943,23,32,26,24,20,15,16,16,3,175
SAL21944,40,28,28,18,12,11,8,14,4,165
SAL21945,4,0,0,0,0,0,0,0,0,7
SAL21946,0,0,0,0,0,0,0,0,0,0
SAL21947,8,17,14,12,11,7,4,12,0,88
SAL21948,9,0,0,0,4,0,0,0,0,9
SAL21949,8,7,4,3,0,0,0,5,0,27
SAL21950,4,0,0,0,0,0,0,5,0,9
SAL21951,26,0,3,0,0,0,0,19,0,51
SAL21952,902,2081,1911,1876,1369,975,1866,2819,423,14219
SAL21953,269,553,440,337,411,284,347,453,76,3167
SAL21954,12,5,10,8,8,4,8,12,3,71
SAL21955,49,24,28,11,15,11,11,19,3,166
SAL21956,6,0,4,0,0,0,0,3,0,15
SAL21957,20,5,0,6,5,0,4,8,0,34
SAL21958,3,0,0,0,0,0,0,0,0,5
SAL21959,16,10,4,5,4,0,5,0,0,51
SAL21960,150,237,440,507,223,266,451,571,77,2923
SAL21961,14,4,0,0,0,0,4,0,0,19
SAL21962,21,11,9,8,8,5,6,12,0,79
SAL21963,147,440,238,277,190,146,138,278,46,1905
SAL21964,6,9,5,0,5,0,0,0,0,23
SAL21965,148,297,178,173,180,126,87,168,30,1395
SAL21966,1048,3692,558,852,896,503,209,441,136,8321
SAL21967,23,29,22,29,22,16,24,11,4,163
SAL21968,19,22,28,17,14,16,15,24,6,165
SAL21969,319,518,193,171,172,112,23,104,23,1636
SAL21970,139,179,264,220,135,196,82,210,25,1456
SAL21971,2566,6680,1106,1265,1512,820,256,505,197,14919
SAL21972,17,8,17,16,5,7,4,26,0,102
SAL21973,7,4,3,3,4,0,0,0,0,22
SAL21974,149,555,127,154,178,116,73,151,28,1543
SAL21975,11,17,13,14,5,8,7,6,0,72
SAL21976,0,0,0,0,0,0,0,0,0,5
SAL21977,8,0,5,0,0,0,0,3,0,18
SAL21978,5,0,5,4,3,0,0,3,0,18
SAL21979,0,3,3,0,0,0,0,4,0,10
SAL21980,14,12,7,6,3,6,5,0,0,51
SAL21981,52,12,15,11,8,3,7,14,0,115
SAL21982,17,3,3,5,0,0,0,0,6,32
SAL21983,18,0,5,6,5,0,5,0,0,47
SAL21984,249,270,256,230,189,142,133,286,43,1804
SAL21985,836,2054,635,611,799,489,214,434,95,6176
SAL21986,33,24,17,14,15,15,11,10,4,142
SAL21987,0,0,0,0,0,0,0,0,0,0
SAL21988,10,0,0,0,0,0,0,0,0,17
SAL21989,9,3,0,5,0,0,3,5,0,21
SAL21990,0,0,0,0,0,0,0,0,0,0
SAL21991,14,19,11,11,13,3,0,0,0,70
SAL21992,23,25,35,24,25,19,25,76,4,254
SAL21993,30,20,27,24,13,15,28,49,3,217
SAL21994,8,0,0,0,3,0,0,0,0,7
SAL21995,0,0,0,0,0,0,0,0,0,0
SAL21996,133,87,160,77,96,49,77,92,19,809
SAL21997,9,0,0,0,0,0,0,7,0,7
SAL21998,519,1169,432,350,556,256,131,245,64,3724
SAL21999,50,32,29,18,29,29,25,16,4,228
SAL22000,651,1429,499,407,590,430,167,263,68,4517
SAL22001,441,1106,376,360,462,335,160,240,75,3555
SAL22002,647,1361,573,474,699,435,266,403,104,4961
SAL22003,3,0,0,0,0,0,0,0,0,13
SAL22004,0,0,0,0,0,0,0,0,0,5
SAL22005,1225,2380,1234,1073,986,682,242,543,124,8481
SAL22006,1115,2140,1460,1254,1419,909,671,779,182,9922
SAL22007,69,167,103,66,82,51,33,32,0,600
SAL22008,4,5,0,4,0,0,0,3,0,23
SAL22009,175,234,124,104,95,51,22,69,18,892
SAL22010,16,7,0,10,4,7,4,13,0,59
SAL22011,50,18,25,26,18,7,13,17,3,182
SAL22012,3,0,0,0,0,0,0,0,0,4
SAL22013,13,7,6,4,3,0,7,10,0,45
SAL22014,91,87,75,113,78,76,59,123,14,722
SAL22015,32,7,8,3,0,7,0,7,0,65
SAL22016,756,1638,425,447,571,399,130,250,70,4678
SAL22017,46,22,34,18,20,23,15,39,5,228
SAL22018,25,40,27,4,26,12,0,11,7,143
SAL22019,34,15,22,14,17,3,4,16,8,130
SAL22020,124,70,57,51,29,21,58,59,10,492
SAL22021,22,11,13,16,12,6,17,14,0,108
SAL22022,60,71,62,50,38,21,19,44,4,367
SAL22023,12,3,0,7,0,0,0,6,0,27
SAL22024,9,0,3,0,3,0,0,4,0,22
SAL22025,13,0,0,3,0,4,0,4,0,23
SAL22026,0,0,0,0,0,0,0,0,0,0
SAL22027,2462,3801,4176,3283,3148,2387,2548,3053,506,25361
SAL22028,19,6,21,11,14,9,13,15,9,117
SAL22029,122,129,116,73,70,38,43,66,17,679
SAL22030,15,5,0,3,0,5,0,0,0,30
SAL22031,49,33,33,27,17,13,22,36,4,234
SAL22032,107,130,119,67,59,43,14,26,6,578
SAL22033,3,0,0,0,0,0,0,3,0,14
SAL22034,4,9,9,4,5,9,0,8,0,48
SAL22035,23,18,14,11,4,10,7,3,0,92
SAL22036,431,550,206,183,278,202,34,108,32,2016
SAL22037,1178,1970,740,610,930,608,172,305,94,6610
SAL22038,397,1552,241,578,425,316,70,287,65,3928
SAL22039,13,13,15,0,15,0,3,6,4,77
SAL22040,13,0,0,4,4,0,3,0,0,26
SAL22041,1380,2966,1171,923,1380,692,396,596,197,9707
SAL22042,940,1789,580,500,833,507,166,284,96,5692
SAL22043,17,12,3,4,6,3,0,0,0,40
SAL22044,5,3,4,0,0,0,0,0,0,18
SAL22045,28,3,0,6,0,3,5,6,0,57
SAL22046,22,8,10,6,9,0,6,7,0,70
SAL22047,775,852,576,393,626,397,164,246,94,4120
SAL22048,19,6,0,0,0,0,0,3,0,26
SAL22049,148,208,168,180,138,129,61,123,26,1182
SAL22050,246,273,438,229,286,196,134,199,29,2038
SAL22051,13,3,15,4,4,5,9,6,0,70
SAL22052,15,8,14,5,11,7,7,8,0,83
SAL22053,5,3,0,7,0,4,0,3,0,24
SAL22054,4,0,4,0,0,0,3,3,0,16
SAL22055,15,15,11,8,7,3,0,5,0,55
SAL22056,90,22,27,28,25,22,14,36,3,257
SAL22057,31,8,13,0,5,14,8,3,0,85
SAL22058,15,17,19,6,14,0,10,4,0,86
SAL22059,0,4,0,3,0,0,0,3,0,6
SAL22060,17,0,0,0,0,0,0,3,0,24
SAL22061,17,7,3,4,0,3,0,3,0,43
SAL22062,34,23,26,15,6,11,4,21,3,156
SAL22063,0,0,0,0,0,0,0,0,0,0
SAL22064,28,28,40,24,14,12,7,9,3,162
SAL22065,36,8,12,7,8,0,13,29,0,115
SAL22066,43,8,12,4,8,4,7,21,0,107
SAL22067,8,0,0,0,0,0,0,0,0,6
SAL22068,10,3,0,0,0,0,0,0,0,15
SAL22069,0,0,0,0,0,0,0,0,0,4
SAL22070,11,0,0,0,0,0,4,9,0,20
SAL22071,0,0,0,0,0,0,0,0,0,10
SAL22072,23,6,17,12,11,5,9,5,0,89
SAL22073,13,0,3,0,0,0,3,0,0,17
SAL22074,46,18,23,9,12,7,8,11,0,141
SAL22075,5,0,6,4,3,0,0,3,0,21
SAL22076,0,0,0,0,0,0,0,0,0,4
SAL22077,10,11,36,20,20,15,19,23,4,156
SAL22078,18,27,12,10,11,0,0,10,0,101
SAL22079,5,0,0,0,0,3,0,0,0,9
SAL22080,12,9,5,3,0,3,0,4,0,34
SAL22081,20,3,5,9,5,4,3,13,0,65
SAL22082,4,0,0,0,0,0,0,7,0,6
SAL22083,3,0,0,0,3,0,0,0,0,8
SAL22084,293,297,208,107,216,144,51,70,22,1406
SAL22085,5,4,16,0,9,0,0,0,0,35
SAL22086,4796,9245,3288,3075,4430,2647,2182,2067,759,32490
SAL22087,21,21,15,3,10,11,0,6,0,87
SAL22088,249,433,184,150,161,102,24,85,35,1419
SAL22089,0,0,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0,0,5
