SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL20521,499,1086,175,275,347,244,69,102,61,2866
SAL20522,123,237,80,84,78,63,22,49,9,744
SAL20523,1659,3714,508,832,997,640,136,290,200,8973
SAL20524,1303,2460,420,534,737,471,111,243,112,6407
SAL20525,6,3,5,0,7,0,0,9,0,28
SAL20526,66,22,16,19,9,13,8,22,0,181
SAL20527,28,54,10,12,11,14,8,4,0,142
SAL20528,679,1639,503,523,651,442,170,335,98,5042
SAL20529,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0
SAL20531,6,4,3,0,0,0,0,5,0,16
SAL20532,13,0,4,0,0,3,0,3,0,18
SAL20533,135,372,272,287,192,138,80,141,15,1614
SAL20534,17,12,5,8,0,8,0,8,0,50
SAL20535,84,52,61,42,42,31,38,70,3,429
SAL20536,17,5,0,3,0,0,0,0,0,25
SAL20537,618,1206,574,460,611,295,174,242,59,4241
SAL20538,314,596,449,289,392,241,147,198,51,2676
SAL20539,2024,3576,1413,1214,1695,1170,360,666,186,12308
SAL20540,15,7,5,0,0,0,3,3,0,30
SAL20541,14,10,0,5,0,6,0,6,0,36
SAL20542,0,0,0,0,0,0,0,0,0,0
SAL20543,33,8,15,10,6,0,3,18,3,106
SAL20544,0,0,0,0,0,0,0,0,0,0
SAL20545,19,14,10,13,5,10,7,14,4,96
SAL20546,13,0,4,4,0,0,0,3,0,30
SAL20547,41,103,57,48,37,13,6,22,6,335
SAL20548,9,10,3,0,0,0,0,0,0,25
SAL20549,10,7,7,0,6,3,5,10,0,50
SAL20550,0,0,0,0,0,0,0,0,0,5
SAL20551,86,115,130,93,72,70,72,70,13,723
SAL20552,4,9,8,4,3,0,0,3,0,38
SAL20553,0,0,0,0,0,0,0,0,0,0
SAL20554,6,0,0,0,0,0,0,0,3,9
SAL20555,13,3,14,0,7,0,6,3,3,53
SAL20556,873,1205,1032,695,871,580,268,497,109,6136
SAL20557,0,0,0,0,3,0,0,0,0,8
SAL20558,13,4,0,4,0,3,4,4,0,33
SAL20559,48,41,34,24,29,14,8,15,0,209
SAL20560,62,88,97,62,54,25,22,64,11,483
SAL20561,178,262,264,271,218,201,146,244,28,1816
SAL20562,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,4
SAL20564,17,12,12,7,12,8,6,6,0,76
SAL20565,5,0,0,0,6,5,0,5,0,14
SAL20566,334,771,419,331,454,314,223,341,78,3273
SAL20567,29,25,30,5,13,15,13,16,4,154
SAL20568,13,10,5,0,6,0,3,5,0,40
SAL20569,606,2667,994,1169,974,873,728,1190,235,9425
SAL20570,491,1537,870,704,800,470,608,864,170,6516
SAL20571,18,4,5,0,7,0,3,0,0,36
SAL20572,21,35,38,13,19,15,13,11,5,173
SAL20573,17,16,20,13,12,6,7,15,0,116
SAL20574,767,1915,232,249,377,188,57,116,63,3951
SAL20575,331,637,604,498,388,312,217,421,57,3476
SAL20576,23,31,34,8,26,11,15,13,0,157
SAL20577,0,5,0,0,0,0,0,0,0,12
SAL20578,22,13,18,16,9,4,7,11,4,105
SAL20579,0,0,0,4,0,0,0,0,0,10
SAL20580,84,144,108,96,57,50,39,100,16,688
SAL20581,626,1061,966,881,729,477,617,579,119,6057
SAL20582,1646,3249,2185,2068,2043,1240,1588,1486,316,15815
SAL20583,19,11,7,11,5,5,4,12,0,71
SAL20584,7,5,4,0,0,3,0,3,0,24
SAL20585,8,5,0,6,3,4,6,6,0,28
SAL20586,40,19,14,20,12,4,16,7,3,133
SAL20587,16,16,5,0,4,0,0,0,0,46
SAL20588,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0
SAL20590,105,253,170,230,184,114,295,165,44,1564
SAL20591,107,82,91,93,63,68,97,168,10,784
SAL20592,349,224,316,276,234,212,197,548,57,2406
SAL20593,23,24,16,12,10,5,6,18,0,116
SAL20594,18,3,9,0,0,0,0,0,6,42
SAL20595,9,4,4,0,0,0,0,4,0,21
SAL20596,2040,5266,1457,1482,1746,1126,427,781,256,14568
SAL20597,580,1439,490,398,489,331,148,277,57,4219
SAL20598,3,0,0,0,0,0,0,0,0,3
SAL20599,0,0,0,0,0,0,0,0,0,4
SAL20600,258,345,484,276,268,150,147,249,40,2213
SAL20601,0,0,0,0,0,0,0,0,0,0
SAL20602,18,0,3,0,0,0,6,0,0,30
SAL20603,10,8,8,0,7,0,0,0,0,39
SAL20604,148,144,148,92,108,75,83,127,17,938
SAL20605,45,23,45,21,33,15,16,19,4,217
SAL20606,0,0,0,0,0,0,0,0,0,0
SAL20607,375,388,558,558,325,367,351,1048,83,4050
SAL20608,16,3,3,0,0,3,3,6,0,35
SAL20609,10,5,19,5,6,3,4,30,3,84
SAL20610,8,0,9,6,4,0,4,10,0,39
SAL20611,55,15,4,16,12,3,10,19,3,137
SAL20612,10,3,5,3,0,0,0,3,0,26
SAL20613,159,135,267,97,161,96,74,140,24,1143
SAL20614,67,57,57,50,35,24,31,64,5,395
SAL20615,33,4,10,4,12,0,9,62,0,142
SAL20616,1020,2806,375,477,522,314,108,172,98,5889
SAL20617,0,0,0,0,0,0,0,0,0,0
SAL20618,24,7,11,11,12,5,9,5,0,82
SAL20619,26,0,11,0,0,0,7,11,0,58
SAL20620,58,61,54,35,35,30,17,34,3,336
SAL20621,117,128,49,35,62,39,19,25,9,479
SAL20622,5,3,0,0,0,0,0,0,0,14
SAL20623,16,0,0,0,0,0,0,6,0,30
SAL20624,42,113,125,139,93,68,140,135,35,891
SAL20625,12,3,6,4,4,3,0,7,0,51
SAL20626,21,10,5,10,8,3,0,7,0,73
SAL20627,15,32,25,21,19,13,9,17,0,147
SAL20628,14,9,13,7,7,10,4,6,0,79
SAL20629,7,0,0,0,0,0,6,0,0,18
SAL20630,6,0,0,0,0,0,0,0,0,8
SAL20631,102,11,13,9,11,13,7,28,3,192
SAL20632,11,4,0,0,0,0,0,0,0,24
SAL20633,32,12,12,6,9,11,10,13,0,106
SAL20634,14,4,3,0,0,0,0,7,0,21
SAL20635,3,4,0,0,0,0,0,0,0,3
SAL20636,16,16,9,11,6,12,12,19,3,100
SAL20637,16,13,8,0,5,3,0,5,0,47
SAL20638,6,3,13,10,4,0,7,9,0,57
SAL20639,58,65,82,58,52,44,37,49,15,460
SAL20640,342,480,868,862,489,520,795,1212,172,5744
SAL20641,7,0,0,0,0,0,0,4,0,23
SAL20642,8,0,0,3,0,0,0,3,3,18
SAL20643,12,3,13,7,14,5,3,9,0,56
SAL20644,37,57,72,45,50,41,32,67,13,416
SAL20645,19,14,13,0,0,3,3,11,0,66
SAL20646,25,19,34,18,18,14,12,27,0,172
SAL20647,5,0,0,6,0,0,0,0,0,5
SAL20648,101,89,66,64,58,37,41,89,16,555
SAL20649,14,9,7,11,0,7,5,7,0,59
SAL20650,9,0,3,7,7,0,3,0,0,26
SAL20651,15,5,0,0,4,0,0,0,0,22
SAL20652,7,4,0,0,4,0,3,5,0,22
SAL20653,4,0,0,0,0,0,0,0,0,12
SAL20654,48,87,50,30,43,19,10,21,6,322
SAL20655,0,0,0,0,0,0,0,0,0,0
SAL20656,8,0,0,3,0,0,0,3,0,17
SAL20657,313,387,393,315,241,278,84,300,50,2362
SAL20658,13,0,3,0,0,0,0,3,0,20
SAL20659,35,32,30,13,15,14,13,19,6,182
SAL20660,0,7,4,11,0,5,3,9,0,34
SAL20661,2427,4556,4127,3682,3546,2419,3271,3236,646,27905
SAL20662,797,1039,1629,1208,1180,803,1228,1395,233,9510
SAL20663,957,1642,1666,1629,1312,988,1357,1276,255,11087
SAL20664,1113,1950,1747,1433,1455,1032,1271,1306,229,11542
SAL20665,219,341,303,199,235,149,126,177,40,1784
SAL20666,837,1378,1516,1240,1160,749,1174,1266,198,9519
SAL20667,4,3,8,0,0,0,0,0,0,22
SAL20668,15,0,0,3,4,0,0,0,0,27
SAL20669,30,9,16,10,11,3,4,13,0,99
SAL20670,360,722,93,98,181,94,18,49,27,1637
SAL20671,22,6,6,8,5,0,5,11,0,69
SAL20672,148,207,249,146,145,110,85,174,14,1273
SAL20673,5,4,3,4,0,0,5,0,0,28
SAL20674,147,182,369,230,176,163,114,202,36,1618
SAL20675,0,0,0,0,0,0,0,0,0,0
SAL20676,3,0,0,0,0,0,0,0,0,6
SAL20677,7,3,5,5,0,0,0,3,0,19
SAL20678,37,26,15,14,9,11,3,9,0,126
SAL20679,18,27,13,8,9,7,8,10,0,84
SAL20680,12,8,4,4,0,0,3,0,0,35
SAL20681,22,11,0,0,5,6,0,3,0,46
SAL20682,1772,3535,2004,1605,1824,1136,643,1201,250,13974
SAL20683,379,693,369,296,418,242,84,158,39,2675
SAL20684,636,1074,623,447,634,393,166,278,70,4313
SAL20685,304,607,383,246,346,204,114,171,45,2418
SAL20686,5,0,0,0,0,0,0,0,0,7
SAL20687,36,36,32,24,12,8,4,21,0,174
SAL20688,47,13,14,13,11,9,9,20,6,128
SAL20689,20,0,4,7,0,0,4,5,3,47
SAL20690,10,7,0,0,0,0,0,4,0,21
SAL20691,9,0,0,0,0,0,0,3,0,23
SAL20692,10,0,5,0,0,0,11,5,0,26
SAL20693,9,6,0,0,0,0,0,0,0,9
SAL20694,0,3,0,0,0,0,0,0,0,6
SAL20695,3,0,0,0,0,0,0,0,0,9
SAL20696,26,4,11,8,4,0,3,10,0,72
SAL20697,244,382,352,277,239,219,109,175,31,2031
SAL20698,9,4,0,0,0,0,0,0,0,19
SAL20699,15,4,5,8,0,0,0,0,4,38
SAL20700,25,16,26,21,19,18,11,22,6,157
SAL20701,11,35,55,21,17,18,27,22,6,211
SAL20702,126,226,305,238,166,131,266,263,68,1785
SAL20703,15,4,9,6,9,5,9,10,0,78
SAL20704,15,0,9,0,0,0,0,0,3,32
SAL20705,0,0,0,0,0,0,0,0,0,0
SAL20706,46,61,72,64,32,48,27,69,11,427
SAL20707,716,1447,2133,1293,1052,795,1627,2048,355,11462
SAL20708,754,1587,1527,1015,1157,783,1024,1254,220,9321
SAL20709,6,7,18,5,0,0,5,14,3,64
SAL20710,0,0,0,0,0,0,0,0,0,0
SAL20711,14,0,0,6,4,0,3,6,0,37
SAL20712,515,737,827,583,676,409,412,430,106,4703
SAL20713,4,6,3,4,6,4,0,6,0,25
SAL20714,12,6,0,3,0,4,4,10,0,40
SAL20715,60,60,62,41,33,32,31,41,10,365
SAL20716,28,28,41,16,27,16,7,25,9,203
SAL20717,5,3,0,0,0,0,0,0,0,9
SAL20718,33,12,14,16,15,13,21,22,0,143
SAL20719,4,3,4,4,0,0,6,3,0,26
SAL20720,10,0,4,0,0,0,3,0,0,16
SAL20721,197,266,175,154,116,83,33,122,23,1168
SAL20722,21,14,3,5,6,6,7,13,0,65
SAL20723,33,42,28,18,13,9,7,16,4,176
SAL20724,35,80,31,31,58,25,45,28,7,342
SAL20725,4,0,0,0,0,0,0,0,0,6
SAL20726,39,7,16,11,12,7,3,17,0,103
SAL20727,12,10,14,20,7,7,13,7,3,87
SAL20728,203,365,46,62,106,84,19,33,12,930
SAL20729,488,1073,1008,903,917,532,1027,1056,243,7242
SAL20730,208,356,348,336,306,272,159,322,35,2339
SAL20731,251,447,504,381,524,379,517,515,82,3589
SAL20732,0,0,0,0,0,0,0,0,0,6
SAL20733,5,3,0,9,0,3,0,6,0,23
SAL20734,3,0,0,0,0,5,0,3,0,18
SAL20735,3,0,0,0,6,3,0,0,0,11
SAL20736,85,12,33,16,11,13,11,45,0,227
SAL20737,98,139,200,131,122,129,70,136,14,1052
SAL20738,17,7,6,5,9,5,0,15,0,65
SAL20739,0,0,0,0,0,0,0,0,0,0
SAL20740,5,0,0,0,3,0,0,0,0,11
SAL20741,21,36,53,37,23,20,28,41,3,249
SAL20742,10,0,3,0,0,0,3,8,0,33
SAL20743,374,787,457,401,597,274,574,435,116,4011
SAL20744,14,7,4,3,3,5,5,5,0,42
SAL20745,51,10,24,12,14,9,8,22,9,149
SAL20746,23,5,9,4,14,0,6,9,0,78
SAL20747,0,8,0,0,0,0,0,0,0,12
SAL20748,115,69,155,54,100,60,69,98,21,736
SAL20749,34,19,27,15,13,10,15,21,0,152
SAL20750,10,16,13,7,11,8,0,7,0,78
SAL20751,36,9,15,9,5,10,3,14,3,112
SAL20752,1080,1692,1112,820,975,580,253,452,98,7063
SAL20753,13,0,3,4,3,0,3,4,3,43
SAL20754,305,578,476,355,483,243,284,271,74,3062
SAL20755,16,7,8,3,0,5,5,4,0,42
SAL20756,100,91,70,82,52,48,81,82,11,618
SAL20757,45,13,6,4,8,3,7,12,4,93
SAL20758,813,1112,772,459,850,562,249,381,68,5263
SAL20759,22,3,10,0,3,4,3,9,0,49
SAL20760,20,15,7,17,10,4,3,13,0,92
SAL20761,28,6,12,10,5,3,8,14,4,85
SAL20762,47,27,22,5,18,15,8,26,4,176
SAL20763,7,3,0,0,0,0,0,4,0,12
SAL20764,18,8,4,3,4,4,0,13,0,65
SAL20765,5,3,4,0,3,4,0,7,0,33
SAL20766,1529,3988,644,724,1080,634,224,437,176,9443
SAL20767,0,0,0,0,0,0,0,0,0,10
SAL20768,10,0,6,3,0,0,0,10,0,29
SAL20769,34,36,64,40,35,16,34,27,10,287
SAL20770,98,87,69,64,44,45,53,101,17,566
SAL20771,1758,3645,1166,1101,1506,1098,338,683,267,11549
SAL20772,2169,4314,1369,1368,1962,1412,436,783,293,14104
SAL20773,97,218,150,171,131,75,129,84,25,1077
SAL20774,1058,1826,577,497,824,586,159,327,97,5957
SAL20775,10,0,0,3,0,0,4,0,0,10
SAL20776,22,20,26,17,17,8,12,10,8,139
SAL20777,34,37,16,12,16,11,10,15,3,161
SAL20778,0,7,0,4,0,5,0,3,0,24
SAL20779,1700,2745,2185,1793,2026,1269,742,1072,251,13782
SAL20780,0,0,6,0,0,0,0,0,0,12
SAL20781,0,0,0,0,0,0,0,0,0,0
SAL20782,25,4,0,4,0,0,0,6,0,44
SAL20783,191,337,805,390,302,262,516,595,117,3515
SAL20784,13,3,0,4,5,0,4,3,0,34
SAL20785,3,0,3,0,0,0,0,0,0,14
SAL20786,4,8,10,5,3,4,6,4,4,48
SAL20787,13,0,0,0,0,0,0,0,4,23
SAL20788,405,452,580,339,313,286,116,240,63,2787
SAL20789,9,0,0,0,0,0,0,0,0,7
SAL20790,683,1058,1163,894,796,606,527,878,125,6732
SAL20791,18,16,16,13,5,10,6,14,0,99
SAL20792,53,20,25,19,18,8,11,26,0,189
SAL20793,48,33,33,14,19,6,10,25,6,196
SAL20794,9,4,0,0,3,0,0,6,0,17
SAL20795,37,5,10,5,5,0,13,8,0,82
SAL20796,50,102,26,39,25,23,9,11,13,297
SAL20797,8,4,0,0,0,0,0,0,0,21
SAL20798,21,38,20,13,9,9,8,15,4,135
SAL20799,26,24,13,9,5,8,4,5,8,101
SAL20800,27,13,4,5,4,6,5,8,4,85
SAL20801,7,0,3,4,0,0,0,4,0,17
SAL20802,237,378,315,303,239,205,129,211,42,2054
SAL20803,10,5,0,4,0,0,4,4,0,30
SAL20804,57,16,33,24,24,9,11,27,6,199
SAL20805,25,5,3,6,5,0,0,3,3,50
SAL20806,8,0,0,4,0,0,0,0,0,17
SAL20807,0,3,7,8,5,4,4,8,0,35
SAL20808,20,3,3,0,0,0,0,6,0,30
SAL20809,100,56,48,32,39,17,15,41,0,358
SAL20810,11,0,0,0,0,0,0,6,0,20
SAL20811,3,0,0,0,0,0,0,0,0,8
SAL20812,22,12,27,12,22,12,7,18,0,135
SAL20813,25,24,40,37,20,27,23,45,5,241
SAL20814,13,4,4,3,3,0,0,5,4,39
SAL20815,4,0,0,0,0,0,0,0,0,9
SAL20816,26,44,35,24,28,16,4,23,4,210
SAL20817,27,0,0,0,0,0,0,0,0,34
SAL20818,3,0,0,4,0,0,0,0,0,13
SAL20819,0,0,0,0,0,0,0,0,0,0
SAL20820,5,3,7,8,7,0,4,7,0,44
SAL20821,8,0,0,0,0,0,0,0,0,7
SAL20822,68,102,74,70,62,54,29,54,4,508
SAL20823,197,341,358,356,286,237,198,379,44,2386
SAL20824,0,0,0,0,0,0,0,0,0,3
SAL20825,418,822,126,153,281,152,26,89,25,2092
SAL20826,16,9,7,0,4,0,0,4,0,39
SAL20827,34,58,61,66,47,61,39,88,15,469
SAL20828,106,247,146,100,119,89,64,131,12,1015
SAL20829,280,686,276,252,278,174,74,156,33,2202
SAL20830,617,1514,115,193,341,154,28,69,52,3078
SAL20831,71,97,0,17,0,0,0,4,3,192
SAL20832,9,4,3,4,7,0,0,0,0,35
SAL20833,53,58,86,41,45,28,26,50,4,397
SAL20834,9,10,0,5,0,0,0,0,0,19
SAL20835,3,0,0,0,0,0,0,0,0,9
SAL20836,151,202,155,158,151,115,54,137,22,1146
SAL20837,7,5,9,6,10,11,4,5,0,61
SAL20838,851,1145,1075,984,691,723,430,860,98,6861
SAL20839,46,33,76,29,35,22,23,32,4,302
SAL20840,50,26,40,38,21,20,19,35,4,248
SAL20841,65,10,9,4,7,9,4,25,3,127
SAL20842,20,3,5,4,5,0,5,10,0,54
SAL20843,90,90,114,60,92,60,37,56,14,605
SAL20844,86,53,44,43,41,20,35,55,20,385
SAL20845,15,8,10,3,3,5,0,3,0,51
SAL20846,11,3,0,0,5,0,0,3,0,34
SAL20847,15,7,10,3,6,9,8,10,0,59
SAL20848,561,1002,450,360,434,273,109,159,64,3412
SAL20849,17,15,14,8,6,8,7,4,5,87
SAL20850,60,31,64,54,24,31,17,57,13,353
SAL20851,25,10,17,6,5,9,9,27,0,108
SAL20852,18,25,34,20,15,10,9,23,6,157
SAL20853,7,5,0,0,0,3,0,0,0,26
SAL20854,10,9,6,0,0,0,0,6,0,28
SAL20855,16,4,8,9,0,0,3,7,0,57
SAL20856,0,0,0,0,0,0,0,0,0,0
SAL20857,15,15,16,12,16,10,4,13,0,110
SAL20858,40,10,8,4,3,8,0,9,0,94
SAL20859,185,279,260,225,187,169,130,269,40,1751
SAL20860,23,23,11,7,15,10,12,15,0,121
SAL20861,10,10,7,7,3,6,0,16,0,62
SAL20862,62,31,39,28,29,15,35,40,4,292
SAL20863,49,60,45,34,36,25,20,29,5,306
SAL20864,1157,2419,397,519,701,444,92,200,116,6051
SAL20865,1757,3027,1184,926,1336,753,219,474,118,9808
SAL20866,661,1101,448,371,512,276,121,159,45,3692
SAL20867,1905,3693,728,819,964,731,141,305,149,9438
SAL20868,426,632,578,342,410,209,164,251,51,3053
SAL20869,6,0,0,0,0,0,0,0,0,14
SAL20870,31,45,27,23,29,13,10,17,0,205
SAL20871,1163,2216,1680,1170,1602,1020,933,1101,251,11135
SAL20872,15,40,48,40,35,21,24,38,8,274
SAL20873,7,0,0,0,0,0,0,0,0,9
SAL20874,0,0,0,0,0,0,0,0,0,0
SAL20875,33,4,6,5,7,0,6,7,4,71
SAL20876,14,0,0,0,0,0,0,0,0,18
SAL20877,46,79,54,40,44,40,22,34,8,369
SAL20878,1283,2469,2204,1889,2061,1450,1588,1735,350,15040
SAL20879,235,490,372,334,287,214,182,319,29,2473
SAL20880,9,11,0,5,8,6,4,0,0,37
SAL20881,15,9,18,15,13,7,8,6,0,95
SAL20882,0,0,0,0,0,0,0,0,0,0
SAL20883,32,10,8,18,9,3,8,14,0,111
SAL20884,3,0,0,0,0,0,0,0,0,9
SAL20885,2025,3912,1056,1062,1767,968,306,630,208,11941
SAL20886,0,4,0,6,0,0,0,0,0,8
SAL20887,250,455,187,173,292,139,64,117,36,1709
SAL20888,169,252,90,64,104,70,36,46,10,847
SAL20889,62,125,158,101,80,57,100,145,30,862
SAL20890,10,4,7,0,0,0,0,8,0,33
SAL20891,29,50,45,56,28,25,9,33,3,287
SAL20892,193,233,214,151,134,117,96,199,31,1376
SAL20893,33,13,10,4,16,6,0,29,0,122
SAL20894,9,12,11,9,4,0,7,3,0,57
SAL20895,5,0,0,0,0,0,0,0,0,4
SAL20896,29,10,17,15,4,8,7,4,0,97
SAL20897,23,21,3,9,7,5,4,7,0,78
SAL20898,9,11,14,7,11,3,6,5,0,60
SAL20899,222,289,232,150,232,165,103,81,20,1496
SAL20900,3,7,0,5,0,0,0,0,0,19
SAL20901,595,1585,299,320,415,226,75,145,48,3707
SAL20902,46,61,30,23,17,13,0,8,0,200
SAL20903,0,0,4,0,0,0,0,0,0,10
SAL20904,16,3,7,3,7,5,5,10,0,56
SAL20905,0,0,0,0,0,0,0,0,0,0
SAL20906,58,11,33,29,9,12,10,44,11,202
SAL20907,27,17,16,5,5,5,6,15,3,95
SAL20908,15,14,3,3,5,0,4,4,4,48
SAL20909,517,1325,759,668,610,476,503,612,171,5645
SAL20910,5,6,0,0,0,0,0,0,0,15
SAL20911,3,0,0,0,0,0,0,4,0,4
SAL20912,12,20,5,0,5,5,0,0,0,54
SAL20913,17,3,8,10,5,8,12,16,3,87
SAL20914,11,6,5,0,0,0,0,3,0,34
SAL20915,13,3,0,0,0,0,0,0,0,18
SAL20916,0,0,0,0,0,0,0,0,0,0
SAL20917,1663,2952,2280,1528,2001,1250,856,1202,242,13971
SAL20918,169,250,109,77,92,50,20,40,14,808
SAL20919,6,0,0,0,0,0,0,0,0,8
SAL20920,71,48,43,30,43,33,3,25,10,295
SAL20921,112,72,46,34,37,31,12,45,7,397
SAL20922,0,0,3,0,0,0,0,0,0,3
SAL20923,7,6,3,0,0,0,0,0,0,12
SAL20924,1089,2949,352,518,562,330,97,196,93,6186
SAL20925,1344,3762,435,614,749,414,74,183,100,7669
SAL20926,5,11,13,0,5,8,3,9,0,59
SAL20927,0,0,4,4,6,3,4,6,0,29
SAL20928,0,0,0,0,0,0,0,0,0,0
SAL20929,524,1409,223,361,413,229,103,264,73,3617
SAL20930,124,131,40,31,40,33,7,27,12,446
SAL20931,171,507,218,333,187,227,101,221,25,1990
SAL20932,46,38,73,39,34,10,27,54,3,328
SAL20933,29,8,20,6,8,8,7,3,0,92
SAL20934,0,0,4,0,0,0,3,0,0,12
SAL20935,1220,3289,933,1041,1244,668,468,775,194,9841
SAL20936,18,8,16,7,8,3,6,5,4,76
SAL20937,652,1527,489,493,695,476,182,333,78,4928
SAL20938,39,42,22,24,13,10,18,17,0,178
SAL20939,26,32,8,17,11,0,0,18,6,118
SAL20940,139,141,94,87,69,71,38,97,12,742
SAL20941,17,11,3,11,8,5,4,8,3,75
SAL20942,7,4,5,0,0,0,4,0,0,22
SAL20943,9,5,0,0,0,0,0,0,0,19
SAL20944,20,5,4,4,11,3,7,11,3,70
SAL20945,6,0,0,0,0,0,0,0,0,10
SAL20946,14,8,0,3,0,0,7,3,0,34
SAL20947,1839,3449,2832,2399,2048,1572,1061,1765,306,17270
SAL20948,154,192,401,292,198,158,249,349,51,2038
SAL20949,1517,2394,1226,959,1168,862,299,632,144,9192
SAL20950,467,991,620,499,756,397,456,373,94,4649
SAL20951,10,9,13,11,0,0,0,8,0,52
SAL20952,22,8,0,4,0,3,4,4,4,57
SAL20953,0,3,0,0,0,0,0,0,0,3
SAL20954,62,50,31,29,25,18,14,21,0,248
SAL20955,14,44,13,17,3,11,4,8,3,113
SAL20956,25,15,21,8,6,7,8,9,3,94
SAL20957,0,0,0,0,0,0,0,0,0,9
SAL20958,8,5,3,0,0,0,0,3,0,25
SAL20959,4,0,3,3,4,0,0,3,4,25
SAL20960,108,196,106,64,75,60,32,35,6,696
SAL20961,0,0,0,0,0,0,0,0,0,0
SAL20962,15,3,3,5,0,0,0,3,0,35
SAL20963,23,8,4,3,3,4,3,8,0,64
SAL20964,14,16,13,11,4,10,9,16,3,85
SAL20965,118,215,42,54,61,42,10,30,4,570
SAL20966,138,157,218,87,130,78,71,116,30,1020
SAL20967,26,18,19,12,21,6,6,13,7,121
SAL20968,3,13,9,10,8,3,4,3,0,53
SAL20969,49,9,19,16,11,8,8,21,0,131
SAL20970,0,0,0,0,0,0,0,0,0,3
SAL20971,16,0,0,0,0,0,0,9,0,26
SAL20972,15,7,0,0,6,0,0,8,0,32
SAL20973,415,1019,339,395,340,241,84,246,62,3137
SAL20974,614,1259,500,465,439,261,166,275,60,4044
SAL20975,8,0,0,0,0,0,0,0,0,7
SAL20976,20,18,13,11,7,5,8,9,0,99
SAL20977,4,0,0,0,0,0,0,0,0,12
SAL20978,3,0,0,0,0,0,0,3,0,20
SAL20979,166,232,258,158,131,81,79,122,28,1255
SAL20980,7,5,0,5,0,3,0,5,0,24
SAL20981,0,0,0,0,0,0,0,0,0,0
SAL20982,17,10,5,6,7,0,0,3,0,41
SAL20983,7,3,0,0,0,0,0,7,0,10
SAL20984,20,4,7,0,0,5,4,0,0,45
SAL20985,25,3,6,4,0,0,3,18,0,57
SAL20986,6,0,0,0,0,0,0,0,0,8
SAL20987,0,0,0,0,0,0,0,0,0,0
SAL20988,8,6,4,0,0,0,0,3,0,20
SAL20989,22,54,39,28,18,18,14,16,0,210
SAL20990,14,15,9,5,6,4,3,8,0,65
SAL20991,9,3,6,0,4,4,0,0,0,34
SAL20992,8,0,3,5,7,0,0,5,0,36
SAL20993,14,6,5,0,0,0,3,7,0,34
SAL20994,9,0,0,0,0,0,0,0,0,16
SAL20995,3,0,6,0,5,0,0,5,0,26
SAL20996,9,0,4,0,0,0,4,3,0,25
SAL20997,0,0,0,0,0,0,0,0,0,0
SAL20998,3,0,0,0,0,0,0,0,0,9
SAL20999,64,12,39,20,11,15,26,39,4,225
SAL21000,18,3,11,4,8,3,7,12,0,73
SAL21001,758,1260,818,583,695,376,241,346,58,5141
SAL21002,81,87,71,43,68,33,20,25,9,432
SAL21003,11,0,0,4,0,0,0,4,0,20
SAL21004,355,581,566,342,533,287,296,344,79,3377
SAL21005,37,30,44,19,19,10,21,24,3,217
SAL21006,27,17,14,14,15,11,5,7,0,94
SAL21007,5,13,8,3,4,0,0,0,4,36
SAL21008,16,7,8,4,11,9,6,10,0,65
SAL21009,372,1103,266,301,326,208,70,152,75,2870
SAL21010,2959,5715,798,1085,1701,1118,194,461,208,14227
SAL21011,8,13,10,7,8,0,3,3,0,60
SAL21012,4,0,0,3,0,0,0,0,3,6
SAL21013,2892,6492,1786,1699,2437,1668,700,1216,397,19288
SAL21014,0,0,0,0,0,0,0,0,0,0
SAL21015,13,0,0,0,3,0,0,0,0,17
SAL21016,16,3,0,0,0,0,0,0,0,20
SAL21017,4,0,3,0,0,0,0,0,0,12
SAL21018,31,14,8,8,10,5,14,16,0,110
SAL21019,9,0,0,0,7,0,6,0,0,18
SAL21020,45,17,40,12,15,12,17,26,7,193
SAL21021,11,3,3,0,3,3,0,3,0,28
SAL21022,4,0,0,0,0,0,0,4,0,4
SAL21023,0,0,0,0,0,0,0,0,0,0
SAL21024,32,8,4,0,4,0,6,9,0,63
SAL21025,93,71,112,66,63,45,57,63,14,583
SAL21026,12,11,25,8,11,9,16,7,0,103
SAL21027,12,9,13,10,11,3,7,4,4,78
SAL21028,3,0,0,0,0,3,0,0,0,9
SAL21029,12,3,14,0,4,8,0,3,0,36
SAL21030,0,0,0,0,6,0,0,0,0,7
SAL21031,4,5,0,0,0,0,0,0,0,9
SAL21032,25,4,4,0,3,0,3,0,0,41
SAL21033,5,3,0,0,0,0,0,0,0,6
SAL21034,5,3,0,0,0,3,0,0,0,12
SAL21035,0,0,0,0,0,0,0,0,0,4
SAL21036,5,0,0,0,0,0,0,0,0,12
SAL21037,0,4,0,0,0,4,0,0,0,12
SAL21038,46,51,30,23,11,12,3,21,0,199
SAL21039,14,14,18,25,11,12,7,8,9,122
SAL21040,5,4,8,4,0,6,4,5,0,32
SAL21041,24,5,3,0,6,0,0,4,4,55
