SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20295,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SAL20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20300,0,0,0,0,0,0,0,0,0,6,7,3,17,0,0,0,15,15,0,27
SAL20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20304,0,5,0,0,0,5,7,5,15,371,296,48,711,20,11,33,745,458,4,1213
SAL20305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20307,0,6,0,0,0,6,0,0,9,73,54,13,140,3,3,3,145,50,0,196
SAL20308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL20309,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,5,5,0,12
SAL20310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20312,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
SAL20313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20314,0,0,0,0,0,0,0,0,3,137,126,22,278,11,14,24,305,250,4,558
SAL20315,0,4,0,0,0,4,0,0,6,152,130,12,294,8,6,19,314,235,0,548
SAL20316,0,0,0,0,0,0,4,0,3,118,74,13,198,9,6,12,211,114,3,334
SAL20317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20322,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,11,9,0,13
SAL20323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20324,0,0,0,0,0,0,5,8,13,113,95,23,229,23,15,34,263,314,14,589
SAL20325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20326,0,0,0,0,0,0,0,0,0,13,19,3,33,0,0,0,32,37,0,68
SAL20327,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,0,4
SAL20328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20329,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
SAL20330,0,0,0,0,0,0,0,0,0,13,13,4,23,0,0,6,30,12,0,47
SAL20331,0,0,0,0,0,0,0,0,0,64,48,8,118,0,0,3,125,59,0,179
SAL20332,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
SAL20333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,13
SAL20336,0,0,0,0,0,0,0,0,0,23,30,3,54,0,0,0,54,28,3,86
SAL20337,0,3,0,0,0,3,0,3,6,298,196,27,520,11,7,20,541,240,8,776
SAL20338,0,0,0,0,0,0,3,0,10,232,133,22,385,3,8,8,395,197,3,595
SAL20339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL20340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20341,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,7
SAL20342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20345,0,3,0,0,0,3,0,4,3,64,64,10,139,4,0,6,146,108,7,257
SAL20346,0,0,0,0,0,0,5,12,22,76,93,19,193,14,18,31,228,449,16,699
SAL20347,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5
SAL20348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL20350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20351,0,8,0,0,0,8,5,0,5,144,91,15,259,22,14,31,292,212,3,504
SAL20352,0,0,0,0,0,0,0,0,0,32,12,3,48,3,0,7,48,40,0,88
SAL20353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20354,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,4,0,8
SAL20355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20356,0,0,0,0,0,0,0,0,0,46,42,5,95,4,3,7,98,62,5,165
SAL20357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,0,0,0,0,0,0,7,0,7,209,132,11,355,6,8,20,368,278,3,653
SAL20362,0,0,0,0,0,0,0,0,0,144,91,10,244,9,9,18,260,113,0,371
SAL20363,0,0,0,0,0,0,9,3,6,145,99,8,256,5,3,10,267,191,3,460
SAL20364,0,0,0,0,0,0,0,0,0,7,15,0,26,0,5,3,33,11,0,38
SAL20365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL20366,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,8
SAL20367,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4
SAL20368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20369,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SAL20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20375,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,4,0,7
SAL20376,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL20377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20381,0,0,0,0,0,0,0,0,0,7,9,0,13,0,0,0,11,9,0,22
SAL20382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20386,0,0,0,0,0,0,0,0,5,137,85,12,232,5,3,8,240,241,12,487
SAL20387,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,8,0,18
SAL20388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20389,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SAL20390,0,0,0,0,0,0,0,0,0,5,8,0,11,0,0,0,11,0,0,16
SAL20391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20393,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,11,0,0,12
SAL20394,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL20395,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,9,0,11
SAL20396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20399,0,5,0,0,0,5,8,6,13,326,267,41,631,18,21,39,677,461,14,1148
SAL20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20403,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SAL20404,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,11
SAL20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20409,0,0,0,0,0,0,0,0,0,44,34,4,88,0,0,0,88,41,0,127
SAL20410,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,8,3,0,12
SAL20411,0,3,0,0,0,3,0,0,3,27,27,3,61,3,0,3,60,29,0,88
SAL20412,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5
SAL20413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20418,0,0,0,0,0,0,0,0,0,10,5,0,14,0,0,0,14,5,0,19
SAL20419,0,0,0,0,0,0,0,0,4,50,43,16,109,5,4,10,118,68,3,184
SAL20420,0,0,0,0,0,0,0,0,0,81,45,6,130,8,4,14,144,83,4,233
SAL20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20422,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,3
SAL20423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20425,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SAL20426,0,0,0,0,0,0,8,0,12,168,127,17,311,8,12,21,331,234,7,572
SAL20427,0,4,0,0,0,4,6,0,8,110,86,8,208,5,3,15,217,217,5,441
SAL20428,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,12,9,0,20
SAL20429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20431,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,9,6,0,16
SAL20432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20434,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,4,0,0,8
SAL20435,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SAL20436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20437,0,0,0,0,0,0,0,0,0,8,7,0,11,0,0,0,11,5,0,14
SAL20438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL20439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL20440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20441,0,0,0,0,0,0,0,3,13,124,84,29,233,12,25,32,268,195,9,470
SAL20442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20443,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,0,0,8
SAL20444,0,0,0,0,0,0,3,3,12,79,81,14,171,3,10,14,180,155,5,342
SAL20445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL20446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20447,0,0,0,0,0,0,0,3,3,3,4,3,7,0,0,0,7,5,3,15
SAL20448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20451,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,7
SAL20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,0,4,0,0,0,4,0,0,9,243,153,21,411,8,14,17,432,246,4,682
SAL20454,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,7
SAL20455,0,0,0,0,0,0,0,3,8,20,27,9,58,7,7,9,65,171,7,246
SAL20456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20457,0,0,0,0,0,0,0,0,0,27,43,6,80,0,0,0,80,27,0,110
SAL20458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20460,0,0,0,0,0,0,0,0,3,31,45,0,78,0,0,3,80,54,5,138
SAL20461,0,0,0,0,0,0,0,0,0,57,58,6,122,9,3,7,129,62,0,191
SAL20462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20463,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SAL20464,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,10
SAL20465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20466,0,0,0,0,0,0,0,0,0,9,10,4,21,0,0,0,21,6,0,22
SAL20467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20468,0,0,0,0,0,0,0,0,3,79,66,11,146,4,5,9,153,107,3,266
SAL20469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4
SAL20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20473,0,0,0,0,0,0,0,0,0,9,5,0,17,0,0,0,17,12,0,28
SAL20474,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,12
SAL20475,0,0,0,0,0,0,0,3,3,31,24,3,57,0,0,0,66,11,3,75
SAL20476,0,0,0,0,0,0,6,0,7,56,75,19,153,7,4,11,160,119,5,292
SAL20477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20480,0,0,0,0,0,0,0,0,0,6,5,0,9,0,0,0,10,9,0,14
SAL20481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL20485,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,9,3,0,14
SAL20486,0,0,0,0,0,0,0,0,0,13,6,4,24,0,0,0,24,6,0,32
SAL20487,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,9,0,0,9
SAL20488,0,0,0,0,0,0,0,0,0,16,0,4,19,0,0,0,19,14,0,33
SAL20489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20492,0,0,0,0,0,0,0,0,0,7,7,0,16,6,0,4,23,12,6,39
SAL20493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20494,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,0,8,4,0,10
SAL20495,0,0,0,0,0,0,6,6,11,65,70,14,158,5,17,20,180,168,6,350
SAL20496,0,0,0,0,0,0,0,0,4,62,44,8,114,0,3,5,116,45,0,162
SAL20497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20498,0,0,0,0,0,0,0,0,3,185,106,16,305,5,5,13,319,198,4,523
SAL20499,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,7
SAL20500,0,4,0,0,0,4,0,4,12,373,243,53,665,25,30,54,724,332,6,1060
SAL20501,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,11
SAL20502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20503,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,5,0,9
SAL20504,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,6
SAL20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20507,0,0,0,0,0,0,0,5,10,92,42,12,152,3,4,4,159,82,5,246
SAL20508,3,6,0,0,0,6,9,6,23,419,357,53,829,23,22,44,864,433,11,1313
SAL20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20512,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,12,0,0,13
SAL20513,0,0,0,0,0,0,0,6,6,13,11,0,30,0,0,0,28,23,4,56
SAL20514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20515,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7
SAL20516,0,0,0,0,0,0,6,0,3,97,114,15,222,0,0,8,230,133,7,371
SAL20517,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,12
SAL20518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20521,0,0,0,0,0,0,0,0,0,66,42,8,114,0,3,6,121,63,0,184
SAL20522,0,0,0,0,0,0,0,0,0,12,8,0,21,0,0,0,21,7,0,31
SAL20523,0,8,0,0,0,8,4,0,11,163,105,12,282,9,7,16,298,149,0,450
SAL20524,0,0,0,0,0,0,3,0,5,146,95,10,247,6,3,8,254,119,0,375
SAL20525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20526,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,5,4,0,11
SAL20527,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,4
SAL20528,0,0,0,0,0,0,4,4,7,127,76,14,210,8,12,13,228,168,4,401
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20533,0,0,0,0,0,0,0,0,0,42,28,3,73,3,0,3,75,20,0,97
SAL20534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20535,0,0,0,0,0,0,0,0,3,11,8,0,23,0,4,5,22,16,0,36
SAL20536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20537,0,0,0,0,0,0,0,0,3,134,89,9,243,6,0,5,246,146,0,397
SAL20538,0,0,0,0,0,0,0,0,0,77,65,13,158,5,4,8,163,67,5,235
SAL20539,0,0,0,0,0,0,3,3,12,368,265,30,655,7,15,24,676,352,11,1039
SAL20540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20543,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,9,4,0,10
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SAL20546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20547,0,0,0,0,0,0,0,0,0,8,21,0,27,0,0,0,28,16,0,42
SAL20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20551,0,0,0,0,0,0,4,0,4,11,3,3,23,0,0,0,24,32,3,60
SAL20552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20556,0,0,0,0,0,0,0,0,8,154,105,28,296,0,9,10,303,161,0,469
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20559,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,3,0,5
SAL20560,0,0,0,0,0,0,0,0,0,13,8,0,18,0,0,0,21,20,0,41
SAL20561,0,0,0,0,0,0,3,0,4,61,76,12,152,8,10,23,168,147,5,320
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20564,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
SAL20565,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL20566,0,0,0,0,0,0,0,6,4,85,56,13,159,9,4,16,179,165,6,340
SAL20567,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,7,6,0,16
SAL20568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20569,0,0,0,0,0,0,7,0,6,102,107,14,221,11,5,16,241,239,8,484
SAL20570,0,0,0,0,0,0,4,3,8,125,101,17,234,15,7,19,261,311,8,581
SAL20571,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,3
SAL20572,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,9,7,0,16
SAL20573,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,3
SAL20574,0,0,0,0,0,0,0,0,0,55,44,5,105,0,4,3,112,61,0,173
SAL20575,3,0,0,0,0,0,0,3,7,92,112,21,225,7,9,15,232,120,6,354
SAL20576,0,0,0,0,0,0,0,0,0,6,5,0,8,0,0,0,9,6,0,10
SAL20577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20578,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0
SAL20579,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL20580,0,0,0,0,0,0,0,0,0,13,26,5,42,3,0,9,49,45,0,95
SAL20581,3,3,0,0,0,3,0,0,9,132,91,19,240,9,10,15,256,102,0,353
SAL20582,0,3,0,0,0,3,3,0,3,337,212,34,580,15,16,29,610,266,9,889
SAL20583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL20584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20586,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,0,0,4
SAL20587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
