SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL20715,302,297,600,139,73,207,37,97,134,19,12,30,11,8,12,194,184,380,86,89,175,4.6,3.8,4.2,64.6,62.6,63.6,61.6,60.3,61,4,7,13,3,12,13,19,31,49,16,39,55,106,40,149,3,3,5,4,3,11,113,52,164,330,316,638,30,22,52,237,240,477,100,88,183
SAL20716,171,166,331,75,37,114,22,47,66,9,13,25,9,0,9,114,93,212,45,50,94,8,0,4.3,66.1,59.1,62.7,60.8,59.1,60,0,6,11,0,4,0,11,34,49,13,18,33,57,14,73,3,3,3,4,5,4,66,20,82,161,171,326,16,13,28,136,145,284,36,26,57
SAL20717,8,3,11,5,3,3,0,3,3,0,0,0,0,0,0,5,4,12,4,0,3,0,20,12.5,60,83.3,72.7,60,66.7,63.6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,0,0,4,4,8,0,5,5
SAL20718,142,124,270,57,34,87,16,25,42,6,0,15,3,0,3,80,63,146,54,55,109,4.9,0,2.7,57.3,50.8,54.3,54.5,50.8,52.8,0,4,4,0,0,0,5,3,7,6,11,20,29,22,55,0,0,0,0,0,0,29,23,57,132,119,251,16,11,25,107,97,200,32,31,70
SAL20719,59,47,107,9,0,11,4,5,13,0,0,5,0,0,4,18,10,27,29,19,51,5.6,15.4,9.7,30.5,27.7,29.2,28.8,23.4,26.4,4,0,4,0,0,0,0,3,4,3,8,13,20,3,24,0,0,0,5,0,10,25,11,31,41,33,77,11,7,18,34,27,63,17,11,26
SAL20720,18,22,39,11,3,17,3,0,0,0,0,0,0,0,0,14,5,16,3,8,14,0,0,0,68.4,31.6,50,68.4,31.6,50,0,3,3,0,0,0,0,6,4,0,0,0,8,0,7,0,0,0,0,0,0,8,5,10,21,15,38,0,0,0,13,15,31,0,0,0
SAL20721,1115,1345,2462,340,213,554,213,331,542,31,36,75,31,18,50,615,603,1215,405,629,1034,5.3,2.8,4.1,55.3,44.6,49.5,52.4,43.4,47.5,88,88,175,26,71,105,164,285,443,140,137,278,194,107,302,8,14,27,20,22,44,223,145,370,978,1196,2173,175,179,356,607,776,1381,499,565,1066
SAL20722,52,44,98,22,10,33,10,14,22,4,0,4,0,0,4,44,23,66,11,19,27,2.5,4,3.1,76.9,55.6,67,75,53.3,64.9,0,4,4,0,0,0,3,5,14,0,6,8,11,3,15,0,0,0,0,0,0,14,6,20,56,57,112,8,8,20,34,35,71,20,23,40
SAL20723,141,160,306,54,21,75,22,59,81,8,17,20,4,0,4,85,90,179,40,40,83,2.4,2.2,2.2,58.6,58.9,58.7,57.2,57.6,57.4,12,18,25,3,0,10,21,29,47,15,28,39,34,10,47,0,0,0,0,0,5,33,12,47,145,147,286,14,16,30,101,104,198,52,53,101
SAL20724,233,251,486,126,97,221,37,61,98,4,14,19,6,9,13,174,185,353,51,60,109,3.5,4.9,4.2,73.9,73.4,73.7,71.4,69.8,70.5,16,27,40,0,6,10,48,70,115,24,31,53,37,18,59,0,0,0,0,6,9,42,27,68,63,61,131,241,257,499,31,38,64,252,273,517
SAL20725,6,4,12,0,3,5,0,3,7,0,0,0,0,0,0,3,4,6,4,0,4,0,0,0,50,100,66.7,50,100,66.7,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,6,4,7,0,0,0,6,4,8,0,0,0
SAL20726,80,80,162,41,24,59,8,28,40,0,0,7,0,0,0,53,56,103,23,19,40,0,0,0,64.2,68.8,66.5,64.2,68.8,66.5,0,0,0,0,0,8,7,14,14,8,15,17,23,15,37,0,0,0,3,0,3,25,17,43,84,82,164,13,7,13,51,51,103,34,32,72
SAL20727,92,86,172,33,17,51,15,17,35,5,8,11,0,0,3,52,41,91,32,40,70,3.9,2.4,3.3,58,47.7,52.9,55.7,46.5,51.1,0,0,5,0,3,5,5,13,13,9,9,22,28,16,37,0,0,3,0,0,0,23,13,38,87,83,177,5,12,19,70,70,138,19,21,36
SAL20728,802,992,1799,303,209,510,142,233,376,24,24,46,23,21,45,493,485,978,286,492,776,4.7,4.1,4.4,61.2,48.6,54.2,58.3,46.6,51.8,141,131,267,27,40,64,255,313,565,71,102,176,58,34,92,0,3,9,4,17,25,66,59,128,822,970,1793,106,131,237,548,670,1216,355,397,756
SAL20729,7213,7242,14452,2780,1551,4334,951,1359,2311,282,321,602,341,327,668,4357,3554,7913,2290,3182,5471,7.9,9.1,8.4,60.4,49.1,54.7,55.6,44.6,50.1,298,268,568,60,122,183,891,1112,2002,508,693,1208,1129,657,1793,59,97,151,100,111,212,1291,869,2153,7443,7446,14889,946,855,1798,5015,5177,10197,2853,2657,5509
SAL20730,2048,2387,4433,831,442,1276,265,632,894,59,106,164,86,67,154,1244,1250,2489,688,989,1678,6.9,5.5,6.2,60.6,52.5,56.2,56.4,49.6,52.7,29,42,70,29,63,85,148,259,401,118,199,311,628,394,1021,24,47,70,28,42,69,675,479,1162,2045,2286,4331,299,369,670,1318,1456,2776,908,1061,1965
SAL20731,3296,3487,6782,1317,782,2101,449,767,1215,145,131,272,188,162,345,2097,1842,3941,1016,1469,2488,8.8,8.9,8.8,63.6,52.8,58,58,48.1,52.9,92,74,162,21,52,70,350,474,827,210,291,504,605,346,955,25,46,78,45,56,108,674,456,1136,3448,3612,7059,297,272,573,2592,2780,5373,958,928,1888
SAL20732,7,6,16,5,4,6,0,0,0,0,0,0,0,0,0,5,4,6,4,6,9,0,0,0,71.4,40,58.3,71.4,40,58.3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,4,0,8,4,0,4,6,3,15
SAL20733,15,18,33,4,0,11,6,8,9,0,0,6,0,0,0,13,14,23,3,3,6,0,0,0,80,70.6,75,80,70.6,75,0,0,0,0,0,0,0,0,4,0,4,4,8,0,10,0,0,0,0,0,0,8,4,12,14,15,30,3,0,3,9,12,24,3,4,4
SAL20734,20,14,30,10,0,9,0,5,4,0,0,0,5,0,8,11,8,20,9,6,16,27.3,12.5,21.1,57.9,57.1,57.6,42.1,50,45.5,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,4,4,6,16,13,30,3,0,5,8,10,27,7,4,12
SAL20735,10,9,18,5,0,3,0,4,9,0,0,0,0,0,0,12,6,11,3,4,6,0,0,0,80,60,70,80,60,70,0,0,0,0,0,0,0,0,5,0,0,0,4,0,7,0,0,0,0,0,0,4,4,5,10,11,19,0,0,0,10,6,17,0,3,5
SAL20736,174,173,348,100,51,149,15,43,60,6,8,18,0,0,4,125,107,228,28,49,70,1.6,1,1.3,71.5,58.8,65,70.3,58.2,64.2,0,3,0,0,4,4,12,23,32,7,20,27,40,32,73,5,0,10,0,0,0,50,31,79,172,168,339,24,23,43,118,108,235,63,69,133
SAL20737,743,814,1558,413,199,612,87,274,363,29,48,79,22,14,38,547,541,1092,156,222,379,3.6,3,3.3,74,66.7,70.2,71.3,64.7,67.8,11,15,28,4,26,29,34,109,145,43,86,133,259,144,402,11,11,26,10,22,28,274,180,450,788,821,1609,130,126,256,539,543,1083,321,347,668
SAL20738,71,67,134,26,13,38,11,13,20,4,0,6,0,0,3,41,29,64,29,26,51,5.4,3.4,4.5,52.9,46,49.6,50,44.4,47.4,9,0,5,0,0,0,12,15,25,10,8,16,20,10,31,0,0,0,0,0,3,21,12,33,66,54,120,3,5,8,53,47,97,13,17,30
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,8,3,16,7,0,7,0,6,6,0,0,0,0,0,0,7,6,11,4,0,3,0,0,0,62.5,83.3,71.4,62.5,83.3,71.4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,6,0,8,0,4,5
SAL20741,274,266,541,100,50,151,28,52,83,7,8,16,8,15,19,146,124,268,92,107,199,5.6,10.4,7.8,52.6,47.2,49.9,49.6,42.3,46,7,9,14,0,10,7,17,28,48,22,29,49,78,48,120,7,6,11,3,6,9,92,55,147,269,234,502,35,32,64,185,169,356,94,90,184
SAL20742,23,26,45,10,10,21,3,9,16,0,0,0,0,0,0,14,17,33,3,3,13,0,0,0,65.2,70.8,68.1,65.2,70.8,68.1,0,0,0,0,0,0,0,0,0,0,5,5,3,0,7,0,0,0,0,0,0,3,0,7,25,21,46,3,4,5,17,19,38,6,10,14
SAL20743,3114,3105,6217,1562,943,2503,458,780,1238,126,149,267,136,107,248,2278,1978,4254,677,988,1663,6.1,5.5,5.8,73.1,63.7,68.4,68.7,60.2,64.4,172,146,329,33,83,109,542,688,1230,294,334,632,457,262,714,27,34,57,41,54,97,521,346,871,3756,3760,7513,366,320,685,2676,2699,5376,1128,1108,2234
SAL20744,57,45,92,14,8,23,7,13,15,0,0,0,0,4,6,24,20,50,20,18,41,3.7,9.5,6.3,50.9,48.8,50,49.1,44.2,46.9,0,5,5,3,5,6,7,4,13,4,10,15,11,6,20,0,0,0,0,0,0,13,8,26,47,27,77,7,12,16,27,17,40,28,27,47
SAL20745,163,162,327,55,24,83,16,44,59,5,5,12,0,0,4,77,74,151,59,76,136,1.2,1.4,1.3,49.7,45.1,47.4,49.1,44.4,46.8,4,3,6,3,3,7,11,27,38,11,16,27,41,19,60,0,0,0,3,0,0,41,27,68,163,152,313,18,18,39,122,116,235,45,50,97
SAL20746,89,84,174,26,15,44,5,24,32,3,4,6,3,0,8,42,42,84,33,36,67,11.4,4.7,8,48.9,50.6,49.7,43.3,48.2,45.7,0,6,4,0,0,3,0,9,12,3,9,14,26,10,34,0,0,4,0,4,4,26,15,37,82,82,167,0,5,9,59,55,120,23,26,49
SAL20747,6,7,11,5,7,11,0,0,0,0,0,0,0,0,0,6,8,12,5,0,5,0,0,0,66.7,88.9,80,66.7,88.9,80,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,15,0,0,0,9,13,15,0,0,0
SAL20748,660,624,1284,295,141,438,81,160,236,29,35,64,6,13,18,412,344,753,196,224,422,1.7,2.9,2.3,62.1,55.3,58.8,61.1,53.7,57.5,3,16,23,3,14,18,32,63,96,38,63,101,221,91,315,3,11,12,10,17,22,236,114,352,661,603,1265,69,74,143,501,457,956,205,195,398
SAL20749,162,150,309,60,24,85,16,36,54,13,9,15,4,0,6,89,71,158,68,64,129,3.4,5.6,4.4,54.3,48,51.3,52.5,45.3,49,7,0,6,3,6,4,9,19,21,14,19,35,56,27,78,3,0,0,0,0,9,61,30,92,147,142,283,23,20,42,112,107,225,46,46,95
SAL20750,63,67,129,30,13,41,11,20,32,0,0,4,3,0,0,44,36,79,13,23,39,4.7,2.8,3.8,66.2,56.3,61.2,63.1,54.7,58.9,4,0,3,3,3,7,10,13,19,7,9,19,20,7,28,0,0,0,0,3,7,24,3,31,62,62,125,7,9,13,48,43,96,16,20,35
SAL20751,257,76,332,43,16,59,3,28,32,8,8,14,0,3,3,58,52,114,199,18,215,3.3,3.8,3.5,23.7,68.4,33.9,23,65.8,32.7,0,0,0,0,0,3,8,8,19,5,7,13,23,11,37,0,4,8,0,3,6,26,21,43,86,73,160,12,10,22,66,60,131,12,19,38
SAL20752,4947,5134,10080,2717,1401,4122,676,1764,2439,197,300,497,145,112,250,3738,3574,7313,1108,1441,2547,3.8,3,3.4,75.5,69.6,72.5,72.7,67.5,70,234,300,538,130,253,379,738,1096,1838,501,676,1175,1457,544,2001,32,52,87,63,106,174,1557,702,2261,5456,5627,11085,489,491,978,4001,4079,8087,1643,1728,3372
SAL20753,49,49,97,12,8,25,13,3,16,0,0,5,0,0,0,25,17,43,26,24,52,0,0,0,48,40.4,44.3,48,40.4,44.3,0,0,0,0,0,0,3,5,3,4,7,10,13,9,24,0,0,4,0,0,0,15,11,28,56,56,108,0,0,0,43,35,76,13,13,28
SAL20754,2240,2243,4486,1236,748,1986,254,597,854,93,127,223,57,76,134,1639,1552,3194,450,579,1026,3.5,4.9,4.2,73.2,69.3,71.2,70.6,65.9,68.3,92,113,203,31,78,108,262,418,679,203,293,501,624,303,926,15,27,44,28,45,68,663,377,1038,2210,2189,4396,411,441,850,967,943,1904,1438,1482,2921
SAL20755,33,33,68,19,7,26,4,5,13,0,0,0,3,0,0,28,24,42,8,9,15,8.3,5,6.8,66.7,64.5,65.7,61.1,61.3,61.2,0,0,0,0,3,3,3,5,8,0,6,3,13,0,15,0,0,0,0,0,5,11,3,16,32,31,59,3,0,4,21,22,44,9,15,23
SAL20756,703,711,1411,254,115,368,48,161,209,13,22,36,16,9,24,341,303,643,317,355,672,5.6,2.6,4.2,47.9,43.2,45.5,45.2,42.1,43.6,12,21,28,8,14,19,34,61,101,41,81,121,179,75,257,9,6,17,17,12,27,208,91,300,689,693,1386,64,73,135,523,510,1029,194,217,415
SAL20757,85,82,167,40,23,63,12,12,22,5,4,9,0,0,0,55,44,102,23,32,57,0,6.5,3,61.6,56.8,59.3,61.6,53.1,57.5,0,3,3,0,0,4,0,9,15,0,11,13,19,12,31,0,5,5,0,0,0,19,12,32,86,89,175,7,8,7,66,69,139,17,17,37
SAL20758,4222,4430,8653,1984,1108,3094,581,1271,1845,140,185,325,112,86,199,2820,2647,5458,1274,1658,2929,4.1,3.2,3.7,66.7,59.7,63.1,64,57.7,60.8,170,199,367,81,139,221,644,828,1475,446,570,1013,981,386,1368,27,58,82,57,107,162,1059,551,1610,4636,4793,9429,333,335,668,3587,3711,7298,1187,1231,2415
SAL20759,36,34,73,14,13,27,8,11,18,0,0,0,0,0,0,29,20,49,12,17,23,0,0,0,66.7,54.1,60.5,66.7,54.1,60.5,0,0,0,0,0,0,0,9,4,0,5,6,14,4,20,0,4,4,0,3,3,14,8,23,44,42,90,0,0,0,32,30,61,7,11,19
SAL20760,61,54,116,28,17,47,15,23,39,9,0,7,4,0,3,48,42,93,9,6,10,4.2,2.3,3.3,75,84.6,79.3,71.9,82.7,76.7,3,7,8,6,4,9,11,10,18,9,8,12,16,3,24,0,5,5,0,0,0,16,8,25,33,28,58,27,24,47,19,15,38,38,36,71
SAL20761,70,55,126,33,13,52,8,14,25,4,4,7,0,0,0,47,40,82,16,16,35,0,2.8,1.2,69.6,64.3,67.2,69.6,62.5,66.4,4,0,4,0,0,0,3,9,13,6,8,10,13,6,23,0,0,0,0,0,0,13,3,23,71,59,128,6,3,4,46,42,94,20,13,35
SAL20762,155,147,307,64,37,99,20,34,58,7,9,16,0,0,3,100,82,184,44,46,87,3.1,1.2,2.2,61.9,56.4,59.2,60,55.7,57.9,3,11,14,0,4,6,24,28,55,18,21,37,44,17,62,0,4,3,3,3,7,49,22,70,145,139,281,23,13,36,107,111,224,42,35,76
SAL20763,10,14,20,8,5,9,0,5,7,0,0,0,0,0,0,8,10,12,4,3,5,0,0,0,66.7,70,68.2,66.7,70,68.2,0,0,0,0,3,3,0,3,3,0,0,7,7,0,7,0,0,0,0,0,0,7,0,7,14,13,27,0,4,0,11,13,24,3,7,9
SAL20764,48,48,96,25,13,39,9,12,20,0,4,5,0,0,3,36,31,65,13,12,22,2.9,3.1,3,69.4,68.1,68.8,67.3,66,66.7,3,0,4,0,0,0,4,7,15,3,5,10,15,0,13,0,0,0,3,0,0,17,3,18,51,46,96,0,0,0,46,36,84,3,8,18
SAL20765,23,26,47,12,5,15,7,6,12,0,0,7,0,0,0,20,14,29,7,9,19,5.6,0,3.2,69.2,56.5,63.3,65.4,56.5,61.2,0,0,0,0,0,0,4,8,10,0,3,4,5,0,8,0,0,0,0,0,0,5,0,9,32,23,54,0,0,0,22,16,38,7,9,12
SAL20766,7413,6874,14283,3892,2583,6468,1042,1325,2372,292,303,598,323,379,706,5553,4592,10140,1193,1645,2842,5.8,8.3,6.9,74.9,66.8,71,70.6,61.2,66.1,1329,1376,2709,183,219,402,2587,2338,4924,613,627,1237,501,278,783,31,35,67,75,65,141,605,383,990,4193,3891,8083,3061,2825,5885,1342,1315,2654,5640,5152,10790
SAL20767,8,6,11,0,0,3,3,3,8,0,0,0,0,0,0,3,0,10,0,5,0,0,0,0,83.3,66.7,75,83.3,66.7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,6,13,0,0,0,8,6,11,3,0,3
SAL20768,30,26,54,8,4,17,3,10,13,0,0,5,3,0,3,16,17,31,4,7,14,11.8,0,6.3,60.7,55.6,58.2,53.6,55.6,54.5,0,0,0,0,0,0,4,6,12,4,0,6,6,0,14,0,0,0,3,0,9,10,3,19,22,23,43,0,0,0,19,18,36,10,11,13
SAL20769,241,232,476,109,46,159,36,62,99,13,16,32,10,9,8,164,133,301,62,83,147,3.6,4.4,4,68.2,59.1,63.7,65.7,56.5,61.2,3,9,9,0,7,6,18,30,50,13,32,46,76,30,103,3,8,7,0,10,9,76,45,125,263,249,510,15,18,33,203,184,387,57,71,129
SAL20770,608,628,1237,222,113,334,61,131,194,26,20,48,15,14,24,323,275,595,237,297,539,4.7,4.7,4.7,53.1,43.7,48.3,50.7,41.6,46,3,9,18,4,13,12,27,60,88,27,53,79,158,80,239,6,13,18,7,7,17,175,97,273,599,605,1198,67,73,135,427,421,853,206,220,428
SAL20771,10206,11328,21530,3965,2709,6669,1611,2515,4127,346,404,753,379,368,748,6296,5997,12299,3505,4923,8423,6,6.2,6.1,61.7,53,57.1,58,49.7,53.6,1312,1288,2596,232,363,594,2599,2977,5579,986,1218,2203,1022,576,1599,51,83,123,137,216,352,1204,877,2078,9484,10283,19767,2040,2184,4225,5541,6155,11701,5485,5852,11338
SAL20772,12006,13335,25340,5033,3134,8170,1854,3268,5119,381,431,812,446,414,858,7713,7249,14969,3930,5698,9622,5.8,5.7,5.8,64.3,54.4,59.1,60.6,51.2,55.7,1551,1394,2949,291,443,738,3077,3411,6488,1133,1464,2595,1337,714,2050,51,96,153,133,275,406,1514,1092,2607,12464,13442,25905,1904,2039,3942,8333,9023,17360,5379,5813,11194
SAL20773,793,782,1574,464,240,700,113,179,285,28,62,89,14,25,34,613,495,1109,80,187,268,2.1,4.6,3.2,77.9,63.3,70.6,76.2,60.4,68.4,83,79,156,13,29,38,150,168,316,105,90,199,135,101,240,12,5,14,0,11,14,148,120,267,311,326,639,600,565,1167,49,71,120,761,740,1507
SAL20774,4986,5576,10563,2143,1274,3418,761,1439,2198,145,193,338,172,138,311,3221,3045,6267,1610,2337,3940,5.3,4.6,4.9,64.6,54.6,59.3,61.2,52.1,56.4,489,451,934,139,248,390,1275,1347,2625,452,601,1049,708,324,1037,22,47,72,51,127,178,791,497,1285,5221,5740,10964,577,593,1172,3756,4134,7890,1803,1933,3737
SAL20775,6,6,14,3,0,9,0,3,3,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,100,83.3,91.7,100,83.3,91.7,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,5,6,12,0,0,0,8,4,10,0,0,4
SAL20776,99,98,202,54,22,75,15,38,54,3,9,13,0,0,0,76,69,147,27,32,54,1.3,1.5,1.4,75.5,67.7,71.6,74.5,66.7,70.6,0,3,4,0,0,0,5,18,18,13,20,35,40,9,49,0,0,0,0,0,0,37,13,55,118,109,220,9,8,15,93,85,180,22,28,53
SAL20777,129,140,270,67,37,101,11,35,50,5,3,5,4,3,3,81,83,162,40,51,88,2.4,3.8,3.1,63.4,58,60.6,61.8,55.8,58.7,7,4,10,0,5,5,10,22,31,4,24,25,44,22,61,0,3,3,0,0,0,42,22,70,139,151,287,7,6,14,100,117,216,45,42,84
SAL20778,25,24,50,0,3,6,4,8,15,0,3,9,4,0,3,12,17,26,12,9,19,15.4,6.7,10.7,54.2,62.5,58.3,45.8,58.3,52.1,3,5,10,0,0,0,4,0,3,4,0,4,0,0,3,0,0,0,0,0,0,0,0,3,16,7,16,11,13,30,5,0,6,17,17,38
SAL20779,9489,10340,19831,5493,2952,8447,1204,3270,4476,308,558,866,315,314,624,7321,7093,14409,1901,2974,4873,4.3,4.4,4.4,77.1,68.6,72.7,73.8,65.6,69.5,474,516,990,138,422,551,1251,1904,3148,975,1411,2384,2681,1452,4136,79,141,220,146,250,396,2907,1840,4749,11129,11693,22821,1538,1657,3196,6253,6640,12898,5404,5804,11207
SAL20780,14,6,15,7,0,3,0,4,4,0,0,0,0,0,0,7,0,12,4,3,6,0,0,0,40,57.1,47.1,40,57.1,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,26,0,0,0,13,6,18,0,5,5
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,27,24,56,16,4,20,3,12,11,4,4,5,0,0,0,24,20,44,3,3,10,0,0,0,82.8,70.4,76.8,82.8,70.4,76.8,0,3,3,0,0,0,0,3,9,0,4,4,0,0,9,0,6,6,0,0,0,0,3,4,31,27,58,0,0,0,24,24,45,4,9,10
SAL20783,4144,3575,7717,1495,575,2073,569,617,1184,173,87,263,221,145,368,2463,1431,3888,1293,1848,3136,9.1,10.3,9.5,59.4,39.9,50.4,54,35.8,45.6,126,124,246,21,52,72,335,414,753,295,294,586,662,361,1027,32,49,85,39,53,91,734,463,1194,3837,3497,7334,750,574,1329,2210,2090,4300,2056,1674,3738
SAL20784,32,24,58,9,4,19,4,13,12,5,0,5,0,0,0,17,15,34,8,8,16,0,0,0,60,50,55.2,60,50,55.2,0,0,0,0,0,0,0,0,4,0,4,3,6,0,12,0,0,0,0,0,0,6,7,13,27,34,60,5,6,9,22,22,41,10,7,18
SAL20785,12,12,22,5,0,5,3,0,5,0,3,4,0,0,0,9,4,14,0,3,10,0,0,0,83.3,44.4,66.7,83.3,44.4,66.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,9,21,6,5,6,10,9,18,0,0,3
SAL20786,41,41,76,17,12,30,3,8,12,0,3,3,7,0,7,22,21,48,14,16,26,12,0,6.3,62.5,57.5,60,55,57.5,56.3,0,0,0,0,0,0,0,6,11,0,4,3,14,6,25,0,0,0,0,0,0,14,6,25,46,36,80,5,5,8,35,30,65,8,13,18
SAL20787,15,16,34,11,3,16,0,3,4,0,0,4,0,0,0,15,9,23,4,4,7,0,0,0,77.8,64.7,71.4,77.8,64.7,71.4,0,0,0,0,0,0,0,0,5,3,5,4,3,0,10,0,0,0,0,0,0,3,4,13,23,19,46,0,0,0,17,9,28,6,7,12
SAL20788,2783,2887,5665,964,474,1444,376,700,1073,118,162,270,61,56,116,1513,1395,2904,1044,1254,2297,4,3.9,4,54.4,48.3,51.3,52.2,46.4,49.3,73,86,165,44,76,126,284,444,726,237,344,585,751,328,1081,20,37,56,43,48,91,813,412,1230,2565,2632,5195,409,400,810,1666,1659,3327,1173,1251,2428
SAL20789,9,5,16,4,0,4,5,0,3,0,0,0,0,0,0,3,0,7,3,5,9,0,0,0,45.5,50,46.7,45.5,50,46.7,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,13,0,0,0,6,6,13,0,0,0
SAL20790,5728,6439,12166,2477,1294,3775,721,1733,2452,201,303,501,161,132,288,3559,3459,7022,1885,2661,4550,4.6,3.7,4.1,62.1,53.8,57.7,59.3,51.8,55.3,108,157,270,74,194,267,412,780,1191,435,734,1167,1844,1093,2939,45,114,159,105,127,232,1995,1336,3332,5758,6259,12014,1090,1237,2329,3125,3396,6522,3293,3643,6939
SAL20791,76,71,140,37,23,59,12,24,33,5,4,8,0,0,0,55,51,100,17,19,30,0,2.1,1,72.6,70.6,71.6,72.6,69.1,70.9,0,3,3,0,4,4,8,12,17,5,7,13,29,7,32,0,0,0,5,0,5,32,12,42,74,74,149,7,8,17,59,54,113,25,26,50
SAL20792,154,138,290,68,32,109,33,43,76,4,5,8,3,0,3,105,81,190,41,47,88,2.8,0,1.6,69.3,60.1,64.9,67.3,60.1,63.9,0,7,9,0,6,4,13,19,33,6,15,25,49,19,68,0,0,0,0,4,3,48,24,74,156,136,295,17,17,35,109,96,208,60,51,105
SAL20793,165,146,317,77,35,110,26,47,69,5,8,18,0,0,4,107,91,197,44,49,93,1,1.1,1,62.9,61.3,62.1,62.3,60.7,61.5,0,3,4,7,3,11,10,18,28,10,23,34,52,16,73,0,0,0,0,4,6,51,19,75,167,148,318,8,13,18,133,112,245,39,37,79
SAL20794,14,15,32,6,3,6,4,8,7,0,0,0,0,0,0,14,11,21,4,6,6,0,11.1,5.3,62.5,60,61.3,62.5,53.3,58.1,0,0,0,0,0,0,0,3,3,0,4,4,7,0,10,0,0,0,0,0,0,4,0,9,16,18,34,0,0,0,13,15,19,5,7,3
