SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL20699,17,0,0,0,0,17,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29
SAL20700,82,0,0,0,0,82,51,0,0,0,0,56,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,148,0,0,0,0,153
SAL20701,26,0,0,0,0,26,103,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,139,0,0,0,0,139
SAL20702,569,0,46,0,0,616,540,11,77,0,0,630,210,16,78,0,4,305,87,0,22,0,0,111,3,0,3,0,0,8,114,11,31,0,0,153,44,0,12,0,0,58,8,0,0,0,0,5,467,24,142,0,6,639,32,0,10,0,0,40,49,0,7,0,0,57,1656,39,279,0,4,1982
SAL20703,18,0,0,0,0,18,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
SAL20704,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,101,0,0,0,0,101,172,0,0,0,0,178,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,46,6,0,0,0,0,6,7,0,0,0,0,7,340,0,0,0,0,341
SAL20707,1235,546,146,0,4,1930,1165,865,267,4,0,2300,865,1593,1120,5,11,3593,114,293,59,0,0,467,12,58,70,0,0,144,330,235,95,0,3,665,147,83,27,0,7,261,13,14,8,0,0,39,1487,2272,1386,6,19,5175,67,47,23,0,0,143,100,93,65,0,4,266,4058,3827,1891,8,25,9813
SAL20708,2459,128,36,0,0,2627,2301,195,47,5,0,2549,905,297,100,4,0,1316,252,115,12,0,0,384,15,6,0,0,4,28,239,39,23,0,0,302,51,5,4,0,0,64,12,4,3,0,0,17,1474,473,142,6,0,2103,72,27,0,0,0,107,131,19,3,0,0,155,6439,846,238,7,4,7532
SAL20709,8,0,0,7,0,13,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,35,0,36,0,0,0,0,0,4,11,0,0,39,0,52,6,0,0,0,0,6,0,0,0,0,0,0,18,4,0,44,0,75
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,28,0,0,0,3,34,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,3,42
SAL20712,856,30,0,0,0,886,1605,56,0,0,0,1661,217,112,0,0,0,326,85,0,0,0,0,82,6,0,0,0,0,4,104,11,0,0,0,112,3,0,0,0,0,5,3,0,0,0,0,3,404,125,0,0,0,533,27,0,0,0,0,28,34,0,0,0,0,32,2927,212,0,0,0,3151
SAL20713,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL20714,13,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,35
SAL20715,86,17,0,0,0,98,101,19,0,0,0,122,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,15,5,0,0,0,0,5,4,0,0,0,0,7,213,31,0,0,5,245
SAL20716,56,0,0,0,0,56,66,0,0,0,0,66,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,135,0,0,0,0,135
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL20718,76,0,0,0,0,76,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,131,0,0,0,0,130
SAL20719,26,0,0,0,0,25,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,44
SAL20720,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SAL20721,533,30,0,4,0,572,297,9,0,0,0,304,132,25,0,0,0,151,10,24,0,0,0,35,3,11,0,0,0,18,93,15,5,0,0,112,9,0,0,0,0,6,0,0,0,0,0,3,250,75,5,0,0,324,29,6,0,0,0,35,26,5,0,0,0,23,1128,122,4,8,5,1264
SAL20722,15,0,0,0,0,15,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
SAL20723,51,0,0,0,0,51,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,125,0,0,0,0,125
SAL20724,27,0,0,0,0,27,126,0,0,0,0,124,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,202
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL20726,26,0,0,0,0,26,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,11,0,0,0,0,0,0,67,0,0,0,0,61
SAL20727,46,0,0,0,0,46,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81
SAL20728,269,76,20,0,0,372,153,45,4,0,0,205,59,45,24,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,72,53,29,0,0,158,16,7,20,0,0,41,3,3,0,0,0,7,520,186,73,0,0,785
SAL20729,1693,116,0,0,0,1805,1878,240,3,0,0,2117,892,249,21,0,0,1161,98,19,0,0,0,119,12,0,0,0,0,11,291,48,3,0,0,352,40,6,3,0,0,50,21,0,0,0,0,22,1362,333,30,0,4,1724,82,9,0,0,0,87,118,22,3,0,0,151,5134,716,40,0,4,5894
SAL20730,630,46,0,0,0,677,673,51,0,0,0,725,252,64,0,0,0,315,104,4,0,0,0,107,17,6,0,0,0,20,72,14,0,0,0,86,3,3,0,0,0,8,4,0,0,0,0,4,456,86,0,0,0,540,60,0,0,0,0,60,41,3,0,0,0,42,1859,185,3,0,0,2044
SAL20731,749,196,0,0,0,951,830,204,0,0,0,1037,262,89,0,0,0,353,11,9,30,0,0,47,6,4,68,0,0,77,99,13,0,0,0,118,15,4,0,0,0,19,0,0,0,0,0,5,399,115,98,0,0,613,25,7,0,0,0,36,51,10,4,0,0,66,2054,534,106,0,0,2701
SAL20732,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SAL20733,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL20734,5,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,5
SAL20735,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL20736,38,0,0,0,0,38,48,0,0,0,0,48,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,16,0,0,0,0,16,0,0,0,0,0,0,31,0,0,0,0,31,19,0,0,0,0,19,6,0,0,0,0,6,136,0,0,0,0,136
SAL20737,216,3,0,0,0,219,334,0,0,0,0,340,86,0,0,0,0,90,4,0,0,0,0,4,6,0,0,0,0,6,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,123,4,0,0,0,0,4,14,0,0,0,0,16,692,6,0,0,0,700
SAL20738,32,0,0,0,0,30,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,59
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL20741,97,0,0,0,0,97,124,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,228,0,0,0,0,228
SAL20742,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SAL20743,370,4,0,0,0,374,1369,12,0,0,0,1386,320,8,0,0,0,337,6,15,0,0,0,19,14,21,0,0,0,33,83,3,0,0,0,86,22,0,0,0,0,24,0,0,0,0,0,4,451,51,0,0,0,506,11,4,0,0,0,17,47,0,0,0,0,47,2244,67,0,0,0,2317
SAL20744,26,0,0,7,0,25,10,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,39,0,0,3,0,50
SAL20745,91,0,0,0,0,88,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22,7,0,0,0,0,7,7,0,0,0,0,7,169,0,0,0,0,167
SAL20746,48,0,0,0,0,48,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,79,0,0,0,0,79
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SAL20748,220,0,0,0,0,220,173,0,0,0,0,174,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,29,8,0,0,0,0,8,3,0,0,0,0,3,62,0,0,0,0,62,27,0,0,0,0,27,9,0,0,0,0,9,489,0,0,0,0,492
SAL20749,73,0,0,0,0,73,46,0,0,0,0,46,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,3,6,0,0,0,0,6,134,0,0,0,0,137
SAL20750,23,0,0,0,0,26,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,48
SAL20751,26,0,0,0,0,26,27,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,70,0,0,0,0,69
SAL20752,1422,49,0,0,0,1469,2110,91,0,0,0,2202,230,59,0,0,0,298,17,11,0,0,0,31,8,0,0,0,0,6,71,12,0,0,0,83,3,0,0,0,0,3,0,0,0,0,0,0,323,87,3,0,0,414,31,0,0,0,0,31,37,0,0,0,0,36,3921,227,5,0,0,4158
SAL20753,24,0,0,0,0,24,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48
SAL20754,398,23,0,4,0,418,1094,77,0,0,0,1174,294,45,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,69,6,0,0,0,72,6,0,0,0,0,0,0,0,0,0,0,0,371,56,0,0,0,425,12,0,0,0,0,12,34,0,0,0,0,32,1903,151,0,4,0,2056
SAL20755,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL20756,358,0,5,5,4,372,212,0,0,0,0,212,26,0,6,0,0,37,8,0,0,0,0,10,0,0,8,0,0,8,45,0,0,0,0,50,11,0,0,0,0,13,0,0,5,0,0,5,92,0,15,0,0,111,20,0,0,0,0,20,8,0,0,0,0,11,690,0,22,5,4,727
SAL20757,32,0,0,0,0,36,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,7,0,0,0,0,7,0,0,0,5,0,5,0,0,0,0,0,0,7,0,0,5,0,17,10,0,0,0,0,10,0,0,0,0,0,0,68,7,0,5,0,76
SAL20758,1373,337,0,15,0,1725,1360,189,0,0,0,1551,197,100,0,0,0,298,4,0,0,0,0,5,0,0,0,0,0,0,57,15,0,0,0,71,8,4,0,11,0,25,0,0,0,0,0,0,256,126,0,14,0,397,23,26,0,0,0,52,21,22,0,3,0,50,3038,702,0,32,0,3777
SAL20759,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SAL20760,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,29,3,0,0,0,40
SAL20761,18,0,0,0,0,18,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,3,48,0,0,0,0,49
SAL20762,63,0,0,0,0,63,39,0,0,0,0,39,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,13,3,0,0,0,0,3,4,0,0,0,0,4,121,0,0,0,0,118
SAL20763,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL20764,20,0,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,0,38
SAL20765,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL20766,12,20,893,0,6,930,9,36,1317,0,5,1359,13,30,4513,0,7,4567,0,0,44,0,0,44,0,0,63,0,0,63,0,12,331,0,0,348,0,3,27,0,0,35,0,0,6,0,0,6,18,40,4986,0,7,5059,0,3,124,0,0,131,0,0,61,0,0,63,41,108,7376,5,20,7540
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL20768,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL20769,72,0,0,0,0,72,108,0,0,0,0,108,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,4,4,0,0,0,0,4,193,0,0,0,0,193
SAL20770,288,0,4,3,0,296,147,3,0,0,0,154,23,0,3,0,0,28,10,0,14,0,0,30,0,0,4,0,0,4,50,0,0,0,0,50,14,0,0,0,0,11,0,0,0,0,0,0,93,0,17,0,0,118,12,0,3,0,0,14,24,0,0,0,0,24,566,8,24,7,0,604
SAL20771,2576,565,577,0,0,3724,1434,619,637,0,0,2685,880,544,1026,0,5,2460,4,15,27,0,0,50,6,3,41,0,3,55,196,79,118,0,0,400,25,12,9,0,3,49,10,0,0,0,0,13,1127,661,1230,0,11,3027,77,80,222,0,0,380,57,26,46,0,0,131,5272,1946,2712,0,14,9937
SAL20772,3365,790,386,0,0,4532,2204,813,458,0,0,3483,956,663,481,0,5,2102,8,15,23,0,0,50,0,3,14,0,0,19,170,110,67,0,0,348,13,7,6,0,0,28,6,5,0,0,0,11,1160,811,592,0,5,2558,111,81,59,0,0,247,73,31,16,0,0,116,6904,2522,1507,0,12,10939
SAL20773,29,0,0,0,0,29,444,3,0,0,0,451,99,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,128,4,0,0,0,128,0,0,0,0,0,0,10,0,0,0,0,10,611,10,0,0,0,621
SAL20774,1703,132,46,0,0,1881,1431,114,38,0,0,1581,430,76,36,0,0,537,10,4,0,0,0,20,0,0,0,0,0,0,85,16,5,0,0,109,3,4,0,0,0,7,0,0,0,0,0,0,528,98,39,0,0,666,47,84,4,0,0,126,45,16,0,0,0,61,3749,444,128,0,0,4321
SAL20775,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL20776,42,0,0,0,0,42,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
SAL20777,57,0,0,0,0,57,50,0,0,0,0,50,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,133,0,0,0,0,133
SAL20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL20779,1596,62,8,0,0,1662,4865,230,6,0,0,5104,1481,138,7,0,0,1624,11,0,0,0,0,9,0,0,0,0,0,0,181,9,0,0,0,192,24,0,0,0,0,25,4,4,0,0,0,9,1702,150,6,0,0,1863,45,6,0,0,0,45,82,0,0,0,0,87,8285,450,23,0,0,8756
SAL20780,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
