SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL20513,92,15,110,152,83,3,241,1134,119,1489
SAL20514,0,0,0,15,0,0,15,45,14,67
SAL20515,0,0,0,24,6,5,30,63,17,107
SAL20516,222,188,411,985,441,40,1465,3963,1142,6559
SAL20517,6,0,5,44,11,0,55,172,23,246
SAL20518,0,0,3,10,13,0,19,54,18,97
SAL20519,0,0,0,3,0,0,3,19,0,30
SAL20520,0,0,0,6,0,0,6,5,0,13
SAL20521,272,9,287,846,353,35,1236,3411,217,4860
SAL20522,15,0,15,166,41,4,212,873,52,1144
SAL20523,501,75,580,2607,1021,62,3688,9814,741,14245
SAL20524,307,44,357,2340,623,55,3016,6654,415,10088
SAL20525,0,0,0,5,0,0,11,39,0,54
SAL20526,8,0,10,44,12,0,63,219,28,308
SAL20527,4,0,4,67,15,4,81,111,3,198
SAL20528,169,13,181,1579,335,25,1945,5662,442,8044
SAL20529,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,4,3,0,6,25,9,36
SAL20532,0,0,0,4,0,0,4,22,4,35
SAL20533,36,0,41,504,113,12,630,1366,104,2102
SAL20534,0,0,0,14,6,0,20,42,5,63
SAL20535,49,17,62,114,55,4,174,655,126,958
SAL20536,0,0,0,17,3,0,13,17,0,36
SAL20537,289,17,307,1458,368,36,1858,4723,335,6918
SAL20538,103,5,111,1056,228,24,1321,2838,181,4334
SAL20539,853,90,955,4617,921,85,5621,13225,832,19677
SAL20540,3,0,3,14,0,0,14,37,0,51
SAL20541,0,0,0,13,4,0,16,30,17,58
SAL20542,0,0,0,0,0,0,0,3,0,3
SAL20543,0,0,0,29,14,0,44,116,18,175
SAL20544,0,0,0,0,0,0,0,0,0,0
SAL20545,0,0,0,35,6,3,48,107,11,165
SAL20546,0,0,0,8,0,0,10,37,10,59
SAL20547,10,3,15,105,49,7,165,429,57,651
SAL20548,0,0,0,6,0,0,9,40,3,51
SAL20549,3,0,3,8,9,0,18,61,3,82
SAL20550,0,0,0,0,0,0,0,3,0,3
SAL20551,15,4,23,213,96,6,315,928,100,1342
SAL20552,3,0,3,11,0,0,14,50,3,68
SAL20553,0,0,0,0,0,0,0,3,0,3
SAL20554,0,0,0,5,0,0,5,15,0,17
SAL20555,0,0,0,25,4,0,29,43,13,81
SAL20556,156,8,165,2220,746,65,3033,6099,347,9474
SAL20557,0,0,0,0,0,0,0,7,0,8
SAL20558,0,0,0,7,3,0,7,46,0,58
SAL20559,4,0,4,57,17,3,81,209,20,312
SAL20560,13,0,16,157,93,6,252,519,38,816
SAL20561,45,10,47,724,322,18,1063,2583,345,3993
SAL20562,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,4,13,0,14
SAL20564,0,0,4,22,6,3,30,78,20,128
SAL20565,0,0,0,0,3,0,7,21,0,27
SAL20566,274,20,298,1043,384,18,1439,4632,268,6340
SAL20567,5,0,0,47,8,0,51,167,30,249
SAL20568,0,0,0,16,7,0,20,36,0,58
SAL20569,355,131,484,1750,359,27,2138,13641,1641,17417
SAL20570,260,14,283,1915,405,38,2357,8474,664,11495
SAL20571,0,0,0,10,9,4,13,30,0,48
SAL20572,7,0,7,73,16,0,94,184,9,288
SAL20573,5,0,5,36,14,0,51,126,20,196
SAL20574,80,4,88,1129,282,31,1441,3928,181,5556
SAL20575,139,15,156,1075,493,52,1621,4626,210,6464
SAL20576,0,0,0,47,21,5,71,185,29,286
SAL20577,0,0,0,0,0,0,0,11,0,12
SAL20578,0,0,0,25,13,0,43,99,14,149
SAL20579,0,0,0,0,0,0,0,12,4,23
SAL20580,49,3,50,244,82,9,338,1154,99,1586
SAL20581,15,3,20,2844,373,53,3272,4482,398,8152
SAL20582,68,6,77,8178,1013,127,9322,12184,974,22480
SAL20583,0,0,0,20,3,0,21,68,11,100
SAL20584,0,0,0,3,0,0,4,55,4,59
SAL20585,0,0,0,8,4,0,9,29,11,42
SAL20586,0,0,0,39,20,8,64,126,11,196
SAL20587,0,0,0,27,3,0,31,41,9,82
SAL20588,0,0,0,0,0,0,0,0,0,0
SAL20589,0,0,0,0,0,0,0,0,0,0
SAL20590,4,0,4,898,125,20,1041,1238,175,2454
SAL20591,77,6,88,225,133,14,372,1056,100,1521
SAL20592,229,23,257,729,261,26,1014,3775,395,5176
SAL20593,4,0,4,32,20,0,55,115,14,181
SAL20594,5,0,5,10,3,0,15,44,3,63
SAL20595,0,0,0,10,0,0,16,23,8,46
SAL20596,602,25,628,4390,810,101,5299,16348,871,22523
SAL20597,260,74,335,1521,220,36,1776,4642,439,6848
SAL20598,0,0,0,3,0,0,3,0,0,5
SAL20599,0,0,0,0,0,0,0,10,0,9
SAL20600,24,5,31,882,188,31,1100,2030,281,3408
SAL20601,0,0,0,0,0,0,0,0,0,0
SAL20602,0,0,0,8,0,0,10,21,0,34
SAL20603,0,0,0,17,5,0,20,41,3,69
SAL20604,113,13,132,281,134,16,434,1479,170,2080
SAL20605,3,4,3,67,22,0,91,226,24,344
SAL20606,0,0,0,0,0,0,0,0,0,0
SAL20607,387,49,445,1183,513,59,1757,5522,496,7770
SAL20608,0,0,0,9,4,0,19,28,6,46
SAL20609,4,0,3,11,9,0,24,114,10,150
SAL20610,0,0,0,20,0,3,24,27,5,59
SAL20611,3,0,4,40,23,0,69,122,35,229
SAL20612,0,0,0,9,3,0,8,21,0,33
SAL20613,16,0,22,384,140,17,539,1131,89,1759
SAL20614,73,7,76,90,44,3,139,712,85,934
SAL20615,4,0,3,33,7,0,40,196,31,267
SAL20616,62,0,67,749,208,14,976,6741,569,8284
SAL20617,0,0,0,0,0,0,0,7,0,7
SAL20618,6,0,6,19,13,0,38,83,14,127
SAL20619,0,0,0,14,10,4,21,58,10,91
SAL20620,0,0,0,104,40,0,140,340,28,501
SAL20621,8,0,8,158,72,3,236,529,35,798
SAL20622,3,0,3,3,3,0,8,15,0,23
SAL20623,0,0,0,5,0,0,10,19,6,34
SAL20624,92,13,105,396,100,3,498,1888,183,2568
SAL20625,0,0,0,15,4,0,21,53,7,81
SAL20626,0,0,0,12,8,0,17,73,24,114
SAL20627,0,0,0,65,12,0,77,156,16,250
SAL20628,3,0,0,15,12,0,29,171,20,220
SAL20629,0,0,0,0,0,0,6,14,5,26
SAL20630,0,0,0,4,0,0,4,9,5,17
SAL20631,3,0,3,47,16,0,63,193,19,270
SAL20632,0,0,0,0,4,0,6,28,6,39
SAL20633,4,0,4,40,14,0,49,109,9,172
SAL20634,0,0,0,6,0,0,6,24,0,29
SAL20635,0,0,0,4,0,0,4,0,0,4
SAL20636,0,0,0,13,14,0,29,111,6,149
SAL20637,0,0,0,9,4,0,9,65,0,78
SAL20638,3,0,3,12,4,0,19,98,3,115
SAL20639,16,4,21,129,59,10,204,719,78,997
SAL20640,193,26,219,2052,740,96,2884,8699,1033,12622
SAL20641,0,0,0,0,0,0,3,24,3,28
SAL20642,0,0,0,5,0,0,0,27,4,31
SAL20643,3,0,0,3,5,0,6,66,14,84
SAL20644,20,0,23,141,55,5,201,671,90,957
SAL20645,0,0,0,16,8,0,25,95,23,142
SAL20646,0,0,0,54,22,7,82,155,35,269
SAL20647,0,0,0,0,0,0,0,10,0,17
SAL20648,63,13,73,154,70,3,224,790,130,1146
SAL20649,0,0,0,18,12,5,29,58,0,89
SAL20650,0,0,0,0,0,0,5,43,4,47
SAL20651,4,0,4,5,0,0,6,37,3,50
SAL20652,0,0,0,5,0,0,8,53,0,65
SAL20653,4,0,4,4,0,0,4,9,5,12
SAL20654,7,0,7,84,46,0,130,373,18,516
SAL20655,0,0,0,0,0,0,0,0,0,0
SAL20656,5,0,5,4,0,0,8,21,0,30
SAL20657,215,73,284,810,342,39,1186,4001,462,5657
SAL20658,0,0,0,4,0,0,3,26,3,34
SAL20659,4,0,3,45,32,3,84,213,38,331
SAL20660,0,0,0,3,3,0,12,40,3,52
SAL20661,260,63,326,13133,1950,226,15308,30279,2825,48415
SAL20662,216,24,245,3370,942,88,4402,11224,1356,16979
SAL20663,347,43,390,5657,840,155,6652,10369,930,17954
SAL20664,87,13,103,5252,993,123,6370,11004,842,18211
SAL20665,21,0,22,565,197,22,787,1665,138,2587
SAL20666,131,12,151,4519,726,126,5366,8573,727,14655
SAL20667,0,0,0,4,3,0,7,22,3,36
SAL20668,0,0,0,0,4,0,7,25,0,37
SAL20669,0,0,0,18,13,0,30,101,0,140
SAL20670,11,0,11,227,50,8,285,1614,87,1979
SAL20671,5,0,5,21,10,0,32,112,3,150
SAL20672,102,38,140,436,178,16,629,1855,286,2775
SAL20673,0,0,0,13,0,0,16,17,0,35
SAL20674,22,7,30,579,187,29,796,1726,165,2686
SAL20675,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,7,0,5
SAL20677,0,0,0,4,3,0,9,16,0,27
SAL20678,0,0,0,33,15,0,48,136,7,192
SAL20679,0,0,3,14,3,0,22,94,20,138
SAL20680,0,0,0,9,0,0,13,45,8,64
SAL20681,0,0,0,16,4,0,20,37,3,57
SAL20682,820,103,930,5029,1510,124,6664,15798,990,23458
SAL20683,42,5,43,909,324,33,1263,2626,67,3960
SAL20684,94,69,168,1518,486,38,2036,4278,285,6596
SAL20685,71,5,80,935,300,32,1271,2398,131,3802
SAL20686,0,0,0,4,0,0,6,5,0,12
SAL20687,0,0,0,76,17,0,92,132,7,232
SAL20688,4,0,3,23,23,0,40,135,56,232
SAL20689,0,0,0,4,8,0,9,66,10,89
SAL20690,0,0,0,5,3,0,9,19,4,31
SAL20691,0,0,0,7,0,0,11,23,0,29
SAL20692,0,0,0,8,3,0,12,54,5,66
SAL20693,0,0,0,0,4,0,8,7,0,12
SAL20694,0,0,0,0,0,0,0,10,0,10
SAL20695,0,0,0,7,0,0,7,13,0,21
SAL20696,0,0,0,24,3,0,24,68,12,103
SAL20697,20,4,27,833,194,51,1075,2005,104,3178
SAL20698,0,0,0,0,0,0,0,21,0,20
SAL20699,0,0,0,9,0,0,12,40,12,61
SAL20700,3,0,3,54,23,0,81,243,19,341
SAL20701,0,0,0,76,12,0,93,201,20,314
SAL20702,82,20,98,954,206,19,1174,3415,571,5163
SAL20703,0,0,4,8,6,0,19,89,24,135
SAL20704,0,0,0,3,13,0,12,35,3,49
SAL20705,0,0,0,0,0,0,0,0,0,0
SAL20706,3,0,4,145,48,0,194,438,46,682
SAL20707,557,54,618,4080,737,54,4866,17039,2517,24425
SAL20708,493,48,543,3406,952,61,4413,12909,1285,18609
SAL20709,0,0,0,6,7,0,13,90,21,118
SAL20710,0,0,0,0,0,0,0,0,0,0
SAL20711,0,0,0,12,3,0,20,62,17,94
SAL20712,128,3,135,1730,530,51,2314,4610,320,7243
SAL20713,0,0,0,12,0,0,13,23,0,37
SAL20714,0,0,0,8,0,0,10,51,15,76
SAL20715,4,0,5,119,39,0,159,405,42,600
SAL20716,3,0,3,62,27,0,91,210,37,331
SAL20717,0,0,0,3,0,0,3,11,0,11
SAL20718,0,0,8,25,23,9,56,198,19,270
SAL20719,0,0,0,7,4,0,17,70,23,107
SAL20720,0,0,0,3,4,0,10,23,3,39
SAL20721,95,22,124,313,142,15,476,1764,223,2462
SAL20722,0,0,0,21,9,0,28,58,8,98
SAL20723,6,0,6,69,18,0,88,168,50,306
SAL20724,0,0,0,147,19,0,171,298,16,486
SAL20725,0,0,0,0,0,0,0,7,3,12
SAL20726,0,0,0,29,6,0,40,106,15,162
SAL20727,7,0,7,31,11,0,47,113,17,172
SAL20728,110,4,116,330,117,3,452,1292,53,1799
SAL20729,148,11,160,2798,657,59,3511,9739,1199,14452
SAL20730,199,18,213,810,376,39,1223,2929,274,4433
SAL20731,93,7,96,1133,336,18,1489,4904,392,6782
SAL20732,0,0,0,7,0,0,7,6,0,16
SAL20733,0,0,0,4,8,0,9,20,0,33
SAL20734,0,0,0,5,0,0,5,22,4,30
SAL20735,0,0,0,0,0,0,6,18,0,18
SAL20736,3,0,3,77,22,8,106,205,38,348
SAL20737,19,0,24,386,109,37,531,930,95,1558
SAL20738,0,0,0,14,10,0,25,97,14,134
SAL20739,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,5,13,0,16
SAL20741,3,0,3,88,28,4,120,339,72,541
SAL20742,0,0,0,13,3,0,18,24,4,45
SAL20743,18,0,16,1978,251,38,2268,3616,339,6217
SAL20744,4,0,4,4,9,0,17,75,10,92
SAL20745,7,3,14,39,28,4,72,217,37,327
SAL20746,5,0,5,21,3,0,25,131,27,174
SAL20747,0,0,0,0,7,0,4,8,0,11
SAL20748,25,4,24,230,110,8,349,818,120,1284
SAL20749,9,0,5,41,31,0,73,212,24,309
SAL20750,5,0,5,21,13,0,37,75,17,129
SAL20751,4,0,4,29,15,0,41,111,180,332
SAL20752,122,8,125,2445,730,79,3257,6571,248,10080
SAL20753,0,0,0,10,4,0,11,68,14,97
SAL20754,19,5,20,1147,226,18,1394,2805,286,4486
SAL20755,0,0,0,3,3,0,11,42,13,68
SAL20756,69,12,86,192,82,12,287,1031,94,1411
SAL20757,7,0,7,25,13,0,35,115,13,167
SAL20758,285,29,321,1842,613,35,2494,5856,301,8653
SAL20759,0,0,0,22,7,0,26,47,3,73
SAL20760,0,0,0,17,0,0,21,80,18,116
SAL20761,0,0,6,28,11,0,35,80,15,126
SAL20762,8,0,8,32,28,7,67,202,37,307
SAL20763,0,0,0,7,0,0,7,13,0,20
SAL20764,0,0,0,10,9,0,21,66,6,96
SAL20765,0,0,0,15,0,0,15,35,5,47
SAL20766,42,5,42,1536,315,23,1873,11063,1347,14283
SAL20767,0,0,0,3,0,0,9,8,0,11
SAL20768,0,0,0,4,6,0,11,35,10,54
SAL20769,4,0,4,84,48,6,139,305,30,476
SAL20770,76,13,87,162,68,5,235,887,113,1237
SAL20771,910,84,989,3869,1118,44,5028,15589,914,21530
SAL20772,926,52,989,5853,1477,75,7405,17096,842,25340
SAL20773,4,0,6,496,61,11,566,812,198,1574
SAL20774,529,51,584,2128,640,54,2818,7377,369,10563
SAL20775,0,0,0,4,5,0,6,3,0,14
SAL20776,0,0,0,33,21,6,55,141,4,202
SAL20777,3,0,3,56,21,3,81,168,18,270
SAL20778,0,0,0,4,9,0,14,35,0,50
SAL20779,83,4,90,6661,1164,189,8016,11174,639,19831
SAL20780,0,0,0,3,0,0,0,12,5,15
SAL20781,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,17,9,0,20,28,4,56
SAL20783,127,16,146,1340,262,47,1643,5330,741,7717
SAL20784,0,0,0,7,3,0,9,39,4,58
SAL20785,0,0,0,0,0,0,0,18,0,22
SAL20786,0,0,0,21,3,0,22,47,6,76
SAL20787,0,0,0,3,3,0,8,26,0,34
SAL20788,189,21,207,931,406,33,1369,3838,460,5665
SAL20789,0,0,0,4,0,0,3,7,3,16
SAL20790,354,27,380,2597,884,125,3608,7927,631,12166
SAL20791,3,0,3,33,13,0,41,95,5,140
SAL20792,8,0,8,42,26,0,74,203,15,290
SAL20793,3,3,9,49,32,0,86,213,25,317
SAL20794,0,0,0,9,0,0,11,12,8,32
SAL20795,0,0,5,22,9,0,31,80,21,129
SAL20796,12,0,13,92,52,5,144,336,11,490
SAL20797,0,0,0,4,3,0,13,19,3,31
SAL20798,4,0,4,49,15,3,69,153,15,236
SAL20799,4,0,4,39,15,0,51,110,12,169
SAL20800,3,0,3,14,11,0,19,79,14,108
SAL20801,0,0,0,8,5,0,11,28,3,40
SAL20802,177,81,254,708,328,28,1063,2895,267,4225
SAL20803,3,0,3,10,0,0,8,27,4,37
SAL20804,10,0,12,67,22,8,95,233,46,373
SAL20805,3,0,3,12,4,0,14,67,3,81
SAL20806,0,0,0,0,0,0,0,16,0,16
SAL20807,3,0,4,9,3,0,17,51,7,78
SAL20808,0,0,0,4,3,0,4,37,5,49
SAL20809,5,4,13,111,38,0,156,381,36,571
SAL20810,4,0,4,0,6,0,9,27,0,36
SAL20811,0,0,0,3,0,0,3,11,0,12
SAL20812,9,0,9,45,16,3,61,132,21,210
SAL20813,22,4,22,79,39,6,126,603,59,789
SAL20814,0,0,0,14,6,0,20,30,3,55
SAL20815,0,0,0,0,0,0,0,5,0,12
SAL20816,3,0,3,83,17,0,101,212,14,325
SAL20817,0,0,0,11,13,0,27,18,0,48
SAL20818,0,0,0,4,0,0,4,15,3,29
SAL20819,0,0,0,0,0,0,0,0,0,0
SAL20820,0,0,0,3,9,0,10,66,0,78
SAL20821,0,0,0,4,3,0,5,17,0,20
SAL20822,35,0,46,123,62,3,193,936,39,1171
SAL20823,114,19,139,785,393,28,1209,3089,304,4598
SAL20824,0,0,0,3,4,0,3,0,0,10
SAL20825,97,7,108,627,268,17,911,2320,117,3345
SAL20826,0,0,0,10,5,0,15,47,7,69
SAL20827,20,3,22,140,57,5,206,757,157,1124
SAL20828,98,14,106,277,132,3,415,1406,136,1953
SAL20829,58,5,63,648,219,24,895,2374,127,3391
SAL20830,116,4,119,376,273,8,660,3673,275,4609
SAL20831,0,0,0,3,4,3,15,185,8,204
SAL20832,0,0,0,14,10,0,24,26,4,50
SAL20833,11,3,9,125,54,5,188,523,65,773
SAL20834,0,0,0,7,5,0,5,34,0,38
SAL20835,0,0,0,0,0,0,3,5,0,9
SAL20836,101,43,148,376,153,23,555,1663,157,2373
SAL20837,0,0,0,20,12,0,30,59,4,95
SAL20838,408,115,527,2141,838,89,3063,8577,879,12521
SAL20839,10,0,9,85,46,5,129,343,18,491
SAL20840,5,0,5,65,25,9,95,240,24,359
SAL20841,3,0,3,35,15,0,52,108,15,176
SAL20842,3,0,3,22,10,0,32,51,6,92
SAL20843,9,0,8,192,73,4,277,638,59,973
SAL20844,42,9,55,103,32,5,140,588,82,809
SAL20845,3,0,3,21,0,0,21,62,9,92
SAL20846,3,0,3,6,5,0,10,37,4,47
SAL20847,5,0,3,14,3,0,12,64,11,86
SAL20848,111,13,124,1252,291,37,1584,3320,183,5086
SAL20849,3,0,3,29,7,3,39,114,17,175
SAL20850,41,17,52,74,46,7,131,633,84,844
SAL20851,0,0,0,26,8,0,33,141,28,199
SAL20852,9,0,9,58,17,0,76,223,21,331
SAL20853,0,0,0,3,0,0,3,32,0,35
SAL20854,0,0,0,4,0,0,7,28,9,52
SAL20855,3,0,3,17,5,0,29,48,10,89
SAL20856,0,0,0,0,0,0,0,0,0,0
SAL20857,0,0,0,48,5,0,49,82,19,153
SAL20858,0,0,0,29,5,0,34,94,5,127
SAL20859,42,8,48,583,226,19,834,1689,83,2598
SAL20860,0,0,0,36,13,0,50,121,25,189
SAL20861,6,0,8,15,9,0,26,103,35,173
SAL20862,22,10,30,96,50,0,151,471,88,712
SAL20863,7,3,8,84,38,0,131,366,41,541
SAL20864,237,22,256,1902,444,28,2372,6327,340,9038
SAL20865,228,49,276,3634,1296,91,5019,9833,468,15326
SAL20866,42,4,52,1389,461,29,1871,3448,141,5464
SAL20867,125,22,147,2204,561,46,2809,9522,848,13172
SAL20868,85,15,102,1075,360,44,1477,3144,174,4795
SAL20869,0,0,0,0,0,0,0,27,4,34
SAL20870,3,0,3,73,32,0,107,185,3,298
SAL20871,325,27,361,3830,1196,94,5119,13967,1064,20150
SAL20872,3,0,3,122,26,0,148,269,23,438
SAL20873,0,0,0,5,0,0,5,14,0,20
SAL20874,0,0,0,0,0,0,0,3,0,3
SAL20875,7,0,7,11,7,0,24,104,8,135
SAL20876,0,0,0,3,0,0,3,27,0,26
SAL20877,5,3,3,116,66,9,187,371,57,613
SAL20878,282,289,567,5895,1242,111,7246,17225,2052,26518
SAL20879,44,9,51,1037,256,33,1327,2307,145,3780
SAL20880,0,0,0,14,3,0,19,35,13,69
SAL20881,4,0,4,10,13,0,22,128,10,167
SAL20882,0,0,0,0,0,0,0,0,0,0
SAL20883,4,0,4,29,14,0,36,153,12,207
SAL20884,0,0,0,0,0,0,0,14,0,10
SAL20885,481,40,533,3384,961,44,4397,12937,731,18063
SAL20886,0,0,0,0,0,0,0,10,5,13
SAL20887,89,3,88,454,125,12,586,1910,127,2626
SAL20888,38,4,47,300,61,7,368,869,44,1289
SAL20889,48,9,54,330,77,3,411,1278,157,1848
SAL20890,0,0,0,4,0,0,10,27,0,39
SAL20891,11,0,11,105,27,7,140,352,39,529
SAL20892,181,24,201,407,192,22,622,2141,273,3031
SAL20893,0,0,4,31,7,0,43,124,30,204
SAL20894,3,0,3,18,8,0,24,83,16,124
SAL20895,0,0,0,4,0,0,4,3,0,7
SAL20896,0,0,0,26,16,0,48,107,16,167
SAL20897,0,0,0,28,9,0,39,74,12,126
SAL20898,0,0,0,21,16,0,34,54,9,97
SAL20899,3,0,3,746,108,25,877,1091,44,2011
SAL20900,0,0,0,3,3,3,13,13,8,43
SAL20901,116,4,118,1113,197,23,1332,3953,244,5532
SAL20902,5,0,5,46,23,7,83,255,8,341
SAL20903,0,0,0,4,0,0,7,7,0,13
SAL20904,0,0,0,19,8,3,29,47,3,76
SAL20905,0,0,0,0,0,0,0,0,0,0
SAL20906,0,0,0,26,3,3,35,192,71,293
SAL20907,0,0,0,32,16,0,46,118,8,171
SAL20908,0,0,0,16,9,0,22,50,0,67
SAL20909,494,44,534,2329,439,45,2812,7611,830,11247
SAL20910,0,0,0,3,0,0,5,9,3,24
SAL20911,0,0,0,0,0,0,0,9,6,14
SAL20912,0,0,0,15,3,0,23,54,29,103
SAL20913,0,0,0,32,13,0,42,105,11,158
SAL20914,0,0,0,9,6,0,13,23,0,38
SAL20915,0,0,0,0,0,0,0,15,3,24
SAL20916,0,0,0,0,0,0,0,0,0,0
SAL20917,457,55,520,4760,1409,152,6321,15372,893,22585
SAL20918,12,3,15,283,91,3,372,833,45,1253
SAL20919,0,0,0,0,0,0,0,10,9,26
SAL20920,6,0,6,72,59,0,126,384,49,566
SAL20921,13,5,13,117,62,11,188,473,54,713
SAL20922,0,0,0,3,0,0,3,9,0,13
SAL20923,0,0,0,0,0,0,0,10,3,12
SAL20924,112,12,135,923,300,23,1244,7334,787,9362
SAL20925,272,24,294,1706,486,46,2237,8459,525,11215
SAL20926,0,0,0,18,8,0,25,61,6,89
SAL20927,3,4,6,14,4,0,17,61,10,88
SAL20928,0,0,0,0,0,0,0,0,0,0
SAL20929,97,15,112,865,217,19,1098,4430,502,6022
SAL20930,24,8,32,102,100,3,206,697,124,1027
SAL20931,109,0,110,603,203,24,831,2294,183,3307
SAL20932,4,0,4,115,37,5,154,421,110,684
SAL20933,0,0,0,32,3,0,34,101,17,154
SAL20934,0,0,0,0,3,0,3,9,0,12
SAL20935,256,70,334,1970,439,29,2441,11551,1321,15318
SAL20936,0,0,0,16,7,4,29,92,12,136
SAL20937,418,32,456,1860,468,34,2359,6277,380,9024
SAL20938,3,0,3,42,21,0,62,200,23,289
SAL20939,4,0,4,25,16,0,38,156,27,222
SAL20940,117,15,132,177,102,12,289,1346,166,1803
SAL20941,3,0,3,12,12,0,20,114,0,141
SAL20942,0,0,0,13,4,0,15,26,0,44
SAL20943,0,0,0,3,7,0,9,10,4,29
SAL20944,0,0,5,30,8,0,39,65,14,118
SAL20945,0,0,0,9,0,0,7,6,3,24
SAL20946,3,0,3,10,0,0,16,47,0,57
SAL20947,621,176,800,5728,1871,212,7812,20823,2509,31153
SAL20948,185,15,194,738,244,44,1030,3121,536,4692
SAL20949,593,159,758,3543,1140,106,4781,9677,745,15212
SAL20950,11,0,11,2221,255,41,2519,3734,277,6535
SAL20951,0,0,0,22,8,0,25,82,5,117
SAL20952,4,0,4,19,4,0,19,89,14,123
SAL20953,0,0,0,4,0,0,0,3,0,5
SAL20954,6,0,9,65,32,4,109,255,20,376
SAL20955,4,0,4,30,10,0,46,152,12,204
SAL20956,0,0,0,37,12,0,51,81,827,948
SAL20957,0,0,0,5,0,0,5,8,3,8
SAL20958,5,0,5,3,0,0,11,43,0,51
SAL20959,0,0,0,13,3,0,18,13,0,35
SAL20960,4,0,4,287,47,7,345,534,39,916
SAL20961,0,0,0,0,0,0,0,8,0,3
SAL20962,6,0,6,10,4,6,17,33,9,43
SAL20963,0,0,0,13,8,0,22,61,7,84
SAL20964,4,0,6,20,0,0,18,111,7,136
SAL20965,10,0,10,192,26,0,210,606,27,842
SAL20966,23,3,31,382,134,14,531,1002,138,1672
SAL20967,0,0,0,28,11,0,41,133,25,200
SAL20968,0,0,0,27,8,0,34,48,11,98
SAL20969,3,0,3,43,12,3,56,125,16,193
SAL20970,0,0,0,0,0,0,0,0,0,3
SAL20971,0,0,0,11,0,0,13,9,0,23
SAL20972,0,0,0,11,5,0,13,25,0,35
SAL20973,139,14,153,638,342,21,997,3894,322,5212
SAL20974,90,12,98,1326,374,30,1733,4051,291,6085
SAL20975,0,0,0,0,4,0,6,14,0,24
SAL20976,0,0,0,27,5,5,37,141,26,204
SAL20977,0,0,0,3,0,0,5,16,0,19
SAL20978,0,0,0,3,4,0,9,20,4,34
SAL20979,23,3,29,429,147,15,590,1223,220,2039
SAL20980,0,0,0,9,0,0,9,45,4,54
SAL20981,0,0,0,0,0,0,0,0,0,0
SAL20982,0,0,0,11,13,0,22,37,0,60
SAL20983,0,0,0,6,0,0,6,5,0,13
SAL20984,0,0,0,13,0,0,17,36,0,52
SAL20985,0,0,0,25,6,0,31,44,9,79
SAL20986,0,0,0,5,4,0,9,11,0,13
SAL20987,0,0,0,0,0,0,0,0,0,0
SAL20988,0,0,0,0,6,0,3,12,3,26
SAL20989,0,0,0,70,10,0,82,225,15,320
SAL20990,3,0,3,16,14,0,27,81,13,115
SAL20991,0,0,0,7,4,0,9,36,5,56
SAL20992,0,0,0,5,4,0,10,42,0,56
SAL20993,0,0,0,3,3,0,7,43,14,63
SAL20994,0,0,0,4,0,0,7,15,0,18
SAL20995,0,0,0,0,4,0,6,42,10,54
SAL20996,0,0,0,8,3,0,13,21,0,36
SAL20997,0,0,0,0,0,0,0,0,0,0
SAL20998,4,0,4,0,0,0,0,11,8,25
SAL20999,6,0,11,67,31,0,101,313,46,461
SAL21000,0,0,0,29,10,0,34,61,15,112
SAL21001,103,58,159,2131,516,69,2720,4730,335,7785
SAL21002,5,0,14,121,53,7,178,477,50,713
SAL21003,0,0,0,7,0,0,10,10,0,18
SAL21004,171,13,192,1206,441,15,1671,4835,310,6812
SAL21005,4,0,4,48,21,6,72,250,39,360
SAL21006,0,0,0,29,14,0,45,87,13,144
SAL21007,0,0,0,8,7,0,13,31,7,50
SAL21008,0,0,0,9,0,0,9,88,8,110
SAL21009,57,3,63,751,144,14,900,3105,267,4277
SAL21010,512,38,548,4824,1209,96,6125,14807,682,21616
SAL21011,4,0,4,14,11,0,21,63,5,89
SAL21012,0,0,0,0,0,0,0,16,3,23
SAL21013,1206,170,1396,7388,1828,73,9286,24726,1549,35558
SAL21014,0,0,0,0,0,0,0,4,0,4
SAL21015,0,0,0,5,5,0,8,6,5,24
SAL21016,0,0,0,8,0,0,8,29,5,45
SAL21017,0,0,0,0,0,0,0,12,0,16
SAL21018,0,0,0,31,10,0,41,112,15,172
SAL21019,0,0,0,6,4,0,9,17,0,27
SAL21020,14,0,14,60,16,0,83,246,45,376
SAL21021,0,0,0,7,4,0,9,20,3,34
SAL21022,0,0,0,0,0,0,0,5,0,11
SAL21023,0,0,0,0,0,0,0,0,0,0
SAL21024,4,0,4,26,0,0,22,67,13,103
SAL21025,9,0,9,210,100,8,322,520,51,890
SAL21026,0,0,0,32,24,0,58,104,14,175
SAL21027,0,0,0,17,11,0,34,84,10,130
SAL21028,6,0,6,0,0,0,0,12,4,15
