SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL21743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,4,3,0,3,0,0,37
SAL21744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,3,4,3,5,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,10,5,5,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,4,0,8,6,0,5,0,47
SAL21745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,13
SAL21746,0,0,11,25,7,50,4,23,0,127,7,30,29,47,26,45,6,19,0,211,81,259,94,53,73,49,16,33,17,674,187,324,93,63,105,47,22,31,12,880,159,210,83,57,113,35,15,32,10,712,69,106,54,36,93,28,17,44,7,458,23,27,15,15,25,5,8,17,0,139,7,9,5,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,535,961,386,301,449,256,96,207,42,3224
SAL21747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SAL21748,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,5,0,8,0,3,4,3,0,0,0,0,0,10,3,3,0,0,0,0,3,0,0,9,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,4,3,7,4,0,42
SAL21749,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,3,0,10,8,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,3,6,0,5,4,4,6,51
SAL21750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,7,0,0,0,0,17
SAL21751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14
SAL21752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL21753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,7,7,3,6,0,3,6,0,45
SAL21754,0,0,11,10,0,12,0,11,0,47,3,7,13,5,4,3,0,8,0,43,14,12,16,3,4,5,0,9,3,60,28,16,17,0,8,5,0,5,0,79,32,22,26,9,24,4,8,14,4,139,28,31,17,4,15,7,7,13,0,127,19,15,6,0,7,3,4,4,0,65,5,6,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,132,109,113,36,67,41,16,50,7,572
SAL21755,15,8,99,108,15,206,15,163,14,635,59,108,262,203,100,195,54,132,33,1134,253,764,604,345,336,165,106,196,63,2822,393,708,480,268,377,141,140,210,47,2764,367,467,364,279,376,153,157,169,42,2373,225,293,280,226,288,113,118,161,24,1728,60,82,51,35,74,42,34,57,3,440,4,12,3,6,13,9,0,10,0,50,0,0,0,0,0,0,0,0,0,3,1380,2435,2132,1467,1575,1020,622,1089,231,11955
SAL21756,4,0,27,18,13,74,5,54,5,196,21,28,76,45,16,47,18,67,5,328,52,144,121,102,57,52,44,110,22,711,63,99,72,87,64,53,42,101,8,596,101,102,62,99,70,46,72,114,13,685,67,70,65,57,84,42,82,98,8,575,12,28,13,19,21,8,26,33,8,175,0,6,3,0,3,0,3,3,0,23,0,0,0,0,0,0,0,0,0,6,320,468,454,437,325,333,293,579,74,3290
SAL21757,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,9,10,3,0,0,3,0,0,4,0,20,0,0,0,4,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,4,8,9,7,10,8,3,62
SAL21758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,3,0,0,3,0,31
SAL21759,0,0,0,0,0,7,0,3,0,7,0,4,5,0,0,0,0,5,0,10,0,4,7,0,0,0,0,4,0,16,6,5,4,0,0,0,0,0,0,17,4,6,4,0,0,0,0,0,0,23,6,0,7,0,0,3,0,0,0,27,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,20,3,7,7,3,13,0,96
SAL21760,0,0,18,47,13,93,6,65,4,240,10,58,52,69,37,70,8,33,0,342,127,341,134,89,96,44,18,39,7,904,259,408,120,79,156,74,19,27,8,1145,296,337,120,93,210,85,29,59,20,1245,131,170,75,78,129,45,41,45,11,712,17,41,21,8,35,6,18,13,3,165,5,0,0,3,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,846,1363,531,462,684,419,137,277,52,4767
SAL21761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,4,0,0,3,0,15
SAL21762,0,0,3,7,4,12,0,0,0,32,3,4,6,4,0,10,0,4,0,29,14,20,7,18,4,3,0,7,0,65,26,40,30,4,14,6,0,0,0,135,19,19,20,15,16,4,4,9,0,113,14,21,10,5,11,9,4,4,0,77,4,4,3,0,3,7,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,114,91,50,51,46,9,29,0,476
SAL21763,3,3,81,155,19,209,21,160,10,671,35,68,198,208,70,173,34,103,17,903,203,446,384,238,154,123,49,128,23,1735,416,616,335,250,249,133,57,129,25,2211,499,664,389,305,384,209,98,163,54,2760,371,449,255,211,338,168,87,175,21,2074,124,168,64,57,142,58,36,61,14,719,23,17,9,6,15,8,7,11,9,96,0,3,0,0,0,0,0,0,3,5,1674,2435,1707,1424,1375,1076,382,921,176,11179
SAL21764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21765,0,0,3,0,0,0,0,8,0,8,0,0,0,3,0,0,0,0,0,7,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,4,7,0,0,0,0,3,0,18,0,0,0,0,0,0,0,3,0,13,4,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,3,3,4,9,16,0,59
SAL21766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21767,0,0,4,3,3,9,0,9,0,38,7,5,4,6,0,8,0,11,0,46,12,20,20,21,0,3,7,19,5,106,18,16,15,7,7,4,3,16,3,94,21,15,22,19,10,9,13,27,0,122,31,12,11,10,16,5,11,16,0,115,25,0,3,6,10,8,7,3,0,63,3,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,112,69,77,75,45,47,43,111,13,589
SAL21768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21769,10,4,25,44,10,125,0,66,4,281,19,37,92,105,56,89,17,57,9,487,78,144,184,134,144,99,77,146,21,1038,73,117,121,106,117,54,83,131,25,838,82,107,131,154,147,75,98,156,20,970,68,95,125,112,122,69,93,136,22,839,21,23,24,34,32,18,27,39,12,225,8,0,0,0,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,347,535,708,698,628,526,402,732,118,4694
SAL21770,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,6,0,15,8,0,6,7,5,0,0,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,13,15,5,0,6,8,0,64
SAL21771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,11
SAL21772,0,0,0,3,0,7,0,8,0,24,3,7,4,8,0,3,0,3,0,26,11,17,20,15,10,3,4,10,0,75,5,21,20,18,3,7,8,8,0,82,9,19,4,13,11,5,5,8,0,71,11,12,12,11,0,6,0,8,0,66,7,7,7,3,3,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,75,67,72,24,33,14,48,3,379
SAL21773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,13
SAL21775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,4,0,4,0,15
SAL21776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,4,0,5,0,0,21
SAL21777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SAL21778,0,0,0,13,0,0,0,3,0,8,4,0,8,15,0,0,5,8,6,40,7,6,8,16,0,0,4,14,0,63,4,0,3,5,3,0,0,0,0,15,7,4,0,0,0,0,0,0,0,9,4,4,0,3,0,0,0,0,3,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,18,57,8,4,11,21,10,166
SAL21779,0,0,0,0,3,4,0,6,0,8,0,0,3,3,0,0,0,0,0,13,0,0,7,5,0,3,0,0,0,14,0,4,0,0,5,0,0,0,0,12,9,0,0,4,7,3,0,0,0,27,4,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,22,5,13,8,0,4,0,86
SAL21780,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,9,3,0,41
SAL21781,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,9,0,0,0,0,4,0,3,0,0,15,0,5,4,0,5,0,5,5,0,17,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,13,12,9,3,0,7,9,0,56
SAL21782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SAL21783,3,0,12,20,0,41,4,31,0,113,10,25,22,35,15,33,8,22,0,168,29,100,59,61,44,24,18,40,3,382,70,128,46,50,63,27,13,16,5,407,41,92,30,42,55,24,13,18,0,313,31,57,21,23,38,18,14,28,3,231,5,15,3,13,11,3,6,13,0,60,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,184,419,194,245,224,174,71,157,16,1681
SAL21784,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13
SAL21785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL21786,0,0,0,0,0,0,0,3,0,4,0,0,4,3,3,7,0,4,0,20,3,4,7,4,5,0,4,5,0,29,5,8,3,9,5,0,7,3,0,41,9,5,0,6,3,0,4,3,0,26,8,0,7,3,7,0,0,3,0,37,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,30,14,25,14,19,19,3,178
SAL21787,0,0,6,7,4,11,0,8,0,37,0,6,10,17,5,6,0,4,0,52,7,28,14,3,11,4,3,6,0,88,23,48,27,8,15,4,0,10,6,138,40,49,20,10,16,5,6,5,0,151,24,49,18,9,7,12,3,3,0,129,10,13,7,5,5,0,0,0,0,44,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,113,201,91,61,65,40,19,36,12,640
SAL21788,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,9,0,0,0,4,0,0,0,0,11,4,6,0,6,3,0,0,0,0,19,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,6,5,7,5,10,0,56
SAL21789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SAL21790,3,0,16,17,3,74,3,38,4,162,20,47,64,85,29,59,17,25,5,356,111,334,165,155,120,59,49,50,21,1068,123,312,118,92,112,50,36,42,12,906,100,111,55,68,85,36,26,39,4,531,54,57,44,37,47,28,25,25,5,330,21,17,8,5,7,11,3,3,0,72,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,426,883,477,476,410,322,166,222,56,3431
SAL21791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,9,0,5,4,0,0,0,0,0,0,14,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,17,7,5,5,0,0,8,0,56
SAL21792,0,4,0,3,0,4,0,4,0,17,0,0,5,0,0,4,0,5,0,22,4,8,9,4,6,3,4,4,0,47,14,24,9,8,9,0,5,3,3,83,13,29,17,3,19,0,15,8,5,101,7,7,13,9,11,3,6,8,0,65,0,4,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,79,56,33,56,21,41,27,11,360
SAL21793,14,13,49,158,21,233,14,132,7,644,30,72,106,160,73,118,26,66,8,664,101,253,120,58,87,70,14,31,14,738,512,606,204,116,222,85,27,31,33,1834,712,774,222,179,308,174,35,69,32,2520,404,570,190,124,275,101,33,64,23,1778,140,200,55,33,101,44,13,23,22,632,42,36,6,6,14,7,5,0,4,117,4,3,0,0,0,3,0,0,0,8,1951,2524,951,833,1110,841,162,427,143,8937
SAL21794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,5,0,12
SAL21795,0,3,52,61,14,115,12,77,3,344,13,45,135,72,46,70,20,64,4,468,116,250,307,131,126,64,37,70,16,1111,188,275,190,129,144,56,51,85,18,1135,197,177,176,122,177,62,80,96,20,1101,115,144,164,93,146,56,65,89,9,888,22,45,33,22,41,17,18,20,4,219,6,6,0,0,0,3,3,3,0,23,0,0,0,0,0,0,0,0,0,0,653,953,1060,621,694,443,289,507,74,5289
SAL21796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,16,8,3,3,0,0,0,0,0,0,20,4,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,10,0,7,0,6,4,0,51
SAL21797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,7,0,6,0,0,32
SAL21798,3,0,13,18,0,55,4,31,0,123,5,11,19,47,20,29,0,25,4,160,15,85,42,30,29,19,9,12,0,234,50,120,35,32,38,15,13,12,9,315,58,113,33,31,50,22,12,20,0,325,54,68,21,19,45,14,13,20,3,261,12,17,0,4,10,7,3,5,0,57,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,204,421,157,175,190,153,55,124,22,1497
SAL21799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8
SAL21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18
SAL21801,0,0,3,16,0,8,0,11,0,32,0,0,3,3,0,5,0,7,0,21,15,25,15,5,4,0,0,4,0,69,25,54,16,6,16,5,0,7,3,142,45,68,7,17,21,4,6,5,4,189,46,59,15,11,20,10,8,3,6,173,16,26,6,3,11,5,0,8,3,75,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,154,237,66,65,76,33,12,41,20,708
SAL21802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL21803,7,13,98,186,26,230,19,174,13,765,31,71,149,189,54,131,35,56,8,721,103,281,183,130,75,80,16,61,11,946,431,600,266,157,231,110,35,67,36,1935,639,665,331,236,349,208,51,119,48,2648,378,413,182,195,275,135,65,95,21,1763,112,179,44,43,106,45,16,21,9,573,19,22,3,0,9,6,0,10,6,75,0,4,0,0,0,0,0,0,0,8,1725,2238,1260,1121,1124,948,243,607,156,9421
