SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,4,0,0,3,0,5,0,9,0,0,4,0,3,0,0,0,0,6,3,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,15,16,12,3,4,6,0,3,0,0,28,7,4,3,4,0,4,0,0,0,27,3,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,33,12,17,11,10,12,9,14,0,118
SAL20057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,3,3,4,4,0,0,0,0,9,5,0,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,5,0,5,0,0,0,44
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14
SAL20062,0,0,4,3,0,15,3,3,0,36,4,10,15,13,10,6,7,16,0,88,22,119,55,48,46,26,47,34,10,410,48,94,46,42,55,25,30,37,6,380,20,52,39,30,23,11,42,35,8,260,9,13,15,19,17,3,24,27,8,138,0,7,5,3,0,0,4,5,3,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,111,298,180,157,164,86,164,159,41,1355
SAL20063,0,0,12,5,0,0,0,3,0,22,0,0,7,0,0,0,0,0,3,13,3,7,0,4,0,0,3,14,0,39,9,5,0,3,4,0,5,9,0,36,8,7,5,0,4,5,7,10,3,53,12,7,5,6,10,0,3,8,0,54,7,4,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,42,36,37,19,26,10,24,50,13,245
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL20065,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,6,6,0,3,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,9,0,5,4,3,5,0,4,0,3,23,5,4,0,4,4,0,0,0,0,16,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,13,14,13,4,13,4,3,82
SAL20066,5,6,6,31,11,25,3,13,0,98,22,135,40,96,75,95,8,25,11,498,254,875,116,106,154,118,35,46,26,1730,306,507,60,55,96,79,6,20,13,1143,262,355,41,49,117,63,14,11,20,926,168,259,15,26,75,53,3,12,13,628,60,144,13,9,50,28,8,12,4,322,19,29,0,3,7,0,0,6,5,66,0,3,0,0,0,0,0,0,0,4,1093,2302,280,378,588,459,70,145,96,5419
SAL20067,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,10,7,7,0,3,0,0,0,0,0,13,3,5,0,4,0,0,0,7,0,17,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,7,0,0,0,7,0,53
SAL20068,4,0,37,50,6,91,4,62,0,260,34,77,112,168,56,124,41,82,5,693,233,657,405,371,257,143,101,159,33,2361,232,473,243,238,208,93,92,127,27,1731,114,176,70,136,118,58,51,54,8,790,50,83,46,74,75,38,37,35,4,440,12,17,7,9,15,13,9,10,0,87,3,4,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,681,1486,912,1042,738,561,334,534,79,6369
SAL20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,3,0,4,0,0,4,0,31
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,12
SAL20071,0,0,0,6,0,0,0,3,0,11,0,5,6,5,3,0,3,8,0,27,4,5,5,4,3,4,0,0,0,29,5,7,4,4,4,0,0,0,0,28,10,14,9,0,3,3,4,0,0,54,14,17,7,3,8,6,3,4,0,66,13,9,3,0,7,3,0,0,3,37,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,55,50,36,24,35,22,19,18,4,258
SAL20072,0,0,0,0,0,0,0,4,0,11,0,0,5,0,0,0,0,4,0,9,4,9,0,0,0,0,0,0,0,18,14,8,10,4,5,6,0,0,6,48,8,27,4,3,11,4,0,0,0,60,9,7,10,3,6,4,0,3,0,48,8,3,0,0,7,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,60,35,17,25,13,3,11,4,218
SAL20073,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,11,4,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,10,6,9,5,0,3,3,0,53
SAL20074,0,0,8,10,0,31,6,21,0,77,3,9,15,20,6,23,11,11,0,103,25,84,66,42,26,14,19,27,4,297,38,74,43,38,37,17,16,34,5,301,22,50,23,30,31,16,15,10,3,201,16,30,23,41,21,5,25,20,5,193,3,8,5,0,11,0,6,5,0,47,6,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,116,247,184,183,131,107,97,134,14,1220
SAL20075,0,9,15,50,18,103,3,60,0,270,23,137,80,146,88,113,28,68,9,694,259,893,196,212,232,104,59,92,37,2095,508,868,126,110,217,97,42,44,29,2044,416,599,107,118,251,82,45,86,23,1716,213,375,89,95,161,42,53,45,23,1089,43,103,16,27,37,14,14,18,7,269,6,12,0,3,5,0,0,4,0,35,4,0,0,0,0,0,0,0,0,4,1476,2997,624,759,998,560,239,423,131,8207
SAL20076,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,9,11,0,3,0,0,0,0,0,26,10,17,0,0,3,0,0,0,0,33,7,9,3,0,7,3,0,0,0,29,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,10,8,11,8,0,11,0,114
SAL20077,4,12,4,48,19,87,0,45,0,217,18,75,26,68,42,72,7,27,0,333,70,277,38,33,68,37,7,21,7,563,255,380,43,38,91,36,11,12,9,875,312,437,54,33,112,48,12,18,17,1042,153,289,47,41,86,33,15,24,13,701,45,67,21,14,33,8,8,13,6,215,6,14,0,0,3,3,0,0,6,32,0,0,0,0,0,0,0,0,0,0,865,1545,231,278,457,331,56,155,54,3980
SAL20078,3,4,6,34,13,41,6,25,0,134,16,70,45,57,58,50,10,21,4,322,102,351,89,52,77,55,25,44,22,824,198,352,46,50,81,46,11,14,20,824,163,276,71,65,71,40,20,31,20,754,86,131,35,52,70,29,14,32,11,469,14,31,19,15,28,5,4,6,6,134,3,4,0,0,7,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,586,1223,314,324,407,273,99,182,83,3475
SAL20079,0,6,21,56,9,67,5,46,0,212,14,37,48,60,27,62,3,14,3,271,68,203,97,57,50,35,9,19,6,551,202,350,101,64,128,44,17,22,7,940,214,283,106,93,137,56,21,31,13,952,120,172,70,71,128,41,26,33,8,671,37,34,16,16,27,9,6,11,4,152,3,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,663,1108,462,421,504,315,89,171,50,3778
SAL20080,4,4,17,26,10,104,11,43,0,216,9,46,70,52,40,74,20,34,5,347,39,135,74,32,61,39,12,15,0,416,136,222,77,70,89,28,21,22,14,683,177,209,97,87,160,61,36,56,9,891,118,120,89,60,112,52,44,57,14,673,19,36,15,12,21,9,20,14,6,148,0,7,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,502,778,450,345,499,374,156,237,48,3390
SAL20081,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,5,0,3,0,3,3,0,16,3,0,0,0,0,0,0,0,0,6,3,3,0,6,0,0,0,0,0,21,3,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,5,11,0,0,9,10,5,67
SAL20082,4,0,15,19,11,43,0,22,4,111,7,27,37,21,25,39,6,19,0,191,28,73,41,22,44,19,12,8,5,259,58,73,47,12,47,22,15,12,6,303,83,86,72,40,93,45,28,36,5,483,61,51,54,35,94,20,26,38,6,390,11,15,13,0,16,7,9,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,329,280,151,335,196,108,141,24,1818
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL20085,0,0,0,0,0,5,0,4,0,12,0,0,0,0,0,0,0,4,0,7,3,0,3,3,0,0,0,4,0,21,8,3,5,0,3,0,0,0,0,24,7,7,3,6,4,0,0,0,0,25,3,4,5,0,3,0,5,0,0,17,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,25,9,14,7,15,8,0,114
SAL20086,0,0,4,6,0,0,0,5,0,20,5,3,11,5,4,3,0,9,0,44,15,12,22,0,10,0,5,14,0,75,23,24,14,10,13,0,5,5,0,105,26,17,14,19,11,6,6,17,0,118,21,13,20,10,20,8,10,17,3,120,16,13,7,0,10,4,4,3,0,58,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,100,78,98,63,62,26,28,78,12,548
SAL20087,0,0,4,4,0,9,0,15,3,31,0,0,7,3,0,5,0,5,3,28,13,10,10,16,7,10,10,13,0,91,15,10,13,15,9,6,8,3,0,75,32,8,8,16,16,3,11,13,4,112,9,14,9,12,7,5,11,14,4,80,4,7,4,4,3,9,0,7,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,82,48,58,71,36,42,51,73,14,469
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20089,0,8,22,31,15,96,3,45,0,222,22,75,63,51,63,93,21,50,6,452,134,368,139,91,151,78,43,70,25,1099,251,413,151,107,187,76,46,77,29,1324,192,250,137,101,211,80,68,96,19,1161,115,155,94,79,162,52,75,70,21,814,36,65,19,17,49,13,28,29,8,264,6,0,3,4,5,8,3,0,4,32,0,0,0,0,0,0,0,0,0,0,752,1336,630,481,845,490,291,432,115,5368
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,3,0,4,5,0,0,0,24
SAL20091,0,0,10,0,5,0,0,12,0,24,0,5,7,8,4,6,4,5,0,32,10,14,18,7,9,7,7,0,0,74,18,38,13,13,8,9,6,5,5,113,12,27,17,10,7,5,8,9,0,93,18,16,23,4,11,4,7,4,0,92,3,4,3,0,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,104,87,40,51,22,33,33,8,444
SAL20092,0,0,3,3,0,14,0,6,0,25,0,6,3,0,0,0,0,0,4,21,3,4,7,0,0,0,0,0,0,10,6,12,8,3,6,0,0,0,3,49,10,15,5,13,9,3,3,6,4,74,5,12,3,3,10,0,5,3,0,44,3,6,0,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,35,22,35,26,13,15,6,239
SAL20093,0,0,11,6,0,7,0,4,0,20,0,5,3,5,0,5,6,4,0,26,16,23,27,16,12,0,6,9,0,114,12,21,17,11,16,5,6,8,6,98,17,21,13,13,12,5,5,7,0,101,10,11,9,11,10,5,15,7,0,78,9,3,3,6,3,3,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,83,81,55,60,31,43,48,12,475
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,19
SAL20095,3,6,26,23,8,58,6,39,3,165,12,33,68,51,41,59,16,37,5,313,60,185,232,117,120,57,66,80,7,934,102,167,124,82,101,28,62,55,13,735,114,130,77,79,112,50,77,42,8,686,60,91,61,57,85,29,53,52,3,485,20,21,11,12,30,11,24,13,0,148,0,3,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,371,636,598,424,498,291,309,319,45,3490
SAL20096,0,0,0,0,0,0,0,0,0,9,0,0,9,3,0,0,0,7,0,11,0,8,10,4,5,0,0,6,0,31,8,0,5,0,3,0,0,0,0,24,0,8,6,4,3,4,4,8,0,32,11,4,12,0,0,3,6,0,0,43,7,3,9,4,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,41,16,9,10,11,23,0,166
SAL20097,0,0,8,13,0,3,0,13,0,35,0,0,9,18,6,8,3,10,0,54,9,28,56,23,7,8,13,23,0,166,15,20,42,14,8,11,12,21,0,142,17,17,31,25,18,12,9,24,0,147,13,21,32,14,29,24,18,15,0,171,9,6,11,6,4,0,6,6,0,48,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,75,98,186,102,74,66,62,113,5,774
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
SAL20099,0,0,0,0,0,3,0,3,0,13,0,3,0,0,0,3,0,0,0,9,7,9,3,6,8,6,4,0,0,43,10,4,4,3,8,0,0,4,0,37,7,5,6,0,8,0,7,10,0,44,3,6,0,0,3,9,4,4,0,34,4,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,24,14,30,20,22,15,0,180
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,4,3,0,20
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,4,3,4,4,4,0,0,26
SAL20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,12,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,9,9,6,3,0,3,0,50
SAL20103,3,6,27,29,7,76,7,36,3,197,11,25,60,58,20,40,16,59,9,300,62,148,120,97,65,56,42,130,10,727,56,117,86,97,62,48,34,80,13,582,57,94,69,102,91,56,44,76,16,601,62,95,65,79,58,47,44,99,11,566,33,27,18,27,25,17,19,22,3,193,8,0,0,0,0,0,0,0,8,25,3,0,0,0,0,0,0,0,3,3,302,515,447,492,328,331,200,517,72,3197
SAL20104,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,14,0,3,3,4,3,0,5,3,0,31,0,5,0,0,4,0,0,0,0,13,6,7,4,0,4,0,0,0,0,22,0,5,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,10,19,13,6,3,8,0,94
SAL20105,0,0,0,19,5,22,0,9,0,57,16,65,35,68,35,40,12,33,3,296,171,495,138,108,112,71,26,65,18,1204,222,314,71,49,75,44,13,12,7,808,136,206,38,42,53,10,5,20,3,510,60,118,24,27,37,13,13,11,4,317,13,30,6,12,12,11,3,7,4,92,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,618,1237,316,322,331,214,64,150,40,3299
SAL20106,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,5,0,8,3,5,0,0,0,0,0,0,0,10,4,0,3,4,0,3,3,5,0,18,0,5,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,7,5,3,3,11,0,59
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,7,0,28
SAL20108,0,0,12,9,0,25,0,33,0,85,8,6,31,10,9,27,6,17,4,117,36,57,54,51,35,18,25,29,4,295,55,75,65,48,43,24,20,29,8,373,55,63,48,36,56,19,34,29,10,346,51,45,37,39,48,24,28,36,5,315,17,12,4,0,13,4,4,9,0,63,5,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,227,256,254,194,217,130,110,184,22,1607
SAL20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,8,6,3,0,0,0,0,0,0,0,9,5,0,0,0,0,0,4,0,0,8,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,5,3,0,0,0,4,5,0,34
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SAL20111,0,3,10,35,6,58,3,21,0,133,11,42,42,89,24,34,3,25,3,289,60,256,70,72,69,35,22,37,9,624,80,226,63,47,57,26,14,18,8,544,115,186,43,63,60,23,17,23,8,536,70,157,40,50,54,22,21,41,5,450,18,36,4,20,18,7,10,9,3,128,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,360,918,274,381,287,212,88,164,31,2715
SAL20112,0,0,11,17,7,35,0,29,3,104,15,29,40,66,29,42,10,33,4,264,52,162,117,104,69,50,33,56,4,661,71,165,68,57,57,22,18,35,7,487,58,100,63,56,59,24,16,32,4,405,47,87,48,59,50,23,39,42,10,413,15,30,18,11,19,7,3,18,6,123,0,4,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,260,572,364,374,290,208,125,244,37,2484
SAL20113,0,4,9,16,0,38,0,21,0,94,14,17,34,27,20,25,7,21,8,167,46,113,69,65,45,25,4,27,5,391,57,142,47,40,32,19,12,19,6,375,71,100,38,39,61,24,16,30,3,384,57,70,33,30,52,25,17,31,10,325,10,20,5,3,8,4,5,10,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,251,459,243,231,225,161,61,156,27,1810
SAL20114,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,5,0,10,5,5,0,0,4,0,0,4,0,17,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,3,5,3,4,9,5,59
SAL20115,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,0,0,0,14,4,8,0,0,0,3,3,0,0,28,0,6,3,0,3,3,0,3,0,25,9,0,5,0,0,0,0,0,3,22,5,6,3,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,23,15,4,13,6,15,9,5,113
