POW_SA2_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
205031093,5,436,321,54,58,4,4,437,368,75,64,7,3,520,352,66,81,13,12,519,301,50,52,15,9,425,201,32,43,6,9,295,56,18,30,12,0,117,11,10,14,12,0,48,0,11,16,3,0,31,2995,419,494,81,56,4045,422,0,3,7,0,438,285,0,16,0,3,304,212,3,21,0,0,236,226,8,34,5,0,267,277,8,42,9,0,351,255,19,29,8,4,306,305,26,42,4,3,385,300,30,48,9,6,391,316,23,65,8,7,411,283,28,62,12,10,393,120,26,64,17,4,235,30,18,32,11,4,93,12,7,23,16,0,58,3039,203,474,102,50,3857,466,29,49,20,16,576,96,20,33,14,26,181,6594,666,1046,211,143,8663
205041094,0,292,270,9,9,0,0,286,244,15,13,3,0,277,304,14,14,8,0,342,310,11,15,5,0,334,183,12,15,3,0,212,44,7,16,3,0,74,8,5,6,6,0,23,0,3,6,3,3,16,2206,87,120,41,12,2469,71,0,0,3,0,70,61,0,4,0,0,65,53,3,0,0,0,63,60,4,3,4,0,76,81,4,8,7,0,92,72,6,6,0,0,83,60,5,11,5,4,83,84,4,16,0,0,101,80,5,15,4,0,104,59,5,17,8,4,93,28,0,5,8,0,44,15,4,15,0,0,33,3,0,8,14,0,29,722,35,114,49,9,928,151,0,6,3,0,164,60,3,8,9,8,88,3147,126,250,96,26,3644
205041095,6,322,227,14,27,0,4,279,291,18,18,0,0,332,287,20,24,7,0,348,280,22,21,0,0,326,181,5,19,0,4,210,45,7,3,0,0,58,13,0,3,0,0,14,3,0,5,0,0,6,2537,125,179,17,26,2891,275,0,0,3,0,280,215,0,0,0,0,218,144,0,10,4,0,160,142,0,11,0,0,154,172,6,12,0,0,194,160,0,13,0,0,178,138,5,15,0,0,158,192,10,18,0,3,220,183,0,21,3,0,210,161,11,19,6,4,201,68,9,13,3,0,89,34,0,6,0,0,33,11,0,3,0,0,15,1895,42,128,33,16,2123,292,10,9,0,7,319,99,0,8,3,24,139,4827,175,331,60,74,5467
205041096,4,718,631,29,14,0,0,687,635,37,16,0,9,695,658,40,19,5,6,730,618,45,23,0,5,688,407,47,16,6,7,481,123,18,17,0,0,152,19,13,3,0,0,38,5,3,0,7,0,14,5800,281,165,17,34,6299,319,0,0,0,0,327,302,0,4,0,0,304,240,0,6,0,0,246,258,4,18,3,0,278,302,10,8,7,9,324,268,6,12,9,0,291,268,6,12,6,0,296,281,12,17,3,0,307,311,6,16,0,0,335,264,11,13,3,0,298,124,9,10,9,0,151,48,4,6,3,0,66,15,0,3,3,0,26,3002,70,123,41,18,3254,538,12,6,9,11,574,162,3,9,5,20,201,9500,374,314,70,81,10334
205041098,0,23,23,3,6,0,0,32,15,3,10,0,0,27,13,3,3,0,0,24,15,0,7,0,0,25,5,0,6,0,4,22,4,0,5,0,0,11,0,0,0,0,0,7,0,0,3,0,0,6,175,26,53,7,7,267,13,0,0,0,0,13,18,0,4,4,0,16,8,0,0,0,0,14,10,0,6,0,0,19,7,3,3,0,0,14,8,0,3,0,0,16,9,0,0,0,0,16,8,3,7,0,0,19,21,0,3,3,0,29,15,0,3,0,0,19,9,0,4,0,0,14,3,0,4,4,0,10,0,0,0,4,0,0,136,11,36,10,4,198,16,0,9,3,3,30,10,0,0,0,0,11,339,42,94,20,16,504
205041493,5,495,354,46,24,0,0,424,410,63,27,0,0,502,350,72,18,0,0,441,311,39,27,3,0,377,176,28,13,0,3,213,38,19,9,0,0,71,10,5,6,3,0,24,0,4,0,0,0,5,3610,360,174,18,20,4183,645,0,0,3,5,652,356,0,9,3,7,367,263,3,7,0,5,282,259,14,11,0,0,283,263,14,20,6,0,307,201,9,17,4,0,234,200,10,12,8,0,227,179,14,12,5,0,205,208,8,9,3,3,228,156,12,13,7,3,188,75,15,8,0,0,99,26,5,5,8,0,49,8,0,6,4,0,19,2845,97,136,46,20,3141,408,10,16,4,6,449,112,7,14,9,18,156,6971,473,339,74,63,7925
205041494,4,319,296,10,14,3,0,326,312,31,11,4,5,360,301,22,7,3,0,336,280,19,14,4,0,314,167,10,9,0,0,193,55,8,6,3,0,70,10,0,3,0,0,20,0,0,0,0,0,0,2656,131,109,17,15,2927,128,0,0,0,0,136,162,0,3,0,0,168,189,7,13,0,0,205,228,0,12,0,0,242,235,7,20,0,0,267,204,3,13,4,0,230,174,3,13,5,0,194,180,8,12,0,0,205,201,9,12,0,0,220,173,5,11,5,0,199,73,7,11,7,0,92,27,0,3,0,0,34,9,0,4,0,0,13,1995,48,131,21,7,2205,331,8,16,8,0,365,64,8,5,0,10,80,5051,189,258,45,32,5576
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,7,0,24
205051100,0,235,159,5,6,4,0,176,169,12,11,4,8,200,154,14,8,4,0,182,131,12,16,8,0,167,91,9,15,3,0,117,23,4,10,3,0,33,4,0,9,0,5,19,0,0,12,7,0,11,1560,63,102,31,8,1765,21,0,0,3,0,21,29,0,0,0,0,29,32,0,5,0,0,35,32,0,9,0,0,45,36,4,7,0,0,44,21,0,9,4,0,28,27,0,5,0,0,32,27,4,7,0,0,45,42,3,11,5,0,60,34,0,11,3,0,48,14,8,5,5,0,28,6,0,7,0,0,11,0,0,8,0,0,8,314,21,80,19,8,441,104,3,8,0,4,113,24,0,0,6,11,41,2003,94,188,55,23,2363
205051101,3,201,172,27,39,8,5,251,180,24,37,3,7,256,170,34,29,8,0,237,155,40,35,8,9,247,115,15,45,14,3,190,42,6,25,10,0,84,6,7,17,10,0,40,4,5,12,10,0,35,1710,214,317,73,38,2360,168,0,0,3,0,173,110,0,0,0,0,113,91,0,4,0,0,100,88,0,15,3,0,112,108,13,20,3,0,147,86,11,10,4,0,112,93,6,17,4,0,114,101,8,17,3,0,128,89,9,20,3,0,128,115,4,20,3,3,148,59,3,27,8,0,105,18,4,21,7,0,53,8,0,15,11,0,32,1138,56,187,59,18,1468,200,7,24,4,10,242,54,6,15,0,11,84,3098,280,551,145,76,4149
205051102,3,116,89,10,16,0,7,126,85,8,19,4,0,115,106,8,12,3,6,131,70,7,13,0,0,89,56,3,23,5,0,93,23,6,18,11,0,56,0,0,15,7,0,25,0,0,3,0,5,9,764,69,163,34,21,1052,26,0,0,0,0,26,20,0,0,0,0,22,28,0,9,0,0,37,25,0,0,0,0,27,26,0,4,0,0,32,28,0,0,0,0,37,21,0,10,6,0,31,27,6,8,3,0,40,28,0,3,4,0,35,35,0,7,7,0,52,21,0,7,4,0,31,7,0,7,10,0,17,4,0,5,4,0,10,298,15,52,43,8,408,65,5,12,3,0,85,21,0,10,4,11,40,1150,82,230,82,36,1580
205051103,0,418,375,44,36,4,0,464,383,43,24,4,3,461,388,46,34,4,5,469,369,37,22,4,3,433,267,22,35,3,9,335,62,24,14,0,0,102,12,10,8,0,0,30,3,9,0,0,4,15,3482,291,241,23,31,4069,402,0,5,0,0,407,275,0,4,0,0,282,215,3,23,0,3,246,251,5,19,5,0,279,278,7,32,4,0,318,224,7,18,5,8,260,240,8,20,3,3,277,241,7,19,3,4,277,225,6,25,3,0,257,234,15,17,8,6,277,105,5,21,4,0,141,33,0,13,0,0,58,9,3,0,0,0,17,2732,74,215,43,27,3087,462,8,21,8,5,504,106,3,13,11,10,142,6784,378,488,80,78,7804
205051104,0,85,56,10,15,0,0,80,64,6,22,6,3,101,78,15,34,0,5,131,81,10,17,5,8,123,49,8,25,21,0,106,23,3,19,9,7,63,0,4,15,14,0,33,0,3,6,8,0,17,614,89,183,61,27,977,46,0,0,0,0,47,43,0,0,0,0,44,35,5,0,3,0,37,40,0,8,0,0,47,40,0,0,3,0,46,34,3,13,0,0,49,41,5,11,0,0,54,46,3,17,4,0,67,54,4,13,5,4,78,66,4,10,3,0,95,35,6,18,9,3,66,16,5,11,3,0,23,0,0,9,7,4,20,499,33,103,43,12,689,61,0,10,7,4,85,27,4,3,6,11,49,1199,130,305,114,50,1793
206011106,0,240,109,50,34,0,0,190,80,23,23,0,0,126,81,31,6,0,0,123,59,28,16,0,0,104,40,15,7,0,0,71,21,11,3,0,0,31,8,4,0,0,0,13,0,3,0,0,0,4,1088,257,187,12,6,1551,136,0,0,0,0,137,195,4,7,0,0,214,187,4,24,0,0,219,142,5,49,4,4,199,102,19,35,0,0,165,90,14,41,0,0,143,57,11,16,0,0,89,75,20,24,7,0,119,57,5,13,0,0,77,37,15,11,4,0,67,17,8,8,0,0,34,8,0,6,4,0,21,0,0,3,5,0,6,1113,106,249,32,3,1500,108,9,22,4,7,143,31,0,7,0,4,47,2338,372,458,51,23,3244
206011107,0,110,53,28,15,3,0,97,47,21,20,0,5,92,63,21,17,5,0,104,50,17,8,0,0,71,29,9,6,0,0,48,7,3,4,0,0,18,3,0,4,0,0,6,0,0,7,0,0,9,539,137,156,15,8,849,34,0,0,0,0,36,120,0,15,0,0,140,73,0,26,0,0,103,67,6,19,5,0,104,49,11,33,0,0,89,54,4,21,0,0,80,61,13,19,0,0,93,38,7,11,5,0,63,34,6,18,3,5,66,30,11,14,0,0,55,20,3,10,3,0,38,10,0,9,0,0,16,5,0,3,0,0,7,591,68,208,16,3,888,56,3,19,0,0,81,22,4,0,0,5,31,1211,211,380,31,17,1853
206011109,0,84,54,8,13,0,0,74,45,15,8,0,0,69,59,15,16,0,0,90,30,18,9,0,0,58,22,17,4,0,0,43,8,4,8,0,0,19,3,5,0,0,0,9,0,0,0,0,0,0,461,106,78,4,0,649,60,0,4,0,0,66,56,0,4,0,0,68,39,0,8,0,0,51,52,0,6,4,0,68,44,0,9,0,0,58,36,8,14,0,0,55,30,12,19,3,0,66,35,6,14,0,0,60,37,8,16,0,0,59,29,12,9,0,0,49,7,0,6,0,0,14,12,3,0,0,0,12,0,0,0,0,0,0,443,62,109,18,0,629,35,13,17,3,3,67,11,0,0,0,4,17,950,180,210,24,12,1362
206011495,4,313,184,39,26,3,3,254,163,48,34,3,3,246,152,44,18,0,0,224,168,33,13,3,0,218,106,30,8,3,0,152,41,13,12,5,0,65,13,7,6,0,0,23,0,0,0,0,0,7,1840,320,230,25,11,2436,104,0,0,0,0,103,256,0,15,0,0,273,245,3,34,0,0,285,180,18,40,0,0,241,139,11,36,0,3,202,86,17,24,3,0,137,103,9,32,5,0,141,86,15,20,4,0,124,83,8,17,6,0,111,61,7,27,0,0,99,30,3,13,5,0,55,15,3,9,0,0,32,10,0,6,3,0,19,1405,96,277,37,8,1827,179,14,23,3,0,215,64,4,13,3,4,80,3482,436,533,74,25,4559
206011496,0,533,370,68,37,5,5,477,320,76,34,0,0,428,327,71,33,5,5,435,280,59,23,9,0,363,161,31,15,0,6,215,55,14,9,0,3,83,19,16,6,0,0,43,3,7,4,0,0,12,3223,478,300,22,12,4042,321,0,0,0,0,333,636,7,15,0,0,657,524,6,45,0,0,574,321,21,53,0,5,407,287,14,44,11,0,356,179,24,43,7,0,252,194,19,32,11,3,268,175,15,19,10,0,221,154,18,18,0,0,198,106,9,14,4,0,144,72,15,15,5,0,100,30,9,9,4,0,47,7,4,5,6,0,20,3013,161,328,55,13,3575,389,12,44,13,4,463,83,10,11,0,7,107,6707,651,687,91,46,8186
206011497,0,418,295,39,32,4,0,378,287,42,25,10,0,366,255,45,32,5,4,335,195,32,24,0,0,261,135,24,13,4,0,171,43,8,9,0,0,62,11,0,3,0,0,17,3,6,0,0,0,11,2501,262,224,30,8,3024,207,0,0,0,0,210,349,3,14,0,4,370,255,9,28,4,0,300,200,14,33,0,0,252,226,17,50,6,0,294,219,16,22,4,0,265,208,19,30,0,0,255,212,9,22,0,0,248,173,22,23,6,0,225,139,4,17,5,0,159,56,12,11,5,0,81,29,5,4,4,0,42,10,6,3,0,0,23,2275,134,251,36,4,2704,268,17,20,11,8,319,107,6,8,0,0,126,5151,415,513,79,24,6176
206011498,0,124,97,21,16,0,0,136,88,27,10,0,0,126,95,21,14,0,0,133,83,16,18,0,0,122,58,8,4,0,0,72,12,5,0,0,0,26,0,10,0,0,0,9,0,0,0,0,0,0,838,129,126,6,9,1104,97,0,3,0,0,99,105,0,7,0,0,112,54,3,19,0,0,78,79,3,18,3,0,105,90,10,17,0,0,123,75,10,24,0,0,107,75,5,30,3,0,112,65,5,19,0,0,88,68,13,16,0,0,91,58,4,15,0,0,78,25,6,9,5,0,47,17,3,3,0,0,21,3,4,0,0,0,6,810,66,176,17,3,1073,74,6,27,0,0,106,29,4,4,0,5,41,1752,207,332,30,15,2329
206021110,0,370,233,49,17,4,0,307,222,54,14,4,0,292,225,62,28,5,0,316,192,47,15,8,0,261,118,40,20,0,0,174,42,22,15,0,0,72,11,3,3,0,0,19,0,0,0,0,0,0,2216,347,163,20,8,2755,155,0,0,4,0,162,272,0,13,0,0,288,155,8,9,0,3,171,140,5,15,0,0,160,105,11,28,0,0,152,81,12,25,4,0,118,100,11,27,0,0,140,79,13,29,0,0,127,78,19,19,4,0,119,78,8,23,0,0,108,36,11,16,0,0,68,16,6,10,3,0,41,5,5,5,0,0,14,1305,114,204,29,11,1659,163,12,22,5,3,199,42,8,8,4,4,59,3728,483,394,60,21,4686
206021112,0,340,272,50,39,3,0,364,232,53,38,4,0,320,253,54,25,0,0,336,213,45,22,0,0,279,142,35,17,0,0,196,66,11,11,0,0,84,12,10,0,0,0,22,10,5,0,0,0,11,2257,372,262,17,4,2920,161,0,4,4,0,167,248,4,7,0,0,255,241,3,29,0,0,282,182,11,40,0,0,241,170,16,47,3,0,239,151,13,40,7,0,212,158,21,46,3,0,223,142,19,49,3,0,215,134,13,32,9,0,185,100,16,21,3,0,141,71,10,22,0,0,111,16,11,7,0,0,36,15,5,4,4,0,20,1785,144,346,40,9,2318,190,10,33,0,3,236,63,8,0,0,14,91,4290,529,644,60,37,5560
206021499,0,233,145,38,29,0,0,210,161,43,34,0,0,234,148,40,25,0,0,215,108,27,21,0,0,160,61,16,11,0,0,89,29,3,10,0,0,43,3,4,0,0,0,9,3,5,6,0,0,9,1402,240,198,11,6,1868,139,0,6,0,0,146,208,0,11,0,0,218,152,0,27,0,0,180,128,6,28,3,0,173,116,17,32,0,3,162,97,5,38,3,0,144,68,15,44,0,0,136,87,21,44,5,0,156,71,19,24,7,0,126,65,9,33,4,0,111,26,11,17,3,0,60,15,0,9,11,0,35,0,3,0,0,0,9,1179,121,307,40,12,1653,166,11,33,3,5,215,33,9,0,0,6,49,2788,375,547,60,26,3783
206021500,0,173,119,28,30,0,0,180,116,32,25,0,0,178,114,43,34,0,3,202,84,27,10,0,0,125,61,9,10,0,0,85,26,3,8,0,0,34,4,0,9,0,0,15,3,5,4,0,0,10,1194,202,216,15,5,1632,82,0,3,0,0,87,224,5,9,0,0,242,170,0,23,0,0,199,123,4,31,5,0,161,102,9,33,0,0,156,64,19,26,0,0,113,77,21,26,3,3,130,77,14,30,0,0,119,48,6,25,4,0,77,60,7,23,4,0,92,25,3,21,0,0,49,15,4,8,0,0,24,0,0,5,0,0,9,1069,91,262,24,7,1457,138,11,26,4,3,180,50,0,0,3,4,51,2448,305,507,44,16,3321
206031113,3,153,78,34,23,0,0,140,111,43,20,5,0,175,93,28,13,3,0,139,66,28,13,0,0,106,42,14,11,0,0,68,12,7,6,3,0,35,5,0,3,0,0,9,3,0,0,0,0,6,862,226,149,15,3,1253,146,0,0,0,0,147,201,0,7,0,0,207,114,4,20,0,0,132,98,0,25,0,0,126,83,9,25,5,0,114,81,17,19,4,0,121,69,18,28,0,0,108,57,14,11,0,0,87,43,13,20,9,0,83,55,12,14,4,0,86,29,4,14,6,5,55,13,3,3,0,0,23,3,0,0,0,0,7,992,103,181,29,10,1318,116,12,22,0,0,151,26,4,0,3,0,35,1996,339,350,48,18,2755
206031115,3,236,134,12,16,3,0,164,153,28,13,0,0,193,146,19,7,0,0,173,128,16,4,3,0,155,76,15,7,5,0,95,32,0,4,0,0,43,7,0,4,0,0,13,0,0,0,0,0,7,1318,128,92,15,4,1564,169,0,0,0,0,169,173,3,3,0,0,184,92,4,9,0,0,104,87,9,17,0,0,115,98,8,12,0,0,116,72,6,14,0,0,96,78,9,16,0,0,100,72,4,6,0,0,81,77,4,3,0,0,89,49,11,8,5,0,62,28,0,10,0,0,40,14,4,0,0,0,22,5,0,0,0,0,5,1012,52,102,9,8,1183,120,3,10,0,3,136,40,3,8,0,3,58,2496,186,214,24,19,2945
206031116,0,516,414,62,24,4,0,509,405,72,32,4,0,512,412,80,23,3,0,519,326,64,35,7,0,439,155,38,24,9,0,224,55,22,15,4,0,90,16,8,7,0,0,31,0,5,0,0,0,6,3503,461,222,40,13,4237,397,0,0,5,0,401,545,0,16,0,0,564,329,4,23,5,3,358,266,12,25,3,0,307,211,18,35,4,0,275,229,16,29,12,0,281,220,21,37,0,0,285,220,25,22,0,0,265,170,14,25,5,0,219,143,21,17,6,0,183,73,14,20,9,0,111,24,13,13,0,3,51,9,5,0,0,0,22,2827,167,270,44,12,3321,411,26,36,5,5,482,102,8,9,4,7,128,6849,660,538,85,36,8177
206031501,5,202,159,32,16,0,0,209,139,49,25,0,0,211,156,62,30,5,0,244,120,55,23,0,0,196,62,30,13,3,0,107,26,10,6,0,0,43,4,0,0,3,0,13,0,3,0,0,0,4,1349,313,156,12,11,1837,288,0,0,3,0,300,212,0,4,0,0,223,103,9,9,0,0,119,98,0,13,4,0,116,104,13,19,12,0,141,96,16,15,4,0,132,106,24,23,4,0,158,105,28,22,7,0,173,82,20,24,7,0,135,65,23,11,6,0,105,46,14,11,3,0,77,9,15,7,0,0,34,10,5,8,3,0,22,1330,155,176,54,7,1719,153,9,21,0,6,188,47,7,8,3,6,71,2880,482,357,67,26,3814
206031502,4,224,146,56,22,4,0,229,170,51,23,4,0,250,166,46,21,6,0,240,129,45,20,9,0,194,65,29,12,4,0,114,32,17,9,0,0,61,8,9,3,0,0,18,3,5,0,0,0,5,1525,339,176,28,7,2079,161,0,0,0,0,166,251,0,6,0,0,260,139,5,15,0,0,155,134,7,26,4,0,169,108,14,14,4,0,144,99,14,25,5,0,144,113,13,14,4,0,152,89,22,16,3,0,135,60,15,19,6,0,102,63,15,21,6,0,109,51,10,16,9,0,86,13,5,9,4,0,28,3,6,0,0,0,12,1295,127,181,44,5,1653,186,3,25,5,5,228,43,7,3,3,5,56,3042,486,388,87,16,4019
206041117,6,1572,1197,82,22,4,0,1306,1048,66,30,5,0,1149,924,73,28,4,10,1039,776,60,24,3,0,862,477,37,17,4,6,540,173,18,8,0,0,201,45,20,12,0,0,78,4,4,4,0,0,18,9447,534,245,38,23,10289,238,0,0,0,3,241,1027,4,31,8,0,1059,807,15,44,0,5,878,719,16,52,5,4,791,605,29,27,0,3,667,536,26,22,7,4,600,408,18,29,3,0,467,343,24,26,9,0,405,309,26,15,6,0,361,271,12,19,5,0,312,157,18,16,5,0,195,81,11,18,0,0,109,23,12,12,0,0,46,5527,210,312,57,23,6128,769,24,27,10,11,834,191,13,9,3,23,238,15936,778,595,101,81,17493
206041118,12,13458,10664,172,68,8,11,10922,7963,145,69,3,10,8187,6128,120,55,8,9,6317,4000,107,36,0,3,4146,1982,52,19,4,8,2066,546,28,5,3,0,589,103,19,3,5,4,129,20,0,0,0,0,26,68395,941,369,49,68,69822,282,0,3,0,0,286,1321,12,32,0,4,1369,1162,16,29,5,0,1217,1434,33,43,12,0,1529,1772,44,35,9,7,1871,1395,38,25,12,4,1471,866,24,18,17,0,928,597,30,17,11,3,664,448,27,21,12,3,515,413,21,16,8,4,464,189,18,17,5,0,235,67,14,6,6,0,97,19,7,4,3,4,30,9980,278,268,104,37,10663,3800,38,34,29,34,3935,847,42,26,30,78,1030,83024,1293,707,209,217,85451
206041119,0,1999,1707,50,32,0,3,1790,1532,49,51,4,0,1636,1316,48,38,0,3,1410,1054,52,44,0,3,1153,670,38,25,7,0,742,234,22,15,0,0,274,66,12,6,0,0,78,9,6,0,3,0,26,13016,337,265,20,23,13663,135,0,0,0,0,139,560,0,0,0,4,567,546,0,9,6,0,552,561,8,19,0,0,582,723,10,23,3,0,753,545,10,23,0,5,580,401,13,13,4,0,431,335,6,14,4,0,365,311,12,17,3,0,351,352,24,34,0,0,408,191,25,18,4,0,231,72,23,13,3,0,114,24,13,17,5,4,57,4762,138,198,26,19,5142,1425,16,22,6,4,1468,201,9,10,0,15,237,19402,496,494,54,56,20511
206041120,0,108,92,0,9,0,0,97,82,4,0,0,0,85,64,0,0,0,0,70,75,0,0,0,0,75,28,0,0,0,0,36,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,723,14,19,5,0,764,55,0,0,0,0,55,80,0,0,0,0,76,30,0,0,0,0,31,29,5,0,0,0,32,43,0,0,0,0,49,22,4,4,0,0,32,17,0,0,0,0,22,26,0,0,0,0,26,21,0,0,0,0,21,27,0,5,0,0,28,10,0,0,0,0,16,10,3,0,0,0,12,0,0,0,0,0,3,372,14,10,3,0,393,92,0,3,0,5,98,18,0,0,0,7,22,1196,27,33,5,10,1275
206041121,0,466,354,42,19,0,0,420,259,42,19,4,0,321,244,44,13,0,0,304,190,33,8,0,0,229,134,24,5,3,3,164,42,12,4,0,0,54,9,3,0,0,0,15,5,0,0,0,0,4,2627,271,120,17,4,3034,80,0,0,0,0,76,217,0,7,4,0,230,180,4,18,0,0,202,178,4,17,4,0,200,134,12,20,4,4,174,117,11,17,0,0,145,91,5,10,0,0,115,90,7,13,3,0,113,87,8,12,6,0,111,70,12,13,3,0,98,25,9,5,4,0,43,18,4,3,0,0,22,0,3,3,4,0,14,1277,84,142,27,5,1538,173,6,6,4,6,196,62,4,9,3,3,76,4143,363,264,46,21,4843
206041124,5,2809,2403,17,15,0,3,2442,2129,33,18,0,3,2181,1784,14,10,6,0,1813,1498,13,11,0,3,1526,967,20,9,0,0,1000,353,7,4,0,0,366,90,0,3,0,0,98,10,3,0,0,0,20,18844,134,125,8,27,19141,205,0,8,0,0,213,1364,0,16,5,0,1381,1458,0,14,3,3,1476,1470,12,12,4,0,1496,1514,6,13,0,7,1535,1234,3,14,5,0,1261,927,3,10,0,0,947,819,8,5,0,0,834,670,7,10,0,0,694,592,11,17,0,3,622,312,4,8,0,0,326,111,4,9,0,0,126,32,3,3,0,0,43,10709,60,140,29,18,10951,1872,0,4,4,12,1890,346,18,14,8,34,406,31767,212,281,55,86,32388
