POW_SA2_CODE_2021,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_NegNilInc_E,P_NegNilInc_OM_IE,P_NegNilInc_OM_UIE,P_NegNilInc_CFW,P_NegNilInc_ES_NS,P_NegNilInc_Tot,P_1_149_E,P_1_149_OM_IE,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000_3499_E,P_3000_3499_OM_IE,P_3000_3499_OM_UIE,P_3000_3499_CFW,P_3000_3499_ES_NS,P_3000_3499_Tot,P_3500mo_E,P_3500mo_OM_IE,P_3500mo_OM_UIE,P_3500mo_CFW,P_3500mo_ES_NS,P_3500mo_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
215021399,57,40,9,682,5,0,5,7,0,17,40,0,5,0,0,44,29,0,14,6,0,53,34,3,6,10,3,60,70,3,10,3,0,93,98,3,26,9,0,138,148,11,15,12,4,184,170,11,25,14,0,213,197,24,20,11,3,252,118,19,17,12,3,168,89,7,10,3,0,109,54,5,4,6,0,73,77,8,10,3,0,105,4,3,5,4,0,9,16,12,9,0,0,35,12,0,4,0,4,23,1165,115,172,96,21,1565
215021469,247,50,59,6896,22,9,0,16,0,53,289,0,6,3,7,308,272,0,17,7,4,296,274,16,28,10,6,335,409,15,31,7,5,462,811,25,46,12,13,914,1189,71,51,4,23,1333,1704,58,78,6,13,1855,1846,97,82,15,11,2051,1266,69,47,4,4,1392,1094,82,54,8,7,1246,667,63,35,0,4,768,807,93,36,5,9,954,112,45,10,0,4,169,168,91,27,10,3,294,112,8,15,14,16,168,11044,745,568,115,128,12598
215021470,91,40,31,2331,21,0,5,12,3,35,210,3,4,6,4,223,178,4,8,3,0,200,160,3,16,3,3,189,206,0,19,4,3,236,351,15,24,8,6,401,468,24,26,11,5,522,589,29,23,8,4,653,512,37,27,7,9,587,262,25,15,3,3,312,229,24,19,5,5,278,137,18,10,6,0,166,241,24,7,3,0,280,29,6,0,0,0,37,27,11,5,4,0,49,49,0,0,0,6,51,3671,222,208,83,57,4231
215031400,91,86,17,1153,8,0,3,28,0,43,64,3,5,5,6,86,47,4,8,12,0,74,65,4,11,19,3,101,95,14,20,19,5,158,146,13,32,27,4,219,206,20,32,27,5,292,233,38,45,28,4,344,292,53,42,28,6,417,194,28,27,9,6,265,127,33,17,7,0,185,83,27,15,10,4,130,114,26,16,3,3,164,16,9,3,3,0,29,11,20,10,5,0,48,24,4,8,10,5,47,1707,292,295,238,54,2593
215031401,114,83,15,891,7,3,14,34,0,53,43,0,7,6,0,66,36,9,22,28,0,90,46,12,27,18,3,113,67,20,23,28,9,144,122,19,31,19,0,193,165,24,38,12,7,242,212,37,41,9,10,301,233,44,28,18,11,331,135,32,25,4,5,197,91,20,21,3,0,140,51,13,22,6,0,88,67,19,16,0,4,98,9,6,4,0,4,20,17,17,19,3,0,54,13,3,10,14,0,40,1313,259,338,201,58,2167
215031402,64,19,14,940,3,0,0,8,0,13,43,0,4,4,0,53,38,0,4,0,0,49,45,3,17,4,0,65,73,6,11,3,0,91,137,12,14,6,0,171,180,10,20,0,4,216,218,16,11,0,7,249,214,14,19,3,4,250,149,8,8,3,0,170,109,11,6,0,0,130,60,6,0,0,0,71,88,12,4,0,0,107,15,4,6,0,0,22,8,9,9,0,0,26,14,3,3,3,5,24,1409,117,125,35,24,1711
215031403,31,27,11,641,0,0,4,19,0,22,22,0,0,4,0,20,27,0,0,4,0,32,34,0,7,3,4,45,74,4,10,3,8,91,135,5,4,8,8,160,170,8,9,8,3,198,188,9,8,5,4,214,141,20,17,10,0,187,87,20,11,3,0,124,53,8,5,10,0,71,57,9,4,5,0,79,51,17,3,0,0,77,5,5,3,3,0,15,5,7,8,3,0,18,16,0,0,0,0,23,1067,126,84,82,33,1392
215031404,150,47,44,3376,19,0,7,11,4,43,152,0,9,3,0,167,165,5,9,4,4,189,184,3,10,10,3,214,244,8,30,7,7,294,436,22,32,8,3,511,632,20,29,5,7,700,857,43,48,4,15,963,954,49,45,6,10,1063,595,48,37,6,4,699,427,55,20,5,8,516,298,46,20,0,3,367,349,33,26,4,0,413,49,18,12,3,0,82,67,52,6,3,4,135,70,10,3,5,12,93,5497,422,351,79,94,6447
215031405,74,84,9,778,6,5,4,18,0,35,27,5,3,3,0,33,27,0,8,19,0,55,36,12,13,16,4,76,86,14,6,22,4,129,120,23,23,19,5,192,192,20,15,18,10,257,321,21,29,9,9,394,324,29,40,29,6,418,126,22,22,13,5,182,109,23,15,14,3,164,63,19,8,4,3,95,78,18,23,10,4,129,11,4,3,0,0,25,25,13,4,12,0,54,17,11,9,3,5,39,1563,233,235,205,47,2286
216011406,252,69,37,4768,29,4,5,20,0,61,326,7,11,10,0,349,217,10,13,11,7,253,209,5,22,8,0,248,312,16,27,15,13,370,609,36,58,8,13,716,880,33,52,10,4,978,1098,72,63,13,6,1249,1182,77,74,9,11,1357,774,53,50,8,9,887,649,61,43,9,0,761,404,40,26,7,3,480,539,81,37,0,4,664,83,26,13,7,0,134,103,58,28,6,3,189,81,0,16,7,14,112,7485,572,551,120,86,8813
216011407,147,72,40,1990,9,4,15,21,0,51,118,3,10,7,5,148,106,5,14,10,3,142,93,5,22,17,6,154,153,6,43,6,9,217,269,23,44,22,9,368,351,31,33,6,10,432,495,36,48,12,3,593,500,40,40,17,8,602,336,30,30,0,5,396,243,33,26,4,12,313,141,6,10,0,0,163,191,35,14,3,0,236,14,15,0,0,0,30,25,16,16,0,0,59,30,6,11,0,10,62,3076,301,377,134,84,3967
216011408,62,49,15,369,0,0,6,20,0,30,30,0,6,6,0,40,11,5,7,4,0,38,20,7,10,8,0,59,24,4,13,0,0,49,30,16,19,7,3,67,56,15,28,15,9,118,71,10,24,8,0,118,93,15,38,14,0,164,34,11,20,4,4,72,28,29,17,0,0,72,25,4,17,0,0,43,19,6,11,0,0,46,6,6,0,0,0,13,7,4,7,5,3,21,0,0,5,5,3,20,466,141,226,100,31,967
216011409,52,27,7,615,3,0,0,13,0,15,54,0,4,7,0,62,34,0,8,10,0,57,27,0,6,11,0,50,42,0,13,7,5,67,84,6,17,12,6,124,99,8,18,0,3,135,134,5,14,0,3,155,155,12,16,3,0,189,94,14,7,3,0,114,86,13,11,0,3,108,55,0,0,0,0,65,68,22,9,0,0,102,6,4,0,0,0,16,7,7,13,0,0,27,8,0,4,0,0,14,961,104,147,68,23,1305
216011410,71,45,8,555,0,0,3,9,4,21,38,3,7,5,0,51,25,0,10,13,0,48,34,5,14,12,6,68,27,10,15,4,10,66,66,17,21,11,0,112,77,18,22,15,3,138,104,12,26,7,4,156,141,16,28,5,0,196,110,12,19,5,0,140,82,12,14,3,6,120,71,0,12,0,0,83,125,8,5,3,0,138,7,0,3,0,0,7,6,8,0,3,4,22,13,0,0,3,0,21,927,130,204,100,35,1392
216021411,64,33,11,1680,5,0,5,12,0,28,101,6,3,4,0,111,94,5,6,11,0,118,78,6,8,6,4,105,120,10,5,9,3,143,224,13,16,11,3,267,347,20,24,13,6,394,398,23,22,0,5,446,479,44,22,3,7,556,313,26,11,6,5,359,269,19,13,0,6,314,166,23,7,0,0,194,238,31,14,3,3,288,32,18,4,0,0,56,30,16,3,0,0,53,36,13,3,8,4,67,2936,265,165,79,43,3490
216021412,37,39,5,224,0,0,0,13,0,16,7,0,0,4,0,13,8,0,8,4,3,21,12,0,14,9,0,37,15,6,5,6,0,29,16,7,18,6,0,56,28,11,13,7,0,59,41,10,15,8,0,78,59,8,18,0,5,98,60,11,9,3,4,88,31,19,3,3,5,62,25,12,6,0,0,48,14,9,10,6,0,35,4,3,3,0,0,7,6,7,3,4,0,18,7,0,5,3,0,16,336,105,133,82,17,677
216021413,181,99,31,1946,12,0,20,40,7,87,128,8,14,14,0,160,93,16,18,19,3,147,96,12,21,28,8,167,126,19,40,27,3,217,244,41,57,24,9,373,358,30,68,22,0,478,506,48,82,8,9,651,523,53,68,6,11,663,354,29,41,14,9,443,254,25,25,8,0,307,171,17,27,3,3,224,230,33,27,3,0,288,30,11,5,0,0,51,16,25,19,0,0,64,38,13,5,3,9,68,3177,373,526,229,85,4388
216021414,91,22,14,1673,13,4,0,13,5,33,116,3,0,3,0,119,90,0,14,3,3,102,98,8,4,3,0,126,138,4,16,3,0,157,214,8,19,6,6,252,326,29,18,3,0,374,366,30,21,3,6,429,353,34,29,5,4,426,204,15,20,0,4,246,143,22,26,0,0,194,91,22,9,0,0,112,122,34,15,0,4,174,14,10,0,0,0,35,22,21,0,0,0,51,17,0,3,0,0,18,2323,242,198,55,26,2847
216031415,49,17,6,1018,10,0,0,0,5,13,88,0,10,0,0,99,66,0,9,0,4,78,49,4,7,3,0,65,86,8,8,5,4,102,157,13,7,9,7,184,229,9,12,0,0,254,246,11,10,0,5,274,187,11,19,0,0,221,135,12,9,0,6,161,101,15,7,3,0,117,56,8,8,3,0,65,71,6,8,0,0,86,9,3,0,0,0,17,11,9,5,0,0,16,15,0,0,0,4,17,1518,111,99,25,27,1785
216031416,233,71,44,7864,44,3,8,24,0,76,281,4,5,6,0,296,252,9,16,8,4,291,279,19,25,8,12,337,459,16,28,5,0,505,826,24,44,10,8,921,1313,58,64,6,12,1452,1876,74,62,22,13,2039,2237,104,71,9,15,2442,1718,76,39,8,6,1852,1350,113,41,4,8,1514,860,68,43,4,0,971,1149,139,35,6,8,1331,168,48,10,0,0,222,249,120,31,3,0,404,141,9,6,9,16,177,13190,882,518,127,111,14831
216031418,59,38,9,469,3,0,9,15,0,24,13,0,9,5,0,27,26,0,19,3,0,49,15,3,11,12,0,50,34,10,19,7,0,70,61,15,19,11,3,111,82,9,16,6,0,123,161,13,24,8,7,213,156,31,20,9,7,224,124,13,14,4,3,156,94,20,16,4,4,130,50,7,14,5,0,76,70,15,4,3,0,94,10,3,0,0,0,13,14,16,4,3,0,41,12,8,9,7,0,33,920,176,195,111,29,1428
216031419,132,82,23,1636,10,10,13,43,0,68,62,0,8,11,0,82,64,0,19,23,0,109,79,11,22,16,0,131,118,14,27,19,0,185,191,28,46,13,7,279,315,39,38,13,9,414,445,41,47,14,14,559,496,35,44,14,4,594,351,23,26,7,0,413,313,17,20,4,0,361,231,18,19,0,0,270,336,35,31,3,3,413,38,15,4,0,0,63,54,15,12,10,4,96,22,4,6,5,6,47,3125,304,391,188,68,4079
216031593,63,8,10,857,5,4,0,3,0,14,83,0,0,3,0,85,59,0,5,0,0,66,63,5,4,6,7,89,72,8,16,0,0,95,114,8,15,0,0,142,183,20,12,6,4,219,225,22,27,0,3,281,231,39,24,5,6,293,134,32,16,0,3,185,93,16,16,3,0,130,51,21,4,0,0,77,60,19,9,0,0,94,11,8,0,0,0,19,11,10,7,0,0,32,12,0,4,0,0,15,1401,209,169,30,20,1830
216031594,119,40,31,3676,33,3,3,7,0,55,310,0,3,6,4,324,244,3,17,9,4,274,209,9,23,9,9,258,302,13,17,15,0,346,525,27,30,11,3,596,721,52,33,12,9,829,972,57,46,12,8,1095,983,57,37,8,9,1096,586,42,35,3,6,684,458,43,23,6,0,525,315,30,18,0,0,369,385,53,19,6,0,466,49,14,8,0,0,81,45,39,6,4,0,101,56,7,4,13,8,88,6215,453,325,115,69,7172
217011420,202,110,25,1282,9,3,12,30,0,55,47,0,9,8,3,69,41,0,21,19,0,82,54,9,25,17,3,106,99,10,45,19,0,172,154,13,51,16,8,248,219,22,44,25,6,317,275,21,58,26,12,392,279,20,54,17,6,382,191,21,33,16,6,268,147,28,49,14,4,241,67,18,32,3,3,127,104,24,41,7,0,187,9,4,13,7,0,35,12,16,27,8,0,74,23,8,15,14,5,60,1747,219,533,244,72,2815
217011421,164,27,29,2875,10,0,5,3,0,21,170,0,3,9,3,184,121,3,7,0,5,139,155,7,18,13,5,195,187,4,24,8,10,230,380,9,33,5,6,432,545,15,50,0,4,616,647,18,46,10,11,731,756,25,54,7,11,854,510,26,29,0,5,567,390,39,26,5,7,466,229,24,24,0,7,283,321,42,16,0,4,378,41,7,5,0,0,60,44,34,16,5,0,97,36,0,5,3,5,45,4548,255,366,64,81,5315
217011422,153,35,20,2603,17,0,4,12,0,37,204,0,8,3,0,219,171,0,10,7,3,192,139,5,19,5,0,176,198,14,25,9,0,249,372,7,42,4,9,430,467,18,36,6,9,538,523,19,35,5,4,590,619,31,28,8,9,687,496,24,24,0,5,545,429,29,19,6,0,485,306,19,8,0,0,334,605,25,22,0,3,653,62,9,8,0,0,76,62,14,5,0,0,91,52,5,6,0,10,74,4709,222,307,75,64,5369
217011423,209,143,31,1000,5,0,6,37,3,50,49,0,4,15,5,70,38,4,17,10,0,75,43,8,33,25,3,116,41,13,25,27,10,120,100,9,39,22,6,177,130,17,61,39,7,250,197,31,68,27,6,333,206,20,81,27,4,339,115,28,63,31,0,236,87,27,50,14,9,190,64,22,40,10,3,132,61,21,52,17,5,160,10,0,12,4,0,32,13,22,43,31,9,116,5,3,12,9,0,21,1169,229,611,335,68,2406
217031471,47,13,8,923,3,0,0,11,0,11,53,0,0,4,0,57,50,3,3,0,0,60,46,4,7,5,3,64,74,3,8,0,0,87,118,7,9,3,0,148,162,7,13,0,6,195,161,17,21,0,3,204,212,7,18,0,0,235,129,11,9,0,0,151,133,9,9,4,0,155,60,0,3,0,0,69,79,8,9,0,0,92,15,4,0,0,0,19,13,9,3,0,0,26,14,0,4,5,0,26,1321,96,121,32,25,1598
217031472,157,38,28,3749,22,0,7,10,0,43,251,0,10,3,3,265,208,6,15,4,0,233,205,8,22,6,0,238,287,8,20,3,5,320,517,12,35,13,4,573,641,29,47,7,0,721,1096,34,41,10,5,1189,1225,34,58,3,10,1332,719,42,31,8,0,801,500,27,22,4,4,561,321,22,23,5,4,382,415,55,30,4,6,502,57,21,9,0,0,88,57,30,21,0,0,110,68,0,10,0,12,95,6589,329,398,66,65,7453
217031473,121,78,19,551,3,0,6,34,3,48,28,0,5,10,0,46,27,5,18,15,6,75,31,7,23,11,5,75,24,16,31,12,4,85,69,10,30,13,0,128,105,24,33,15,8,178,133,18,55,17,6,226,148,27,31,10,0,220,84,23,28,7,0,141,41,17,35,4,4,96,18,10,18,0,0,44,41,11,21,0,4,87,6,6,5,0,0,21,5,9,13,7,0,28,11,5,9,3,11,41,776,184,368,167,48,1549
217031474,114,78,26,1059,6,0,4,24,0,31,49,0,6,7,4,64,61,4,19,17,0,102,28,3,20,6,0,57,64,7,20,17,10,124,120,16,30,16,8,191,163,12,26,8,5,216,248,27,40,9,8,331,276,27,53,10,12,367,167,26,28,7,0,230,131,18,21,11,3,191,65,24,10,6,0,107,102,22,18,9,0,144,14,10,5,4,3,41,19,19,17,9,4,65,26,6,9,13,6,58,1548,218,324,152,67,2313
217031475,229,83,39,1360,4,0,16,31,5,53,91,3,10,11,4,115,62,4,16,23,0,111,64,3,27,16,5,114,108,25,28,11,7,178,165,10,38,11,10,236,192,31,76,19,3,323,268,21,68,17,8,379,328,45,72,12,11,461,235,23,49,13,0,331,182,35,42,0,3,259,150,25,30,11,0,210,218,32,47,3,0,300,41,16,7,4,0,67,88,33,47,13,16,192,36,4,25,10,19,93,2230,309,603,191,95,3425
217031476,122,34,12,719,0,0,5,8,0,13,47,0,3,13,0,59,32,4,18,0,4,58,46,5,21,9,0,92,52,6,21,14,0,86,103,15,22,6,6,148,110,20,31,13,0,177,146,9,30,9,9,202,161,28,17,5,3,217,83,17,16,0,3,121,73,19,13,0,0,109,28,6,20,0,0,52,58,26,7,0,0,98,7,4,0,0,0,15,15,17,9,4,0,46,10,0,4,0,4,16,978,166,247,87,32,1504
217041477,205,98,22,890,3,3,9,27,0,43,50,0,8,12,6,68,31,8,25,24,0,90,27,10,19,18,5,71,63,3,26,14,5,113,104,17,27,10,0,170,145,9,49,8,4,223,196,30,59,21,6,309,207,36,74,21,6,346,150,20,58,7,4,240,100,39,40,15,9,200,58,25,44,3,4,133,70,26,55,3,0,163,8,17,25,3,0,52,21,39,49,9,9,125,5,4,5,7,8,34,1242,286,570,206,71,2372
217041478,203,78,36,1524,5,0,8,26,0,35,117,0,8,9,4,139,85,8,10,10,6,119,82,3,27,11,0,126,123,9,31,20,5,190,189,10,44,14,13,270,223,18,48,12,0,306,294,31,81,23,4,435,304,37,83,23,16,459,221,39,46,11,4,315,188,37,47,3,5,280,168,23,28,4,9,237,176,30,42,0,4,256,36,7,8,0,3,52,46,31,29,0,4,110,27,8,6,5,5,50,2290,289,551,173,84,3381
217041479,199,47,17,2686,18,0,10,5,3,33,233,0,11,5,0,252,169,0,18,4,5,197,145,3,23,18,0,193,234,8,25,4,0,269,365,11,36,3,4,417,453,23,50,0,0,514,532,18,49,9,4,608,548,30,51,8,3,650,405,27,57,11,5,501,299,36,37,0,0,369,215,19,22,0,3,269,284,31,39,0,0,357,39,9,15,0,0,67,47,34,34,0,0,114,41,7,6,5,0,55,4016,262,483,76,37,4866
217041480,299,58,60,7161,49,4,9,14,0,77,423,0,7,9,9,448,358,6,15,4,10,396,333,6,23,3,6,370,512,8,43,10,12,588,926,17,63,11,11,1033,1195,44,63,17,13,1322,1733,44,81,13,19,1888,1994,91,90,12,16,2201,1401,66,56,3,13,1539,1016,83,54,5,11,1157,715,54,38,6,3,807,884,111,59,9,3,1068,101,36,21,0,6,166,150,76,52,4,5,295,107,14,6,3,6,135,11899,664,683,116,127,13485
297979799,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,15,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,9,14,0,0,0,0,14,57,0,0,0,0,60,18,0,0,0,0,19,64,0,0,0,0,64,0,0,0,0,0,0,196,0,0,0,0,194
299999499,9329,1060,549,39201,549,102,238,423,45,1362,2079,77,762,137,43,3096,2654,177,1553,156,93,4632,3147,340,1999,198,98,5784,4141,423,2304,187,148,7203,7036,837,3640,246,238,11993,7837,1251,3998,192,222,13506,9397,1747,4557,204,285,16185,10444,2307,5252,171,260,18435,7985,2080,3911,103,176,14253,6838,2134,3245,112,132,12470,4923,1418,2027,72,67,8507,7255,1929,2340,108,84,11703,1551,521,426,26,16,2539,2042,859,670,69,34,3674,1179,261,406,53,236,2136,79049,16470,37324,2452,2182,137478
