POW_SA2_CODE_2021,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
210051441,5,3,0,3,4,0,0,0,4,24,98,242,196,194,161,254,113,161,28,1437
210051442,0,0,0,0,0,8,0,0,4,19,127,479,145,241,131,245,128,131,32,1656
210051443,4,8,16,7,8,0,6,9,25,68,558,775,1049,770,490,158,495,483,127,4897
210051445,0,0,3,0,3,0,3,4,9,23,247,369,486,333,214,197,342,403,59,2642
210051542,0,3,0,0,0,0,0,0,0,10,43,147,62,97,54,22,86,37,6,560
210051543,5,0,6,4,0,5,0,0,12,35,276,371,262,548,204,779,111,283,61,2892
210051544,6,7,31,7,9,8,12,13,23,117,801,703,1239,379,1054,677,2179,977,208,8221
210051545,0,0,0,4,0,3,0,0,3,14,75,169,105,225,69,96,88,116,19,971
211011251,25,6,37,9,19,9,13,14,35,158,2403,1647,2800,623,1779,858,1652,1576,297,13634
211011254,24,15,30,9,15,13,15,8,41,163,3047,3060,2424,511,2788,1386,2088,1784,423,17517
211011255,0,0,0,0,0,0,0,3,0,7,85,133,147,65,96,40,70,65,13,706
211011256,0,13,9,5,7,5,4,0,7,50,870,1168,834,618,761,808,237,499,80,5866
211011257,4,4,4,0,3,0,0,0,8,34,550,446,645,108,453,239,354,292,70,3154
211011258,4,4,5,6,0,0,4,3,5,28,372,431,408,174,304,171,414,206,53,2543
211011259,0,9,9,5,4,6,0,3,14,40,367,1688,381,822,587,339,113,406,81,4792
211011260,3,9,3,10,4,20,0,4,34,91,881,1621,642,1499,1083,1289,135,572,143,7877
211011446,13,8,11,6,6,0,3,3,14,66,882,1202,1033,1085,841,688,378,760,112,6973
211011447,5,6,4,6,0,0,0,0,5,30,324,619,415,646,340,169,70,189,44,2820
211011448,4,8,15,3,3,0,8,3,14,61,591,1298,882,518,646,776,298,533,96,5638
211011449,0,0,0,0,0,0,0,0,0,7,60,158,121,78,49,25,13,49,10,569
211021261,3,10,3,0,7,0,0,5,6,31,345,1004,299,514,368,73,39,173,49,2874
211021262,9,9,6,6,9,4,0,0,0,38,379,527,445,383,253,165,37,222,30,2438
211031263,13,10,33,11,13,7,8,11,32,127,1489,1089,2009,468,1174,936,1140,1359,196,9859
211031265,4,6,0,0,0,0,0,0,6,21,261,692,325,334,238,115,27,132,47,2171
211031266,4,15,22,22,10,22,6,11,38,151,1888,3021,1965,1995,2028,2862,569,1613,252,16187
211031267,4,15,6,7,3,7,0,8,18,72,524,2573,618,1010,679,346,158,484,81,6475
211031268,0,4,0,0,0,4,0,0,3,12,180,388,210,296,137,147,18,92,37,1500
211031450,11,5,10,13,7,4,0,7,12,64,477,776,711,843,541,389,199,302,77,4317
211031451,7,3,4,10,0,3,0,0,3,31,319,633,378,666,324,466,72,388,47,3300
211031452,4,3,0,0,0,0,4,4,8,28,487,424,509,151,378,165,302,311,49,2784
211041269,3,4,4,6,5,0,0,5,10,41,561,1424,447,909,450,826,70,351,94,5137
211041270,5,9,10,7,9,3,3,8,11,64,1097,1993,820,800,1138,525,373,461,123,7324
211041271,4,9,12,4,14,10,5,3,16,81,1045,1306,858,923,998,915,480,556,126,7205
211041272,0,0,3,0,0,0,0,4,4,13,392,730,446,385,388,144,109,172,52,2815
211041273,3,0,0,0,0,3,0,0,3,19,241,670,198,509,241,432,78,226,38,2631
211051274,0,9,7,6,3,0,0,0,9,33,309,586,358,323,252,196,84,188,34,2330
211051275,5,12,4,6,0,14,0,8,14,64,469,499,554,499,402,1004,126,431,82,4075
211051276,9,5,12,7,8,0,3,7,13,68,714,747,851,821,474,409,176,591,65,4845
211051277,0,4,9,4,9,3,8,4,4,55,614,504,845,312,472,282,550,707,93,4381
211051278,13,12,22,17,22,10,8,9,24,137,1277,1768,1737,1384,1250,986,607,1094,192,10287
211051279,12,0,8,0,4,0,3,3,8,42,414,282,401,156,235,170,145,411,43,2254
211051280,3,5,0,3,0,0,0,0,4,10,145,247,296,270,127,63,71,123,22,1371
211051281,5,5,6,7,3,12,0,0,8,51,328,969,497,744,452,386,91,398,63,3927
211051282,6,8,0,6,0,0,0,0,10,23,375,427,331,301,159,148,38,257,28,2062
211051283,0,0,6,3,4,5,0,0,0,24,214,472,395,393,242,169,84,306,36,2316
211051284,3,3,0,4,0,0,0,5,0,19,184,483,244,363,175,141,25,133,22,1765
211051285,12,0,7,4,3,4,0,4,0,30,375,209,355,145,229,185,87,319,27,1938
211051286,9,3,11,4,5,4,4,9,17,61,510,608,567,566,369,270,231,459,75,3659
212011289,5,5,9,7,3,3,0,6,10,46,483,612,642,563,428,352,102,394,49,3625
212011546,4,8,10,5,5,3,0,7,10,54,543,1266,730,785,611,613,189,498,78,5310
212011547,3,5,5,0,5,0,3,8,13,46,475,353,498,273,266,134,194,453,83,2723
212011548,11,0,9,4,3,5,6,4,13,57,554,397,452,322,274,299,312,497,71,3176
212011549,0,0,7,4,0,3,0,3,3,19,193,272,196,416,156,300,64,310,31,1942
212011550,0,5,10,0,0,0,3,0,6,24,279,509,385,247,235,321,353,278,34,2640
212011551,11,0,19,6,8,6,5,4,8,69,589,588,1166,526,685,600,496,901,107,5659
212011552,13,4,20,0,3,8,3,3,20,77,726,886,1216,876,725,705,431,708,150,6430
212021293,11,26,12,17,11,7,0,3,21,108,776,3854,1061,1641,1234,887,144,655,144,10402
212021295,3,4,0,0,0,0,0,0,6,20,242,360,293,324,192,191,207,214,47,2071
212021297,20,6,35,7,19,7,5,19,40,152,1901,1375,2547,508,1694,757,1547,1727,257,12319
212021299,7,3,4,3,0,0,5,0,8,23,166,295,297,264,206,70,73,210,38,1616
212021453,0,0,5,0,0,3,0,0,0,16,108,391,197,243,143,60,58,73,36,1310
212021454,3,0,3,3,6,6,4,7,10,30,169,379,240,261,206,416,97,198,28,1989
212021455,0,3,0,0,4,0,0,0,7,17,80,281,154,146,137,67,39,87,27,1022
212021456,11,11,16,16,3,32,11,8,28,136,1278,1667,960,1682,1319,3032,313,996,217,11473
212021553,0,4,4,0,0,5,0,0,10,22,205,688,260,313,209,277,78,182,44,2256
212021554,0,0,0,0,3,0,0,0,0,13,142,273,162,252,122,202,46,212,24,1437
212031300,7,6,15,12,6,19,11,13,25,113,668,1376,977,1300,850,1612,503,946,162,8398
212031303,9,3,4,0,0,0,0,8,19,54,443,351,592,424,299,120,401,601,76,3309
212031304,0,0,9,10,0,3,0,0,12,45,400,543,633,545,370,306,258,435,89,3578
212031306,6,4,3,6,7,0,5,3,8,46,412,542,476,476,402,401,358,347,69,3484
212031308,0,0,3,0,5,0,4,3,4,17,308,199,400,172,206,140,152,421,45,2046
212031457,0,3,0,6,0,0,0,3,3,22,160,228,216,275,172,380,65,180,28,1701
212031458,0,0,0,0,0,0,0,3,7,17,111,572,180,349,182,71,63,109,32,1679
212031555,0,0,0,0,0,0,0,0,0,3,103,334,136,220,123,120,57,109,22,1226
212031556,0,3,3,3,0,0,0,0,3,17,209,180,327,266,138,177,199,190,37,1724
212031557,0,3,4,0,0,0,3,5,4,24,201,678,296,456,212,317,225,383,56,2818
212031558,0,3,0,7,0,0,3,0,7,13,134,349,155,422,126,29,86,80,21,1399
212031559,0,0,0,0,0,0,0,0,0,11,126,402,139,236,115,158,114,107,25,1413
212031560,0,0,0,0,0,0,0,0,3,11,87,280,128,187,134,137,49,93,16,1110
212031561,0,0,0,0,0,0,0,0,0,4,83,227,90,137,76,70,61,67,11,815
212031562,0,0,0,0,0,0,6,0,4,16,141,361,206,246,174,213,95,177,32,1650
212041309,5,3,4,5,5,0,0,0,12,33,505,533,462,341,524,268,572,358,83,3648
212041310,5,7,13,3,0,0,8,4,23,61,1029,899,1241,397,757,335,931,1005,163,6754
212041312,3,8,0,7,4,0,3,0,11,30,197,500,273,496,231,123,137,223,50,2229
212041313,0,6,7,0,4,0,0,0,4,23,259,312,250,180,213,243,148,182,42,1842
212041316,3,7,5,6,3,3,6,4,9,51,592,674,535,391,942,259,622,369,115,4498
212041317,5,7,16,12,8,15,12,5,38,112,1498,1746,1497,1127,1311,1572,876,1051,264,10938
212041318,0,4,0,7,0,0,0,0,10,21,107,340,110,298,98,102,62,122,26,1274
212041459,0,7,0,0,3,0,0,5,3,13,135,415,179,434,169,79,113,159,24,1709
212041460,3,0,0,3,3,3,4,3,7,22,190,530,209,503,257,164,126,186,41,2206
212041563,12,45,18,20,14,16,9,7,52,195,1677,6019,1408,2695,3199,1362,615,920,367,18266
212041564,62,35,106,20,52,24,97,70,163,624,8468,4806,9787,764,7936,3211,13115,8303,1420,57819
212041565,12,6,15,4,7,12,8,4,20,91,1026,1215,1098,581,833,990,768,935,170,7617
212041566,10,0,12,6,10,7,11,9,22,81,1058,949,951,306,874,557,1082,693,155,6628
212051319,0,10,8,4,0,8,0,3,8,44,585,1061,518,694,516,532,135,274,91,4410
212051321,4,14,0,6,3,7,0,0,14,44,556,1482,439,1366,592,267,83,282,111,5179
212051322,4,13,10,9,3,13,0,4,40,95,1096,2316,846,1723,1056,1345,128,692,208,9409
212051323,0,3,5,5,5,0,0,3,10,29,333,1004,286,286,348,136,62,113,63,2635
212051324,11,13,15,10,19,8,4,8,29,116,2459,3838,1804,1002,2400,1283,652,838,277,14560
212051325,23,37,14,11,20,17,17,14,51,207,4261,5770,2748,1207,4029,1703,1544,1618,497,23375
212051326,17,17,17,7,14,12,9,18,40,138,1712,2009,1665,1366,1579,1344,1037,1007,249,11971
212051327,4,5,7,5,3,3,0,3,10,47,512,1385,440,856,547,434,75,335,81,4667
212051567,18,35,27,7,16,9,4,17,68,198,3400,8678,2987,1107,2873,1030,851,1205,406,22542
212051568,14,39,14,17,13,8,10,6,36,151,1587,7572,1506,1092,2086,772,755,852,293,16511
213011328,0,0,4,0,4,0,3,7,4,23,145,244,394,162,147,71,314,208,44,1736
213011329,0,0,0,0,0,0,0,0,3,14,70,225,89,191,123,104,63,92,22,972
213011331,0,0,0,4,0,0,0,0,6,10,64,188,96,180,56,77,46,71,10,789
213011332,4,0,4,5,0,0,3,7,4,28,187,463,225,475,184,390,94,199,40,2254
213011333,0,0,0,0,0,0,0,0,0,10,57,273,102,123,65,28,59,79,18,814
213011334,3,4,3,5,0,0,0,7,8,36,244,584,278,482,365,229,153,193,62,2593
213011335,4,17,4,12,3,0,3,3,23,70,298,3897,334,855,625,192,232,338,118,6899
213011336,8,3,8,14,13,3,3,5,20,89,751,1835,808,1297,1190,732,431,592,185,7818
213011337,3,7,14,7,3,4,3,11,17,62,659,617,1044,398,486,429,609,621,127,4984
213011338,8,14,15,8,7,6,18,19,34,129,1492,1206,1678,446,2036,497,2490,1838,333,12009
213011339,0,9,0,7,0,0,0,4,6,28,117,519,157,514,172,171,68,184,33,1933
213011340,9,3,9,0,6,14,0,5,13,68,565,669,450,552,503,1610,160,601,78,5188
213011569,4,5,6,0,3,4,3,4,4,43,344,574,424,388,358,540,255,328,62,3281
213011570,22,9,23,4,13,8,27,9,46,154,1833,1063,1900,421,1794,861,3561,1420,324,13186
213021341,12,6,14,0,3,0,13,9,21,76,971,1188,1388,633,1052,416,1444,858,202,8166
213021342,6,3,0,3,3,10,0,0,6,26,189,451,197,470,174,425,78,257,39,2280
213021343,13,8,22,0,10,6,11,12,30,116,1576,1422,1553,753,1385,1246,2519,1557,284,12309
213021344,3,6,8,4,0,0,4,7,16,57,733,1135,1051,638,465,200,512,432,111,5283
213021345,0,0,0,0,0,0,0,0,0,4,40,123,55,54,44,25,14,28,15,390
213021346,4,11,13,7,4,5,9,11,12,75,897,1590,1308,910,802,528,293,569,120,7009
213031347,6,4,3,10,5,9,8,7,22,72,787,1148,724,1150,685,794,754,558,161,6746
213031348,10,35,15,14,9,10,8,3,46,146,1946,6216,1221,1951,2087,773,540,994,358,16081
213031349,6,3,5,5,5,12,0,8,15,70,824,636,465,720,453,2476,201,543,105,6411
213031350,0,4,3,3,4,0,0,0,3,16,207,367,198,298,120,132,34,104,17,1487
213031351,9,5,5,0,3,3,7,10,21,64,780,673,785,328,695,358,1343,900,151,6012
213031352,9,4,6,7,3,6,9,5,11,53,861,1224,926,663,537,588,404,618,100,5926
213041353,8,8,10,13,8,9,3,4,15,74,625,1249,993,1003,750,695,534,703,132,6690
213041358,3,8,6,5,5,7,4,0,16,51,345,867,349,572,306,1006,147,387,68,4059
213041359,10,6,20,23,8,9,13,6,28,130,1319,1316,1973,1852,1434,779,2197,1051,267,12185
213041360,3,11,0,0,4,5,0,0,3,23,211,559,213,272,226,300,93,228,43,2153
213041461,0,0,0,0,0,0,0,0,0,9,58,94,67,143,42,146,26,135,6,724
213041462,0,0,0,0,0,0,0,0,0,8,37,156,45,126,53,10,20,27,9,489
213041463,4,9,6,6,5,3,0,4,5,42,353,855,353,600,371,598,127,340,65,3666
213041571,0,0,0,0,0,0,0,0,0,7,46,137,88,151,70,19,49,42,11,616
213041572,0,0,0,0,0,0,7,5,4,13,125,82,199,121,119,90,212,229,27,1208
213041573,0,0,0,0,0,0,0,0,0,5,47,75,67,78,45,10,18,19,4,356
213041574,0,0,0,0,0,0,0,0,5,10,97,161,250,68,106,46,118,111,21,985
213041575,0,0,7,8,3,3,3,0,7,26,128,338,237,305,210,93,76,115,29,1534
213041576,3,0,0,0,0,4,0,0,0,8,114,276,178,192,117,33,111,119,22,1161
213041577,5,4,14,3,5,9,6,10,25,90,562,832,878,862,774,963,341,572,148,5930
213041578,0,0,8,3,3,0,0,0,4,27,151,545,234,489,146,214,109,219,40,2151
213051361,8,5,21,7,7,14,7,9,32,108,935,821,1475,639,1027,1517,866,839,175,8297
213051362,0,5,6,13,5,5,0,5,18,50,480,913,374,807,419,1342,171,462,95,5076
213051363,23,6,28,5,26,12,66,14,62,249,2701,2150,2544,809,2647,1040,6300,2609,572,21361
213051368,23,16,12,13,14,8,7,16,35,154,1305,3814,1343,1967,1622,809,503,1077,229,12674
213051464,0,4,7,0,9,0,0,0,3,25,268,500,193,356,222,90,78,110,57,1866
213051466,0,4,0,4,0,0,0,4,11,24,226,635,161,312,156,211,76,134,51,1961
213051467,0,3,0,6,0,3,0,0,10,29,194,815,294,571,287,154,80,184,54,2634
213051468,5,4,3,6,0,0,0,3,5,24,222,363,424,363,191,137,161,241,50,2159
213051579,0,3,0,0,0,0,0,0,7,12,56,439,83,199,95,22,38,63,27,1026
213051580,7,3,10,3,0,12,0,0,8,52,592,952,560,685,507,1208,138,506,96,5240
213051581,0,4,0,4,0,0,0,0,5,14,104,344,87,301,110,114,46,77,31,1205
213051582,0,0,0,0,0,0,0,0,3,11,70,77,159,123,63,118,139,108,25,878
213051583,0,8,3,6,0,4,3,0,12,39,337,970,279,615,296,627,279,351,75,3834
213051584,0,0,0,0,0,0,0,0,3,7,45,71,127,24,38,68,115,75,21,590
213051585,0,0,0,0,0,3,0,0,3,10,83,323,122,242,85,109,99,94,25,1182
213051586,7,7,12,12,12,4,37,9,34,137,1286,792,1322,772,1455,424,5121,1283,345,12792
213051587,0,0,0,0,6,0,0,0,7,19,120,225,96,189,158,97,452,90,33,1464
213051588,0,3,0,3,4,0,0,3,9,19,156,838,194,420,157,67,201,131,39,2193
213051589,0,3,0,0,0,0,0,3,0,10,69,152,94,182,74,53,62,78,17,786
213051590,0,0,4,0,0,5,5,0,6,22,124,314,139,266,122,355,80,172,21,1594
214011370,21,9,33,14,19,16,8,16,44,177,1990,1479,2789,1041,1816,1517,1279,1909,285,14105
214011371,13,37,18,23,24,18,8,9,46,193,1539,6080,1205,2852,2288,2123,300,1031,289,17699
214011372,3,0,13,5,3,3,0,9,13,49,346,746,463,757,278,653,80,365,64,3741
214011373,0,6,0,3,3,0,0,3,4,29,334,716,342,615,299,166,48,253,40,2809
214011374,10,11,8,7,8,4,0,7,12,71,399,1438,773,799,674,400,224,516,89,5306
214011375,4,3,21,6,0,8,8,7,24,80,929,881,1410,785,860,528,586,681,142,6799
214011376,0,4,3,3,9,3,3,4,6,27,237,254,243,138,248,107,92,234,28,1581
214021377,6,0,8,10,4,0,0,8,3,34,508,606,574,508,379,439,173,402,61,3648
214021378,7,3,4,0,4,0,0,0,5,36,764,430,670,570,248,205,78,474,73,3516
214021379,15,16,21,5,7,11,12,16,11,115,1089,1354,2103,1521,772,841,640,910,177,9396
214021381,13,11,5,4,6,10,0,0,15,66,537,1318,526,572,511,470,34,309,64,4344
214021382,5,10,5,4,3,4,0,0,8,38,422,722,506,592,337,215,41,217,50,3118
214021383,13,9,6,3,3,5,0,7,13,55,765,717,1152,722,477,612,72,497,121,5137
214021384,15,8,13,14,11,8,5,12,15,90,766,1288,885,1345,828,998,254,580,143,7091
214021385,10,3,19,10,10,7,9,19,24,117,1015,937,1354,1078,693,792,442,1630,146,8083
214021591,4,9,14,4,13,8,6,4,20,74,885,1223,1367,846,804,1128,293,725,113,7389
214021592,4,11,6,3,0,3,0,5,13,56,650,1725,670,1391,874,785,65,504,96,6765
215011386,0,3,6,7,0,0,4,4,10,41,385,649,398,904,397,343,202,631,102,4014
215011387,12,0,0,0,0,0,0,4,8,27,579,100,86,42,58,33,80,190,21,1190
215011388,12,12,9,10,5,9,6,11,16,82,970,1744,1186,1174,1050,935,506,834,133,8524
215011389,11,3,0,0,0,0,0,6,8,25,556,99,137,68,70,18,86,168,33,1237
215011390,12,4,4,0,5,0,4,7,11,45,811,400,255,265,212,140,240,438,50,2813
215011391,6,0,0,6,3,0,0,5,0,14,372,143,143,165,126,102,86,219,21,1373
215011392,4,0,7,3,3,5,4,8,8,44,581,490,451,581,312,263,294,672,73,3713
215011393,22,0,3,0,0,0,0,0,0,36,533,125,89,82,76,28,61,163,24,1185
215011394,3,3,4,5,4,0,5,4,6,35,701,331,263,358,221,164,168,304,43,2556
215021395,10,0,3,0,7,0,0,9,0,36,373,314,337,143,210,145,174,354,68,2129
215021396,5,0,0,0,0,0,0,3,4,13,236,159,126,129,111,83,109,240,24,1218
215021398,17,4,3,0,0,0,7,8,9,45,692,183,189,123,119,41,257,504,60,2155
215021399,3,0,9,0,4,0,0,4,8,23,308,199,190,145,106,120,99,360,41,1565
215021469,15,18,34,20,7,9,10,21,32,168,1312,2747,1684,1824,1762,1145,692,1165,271,12598
215021470,7,9,8,8,3,11,0,3,13,51,533,510,460,661,331,900,175,568,97,4231
215031400,19,3,3,0,3,0,4,6,11,47,785,367,249,206,212,157,184,373,49,2593
215031401,24,4,7,0,3,0,6,0,0,40,760,213,275,138,175,114,138,320,46,2167
215031402,0,4,5,0,5,3,4,3,7,24,204,306,218,242,220,178,110,203,38,1711
215031403,5,5,0,4,3,0,0,6,8,23,288,153,115,102,127,90,86,368,56,1392
215031404,11,3,12,5,10,6,5,19,23,93,723,1247,886,886,781,705,328,750,129,6447
215031405,18,3,6,0,0,0,6,7,3,39,768,120,227,72,118,41,229,643,77,2286
216011406,10,7,15,17,12,7,10,17,21,112,998,1596,1277,1301,899,1069,481,1051,139,8813
216011407,12,3,11,0,7,4,8,10,10,62,708,621,510,429,388,298,287,624,93,3967
216011408,14,0,0,0,0,0,0,0,3,20,413,38,107,38,60,52,68,167,21,967
216011409,6,0,0,0,0,0,0,5,5,14,272,178,171,131,113,110,111,190,26,1305
216011410,10,0,3,0,0,0,0,3,3,21,449,133,115,84,101,53,135,300,28,1392
216021411,16,3,6,0,3,4,0,13,11,67,464,424,510,370,380,343,277,662,66,3490
216021412,14,0,0,0,0,0,0,0,3,16,301,38,55,29,55,9,87,85,22,677
216021413,15,0,6,0,7,0,9,17,14,68,1109,557,488,369,329,224,335,896,89,4388
216021414,0,5,3,0,3,4,0,0,4,18,296,495,451,461,318,404,94,297,39,2847
216031415,0,0,0,0,0,0,0,3,3,17,168,272,205,296,115,224,126,345,38,1785
216031416,15,17,29,20,19,17,6,20,37,177,1532,3834,1955,1905,2008,849,942,1530,279,14831
216031418,15,0,3,0,0,0,3,8,8,33,451,136,169,50,94,21,198,289,30,1428
216031419,16,6,7,4,0,0,0,8,6,47,941,479,473,320,377,152,293,952,95,4079
216031593,7,0,0,0,5,3,0,0,6,15,251,216,403,196,183,295,82,164,37,1830
216031594,14,6,7,4,4,16,5,15,20,88,863,982,875,940,819,1275,458,823,136,7172
217011420,28,0,0,5,0,0,5,8,9,60,941,302,266,288,202,148,175,436,58,2815
217011421,7,5,11,9,0,5,0,9,9,45,550,1143,732,749,670,632,251,514,89,5315
217011422,14,10,19,4,0,3,6,9,7,74,485,851,835,728,517,481,722,642,122,5369
217011423,15,0,3,0,0,0,3,3,0,21,1093,202,200,171,127,68,110,401,39,2406
217031471,0,0,0,3,3,4,3,3,7,26,180,361,188,214,181,174,92,178,32,1598
217031472,12,5,14,9,6,10,13,12,18,95,730,1085,992,1063,685,718,582,1470,122,7453
217031473,15,0,4,0,0,0,0,6,8,41,653,97,169,65,96,26,121,285,34,1549
217031474,27,3,0,6,3,0,4,5,8,58,689,262,252,270,150,131,203,313,34,2313
217031475,42,0,8,5,5,0,10,19,8,93,1179,290,431,207,167,164,297,616,69,3425
217031476,0,4,0,0,0,0,0,0,5,16,362,186,208,162,124,132,68,233,31,1504
217041477,25,0,4,0,0,0,0,5,3,34,1037,147,244,121,113,80,140,453,46,2372
217041478,18,0,5,0,0,7,3,12,6,50,906,456,447,369,233,225,197,491,67,3381
217041479,9,0,8,13,4,3,0,7,10,55,445,1107,631,764,487,614,221,532,69,4866
217041480,15,8,17,10,12,7,15,23,21,135,1412,2705,1716,1798,1661,1395,766,1787,239,13485
297979799,0,0,0,0,0,0,0,0,0,0,6,36,56,13,4,0,28,48,5,194
299999499,172,157,657,135,86,64,138,283,437,2136,11207,17584,46450,14088,6882,4695,10174,22816,3580,137478
