POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
207011155,12,87,146,114,136,115,16,17,7,659,16,76,104,84,229,168,34,39,6,750,21,35,56,75,169,165,37,60,7,626,16,32,54,58,152,138,42,52,3,542,4,31,25,36,98,132,39,49,4,431,19,45,35,50,150,191,78,207,3,774,0,10,16,9,21,42,16,59,0,178,6,35,25,17,41,94,53,182,5,457,0,10,8,5,6,8,0,4,20,56,243,1251,914,577,1098,1150,336,719,83,6377
207011519,24,90,139,72,128,93,12,11,4,583,27,77,128,70,272,150,46,26,17,810,23,46,74,69,230,175,36,55,5,698,30,33,52,58,247,247,46,47,11,768,20,25,30,44,178,203,39,54,4,592,36,29,24,44,270,436,105,207,0,1147,9,8,17,10,42,80,34,80,0,280,10,25,23,24,41,138,53,231,8,558,3,6,0,0,5,5,3,3,13,59,313,1246,859,494,1515,1624,383,746,89,7271
207011520,27,91,168,89,171,141,16,27,19,743,40,65,114,102,319,243,47,52,10,1006,28,43,62,64,302,256,52,73,9,898,35,40,50,74,292,304,59,90,4,949,18,28,27,43,175,188,44,96,10,623,36,33,51,50,342,540,173,335,0,1567,3,8,7,19,59,131,57,114,0,402,9,33,26,25,80,203,87,354,6,821,5,3,8,0,10,20,0,7,24,77,371,1245,941,596,1873,2133,560,1192,126,9031
207011521,24,69,150,78,141,79,10,16,0,579,31,62,124,83,211,172,36,39,8,768,32,37,83,77,246,180,52,43,3,747,14,32,72,73,266,241,48,76,7,835,30,19,31,60,174,189,48,107,0,667,41,42,35,52,300,471,208,381,6,1536,6,14,11,16,43,80,30,94,0,291,14,17,27,23,43,128,51,211,3,511,0,7,5,4,6,8,3,9,14,58,345,1033,894,570,1506,1602,499,1005,72,7535
207011522,17,54,99,77,107,53,14,22,8,430,24,54,95,84,136,122,25,31,10,566,26,39,44,64,116,122,27,34,3,471,19,29,35,46,93,146,30,35,6,437,13,18,20,19,73,113,33,33,3,330,14,20,26,29,83,162,49,103,0,492,0,11,8,9,12,35,8,36,0,121,3,17,18,13,26,51,22,108,0,265,5,11,9,0,8,10,3,3,16,67,245,1117,765,434,737,890,211,434,80,4911
207021156,11,44,68,52,81,48,11,20,3,337,12,34,56,49,119,83,18,28,8,399,8,17,24,23,87,67,18,36,3,292,11,14,23,13,56,90,15,48,0,256,4,3,3,8,41,52,16,33,0,165,3,13,4,14,36,94,34,79,0,287,0,8,0,3,9,21,5,17,0,58,0,3,9,4,12,20,13,45,0,107,0,3,3,3,0,5,0,3,12,27,165,640,431,254,504,528,146,330,30,3028
207021157,54,126,184,147,321,121,21,20,13,1010,51,85,139,88,408,212,52,56,12,1094,23,39,59,61,269,177,48,72,12,751,19,28,43,46,181,177,48,70,8,637,12,12,23,18,108,118,37,67,3,407,24,33,26,24,171,232,86,133,6,731,4,3,12,12,25,45,27,52,9,185,9,19,5,11,44,86,40,156,5,367,7,17,8,3,14,11,0,3,22,77,788,2546,1489,653,1776,1308,359,675,140,9735
207021159,15,53,74,53,93,42,14,21,9,373,22,36,52,50,107,55,21,32,5,382,11,23,38,30,69,59,23,18,0,266,6,13,24,24,49,42,24,23,0,204,0,15,20,11,31,34,10,23,0,138,5,11,11,13,54,56,34,53,0,239,0,0,9,0,4,10,3,22,0,50,0,5,7,7,10,29,9,37,3,119,0,3,3,3,4,7,0,5,9,32,147,607,505,282,498,400,141,260,52,2883
207021160,20,56,83,56,58,41,9,6,5,334,25,31,72,58,100,61,14,16,7,387,20,26,40,24,62,50,15,26,0,265,19,11,31,26,68,54,26,40,0,281,22,13,11,21,35,66,23,37,0,231,61,17,25,22,76,163,83,94,3,556,13,7,6,9,13,44,13,26,0,127,14,9,4,4,16,52,13,70,0,169,0,7,7,0,3,4,0,7,15,40,286,650,556,349,511,585,205,350,52,3534
207021424,9,33,42,52,81,47,3,6,3,280,8,24,50,39,98,67,21,18,8,325,7,25,22,27,57,51,13,20,7,229,11,13,6,16,52,53,19,27,0,199,0,3,8,14,31,38,12,17,0,124,4,8,13,10,47,55,16,30,0,193,0,4,5,0,11,19,3,7,0,50,0,5,4,0,15,21,3,19,0,74,0,5,7,0,4,3,0,3,9,29,141,791,484,265,460,397,102,169,52,2853
207021425,24,63,102,72,99,72,11,13,5,454,30,54,74,43,154,171,22,30,13,589,18,23,51,47,112,150,45,40,8,490,11,22,27,26,103,128,46,44,0,402,12,14,12,24,60,75,39,38,0,273,11,13,23,32,52,122,58,72,3,379,9,4,3,5,16,27,4,16,0,78,0,5,14,9,13,44,15,36,4,147,7,0,4,0,3,5,4,5,16,46,205,933,725,378,702,903,245,336,61,4488
207031161,39,108,163,127,274,191,33,36,9,970,31,81,107,115,362,307,41,65,13,1128,16,32,72,73,274,237,51,73,7,830,23,28,43,53,206,220,65,91,4,738,13,19,19,30,147,162,42,62,3,495,17,24,30,48,179,324,111,179,4,921,6,15,17,7,18,85,21,63,4,233,3,13,17,15,25,110,38,123,3,341,0,6,13,4,13,10,0,8,29,89,331,1419,1081,681,1703,1807,417,773,129,8331
207031162,12,35,31,31,52,23,8,5,0,202,9,28,37,38,60,64,3,16,4,256,5,6,14,20,28,21,3,16,0,120,4,19,12,13,30,28,8,13,0,135,3,0,8,6,14,17,6,9,0,67,5,8,0,4,19,31,16,47,0,138,0,0,7,0,5,13,0,14,0,38,0,0,3,5,3,13,4,15,0,42,0,3,0,0,5,0,0,7,3,20,103,413,275,184,267,249,58,155,18,1718
207031163,84,220,453,347,602,334,50,61,27,2172,111,180,389,496,772,555,87,98,31,2711,90,106,226,323,714,496,104,122,15,2197,90,57,138,278,632,540,107,169,12,2026,70,40,79,152,449,527,95,162,0,1571,131,63,78,150,608,926,259,411,18,2640,22,14,17,22,84,142,58,115,3,478,21,29,49,45,98,229,95,295,3,856,8,12,11,12,19,24,12,10,67,171,1045,2755,2826,2243,4439,4029,907,1510,276,20027
207031164,19,51,60,32,83,76,3,20,7,352,5,43,63,40,99,88,20,27,3,376,6,17,25,24,74,66,12,28,0,246,8,19,23,27,48,59,25,31,4,246,0,3,8,8,38,36,18,26,0,150,5,14,19,17,49,85,23,52,6,271,0,6,0,4,9,26,0,15,0,58,0,4,5,4,11,28,10,51,0,121,0,3,3,0,0,3,0,0,5,22,96,587,411,258,476,528,120,276,37,2791
207031165,22,101,123,69,197,119,16,16,13,680,21,77,113,71,238,170,20,30,9,753,19,62,80,60,274,204,41,40,8,775,26,28,70,72,289,231,66,63,3,844,19,16,30,33,237,224,48,77,5,687,44,29,44,38,354,478,162,295,0,1445,0,3,9,0,39,91,31,76,0,258,7,8,9,9,36,109,40,174,0,386,5,4,4,0,11,8,4,4,17,50,310,1323,823,456,1801,1735,440,794,97,7783
207031166,23,58,94,65,134,74,20,17,3,496,28,39,64,61,206,154,36,31,9,632,27,19,37,36,195,138,41,25,0,525,28,20,32,26,214,143,81,51,0,603,23,4,18,18,174,147,72,53,5,507,52,24,15,34,265,287,153,137,8,980,18,7,6,0,36,63,26,60,0,209,7,5,12,3,24,56,31,102,0,237,5,6,4,0,10,5,0,3,16,51,354,1028,669,372,1362,1126,465,505,59,5932
207031167,16,45,66,47,65,41,3,12,8,297,10,47,61,69,133,85,17,19,4,441,3,24,36,34,105,69,19,17,0,313,7,24,14,32,108,68,15,23,5,292,7,14,15,19,74,64,15,32,0,232,3,17,15,23,88,104,33,91,3,381,0,6,4,6,14,17,11,38,0,93,0,7,11,3,10,45,14,71,0,160,0,6,0,0,3,4,7,3,16,42,108,530,400,281,643,547,143,320,51,3022
208011168,9,52,53,42,62,32,5,11,5,267,3,45,37,41,55,44,10,30,3,273,6,28,36,21,58,66,20,25,0,261,4,17,23,15,35,54,16,29,3,195,3,10,21,8,32,45,11,13,5,141,5,17,18,16,36,84,25,62,4,257,0,12,5,3,10,33,12,13,0,81,9,20,13,12,17,53,25,63,0,209,0,3,3,0,9,6,3,0,6,31,132,649,394,219,365,462,120,271,36,2651
208011169,55,154,216,154,230,150,21,46,16,1045,50,119,177,164,327,264,54,66,20,1235,41,76,92,94,229,244,53,97,16,931,33,52,78,75,188,194,66,93,0,785,15,37,52,60,113,166,41,97,7,592,27,56,74,73,155,282,122,259,14,1057,12,23,15,19,31,60,25,90,0,281,16,78,77,48,55,186,67,337,11,879,12,15,11,5,12,14,4,12,41,120,600,2221,1584,939,1498,1704,463,1149,175,10327
208011170,17,64,72,59,108,64,6,18,5,422,19,35,69,58,120,92,20,26,8,449,16,29,46,38,105,60,19,25,0,346,5,28,23,39,80,96,22,47,0,339,8,12,18,5,58,67,23,49,3,242,20,25,26,26,61,117,56,105,3,433,0,11,6,4,19,19,9,43,0,118,0,21,24,8,10,75,23,104,4,266,0,3,7,3,3,6,0,6,7,40,158,706,531,336,640,661,190,446,37,3698
208011171,24,71,129,83,213,156,20,32,10,745,29,39,105,79,286,259,52,60,9,905,27,23,44,47,211,221,58,70,0,703,23,23,31,35,150,210,53,85,3,612,8,9,11,18,80,140,40,72,4,377,10,17,29,28,117,222,89,198,6,717,0,9,7,3,29,55,13,53,0,171,3,8,15,17,24,76,33,147,0,324,7,9,4,0,3,6,4,4,22,56,221,820,710,442,1273,1448,388,754,85,6134
208011172,23,57,100,53,87,50,18,21,12,408,15,50,81,49,112,95,24,28,0,466,9,37,44,40,105,86,23,29,5,377,13,33,37,34,73,83,26,47,4,346,9,13,22,19,46,53,16,31,4,223,13,20,27,29,62,116,54,126,3,447,0,6,8,12,24,26,15,42,0,135,12,18,13,28,36,85,27,122,4,346,3,5,5,0,9,8,0,4,10,43,209,1022,675,360,629,669,214,482,69,4331
208011173,22,90,152,93,117,66,12,26,3,586,28,67,112,104,162,130,20,35,3,673,14,30,67,79,134,156,22,47,0,558,15,23,55,63,91,136,41,48,0,472,15,27,27,46,118,112,36,48,5,440,23,34,35,31,100,188,53,141,4,604,9,13,14,4,19,41,25,40,5,166,3,20,30,24,22,89,35,116,0,344,0,14,4,0,5,5,4,6,26,67,326,1228,891,566,842,1005,245,558,78,5742
208021174,31,73,146,96,207,115,19,48,11,737,34,91,126,123,246,168,36,47,4,871,29,37,68,67,209,162,44,47,4,672,13,32,41,46,129,140,47,70,5,532,9,16,23,29,90,113,24,80,6,394,11,21,33,32,103,181,59,166,3,613,4,5,8,13,14,39,22,32,0,134,9,18,10,15,28,86,33,105,0,303,0,6,7,3,4,6,3,3,27,60,318,1313,958,578,1173,1127,321,652,90,6521
208021176,27,54,100,54,133,87,13,22,6,490,21,39,86,47,152,119,22,25,16,527,12,15,33,38,112,126,15,29,0,380,8,10,16,14,88,87,29,34,6,291,6,12,13,16,51,67,24,29,8,216,9,13,11,12,48,92,17,65,0,266,4,4,5,0,0,18,4,17,0,62,0,3,4,3,13,31,22,48,0,130,5,3,0,3,4,4,0,3,11,40,187,813,659,291,706,700,166,308,71,3892
208021177,30,114,180,119,195,91,13,28,6,771,25,115,132,96,232,169,34,49,9,858,25,74,99,88,209,183,24,55,12,769,28,45,65,56,213,195,48,77,4,721,17,37,46,38,153,156,46,81,10,581,26,47,49,55,207,310,124,281,8,1113,0,20,22,13,31,58,28,85,0,253,8,31,31,37,43,136,36,178,0,504,3,15,16,7,11,17,3,10,44,118,302,1515,1171,666,1411,1386,377,894,122,7839
208021178,27,79,149,130,111,86,20,25,7,644,32,51,119,124,191,190,21,37,9,787,25,42,77,69,162,203,34,46,3,663,32,35,64,92,121,237,40,60,0,685,26,26,26,47,104,194,38,60,4,524,21,21,35,54,125,253,52,119,3,676,4,3,12,14,17,49,9,50,4,165,4,18,19,15,19,73,26,99,7,283,0,9,9,6,8,9,0,7,17,62,275,991,869,677,956,1379,263,538,81,6028
208021179,28,67,122,86,152,64,8,20,4,543,20,74,97,50,188,112,23,41,11,626,5,30,47,39,127,118,18,39,4,425,8,24,39,35,91,93,25,43,5,371,3,17,16,29,70,71,28,39,4,279,6,32,21,44,78,139,28,91,10,452,0,6,8,15,14,39,8,28,0,117,0,17,17,12,13,61,18,99,0,236,9,7,10,7,3,9,0,3,12,59,261,1183,800,449,848,777,180,442,79,5016
208021180,8,20,34,36,51,11,4,3,0,166,8,23,29,25,61,38,0,11,0,188,5,7,14,20,45,28,8,6,4,134,5,7,8,10,37,31,5,18,0,123,0,4,3,3,18,25,7,24,0,90,8,4,8,10,35,44,22,45,0,168,0,0,0,0,0,7,0,12,0,30,0,0,6,0,0,19,3,8,0,41,0,0,0,0,4,4,0,0,3,9,73,285,216,143,270,236,60,131,21,1432
208021181,8,27,35,16,55,22,3,8,0,182,7,32,26,21,61,36,6,11,5,204,3,10,12,12,28,25,9,13,4,121,3,7,13,8,35,26,20,15,0,129,0,5,10,10,22,25,9,9,0,92,4,11,7,10,18,29,9,24,0,115,0,0,3,5,0,12,3,17,0,38,0,0,6,6,4,13,6,22,0,57,3,0,0,0,0,0,0,0,7,13,77,337,231,135,265,218,70,139,32,1498
208021182,7,50,62,41,76,36,3,17,10,302,6,33,53,34,63,62,12,22,3,288,0,22,41,29,47,63,17,14,4,234,6,4,10,16,49,53,15,34,0,193,4,9,3,17,31,43,22,32,0,160,6,5,12,20,41,70,24,70,0,245,0,3,0,0,8,13,7,13,0,50,0,3,6,3,13,25,7,36,0,85,0,4,0,0,0,4,0,0,3,20,108,725,416,230,378,422,121,259,27,2694
208021426,19,58,81,70,148,122,10,26,14,546,23,40,97,76,192,165,34,30,7,656,14,16,57,47,140,184,40,42,5,553,12,18,28,53,127,185,40,45,5,516,22,12,11,22,94,158,38,44,3,410,22,21,18,29,113,307,72,125,0,717,6,3,15,5,17,71,17,54,0,180,11,6,20,16,26,92,36,123,0,323,3,5,5,0,6,9,0,5,14,53,236,795,655,444,979,1376,306,530,75,5399
208021427,23,26,48,42,71,40,11,10,3,264,7,23,29,45,74,37,10,15,6,253,8,17,19,25,75,62,17,22,5,250,5,18,19,26,47,44,12,41,5,219,6,11,3,5,29,46,19,36,3,163,0,13,11,8,40,58,21,45,0,204,0,3,0,0,7,19,4,13,0,46,0,7,0,5,11,23,15,27,0,87,0,0,3,5,3,3,0,4,0,19,89,419,311,218,398,382,114,225,37,2194
208031183,8,19,29,21,97,32,4,5,0,226,7,9,10,13,58,48,16,19,0,182,3,10,5,9,49,42,10,17,0,151,3,10,0,10,23,30,10,18,0,104,0,4,3,5,21,18,12,19,0,82,0,10,3,5,14,45,22,32,0,131,0,0,0,0,0,9,0,9,0,26,0,3,4,0,10,8,0,27,0,57,0,0,3,0,0,0,0,0,11,23,54,282,168,88,324,283,74,150,16,1451
208031184,33,100,170,157,872,426,70,83,31,1929,51,52,90,118,979,720,146,165,36,2356,33,43,47,82,636,633,121,174,18,1783,30,33,36,54,425,491,131,215,18,1432,13,24,19,34,200,294,120,142,10,856,25,17,28,23,244,478,153,344,11,1322,3,7,4,7,37,78,32,98,5,261,4,16,12,18,55,110,41,213,0,467,3,9,0,3,20,23,10,17,55,148,352,971,893,700,3895,3499,852,1513,231,12916
208031185,13,21,51,37,71,41,3,8,7,250,4,35,25,21,59,57,7,9,3,232,7,13,13,17,34,35,20,21,3,161,3,5,9,18,35,43,6,13,0,139,0,0,8,10,27,31,11,21,0,104,0,9,10,8,23,35,17,37,0,140,0,0,0,0,7,8,4,10,0,37,0,10,0,7,7,12,10,24,0,64,0,3,0,0,0,0,5,3,14,24,101,477,311,167,318,294,82,173,43,1966
208031186,19,36,62,43,84,55,7,14,6,326,10,22,51,43,78,56,13,30,3,310,9,14,18,24,68,41,11,25,9,220,8,13,17,14,48,48,18,32,0,206,0,3,6,4,15,34,16,28,0,113,9,6,9,9,25,68,24,67,4,221,0,3,0,0,0,17,6,24,0,66,4,0,4,3,3,18,3,42,0,79,6,0,0,0,3,5,0,0,11,32,132,486,394,256,402,388,104,293,46,2496
208031187,11,14,33,30,74,37,5,3,0,211,0,9,19,28,78,45,7,11,3,213,4,6,7,11,58,51,10,21,3,170,4,4,11,5,39,37,11,26,5,138,4,4,3,5,26,29,7,15,3,94,5,0,6,5,34,50,18,20,0,144,0,0,0,0,4,12,6,12,0,37,0,0,3,0,6,21,6,26,0,63,0,3,0,0,6,0,0,8,0,23,67,338,214,143,391,337,90,146,34,1752
208031188,100,173,305,254,603,296,42,63,26,1855,64,128,200,160,621,458,88,96,17,1834,48,70,113,122,436,344,94,129,10,1362,33,48,66,86,276,294,85,134,9,1028,22,20,31,41,143,213,70,115,3,655,43,28,42,47,208,329,126,275,3,1103,8,7,8,12,35,58,29,66,3,234,9,19,16,21,35,108,47,145,7,404,15,29,14,11,18,18,0,9,40,147,954,2999,2043,1100,2773,2358,623,1113,188,14147
208031189,10,20,42,34,38,43,3,15,0,206,13,22,47,35,66,32,14,12,0,238,6,22,18,24,48,47,12,34,0,212,8,15,16,21,46,46,15,28,0,185,5,9,11,13,33,36,14,33,0,158,7,8,10,12,59,71,33,74,0,278,0,9,0,5,7,9,8,23,0,52,0,0,3,10,4,14,6,30,0,70,0,3,0,0,7,3,0,3,8,17,130,417,319,224,339,332,110,262,32,2166
208031190,20,82,91,98,191,97,14,21,9,625,17,48,84,89,208,142,26,33,0,655,12,28,55,57,155,136,32,51,0,531,14,16,31,38,93,128,39,71,0,430,7,8,14,16,60,79,43,62,0,295,26,12,15,24,90,162,89,183,5,608,5,4,3,3,9,24,13,37,5,95,3,10,6,9,14,43,20,82,4,188,3,15,6,0,5,5,0,3,17,56,257,1219,810,488,957,907,286,581,72,5584
208031191,60,163,302,259,794,495,70,98,34,2280,67,136,263,282,951,804,145,164,29,2853,73,76,140,203,705,719,141,184,15,2254,58,47,63,123,496,629,161,210,11,1788,37,34,53,77,319,471,124,188,6,1297,57,36,46,79,396,785,255,419,10,2079,11,15,20,16,60,145,61,146,3,480,13,13,34,37,61,198,64,322,3,749,0,17,17,5,30,31,7,18,49,184,697,1992,1899,1444,4320,4623,1086,1873,251,18187
208031192,19,17,67,41,175,64,8,10,12,410,15,16,37,31,207,111,16,20,9,463,21,12,29,18,140,93,15,30,0,360,19,4,7,18,90,118,27,28,4,317,7,7,11,7,70,74,28,27,3,231,4,7,3,17,109,150,71,92,0,459,3,0,0,4,11,36,18,31,0,105,0,3,3,6,26,51,38,79,0,223,3,0,0,0,0,5,0,0,4,18,193,433,409,198,919,748,227,320,53,3502
208031193,38,81,168,130,305,184,32,58,13,1003,30,59,105,102,303,308,67,70,12,1057,17,35,67,78,207,251,42,77,3,780,26,33,47,47,148,194,64,100,6,673,12,17,13,28,85,135,51,75,9,412,13,29,22,27,114,188,77,175,4,638,0,9,10,8,26,36,11,53,6,157,6,16,11,15,23,48,14,80,3,214,4,9,8,9,13,5,0,10,33,89,294,1270,957,627,1438,1486,396,763,117,7346
208041194,49,149,253,191,293,169,18,39,13,1167,63,119,255,196,476,282,69,58,17,1533,48,83,136,158,400,311,55,81,11,1285,52,53,89,122,366,249,46,102,6,1090,25,38,52,65,243,212,78,103,4,837,39,55,76,78,327,390,137,258,8,1366,9,20,18,21,62,91,28,57,4,306,12,48,58,67,81,177,77,364,11,887,8,18,9,9,11,9,3,6,38,121,583,1845,1670,1111,2432,2024,535,1127,163,11486
208041195,88,175,306,215,477,160,31,40,26,1523,76,132,179,185,634,297,46,47,24,1614,38,56,86,98,411,210,48,65,7,1020,26,43,49,68,272,213,66,88,12,837,12,24,37,30,195,149,50,74,7,586,31,41,49,43,264,304,76,169,4,976,5,15,11,16,45,68,38,82,0,275,7,27,31,26,73,145,65,249,5,621,6,24,11,7,9,17,0,12,50,148,1267,3471,2075,997,2697,1670,444,872,213,13710
209011196,11,35,44,42,65,55,10,19,3,271,21,23,46,47,98,92,12,21,6,367,12,11,16,28,75,85,31,31,5,288,12,11,7,19,68,62,18,32,4,234,0,0,8,16,34,51,21,33,0,164,10,8,6,4,46,76,28,78,0,254,0,0,3,0,0,17,3,19,0,47,0,0,0,6,0,16,4,23,0,54,0,8,0,0,5,4,0,8,9,34,122,356,321,235,474,517,126,296,37,2472
209011197,35,98,175,104,176,89,21,27,16,741,39,60,135,98,211,155,27,41,10,781,20,40,73,82,215,177,29,48,0,683,27,26,47,51,179,176,49,62,6,620,17,9,26,42,112,129,39,78,4,450,22,17,30,25,108,145,79,123,3,550,8,10,9,8,10,16,11,24,4,101,3,8,7,10,8,37,22,67,0,170,3,17,6,6,16,12,0,10,22,85,476,1845,1175,642,1213,1026,309,532,107,7322
209011198,91,189,369,314,382,223,23,39,21,1655,124,160,336,482,435,479,59,93,25,2187,111,74,228,390,371,450,69,87,12,1804,96,48,141,321,368,515,86,118,8,1705,77,33,69,153,285,421,79,126,4,1249,97,55,78,127,304,678,172,333,4,1835,18,20,19,19,48,103,49,96,5,379,27,18,58,63,80,188,70,309,3,811,7,9,15,16,15,29,7,5,47,153,958,2125,2249,2174,2495,3266,635,1259,193,15349
209011199,38,83,157,140,370,241,38,44,17,1138,35,57,143,155,394,419,60,78,8,1361,17,33,77,103,250,304,64,82,6,942,15,16,34,78,211,292,69,93,8,819,25,12,15,44,138,209,50,95,4,591,20,20,23,28,142,308,105,182,7,830,0,8,8,5,15,39,34,53,0,155,3,12,11,4,16,65,19,82,0,213,7,7,3,0,15,18,5,8,28,89,305,941,951,732,1838,2055,468,772,128,8192
209011200,19,65,105,73,96,61,9,19,4,448,18,49,73,68,133,90,14,22,4,474,17,37,42,50,106,92,13,35,4,390,9,22,28,39,82,85,20,47,3,334,0,12,18,20,48,74,25,41,0,238,14,17,33,20,68,123,57,109,0,448,5,3,8,12,10,26,11,36,0,110,5,12,10,16,17,55,21,68,3,205,0,5,3,4,0,0,0,0,15,33,200,928,684,419,634,656,187,399,51,4162
209011201,4,19,30,22,19,16,6,7,0,128,0,17,22,30,25,32,3,6,5,146,3,10,35,18,33,30,12,11,4,160,0,7,8,15,36,31,6,11,0,122,9,8,6,17,22,40,5,13,0,118,5,10,12,21,34,51,23,33,0,187,0,6,5,0,6,20,0,20,0,61,0,7,12,8,10,32,13,38,0,125,0,0,0,0,0,4,3,0,4,14,65,344,219,148,213,281,75,153,13,1509
209011202,20,65,64,66,98,45,10,20,4,386,20,31,78,46,96,69,19,23,5,388,9,28,35,24,64,82,25,36,5,315,17,18,19,28,73,72,19,38,0,283,7,15,10,13,39,40,23,41,0,185,8,11,12,12,34,53,22,76,3,239,0,4,4,4,4,25,4,13,0,60,0,11,13,11,4,15,9,35,4,102,0,3,0,0,0,4,0,3,11,35,196,788,559,296,503,486,150,327,53,3348
209011203,13,33,48,48,53,67,33,28,10,334,8,25,42,44,105,122,52,51,0,459,11,15,26,31,89,114,35,37,0,348,5,15,17,19,100,142,42,52,0,397,11,10,17,15,70,102,27,44,0,295,3,15,6,14,61,141,42,101,7,387,0,5,0,4,14,26,6,23,0,78,3,0,3,14,8,21,6,33,0,84,0,0,0,0,3,8,0,6,8,31,116,494,366,256,571,794,261,385,41,3288
209011204,9,23,38,24,33,31,3,9,0,165,4,18,19,24,43,24,0,5,6,151,9,10,20,21,43,28,15,11,0,148,5,6,13,13,38,44,13,24,0,153,6,4,9,7,15,31,15,20,6,100,6,3,3,0,36,42,20,52,0,164,0,0,5,0,0,0,0,8,0,25,0,0,0,0,0,11,4,12,0,32,0,0,3,4,5,0,0,0,5,19,80,356,242,121,242,241,70,151,31,1532
209021205,21,65,147,71,88,40,5,19,6,464,28,55,123,95,195,85,19,26,4,630,25,39,95,81,254,140,13,20,10,690,32,23,77,72,306,165,39,49,7,774,30,15,41,34,271,178,45,47,4,665,45,22,40,33,386,332,119,172,6,1151,8,3,10,3,27,58,28,47,0,177,8,6,15,5,24,75,29,111,0,268,4,0,5,3,8,9,0,5,24,62,323,884,888,492,1632,1142,303,505,90,6259
209021428,108,177,351,288,839,439,60,85,39,2384,83,135,257,210,986,653,109,138,29,2602,72,65,100,161,678,585,138,155,32,1991,48,32,77,114,540,495,151,191,24,1672,49,26,46,65,324,392,118,173,9,1198,57,36,42,53,370,510,243,339,21,1665,0,8,3,14,54,81,45,114,5,327,5,12,23,19,54,93,56,161,5,422,11,26,10,3,21,24,7,23,71,196,1005,2988,2310,1385,4351,3553,978,1488,333,18384
209021429,12,39,63,46,62,50,0,7,5,289,6,28,56,52,83,47,9,13,3,300,7,14,25,26,84,59,5,22,0,246,9,10,22,28,72,57,14,17,0,239,6,3,7,8,61,42,18,24,0,168,8,10,7,18,82,78,38,81,0,318,0,0,3,5,8,15,9,23,0,63,0,0,3,0,11,17,8,31,0,62,0,3,0,0,0,5,0,0,16,30,121,511,404,259,506,411,107,239,44,2595
209021523,11,23,48,36,56,29,3,14,3,223,13,16,27,34,64,56,7,10,0,226,5,5,16,21,61,32,10,12,3,162,0,6,8,12,34,25,13,17,0,113,0,10,5,4,20,29,0,14,0,82,4,9,3,5,11,33,8,28,0,93,0,0,4,0,3,4,0,3,0,19,0,0,0,4,0,4,0,4,0,13,3,0,0,0,0,9,0,4,10,19,86,269,271,169,281,241,53,133,29,1529
