POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
213011337,15,34,61,22,107,116,17,39,9,427,18,38,45,22,78,65,13,25,64,373,177,535,618,353,1131,1202,303,549,126,4984
213011338,13,58,46,28,94,127,37,52,11,459,20,75,81,70,258,238,43,89,143,1015,347,964,1088,658,3369,2981,841,1490,278,12009
213011339,5,12,0,5,3,12,0,0,0,41,7,12,8,3,14,6,3,3,20,79,101,415,324,204,382,253,70,149,43,1933
213011340,24,44,40,15,29,21,0,4,4,178,8,38,22,10,21,19,0,8,50,175,458,1534,856,372,821,580,166,311,92,5188
213011569,5,23,12,6,37,17,8,10,4,131,4,14,12,3,30,17,4,20,42,152,177,677,467,264,677,505,156,286,75,3281
213011570,14,22,21,14,106,89,37,37,0,342,23,100,112,81,313,286,64,97,141,1226,400,1083,1135,738,3416,3424,1025,1703,255,13186
213021341,14,33,35,17,61,41,14,24,4,237,12,52,35,28,137,116,26,44,64,527,298,866,722,515,1952,1899,611,1156,151,8166
213021342,6,16,20,6,10,6,8,0,0,73,3,13,12,0,9,12,0,7,17,73,121,595,394,242,340,335,57,145,50,2280
213021343,29,56,78,37,110,96,27,34,4,476,24,57,98,44,228,199,39,78,114,868,493,1389,1275,774,2962,2800,802,1587,221,12309
213021344,10,55,46,14,29,36,4,15,4,221,7,25,22,17,32,51,13,21,46,235,235,672,574,385,917,1216,383,810,95,5283
213021345,0,4,10,0,4,0,0,0,0,24,0,0,9,0,0,3,0,0,3,16,21,65,76,31,63,56,31,38,9,390
213021346,28,66,61,32,66,90,22,52,3,414,17,36,43,18,60,82,9,41,53,359,366,1134,967,546,1132,1482,367,906,107,7009
213031347,15,73,56,42,98,54,16,21,0,377,10,40,38,17,96,84,11,38,79,419,285,1201,1091,607,1481,1136,275,536,141,6746
213031348,37,59,86,81,184,79,25,33,12,598,31,71,62,34,119,120,18,46,172,676,791,1947,1916,1727,3639,3375,766,1628,290,16081
213031349,28,59,50,16,40,28,4,17,7,236,17,43,19,10,46,34,3,11,59,240,736,1874,1006,479,1130,650,138,272,122,6411
213031350,10,33,19,13,19,7,0,4,0,110,0,7,3,5,10,8,3,3,6,53,73,298,261,149,232,252,80,130,13,1487
213031351,14,24,25,17,42,53,15,29,4,224,18,48,49,29,147,88,22,40,64,492,204,575,592,365,1523,1428,422,776,125,6012
213031352,32,55,39,34,51,49,9,19,0,290,13,33,29,23,47,67,8,35,50,298,265,1016,730,467,1081,1181,292,802,95,5926
213041353,29,70,72,23,74,51,16,29,4,369,10,29,28,20,49,47,12,29,75,298,340,1242,924,579,1218,1144,322,742,163,6690
213041358,15,21,26,5,14,5,0,13,0,104,5,10,16,9,19,14,0,10,50,133,296,959,643,376,696,575,133,280,101,4059
213041359,9,56,59,21,110,117,30,62,7,472,18,59,82,37,172,172,29,56,117,738,429,1124,1187,704,2682,3351,863,1572,279,12185
213041360,9,17,15,7,7,6,0,0,5,61,3,9,13,5,12,15,0,5,23,85,86,496,362,203,329,324,97,203,46,2153
213041461,3,5,0,0,4,0,0,0,0,20,0,7,3,0,5,3,0,0,0,29,32,225,111,66,110,81,27,46,23,724
213041462,0,7,4,0,0,3,0,0,0,15,0,0,0,0,0,3,0,0,7,16,27,82,78,42,90,102,23,37,9,489
213041463,16,29,29,9,11,12,8,12,0,124,6,17,23,5,21,33,5,3,30,145,207,918,586,324,547,587,153,300,49,3666
213041571,4,12,3,0,3,0,0,0,0,22,0,8,8,0,5,8,0,0,4,33,17,100,108,65,113,111,26,65,13,616
213041572,3,3,4,0,4,8,0,4,0,30,0,3,0,9,29,23,6,9,15,92,42,171,139,79,296,239,68,151,32,1208
213041573,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,8,18,59,45,41,59,67,22,43,3,356
213041574,0,11,3,0,3,4,0,0,0,27,0,6,6,0,5,8,0,4,9,48,42,119,141,63,164,236,69,125,25,985
213041575,12,12,13,9,11,7,0,4,0,65,5,9,6,4,10,3,3,3,13,62,82,303,220,117,292,292,58,133,36,1534
213041576,5,10,9,4,10,6,3,5,0,53,0,12,7,0,14,3,0,3,13,49,53,192,148,106,217,214,59,149,20,1161
213041577,30,53,34,20,85,76,25,41,4,367,18,35,23,10,55,52,17,20,76,302,328,1075,736,424,1329,1146,287,467,135,5930
213041578,9,5,9,6,14,0,0,6,0,55,0,6,0,6,17,16,0,6,14,75,85,392,360,203,440,352,107,169,35,2151
213051361,33,83,90,40,158,133,44,50,7,634,9,58,41,26,108,85,16,36,87,465,354,1403,1057,616,2005,1532,425,728,171,8297
213051362,25,56,47,15,37,24,3,5,0,210,9,18,23,8,24,28,3,5,48,179,458,1446,860,430,826,559,157,246,106,5076
213051363,11,39,33,21,139,156,36,79,4,525,35,112,109,95,465,374,86,160,233,1677,666,1499,1584,1206,5642,5649,1697,2976,448,21361
213051368,32,63,44,27,72,53,10,32,0,338,21,45,55,29,74,68,12,34,115,459,660,1860,1790,1357,2734,2345,572,1110,243,12674
213051464,17,13,7,0,0,9,0,4,0,57,5,17,6,7,10,9,0,3,15,84,82,341,255,164,345,382,78,189,29,1866
213051466,5,12,7,0,10,10,4,0,0,61,0,10,19,3,9,12,5,0,17,75,89,315,308,161,388,390,93,177,37,1961
213051467,11,21,18,3,16,14,6,6,0,88,7,15,7,3,17,14,0,7,21,93,157,469,442,246,535,379,131,227,54,2634
213051468,5,22,12,0,5,11,4,0,0,67,0,9,3,9,8,17,0,5,14,61,100,354,280,201,401,404,128,241,45,2159
213051579,5,4,0,0,3,8,0,0,0,18,0,7,6,0,9,10,0,5,17,54,41,135,129,77,245,231,47,92,29,1026
213051580,17,48,50,21,24,14,10,8,3,195,7,23,20,12,33,43,0,19,45,190,311,1437,789,377,862,806,191,378,86,5240
213051581,0,4,3,3,0,0,0,0,0,18,0,13,4,6,7,7,0,4,9,45,56,219,211,134,225,186,45,100,22,1205
213051582,0,5,4,0,6,4,0,0,0,23,0,7,6,4,4,3,0,0,12,38,31,209,150,62,156,157,28,63,33,878
213051583,10,17,20,4,10,6,0,4,0,80,0,23,20,5,26,19,0,10,48,150,203,767,657,334,750,567,156,289,99,3834
213051584,0,0,0,0,0,0,0,0,0,11,0,4,4,6,6,6,0,4,10,38,33,91,103,42,90,121,30,59,22,590
213051585,3,4,3,0,3,3,0,0,0,13,3,9,11,0,5,10,0,0,9,50,63,209,182,97,241,223,55,92,17,1182
213051586,5,27,16,10,43,47,18,23,5,197,21,62,73,50,250,203,42,60,150,911,351,856,1139,817,3791,3196,892,1434,314,12792
213051587,7,9,8,3,0,3,0,0,0,23,4,7,11,0,17,15,0,3,15,79,59,221,220,121,315,283,54,146,47,1464
213051588,0,5,5,4,3,3,0,4,0,29,4,10,8,6,6,16,0,4,25,83,93,326,332,187,486,424,108,184,61,2193
213051589,0,3,0,0,5,4,0,0,0,11,3,3,0,3,5,9,0,3,10,34,22,133,112,81,165,148,28,75,17,786
213051590,6,6,11,10,9,6,0,3,0,47,0,12,8,4,7,9,0,0,16,58,79,399,317,160,274,180,56,100,29,1594
214011370,26,64,59,44,126,158,34,63,3,578,35,93,111,53,335,278,63,103,130,1208,556,1801,1541,1071,3298,3284,823,1512,221,14105
214011371,84,115,77,52,109,81,19,26,8,564,30,72,47,24,88,68,11,37,133,506,1294,2937,2626,2212,3233,3230,738,1142,281,17699
214011372,27,21,21,12,17,18,9,5,0,133,13,24,14,8,11,25,0,7,35,125,246,845,664,340,600,518,162,298,68,3741
214011373,5,25,11,10,15,6,4,7,0,85,5,16,4,7,11,10,0,17,15,97,127,614,436,302,478,433,118,268,35,2809
214011374,27,47,37,15,16,18,4,14,0,175,10,16,21,11,34,27,5,19,40,176,272,975,775,603,941,849,238,553,93,5306
214011375,29,45,48,33,84,96,15,54,0,411,13,46,27,28,96,89,18,31,47,404,323,899,791,552,1451,1464,386,823,116,6799
214011376,7,13,17,8,12,9,0,4,0,62,5,11,0,5,9,13,3,11,14,63,75,281,216,143,315,295,69,166,29,1581
214021377,23,21,23,9,18,38,4,11,0,152,6,35,13,11,30,27,9,17,11,161,284,781,499,305,586,605,169,357,51,3648
214021378,15,19,33,18,32,18,4,8,3,149,9,30,12,10,21,16,7,14,29,138,335,695,497,302,547,609,149,300,80,3516
214021379,27,36,38,19,50,43,13,30,0,279,11,42,26,25,57,44,6,34,63,308,462,1362,1005,727,1720,1976,708,1260,170,9396
214021381,25,45,36,15,17,25,3,14,0,176,4,24,16,13,17,24,3,16,22,144,217,989,699,404,506,743,221,510,56,4344
214021382,19,39,31,9,7,16,0,4,3,138,8,21,12,6,22,18,8,15,23,134,180,700,457,294,428,546,138,315,64,3118
214021383,32,34,30,15,20,16,4,9,0,163,22,39,25,12,30,42,7,16,52,251,513,1094,764,431,681,905,233,400,110,5137
214021384,23,52,46,26,38,46,11,15,4,254,14,44,24,16,36,23,3,20,76,267,525,1438,1141,746,1263,1053,273,482,172,7091
214021385,46,82,60,46,62,59,15,28,8,409,21,51,31,26,97,69,10,36,65,402,408,1515,1060,641,1588,1533,381,812,144,8083
214021591,39,53,44,16,68,104,26,40,3,392,10,46,30,21,59,61,13,20,40,303,382,1282,1050,662,1347,1425,385,739,111,7389
214021592,50,67,61,12,42,25,7,7,3,263,15,29,21,4,28,22,3,14,48,195,516,1544,1180,761,1135,879,213,429,103,6765
215011386,0,23,23,14,24,15,3,14,0,119,7,13,7,12,27,19,4,7,31,121,242,542,429,391,836,923,229,352,71,4014
215011387,4,0,0,0,4,5,0,0,0,11,4,7,4,0,3,8,0,5,16,41,56,160,116,71,94,198,69,387,37,1190
215011388,15,59,42,35,93,104,24,38,3,415,11,34,19,15,47,45,11,22,61,266,442,1298,1004,846,1880,1688,481,758,141,8524
215011389,0,4,8,0,10,5,4,4,0,31,3,5,0,3,9,17,0,11,15,57,46,146,101,86,143,283,67,337,22,1237
215011390,8,7,4,6,13,13,0,5,0,54,3,5,3,7,21,12,5,10,27,97,124,345,298,253,433,580,154,568,54,2813
215011391,3,10,0,4,8,12,6,0,0,42,5,9,4,3,7,9,0,0,7,34,71,223,154,109,202,242,74,270,22,1373
215011392,4,18,8,5,15,21,6,5,6,75,7,10,14,5,12,13,5,12,34,113,248,575,377,326,661,723,163,552,87,3713
215011393,0,0,0,8,0,9,0,8,0,18,5,3,0,0,0,9,0,0,13,27,43,146,108,108,114,267,70,298,31,1185
215011394,7,8,11,8,9,17,4,13,0,72,0,10,4,0,8,12,0,10,31,80,138,372,323,210,343,533,129,450,65,2556
215021395,5,12,7,4,4,16,0,11,0,57,15,17,6,7,27,25,4,14,29,145,82,288,196,166,471,426,126,312,59,2129
215021396,0,8,4,0,6,12,0,4,0,34,0,7,5,3,10,9,0,0,20,56,47,163,134,98,271,237,55,168,37,1218
215021398,4,0,4,0,5,9,0,6,0,31,0,4,8,9,15,15,11,13,31,114,76,180,206,185,327,444,153,518,67,2155
215021399,4,14,7,13,7,0,3,0,0,52,10,15,9,0,11,13,0,5,23,77,70,205,178,142,286,316,92,227,58,1565
215021469,33,75,61,40,156,141,28,60,12,596,27,56,53,37,109,81,24,38,144,570,632,1535,1418,1090,3100,2580,659,1285,309,12598
215021470,14,19,33,17,38,26,3,5,0,154,11,25,11,10,30,34,4,8,56,194,229,838,570,370,926,653,166,361,125,4231
215031400,0,14,6,3,12,18,3,10,0,77,9,14,3,4,11,23,0,6,25,94,92,400,279,204,302,511,154,579,62,2593
215031401,7,5,8,4,16,17,0,18,0,74,3,12,5,5,22,20,0,17,18,103,70,278,241,151,305,437,133,506,50,2167
215031402,4,10,8,9,15,11,3,11,0,70,3,6,8,7,19,18,3,6,23,85,97,236,236,182,289,328,104,208,36,1711
215031403,0,3,4,4,7,10,5,7,0,39,6,17,4,7,20,18,3,9,39,116,64,199,138,134,295,256,56,185,63,1392
215031404,17,28,30,23,67,57,23,31,7,282,11,33,19,15,73,53,13,21,71,304,324,901,744,576,1373,1369,350,676,138,6447
215031405,0,3,6,4,3,3,3,14,0,39,3,26,19,4,26,18,12,13,32,152,82,236,205,162,399,459,187,475,77,2286
216011406,26,74,74,34,63,98,21,34,9,438,15,48,22,24,56,53,12,32,74,329,531,1307,1144,823,1768,1671,460,927,190,8813
216011407,13,32,13,18,30,38,13,30,4,186,3,21,11,7,26,30,3,14,53,180,191,558,502,354,697,674,250,603,131,3967
216011408,0,0,0,0,5,5,0,3,0,21,3,7,0,0,3,7,0,9,9,37,44,142,96,48,91,148,53,310,44,967
216011409,6,11,8,6,10,18,0,8,0,67,8,7,6,0,6,6,4,5,9,58,86,208,135,112,161,219,82,265,36,1305
216011410,0,3,4,5,0,5,0,3,0,20,4,3,5,4,7,16,4,10,15,68,70,200,127,89,176,265,131,311,31,1392
216021411,9,17,15,14,24,39,7,20,6,157,6,14,18,10,24,24,9,10,26,142,157,444,392,311,678,682,299,442,80,3490
216021412,0,3,0,0,0,5,5,3,0,13,4,9,0,3,0,4,0,0,12,35,28,85,70,36,61,141,45,183,28,677
216021413,4,23,18,8,17,32,14,19,0,137,10,17,12,3,27,35,11,22,42,177,190,589,449,381,689,878,246,838,134,4388
216021414,7,22,10,5,28,25,5,18,0,123,6,18,11,0,5,15,0,4,21,74,196,522,390,294,489,484,142,291,45,2847
216031415,17,31,29,23,88,33,13,14,4,256,10,11,5,0,19,9,3,3,22,79,113,334,231,155,396,269,89,155,35,1785
216031416,19,98,64,44,126,114,35,51,10,560,24,84,53,33,122,142,33,77,151,706,680,1815,1639,1482,3196,3295,955,1499,280,14831
216031418,0,9,0,0,6,6,3,6,0,29,4,4,10,3,14,17,0,9,15,73,50,156,129,72,196,339,81,374,44,1428
216031419,3,24,12,5,12,32,8,9,3,120,4,30,9,5,26,38,9,11,31,171,192,463,404,302,686,949,312,686,88,4079
216031593,10,12,12,3,13,20,3,14,0,92,6,13,12,5,18,15,3,0,20,92,89,326,221,132,363,366,101,196,38,1830
216031594,21,47,46,20,90,77,12,43,4,362,15,31,31,12,49,50,11,23,72,301,409,1186,842,591,1618,1270,378,715,174,7172
217011420,0,12,7,7,18,14,9,17,0,81,10,11,7,0,22,29,4,9,35,130,130,377,340,216,422,523,147,574,79,2815
217011421,17,40,18,10,35,49,10,24,3,206,7,36,14,6,37,32,11,21,35,203,306,814,698,484,981,1112,283,546,89,5315
217011422,10,33,23,27,47,47,6,11,0,207,12,36,8,15,17,34,5,17,57,199,322,931,643,455,931,1124,271,590,106,5369
217011423,5,4,3,5,4,3,3,6,0,37,12,17,6,5,9,13,0,8,19,83,94,323,265,174,204,431,159,695,61,2406
217031471,6,13,7,4,14,11,0,11,0,57,0,6,8,0,4,10,0,9,18,56,87,282,209,164,250,299,61,206,33,1598
217031472,12,54,28,18,62,54,17,33,0,284,21,34,17,10,47,37,8,28,66,265,412,1178,888,614,1550,1462,436,773,138,7453
217031473,0,0,7,0,5,5,0,3,0,31,3,17,0,9,21,6,6,8,19,88,57,255,146,94,205,235,87,433,40,1549
217031474,5,6,5,4,9,14,0,14,0,54,5,17,6,4,3,18,6,8,29,95,91,332,278,165,285,393,137,557,73,2313
217031475,3,8,3,4,13,18,9,4,0,60,8,15,10,0,9,28,15,22,50,147,164,453,337,198,325,606,275,930,135,3425
217031476,0,4,0,0,0,5,3,3,0,22,0,16,6,3,10,7,0,6,9,57,153,358,192,126,219,214,63,149,33,1504
217041477,6,16,0,0,3,14,0,12,3,57,0,12,8,3,10,17,4,14,24,90,98,303,213,159,205,392,148,769,81,2372
217041478,11,29,12,15,8,12,0,12,0,91,4,16,8,7,18,18,0,7,28,110,201,599,380,241,465,593,215,614,77,3381
217041479,16,28,25,3,27,35,4,11,0,148,10,25,14,7,23,30,5,12,25,156,288,964,685,410,851,830,243,516,73,4866
217041480,27,94,83,49,130,113,25,58,11,588,13,53,45,18,76,93,19,39,95,451,751,2097,1662,1260,2820,2695,770,1201,237,13485
297979799,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,16,19,8,3,3,12,22,9,114,0,194
299999499,489,1014,650,335,512,710,145,406,56,4323,550,1035,695,417,955,1183,201,599,1318,6946,9454,25035,16766,10677,19053,31147,7014,14943,3389,137478
