POW_SA2_CODE_2021,Tot_65_69_HW_0,Tot_65_69_HW_1_19,Tot_65_69_HW_20_29,Tot_65_69_HW_30_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40_44,Tot_65_69_HW_45_49,Tot_65_69_HW_50mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_19,Tot_70_74_HW_20_29,Tot_70_74_HW_30_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40_44,Tot_70_74_HW_45_49,Tot_70_74_HW_50mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_19,Tot_75ov_HW_20_29,Tot_75ov_HW_30_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40_44,Tot_75ov_HW_45_49,Tot_75ov_HW_50mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_19,Tot_Tot_HW_20_29,Tot_Tot_HW_30_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40_44,Tot_Tot_HW_45_49,Tot_Tot_HW_50mor,Tot_Tot_HW_NS,Tot_Tot_Tot
211011257,0,17,13,8,17,13,3,15,3,91,0,9,4,3,0,0,0,5,0,20,0,9,0,0,0,0,0,0,0,10,78,310,248,187,838,889,200,368,50,3154
211011258,3,15,3,13,17,6,3,11,0,61,3,7,6,4,0,0,0,6,0,27,0,0,0,0,0,5,0,0,0,10,90,339,250,192,550,620,165,296,41,2543
211011259,12,64,38,27,28,19,6,13,0,202,6,30,13,10,7,4,0,7,0,66,5,8,11,0,0,0,0,0,4,28,261,993,812,606,800,695,184,365,77,4792
211011260,18,72,55,32,39,15,4,18,5,252,6,40,15,0,8,13,3,3,0,88,3,15,12,3,5,4,0,0,3,40,544,1901,1189,679,1434,1209,291,499,122,7877
211011446,8,65,43,39,49,36,5,20,6,273,4,44,18,10,18,10,3,8,0,109,0,17,9,0,4,5,0,0,0,37,328,1311,979,552,1560,1214,331,604,97,6973
211011447,10,28,10,10,15,5,0,11,0,88,0,18,13,0,5,5,0,0,0,40,5,12,0,7,0,4,0,0,4,29,132,576,457,312,493,437,113,265,29,2820
211011448,21,46,29,29,30,30,9,16,5,206,8,25,11,11,0,4,0,0,0,63,3,11,6,8,0,3,0,0,0,29,308,1002,816,622,1081,1051,262,443,61,5638
211011449,0,5,3,0,3,0,3,0,0,23,0,9,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,0,0,8,32,130,92,60,68,79,26,78,4,569
211021261,10,51,30,14,17,21,5,11,0,148,5,28,12,3,7,4,0,4,0,66,0,27,12,3,0,7,0,0,3,46,111,603,464,274,433,463,130,349,41,2874
211021262,6,34,20,5,14,24,0,8,0,116,3,21,14,3,0,4,0,3,0,55,0,17,9,0,0,0,4,6,0,48,187,573,380,214,305,394,86,265,30,2438
211031263,6,44,37,34,66,59,17,37,0,312,8,25,19,9,15,15,0,16,0,109,6,14,10,6,5,7,0,4,4,50,315,1111,848,607,2429,2499,708,1179,167,9859
211031265,7,32,17,9,10,12,0,8,0,84,5,15,5,6,3,6,0,4,0,44,5,9,4,0,0,3,0,3,0,20,99,428,298,210,323,383,116,285,26,2171
211031266,26,114,75,40,62,61,24,34,0,441,16,51,25,10,7,17,3,20,3,154,12,29,8,0,7,3,0,6,3,74,1073,3107,2261,1272,3300,2789,763,1406,212,16187
211031267,17,65,51,23,28,25,6,15,0,228,6,34,20,9,7,7,0,9,4,89,3,22,6,3,0,6,0,0,0,41,334,1081,1023,849,1010,1222,323,565,72,6475
211031268,4,29,16,7,4,11,6,4,0,74,0,24,11,0,0,3,0,0,0,38,0,14,0,6,0,0,0,0,0,18,73,393,271,148,197,213,51,125,22,1500
211031450,11,50,24,22,18,21,6,14,0,162,4,32,11,0,6,9,0,3,0,63,3,20,3,3,0,4,0,0,0,31,259,764,623,412,775,798,228,401,68,4317
211031451,13,26,23,18,13,9,4,6,0,115,4,15,3,3,3,3,0,0,0,35,0,9,0,5,0,0,0,0,0,24,151,823,557,317,567,445,135,261,45,3300
211031452,7,15,16,17,20,22,4,9,0,103,0,4,8,0,3,3,0,0,0,20,0,3,0,3,0,0,0,0,3,18,61,294,243,180,804,734,140,295,38,2784
211041269,13,36,34,25,11,28,7,9,0,166,4,29,15,9,3,4,0,0,0,60,3,11,11,4,7,0,4,0,0,32,303,1167,794,472,981,801,172,385,67,5137
211041270,15,60,43,20,39,42,12,23,0,256,5,43,10,14,9,4,0,7,5,102,0,27,10,4,4,3,0,0,0,42,288,1078,1013,576,1617,1663,346,653,91,7324
211041271,14,65,51,27,46,35,13,11,3,263,9,35,19,16,14,12,6,3,3,114,9,19,3,4,0,4,0,0,0,38,346,1123,943,552,1682,1522,319,597,123,7205
211041272,10,19,20,8,11,16,10,17,0,104,3,18,5,0,0,4,0,3,0,40,0,9,11,0,0,0,0,0,0,24,91,437,395,277,535,573,168,300,43,2815
211041273,16,34,18,13,8,8,4,7,0,108,6,27,14,8,0,7,3,0,0,60,0,11,4,0,6,4,0,0,0,24,141,677,467,251,375,366,108,204,48,2631
211051274,6,23,17,14,13,4,3,8,0,104,4,16,5,0,0,4,0,0,0,42,0,6,0,0,0,0,0,0,0,14,153,509,367,218,357,360,104,234,23,2330
211051275,9,38,23,16,21,14,3,6,0,126,3,15,4,0,4,0,0,8,0,42,0,12,0,5,0,6,0,0,0,26,270,1092,577,318,718,551,177,294,70,4075
211051276,23,59,27,25,15,13,3,17,0,181,6,39,12,8,3,8,4,9,0,88,3,12,12,8,3,4,0,8,0,45,442,1057,724,431,677,796,196,436,85,4845
211051277,5,34,13,13,33,18,8,5,0,132,3,20,9,6,7,12,5,3,3,63,0,9,0,0,0,0,0,0,0,18,138,472,357,296,1135,1086,285,547,58,4381
211051278,22,71,63,42,47,44,20,36,0,340,17,57,19,14,15,21,0,8,0,149,3,15,5,6,0,3,0,0,4,47,604,1747,1329,894,2071,1905,547,1022,171,10287
211051279,5,26,14,9,9,16,6,15,0,108,0,4,9,4,0,9,6,6,0,43,5,4,3,0,0,4,0,0,0,24,135,380,316,184,400,411,115,264,37,2254
211051280,0,7,13,3,10,13,3,5,0,56,4,7,4,6,3,5,0,0,0,24,0,7,0,0,0,0,0,0,0,14,58,249,200,127,236,239,75,168,18,1371
211051281,14,39,31,11,21,13,3,12,4,138,4,24,13,11,7,5,0,3,3,62,0,17,4,0,0,0,0,0,5,28,200,865,665,371,635,556,160,412,59,3927
211051282,12,36,9,7,6,13,8,13,0,107,7,32,15,4,0,3,0,8,0,68,0,10,5,5,0,3,0,0,0,33,207,529,303,186,247,299,73,192,28,2062
211051283,0,26,15,4,6,10,0,11,0,83,0,7,8,0,0,0,0,6,0,29,0,9,0,0,3,0,0,0,0,13,111,556,358,208,340,364,119,220,33,2316
211051284,3,18,13,5,6,7,0,0,0,60,0,18,4,3,0,0,0,4,0,29,0,8,0,4,0,0,0,0,0,10,100,499,271,175,222,243,84,157,20,1765
211051285,3,17,11,9,5,16,0,5,3,71,7,18,11,12,3,0,0,5,0,44,3,13,4,0,3,0,0,3,0,38,106,390,279,165,295,338,101,230,39,1938
211051286,11,50,35,16,23,17,0,19,10,178,5,22,14,6,3,6,0,8,7,87,0,7,0,3,3,0,0,3,0,27,242,750,535,341,584,616,144,343,103,3659
212011289,13,40,14,19,13,20,4,16,0,136,6,25,13,5,0,3,0,4,0,58,3,17,9,6,0,0,0,6,4,38,237,892,531,299,474,551,158,382,92,3625
212011546,11,36,19,11,6,21,4,13,5,123,6,29,12,0,6,0,0,4,3,61,0,9,3,3,0,4,0,0,0,25,281,1115,713,431,980,916,290,522,82,5310
212011547,8,38,21,13,8,16,3,23,3,133,5,17,7,7,4,14,0,15,0,57,0,13,10,3,0,5,0,20,0,56,138,488,340,204,427,469,128,467,58,2723
212011548,9,30,10,15,11,13,6,26,0,120,5,18,17,9,0,7,3,4,0,59,9,11,14,7,0,6,4,5,3,62,160,524,427,298,504,540,171,491,62,3176
212011549,0,15,11,10,4,11,0,0,0,49,0,11,4,3,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,4,100,518,345,222,296,226,64,128,43,1942
212011550,8,14,11,10,17,11,3,3,0,78,5,13,0,0,5,0,0,5,0,21,0,5,0,3,0,0,0,0,0,7,124,371,285,193,591,563,170,294,58,2640
212011551,5,32,29,7,15,17,8,21,3,138,0,10,8,6,4,4,5,7,0,43,0,0,0,0,0,5,0,0,4,15,256,777,606,395,1261,1289,350,630,95,5659
212011552,4,18,9,15,18,17,5,16,0,108,3,18,4,5,0,4,0,3,0,36,0,8,3,3,0,4,0,0,0,15,283,1002,746,499,1384,1285,381,716,125,6430
212021293,16,66,45,27,36,36,3,25,0,258,0,21,23,5,5,5,0,0,8,74,0,21,13,3,0,0,0,3,0,38,546,1766,1717,1245,1893,1709,468,903,155,10402
212021295,0,17,4,12,7,4,5,6,0,70,0,6,7,5,0,6,0,5,0,29,0,4,0,4,0,0,0,0,0,10,71,335,270,232,397,395,121,205,43,2071
212021297,18,48,47,24,93,90,13,34,3,362,9,20,17,7,17,24,4,7,3,110,3,15,10,5,6,3,0,4,6,53,350,1056,1059,669,3226,3303,849,1578,227,12319
212021299,7,19,8,4,9,8,0,4,3,65,0,9,3,5,0,3,0,0,0,19,0,7,3,0,3,0,0,0,0,16,78,284,227,157,275,319,73,167,36,1616
212021453,0,18,14,9,10,3,0,6,0,43,0,6,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,4,10,49,221,199,137,242,202,74,147,42,1310
212021454,9,26,9,0,11,5,0,6,0,67,4,9,5,3,3,5,0,0,0,22,0,4,4,0,5,0,0,4,0,16,118,547,365,156,282,251,89,150,39,1989
212021455,0,7,9,0,6,0,0,0,0,29,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,49,186,171,88,206,175,42,88,25,1022
212021456,12,60,40,13,49,25,5,16,4,227,5,29,11,9,11,3,0,4,0,81,0,16,9,0,4,0,0,4,6,43,848,2829,1885,875,2186,1624,363,674,193,11473
212021553,0,14,6,10,6,6,0,5,3,60,0,6,0,4,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,8,100,436,322,241,406,362,112,236,34,2256
212021554,3,5,6,0,3,4,0,6,0,19,0,5,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,83,477,210,117,211,190,56,85,17,1437
212031300,14,43,31,27,21,19,8,16,5,185,6,18,8,7,3,11,0,4,0,60,0,13,3,3,0,0,0,0,3,27,482,1860,1251,798,1550,1230,373,671,181,8398
212031303,8,22,17,8,20,10,0,20,0,106,3,11,3,0,0,4,0,4,0,36,0,9,0,0,0,6,0,3,0,21,142,443,437,273,640,606,188,522,60,3309
212031304,6,13,15,11,9,10,0,6,0,66,4,3,4,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,8,133,616,559,285,755,653,176,333,61,3578
212031306,4,24,15,4,12,14,3,7,0,88,0,5,4,0,0,0,0,0,0,15,0,5,3,0,0,0,0,0,0,11,157,542,468,297,788,723,152,280,78,3484
212031308,5,13,18,4,4,22,3,8,4,85,0,14,6,5,5,5,4,4,0,29,0,4,4,5,0,0,0,3,0,18,90,343,275,164,357,366,137,284,32,2046
212031457,0,11,4,0,7,8,5,3,3,39,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,82,478,282,151,282,215,62,108,32,1701
212031458,0,5,9,6,4,0,0,3,0,28,0,5,7,3,5,0,0,0,0,17,0,3,0,0,0,0,0,0,0,9,78,301,241,155,351,270,95,164,32,1679
212031555,4,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,249,200,125,220,221,42,98,19,1226
212031556,4,3,3,0,0,4,6,0,4,26,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,55,238,269,136,395,315,89,184,43,1724
212031557,0,12,9,9,8,5,0,10,0,38,0,3,0,0,0,3,0,0,0,17,0,3,0,0,0,0,0,0,0,3,114,493,416,257,634,424,143,276,60,2818
212031558,0,6,6,0,5,5,0,0,0,27,0,4,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,5,97,223,207,138,288,238,78,107,20,1399
212031559,0,5,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,45,242,211,138,321,219,75,134,30,1413
212031560,0,9,8,0,7,0,0,0,0,25,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,58,221,187,100,188,179,62,104,19,1110
212031561,6,17,3,5,6,5,0,6,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,46,155,150,94,125,104,31,96,12,815
212031562,0,12,8,3,11,0,0,4,0,31,0,4,0,4,6,0,0,0,0,13,0,3,0,0,0,0,0,0,0,4,60,328,275,159,353,253,53,145,37,1650
212041309,14,21,13,10,21,15,5,11,0,118,0,12,11,3,9,5,0,0,0,40,0,9,4,0,0,3,0,0,0,20,130,437,464,286,945,852,186,287,55,3648
212041310,10,36,21,15,50,33,13,16,3,203,3,11,13,6,16,11,4,7,0,61,0,6,5,0,0,4,0,0,4,29,218,628,655,426,1986,1524,469,723,127,6754
212041312,7,14,12,6,15,7,5,8,0,77,0,11,7,3,0,5,0,4,0,29,0,5,3,0,0,0,0,0,0,7,112,466,344,222,412,358,85,182,58,2229
212041313,0,16,9,4,7,19,5,6,0,78,0,13,8,3,5,6,0,3,0,37,3,10,0,0,0,3,0,0,0,18,92,334,255,139,349,358,87,184,40,1842
212041316,3,23,16,12,34,21,5,11,3,131,5,10,7,3,12,10,0,4,0,46,0,3,0,0,5,3,0,0,0,15,159,376,441,293,1357,1038,297,457,84,4498
212041317,15,63,55,37,89,36,20,26,0,346,6,35,16,13,17,19,7,6,0,116,3,22,7,4,3,6,0,0,7,48,449,1765,1490,846,2578,2066,569,947,229,10938
212041318,6,14,5,4,6,13,0,3,0,43,4,7,6,0,0,0,0,3,0,18,0,5,0,0,0,0,0,0,0,9,60,269,198,127,246,186,46,110,33,1274
212041459,0,17,17,3,5,9,3,7,0,62,0,13,8,0,5,3,0,3,6,44,0,4,0,5,0,3,0,0,0,11,83,308,307,186,353,229,70,130,41,1709
212041460,9,24,11,5,12,19,0,7,0,85,0,12,10,0,0,4,0,0,0,28,0,3,4,0,0,0,0,3,0,14,104,343,408,228,468,340,87,180,48,2206
212041563,42,112,83,81,112,85,22,41,3,574,16,81,29,22,24,24,3,8,6,216,0,28,14,0,5,5,0,6,6,75,927,2276,2429,1923,4523,3555,866,1406,353,18266
212041564,65,161,149,122,502,395,115,195,30,1731,22,95,69,46,106,77,22,38,5,481,12,55,38,11,23,22,4,19,6,186,1386,3590,4062,2987,16973,15755,4724,7304,1041,57819
212041565,13,38,39,24,54,43,9,15,0,233,3,20,17,0,9,15,4,6,0,71,3,14,6,0,4,8,0,3,0,40,322,1174,885,511,1860,1579,432,718,132,7617
212041566,4,26,19,18,50,29,5,13,0,166,3,6,7,4,8,3,3,5,0,43,3,5,6,4,0,0,0,0,0,20,186,704,619,442,1919,1549,407,697,110,6628
212051319,7,42,35,23,14,19,0,13,0,145,4,27,12,6,7,11,0,0,3,67,0,13,3,3,0,4,0,0,0,31,225,818,606,349,890,821,208,426,77,4410
212051321,13,54,17,17,33,30,8,8,0,193,5,35,20,8,13,3,3,3,0,87,0,15,5,8,5,4,0,3,0,42,237,817,574,356,1083,1266,295,474,85,5179
212051322,12,78,52,25,44,32,10,25,7,273,10,44,25,15,14,5,0,7,4,124,3,22,9,0,0,0,0,0,0,55,581,2171,1618,813,1813,1369,294,582,164,9409
212051323,5,35,24,15,19,22,3,9,0,130,5,25,5,4,6,5,0,3,0,53,4,10,0,0,0,0,3,3,0,23,108,543,376,253,425,474,137,289,35,2635
212051324,25,87,63,39,88,47,33,34,3,416,8,51,27,17,20,21,0,9,5,161,0,29,10,3,3,8,0,0,5,60,476,1748,1478,934,3707,3505,942,1578,189,14560
212051325,36,105,70,46,133,95,24,55,6,568,12,49,31,21,29,22,8,16,3,186,7,24,13,7,3,4,0,4,3,70,875,1907,1926,1438,6273,6148,1619,2841,351,23375
212051326,22,74,65,33,70,72,20,34,0,387,14,62,26,25,14,19,3,6,9,187,10,26,5,3,4,14,0,11,6,76,550,1841,1582,922,2496,2579,670,1133,200,11971
212051327,9,76,38,23,18,19,3,19,4,202,12,33,12,6,9,8,3,4,3,86,0,24,10,6,8,4,0,5,0,62,241,1046,767,436,770,713,201,421,77,4667
212051567,26,87,60,28,124,104,27,69,3,536,9,48,27,10,29,26,3,20,0,169,4,24,20,0,5,9,0,3,8,89,742,2887,1915,1259,5685,5737,1402,2561,351,22542
212051568,30,70,83,63,83,94,20,34,6,469,6,29,21,16,21,19,0,9,7,129,5,14,13,3,0,4,0,0,3,51,802,1579,2096,2103,3185,4002,974,1509,249,16511
213011328,3,12,3,3,7,20,0,5,0,54,0,7,3,0,0,0,0,0,0,19,6,0,0,0,0,6,0,0,0,3,77,196,161,124,386,423,109,214,40,1736
213011329,3,5,5,0,3,3,0,0,0,21,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,180,169,89,203,148,21,77,27,972
213011331,0,5,4,3,4,5,3,3,0,31,0,0,5,0,0,4,0,0,0,10,0,7,0,0,0,0,0,0,0,9,38,176,121,76,167,101,27,63,18,789
213011332,8,24,20,14,5,3,0,4,4,75,3,13,0,0,0,0,0,0,0,17,0,6,0,0,0,6,0,0,0,7,131,568,356,206,353,323,100,153,60,2254
213011333,5,9,7,3,4,3,6,3,0,29,0,4,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,5,43,149,124,79,165,125,41,66,27,814
213011334,9,23,15,9,12,15,0,4,3,93,5,11,5,0,3,3,6,0,0,34,0,0,7,0,0,4,0,0,0,14,104,461,433,231,543,415,125,200,80,2593
213011335,16,29,25,26,22,27,4,3,0,165,0,12,9,5,5,6,0,0,4,52,0,3,0,5,0,0,0,0,3,12,419,779,959,1157,1130,1504,273,546,124,6899
213011336,20,42,30,15,46,31,10,11,4,212,3,27,17,6,20,10,0,0,0,82,4,16,3,4,4,9,0,5,0,44,361,1096,1086,685,1999,1540,320,544,187,7818
213011337,7,28,24,8,23,30,5,16,0,138,4,18,7,0,6,16,0,8,0,53,0,3,8,0,0,5,0,0,0,23,177,535,618,353,1131,1202,303,549,126,4984
213011338,21,37,32,17,83,72,20,29,4,319,10,20,15,7,8,16,0,14,0,87,0,3,5,6,0,3,0,7,0,19,347,964,1088,658,3369,2981,841,1490,278,12009
213011339,0,18,12,3,6,0,0,9,0,52,0,5,3,4,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,101,415,324,204,382,253,70,149,43,1933
213011340,15,35,14,9,17,18,3,4,0,119,4,17,10,7,7,4,0,0,0,41,0,7,0,0,0,0,0,3,0,8,458,1534,856,372,821,580,166,311,92,5188
213011569,4,19,13,8,17,18,5,8,0,76,0,0,3,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,8,177,677,467,264,677,505,156,286,75,3281
213011570,12,36,18,22,67,63,15,37,5,274,0,5,10,3,10,13,0,5,0,51,3,3,5,4,0,0,0,0,0,17,400,1083,1135,738,3416,3424,1025,1703,255,13186
213021341,13,55,28,22,50,40,14,22,0,245,4,16,12,8,15,11,0,5,0,77,4,20,0,4,0,0,0,0,0,33,298,866,722,515,1952,1899,611,1156,151,8166
213021342,0,16,11,11,9,3,0,5,0,57,0,4,3,0,0,0,0,3,0,17,0,4,0,0,0,0,0,0,0,3,121,595,394,242,340,335,57,145,50,2280
213021343,17,37,31,23,79,46,12,45,7,291,7,24,14,5,15,11,3,11,0,82,3,8,8,0,4,0,0,4,4,38,493,1389,1275,774,2962,2800,802,1587,221,12309
213021344,15,31,19,14,19,28,8,15,0,144,0,15,0,0,7,10,0,0,0,44,0,8,0,0,3,5,0,5,0,18,235,672,574,385,917,1216,383,810,95,5283
213021345,0,4,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,65,76,31,63,56,31,38,9,390
213021346,16,56,41,29,25,45,9,28,0,248,4,27,19,15,8,13,0,8,0,91,0,23,8,5,3,0,0,4,0,48,366,1134,967,546,1132,1482,367,906,107,7009
213031347,14,31,26,22,45,17,9,10,0,175,5,11,7,5,11,6,3,3,0,47,0,10,6,5,0,0,5,0,0,22,285,1201,1091,607,1481,1136,275,536,141,6746
213031348,39,80,69,45,84,64,9,35,5,430,12,48,18,13,19,16,5,12,0,142,5,8,3,4,4,0,0,7,3,39,791,1947,1916,1727,3639,3375,766,1628,290,16081
213031349,11,28,13,4,16,6,0,4,4,94,3,11,11,0,0,0,0,0,0,28,0,0,0,5,0,0,0,0,0,14,736,1874,1006,479,1130,650,138,272,122,6411
213031350,4,7,6,3,6,3,0,6,0,41,4,3,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,6,73,298,261,149,232,252,80,130,13,1487
213031351,16,18,16,20,43,46,16,24,4,203,5,13,13,3,9,14,5,4,0,71,0,4,7,0,0,3,0,5,0,16,204,575,592,365,1523,1428,422,776,125,6012
213031352,9,28,14,13,33,18,3,15,3,140,0,8,7,0,3,11,0,5,4,41,0,7,3,0,0,0,0,0,0,12,265,1016,730,467,1081,1181,292,802,95,5926
213041353,8,53,37,11,27,26,3,23,0,201,5,18,18,4,10,3,4,8,3,70,0,16,7,3,0,3,0,3,0,36,340,1242,924,579,1218,1144,322,742,163,6690
213041358,8,20,12,8,8,4,0,5,0,73,0,5,6,4,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,296,959,643,376,696,575,133,280,101,4059
213041359,13,21,15,20,36,43,7,19,0,179,6,12,5,0,7,8,4,0,0,43,0,3,0,0,0,4,0,0,0,7,429,1124,1187,704,2682,3351,863,1572,279,12185
213041360,5,6,3,0,8,6,0,0,0,32,0,4,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,86,496,362,203,329,324,97,203,46,2153
213041461,0,3,5,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,225,111,66,110,81,27,46,23,724
213041462,0,4,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,82,78,42,90,102,23,37,9,489
213041463,0,17,10,9,8,7,4,3,0,71,0,13,4,0,3,0,0,0,0,23,0,5,0,0,0,0,0,0,0,6,207,918,586,324,547,587,153,300,49,3666
213041571,0,0,5,5,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,100,108,65,113,111,26,65,13,616
213041572,0,4,5,0,10,0,0,3,0,21,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,42,171,139,79,296,239,68,151,32,1208
213041573,0,0,9,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,59,45,41,59,67,22,43,3,356
213041574,3,0,3,0,0,0,0,4,0,12,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,119,141,63,164,236,69,125,25,985
213041575,0,8,4,0,0,5,0,0,0,16,3,6,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,82,303,220,117,292,292,58,133,36,1534
213041576,0,8,4,7,4,3,0,6,0,34,0,7,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,9,53,192,148,106,217,214,59,149,20,1161
213041577,3,33,14,17,28,25,14,10,0,146,5,16,8,9,5,10,0,4,0,57,0,4,5,0,0,6,0,0,4,16,328,1075,736,424,1329,1146,287,467,135,5930
213041578,0,15,13,4,10,5,3,0,0,50,0,3,3,0,5,5,0,0,0,13,0,4,0,0,0,0,0,0,0,3,85,392,360,203,440,352,107,169,35,2151
213051361,14,40,25,16,29,27,10,15,4,168,0,24,14,0,3,8,0,3,0,63,3,3,0,0,0,0,0,0,0,19,354,1403,1057,616,2005,1532,425,728,171,8297
213051362,8,34,21,6,11,8,5,4,4,96,4,10,0,0,3,0,0,0,0,22,0,5,4,0,0,0,0,0,0,14,458,1446,860,430,826,559,157,246,106,5076
213051363,22,53,38,35,120,103,39,61,10,482,3,23,16,11,21,12,5,14,0,116,3,12,3,11,7,5,0,0,7,50,666,1499,1584,1206,5642,5649,1697,2976,448,21361
213051368,21,77,46,27,63,43,11,42,7,340,9,44,13,9,18,13,0,11,0,110,5,15,5,3,11,0,0,3,4,47,660,1860,1790,1357,2734,2345,572,1110,243,12674
213051464,0,18,3,5,8,4,4,8,0,54,0,8,4,0,3,0,0,3,0,24,0,3,0,0,0,0,0,0,0,4,82,341,255,164,345,382,78,189,29,1866
213051466,0,7,3,4,0,0,4,4,0,31,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,89,315,308,161,388,390,93,177,37,1961
213051467,4,12,14,4,13,13,4,10,0,67,0,7,0,0,0,4,0,0,0,20,0,3,0,0,0,0,0,0,0,10,157,469,442,246,535,379,131,227,54,2634
213051468,0,15,11,3,7,7,4,12,0,55,0,5,0,0,0,0,0,0,0,8,0,7,0,0,0,3,0,0,0,15,100,354,280,201,401,404,128,241,45,2159
213051579,0,4,3,5,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,41,135,129,77,245,231,47,92,29,1026
213051580,3,15,12,6,13,10,0,7,0,69,0,10,0,0,0,0,0,0,0,22,0,7,0,0,0,0,0,0,3,5,311,1437,789,377,862,806,191,378,86,5240
213051581,0,3,0,0,0,3,0,0,0,11,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,56,219,211,134,225,186,45,100,22,1205
213051582,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,209,150,62,156,157,28,63,33,878
213051583,0,6,11,0,6,9,0,6,0,44,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,203,767,657,334,750,567,156,289,99,3834
213051584,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,91,103,42,90,121,30,59,22,590
213051585,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,4,6,63,209,182,97,241,223,55,92,17,1182
213051586,15,17,15,11,62,32,15,25,4,197,0,4,7,5,4,7,0,4,0,36,0,0,0,0,5,0,0,0,0,7,351,856,1139,817,3791,3196,892,1434,314,12792
213051587,3,0,0,0,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,221,220,121,315,283,54,146,47,1464
213051588,0,8,7,6,4,4,0,3,0,35,0,0,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,8,93,326,332,187,486,424,108,184,61,2193
213051589,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,133,112,81,165,148,28,75,17,786
213051590,0,9,0,0,4,6,0,0,0,21,0,5,0,0,5,0,3,0,0,11,0,3,0,0,0,0,0,0,0,3,79,399,317,160,274,180,56,100,29,1594
214011370,20,65,43,32,73,59,23,35,0,350,5,35,19,21,6,21,9,13,3,129,5,24,13,12,3,3,9,3,0,78,556,1801,1541,1071,3298,3284,823,1512,221,14105
214011371,40,112,111,75,73,68,9,26,5,526,19,58,33,17,18,16,3,10,5,173,9,29,11,5,5,4,0,8,3,83,1294,2937,2626,2212,3233,3230,738,1142,281,17699
