POW_SA2_CODE_2021,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_16_20,Tot_HC_SA_2021,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_16_20,Tot_ArtsR_2021,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_16_20,Tot_OthSvs_2021,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_16_20,Tot_IDNS_2021,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_16_20,Tot_Tot_2021,Tot_Tot_NS,Tot_Tot_Tot
209041224,10,0,0,12,35,21,13,0,0,100,3,0,0,3,5,3,0,0,0,16,6,0,3,4,11,8,7,0,0,41,5,0,0,3,9,15,5,0,3,43,133,25,44,73,217,174,157,0,13,828
209041225,21,3,14,11,29,24,34,0,0,138,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,8,3,0,0,16,4,0,0,3,7,8,3,0,0,23,135,25,36,58,117,94,109,0,13,590
209041431,39,7,18,20,96,69,51,0,0,301,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9,0,0,5,0,4,3,14,0,0,27,115,36,64,71,164,127,130,0,15,724
209041432,369,141,149,246,576,430,320,12,23,2262,8,0,3,10,3,0,7,0,0,34,37,9,9,9,36,34,36,0,0,173,81,21,25,48,89,66,79,0,21,436,1171,348,392,640,1436,1094,1085,24,75,6267
209041433,16,9,4,24,56,43,27,0,0,173,3,0,0,0,9,3,0,0,0,24,3,0,5,0,9,8,7,0,0,36,18,9,10,4,26,22,27,0,6,113,206,60,97,152,359,274,314,5,8,1478
209041435,4,0,4,13,17,24,12,0,0,70,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,6,0,0,15,7,0,0,0,0,0,4,0,0,11,59,13,23,53,78,61,46,0,0,336
209041436,47,26,33,43,117,84,71,0,3,419,0,0,0,0,0,0,0,0,0,6,18,0,0,3,9,5,5,0,0,35,7,3,4,7,6,12,17,0,0,52,224,72,76,126,268,213,174,0,5,1165
209041437,3,0,0,8,30,38,19,0,0,99,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,3,5,0,0,13,7,0,0,8,9,3,22,0,0,48,92,16,36,95,355,240,269,3,9,1110
209041527,3,0,4,10,29,23,8,0,0,91,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,3,3,0,0,13,8,0,0,6,7,9,5,0,0,35,123,33,49,81,200,148,204,0,18,852
209041528,5,0,0,3,16,20,7,0,0,59,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,4,0,0,12,37,5,21,39,82,83,60,0,0,326
209041529,39,8,8,8,18,13,30,0,4,123,5,0,0,0,0,0,4,0,0,9,9,3,0,3,3,7,4,0,0,31,11,0,4,5,0,3,3,0,0,27,167,43,61,65,99,89,119,0,4,651
209041530,24,12,6,15,36,18,34,0,0,139,0,0,0,0,0,0,0,0,0,5,5,0,3,0,7,7,0,0,0,20,28,7,6,8,28,14,33,0,3,128,317,78,84,114,237,180,260,4,21,1294
209041531,8,0,7,9,27,15,5,0,0,74,0,0,0,0,0,7,0,0,0,4,6,0,0,0,11,5,3,0,0,17,0,0,0,0,5,6,0,0,0,11,31,11,19,41,130,85,76,0,5,407
209041532,0,3,3,5,19,24,8,0,0,61,0,3,0,0,9,6,0,0,0,19,0,0,0,0,0,5,0,0,0,11,0,0,0,6,0,3,6,0,0,14,55,20,20,39,162,96,87,0,0,489
210011226,30,4,9,10,27,10,14,0,0,99,4,0,0,0,0,0,0,0,0,8,33,5,11,10,13,18,15,0,0,107,25,5,0,3,16,16,21,0,5,100,421,86,104,121,219,202,229,3,18,1400
210011227,25,3,4,4,10,7,7,0,0,65,0,0,4,0,0,0,0,0,0,9,9,9,0,11,17,6,9,0,3,63,15,10,4,9,20,20,21,0,10,107,419,110,155,235,399,313,251,3,29,1920
210011228,25,14,13,18,24,31,35,0,0,160,6,0,0,0,4,0,0,0,0,19,37,8,10,16,34,23,30,0,3,166,136,29,48,55,106,82,84,3,30,580,1766,390,425,599,1177,917,1004,7,99,6387
210011230,29,0,6,7,27,18,30,0,0,119,0,0,0,0,0,0,0,0,0,6,7,0,5,4,3,5,10,0,0,50,10,0,0,0,5,8,11,0,0,40,196,39,41,53,83,94,137,0,3,655
210011231,8,3,0,3,3,0,5,0,0,23,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,13,9,0,3,0,4,0,4,0,0,21,106,22,32,35,41,55,43,0,0,346
210011533,48,17,17,32,75,52,65,0,5,292,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,6,0,0,27,10,0,3,0,8,6,7,0,7,47,190,31,45,62,135,121,123,0,9,716
210011534,84,38,29,31,67,45,33,0,4,330,0,0,0,0,4,0,0,0,0,0,13,4,0,3,3,4,0,0,0,31,11,0,0,5,9,4,12,0,0,39,277,77,53,80,166,109,122,0,11,903
210021232,48,6,16,20,27,23,19,0,0,151,3,3,0,0,8,0,0,0,0,12,11,4,0,0,0,9,0,0,0,22,6,0,5,3,4,9,0,0,3,27,272,24,59,82,138,94,91,0,16,774
210021233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,48,8,14,19,11,15,10,0,4,137
210021234,5,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,42,9,9,6,14,16,12,0,3,116
210021235,10,0,0,0,3,11,6,0,0,32,5,0,0,0,5,0,0,0,0,5,11,0,0,6,0,6,0,0,0,19,7,0,0,3,0,0,5,0,0,15,113,13,21,24,35,35,52,0,8,297
210031236,23,10,14,16,53,33,38,0,0,200,8,0,4,0,0,0,0,0,0,13,55,16,15,14,29,28,27,0,4,179,47,11,13,14,33,23,36,0,6,183,568,105,147,190,378,277,348,4,32,2044
210031237,42,19,24,21,54,40,25,0,0,222,6,0,3,3,0,0,0,0,0,11,24,0,0,4,15,0,5,0,0,62,6,4,3,6,9,8,14,0,3,58,272,84,121,138,214,155,230,3,9,1224
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,18,4,3,4,9,4,5,0,0,45
210031440,10,0,8,10,6,9,7,0,0,56,0,0,0,0,0,0,0,0,0,0,11,0,7,4,3,7,8,0,0,40,6,0,5,5,4,3,11,0,0,27,110,20,44,40,79,74,89,0,4,456
210031535,57,5,22,31,63,59,53,0,5,296,0,0,0,0,0,0,0,0,0,0,13,4,0,0,7,15,12,0,0,47,3,0,3,3,12,6,14,0,4,55,196,46,96,100,186,170,203,0,12,1013
210031536,41,8,17,26,84,57,56,0,0,282,0,0,0,0,0,0,5,0,0,7,12,3,0,0,7,4,3,0,0,24,5,3,5,4,7,10,9,0,3,35,158,30,54,60,149,128,164,3,9,753
210031537,13,3,3,6,21,22,16,0,0,87,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,3,0,0,12,0,0,0,3,0,3,0,0,0,12,60,13,19,30,57,58,74,0,0,308
210031538,43,14,13,15,68,61,31,0,4,245,0,0,0,4,0,0,0,0,0,10,10,4,0,0,4,8,0,0,0,21,5,4,0,3,6,3,6,0,0,36,207,59,45,64,170,151,129,0,9,842
210041240,29,5,8,10,23,27,5,0,0,109,4,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,6,0,0,0,5,7,5,5,0,0,20,161,21,31,35,77,66,40,0,5,431
210041539,0,0,0,4,0,4,0,0,0,18,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,4,26,8,7,14,41,27,19,0,0,155
210041540,60,12,15,27,47,41,24,0,6,228,11,0,0,0,0,0,0,0,0,14,18,3,4,4,9,13,14,0,0,72,11,3,3,7,9,10,17,0,4,73,355,57,94,148,262,234,203,4,15,1374
210041541,5,0,0,6,4,4,0,0,0,22,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,12,59,14,5,20,38,29,26,0,3,203
210051242,203,68,76,106,173,144,99,0,0,873,7,0,0,0,4,0,0,0,0,16,49,26,19,17,52,59,50,0,9,269,60,25,40,10,73,60,80,3,23,370,1265,368,442,545,1199,973,964,11,81,5849
210051243,59,22,27,48,65,71,40,0,6,328,6,0,0,6,3,0,0,0,0,23,94,29,25,40,95,68,105,0,3,467,262,84,82,108,222,230,352,0,64,1397,2753,826,864,1084,2102,1860,2519,30,175,12218
210051245,39,16,15,22,62,54,45,0,0,251,3,0,0,0,3,3,0,0,0,10,12,3,3,8,12,15,15,0,0,70,14,5,11,9,12,16,7,0,0,75,386,125,97,145,291,233,258,0,17,1549
210051246,19,11,15,10,39,36,28,3,0,160,0,0,0,0,0,0,0,0,0,6,6,0,0,5,8,6,8,0,0,29,14,3,7,7,11,5,3,0,0,44,291,80,78,104,195,129,129,3,6,1010
210051247,23,5,14,17,30,28,19,0,0,139,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,14,8,5,0,3,3,5,8,0,4,36,132,30,46,63,80,85,78,0,9,524
210051248,13,5,0,5,4,4,21,0,0,48,3,0,0,0,3,0,0,0,0,14,3,0,0,0,7,5,0,0,0,19,38,15,14,24,48,55,56,4,12,267,1503,413,451,669,1210,841,738,16,78,5910
210051250,22,4,4,12,13,3,10,0,0,64,5,0,0,0,0,0,0,0,0,8,30,3,9,8,23,18,29,0,0,126,39,6,4,16,21,17,32,0,4,144,408,88,103,171,316,257,308,7,26,1677
210051441,24,6,3,24,28,20,22,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,4,0,0,0,5,4,7,0,0,31,95,23,32,69,128,112,113,0,5,588
210051442,9,3,5,13,37,13,9,0,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,18,6,0,0,3,8,5,9,0,0,36,114,33,53,82,207,120,138,0,0,753
210051443,24,10,20,38,58,47,19,0,0,217,0,0,0,0,0,0,0,0,0,0,16,4,10,6,12,8,20,0,0,80,21,3,11,13,32,26,44,0,11,157,356,122,152,235,523,360,420,0,26,2213
210051445,6,4,3,5,52,41,21,0,0,127,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,11,3,0,0,31,0,0,4,11,21,13,26,0,9,74,112,46,42,125,460,325,313,5,18,1434
210051542,0,4,4,0,22,11,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,4,0,0,13,0,3,0,4,9,0,9,0,0,24,14,10,17,35,107,75,87,0,0,347
210051543,23,9,18,28,75,63,45,0,0,261,0,0,0,3,10,3,6,0,0,29,6,0,3,4,12,20,12,0,0,59,7,0,3,7,16,12,15,4,3,68,126,46,84,169,375,287,291,4,11,1400
210051544,33,8,16,19,33,24,19,0,3,165,0,0,0,0,4,4,0,0,0,9,22,8,4,8,20,24,23,0,0,102,50,23,26,30,65,68,84,0,10,354,711,237,278,342,763,660,830,12,49,3884
210051545,12,12,14,16,43,30,38,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16,12,0,4,4,10,6,0,0,3,38,63,47,73,91,129,85,101,0,7,590
211011251,75,26,13,38,58,45,37,0,0,293,9,4,4,8,3,10,6,0,0,43,42,5,11,9,37,32,22,0,0,167,123,25,25,56,87,109,104,0,15,541,1275,298,346,537,919,800,704,16,54,4943
211011254,67,15,17,45,76,38,48,0,0,308,24,5,10,11,10,4,6,0,0,78,59,9,11,14,31,29,12,0,0,166,179,39,51,84,138,122,141,0,24,770,1783,419,562,816,1288,1032,988,20,69,6985
211011255,10,0,4,3,10,4,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,72,14,25,22,44,19,30,0,4,225
211011256,74,23,13,35,54,58,34,0,4,307,0,0,0,0,0,0,0,0,0,5,9,4,10,14,22,21,13,0,0,92,37,10,11,7,26,21,23,0,3,136,517,131,123,230,387,313,302,5,19,2031
211011257,17,0,5,0,8,6,0,0,0,43,0,0,0,0,0,0,0,0,0,7,15,3,4,8,7,4,7,0,0,55,31,6,15,5,6,17,14,0,7,106,336,64,101,145,183,156,155,0,11,1147
211011258,13,5,4,6,13,18,7,0,0,68,3,0,0,0,0,0,0,0,0,4,3,6,0,6,3,0,0,0,0,16,17,4,3,4,6,11,11,0,0,61,288,62,75,116,180,149,160,3,12,1048
211011259,233,48,66,91,180,145,117,3,6,899,5,0,0,0,0,0,0,0,0,16,18,5,10,0,3,4,7,0,0,44,16,4,0,11,8,12,14,0,0,62,452,101,138,200,321,256,276,3,16,1763
211011260,100,35,41,75,164,108,91,3,4,621,3,0,3,6,0,0,9,0,0,28,41,17,13,15,30,26,9,0,3,154,26,3,11,10,24,22,25,0,6,125,640,157,241,370,617,494,398,5,31,2944
211011446,136,31,37,55,115,83,88,0,0,549,9,0,0,0,10,3,3,0,0,23,20,6,0,7,13,7,9,0,3,61,33,9,13,14,33,28,23,0,6,160,615,142,165,238,427,331,404,9,21,2348
211011447,80,12,24,27,50,38,27,0,0,254,0,0,0,0,0,6,0,0,0,9,5,0,3,0,12,3,4,0,0,33,12,0,0,3,6,11,9,0,0,47,240,37,70,94,165,125,108,0,0,848
211011448,122,29,38,71,104,68,23,0,8,472,9,0,0,4,0,0,0,0,0,18,18,0,0,5,20,17,7,0,0,72,20,0,4,5,7,13,12,0,9,79,429,71,108,215,330,231,183,0,22,1596
211011449,0,0,0,0,5,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,36,4,3,8,21,16,8,0,0,98
211021261,56,13,18,28,62,72,67,0,5,322,3,0,0,0,0,0,0,0,0,10,12,0,3,0,4,3,6,0,0,30,14,0,4,6,9,4,16,0,0,49,293,53,90,89,143,148,155,0,8,986
211021262,52,20,22,22,45,27,3,0,0,185,4,0,0,0,0,0,0,0,0,3,11,0,0,4,6,0,6,0,0,28,3,0,0,3,3,3,0,0,0,21,216,52,66,58,106,73,64,0,0,630
211031263,47,7,6,18,35,46,40,0,0,206,0,0,0,0,0,0,3,0,0,9,29,6,0,3,24,16,15,0,0,95,66,16,17,30,57,59,54,0,10,294,782,187,184,287,536,457,461,6,31,2917
211031265,22,0,9,6,8,11,15,0,0,77,0,0,0,0,0,0,0,0,0,8,6,0,3,4,0,0,0,0,0,14,8,0,0,0,0,6,3,0,4,29,156,16,40,43,79,64,49,0,4,458
211031266,167,54,56,78,143,156,122,0,4,771,11,0,0,3,7,3,3,0,0,29,66,23,14,30,45,54,47,0,0,276,56,8,14,32,47,48,53,0,9,270,1124,280,309,559,892,779,795,6,51,4797
211031267,249,58,64,125,229,156,120,5,3,1012,0,0,0,4,0,0,3,0,0,7,22,0,0,5,14,5,12,0,0,57,9,5,7,10,19,10,17,0,6,78,530,126,143,252,410,302,286,5,14,2058
211031268,17,4,8,17,32,26,20,0,0,121,4,0,0,0,0,0,0,0,0,5,8,3,0,4,3,4,7,0,0,29,5,3,6,0,3,0,3,0,0,25,96,24,32,60,77,66,50,0,7,413
211031450,56,22,15,20,48,41,22,0,5,223,3,0,0,3,4,0,0,0,0,10,27,6,7,9,15,11,14,0,0,83,13,0,3,8,16,7,9,0,9,67,300,64,76,87,193,181,133,4,22,1058
211031451,54,18,16,25,55,51,45,0,0,258,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,7,3,0,0,24,9,0,0,0,9,5,0,0,0,29,221,38,53,88,177,148,135,0,7,872
211031452,11,4,3,5,9,7,0,0,0,49,3,4,0,0,0,0,0,0,0,3,10,0,0,0,6,6,0,0,0,22,23,10,7,10,10,24,22,0,0,100,224,61,70,84,151,116,162,3,5,868
211041269,203,33,47,97,154,98,57,0,7,696,3,0,3,6,4,5,0,0,0,16,21,9,7,9,14,17,18,0,0,94,12,3,5,9,17,16,22,0,8,93,489,110,187,285,463,350,331,3,24,2237
211041270,131,26,43,75,71,60,54,0,0,454,5,0,4,4,4,3,0,0,0,20,33,10,20,26,30,22,23,0,0,159,44,14,10,18,18,32,40,0,10,186,635,151,238,327,479,408,413,0,23,2683
211041271,62,16,26,40,54,35,46,0,3,282,0,0,4,0,3,6,0,0,0,13,34,12,10,12,33,17,15,0,0,130,36,13,17,24,38,41,35,0,5,215,654,158,241,318,513,423,400,8,24,2736
211041272,38,11,18,32,45,31,32,0,0,200,0,0,0,0,0,0,0,0,0,0,16,5,0,7,12,6,14,0,0,57,11,0,3,10,25,12,16,0,0,73,234,50,84,141,202,160,167,0,7,1036
211041273,77,18,14,51,72,58,41,0,4,329,0,0,0,0,4,3,0,0,0,8,8,3,0,3,3,6,6,0,0,37,10,0,3,6,5,12,5,0,0,38,228,54,60,160,205,176,144,0,10,1036
211051274,17,4,3,10,13,9,3,0,0,55,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,4,4,0,0,12,6,0,0,5,5,3,3,0,0,26,178,18,36,51,83,67,57,0,4,490
211051275,38,6,12,16,21,17,16,0,3,124,5,0,0,6,4,0,0,0,0,18,10,4,0,4,5,7,5,0,0,37,11,0,3,6,3,9,12,0,3,44,261,57,56,108,164,144,142,0,10,937
211051276,51,8,11,10,24,24,21,0,0,154,18,0,7,0,6,3,6,0,0,38,21,0,3,3,11,0,0,0,0,40,8,0,0,3,9,4,4,0,0,27,295,52,76,75,124,94,101,5,19,833
211051277,28,4,8,13,13,13,18,0,0,93,3,0,0,0,0,0,0,0,0,11,4,3,4,0,8,3,3,0,4,30,18,7,3,13,18,22,24,0,0,106,345,72,86,150,240,198,207,0,18,1317
211051278,113,21,34,37,50,50,51,0,4,363,3,3,0,0,3,3,3,0,0,20,46,6,0,6,10,13,16,0,0,101,26,4,7,10,19,22,10,0,8,100,707,113,150,209,306,320,290,0,36,2140
211051279,16,0,0,5,0,5,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,11,10,0,0,0,4,0,5,0,0,27,178,17,37,45,62,48,79,0,5,464
211051280,19,6,3,8,34,19,16,0,3,111,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,13,8,0,0,0,0,0,4,0,0,19,107,15,14,22,53,38,34,0,5,293
211051281,57,3,14,24,45,40,27,0,0,209,7,0,0,0,0,0,0,0,0,9,9,0,0,4,4,5,4,0,0,28,9,4,3,6,6,9,14,0,3,60,289,26,68,108,182,140,129,0,15,958
211051282,24,0,0,3,0,5,0,0,0,35,7,0,0,0,3,0,0,0,0,11,4,5,4,0,0,0,0,0,0,12,10,0,0,0,6,0,3,0,0,18,184,27,34,47,63,35,39,0,0,436
211051283,22,4,3,3,7,5,5,0,0,54,6,0,0,0,0,0,0,0,0,9,4,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,17,136,21,30,36,42,42,39,0,3,355
211051284,34,3,13,11,17,11,6,0,0,103,3,0,0,0,0,0,3,0,0,6,7,0,0,3,0,0,3,0,0,17,3,0,0,0,4,0,3,0,0,16,142,19,38,49,64,52,31,0,4,389
211051285,4,0,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,7,0,0,15,122,14,12,34,57,41,55,0,12,352
211051286,33,0,11,9,9,19,10,0,5,95,5,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,9,15,0,0,7,4,3,0,0,3,33,229,33,44,40,51,62,58,0,20,544
212011289,35,9,12,16,26,20,17,0,0,133,9,0,0,5,0,0,0,0,0,17,3,0,6,0,6,0,4,0,4,17,11,4,0,7,7,5,7,0,5,41,229,31,46,72,108,81,67,3,9,658
212011546,30,6,3,20,69,42,27,0,0,199,3,0,6,0,0,0,0,0,0,8,3,0,5,0,13,10,7,0,0,47,12,11,3,14,14,12,11,0,5,78,309,78,108,176,372,300,188,3,15,1549
212011547,13,0,3,0,5,10,6,0,3,40,5,0,0,0,10,13,0,0,0,30,8,0,0,0,3,0,0,0,0,14,9,3,0,4,3,6,9,0,0,43,149,20,40,44,83,70,79,0,16,496
212011548,18,4,4,9,14,19,7,0,4,76,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,0,0,0,13,9,5,0,4,10,10,6,0,0,48,169,22,38,54,116,100,111,0,22,623
212011549,22,10,15,16,65,35,26,0,4,189,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6,6,0,0,21,4,0,0,3,6,5,7,0,6,29,105,23,38,51,158,134,111,0,8,624
212011550,7,0,3,8,14,10,6,0,0,51,0,0,0,0,0,0,0,0,0,4,8,0,0,3,10,3,0,0,0,19,13,4,0,9,10,9,10,0,3,57,154,38,55,81,189,127,104,0,16,767
212011551,39,13,20,27,37,38,38,0,0,208,0,0,0,0,3,4,0,0,0,14,6,4,6,3,18,8,28,0,0,64,14,0,3,11,20,21,20,0,3,101,317,58,80,152,322,287,436,3,18,1682
212011552,54,19,20,44,94,50,41,0,3,322,7,0,0,4,8,5,5,0,0,32,9,0,0,8,18,15,10,0,0,73,30,4,6,16,40,11,29,0,5,141,361,81,115,210,514,349,313,0,25,1963
212021293,326,97,124,272,552,389,206,0,10,1984,9,0,3,4,0,0,3,0,0,23,44,9,8,9,24,14,16,0,0,120,25,4,3,18,32,24,15,0,8,129,797,185,242,518,969,651,429,4,35,3839
212021295,56,30,15,34,63,51,17,0,0,267,0,0,0,0,0,0,0,0,0,3,12,0,3,10,4,7,9,0,0,51,3,0,0,8,12,12,21,0,5,60,216,69,77,132,222,221,160,0,9,1114
212021297,62,43,33,43,60,57,47,0,3,348,5,0,0,0,6,0,0,0,0,18,66,7,12,28,49,24,29,0,0,229,118,47,43,71,100,59,99,0,12,550,1241,363,431,580,975,740,763,10,60,5163
212021299,35,11,15,33,61,24,16,0,4,201,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,4,0,0,19,4,0,0,4,4,3,0,0,6,35,177,59,44,70,110,75,50,0,9,593
212021453,35,11,15,28,31,26,11,0,0,161,0,0,0,0,0,0,0,0,0,4,11,4,4,3,3,0,0,0,0,22,7,9,4,0,0,8,8,0,0,38,167,67,73,73,113,91,45,0,8,634
212021454,42,11,8,15,28,24,9,0,0,137,3,0,0,0,0,0,0,0,0,7,8,4,6,0,13,3,0,0,0,40,6,4,4,5,8,9,11,0,4,53,239,61,91,108,159,131,93,0,12,891
212021455,22,14,10,13,14,9,3,0,0,74,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,3,4,4,0,0,6,5,0,0,23,102,38,41,53,73,47,38,0,4,403
212021456,101,36,56,72,105,91,101,0,8,569,6,0,0,9,8,0,4,0,0,40,40,18,14,15,46,26,40,0,0,196,23,8,20,15,35,43,41,0,4,194,780,231,315,555,936,636,577,3,31,4055
212021553,26,14,10,21,44,37,16,0,0,172,0,0,0,0,0,0,0,0,0,4,4,4,0,11,17,7,5,0,0,42,0,8,5,3,19,9,3,0,5,52,169,45,79,112,255,153,98,0,10,920
212021554,16,4,9,17,41,16,6,0,0,105,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,16,4,4,0,3,10,5,7,0,0,31,91,24,30,72,177,117,81,0,11,603
212031300,114,40,50,60,164,128,73,0,0,636,15,0,5,4,9,5,3,0,0,42,21,6,9,10,46,23,17,0,7,144,19,0,4,10,27,25,23,0,8,132,512,117,199,357,769,531,411,0,33,2915
212031303,29,11,16,15,52,24,25,0,0,183,5,0,3,0,4,3,0,0,0,28,16,0,4,0,4,7,5,0,0,28,19,0,5,12,14,10,17,0,4,76,247,49,83,117,273,249,197,0,23,1236
212031304,22,14,17,24,95,74,52,0,0,308,4,0,0,5,8,3,0,0,0,10,9,0,0,13,25,19,11,0,0,76,6,3,6,10,20,19,24,0,0,93,206,59,98,178,486,332,297,3,17,1668
212031306,33,25,27,43,102,64,34,0,5,326,0,3,0,4,3,0,0,0,0,8,10,3,9,6,7,7,12,0,0,61,21,8,6,4,25,19,25,0,6,114,227,92,150,217,431,284,265,3,16,1697
212031308,8,0,0,0,3,8,0,0,0,25,3,0,0,0,0,0,0,0,0,5,9,0,0,0,3,0,0,0,0,18,16,0,0,5,4,18,7,0,3,47,143,21,37,50,73,114,103,0,13,558
212031457,12,10,12,14,23,21,10,0,0,102,0,0,0,0,0,0,0,0,0,3,12,5,0,3,10,5,4,0,0,35,0,3,3,7,12,7,9,0,0,44,131,37,47,132,152,126,91,0,4,718
212031458,20,9,20,26,46,45,22,0,0,188,0,0,0,0,0,0,0,0,0,4,8,0,6,0,5,4,5,0,0,23,3,0,5,3,4,8,5,0,5,32,134,42,69,116,166,132,76,0,9,751
212031555,7,6,11,6,28,21,15,0,0,90,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,16,0,0,0,4,9,3,4,0,0,20,59,22,34,82,196,129,93,0,4,616
212031556,8,0,5,20,32,26,34,0,0,119,0,0,0,0,11,3,0,0,0,22,0,0,0,0,7,12,11,0,0,32,0,0,0,5,13,16,9,0,3,54,60,21,36,109,297,241,214,0,9,989
212031557,15,0,15,17,68,46,25,0,0,188,0,0,0,0,10,7,0,0,0,18,6,0,5,3,13,7,3,0,0,32,3,0,6,4,17,14,6,0,0,59,115,26,84,148,483,269,262,0,10,1415
212031558,27,0,5,19,24,21,15,0,0,107,5,0,5,6,8,7,3,0,4,38,0,0,0,0,4,5,0,0,0,14,3,0,6,0,7,0,7,0,0,22,80,18,28,60,171,123,65,3,10,560
212031559,6,3,5,14,42,36,20,0,0,125,0,0,0,4,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,6,3,0,5,9,6,5,0,0,37,80,32,48,89,271,166,127,0,7,826
212031560,17,12,11,3,31,25,14,0,0,116,6,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,13,0,0,0,0,10,4,7,0,4,31,79,27,39,43,118,88,62,0,10,458
212031561,8,10,6,9,19,14,5,0,3,69,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,4,0,0,0,21,0,0,3,0,5,3,0,0,0,18,68,26,50,60,111,70,41,0,6,428
212031562,19,9,14,27,29,21,11,0,3,144,0,0,0,0,0,0,0,0,0,0,9,0,0,8,11,5,8,0,0,45,5,0,3,6,13,12,7,0,0,46,162,54,84,122,193,137,124,0,12,880
212041309,38,10,14,25,51,45,61,0,8,253,3,0,0,0,5,0,0,0,0,9,18,8,5,6,22,12,12,0,0,85,27,5,15,19,24,23,45,0,9,173,398,110,138,196,327,299,426,6,25,1928
212041310,28,13,10,17,42,32,47,0,0,194,8,5,4,9,9,6,11,0,0,48,37,23,10,11,32,45,34,0,0,194,72,21,21,41,57,60,88,0,14,371,819,267,257,370,672,548,762,6,46,3744
