POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
210031537,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,3,6,3,8,0,0,0,0,10,8,43,59,63,35,13,0,225,43,23,22,12,13,5,0,114,0,0,0,0,0,0,0,0,176,200,182,163,106,36,0,862
210031538,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,5,0,0,11,32,145,177,166,105,18,0,648,38,63,47,41,50,24,0,265,0,0,0,3,0,0,0,8,264,598,526,507,417,87,8,2401
210041240,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,0,0,0,0,0,7,29,107,157,155,139,46,13,635,42,51,44,43,41,17,0,237,0,0,0,0,5,0,0,10,247,440,432,420,387,119,20,2068
210041539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,38,26,22,8,0,148,10,20,7,0,11,0,0,44,0,0,0,0,0,0,0,9,63,130,115,84,60,14,3,467
210041540,6,0,0,0,0,0,0,7,0,0,4,0,0,0,0,4,3,3,0,0,0,0,0,13,5,7,5,0,3,0,0,22,29,179,262,247,142,45,11,919,427,202,140,141,124,31,6,1076,0,6,3,8,4,0,0,21,1601,1403,1235,1180,881,246,22,6578
210041541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,58,73,82,60,31,5,331,22,38,27,18,12,3,0,121,0,0,0,0,0,0,0,8,134,258,206,235,167,65,10,1061
210051242,7,13,10,3,0,0,0,37,0,0,0,0,0,0,0,7,11,16,18,13,9,6,0,73,24,31,26,19,9,6,0,111,89,493,651,544,335,61,5,2177,279,299,252,173,162,51,9,1224,22,22,18,10,3,3,0,77,1486,3236,3144,2621,1932,394,29,12848
210051243,14,20,13,0,3,0,0,47,0,0,0,0,0,0,0,3,30,22,14,11,11,0,0,84,37,38,24,19,12,0,0,131,72,532,899,756,399,79,10,2753,273,293,253,234,206,85,4,1353,28,35,38,19,16,4,5,144,2950,6100,6126,5898,4314,909,82,26381
210051245,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,4,4,3,8,0,0,0,0,15,11,5,5,3,0,0,0,29,49,168,261,201,161,38,3,879,139,108,93,76,74,34,5,523,3,4,9,4,0,0,0,17,646,906,921,830,704,168,20,4193
210051246,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,5,3,4,0,0,0,12,44,154,188,186,145,43,9,760,68,60,51,33,33,9,0,253,0,6,0,0,4,0,0,15,406,659,670,569,447,111,17,2879
210051247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,53,45,38,36,12,0,182,4,21,13,17,12,10,0,78,0,0,0,0,3,0,0,11,76,219,203,183,151,44,0,884
210051248,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,9,7,19,9,9,7,0,0,54,13,27,11,18,12,4,0,75,81,377,583,515,270,28,5,1866,349,638,683,703,503,74,3,2955,14,29,19,14,7,0,0,73,1602,3629,3869,3897,2674,388,22,16084
210051250,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,14,9,5,3,0,6,4,0,21,31,117,177,142,93,28,3,589,59,72,66,65,46,16,0,313,0,9,5,4,0,0,0,20,522,1018,1058,929,615,181,12,4332
210051441,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,5,12,43,48,34,21,3,0,164,69,38,22,26,30,7,0,200,0,4,0,0,0,0,0,4,333,336,296,245,185,34,0,1437
210051442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,11,0,5,7,6,0,0,0,13,28,113,125,70,25,14,0,373,46,49,49,22,20,6,0,196,3,0,0,3,0,0,0,9,293,440,449,259,170,41,3,1656
210051443,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,17,3,7,12,0,0,0,0,21,38,186,234,144,86,17,4,710,47,106,84,60,41,13,0,354,6,11,10,3,4,0,0,20,534,1361,1293,953,619,124,16,4897
210051445,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,22,6,7,15,3,0,0,0,27,16,166,142,75,44,19,0,465,55,52,53,33,15,0,0,218,7,3,5,0,0,0,0,13,380,840,765,403,213,46,4,2642
210051542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,4,7,0,0,0,0,10,4,69,65,18,0,0,0,166,8,21,11,8,6,0,0,58,0,0,0,0,0,0,0,0,48,214,196,79,26,9,0,560
210051543,4,0,0,0,0,0,0,7,6,0,0,0,0,0,0,9,14,7,6,0,0,0,0,24,18,11,7,0,0,0,0,30,25,93,129,53,24,4,0,323,212,106,68,35,26,8,0,456,5,3,0,5,3,0,0,17,947,747,609,374,187,24,0,2892
210051544,8,0,4,0,0,0,0,18,0,4,0,0,0,0,0,6,9,14,5,8,0,0,0,36,12,21,10,8,0,0,0,59,24,100,153,176,90,19,0,551,140,83,87,87,67,14,0,479,5,7,16,3,4,0,0,36,1136,2027,1980,1731,1122,202,17,8221
210051545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,12,36,68,40,16,5,0,179,32,33,19,23,6,3,0,114,0,0,0,0,0,0,0,9,182,215,248,202,94,22,0,971
211011251,8,4,6,3,0,0,0,18,0,0,0,0,0,0,0,0,3,8,10,0,4,4,0,26,11,12,11,4,3,4,0,47,62,349,636,530,343,83,19,2028,184,183,179,178,158,64,7,953,3,11,6,4,3,6,8,44,1482,2811,3049,3030,2533,633,95,13634
211011254,4,14,3,0,0,0,0,23,6,3,0,0,0,0,0,12,7,11,0,0,0,0,0,24,14,28,3,8,3,0,0,54,183,959,1323,1249,622,123,13,4475,302,207,233,190,177,64,14,1186,8,16,9,8,10,6,4,52,1863,3708,4179,4143,2918,644,68,17517
211011255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,14,29,47,80,58,16,4,251,10,9,21,9,12,3,0,69,0,0,0,0,0,0,0,0,91,118,149,154,142,37,7,706
211011256,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,14,8,9,9,0,0,0,0,20,48,262,410,308,248,55,4,1332,264,114,84,70,80,35,3,665,3,4,3,0,7,0,4,11,1100,1181,1288,1147,929,213,12,5866
211011257,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,30,135,166,196,117,13,0,659,63,31,31,40,40,15,0,222,0,0,0,0,6,5,0,9,393,649,684,741,561,113,10,3154
211011258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,11,4,0,0,0,0,0,16,24,101,176,174,121,36,6,634,70,44,35,32,28,4,6,213,0,0,0,5,5,0,0,10,362,506,558,568,445,90,10,2543
211011259,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9,6,11,3,0,0,0,0,22,30,107,180,192,166,62,6,737,183,138,130,106,124,42,8,725,3,5,3,3,6,0,3,21,731,980,898,1010,874,270,28,4792
211011260,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,7,8,3,3,4,0,0,0,10,13,12,8,4,0,0,0,34,92,295,425,440,309,103,21,1682,612,235,192,172,156,58,3,1430,3,6,8,6,3,0,0,28,1744,1574,1447,1533,1205,334,40,7877
211011446,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,7,9,4,0,0,0,0,18,13,8,6,0,3,0,0,29,50,186,251,273,219,103,16,1097,316,141,133,131,135,42,0,892,3,4,7,5,5,6,0,30,1195,1413,1337,1434,1171,388,37,6973
211011447,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,4,0,9,0,0,0,0,11,20,106,157,136,107,30,13,567,73,89,49,54,58,22,0,336,0,3,4,0,0,0,4,12,426,609,550,595,484,129,29,2820
211011448,6,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,9,6,3,5,3,0,0,0,19,40,136,167,164,107,37,3,648,258,151,135,114,130,66,4,856,0,0,5,0,5,0,0,6,1033,1180,1050,1145,933,272,29,5638
211011449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,43,48,37,17,0,163,10,12,17,13,13,4,0,68,0,0,0,0,0,0,0,0,74,90,133,134,98,39,8,569
211021261,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,41,134,233,320,251,121,34,1130,82,52,50,54,55,30,0,326,0,3,3,0,0,0,0,10,302,503,560,683,570,215,46,2874
211021262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,24,50,122,217,193,87,32,727,141,60,34,56,52,25,0,378,0,0,3,0,0,0,0,11,466,336,355,557,501,176,48,2438
211031263,7,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,9,10,8,6,4,0,0,27,12,12,10,6,3,0,0,45,32,188,309,311,199,56,8,1102,297,124,111,120,116,35,8,809,0,13,4,11,3,0,4,36,1485,1989,2052,2151,1713,415,50,9859
211031265,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,17,75,177,216,200,62,6,751,51,43,39,35,29,17,5,229,0,0,6,0,4,0,0,10,260,367,454,495,437,136,20,2171
211031266,27,14,5,8,0,0,0,48,5,0,0,0,0,0,0,6,3,14,5,8,0,0,0,31,33,26,8,10,0,0,0,83,144,591,770,768,505,131,18,2920,1235,445,365,307,301,93,14,2755,7,17,17,10,0,3,3,62,3637,3420,3068,3030,2364,590,74,16187
211031267,11,6,0,0,3,0,0,14,0,0,0,0,0,0,0,0,3,11,4,3,4,0,0,21,11,15,4,3,5,0,0,39,37,160,265,308,227,85,19,1093,206,210,166,181,149,59,6,976,3,4,6,0,0,6,0,20,858,1347,1352,1396,1162,318,41,6475
211031268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,39,114,121,97,63,12,457,56,40,41,37,32,18,0,222,0,6,0,0,0,0,0,6,257,240,301,318,265,111,18,1500
211031450,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,0,0,13,38,150,177,170,135,44,7,724,175,118,117,74,98,30,12,621,4,0,0,0,3,0,0,11,659,934,895,839,733,227,31,4317
211031451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7,26,92,148,156,132,44,17,612,180,73,68,66,54,24,0,467,0,5,3,3,0,0,0,15,760,618,575,652,523,151,24,3300
211031452,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,3,8,0,0,0,0,0,14,18,89,124,131,66,20,7,447,57,32,31,28,28,14,3,199,0,0,0,0,0,0,0,5,381,603,575,612,464,123,18,2784
211041269,5,3,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,3,6,0,0,0,22,34,161,322,318,215,42,16,1115,373,116,116,111,107,38,6,866,0,5,3,4,0,0,0,18,1050,915,1037,1061,821,225,32,5137
211041270,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,6,5,3,3,4,0,0,28,115,502,622,530,289,101,20,2172,161,137,144,129,134,42,6,745,3,6,11,4,3,4,0,27,883,1580,1665,1602,1190,359,42,7324
211041271,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,4,5,0,3,0,0,15,5,8,4,0,3,0,0,24,56,248,450,391,214,60,9,1427,272,155,144,135,143,62,10,924,3,6,4,9,3,0,0,29,1017,1439,1523,1613,1198,377,38,7205
211041272,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,0,6,0,0,0,10,25,125,207,199,106,48,15,731,59,46,57,46,40,23,8,269,4,0,0,0,0,0,0,4,319,562,647,653,464,141,24,2815
211041273,0,5,0,0,0,0,0,5,3,0,0,0,0,0,0,3,5,4,5,0,0,0,0,11,10,5,5,0,0,0,0,18,21,81,123,156,104,55,9,546,135,71,47,63,64,30,9,416,0,0,0,5,0,0,0,3,509,474,488,536,438,163,24,2631
211051274,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,81,166,178,122,48,9,615,109,61,72,38,48,21,0,349,0,0,0,0,0,0,0,0,379,407,504,508,383,143,14,2330
211051275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,7,0,0,0,0,0,6,25,93,136,163,105,45,8,569,369,112,91,92,79,32,3,793,4,3,5,7,5,0,0,17,1176,751,633,733,582,162,26,4075
211051276,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,26,105,178,210,221,88,21,843,280,174,135,143,139,42,3,917,5,0,5,9,6,5,0,20,856,938,868,951,916,273,45,4845
211051277,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,85,153,126,94,37,5,523,106,59,64,50,51,18,3,350,3,3,4,5,5,3,0,18,646,880,930,984,729,194,18,4381
211051278,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,5,6,0,0,0,0,20,6,8,3,0,5,0,0,27,75,318,458,489,348,112,13,1818,490,277,227,216,218,74,9,1507,5,3,9,8,12,0,4,42,1872,1977,2006,2131,1769,488,47,10287
211051279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,56,63,123,90,47,4,393,76,40,34,41,50,18,0,261,0,0,3,0,0,0,0,7,345,398,408,521,405,155,24,2254
211051280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,5,6,32,78,68,52,32,10,275,40,24,37,19,26,7,0,158,0,0,0,0,0,0,0,0,169,262,304,280,267,79,14,1371
211051281,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,9,0,0,0,0,0,0,14,49,179,219,216,139,55,11,869,183,101,86,89,70,28,4,549,0,3,4,0,0,3,5,15,726,793,799,781,589,204,28,3927
211051282,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,13,51,128,172,147,76,13,598,150,49,54,57,47,22,5,382,6,0,0,0,0,0,0,7,399,282,362,460,362,172,33,2062
211051283,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,5,0,0,0,3,0,0,7,21,78,126,111,84,47,3,475,101,56,49,52,57,6,0,321,0,3,0,3,0,0,0,6,447,455,468,453,377,105,13,2316
211051284,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,19,74,106,121,111,35,7,471,65,43,61,34,35,9,0,261,5,0,0,0,0,0,0,7,305,292,356,383,326,90,10,1765
211051285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,54,78,116,93,50,17,426,77,40,33,23,25,9,9,220,0,4,5,0,3,0,0,15,362,348,339,416,323,114,38,1938
211051286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,102,166,185,160,88,18,731,116,80,87,97,85,38,4,510,7,8,0,5,4,0,0,30,511,626,687,844,694,266,27,3659
212011289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,41,91,225,235,234,96,19,941,191,87,69,78,68,25,0,511,5,0,3,10,4,0,0,23,737,609,678,754,619,196,38,3625
212011546,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,17,15,0,5,0,0,0,0,13,70,292,371,332,193,59,9,1319,273,155,104,98,62,26,0,722,0,6,3,3,5,3,0,19,1103,1190,1157,1032,636,183,25,5310
212011547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,4,11,70,109,130,127,70,26,538,77,46,47,50,42,20,3,268,7,3,3,3,3,3,0,26,427,480,481,622,461,191,56,2723
212011548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,18,103,109,112,108,70,32,549,107,64,38,44,59,20,5,337,0,5,4,0,0,0,8,19,570,604,589,595,567,184,62,3176
212011549,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,8,3,3,4,0,0,0,0,14,13,91,72,87,55,27,0,345,144,39,34,30,26,10,0,285,0,0,4,0,0,0,0,4,524,440,340,334,234,68,4,1942
212011550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,10,22,92,130,97,56,14,3,421,78,45,55,41,23,16,0,259,3,8,0,5,4,0,0,15,412,615,614,514,377,99,7,2640
212011551,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,18,3,4,5,0,0,0,0,23,24,97,130,98,89,19,0,461,180,141,102,83,68,17,0,594,7,9,0,5,0,0,4,22,965,1585,1211,996,703,180,15,5659
212011552,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,5,10,8,0,0,0,0,27,5,11,7,5,6,0,0,31,31,169,257,177,105,22,7,770,173,150,136,107,69,25,3,667,4,11,11,5,0,4,0,32,1087,1653,1577,1217,721,144,15,6430
212021293,7,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,5,10,4,0,0,0,32,22,9,10,4,0,0,0,50,77,283,424,454,325,81,14,1665,370,360,313,209,176,38,5,1474,8,13,12,7,0,7,0,44,1627,2295,2466,2177,1466,333,38,10402
212021295,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,4,0,0,0,0,0,18,14,57,70,44,46,11,0,239,42,32,37,50,28,7,0,201,3,4,0,0,0,0,0,8,298,443,485,409,335,93,10,2071
212021297,3,20,4,5,0,0,0,25,0,0,0,0,0,0,0,0,14,7,3,3,3,0,0,39,20,23,8,6,3,0,0,64,38,240,324,342,215,57,5,1220,162,145,144,133,112,44,4,750,5,12,9,11,7,0,6,54,1492,2875,2698,2699,2030,470,53,12319
212021299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,24,55,91,117,83,32,4,411,29,28,29,33,18,10,0,152,0,3,0,3,0,0,0,10,204,324,341,361,278,90,16,1616
212021453,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,11,71,104,89,89,21,6,401,25,27,19,24,24,10,0,129,0,0,0,0,3,0,0,3,125,269,293,297,266,58,10,1310
212021454,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,6,6,0,0,0,0,6,14,76,88,70,65,29,9,346,98,47,45,33,47,17,3,289,0,3,0,0,4,0,0,10,449,386,381,348,318,90,16,1989
212021455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,16,57,91,104,58,14,5,340,20,21,18,30,16,6,0,109,0,5,0,0,0,0,0,3,119,236,218,244,167,33,6,1022
212021456,9,5,3,4,0,0,0,20,9,0,0,0,0,0,0,8,29,4,3,3,5,0,0,47,40,11,9,7,5,0,0,68,101,422,574,496,242,57,4,1894,969,436,258,240,204,52,12,2166,8,17,13,6,3,0,6,42,3215,2606,2151,1917,1233,304,43,11473
212021553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,7,0,0,0,0,0,0,8,34,117,232,208,93,32,0,714,81,51,47,31,33,11,0,254,0,0,3,0,0,0,0,8,354,451,573,497,305,72,8,2256
212021554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,12,5,0,7,0,0,0,0,10,14,50,124,94,46,17,0,346,146,24,37,28,4,6,0,246,0,4,0,0,0,0,0,7,470,258,316,250,106,27,3,1437
212031300,8,0,0,0,0,0,0,12,10,0,0,0,0,0,0,9,27,11,9,0,0,0,0,42,44,15,9,0,0,0,0,66,47,214,265,185,129,29,7,881,500,244,180,174,141,44,10,1297,10,7,8,3,0,0,3,36,2149,1829,1702,1408,1039,243,27,8398
212031303,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,7,3,0,0,0,0,13,3,7,9,0,0,0,0,22,18,113,148,126,83,44,12,538,32,50,53,50,51,13,3,256,0,3,3,0,0,0,0,16,359,784,828,684,494,140,21,3309
212031304,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,4,10,3,0,0,0,25,13,9,10,3,0,0,0,29,31,115,164,77,44,22,3,458,103,64,84,38,27,9,0,330,5,4,3,0,0,0,0,14,669,969,974,556,323,75,8,3578
212031306,5,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,3,3,4,0,0,0,26,18,3,3,5,0,0,0,29,30,134,186,133,65,25,0,567,109,83,66,60,31,11,0,358,0,0,10,4,0,0,0,15,606,829,861,688,399,99,11,3484
212031308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,61,86,66,60,35,6,343,41,41,43,41,24,16,0,204,0,0,0,4,0,6,0,13,303,443,425,399,339,120,18,2046
212031457,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,7,4,0,0,0,0,0,12,23,48,96,110,67,19,0,361,144,36,30,36,16,6,0,267,0,4,0,0,0,0,0,7,478,325,340,341,177,41,6,1701
212031458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,4,0,0,0,0,0,11,35,123,114,106,71,20,5,471,55,34,47,38,9,7,0,191,0,3,0,0,0,0,0,5,236,397,400,374,214,47,9,1679
212031555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,17,0,4,6,0,0,0,0,20,16,54,143,76,27,10,0,325,50,23,29,17,13,0,0,125,0,0,0,0,0,0,0,3,238,259,387,220,102,13,0,1226
212031556,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,21,4,12,11,0,0,0,0,25,16,89,107,39,11,11,0,276,45,34,30,11,0,7,0,129,0,6,0,0,0,0,0,11,309,551,506,198,120,34,0,1724
212031557,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,13,4,0,0,0,33,3,14,9,4,0,0,0,35,29,155,215,114,56,17,3,583,92,83,69,28,19,9,0,295,4,5,6,0,3,0,0,17,457,785,833,448,236,53,3,2818
212031558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,18,79,86,73,42,15,0,319,71,32,28,29,29,4,0,192,0,0,0,3,0,0,3,8,235,368,349,234,174,37,5,1399
212031559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,11,9,0,7,0,0,0,0,12,16,89,118,86,26,3,0,347,43,33,27,16,5,3,0,125,0,4,0,3,0,0,0,8,246,370,411,257,115,23,0,1413
212031560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,5,4,0,0,0,0,0,9,19,55,70,55,43,5,0,248,31,33,22,22,17,0,0,131,0,0,5,0,0,0,0,5,172,267,268,209,158,38,3,1110
212031561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,50,51,36,4,0,218,10,19,21,13,12,6,0,91,0,0,0,0,0,0,0,3,95,164,212,181,122,42,0,815
212031562,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,4,6,0,0,0,0,0,11,17,89,90,72,40,11,4,317,64,37,30,25,14,4,0,172,3,4,3,0,0,0,0,10,308,357,392,335,208,47,4,1650
212041309,0,12,3,0,3,0,0,13,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,19,4,15,8,0,7,0,0,40,36,147,178,150,101,29,3,647,66,63,64,51,40,15,3,299,3,0,5,3,0,0,0,18,369,913,798,804,579,165,20,3648
212041310,9,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,22,9,17,7,4,0,0,0,37,36,219,240,246,139,37,3,926,76,78,86,70,67,30,3,421,6,18,4,0,0,0,4,35,631,1636,1620,1454,1120,261,29,6754
