stopid,hhid,persid,stopno,travdow,origplace1,origplace2,origlga,starthour,origpurp1,origpurp2,destplace1,destplace2,destlga,someoneelse,person1,person2,person3,person4,person5,person6,person7,person8,person9,person10,person11,person12,person13,person14,person15,person16,person17,person18,person19,person20,destpurp1,destpurp2,fullmode,mainmode,faretype,vehoccup,tollroad,arrhour,startime,arrtime,dephour,deptime,travtime,vistadist,duration,entrytype,tripid,stoppoststratweight,stoppoststratweight_GROUP_1,stoppoststratweight_GROUP_2,stoppoststratweight_GROUP_3,stoppoststratweight_GROUP_4,stoppoststratweight_GROUP_5,stoppoststratweight_GROUP_6,stoppoststratweight_GROUP_7,stoppoststratweight_GROUP_8,stoppoststratweight_GROUP_9,stoppoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6750228P04S11,Y25H6750228,Y25H6750228P04,11,Sunday,Retail venue,Shopping Centre,Whitehorse (C),19,Buy Something,Bought something,Accommodation,Survey Home,Whitehorse (C),No,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,4,No,19,1164,1169,N/A - Did not depart,N/A - Did not depart,5,2.68072,Home/Last Trip of Day,Both,Y25H6750228P04T11,976.622807404,576.38212283,1366.14813828,920.366183104,1270.428782448,1052.181920587,979.559606169,928.1247883,0.0,1065.578517329,1119.509153515,MELB - Middle,Greater Melbourne,Weekend
Y25H6750229P01S01,Y25H6750229,Y25H6750229P01,1,Monday,Accommodation,Survey Home,Whitehorse (C),7,At Home,Go home,Place of work,My Workplace,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,4WD Driver,Vehicle Driver,Not applicable,1,No,7,465,475,17,1030,10,2.58206,555,Travel day form only,Y25H6750229P01T01,473.096838551,358.841214756,583.840368317,429.167348877,334.842824876,742.029147882,526.738164622,495.617064017,0.0,405.771772194,646.207609829,MELB - Middle,Greater Melbourne,Weekday
Y25H6750229P01S02,Y25H6750229,Y25H6750229P01,2,Monday,Place of work,My Workplace,Whitehorse (C),17,Work Related,Own Workplace,Accommodation,Survey Home,Whitehorse (C),Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,2,No,17,1030,1040,N/A - Did not depart,N/A - Did not depart,10,2.58206,Home/Last Trip of Day,Travel day form only,Y25H6750229P01T02,473.096838551,358.841214756,583.840368317,429.167348877,334.842824876,742.029147882,526.738164622,495.617064017,0.0,405.771772194,646.207609829,MELB - Middle,Greater Melbourne,Weekday
Y25H6750233P01S01,Y25H6750233,Y25H6750233P01,1,Friday,Accommodation,Survey Home,Whitehorse (C),17,At Home,Go home,Retail venue,Hardware,Manningham (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Driver,Vehicle Driver,Not applicable,1,No,17,1050,1055,18,1080,5,2.17583,25,Travel day form only,Y25H6750233P01T01,888.089190404,712.191098465,1127.990634383,876.349081571,848.434415961,1151.670806713,898.727185224,882.467494483,0.0,914.750577063,1068.276309251,MELB - Middle,Greater Melbourne,Weekday
Y25H6750233P01S02,Y25H6750233,Y25H6750233P01,2,Friday,Retail venue,Hardware,Manningham (C),18,Buy Something,Bought something,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,18,1080,1085,18,1100,5,2.17583,15,Travel day form only,Y25H6750233P01T02,888.089190404,712.191098465,1127.990634383,876.349081571,848.434415961,1151.670806713,898.727185224,882.467494483,0.0,914.750577063,1068.276309251,MELB - Middle,Greater Melbourne,Weekday
Y25H6750233P01S03,Y25H6750233,Y25H6750233P01,3,Friday,Accommodation,Survey Home,Whitehorse (C),18,At Home,Go home,Retail venue,Shopping Centre,Whitehorse (C),No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Driver,Vehicle Driver,Not applicable,2,No,18,1100,1105,19,1140,5,2.6957,35,Travel day form only,Y25H6750233P01T03,888.089190404,712.191098465,1127.990634383,876.349081571,848.434415961,1151.670806713,898.727185224,882.467494483,0.0,914.750577063,1068.276309251,MELB - Middle,Greater Melbourne,Weekday
Y25H6750233P01S04,Y25H6750233,Y25H6750233P01,4,Friday,Retail venue,Shopping Centre,Whitehorse (C),19,Buy Something,Bought something,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,2,No,19,1140,1145,N/A - Did not depart,N/A - Did not depart,5,2.6957,Home/Last Trip of Day,Travel day form only,Y25H6750233P01T04,888.089190404,712.191098465,1127.990634383,876.349081571,848.434415961,1151.670806713,898.727185224,882.467494483,0.0,914.750577063,1068.276309251,MELB - Middle,Greater Melbourne,Weekday
Y25H6750233P02S01,Y25H6750233,Y25H6750233P02,1,Friday,Accommodation,Survey Home,Whitehorse (C),18,At Home,Go home,Retail venue,Shopping Centre,Whitehorse (C),No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Passenger,Vehicle Passenger,Not applicable,2,No,18,1100,1105,19,1140,5,2.6957,35,Travel day form only,Y25H6750233P02T01,723.915076355,703.776048207,947.076782348,659.057646699,460.387727956,1047.632323642,822.707734243,705.160496619,0.0,801.979040824,921.001414945,MELB - Middle,Greater Melbourne,Weekday
Y25H6750233P02S02,Y25H6750233,Y25H6750233P02,2,Friday,Retail venue,Shopping Centre,Whitehorse (C),19,Buy Something,Bought something,Accommodation,Survey Home,Whitehorse (C),No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,2,No,19,1140,1145,N/A - Did not depart,N/A - Did not depart,5,2.6957,Home/Last Trip of Day,Travel day form only,Y25H6750233P02T02,723.915076355,703.776048207,947.076782348,659.057646699,460.387727956,1047.632323642,822.707734243,705.160496619,0.0,801.979040824,921.001414945,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P01S01,Y25H6750237,Y25H6750237P01,1,Tuesday,Accommodation,Survey Home,Whitehorse (C),9,At Home,Go home,Retail venue,"Clothes, Shoes and accessories",Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Volunteer/Community activity,Car Driver,Vehicle Driver,Not applicable,1,No,9,570,585,15,945,15,4.42974,360,Travel day form only,Y25H6750237P01T01,508.30459138,525.684699661,723.577337402,519.074269361,399.703438934,632.532547112,538.914359796,475.04932658,0.0,571.753384716,650.926786678,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P01S02,Y25H6750237,Y25H6750237P01,2,Tuesday,Retail venue,"Clothes, Shoes and accessories",Whitehorse (C),15,Personal Business,Volunteer/Community activity,Retail venue,Supermarket,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Walking,Walking,Not applicable,Not applicable,Not applicable,15,945,947,15,950,2,0.04428,3,Travel day form only,Y25H6750237P01T02,508.30459138,525.684699661,723.577337402,519.074269361,399.703438934,632.532547112,538.914359796,475.04932658,0.0,571.753384716,650.926786678,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P01S03,Y25H6750237,Y25H6750237P01,3,Tuesday,Retail venue,Supermarket,Whitehorse (C),15,Buy Something,Bought something,Retail venue,Newsagency & Bookstore,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Walking,Walking,Not applicable,Not applicable,Not applicable,15,950,951,16,960,1,0.05256,9,Travel day form only,Y25H6750237P01T03,508.30459138,525.684699661,723.577337402,519.074269361,399.703438934,632.532547112,538.914359796,475.04932658,0.0,571.753384716,650.926786678,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P01S04,Y25H6750237,Y25H6750237P01,4,Tuesday,Retail venue,Newsagency & Bookstore,Whitehorse (C),16,Buy Something,Bought something,Retail venue,Food Store,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Walking,Walking,Not applicable,Not applicable,Not applicable,16,960,961,16,965,1,0.07558,4,Travel day form only,Y25H6750237P01T04,508.30459138,525.684699661,723.577337402,519.074269361,399.703438934,632.532547112,538.914359796,475.04932658,0.0,571.753384716,650.926786678,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P01S05,Y25H6750237,Y25H6750237P01,5,Tuesday,Retail venue,Food Store,Whitehorse (C),16,Buy Something,Bought something,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,16,965,980,N/A - Did not depart,N/A - Did not depart,15,4.45058,Home/Last Trip of Day,Travel day form only,Y25H6750237P01T05,508.30459138,525.684699661,723.577337402,519.074269361,399.703438934,632.532547112,538.914359796,475.04932658,0.0,571.753384716,650.926786678,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P02S01,Y25H6750237,Y25H6750237P02,1,Tuesday,Accommodation,Survey Home,Whitehorse (C),10,At Home,Go home,Accommodation,Someone Elses Home,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Visited someone,Walking,Walking,Not applicable,Not applicable,Not applicable,10,630,635,12,720,5,0.52885,85,Travel day form only,Y25H6750237P02T01,432.469758882,387.116613652,558.616296297,453.95910582,395.402182178,528.963025002,465.523893898,393.26630257,0.0,446.474686988,582.824028464,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P02S02,Y25H6750237,Y25H6750237P02,2,Tuesday,Accommodation,Someone Elses Home,Whitehorse (C),12,Social,Visited someone,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,12,720,725,18,1080,5,0.52885,355,Travel day form only,Y25H6750237P02T02,432.469758882,387.116613652,558.616296297,453.95910582,395.402182178,528.963025002,465.523893898,393.26630257,0.0,446.474686988,582.824028464,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P02S03,Y25H6750237,Y25H6750237P02,3,Tuesday,Accommodation,Survey Home,Whitehorse (C),18,At Home,Go home,Entertainment venue,Restaurant or Cafe,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Car Driver,Vehicle Driver,Not applicable,1,No,18,1080,1082,18,1085,2,0.66975,3,Travel day form only,Y25H6750237P02T03,432.469758882,387.116613652,558.616296297,453.95910582,395.402182178,528.963025002,465.523893898,393.26630257,0.0,446.474686988,582.824028464,MELB - Middle,Greater Melbourne,Weekday
Y25H6750237P02S04,Y25H6750237,Y25H6750237P02,4,Tuesday,Entertainment venue,Restaurant or Cafe,Whitehorse (C),18,Buy Something,Bought something,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,No,18,1085,1087,N/A - Did not depart,N/A - Did not depart,2,0.66973,Home/Last Trip of Day,Travel day form only,Y25H6750237P02T04,432.469758882,387.116613652,558.616296297,453.95910582,395.402182178,528.963025002,465.523893898,393.26630257,0.0,446.474686988,582.824028464,MELB - Middle,Greater Melbourne,Weekday
Y25H6750239P01S01,Y25H6750239,Y25H6750239P01,1,Thursday,Accommodation,Survey Home,Whitehorse (C),7,At Home,Go home,Place of work,My Workplace,Kingston (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,4WD Driver,Vehicle Driver,Not applicable,1,Yes,8,460,500,12,750,40,26.83853,250,Travel day form only,Y25H6750239P01T01,269.767937427,300.500385217,379.406138159,312.026725183,281.560944153,266.936858397,259.390062323,255.89084579,0.0,298.355170118,328.532932976,MELB - Middle,Greater Melbourne,Weekday
Y25H6750239P01S02,Y25H6750239,Y25H6750239P01,2,Thursday,Place of work,My Workplace,Kingston (C),12,Work Related,Own Workplace,Retail venue,Supermarket,Greater Dandenong (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,4WD Driver,Vehicle Driver,Not applicable,1,No,12,750,760,12,775,10,4.4691,15,Travel day form only,Y25H6750239P01T02,269.767937427,300.500385217,379.406138159,312.026725183,281.560944153,266.936858397,259.390062323,255.89084579,0.0,298.355170118,328.532932976,MELB - Middle,Greater Melbourne,Weekday
Y25H6750239P01S03,Y25H6750239,Y25H6750239P01,3,Thursday,Retail venue,Supermarket,Greater Dandenong (C),12,Buy Something,Bought something,Place of work,My Workplace,Kingston (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,4WD Driver,Vehicle Driver,Not applicable,1,No,13,775,785,17,1025,10,4.4691,240,Travel day form only,Y25H6750239P01T03,269.767937427,300.500385217,379.406138159,312.026725183,281.560944153,266.936858397,259.390062323,255.89084579,0.0,298.355170118,328.532932976,MELB - Middle,Greater Melbourne,Weekday
Y25H6750239P01S04,Y25H6750239,Y25H6750239P01,4,Thursday,Place of work,My Workplace,Kingston (C),17,Work Related,Own Workplace,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,1,Yes,17,1025,1065,N/A - Did not depart,N/A - Did not depart,40,26.83853,Home/Last Trip of Day,Travel day form only,Y25H6750239P01T04,269.767937427,300.500385217,379.406138159,312.026725183,281.560944153,266.936858397,259.390062323,255.89084579,0.0,298.355170118,328.532932976,MELB - Middle,Greater Melbourne,Weekday
Y25H6750239P02S01,Y25H6750239,Y25H6750239P02,1,Thursday,Accommodation,Survey Home,Whitehorse (C),9,At Home,Go home,Place of work,My Workplace,Greater Dandenong (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Car Driver,Vehicle Driver,Not applicable,1,Yes,9,555,595,16,990,40,33.50084,395,Travel day form only,Y25H6750239P02T01,317.072531397,408.064260691,491.44589061,356.78333647,284.623815245,319.202369503,300.283253356,309.10549207,0.0,382.072227908,366.92187682,MELB - Middle,Greater Melbourne,Weekday
Y25H6750239P02S02,Y25H6750239,Y25H6750239P02,2,Thursday,Place of work,My Workplace,Greater Dandenong (C),16,Work Related,Own Workplace,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,Yes,17,990,1030,N/A - Did not depart,N/A - Did not depart,40,33.50084,Home/Last Trip of Day,Travel day form only,Y25H6750239P02T02,317.072531397,408.064260691,491.44589061,356.78333647,284.623815245,319.202369503,300.283253356,309.10549207,0.0,382.072227908,366.92187682,MELB - Middle,Greater Melbourne,Weekday
Y25H6750241P01S01,Y25H6750241,Y25H6750241P01,1,Saturday,Accommodation,Survey Home,Whitehorse (C),8,At Home,Go home,Accommodation,Someone Elses Home,Greater Geelong (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Visited someone,Car Driver,Vehicle Driver,Not applicable,4,No,10,531,601,14,840,70,93.77923,239,Both,Y25H6750241P01T01,1025.264824678,683.782774904,1279.384176575,914.213272896,967.560556544,1122.208151185,1064.155025997,973.837732945,0.0,1304.010772299,1285.268851228,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P01S02,Y25H6750241,Y25H6750241P01,2,Saturday,Accommodation,Someone Elses Home,Greater Geelong (C),14,Social,Visited someone,Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,4,No,15,840,916,15,953,76,93.77923,37,Both,Y25H6750241P01T02,1025.264824678,683.782774904,1279.384176575,914.213272896,967.560556544,1122.208151185,1064.155025997,973.837732945,0.0,1304.010772299,1285.268851228,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P01S03,Y25H6750241,Y25H6750241P01,3,Saturday,Accommodation,Survey Home,Whitehorse (C),15,At Home,Go home,Transport Feature,On-Street Feature,Whitehorse (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,16,953,971,16,971,18,0.68727,0,Both,Y25H6750241P01T03,1025.264824678,683.782774904,1279.384176575,914.213272896,967.560556544,1122.208151185,1064.155025997,973.837732945,0.0,1304.010772299,1285.268851228,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P01S04,Y25H6750241,Y25H6750241P01,4,Saturday,Transport Feature,On-Street Feature,Whitehorse (C),16,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Whitehorse (C),No,Not applicable,Yes,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,16,971,980,N/A - Did not depart,N/A - Did not depart,9,0.68727,Home/Last Trip of Day,GPS Only,Y25H6750241P01T04,1025.264824678,683.782774904,1279.384176575,914.213272896,967.560556544,1122.208151185,1064.155025997,973.837732945,0.0,1304.010772299,1285.268851228,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P02S01,Y25H6750241,Y25H6750241P02,1,Saturday,Accommodation,Survey Home,Whitehorse (C),8,At Home,Go home,Accommodation,Someone Elses Home,Greater Geelong (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Visited someone,Car Passenger,Vehicle Passenger,Not applicable,4,No,10,531,601,14,840,70,93.77923,239,Both,Y25H6750241P02T01,1205.047999453,928.542278947,1657.190100139,1045.346553435,978.08585602,1341.933456042,1231.920492324,1176.355452298,0.0,1669.910063206,1435.452010364,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P02S02,Y25H6750241,Y25H6750241P02,2,Saturday,Accommodation,Someone Elses Home,Greater Geelong (C),14,Social,Visited someone,Accommodation,Survey Home,Whitehorse (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,4,No,15,840,916,15,953,76,93.77923,37,Both,Y25H6750241P02T02,1205.047999453,928.542278947,1657.190100139,1045.346553435,978.08585602,1341.933456042,1231.920492324,1176.355452298,0.0,1669.910063206,1435.452010364,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P02S03,Y25H6750241,Y25H6750241P02,3,Saturday,Accommodation,Survey Home,Whitehorse (C),15,At Home,Go home,Transport Feature,On-Street Feature,Whitehorse (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,16,953,971,16,971,18,0.68727,0,Both,Y25H6750241P02T03,1205.047999453,928.542278947,1657.190100139,1045.346553435,978.08585602,1341.933456042,1231.920492324,1176.355452298,0.0,1669.910063206,1435.452010364,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P02S04,Y25H6750241,Y25H6750241P02,4,Saturday,Transport Feature,On-Street Feature,Whitehorse (C),16,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,Whitehorse (C),No,Yes,Not applicable,Yes,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,16,971,980,N/A - Did not depart,N/A - Did not depart,9,0.68727,Home/Last Trip of Day,GPS Only,Y25H6750241P02T04,1205.047999453,928.542278947,1657.190100139,1045.346553435,978.08585602,1341.933456042,1231.920492324,1176.355452298,0.0,1669.910063206,1435.452010364,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P03S01,Y25H6750241,Y25H6750241P03,1,Saturday,Accommodation,Survey Home,Whitehorse (C),8,At Home,Go home,Accommodation,Someone Elses Home,Greater Geelong (C),No,Yes,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Social,Visited someone,Car Passenger,Vehicle Passenger,Not applicable,4,No,10,531,601,14,840,70,93.77923,239,Both,Y25H6750241P03T01,1521.3614015,981.057160449,1901.913962655,1439.789538018,1596.579269849,1587.584790881,1563.008377795,1504.950947767,0.0,1753.681102272,1824.652597882,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P03S02,Y25H6750241,Y25H6750241P03,2,Saturday,Accommodation,Someone Elses Home,Greater Geelong (C),14,Social,Visited someone,Accommodation,Survey Home,Whitehorse (C),No,Yes,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Passenger,Vehicle Passenger,Not applicable,4,No,15,840,916,15,953,76,93.77923,37,Both,Y25H6750241P03T02,1521.3614015,981.057160449,1901.913962655,1439.789538018,1596.579269849,1587.584790881,1563.008377795,1504.950947767,0.0,1753.681102272,1824.652597882,MELB - Middle,Greater Melbourne,Weekend
Y25H6750241P03S03,Y25H6750241,Y25H6750241P03,3,Saturday,Accommodation,Survey Home,Whitehorse (C),15,At Home,Go home,Transport Feature,On-Street Feature,Whitehorse (C),No,Yes,Yes,No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Walking,Walking,Not applicable,Not applicable,Not applicable,16,953,971,16,971,18,0.68727,0,Both,Y25H6750241P03T03,1521.3614015,981.057160449,1901.913962655,1439.789538018,1596.579269849,1587.584790881,1563.008377795,1504.950947767,0.0,1753.681102272,1824.652597882,MELB - Middle,Greater Melbourne,Weekend
