stopid,hhid,persid,stopno,travdow,origplace1,origplace2,origlga,starthour,origpurp1,origpurp2,destplace1,destplace2,destlga,someoneelse,person1,person2,person3,person4,person5,person6,person7,person8,person9,person10,person11,person12,person13,person14,person15,person16,person17,person18,person19,person20,destpurp1,destpurp2,fullmode,mainmode,faretype,vehoccup,tollroad,arrhour,startime,arrtime,dephour,deptime,travtime,vistadist,duration,entrytype,tripid,stoppoststratweight,stoppoststratweight_GROUP_1,stoppoststratweight_GROUP_2,stoppoststratweight_GROUP_3,stoppoststratweight_GROUP_4,stoppoststratweight_GROUP_5,stoppoststratweight_GROUP_6,stoppoststratweight_GROUP_7,stoppoststratweight_GROUP_8,stoppoststratweight_GROUP_9,stoppoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6340213P01S05,Y25H6340213,Y25H6340213P01,5,Saturday,Retail venue,Retail NEC,Casey (C),16,Other Purpose,Other (NEC),Accommodation,Survey Home,Casey (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Car Driver,Vehicle Driver,Not applicable,1,Yes,17,1015,1020,20,1206,5,1.66414,186,Both,Y25H6340213P01T05,687.666679902,750.795482469,1178.128831759,814.263251608,0.0,737.26794742,773.260639346,686.61433039,717.6596319,744.717986781,607.408703449,MELB - Outer,Greater Melbourne,Weekend
Y25H6340213P01S06,Y25H6340213,Y25H6340213P01,6,Saturday,Accommodation,Survey Home,Casey (C),20,At Home,Go home,Accommodation,Someone Elses Home,Knox (C),No,Not applicable,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Stayed overnight,Car Driver,Vehicle Driver,Not applicable,2,No,20,1206,1224,N/A - Did not depart,N/A - Did not depart,18,18.38416,Home/Last Trip of Day,Both,Y25H6340213P01T06,687.666679902,750.795482469,1178.128831759,814.263251608,0.0,737.26794742,773.260639346,686.61433039,717.6596319,744.717986781,607.408703449,MELB - Outer,Greater Melbourne,Weekend
Y25H6340213P02S01,Y25H6340213,Y25H6340213P02,1,Saturday,Other place,Other NEC,Knox (C),8,Unknown Purpose (at start of day),N/A - Unknown purpose at the start of the day,Accommodation,Survey Home,Casey (C),No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Passenger,Vehicle Passenger,Not applicable,2,No,8,489,517,20,1206,28,18.38416,689,Both,Y25H6340213P02T01,717.079188543,796.488731327,942.522000953,848.485165232,0.0,793.063345554,882.13864325,789.245284644,786.263222233,787.04135315,625.690739545,MELB - Outer,Greater Melbourne,Weekend
Y25H6340213P02S02,Y25H6340213,Y25H6340213P02,2,Saturday,Accommodation,Survey Home,Casey (C),20,At Home,Go home,Accommodation,Someone Elses Home,Knox (C),No,Yes,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Stayed overnight,4WD Passenger,Vehicle Passenger,Not applicable,2,No,20,1206,1224,N/A - Did not depart,N/A - Did not depart,18,18.38416,Home/Last Trip of Day,Both,Y25H6340213P02T02,717.079188543,796.488731327,942.522000953,848.485165232,0.0,793.063345554,882.13864325,789.245284644,786.263222233,787.04135315,625.690739545,MELB - Outer,Greater Melbourne,Weekend
Y25H6340223P01S01,Y25H6340223,Y25H6340223P01,1,Tuesday,Accommodation,Survey Home,Maroondah (C),5,At Home,Go home,Place of work,My Workplace,Moonee Valley (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Ute Driver,Vehicle Driver,Not applicable,1,Yes,6,346,385,7,438,39,44.38679,53,Both,Y25H6340223P01T01,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S02,Y25H6340223,Y25H6340223P01,2,Tuesday,Place of work,My Workplace,Moonee Valley (C),7,Work Related,Own Workplace,Place of work,Another workplace or site,Hume (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Employers Business,Ute Driver,Vehicle Driver,Not applicable,1,No,7,438,455,7,475,17,10.98141,20,Both,Y25H6340223P01T02,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S03,Y25H6340223,Y25H6340223P01,3,Tuesday,Place of work,Another workplace or site,Hume (C),7,Work Related,Employers Business,Retail venue,Hardware,Moonee Valley (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Something picked-up or delivered for Work,Ute Driver,Vehicle Driver,Not applicable,1,No,8,475,495,8,500,20,11.23894,5,Both,Y25H6340223P01T03,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S04,Y25H6340223,Y25H6340223P01,4,Tuesday,Retail venue,Hardware,Moonee Valley (C),8,Work Related,Something picked-up or delivered for Work,Place of work,My Workplace,Moonee Valley (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Ute Driver,Vehicle Driver,Not applicable,1,No,8,500,501,8,521,1,0.67685,20,Both,Y25H6340223P01T04,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S05,Y25H6340223,Y25H6340223P01,5,Tuesday,Place of work,My Workplace,Moonee Valley (C),8,Work Related,Own Workplace,Retail venue,Petrol Station,Moonee Valley (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Buy Something,Bought something,Ute Driver,Vehicle Driver,Not applicable,1,No,8,521,524,8,527,3,1.33555,3,GPS Only,Y25H6340223P01T05,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S06,Y25H6340223,Y25H6340223P01,6,Tuesday,Retail venue,Petrol Station,Moonee Valley (C),8,Buy Something,Bought something,Retail venue,Convenience Store,Hume (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Deliver Something,Something picked-up or delivered for home,Ute Driver,Vehicle Driver,Not applicable,1,No,8,527,531,8,535,4,1.74358,4,GPS Only,Y25H6340223P01T06,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S07,Y25H6340223,Y25H6340223P01,7,Tuesday,Retail venue,Convenience Store,Hume (C),8,Pick-up or Deliver Something,Something picked-up or delivered for home,Transport Feature,On-Street Feature,Port Phillip (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Pick-up or Deliver Something,Something picked-up or delivered for home,Ute Driver,Vehicle Driver,Not applicable,1,Yes,9,535,564,9,572,29,23.43089,8,Both,Y25H6340223P01T07,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S08,Y25H6340223,Y25H6340223P01,8,Tuesday,Transport Feature,On-Street Feature,Port Phillip (C),9,Pick-up or Deliver Something,Something picked-up or delivered for home,Retail venue,Hardware,Moonee Valley (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Something picked-up or delivered for Work,Ute Driver,Vehicle Driver,Not applicable,1,Yes,9,572,593,9,596,21,19.80694,3,GPS Only,Y25H6340223P01T08,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S09,Y25H6340223,Y25H6340223P01,9,Tuesday,Retail venue,Hardware,Moonee Valley (C),9,Work Related,Something picked-up or delivered for Work,Place of work,My Workplace,Moonee Valley (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Ute Driver,Vehicle Driver,Not applicable,1,No,9,596,597,10,653,1,0.67685,56,Both,Y25H6340223P01T09,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S10,Y25H6340223,Y25H6340223P01,10,Tuesday,Place of work,My Workplace,Moonee Valley (C),10,Work Related,Own Workplace,Place of work,Another workplace or site,Hume (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Employers Business,Ute Driver,Vehicle Driver,Not applicable,1,No,11,653,672,13,831,19,10.98141,159,Both,Y25H6340223P01T10,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S11,Y25H6340223,Y25H6340223P01,11,Tuesday,Place of work,Another workplace or site,Hume (C),13,Work Related,Employers Business,Place of work,My Workplace,Moonee Valley (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Ute Driver,Vehicle Driver,Not applicable,1,No,14,831,853,15,942,22,10.98141,89,Both,Y25H6340223P01T11,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S12,Y25H6340223,Y25H6340223P01,12,Tuesday,Place of work,My Workplace,Moonee Valley (C),15,Work Related,Own Workplace,Accommodation,Survey Home,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Ute Driver,Vehicle Driver,Not applicable,1,Yes,16,942,1000,16,1008,58,44.38679,8,Both,Y25H6340223P01T12,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S13,Y25H6340223,Y25H6340223P01,13,Tuesday,Accommodation,Survey Home,Maroondah (C),16,At Home,Go home,Transport Feature,On-Street Feature,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Personal Business,Walked the dog,Walking,Walking,Not applicable,Not applicable,Not applicable,16,1008,1018,16,1018,10,0.76764,0,GPS Only,Y25H6340223P01T13,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P01S14,Y25H6340223,Y25H6340223P01,14,Tuesday,Transport Feature,On-Street Feature,Maroondah (C),16,Personal Business,Walked the dog,Accommodation,Survey Home,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,17,1018,1027,N/A - Did not depart,N/A - Did not depart,9,0.76764,Home/Last Trip of Day,GPS Only,Y25H6340223P01T14,434.355554444,448.151713048,422.726454723,464.576213712,0.0,432.119185905,435.012129335,499.37868926,382.086394662,495.158704187,508.023979698,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P02S01,Y25H6340223,Y25H6340223P02,1,Tuesday,Accommodation,Survey Home,Maroondah (C),8,At Home,Go home,Place of work,My Workplace,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,4WD Driver,Vehicle Driver,Not applicable,1,No,8,497,503,11,710,6,2.37403,207,Both,Y25H6340223P02T01,309.805410782,331.069515864,302.382345446,342.181937245,0.0,306.72524331,310.399124444,347.150552163,306.990029063,367.969626768,332.153953297,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P02S02,Y25H6340223,Y25H6340223P02,2,Tuesday,Place of work,My Workplace,Maroondah (C),11,Work Related,Own Workplace,Sport and Recreation venue,Swimming Pool,Knox (C),Yes,No,Not applicable,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Recreational,Other recreational (eg. exercise),Other,Other,Not applicable,Not applicable,Not applicable,12,710,720,14,840,10,6.77516,120,Travel day form only,Y25H6340223P02T02,309.805410782,331.069515864,302.382345446,342.181937245,0.0,306.72524331,310.399124444,347.150552163,306.990029063,367.969626768,332.153953297,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P02S03,Y25H6340223,Y25H6340223P02,3,Tuesday,Sport and Recreation venue,Swimming Pool,Knox (C),14,Recreational,Other recreational (eg. exercise),Place of work,My Workplace,Maroondah (C),Yes,No,Not applicable,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Other,Other,Not applicable,Not applicable,Not applicable,14,840,850,19,1148,10,6.77516,298,Travel day form only,Y25H6340223P02T03,309.805410782,331.069515864,302.382345446,342.181937245,0.0,306.72524331,310.399124444,347.150552163,306.990029063,367.969626768,332.153953297,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P02S04,Y25H6340223,Y25H6340223P02,4,Tuesday,Place of work,My Workplace,Maroondah (C),19,Work Related,Own Workplace,Accommodation,Survey Home,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,4WD Driver,Vehicle Driver,Not applicable,1,No,19,1148,1153,N/A - Did not depart,N/A - Did not depart,5,2.37403,Home/Last Trip of Day,Both,Y25H6340223P02T04,309.805410782,331.069515864,302.382345446,342.181937245,0.0,306.72524331,310.399124444,347.150552163,306.990029063,367.969626768,332.153953297,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P03S01,Y25H6340223,Y25H6340223P03,1,Tuesday,Accommodation,Survey Home,Maroondah (C),9,At Home,Go home,Place of education,Secondary School,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Education,At school,Walking,Walking,Not applicable,Not applicable,Not applicable,9,550,555,15,923,5,0.35644,368,Travel day form only,Y25H6340223P03T01,376.688717781,384.151146739,367.445593088,353.684435734,0.0,363.788345571,376.796664291,498.157756107,356.061707729,402.380462788,363.581726341,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P03S02,Y25H6340223,Y25H6340223P03,2,Tuesday,Place of education,Secondary School,Maroondah (C),15,Education,At school,Accommodation,Survey Home,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,15,923,929,N/A - Did not depart,N/A - Did not depart,6,0.35644,Home/Last Trip of Day,Both,Y25H6340223P03T02,376.688717781,384.151146739,367.445593088,353.684435734,0.0,363.788345571,376.796664291,498.157756107,356.061707729,402.380462788,363.581726341,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P04S01,Y25H6340223,Y25H6340223P04,1,Tuesday,Accommodation,Survey Home,Maroondah (C),8,At Home,Go home,Place of education,Secondary School,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Education,At school,Walking,Walking,Not applicable,Not applicable,Not applicable,8,510,515,15,920,5,0.35644,405,Travel day form only,Y25H6340223P04T01,544.171198581,642.532499186,530.232409774,511.296764377,0.0,525.250771126,546.12867882,657.203511672,541.479693999,686.49224016,446.590514472,MELB - Middle,Greater Melbourne,Weekday
Y25H6340223P04S02,Y25H6340223,Y25H6340223P04,2,Tuesday,Place of education,Secondary School,Maroondah (C),15,Education,At school,Accommodation,Survey Home,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,At Home,Go home,Walking,Walking,Not applicable,Not applicable,Not applicable,15,920,925,N/A - Did not depart,N/A - Did not depart,5,0.35644,Home/Last Trip of Day,Travel day form only,Y25H6340223P04T02,544.171198581,642.532499186,530.232409774,511.296764377,0.0,525.250771126,546.12867882,657.203511672,541.479693999,686.49224016,446.590514472,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S01,Y25H6340224,Y25H6340224P01,1,Wednesday,Accommodation,Survey Home,Maroondah (C),7,At Home,Go home,Transport Feature,Bus Stop,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Walking,Walking,Not applicable,Not applicable,Not applicable,7,426,429,7,431,3,0.21002,2,Travel day form only,Y25H6340224P01T01,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S02,Y25H6340224,Y25H6340224P01,2,Wednesday,Transport Feature,Bus Stop,Maroondah (C),7,Change Mode,Got on or off PT,Transport Feature,Bus Stop,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Public Bus,Public Bus,Full Adult,Not applicable,Not applicable,7,431,441,7,441,10,2.0103,0,Travel day form only,Y25H6340224P01T01,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S03,Y25H6340224,Y25H6340224P01,3,Wednesday,Transport Feature,Bus Stop,Maroondah (C),7,Change Mode,Got on or off PT,Transport Feature,Train Station,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Walking,Walking,Not applicable,Not applicable,Not applicable,7,441,443,7,445,2,0.22669,2,Travel day form only,Y25H6340224P01T01,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S04,Y25H6340224,Y25H6340224P01,4,Wednesday,Transport Feature,Train Station,Maroondah (C),7,Change Mode,Got on or off PT,Transport Feature,Train Station,Melbourne (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Train,Train,Full Adult,Not applicable,Not applicable,7,445,470,7,470,25,28.09074,0,Travel day form only,Y25H6340224P01T01,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S05,Y25H6340224,Y25H6340224P01,5,Wednesday,Transport Feature,Train Station,Melbourne (C),7,Change Mode,Got on or off PT,Place of work,My Workplace,Melbourne (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Work Related,Own Workplace,Walking,Walking,Not applicable,Not applicable,Not applicable,8,470,480,19,1155,10,0.72333,675,Travel day form only,Y25H6340224P01T01,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S06,Y25H6340224,Y25H6340224P01,6,Wednesday,Place of work,My Workplace,Melbourne (C),19,Work Related,Own Workplace,Transport Feature,Train Station,Melbourne (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Walking,Walking,Not applicable,Not applicable,Not applicable,19,1155,1165,19,1170,10,0.72333,5,Travel day form only,Y25H6340224P01T02,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S07,Y25H6340224,Y25H6340224P01,7,Wednesday,Transport Feature,Train Station,Melbourne (C),19,Change Mode,Got on or off PT,Transport Feature,Train Station,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Train,Train,Full Adult,Not applicable,Not applicable,19,1170,1198,19,1198,28,28.09074,0,Travel day form only,Y25H6340224P01T02,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S08,Y25H6340224,Y25H6340224P01,8,Wednesday,Transport Feature,Train Station,Maroondah (C),19,Change Mode,Got on or off PT,Transport Feature,Bus Stop,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Walking,Walking,Not applicable,Not applicable,Not applicable,20,1198,1200,20,1203,2,0.22669,3,Travel day form only,Y25H6340224P01T02,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
Y25H6340224P01S09,Y25H6340224,Y25H6340224P01,9,Wednesday,Transport Feature,Bus Stop,Maroondah (C),20,Change Mode,Got on or off PT,Transport Feature,Bus Stop,Maroondah (C),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Change Mode,Got on or off PT,Public Bus,Public Bus,Full Adult,Not applicable,Not applicable,20,1203,1213,20,1213,10,2.00799,0,Travel day form only,Y25H6340224P01T02,724.952053981,695.541967518,719.814009182,680.553291078,0.0,756.627570528,724.951775106,827.129621261,892.894026192,709.163352803,818.478231242,MELB - Middle,Greater Melbourne,Weekday
