hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6350237,Y25H6350237P02,Y25H6350237P02JTW0328,Weekday,FROM_HOME,Y25H6350237P02S03,503,Monash (C),TO_WORK,Y25H6350237P02S04,532.0,Monash (C),Vehicle Driver,Other,,,,,,,,,,,,,,Change Mode,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,503.0,530.0,,,,,,,,,,,,,,521.0,532.0,,,,,,,,,,,,,,7.29163,0.5228,,,,,,,,,,,,,,18.0,2.0,,,,,,,,,,,,,,Vehicle Driver,20,7.81443,29.0,638.631929031,MELB - Middle,Greater Melbourne
Y25H6350401,Y25H6350401P01,Y25H6350401P01JTW0329,Weekday,FROM_HOME,Y25H6350401P01S01,600,Merri-bek (C),TO_WORK,Y25H6350401P01S01,640.0,Darebin (C),Other,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,,,8.84061,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Other,40,8.84061,40.0,1064.521869759,MELB - Inner,Greater Melbourne
Y25H6350403,Y25H6350403P01,Y25H6350403P01JTW0330,Weekday,FROM_HOME,Y25H6350403P01S01,440,Merri-bek (C),TO_WORK,Y25H6350403P01S04,493.0,Melbourne (C),Vehicle Driver,Tram,Walking,Walking,,,,,,,,,,,,Change Mode,Change Mode,Buy Something,Work Related,,,,,,,,,,,,Transport Feature,Transport Feature,Entertainment venue,Place of work,,,,,,,,,,,,440.0,447.0,484.0,491.0,,,,,,,,,,,,443.0,484.0,485.0,493.0,,,,,,,,,,,,0.33719,8.06711,0.17433,0.14272,,,,,,,,,,,,3.0,37.0,1.0,2.0,,,,,,,,,,,,Tram,43,8.72135,53.0,524.681078643,MELB - Inner,Greater Melbourne
Y25H6350406,Y25H6350406P02,Y25H6350406P02JTW0331,Weekend,FROM_HOME,Y25H6350406P02S01,465,Merri-bek (C),TO_WORK,Y25H6350406P02S01,480.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,7.3188,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,7.3188,15.0,1679.122276245,MELB - Inner,Greater Melbourne
Y25H6350432,Y25H6350432P02,Y25H6350432P02JTW0332,Weekday,FROM_HOME,Y25H6350432P02S01,485,Merri-bek (C),TO_WORK,Y25H6350432P02S03,530.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,485.0,492.0,510.0,,,,,,,,,,,,,492.0,510.0,530.0,,,,,,,,,,,,,0.53889,7.69959,0.96244,,,,,,,,,,,,,7.0,18.0,20.0,,,,,,,,,,,,,Train,45,9.20092,45.0,996.47982016,MELB - Inner,Greater Melbourne
Y25H6350522,Y25H6350522P01,Y25H6350522P01JTW0333,Weekday,FROM_HOME,Y25H6350522P01S01,780,Melton (S),TO_WORK,Y25H6350522P01S01,835.0,Port Phillip (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,780.0,,,,,,,,,,,,,,,835.0,,,,,,,,,,,,,,,48.68108,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,Vehicle Driver,55,48.68108,55.0,1215.458834355,MELB - Outer,Greater Melbourne
Y25H6350522,Y25H6350522P02,Y25H6350522P02JTW0334,Weekday,FROM_HOME,Y25H6350522P02S01,865,Melton (S),TO_WORK,Y25H6350522P02S01,905.0,Maribyrnong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,865.0,,,,,,,,,,,,,,,905.0,,,,,,,,,,,,,,,41.9228,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,41.9228,40.0,2008.80007408,MELB - Outer,Greater Melbourne
Y25H6350522,Y25H6350522P03,Y25H6350522P03JTW0335,Weekday,FROM_HOME,Y25H6350522P03S01,463,Melton (S),TO_WORK,Y25H6350522P03S07,600.0,Port Phillip (C),Walking,Public Bus,Walking,Train,Walking,Tram,Walking,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,463.0,471.0,489.0,499.0,550.0,576.0,592.0,,,,,,,,,471.0,489.0,492.0,550.0,555.0,592.0,600.0,,,,,,,,,0.4773,3.25252,0.06651,46.26113,0.21018,3.63327,0.28816,,,,,,,,,8.0,18.0,3.0,51.0,5.0,16.0,8.0,,,,,,,,,Train,109,54.18907,137.0,1431.004005116,MELB - Outer,Greater Melbourne
Y25H6350523,Y25H6350523P02,Y25H6350523P02JTW0336,Weekday,FROM_HOME,Y25H6350523P02S01,468,Melton (S),TO_WORK,Y25H6350523P02S02,536.0,Wyndham (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Deliver Something,Work Related,,,,,,,,,,,,,,Personal services,Place of work,,,,,,,,,,,,,,468.0,518.0,,,,,,,,,,,,,,512.0,536.0,,,,,,,,,,,,,,41.308,5.12824,,,,,,,,,,,,,,44.0,18.0,,,,,,,,,,,,,,Vehicle Driver,62,46.43624,68.0,1189.159508113,MELB - Outer,Greater Melbourne
Y25H6350527,Y25H6350527P01,Y25H6350527P01JTW0337,Weekend,FROM_HOME,Y25H6350527P01S04,1012,Melton (S),TO_WORK,Y25H6350527P01S04,1050.0,Maribyrnong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1012.0,,,,,,,,,,,,,,,1050.0,,,,,,,,,,,,,,,42.09975,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,Vehicle Driver,38,42.09975,38.0,1582.928078449,MELB - Outer,Greater Melbourne
Y25H6350527,Y25H6350527P02,Y25H6350527P02JTW0338,Weekend,FROM_HOME,Y25H6350527P02S01,454,Melton (S),TO_WORK,Y25H6350527P02S01,472.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,24.18992,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,Vehicle Passenger,18,24.18992,18.0,2193.637772582,MELB - Outer,Greater Melbourne
Y25H6350530,Y25H6350530P01,Y25H6350530P01JTW0339,Weekday,FROM_HOME,Y25H6350530P01S01,315,Melton (S),TO_WORK,Y25H6350530P01S01,345.0,Hobsons Bay (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,36.91005,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,36.91005,30.0,1083.775172757,MELB - Outer,Greater Melbourne
Y25H6350530,Y25H6350530P02,Y25H6350530P02JTW0340,Weekday,FROM_HOME,Y25H6350530P02S01,300,Melton (S),TO_WORK,Y25H6350530P02S01,325.0,Hobsons Bay (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,325.0,,,,,,,,,,,,,,,36.91005,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,36.91005,25.0,1083.775172757,MELB - Outer,Greater Melbourne
Y25H6350531,Y25H6350531P01,Y25H6350531P01JTW0341,Weekday,FROM_HOME,Y25H6350531P01S01,1250,Melton (S),TO_WORK,Y25H6350531P01S01,1300.0,Wyndham (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,1250.0,,,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,,,36.18444,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Driver,50,36.18444,50.0,992.250872066,MELB - Outer,Greater Melbourne
Y25H6360101,Y25H6360101P01,Y25H6360101P01JTW0342,Weekday,FROM_HOME,Y25H6360101P01S01,423,Frankston (C),TO_WORK,Y25H6360101P01S01,475.0,Cardinia (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,43.20129,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,Vehicle Driver,52,43.20129,52.0,1681.444156697,MELB - Outer,Greater Melbourne
Y25H6360104,Y25H6360104P01,Y25H6360104P01JTW0343,Weekday,FROM_HOME,Y25H6360104P01S01,510,Frankston (C),TO_WORK,Y25H6360104P01S01,540.0,Monash (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,28.31824,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,28.31824,30.0,2990.925807625,MELB - Outer,Greater Melbourne
Y25H6360104,Y25H6360104P02,Y25H6360104P02JTW0344,Weekday,FROM_HOME,Y25H6360104P02S01,468,Frankston (C),TO_WORK,Y25H6360104P02S01,518.0,Bayside (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,25.91157,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Driver,50,25.91157,50.0,3014.789161752,MELB - Outer,Greater Melbourne
Y25H6360130,Y25H6360130P03,Y25H6360130P03JTW0345,Weekday,FROM_HOME,Y25H6360130P03S01,420,Frankston (C),TO_WORK,Y25H6360130P03S01,440.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,18.30286,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,18.30286,20.0,799.446836462,MELB - Outer,Greater Melbourne
Y25H6360130,Y25H6360130P04,Y25H6360130P04JTW0346,Weekday,FROM_HOME,Y25H6360130P04S01,330,Frankston (C),TO_WORK,Y25H6360130P04S01,345.0,Kingston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,23.48053,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,23.48053,15.0,1532.883620956,MELB - Outer,Greater Melbourne
Y25H6360136,Y25H6360136P02,Y25H6360136P02JTW0347,Weekday,FROM_HOME,Y25H6360136P02S01,410,Frankston (C),TO_WORK,Y25H6360136P02S01,414.0,Frankston (C),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,1.43836,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.43836,4.0,914.106345162,MELB - Outer,Greater Melbourne
Y25H6360138,Y25H6360138P01,Y25H6360138P01JTW0348,Weekday,FROM_HOME,Y25H6360138P01S01,260,Frankston (C),TO_WORK,Y25H6360138P01S01,300.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,46.94225,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,46.94225,40.0,1394.223061904,MELB - Outer,Greater Melbourne
Y25H6360139,Y25H6360139P01,Y25H6360139P01JTW0349,Weekday,FROM_HOME,Y25H6360139P01S01,495,Frankston (C),TO_WORK,Y25H6360139P01S01,510.0,Frankston (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,1.85955,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,1.85955,15.0,1233.626136901,MELB - Outer,Greater Melbourne
Y25H6360203,Y25H6360203P02,Y25H6360203P02JTW0350,Weekday,FROM_HOME,Y25H6360203P02S01,450,Knox (C),TO_WORK,Y25H6360203P02S01,475.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,11.20603,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,11.20603,25.0,1178.377960897,MELB - Outer,Greater Melbourne
Y25H6360203,Y25H6360203P04,Y25H6360203P04JTW0351,Weekday,FROM_HOME,Y25H6360203P04S01,450,Knox (C),TO_WORK,Y25H6360203P04S01,475.0,Yarra Ranges (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,11.20603,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,11.20603,25.0,1003.056601853,MELB - Outer,Greater Melbourne
Y25H6360205,Y25H6360205P02,Y25H6360205P02JTW0352,Weekday,FROM_HOME,Y25H6360205P02S01,480,Knox (C),TO_WORK,Y25H6360205P02S01,510.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,20.91187,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,20.91187,30.0,1497.809604065,MELB - Outer,Greater Melbourne
Y25H6360208,Y25H6360208P01,Y25H6360208P01JTW0353,Weekday,FROM_HOME,Y25H6360208P01S01,675,Knox (C),TO_WORK,Y25H6360208P01S01,710.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,675.0,,,,,,,,,,,,,,,710.0,,,,,,,,,,,,,,,34.13461,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Vehicle Driver,35,34.13461,35.0,1581.08460664,MELB - Outer,Greater Melbourne
Y25H6360230,Y25H6360230P01,Y25H6360230P01JTW0354,Weekday,FROM_HOME,Y25H6360230P01S01,390,Knox (C),TO_WORK,Y25H6360230P01S01,400.0,Knox (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,4.79618,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Driver,10,4.79618,10.0,564.776234699,MELB - Middle,Greater Melbourne
Y25H6360230,Y25H6360230P02,Y25H6360230P02JTW0355,Weekday,FROM_HOME,Y25H6360230P02S01,390,Knox (C),TO_WORK,Y25H6360230P02S01,405.0,Maroondah (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,405.0,,,,,,,,,,,,,,,5.84486,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,5.84486,15.0,437.383394514,MELB - Middle,Greater Melbourne
Y25H6360232,Y25H6360232P01,Y25H6360232P01JTW0356,Weekday,FROM_HOME,Y25H6360232P01S01,465,Knox (C),TO_WORK,Y25H6360232P01S01,515.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,32.01207,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Driver,50,32.01207,50.0,493.875058261,MELB - Middle,Greater Melbourne
Y25H6360232,Y25H6360232P02,Y25H6360232P02JTW0357,Weekday,FROM_HOME,Y25H6360232P02S01,510,Knox (C),TO_WORK,Y25H6360232P02S01,525.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,8.81767,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,8.81767,15.0,471.919086918,MELB - Middle,Greater Melbourne
Y25H6360236,Y25H6360236P02,Y25H6360236P02JTW0358,Weekday,FROM_HOME,Y25H6360236P02S01,426,Knox (C),TO_WORK,Y25H6360236P02S02,451.0,Manningham (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Personal Business,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,426.0,446.0,,,,,,,,,,,,,,440.0,451.0,,,,,,,,,,,,,,11.22791,3.85806,,,,,,,,,,,,,,14.0,5.0,,,,,,,,,,,,,,Vehicle Driver,19,15.08597,25.0,440.131045917,MELB - Middle,Greater Melbourne
Y25H6360236,Y25H6360236P02,Y25H6360236P02JTW0359,Weekday,FROM_HOME,Y25H6360236P02S04,886,Knox (C),TO_WORK,Y25H6360236P02S05,912.0,Manningham (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Personal Business,Work Related,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,886.0,906.0,,,,,,,,,,,,,,900.0,912.0,,,,,,,,,,,,,,11.22791,3.85806,,,,,,,,,,,,,,14.0,6.0,,,,,,,,,,,,,,Vehicle Driver,20,15.08597,26.0,440.131045917,MELB - Middle,Greater Melbourne
Y25H6360236,Y25H6360236P03,Y25H6360236P03JTW0360,Weekday,FROM_HOME,Y25H6360236P03S01,520,Knox (C),TO_WORK,Y25H6360236P03S01,556.0,Yarra (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,556.0,,,,,,,,,,,,,,,30.36493,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,Vehicle Driver,36,30.36493,36.0,364.64704214,MELB - Middle,Greater Melbourne
Y25H6360238,Y25H6360238P02,Y25H6360238P02JTW0361,Weekday,FROM_HOME,Y25H6360238P02S01,630,Knox (C),TO_WORK,Y25H6360238P02S01,690.0,Merri-bek (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,39.79369,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,Vehicle Driver,60,39.79369,60.0,506.004471231,MELB - Middle,Greater Melbourne
Y25H6360241,Y25H6360241P01,Y25H6360241P01JTW0362,Weekend,FROM_HOME,Y25H6360241P01S01,410,Knox (C),TO_WORK,Y25H6360241P01S02,450.0,Monash (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Buy Something,Work Related,,,,,,,,,,,,,,Retail venue,Place of work,,,,,,,,,,,,,,410.0,430.0,,,,,,,,,,,,,,420.0,450.0,,,,,,,,,,,,,,4.76163,10.34237,,,,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,Vehicle Driver,30,15.104,40.0,443.873629615,MELB - Middle,Greater Melbourne
Y25H6360317,Y25H6360317P01,Y25H6360317P01JTW0363,Weekday,FROM_HOME,Y25H6360317P01S01,465,Port Phillip (C),TO_WORK,Y25H6360317P01S02,540.0,Glen Eira (C),Vehicle Driver,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Deliver Something,Work Related,,,,,,,,,,,,,,Personal services,Place of work,,,,,,,,,,,,,,465.0,510.0,,,,,,,,,,,,,,500.0,540.0,,,,,,,,,,,,,,19.18116,13.59907,,,,,,,,,,,,,,35.0,30.0,,,,,,,,,,,,,,Vehicle Driver,65,32.78023,75.0,1063.013181865,MELB - Inner,Greater Melbourne
Y25H6360337,Y25H6360337P02,Y25H6360337P02JTW0364,Weekday,FROM_HOME,Y25H6360337P02S01,505,Port Phillip (C),TO_WORK,Y25H6360337P02S05,568.0,Melbourne (C),Walking,Tram,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Work Related,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,505.0,518.0,548.0,555.0,565.0,,,,,,,,,,,511.0,548.0,549.0,565.0,568.0,,,,,,,,,,,0.57522,6.82698,0.10646,1.79681,0.09844,,,,,,,,,,,6.0,30.0,1.0,10.0,3.0,,,,,,,,,,,Tram,50,9.40391,63.0,2351.016936362,MELB - Inner,Greater Melbourne
Y25H6360340,Y25H6360340P01,Y25H6360340P01JTW0365,Weekday,FROM_HOME,Y25H6360340P01S01,382,Port Phillip (C),TO_WORK,Y25H6360340P01S03,402.0,Melbourne (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Work Related,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of work,,,,,,,,,,,,,382.0,388.0,400.0,,,,,,,,,,,,,388.0,400.0,402.0,,,,,,,,,,,,,0.28483,3.42654,0.03915,,,,,,,,,,,,,6.0,12.0,2.0,,,,,,,,,,,,,Public Bus,20,3.75052,20.0,1935.382937503,MELB - Inner,Greater Melbourne
Y25H6360340,Y25H6360340P02,Y25H6360340P02JTW0366,Weekday,FROM_HOME,Y25H6360340P02S01,501,Port Phillip (C),TO_WORK,Y25H6360340P02S09,1009.0,Melbourne (C),Walking,Tram,Walking,Walking,Walking,Walking,Tram,Walking,Walking,,,,,,,Change Mode,Change Mode,Buy Something,Education,Social,Change Mode,Change Mode,Other Purpose,Work Related,,,,,,,Transport Feature,Transport Feature,Retail venue,Place of education,Accommodation,Transport Feature,Transport Feature,Other place,Place of work,,,,,,,501.0,511.0,543.0,548.0,775.0,908.0,910.0,924.0,998.0,,,,,,,507.0,543.0,545.0,570.0,779.0,910.0,924.0,926.0,1009.0,,,,,,,0.57546,6.78986,0.06255,0.84211,0.34321,0.13324,1.18542,0.15768,1.00616,,,,,,,6.0,32.0,2.0,22.0,4.0,2.0,14.0,2.0,11.0,,,,,,,Tram,95,11.09569,508.0,3433.163531649,MELB - Inner,Greater Melbourne
Y25H6360504,Y25H6360504P01,Y25H6360504P01JTW0367,Weekday,FROM_HOME,Y25H6360504P01S01,350,Wyndham (C),TO_WORK,Y25H6360504P01S01,380.0,Greater Geelong (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,25.41086,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,25.41086,30.0,1245.795447688,MELB - Outer,Greater Melbourne
Y25H6360505,Y25H6360505P01,Y25H6360505P01JTW0368,Weekday,FROM_HOME,Y25H6360505P01S01,255,Wyndham (C),TO_WORK,Y25H6360505P01S01,480.0,Moorabool (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,51.46574,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,Vehicle Driver,225,51.46574,225.0,1229.044055691,MELB - Outer,Greater Melbourne
Y25H6360509,Y25H6360509P01,Y25H6360509P01JTW0369,Weekday,FROM_HOME,Y25H6360509P01S01,300,Wyndham (C),TO_WORK,Y25H6360509P01S01,335.0,Brimbank (C),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,31.59517,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,Vehicle Driver,35,31.59517,35.0,1908.892088169,MELB - Outer,Greater Melbourne
Y25H6360516,Y25H6360516P01,Y25H6360516P01JTW0370,Weekday,FROM_HOME,Y25H6360516P01S01,295,Wyndham (C),TO_WORK,Y25H6360516P01S01,320.0,Melton (S),Vehicle Driver,,,,,,,,,,,,,,,Work Related,,,,,,,,,,,,,,,Place of work,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,19.17385,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,19.17385,25.0,968.405707549,MELB - Outer,Greater Melbourne
Y25H6360516,Y25H6360516P02,Y25H6360516P02JTW0371,Weekday,FROM_HOME,Y25H6360516P02S01,485,Wyndham (C),TO_WORK,Y25H6360516P02S02,540.0,Maribyrnong (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Pick-up or Deliver Something,Work Related,,,,,,,,,,,,,,Accommodation,Place of work,,,,,,,,,,,,,,485.0,495.0,,,,,,,,,,,,,,488.0,540.0,,,,,,,,,,,,,,0.91848,33.29393,,,,,,,,,,,,,,3.0,45.0,,,,,,,,,,,,,,Vehicle Driver,48,34.212410000000006,55.0,718.337271814,MELB - Outer,Greater Melbourne
