hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6370223,Y25H6370223P02,Y25H6370223P02JTE162,Weekday,FROM_HOME,Y25H6370223P02S01,487,Casey (C),TO_EDUCATION,Y25H6370223P02S03,583.0,Melbourne (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,487.0,509.0,576.0,,,,,,,,,,,,,501.0,576.0,583.0,,,,,,,,,,,,,0.75751,51.05062,0.59398,,,,,,,,,,,,,14.0,67.0,7.0,,,,,,,,,,,,,Train,88,52.40211000000001,96.0,692.886493272,MELB - Outer,Greater Melbourne
Y25H6370223,Y25H6370223P03,Y25H6370223P03JTE163,Weekday,FROM_HOME,Y25H6370223P03S01,500,Casey (C),TO_EDUCATION,Y25H6370223P03S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.35763,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.35763,10.0,602.484718959,MELB - Outer,Greater Melbourne
Y25H6370223,Y25H6370223P04,Y25H6370223P04JTE164,Weekday,FROM_HOME,Y25H6370223P04S01,500,Casey (C),TO_EDUCATION,Y25H6370223P04S01,510.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,3.35763,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,3.35763,10.0,557.825848866,MELB - Outer,Greater Melbourne
Y25H6370233,Y25H6370233P03,Y25H6370233P03JTE165,Weekday,FROM_HOME,Y25H6370233P03S01,525,Casey (C),TO_EDUCATION,Y25H6370233P03S01,530.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.15225,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.15225,5.0,1113.069207024,MELB - Outer,Greater Melbourne
Y25H6370233,Y25H6370233P04,Y25H6370233P04JTE166,Weekday,FROM_HOME,Y25H6370233P04S01,525,Casey (C),TO_EDUCATION,Y25H6370233P04S01,530.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.15225,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.15225,5.0,1384.988418484,MELB - Outer,Greater Melbourne
Y25H6370308,Y25H6370308P03,Y25H6370308P03JTE167,Weekday,FROM_HOME,Y25H6370308P03S01,510,Moonee Valley (C),TO_EDUCATION,Y25H6370308P03S01,520.0,Moonee Valley (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.65652,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.65652,10.0,485.589105772,MELB - Inner,Greater Melbourne
Y25H6370308,Y25H6370308P04,Y25H6370308P04JTE168,Weekday,FROM_HOME,Y25H6370308P04S01,510,Moonee Valley (C),TO_EDUCATION,Y25H6370308P04S01,520.0,Moonee Valley (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.65652,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.65652,10.0,485.246645004,MELB - Inner,Greater Melbourne
Y25H6370309,Y25H6370309P03,Y25H6370309P03JTE169,Weekday,FROM_HOME,Y25H6370309P03S01,495,Moonee Valley (C),TO_EDUCATION,Y25H6370309P03S02,520.0,Moonee Valley (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,495.0,510.0,,,,,,,,,,,,,,505.0,520.0,,,,,,,,,,,,,,3.80515,2.36848,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,20,6.173629999999999,25.0,816.091323906,MELB - Inner,Greater Melbourne
Y25H6370309,Y25H6370309P04,Y25H6370309P04JTE170,Weekday,FROM_HOME,Y25H6370309P04S01,495,Moonee Valley (C),TO_EDUCATION,Y25H6370309P04S02,520.0,Moonee Valley (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,495.0,510.0,,,,,,,,,,,,,,505.0,520.0,,,,,,,,,,,,,,3.80515,2.36848,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,20,6.173629999999999,25.0,815.509711995,MELB - Inner,Greater Melbourne
Y25H6370319,Y25H6370319P03,Y25H6370319P03JTE171,Weekday,FROM_HOME,Y25H6370319P03S01,520,Moonee Valley (C),TO_EDUCATION,Y25H6370319P03S03,547.0,Moonee Valley (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,520.0,526.0,536.0,,,,,,,,,,,,,523.0,536.0,547.0,,,,,,,,,,,,,0.20102,2.75077,0.96434,,,,,,,,,,,,,3.0,10.0,11.0,,,,,,,,,,,,,Tram,24,3.91613,27.0,580.118335849,MELB - Inner,Greater Melbourne
Y25H6370417,Y25H6370417P03,Y25H6370417P03JTE172,Weekday,FROM_HOME,Y25H6370417P03S01,520,Merri-bek (C),TO_EDUCATION,Y25H6370417P03S01,535.0,Merri-bek (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.82446,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,0.82446,15.0,736.627851767,MELB - Inner,Greater Melbourne
Y25H6370420,Y25H6370420P03,Y25H6370420P03JTE173,Weekend,FROM_HOME,Y25H6370420P03S01,604,Merri-bek (C),TO_EDUCATION,Y25H6370420P03S01,623.0,Hume (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,604.0,,,,,,,,,,,,,,,623.0,,,,,,,,,,,,,,,15.16428,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,Vehicle Passenger,19,15.16428,19.0,1448.50742117,MELB - Inner,Greater Melbourne
Y25H6370423,Y25H6370423P01,Y25H6370423P01JTE174,Weekday,FROM_HOME,Y25H6370423P01S01,481,Merri-bek (C),TO_EDUCATION,Y25H6370423P01S16,963.0,Port Phillip (C),Walking,Tram,Walking,Walking,Vehicle Passenger,Vehicle Passenger,Vehicle Passenger,Vehicle Passenger,Walking,Walking,Vehicle Passenger,Vehicle Passenger,Walking,Walking,Tram,Change Mode,Change Mode,Work Related,Accompany Someone,Work Related,Work Related,Work Related,Accompany Someone,Work Related,Accompany Someone,Work Related,Work Related,Buy Something,Change Mode,Change Mode,Transport Feature,Transport Feature,Place of work,Transport Feature,Retail venue,Place of work,Place of work,Transport Feature,Place of work,Transport Feature,Place of work,Place of work,Retail venue,Transport Feature,Transport Feature,481.0,492.0,517.0,525.0,544.0,568.0,588.0,691.0,705.0,728.0,730.0,786.0,902.0,911.0,931.0,490.0,517.0,521.0,531.0,555.0,584.0,593.0,702.0,713.0,730.0,738.0,790.0,909.0,922.0,961.0,0.75587,5.55182,0.25943,0.28606,3.61989,3.23402,0.42251,1.46763,0.23029,0.23029,0.99045,0.67679,0.32818,0.82203,6.38642,9.0,25.0,4.0,6.0,11.0,16.0,5.0,11.0,8.0,2.0,8.0,4.0,7.0,11.0,30.0,Tram,157,25.26168,482.0,2765.786952867,MELB - Inner,Greater Melbourne
Y25H6370440,Y25H6370440P02,Y25H6370440P02JTE175,Weekday,FROM_HOME,Y25H6370440P02S01,525,Merri-bek (C),TO_EDUCATION,Y25H6370440P02S01,535.0,Merri-bek (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.65182,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.65182,10.0,1031.313329081,MELB - Inner,Greater Melbourne
Y25H6370440,Y25H6370440P03,Y25H6370440P03JTE176,Weekday,FROM_HOME,Y25H6370440P03S01,525,Merri-bek (C),TO_EDUCATION,Y25H6370440P03S01,535.0,Merri-bek (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.65182,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.65182,10.0,658.279282339,MELB - Inner,Greater Melbourne
Y25H6370440,Y25H6370440P04,Y25H6370440P04JTE177,Weekday,FROM_HOME,Y25H6370440P04S01,525,Merri-bek (C),TO_EDUCATION,Y25H6370440P04S01,535.0,Merri-bek (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,0.65182,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.65182,10.0,782.244697701,MELB - Inner,Greater Melbourne
Y25H6380205,Y25H6380205P04,Y25H6380205P04JTE178,Weekday,FROM_HOME,Y25H6380205P04S01,474,Yarra Ranges (S),TO_EDUCATION,Y25H6380205P04S01,514.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,26.16066,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,Vehicle Driver,40,26.16066,40.0,503.668293761,MELB - Outer,Greater Melbourne
Y25H6380208,Y25H6380208P03,Y25H6380208P03JTE179,Weekday,FROM_HOME,Y25H6380208P03S01,510,Yarra Ranges (S),TO_EDUCATION,Y25H6380208P03S01,511.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,0.74055,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Vehicle Passenger,1,0.74055,1.0,442.051572567,MELB - Outer,Greater Melbourne
Y25H6380208,Y25H6380208P04,Y25H6380208P04JTE180,Weekday,FROM_HOME,Y25H6380208P04S01,510,Yarra Ranges (S),TO_EDUCATION,Y25H6380208P04S01,511.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,0.74055,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,Vehicle Passenger,1,0.74055,1.0,367.559642657,MELB - Outer,Greater Melbourne
Y25H6380211,Y25H6380211P03,Y25H6380211P03JTE181,Weekday,FROM_HOME,Y25H6380211P03S01,505,Yarra Ranges (S),TO_EDUCATION,Y25H6380211P03S01,520.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,8.82881,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,8.82881,15.0,971.255024801,MELB - Outer,Greater Melbourne
Y25H6380212,Y25H6380212P02,Y25H6380212P02JTE182,Weekday,FROM_HOME,Y25H6380212P02S01,510,Yarra Ranges (S),TO_EDUCATION,Y25H6380212P02S01,512.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,0.74931,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.74931,2.0,492.25000713,MELB - Outer,Greater Melbourne
Y25H6380225,Y25H6380225P03,Y25H6380225P03JTE183,Weekday,FROM_HOME,Y25H6380225P03S01,510,Yarra Ranges (S),TO_EDUCATION,Y25H6380225P03S01,515.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,2.10975,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,2.10975,5.0,699.085228548,MELB - Outer,Greater Melbourne
Y25H6380225,Y25H6380225P04,Y25H6380225P04JTE184,Weekday,FROM_HOME,Y25H6380225P04S01,510,Yarra Ranges (S),TO_EDUCATION,Y25H6380225P04S02,526.0,Knox (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,510.0,516.0,,,,,,,,,,,,,,515.0,526.0,,,,,,,,,,,,,,2.10975,11.97044,,,,,,,,,,,,,,5.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,15,14.08019,16.0,914.015994001,MELB - Outer,Greater Melbourne
Y25H6380437,Y25H6380437P03,Y25H6380437P03JTE185,Weekday,FROM_HOME,Y25H6380437P03S01,520,Merri-bek (C),TO_EDUCATION,Y25H6380437P03S01,530.0,Merri-bek (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,0.65702,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.65702,10.0,5044.334334116,MELB - Outer,Greater Melbourne
Y25H6380437,Y25H6380437P04,Y25H6380437P04JTE186,Weekday,FROM_HOME,Y25H6380437P04S01,520,Merri-bek (C),TO_EDUCATION,Y25H6380437P04S01,530.0,Merri-bek (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,0.65702,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.65702,10.0,4904.151423924,MELB - Outer,Greater Melbourne
Y25H6380509,Y25H6380509P03,Y25H6380509P03JTE187,Weekday,FROM_HOME,Y25H6380509P03S02,790,Brimbank (C),TO_EDUCATION,Y25H6380509P03S04,855.0,Maribyrnong (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,790.0,820.0,840.0,,,,,,,,,,,,,810.0,840.0,855.0,,,,,,,,,,,,,1.90469,15.00423,1.23332,,,,,,,,,,,,,20.0,20.0,15.0,,,,,,,,,,,,,Train,55,18.14224,65.0,1483.3819875,MELB - Outer,Greater Melbourne
Y25H6380531,Y25H6380531P05,Y25H6380531P05JTE188,Weekday,FROM_HOME,Y25H6380531P05S01,511,Brimbank (C),TO_EDUCATION,Y25H6380531P05S01,519.0,Brimbank (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,2.91764,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Passenger,8,2.91764,8.0,2210.699007627,MELB - Outer,Greater Melbourne
Y25H6380531,Y25H6380531P06,Y25H6380531P06JTE189,Weekday,FROM_HOME,Y25H6380531P06S01,567,Brimbank (C),TO_EDUCATION,Y25H6380531P06S01,572.0,Brimbank (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,567.0,,,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,2.91764,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,2.91764,5.0,2198.783027221,MELB - Outer,Greater Melbourne
Y25H6390112,Y25H6390112P03,Y25H6390112P03JTE190,Weekday,FROM_HOME,Y25H6390112P03S01,520,Mornington Peninsula (S),TO_EDUCATION,Y25H6390112P03S01,535.0,Mornington Peninsula (S),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,1.31022,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Bicycle,15,1.31022,15.0,2492.031954423,MELB - Outer,Greater Melbourne
Y25H6390122,Y25H6390122P03,Y25H6390122P03JTE191,Weekday,FROM_HOME,Y25H6390122P03S01,500,Mornington Peninsula (S),TO_EDUCATION,Y25H6390122P03S01,515.0,Mornington Peninsula (S),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,12.62837,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,12.62837,15.0,483.348961563,MELB - Outer,Greater Melbourne
Y25H6390122,Y25H6390122P04,Y25H6390122P04JTE192,Weekday,FROM_HOME,Y25H6390122P04S01,499,Mornington Peninsula (S),TO_EDUCATION,Y25H6390122P04S01,520.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,11.67904,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,Vehicle Passenger,21,11.67904,21.0,594.022662763,MELB - Outer,Greater Melbourne
Y25H6390122,Y25H6390122P05,Y25H6390122P05JTE193,Weekday,FROM_HOME,Y25H6390122P05S01,499,Mornington Peninsula (S),TO_EDUCATION,Y25H6390122P05S01,520.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,11.67904,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,Vehicle Passenger,21,11.67904,21.0,928.008208338,MELB - Outer,Greater Melbourne
Y25H6390122,Y25H6390122P06,Y25H6390122P06JTE194,Weekday,FROM_HOME,Y25H6390122P06S01,499,Mornington Peninsula (S),TO_EDUCATION,Y25H6390122P06S01,520.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,11.67904,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,Vehicle Passenger,21,11.67904,21.0,926.043635621,MELB - Outer,Greater Melbourne
Y25H6390136,Y25H6390136P04,Y25H6390136P04JTE195,Weekday,FROM_HOME,Y25H6390136P04S01,405,Mornington Peninsula (S),TO_EDUCATION,Y25H6390136P04S05,525.0,Port Phillip (C),Vehicle Driver,Train,Walking,Tram,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,405.0,450.0,510.0,516.0,523.0,,,,,,,,,,,445.0,505.0,511.0,523.0,525.0,,,,,,,,,,,34.33514,37.94405,0.10003,2.13247,0.11572,,,,,,,,,,,40.0,55.0,1.0,7.0,2.0,,,,,,,,,,,Train,105,74.62741,120.0,750.46930765,MELB - Outer,Greater Melbourne
Y25H6390136,Y25H6390136P05,Y25H6390136P05JTE196,Weekday,FROM_HOME,Y25H6390136P05S01,470,Mornington Peninsula (S),TO_EDUCATION,Y25H6390136P05S02,512.0,Mornington Peninsula (S),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,470.0,482.0,,,,,,,,,,,,,,480.0,512.0,,,,,,,,,,,,,,1.01323,11.67985,,,,,,,,,,,,,,10.0,30.0,,,,,,,,,,,,,,School Bus,40,12.69308,42.0,294.703232384,MELB - Outer,Greater Melbourne
Y25H6390140,Y25H6390140P04,Y25H6390140P04JTE197,Weekday,FROM_HOME,Y25H6390140P04S01,610,Mornington Peninsula (S),TO_EDUCATION,Y25H6390140P04S01,630.0,Mornington Peninsula (S),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,,,,19.6472,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Driver,20,19.6472,20.0,423.10971905,MELB - Outer,Greater Melbourne
Y25H6390140,Y25H6390140P04,Y25H6390140P04JTE198,Weekday,FROM_HOME,Y25H6390140P04S03,715,Mornington Peninsula (S),TO_EDUCATION,Y25H6390140P04S05,783.0,Mornington Peninsula (S),Vehicle Driver,Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,Personal Business,Social,Education,,,,,,,,,,,,,Personal services,Retail venue,Place of education,,,,,,,,,,,,,715.0,760.0,775.0,,,,,,,,,,,,,740.0,765.0,783.0,,,,,,,,,,,,,25.87397,1.12275,5.4433,,,,,,,,,,,,,25.0,5.0,8.0,,,,,,,,,,,,,Vehicle Driver,38,32.44002,68.0,423.10971905,MELB - Outer,Greater Melbourne
Y25H6390140,Y25H6390140P05,Y25H6390140P05JTE199,Weekday,FROM_HOME,Y25H6390140P05S01,450,Mornington Peninsula (S),TO_EDUCATION,Y25H6390140P05S01,475.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,16.5305,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,16.5305,25.0,396.496748502,MELB - Outer,Greater Melbourne
Y25H6390140,Y25H6390140P06,Y25H6390140P06JTE200,Weekday,FROM_HOME,Y25H6390140P06S01,450,Mornington Peninsula (S),TO_EDUCATION,Y25H6390140P06S01,475.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,16.5305,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Passenger,25,16.5305,25.0,1725.429017036,MELB - Outer,Greater Melbourne
Y25H6390203,Y25H6390203P03,Y25H6390203P03JTE201,Weekday,FROM_HOME,Y25H6390203P03S01,450,Casey (C),TO_EDUCATION,Y25H6390203P03S01,465.0,Cardinia (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,9.52163,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,9.52163,15.0,1124.708231691,MELB - Outer,Greater Melbourne
Y25H6390203,Y25H6390203P04,Y25H6390203P04JTE202,Weekday,FROM_HOME,Y25H6390203P04S01,450,Casey (C),TO_EDUCATION,Y25H6390203P04S01,465.0,Cardinia (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,9.52163,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,9.52163,15.0,1248.042494859,MELB - Outer,Greater Melbourne
Y25H6390208,Y25H6390208P05,Y25H6390208P05JTE203,Weekday,FROM_HOME,Y25H6390208P05S01,495,Casey (C),TO_EDUCATION,Y25H6390208P05S01,515.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,2.45977,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,2.45977,20.0,1971.482539516,MELB - Outer,Greater Melbourne
Y25H6390210,Y25H6390210P04,Y25H6390210P04JTE204,Weekday,FROM_HOME,Y25H6390210P04S01,360,Casey (C),TO_EDUCATION,Y25H6390210P04S05,480.0,Melbourne (C),Walking,Public Bus,Walking,Train,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,360.0,366.0,381.0,393.0,453.0,,,,,,,,,,,365.0,381.0,383.0,453.0,480.0,,,,,,,,,,,0.18093,4.20619,0.32305,49.67258,1.541,,,,,,,,,,,5.0,15.0,2.0,60.0,27.0,,,,,,,,,,,Train,109,55.92375,120.0,2561.227737142,MELB - Outer,Greater Melbourne
