hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y25H6600335,Y25H6600335P04,Y25H6600335P04JTE464,Weekend,FROM_HOME,Y25H6600335P04S01,725,Bayside (C),TO_EDUCATION,Y25H6600335P04S02,805.0,Kingston (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Social,Education,,,,,,,,,,,,,,Retail venue,Place of education,,,,,,,,,,,,,,725.0,795.0,,,,,,,,,,,,,,740.0,805.0,,,,,,,,,,,,,,6.12369,0.94959,,,,,,,,,,,,,,15.0,10.0,,,,,,,,,,,,,,Vehicle Passenger,25,7.07328,80.0,837.68812038,MELB - Middle,Greater Melbourne
Y25H6601129,Y25H6601129P03,Y25H6601129P03JTE465,Weekday,FROM_HOME,Y25H6601129P03S01,420,Greater Geelong (C),TO_EDUCATION,Y25H6601129P03S01,450.0,Greater Geelong (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,32.64888,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,32.64888,30.0,775.495338826,Geelong SA4,Geelong SA4
Y25H6601133,Y25H6601133P03,Y25H6601133P03JTE466,Weekday,FROM_HOME,Y25H6601133P03S01,485,Greater Geelong (C),TO_EDUCATION,Y25H6601133P03S01,510.0,Greater Geelong (C),School Bus,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,12.48333,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,School Bus,25,12.48333,25.0,330.57459527,Geelong SA4,Geelong SA4
Y25H6610102,Y25H6610102P03,Y25H6610102P03JTE467,Weekday,FROM_HOME,Y25H6610102P03S01,520,Kingston (C),TO_EDUCATION,Y25H6610102P03S01,535.0,Monash (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,4.95631,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,4.95631,15.0,2142.591554951,MELB - Middle,Greater Melbourne
Y25H6610105,Y25H6610105P04,Y25H6610105P04JTE468,Weekday,FROM_HOME,Y25H6610105P04S01,510,Kingston (C),TO_EDUCATION,Y25H6610105P04S03,558.0,Kingston (C),Vehicle Passenger,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,510.0,536.0,555.0,,,,,,,,,,,,,515.0,555.0,558.0,,,,,,,,,,,,,3.26664,7.51188,0.29032,,,,,,,,,,,,,5.0,19.0,3.0,,,,,,,,,,,,,Public Bus,27,11.06884,48.0,1503.59043364,MELB - Middle,Greater Melbourne
Y25H6610105,Y25H6610105P05,Y25H6610105P05JTE469,Weekday,FROM_HOME,Y25H6610105P05S01,530,Kingston (C),TO_EDUCATION,Y25H6610105P05S01,535.0,Kingston (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,1.45998,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.45998,5.0,2045.594134666,MELB - Middle,Greater Melbourne
Y25H6610115,Y25H6610115P03,Y25H6610115P03JTE470,Weekday,FROM_HOME,Y25H6610115P03S01,420,Kingston (C),TO_EDUCATION,Y25H6610115P03S01,450.0,Kingston (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,7.5439,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,7.5439,30.0,716.531283426,MELB - Middle,Greater Melbourne
Y25H6610115,Y25H6610115P04,Y25H6610115P04JTE471,Weekday,FROM_HOME,Y25H6610115P04S01,420,Kingston (C),TO_EDUCATION,Y25H6610115P04S01,450.0,Kingston (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,7.5439,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,7.5439,30.0,893.038336,MELB - Middle,Greater Melbourne
Y25H6610118,Y25H6610118P04,Y25H6610118P04JTE472,Weekday,FROM_HOME,Y25H6610118P04S01,527,Kingston (C),TO_EDUCATION,Y25H6610118P04S01,541.0,Kingston (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,5.99239,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,Vehicle Passenger,14,5.99239,14.0,1716.993888167,MELB - Middle,Greater Melbourne
Y25H6610129,Y25H6610129P03,Y25H6610129P03JTE473,Weekday,FROM_HOME,Y25H6610129P03S01,510,Glen Eira (C),TO_EDUCATION,Y25H6610129P03S01,512.0,Glen Eira (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,0.84472,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.84472,2.0,609.686233099,MELB - Inner,Greater Melbourne
Y25H6610129,Y25H6610129P04,Y25H6610129P04JTE474,Weekday,FROM_HOME,Y25H6610129P04S01,510,Glen Eira (C),TO_EDUCATION,Y25H6610129P04S01,512.0,Glen Eira (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,0.84472,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,0.84472,2.0,1374.846366469,MELB - Inner,Greater Melbourne
Y25H6610408,Y25H6610408P03,Y25H6610408P03JTE475,Weekday,FROM_HOME,Y25H6610408P03S01,471,Darebin (C),TO_EDUCATION,Y25H6610408P03S04,527.0,Darebin (C),Vehicle Passenger,Vehicle Passenger,Tram,Walking,,,,,,,,,,,,Pick-up or Drop-off Someone,Change Mode,Change Mode,Education,,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,471.0,475.0,496.0,526.0,,,,,,,,,,,,473.0,481.0,526.0,527.0,,,,,,,,,,,,0.63301,2.72978,5.40192,0.10026,,,,,,,,,,,,2.0,6.0,30.0,1.0,,,,,,,,,,,,Tram,39,8.86497,56.0,1050.834364835,MELB - Middle,Greater Melbourne
Y25H6610408,Y25H6610408P04,Y25H6610408P04JTE476,Weekday,FROM_HOME,Y25H6610408P04S01,471,Darebin (C),TO_EDUCATION,Y25H6610408P04S03,518.0,Darebin (C),Vehicle Passenger,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,471.0,483.0,513.0,,,,,,,,,,,,,473.0,513.0,518.0,,,,,,,,,,,,,0.63301,4.46207,0.38601,,,,,,,,,,,,,2.0,30.0,5.0,,,,,,,,,,,,,Tram,37,5.481089999999999,47.0,1050.834364835,MELB - Middle,Greater Melbourne
Y25H6610411,Y25H6610411P01,Y25H6610411P01JTE477,Weekday,FROM_HOME,Y25H6610411P01S01,411,Darebin (C),TO_EDUCATION,Y25H6610411P01S05,460.0,Whittlesea (C),Walking,Train,Walking,Public Bus,Walking,,,,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Personal services,,,,,,,,,,,411.0,429.0,442.0,450.0,455.0,,,,,,,,,,,423.0,442.0,444.0,455.0,460.0,,,,,,,,,,,0.94678,10.44391,0.23889,1.47133,0.49115,,,,,,,,,,,12.0,13.0,2.0,5.0,5.0,,,,,,,,,,,Train,37,13.59206,49.0,697.888425349,MELB - Middle,Greater Melbourne
Y25H6610424,Y25H6610424P02,Y25H6610424P02JTE478,Weekday,FROM_HOME,Y25H6610424P02S01,480,Darebin (C),TO_EDUCATION,Y25H6610424P02S01,510.0,Darebin (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,2.89125,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Walking,30,2.89125,30.0,700.700746145,MELB - Middle,Greater Melbourne
Y25H6610424,Y25H6610424P03,Y25H6610424P03JTE479,Weekday,FROM_HOME,Y25H6610424P03S01,480,Darebin (C),TO_EDUCATION,Y25H6610424P03S01,510.0,Darebin (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,2.89125,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Walking,30,2.89125,30.0,624.670125725,MELB - Middle,Greater Melbourne
Y25H6610438,Y25H6610438P03,Y25H6610438P03JTE480,Weekday,FROM_HOME,Y25H6610438P03S01,490,Darebin (C),TO_EDUCATION,Y25H6610438P03S01,521.0,Darebin (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,2.50175,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,Walking,31,2.50175,31.0,920.389544615,MELB - Middle,Greater Melbourne
Y25H6610438,Y25H6610438P04,Y25H6610438P04JTE481,Weekday,FROM_HOME,Y25H6610438P04S01,510,Darebin (C),TO_EDUCATION,Y25H6610438P04S01,525.0,Darebin (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,1.25512,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Passenger,15,1.25512,15.0,428.855841382,MELB - Middle,Greater Melbourne
Y25H6610440,Y25H6610440P03,Y25H6610440P03JTE482,Weekday,FROM_HOME,Y25H6610440P03S03,440,Darebin (C),TO_EDUCATION,Y25H6610440P03S05,472.0,Darebin (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,440.0,448.0,458.0,,,,,,,,,,,,,444.0,458.0,472.0,,,,,,,,,,,,,0.43631,5.58897,0.80988,,,,,,,,,,,,,4.0,10.0,14.0,,,,,,,,,,,,,Train,28,6.835159999999999,32.0,769.568960972,MELB - Middle,Greater Melbourne
Y25H6610440,Y25H6610440P04,Y25H6610440P04JTE483,Weekday,FROM_HOME,Y25H6610440P04S01,515,Darebin (C),TO_EDUCATION,Y25H6610440P04S01,518.0,Darebin (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,1.04127,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,1.04127,3.0,458.501909849,MELB - Middle,Greater Melbourne
Y25H6610440,Y25H6610440P05,Y25H6610440P05JTE484,Weekday,FROM_HOME,Y25H6610440P05S01,515,Darebin (C),TO_EDUCATION,Y25H6610440P05S01,518.0,Darebin (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,1.04127,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,1.04127,3.0,507.234406135,MELB - Middle,Greater Melbourne
Y25H6610440,Y25H6610440P06,Y25H6610440P06JTE485,Weekday,FROM_HOME,Y25H6610440P06S01,515,Darebin (C),TO_EDUCATION,Y25H6610440P06S01,518.0,Darebin (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,1.04127,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,1.04127,3.0,504.777549374,MELB - Middle,Greater Melbourne
Y25H6610508,Y25H6610508P03,Y25H6610508P03JTE486,Weekday,FROM_HOME,Y25H6610508P03S01,481,Melton (S),TO_EDUCATION,Y25H6610508P03S01,505.0,Brimbank (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,10.37296,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,Vehicle Passenger,24,10.37296,24.0,1962.928193734,MELB - Outer,Greater Melbourne
Y25H6610515,Y25H6610515P03,Y25H6610515P03JTE487,Weekday,FROM_HOME,Y25H6610515P03S01,495,Melton (S),TO_EDUCATION,Y25H6610515P03S01,520.0,Melton (S),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,0.84476,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Walking,25,0.84476,25.0,2476.080885903,MELB - Outer,Greater Melbourne
Y25H6610525,Y25H6610525P03,Y25H6610525P03JTE488,Weekday,FROM_HOME,Y25H6610525P03S01,465,Melton (S),TO_EDUCATION,Y25H6610525P03S01,468.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,1.00083,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,1.00083,3.0,1736.018234637,MELB - Outer,Greater Melbourne
Y25H6610525,Y25H6610525P04,Y25H6610525P04JTE489,Weekday,FROM_HOME,Y25H6610525P04S01,465,Melton (S),TO_EDUCATION,Y25H6610525P04S01,468.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,1.00083,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,1.00083,3.0,1733.931112284,MELB - Outer,Greater Melbourne
Y25H6610529,Y25H6610529P04,Y25H6610529P04JTE490,Weekday,FROM_HOME,Y25H6610529P04S01,495,Melton (S),TO_EDUCATION,Y25H6610529P04S01,510.0,Melton (S),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,1.19958,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,1.19958,15.0,1261.638456688,MELB - Outer,Greater Melbourne
Y25H6610529,Y25H6610529P05,Y25H6610529P05JTE491,Weekday,FROM_HOME,Y25H6610529P05S01,360,Melton (S),TO_EDUCATION,Y25H6610529P05S03,413.0,Melbourne (C),Vehicle Passenger,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,360.0,375.0,410.0,,,,,,,,,,,,,370.0,410.0,413.0,,,,,,,,,,,,,5.25098,24.21509,0.34243,,,,,,,,,,,,,10.0,35.0,3.0,,,,,,,,,,,,,Train,48,29.8085,53.0,1576.360600652,MELB - Outer,Greater Melbourne
Y25H6610536,Y25H6610536P03,Y25H6610536P03JTE492,Weekday,FROM_HOME,Y25H6610536P03S01,468,Melton (S),TO_EDUCATION,Y25H6610536P03S03,507.0,Brimbank (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,468.0,477.0,497.0,,,,,,,,,,,,,472.0,497.0,507.0,,,,,,,,,,,,,0.20284,4.87775,0.42892,,,,,,,,,,,,,4.0,20.0,10.0,,,,,,,,,,,,,Public Bus,34,5.50951,39.0,742.391015432,MELB - Outer,Greater Melbourne
Y25H6611123,Y25H6611123P02,Y25H6611123P02JTE493,Weekday,FROM_HOME,Y25H6611123P02S01,510,Greater Geelong (C),TO_EDUCATION,Y25H6611123P02S02,520.0,Greater Geelong (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,510.0,518.0,,,,,,,,,,,,,,514.0,520.0,,,,,,,,,,,,,,1.36109,0.51515,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,Vehicle Passenger,6,1.87624,10.0,339.914881046,Geelong SA4,Geelong SA4
Y25H6611129,Y25H6611129P02,Y25H6611129P02JTE494,Weekday,FROM_HOME,Y25H6611129P02S01,551,Greater Geelong (C),TO_EDUCATION,Y25H6611129P02S01,553.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,2.52159,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,2.52159,2.0,622.591121255,Geelong SA4,Geelong SA4
Y25H6611133,Y25H6611133P03,Y25H6611133P03JTE495,Weekday,FROM_HOME,Y25H6611133P03S01,433,Greater Geelong (C),TO_EDUCATION,Y25H6611133P03S02,442.0,Greater Geelong (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Retail venue,Place of education,,,,,,,,,,,,,,433.0,437.0,,,,,,,,,,,,,,435.0,442.0,,,,,,,,,,,,,,0.99289,3.64312,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,7,4.636010000000001,9.0,952.783047041,Geelong SA4,Geelong SA4
Y25H6611133,Y25H6611133P04,Y25H6611133P04JTE496,Weekday,FROM_HOME,Y25H6611133P04S01,433,Greater Geelong (C),TO_EDUCATION,Y25H6611133P04S02,442.0,Greater Geelong (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Retail venue,Place of education,,,,,,,,,,,,,,433.0,437.0,,,,,,,,,,,,,,435.0,442.0,,,,,,,,,,,,,,0.99289,3.64312,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,7,4.636010000000001,9.0,952.783047041,Geelong SA4,Geelong SA4
Y25H6611133,Y25H6611133P05,Y25H6611133P05JTE497,Weekday,FROM_HOME,Y25H6611133P05S01,433,Greater Geelong (C),TO_EDUCATION,Y25H6611133P05S02,442.0,Greater Geelong (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Retail venue,Place of education,,,,,,,,,,,,,,433.0,437.0,,,,,,,,,,,,,,435.0,442.0,,,,,,,,,,,,,,0.99289,3.64312,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,7,4.636010000000001,9.0,1995.537770567,Geelong SA4,Geelong SA4
Y25H6620302,Y25H6620302P03,Y25H6620302P03JTE498,Weekday,FROM_HOME,Y25H6620302P03S01,540,Bayside (C),TO_EDUCATION,Y25H6620302P03S03,607.0,Monash (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,540.0,552.0,597.0,,,,,,,,,,,,,550.0,597.0,607.0,,,,,,,,,,,,,0.59199,13.03779,0.66863,,,,,,,,,,,,,10.0,45.0,10.0,,,,,,,,,,,,,Public Bus,65,14.29841,67.0,2004.528072797,MELB - Middle,Greater Melbourne
Y25H6620302,Y25H6620302P04,Y25H6620302P04JTE499,Weekday,FROM_HOME,Y25H6620302P04S01,522,Bayside (C),TO_EDUCATION,Y25H6620302P04S01,525.0,Bayside (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,0.26357,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Walking,3,0.26357,3.0,1653.865161169,MELB - Middle,Greater Melbourne
Y25H6620304,Y25H6620304P03,Y25H6620304P03JTE500,Weekday,FROM_HOME,Y25H6620304P03S01,495,Bayside (C),TO_EDUCATION,Y25H6620304P03S01,502.0,Glen Eira (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,2.58375,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.58375,7.0,2114.682367189,MELB - Middle,Greater Melbourne
Y25H6620316,Y25H6620316P02,Y25H6620316P02JTE501,Weekday,FROM_HOME,Y25H6620316P02S01,960,Bayside (C),TO_EDUCATION,Y25H6620316P02S02,1180.0,Whitehorse (C),Vehicle Driver,Vehicle Driver,,,,,,,,,,,,,,Recreational,Education,,,,,,,,,,,,,,Sport and Recreation venue,Place of education,,,,,,,,,,,,,,960.0,1140.0,,,,,,,,,,,,,,975.0,1180.0,,,,,,,,,,,,,,7.83982,22.90994,,,,,,,,,,,,,,15.0,40.0,,,,,,,,,,,,,,Vehicle Driver,55,30.74976,220.0,1647.480292484,MELB - Middle,Greater Melbourne
Y25H6621024,Y25H6621024P03,Y25H6621024P03JTE502,Weekday,FROM_HOME,Y25H6621024P03S01,493,Surf Coast (S),TO_EDUCATION,Y25H6621024P03S02,522.0,Surf Coast (S),Walking,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of work,,,,,,,,,,,,,,493.0,507.0,,,,,,,,,,,,,,497.0,522.0,,,,,,,,,,,,,,0.5149,2.87226,,,,,,,,,,,,,,4.0,15.0,,,,,,,,,,,,,,School Bus,19,3.38716,29.0,963.021316985,Geelong SA4,Geelong SA4
Y25H6621024,Y25H6621024P04,Y25H6621024P04JTE503,Weekday,FROM_HOME,Y25H6621024P04S01,493,Surf Coast (S),TO_EDUCATION,Y25H6621024P04S01,496.0,Surf Coast (S),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,0.49796,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Walking,3,0.49796,3.0,807.47633823,Geelong SA4,Geelong SA4
Y25H6621039,Y25H6621039P03,Y25H6621039P03JTE504,Weekday,FROM_HOME,Y25H6621039P03S01,510,Surf Coast (S),TO_EDUCATION,Y25H6621039P03S01,515.0,Surf Coast (S),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,0.56014,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Bicycle,5,0.56014,5.0,724.521263476,Geelong SA4,Geelong SA4
Y25H6621110,Y25H6621110P03,Y25H6621110P03JTE505,Weekday,FROM_HOME,Y25H6621110P03S01,529,Greater Geelong (C),TO_EDUCATION,Y25H6621110P03S01,537.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,3.33567,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Passenger,8,3.33567,8.0,593.016120611,Geelong SA4,Geelong SA4
Y25H6621110,Y25H6621110P04,Y25H6621110P04JTE506,Weekday,FROM_HOME,Y25H6621110P04S01,529,Greater Geelong (C),TO_EDUCATION,Y25H6621110P04S01,537.0,Greater Geelong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,3.33567,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Passenger,8,3.33567,8.0,554.283674731,Geelong SA4,Geelong SA4
Y25H6630536,Y25H6630536P03,Y25H6630536P03JTE507,Weekday,FROM_HOME,Y25H6630536P03S01,432,Wyndham (C),TO_EDUCATION,Y25H6630536P03S03,510.0,Boroondara (C),Vehicle Passenger,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,432.0,442.0,500.0,,,,,,,,,,,,,440.0,500.0,510.0,,,,,,,,,,,,,3.35474,35.94225,0.25973,,,,,,,,,,,,,8.0,58.0,10.0,,,,,,,,,,,,,Train,76,39.55672,78.0,1050.069901776,MELB - Outer,Greater Melbourne
