tripid,hhid,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y25H6360537P02T07,Y25H6360537,Y25H6360537P02,7,13,836,14,840,Retail venue,Petrol Station,Buy Something,Bought something,Wyndham (C),Personal services,Personal Service NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),4,4,1.87607,Vehicle Driver,Pick-up or Drop-off Someone,9,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.87607,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T08,Y25H6360537,Y25H6360537P02,8,14,849,14,863,Personal services,Personal Service NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),Accommodation,Someone Elses Home,Pick-up or Deliver Something,Something picked-up or delivered for home,Wyndham (C),14,14,3.66472,Vehicle Driver,Pick-up or Deliver Something,3,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.66472,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T09,Y25H6360537,Y25H6360537P02,9,14,866,14,890,Accommodation,Someone Elses Home,Pick-up or Deliver Something,Something picked-up or delivered for home,Wyndham (C),Accommodation,Survey Home,At Home,Go home,Wyndham (C),24,24,15.13314,Vehicle Driver,Pick-up or Deliver Something,120,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.13314,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T10,Y25H6360537,Y25H6360537P02,10,16,1010,17,1020,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Education NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),10,10,6.95696,Vehicle Driver,Pick-up or Drop-off Someone,0,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.95696,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T11,Y25H6360537,Y25H6360537P02,11,17,1020,17,1027,Place of education,Education NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),Sport and Recreation venue,Sport Ground or Oval,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),7,7,2.44198,Vehicle Driver,Pick-up or Drop-off Someone,0,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.44198,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T12,Y25H6360537,Y25H6360537P02,12,17,1027,17,1037,Sport and Recreation venue,Sport Ground or Oval,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),Accommodation,Survey Home,At Home,Go home,Wyndham (C),10,10,4.74341,Vehicle Driver,Pick-up or Drop-off Someone,37,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.74341,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T13,Y25H6360537,Y25H6360537P02,13,17,1074,18,1086,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Education NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),12,12,6.95696,Vehicle Driver,Pick-up or Drop-off Someone,3,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.95696,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T14,Y25H6360537,Y25H6360537P02,14,18,1089,18,1095,Place of education,Education NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),Sport and Recreation venue,Swimming Pool,Accompany Someone,Accompanied someone,Wyndham (C),6,6,1.69641,Vehicle Driver,Accompany Someone,54,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.69641,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T15,Y25H6360537,Y25H6360537P02,15,19,1149,19,1155,Sport and Recreation venue,Swimming Pool,Accompany Someone,Accompanied someone,Wyndham (C),Sport and Recreation venue,Sport Ground or Oval,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),6,6,3.33757,Vehicle Driver,Pick-up or Drop-off Someone,1,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.33757,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P02T16,Y25H6360537,Y25H6360537P02,16,19,1156,19,1167,Sport and Recreation venue,Sport Ground or Oval,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),Accommodation,Survey Home,At Home,Go home,Wyndham (C),11,11,4.74341,Vehicle Driver,Pick-up or Drop-off Someone,999,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.74341,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2620.256409962,2368.157182824,3843.83913648,0.0,3205.539730529,3378.467864953,2521.971822181,2169.762682134,2261.236224845,2448.748253798,2705.322476479,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P03T01,Y25H6360537,Y25H6360537P03,1,8,527,9,545,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Personal services,Health Service,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),18,18,11.94161,Vehicle Passenger,Pick-up or Drop-off Someone,7,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11.94161,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,908.264674496,984.438287,1374.064638663,0.0,1139.082651431,1184.642911197,937.616630904,783.271751291,876.332748324,933.782503506,1003.727294027,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P03T02,Y25H6360537,Y25H6360537P03,2,9,552,9,562,Personal services,Health Service,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),10,10,6.02976,Vehicle Passenger,Work Related,287,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.02976,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,908.264674496,984.438287,1374.064638663,0.0,1139.082651431,1184.642911197,937.616630904,783.271751291,876.332748324,933.782503506,1003.727294027,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P03T03,Y25H6360537,Y25H6360537P03,3,14,849,14,863,Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),Accommodation,Someone Elses Home,Pick-up or Deliver Something,Something picked-up or delivered for home,Wyndham (C),14,14,3.66514,Vehicle Passenger,Pick-up or Deliver Something,3,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3.66514,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,908.264674496,984.438287,1374.064638663,0.0,1139.082651431,1184.642911197,937.616630904,783.271751291,876.332748324,933.782503506,1003.727294027,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P03T04,Y25H6360537,Y25H6360537P03,4,14,866,14,890,Accommodation,Someone Elses Home,Pick-up or Deliver Something,Something picked-up or delivered for home,Wyndham (C),Accommodation,Survey Home,At Home,Go home,Wyndham (C),24,24,15.13314,Vehicle Passenger,Pick-up or Deliver Something,120,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15.13314,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,908.264674496,984.438287,1374.064638663,0.0,1139.082651431,1184.642911197,937.616630904,783.271751291,876.332748324,933.782503506,1003.727294027,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P03T05,Y25H6360537,Y25H6360537P03,5,16,1010,17,1020,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Education NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),10,10,6.95696,Vehicle Passenger,Pick-up or Drop-off Someone,0,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.95696,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,908.264674496,984.438287,1374.064638663,0.0,1139.082651431,1184.642911197,937.616630904,783.271751291,876.332748324,933.782503506,1003.727294027,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P03T06,Y25H6360537,Y25H6360537P03,6,17,1020,17,1027,Place of education,Education NEC,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Wyndham (C),Sport and Recreation venue,Sport Ground or Oval,Recreational,Other recreational (eg. exercise),Wyndham (C),7,7,2.44198,Vehicle Passenger,Recreational,129,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.44198,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,908.264674496,984.438287,1374.064638663,0.0,1139.082651431,1184.642911197,937.616630904,783.271751291,876.332748324,933.782503506,1003.727294027,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P03T07,Y25H6360537,Y25H6360537P03,7,19,1156,19,1167,Sport and Recreation venue,Sport Ground or Oval,Recreational,Other recreational (eg. exercise),Wyndham (C),Accommodation,Survey Home,At Home,Go home,Wyndham (C),11,11,4.74341,Vehicle Passenger,Recreational,999,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.74341,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,908.264674496,984.438287,1374.064638663,0.0,1139.082651431,1184.642911197,937.616630904,783.271751291,876.332748324,933.782503506,1003.727294027,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P04T01,Y25H6360537,Y25H6360537P04,1,16,1010,17,1020,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of education,Education NEC,Personal Business,Personal Business (NEC),Wyndham (C),10,10,6.95696,Vehicle Passenger,Personal Business,69,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.95696,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1623.336503536,1631.50067787,2808.03358915,0.0,1766.519094627,1688.050971463,1727.508134243,1429.782518585,1674.147312768,1486.814147946,1791.435424502,MELB - Outer,Greater Melbourne,Weekday
Y25H6360537P04T02,Y25H6360537,Y25H6360537P04,2,18,1089,18,1095,Place of education,Education NEC,Personal Business,Personal Business (NEC),Wyndham (C),Sport and Recreation venue,Swimming Pool,Recreational,Participated in sport,Wyndham (C),6,6,1.69641,Vehicle Passenger,Recreational,54,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.69641,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1623.336503536,1631.50067787,2808.03358915,0.0,1766.519094627,1688.050971463,1727.508134243,1429.782518585,1674.147312768,1486.814147946,1791.435424502,MELB - Outer,Greater Melbourne,Weekday
