POW_LGA_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA24330,8,9,6,0,16,0,5,0,0,4,31,104,22,0,152,4,7,0,0,12,142,194,24,0,352,19,64,9,0,93,69,173,22,0,261,20,180,26,0,223,104,68,24,0,196,28,29,3,0,59,48,31,0,0,77,14,52,3,0,69,158,198,14,0,366,32,51,12,0,100,0,5,0,0,11,26,42,4,0,74,49,141,19,0,209,27,33,0,0,65,43,103,5,0,152,65,76,7,4,152,892,1576,187,3,2657,0,0,0,0,0,0,0,0,0,0,77,24,0,0,100,7,0,0,0,6,212,25,0,0,243,20,8,0,0,28,138,75,0,0,217,51,62,0,0,113,218,13,0,0,232,62,6,0,0,68,18,0,0,0,20,14,5,0,0,15,336,47,0,0,383,80,12,0,0,92,5,0,0,0,6,127,18,3,0,147,262,62,0,0,324,149,8,0,0,153,214,38,0,0,252
LGA24410,4,19,0,0,25,0,0,0,0,0,64,253,64,0,385,4,17,8,0,21,262,584,52,0,896,23,98,21,0,143,94,220,34,0,344,26,151,13,0,185,56,34,10,0,97,15,18,3,0,29,56,68,5,0,129,24,65,14,0,99,219,253,9,0,488,34,69,4,0,107,7,15,4,0,25,28,36,11,0,69,79,163,28,5,272,15,23,0,0,43,69,201,4,0,271,57,130,9,0,199,1137,2388,286,5,3828,7,0,0,0,3,0,0,0,0,0,98,27,0,0,125,7,0,0,0,8,374,90,0,0,468,28,6,0,0,36,124,48,0,0,177,30,58,0,0,88,113,7,0,0,121,30,0,0,0,38,38,4,0,0,47,14,10,0,0,23,306,67,6,0,376,167,29,0,0,192,14,0,0,0,12,172,9,0,0,178,415,69,4,0,490,60,4,0,0,62,305,91,0,0,394
LGA24600,14,20,11,0,47,9,0,0,0,13,75,164,42,0,277,25,27,14,0,65,261,430,145,8,839,75,133,25,0,238,205,468,65,0,744,97,943,203,0,1247,217,98,28,0,345,125,118,28,0,265,416,676,160,0,1256,171,321,141,5,638,1077,2193,1065,6,4338,172,289,85,0,545,85,96,28,0,209,99,211,68,0,378,193,450,53,0,692,70,126,20,0,214,84,248,13,0,343,296,400,81,14,786,3765,7417,2274,35,13491,15,4,0,0,21,7,0,0,0,11,136,30,0,0,163,25,5,0,0,32,466,74,3,6,545,31,12,4,0,40,259,120,9,0,390,123,132,14,3,269,397,6,4,0,408,185,3,4,0,191,201,53,12,3,267,82,24,3,0,109,2361,557,1041,6,3964,285,42,22,0,347,129,21,5,0,152,387,29,5,0,419,768,335,9,0,1111,383,29,0,0,414,378,57,10,0,435
LGA24650,9,21,0,0,31,7,5,0,0,11,54,109,8,0,168,5,9,0,0,18,378,592,22,0,992,27,37,4,0,66,77,142,15,0,231,13,95,20,0,125,249,173,8,0,426,20,9,0,0,28,57,27,0,0,81,33,59,5,0,96,137,112,4,0,252,45,72,0,0,122,5,16,5,0,24,31,27,6,0,64,59,91,17,0,176,4,12,4,0,18,79,121,3,0,209,62,69,13,4,143,1353,1788,138,4,3291,19,0,0,0,21,0,0,0,0,0,70,17,0,0,84,5,4,0,0,8,447,121,5,0,575,20,5,0,0,26,122,20,5,0,143,43,34,0,0,77,340,7,0,0,351,18,0,0,0,18,32,4,0,0,39,22,4,0,0,29,212,24,0,0,234,118,22,0,0,138,3,5,0,0,8,114,14,0,0,126,216,26,0,0,242,45,4,0,0,52,280,42,0,0,321
LGA24780,68,216,16,0,309,0,3,0,0,9,14,69,13,0,100,0,5,0,0,8,69,184,11,0,261,13,32,12,0,51,16,95,18,0,127,6,77,14,5,103,23,43,12,3,79,3,9,4,0,11,7,12,0,0,27,5,27,6,0,37,28,62,8,0,109,14,14,8,0,45,0,7,0,0,12,4,11,4,0,20,24,53,17,0,85,4,5,0,0,9,28,71,0,0,98,26,21,0,0,51,357,1028,148,17,1543,230,111,10,5,354,0,0,0,0,0,47,27,0,0,72,4,0,0,0,4,153,60,0,0,214,9,5,0,0,15,29,39,5,6,84,36,53,0,0,92,42,9,0,0,48,6,0,0,0,8,3,4,0,0,5,0,0,0,0,3,74,17,0,0,95,67,15,0,0,85,0,0,0,0,3,27,12,0,0,38,121,30,0,0,156,11,3,0,0,13,151,48,0,0,202
LGA24850,33,19,0,0,52,6,4,0,6,12,18,34,5,0,57,5,3,0,0,4,91,203,7,5,310,0,9,3,0,9,19,39,4,0,66,8,36,10,0,46,38,48,0,0,91,5,3,0,0,7,15,5,0,0,22,9,19,0,0,24,36,53,5,0,94,15,13,4,0,29,4,0,0,0,9,9,8,0,0,16,17,34,4,0,59,8,3,0,0,10,19,37,0,3,64,19,12,0,0,35,375,580,46,10,1018,107,19,0,0,129,0,0,0,0,0,46,14,0,0,54,3,0,0,0,7,161,45,0,0,208,10,0,0,0,13,40,21,3,0,65,17,20,0,0,44,56,0,0,0,58,5,0,0,0,10,8,3,0,0,11,0,0,0,0,0,61,13,0,0,78,48,6,0,0,58,8,3,0,0,15,38,8,0,0,41,111,8,0,0,118,15,0,0,0,17,107,27,0,0,131
LGA24900,98,171,20,0,292,0,0,0,0,0,18,44,12,0,65,0,0,0,0,7,46,98,10,0,150,0,18,9,0,29,5,73,4,4,89,3,25,4,0,38,21,35,0,0,64,4,3,0,0,10,4,8,3,0,20,3,19,0,0,24,19,23,6,0,51,3,9,0,0,15,4,0,0,0,5,0,0,3,0,4,18,21,3,0,52,3,8,0,0,10,15,37,0,0,54,8,16,0,0,23,283,625,76,11,994,276,95,4,9,381,0,0,0,0,0,22,16,4,0,40,7,0,0,0,7,90,21,0,0,113,7,0,0,0,10,21,25,0,0,50,11,30,0,0,42,26,8,0,0,37,0,0,0,0,0,6,0,0,0,4,3,0,0,0,3,44,7,0,0,52,30,9,0,0,36,3,0,0,0,3,13,4,0,0,17,55,7,0,0,64,12,0,0,0,12,84,25,0,0,110
LGA24970,3,6,4,0,13,3,0,4,0,11,88,230,75,6,394,12,11,8,0,26,348,597,89,3,1034,139,199,46,0,387,180,332,46,0,556,64,287,36,0,386,240,125,13,4,377,40,39,9,0,89,170,181,7,0,349,85,145,28,0,260,506,615,80,0,1196,125,129,44,0,298,12,17,9,0,41,76,86,19,0,183,154,297,59,0,512,19,38,7,0,60,105,241,15,0,364,142,202,36,3,381,2513,3762,632,16,6922,9,0,0,0,9,4,0,0,0,4,117,29,4,0,146,7,0,0,0,7,519,116,5,6,640,50,9,0,0,58,216,67,8,0,300,67,64,6,0,136,497,10,0,0,516,53,6,0,0,67,96,14,0,0,112,60,7,0,0,64,575,104,3,0,682,254,29,0,3,282,16,4,0,0,17,398,46,5,0,444,448,143,12,0,603,95,9,0,0,102,332,67,0,0,400
LGA25060,0,0,0,0,5,0,5,0,0,4,49,96,14,0,155,5,5,0,0,14,278,367,22,0,670,26,28,6,0,63,72,171,21,6,274,26,181,36,0,242,57,51,10,0,116,24,21,4,0,41,115,118,6,0,237,58,48,10,0,120,287,310,31,0,624,54,39,3,0,97,11,15,5,0,30,40,54,4,0,95,103,275,25,0,407,16,26,5,0,47,86,181,10,6,269,57,74,0,3,130,1349,2065,223,10,3647,3,0,0,0,3,0,0,0,0,0,77,20,3,0,103,10,0,0,0,14,318,66,0,0,386,14,3,0,0,18,107,67,3,0,185,38,60,3,0,105,110,4,0,0,113,44,3,0,0,48,42,13,0,0,56,26,11,0,0,36,413,87,3,3,501,114,16,0,0,134,18,3,0,0,19,186,13,0,0,203,401,99,0,0,499,112,7,0,0,118,284,75,0,0,356
LGA25150,28,58,5,3,92,9,3,0,0,13,10,24,10,0,41,5,3,0,0,11,96,182,11,0,292,5,8,0,0,10,17,31,4,0,50,5,24,6,0,39,42,36,3,0,77,4,5,0,0,7,7,9,0,0,19,3,19,0,0,22,46,49,0,0,96,13,18,0,0,28,3,4,0,0,9,11,11,0,0,17,18,21,11,0,46,4,5,0,0,15,27,32,0,0,57,19,22,0,3,45,366,564,42,15,986,93,19,0,5,113,0,0,0,0,0,25,4,0,0,26,0,0,0,0,0,113,37,0,0,152,6,0,0,0,12,32,11,0,0,45,13,13,0,0,30,40,6,6,0,43,10,0,0,0,10,7,0,0,0,7,4,0,0,0,7,71,10,0,0,87,34,4,0,0,37,3,0,0,0,3,45,3,0,0,47,59,3,0,0,69,26,3,0,0,35,99,25,0,0,121
LGA25250,3,3,0,0,12,0,0,0,0,0,69,162,37,0,269,13,0,6,0,18,315,358,18,0,690,29,87,17,0,131,98,218,36,0,356,41,224,43,0,302,99,46,9,0,160,34,44,3,0,87,68,49,3,0,117,30,62,9,0,100,292,335,15,0,650,50,65,9,0,122,12,7,0,0,23,44,62,6,0,110,97,228,22,0,353,57,58,3,0,117,106,165,3,0,272,88,113,12,0,211,1533,2298,249,10,4086,12,0,0,0,12,0,0,0,0,0,189,39,0,0,236,3,0,0,0,6,375,99,0,3,481,26,17,0,0,43,194,87,4,3,289,101,89,0,0,188,332,3,0,0,339,123,12,0,0,132,34,0,0,0,39,15,10,5,0,26,710,81,0,0,788,169,23,0,0,191,11,0,3,0,16,326,21,0,0,352,553,66,7,0,625,406,17,0,0,419,394,80,0,0,474
LGA25340,75,79,16,0,170,7,6,0,0,12,109,249,22,0,378,12,15,0,0,30,492,961,32,13,1492,55,77,7,0,141,146,310,23,0,486,76,285,60,0,424,67,62,3,0,132,36,24,0,0,58,122,85,0,0,209,113,141,11,0,269,480,436,26,0,947,75,146,12,3,239,20,8,0,0,33,58,70,9,0,134,134,258,44,0,432,35,76,6,0,119,95,179,3,0,280,104,138,11,0,253,2312,3589,299,30,6236,100,22,0,3,133,0,0,0,0,0,199,46,0,0,247,14,3,0,0,16,922,260,0,14,1196,32,19,0,0,49,213,109,7,3,331,131,84,4,0,227,83,5,0,0,90,38,5,0,0,41,50,11,0,0,59,60,13,0,5,73,639,83,6,4,724,319,55,0,11,384,18,8,4,0,29,273,25,0,0,296,655,92,0,0,756,181,28,0,0,204,455,101,0,0,557
LGA25430,16,29,0,0,47,4,5,0,0,10,11,24,0,0,35,0,0,0,0,0,22,43,3,0,71,0,4,0,0,3,15,30,5,0,56,3,21,4,4,36,12,20,0,0,27,11,3,3,0,12,0,4,0,0,7,3,11,0,0,10,46,35,0,0,85,4,5,0,0,12,0,0,0,0,3,9,8,0,0,20,9,22,4,0,35,4,0,0,0,6,3,15,0,0,23,14,12,0,0,26,188,301,25,12,525,70,26,0,0,100,0,0,0,0,0,68,14,0,0,82,4,0,0,0,4,111,31,0,5,149,9,9,0,0,18,53,30,4,0,89,18,17,0,0,41,10,4,0,0,14,18,0,0,0,24,3,0,0,0,3,0,0,0,0,9,114,19,0,0,133,48,3,0,0,51,4,0,0,0,4,55,7,0,0,63,120,10,0,0,125,82,3,0,0,87,62,3,0,0,67
LGA25490,82,186,5,3,270,0,3,0,0,3,7,11,3,0,24,0,0,0,0,0,24,58,3,0,85,5,8,0,0,11,4,18,9,0,34,10,30,3,0,42,9,19,5,0,25,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,16,8,0,0,19,5,7,0,0,10,0,0,0,0,0,4,0,0,0,8,3,11,0,0,11,4,4,0,0,8,3,12,3,0,24,0,8,0,0,14,177,387,24,7,591,415,267,0,22,704,0,0,0,0,0,18,8,0,0,25,0,0,0,0,3,54,27,0,0,85,13,3,0,0,12,26,23,0,0,49,17,33,0,0,49,9,11,0,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,41,4,0,0,43,15,5,0,0,21,0,0,0,0,4,7,0,0,0,11,30,4,0,0,39,18,0,0,0,21,36,6,0,0,42
LGA25620,33,54,5,4,96,5,0,0,0,3,9,31,0,0,40,0,0,0,0,0,33,51,3,0,94,3,0,0,0,9,4,25,0,0,31,7,26,8,0,42,9,14,0,0,23,0,0,0,0,0,6,0,0,0,5,8,5,0,0,10,24,16,0,0,48,6,11,0,0,19,0,0,0,0,6,5,3,0,0,11,5,6,0,0,14,5,0,0,0,8,8,6,0,0,10,6,11,0,0,21,179,274,30,9,477,121,40,0,3,167,0,0,0,0,0,32,6,0,0,40,4,0,0,0,4,83,17,0,0,104,3,0,0,0,3,22,16,0,0,41,27,21,0,0,46,8,6,0,0,12,3,0,0,0,3,5,0,0,0,5,3,0,0,0,3,31,3,0,0,37,24,7,0,0,27,6,0,0,0,6,16,0,0,0,19,31,3,0,0,32,12,0,0,0,12,56,7,0,0,64
LGA25710,12,16,3,0,24,0,4,0,0,4,44,52,8,0,106,6,3,0,0,14,189,329,16,0,534,23,18,5,0,45,32,80,6,0,123,5,82,5,0,97,31,27,0,0,56,9,7,0,0,21,40,30,0,0,69,22,24,8,0,51,212,164,12,3,393,25,35,3,0,59,13,15,0,0,29,28,22,4,0,58,54,74,9,0,134,18,23,6,0,46,47,65,0,0,109,48,47,7,0,105,855,1120,99,9,2079,27,4,0,0,29,0,0,0,0,0,66,12,0,0,72,4,0,0,0,4,252,56,0,0,309,15,5,0,0,26,63,23,4,0,89,32,28,0,0,62,27,3,0,0,29,22,0,0,0,22,14,0,0,0,12,14,0,0,0,9,264,47,0,0,314,90,10,0,0,99,10,0,0,0,13,120,11,0,0,131,271,28,0,0,306,90,6,0,0,93,136,33,0,0,170
LGA25810,44,69,0,0,119,0,0,0,0,0,5,17,8,0,26,0,0,0,0,0,4,25,0,0,31,0,0,0,0,3,3,22,6,0,30,11,34,0,0,45,11,12,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,3,0,0,4,4,5,0,0,4,0,3,0,0,0,95,219,20,0,341,97,70,0,3,168,0,0,0,0,0,12,0,0,0,13,3,0,0,0,3,41,8,0,0,50,6,3,0,0,10,19,5,0,0,33,18,20,0,0,33,14,7,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,18,6,0,0,18,12,0,0,0,22,0,0,0,0,0,12,0,0,0,12,11,8,0,0,20,8,5,0,0,12,25,8,0,0,36
LGA25900,4,16,3,0,25,7,4,0,0,8,45,93,21,0,156,3,7,4,0,17,226,308,62,4,587,47,104,14,6,159,94,242,30,0,367,50,291,64,3,411,255,67,24,0,345,63,102,18,0,179,178,237,38,0,450,124,215,37,0,376,630,941,220,3,1796,92,138,48,0,274,13,26,8,0,51,89,82,26,0,192,121,196,23,0,337,81,90,9,3,190,87,143,7,0,239,123,156,31,3,311,2335,3449,682,19,6483,4,0,0,0,8,0,0,0,0,0,69,0,0,0,74,5,0,0,0,5,356,72,4,0,431,28,4,0,0,35,161,60,11,0,226,59,61,5,0,130,422,6,15,0,447,133,10,0,0,147,83,9,0,0,99,55,20,3,0,80,743,135,18,0,899,187,27,4,0,217,23,0,0,0,26,280,19,3,0,301,474,85,5,0,564,254,12,0,0,262,289,50,0,0,341
LGA25990,33,69,0,0,106,0,0,0,0,0,4,6,0,0,14,3,0,0,0,3,10,16,0,0,22,3,0,0,0,3,0,3,0,0,3,3,6,0,0,7,5,11,0,0,19,0,0,0,0,0,3,0,0,0,5,0,0,0,0,6,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,3,0,0,5,0,7,0,0,4,76,124,5,4,203,72,52,0,5,130,0,0,0,0,0,18,3,0,0,24,0,0,0,0,0,18,6,0,0,21,0,0,0,0,0,13,0,0,0,18,7,8,0,4,14,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,8,0,0,0,8,0,0,0,0,0,4,0,0,0,6,6,0,0,0,7,0,3,0,0,5,5,5,0,0,8
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,20,0,0,0,0,0,0,9,3,0,17,4,23,0,0,26,0,3,5,0,9,0,0,0,0,0,6,4,0,0,4,0,3,0,0,6,18,14,0,0,32,3,0,0,0,7,4,0,4,0,4,0,0,0,0,0,0,3,0,0,9,4,5,0,0,11,0,3,0,0,4,4,0,0,0,5,54,88,8,0,152,3,0,0,0,3,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,22,7,0,0,26,4,0,0,0,4,17,11,0,0,24,10,8,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,15,0,0,0,16,13,0,0,0,13,0,0,0,0,0,7,0,0,0,7,20,3,0,0,18,13,0,0,0,13,10,0,0,0,4
LGA26170,92,145,5,6,246,0,3,0,0,0,14,38,8,0,62,0,3,0,0,6,42,99,9,0,149,3,4,4,0,14,16,34,9,0,62,13,40,3,3,60,35,51,3,3,90,0,4,0,0,8,7,15,0,0,18,5,20,0,0,23,35,32,8,0,71,9,8,0,0,22,0,5,0,0,7,3,4,0,0,9,7,15,5,0,31,0,8,0,0,6,11,23,4,0,37,7,15,0,0,20,307,557,61,16,940,478,207,0,12,701,6,0,0,0,6,46,12,0,0,62,0,0,0,0,0,147,55,0,3,205,16,10,0,0,21,50,43,4,0,100,33,27,0,0,60,22,10,0,0,30,7,0,0,0,7,6,0,0,0,8,6,0,0,0,10,77,19,3,0,97,61,10,0,0,75,0,0,0,0,5,30,4,0,0,32,103,20,0,8,124,29,0,0,0,32,82,31,0,0,113
LGA26260,51,112,4,0,170,0,3,0,0,3,4,20,4,0,24,0,0,0,0,0,10,39,3,0,58,0,14,0,0,14,0,25,4,0,34,3,22,9,0,28,5,17,0,0,23,0,0,0,0,0,3,6,0,0,15,3,3,0,0,4,10,24,0,0,31,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,5,11,4,0,21,0,0,0,0,0,5,10,0,0,14,0,12,0,0,14,107,330,37,5,474,280,204,0,14,496,0,0,0,0,0,16,11,0,0,25,0,0,0,0,0,55,27,0,0,92,4,6,0,0,5,23,23,0,0,41,8,20,0,0,36,18,3,0,0,21,3,0,0,0,3,0,0,0,4,3,0,0,0,0,0,31,0,4,0,34,17,7,0,0,30,0,0,0,0,0,5,8,0,0,15,35,14,6,0,54,9,5,0,0,10,56,17,0,0,74
LGA26350,7,12,0,0,19,0,6,0,0,9,29,82,13,0,128,6,8,3,0,13,201,264,32,0,498,58,59,7,0,125,152,345,45,0,539,45,316,78,0,435,31,28,0,0,63,39,57,19,0,116,212,196,12,0,418,137,144,45,0,326,523,648,109,0,1281,105,96,11,0,216,15,13,0,0,31,65,68,9,0,139,175,366,43,0,599,49,63,8,0,122,77,210,17,0,302,124,126,32,3,285,2044,3093,512,13,5659,5,0,0,0,7,0,0,0,0,0,58,12,0,0,71,0,0,0,0,3,310,46,0,0,358,23,7,4,0,27,124,83,0,0,215,62,71,6,0,144,67,3,0,0,70,78,4,0,0,83,67,10,0,0,78,55,11,13,0,76,627,116,20,0,767,172,16,0,0,192,11,0,0,0,11,244,27,0,0,270,690,210,13,0,917,194,11,0,0,207,341,52,4,0,395
LGA26430,41,53,0,0,90,0,0,0,0,0,3,11,0,0,17,0,3,0,0,3,24,26,0,3,48,3,3,0,0,9,3,12,0,0,23,3,26,0,0,29,9,15,0,0,22,0,0,0,0,0,5,8,0,0,9,0,4,0,0,6,12,20,0,0,36,0,3,0,0,4,0,0,0,0,0,5,6,0,0,7,0,5,5,0,11,3,4,0,0,9,8,5,0,0,10,3,6,0,0,9,132,208,9,3,348,160,58,0,8,231,0,0,0,0,0,11,3,0,0,11,0,0,0,0,0,44,12,0,0,58,4,0,0,0,4,14,8,0,0,25,4,14,0,0,25,3,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,17,12,0,0,30,19,3,0,0,23,0,0,0,0,0,3,0,0,0,7,15,3,3,0,22,12,8,0,0,20,24,9,0,0,30
LGA26490,46,42,0,0,84,0,0,0,0,3,25,41,9,0,74,0,5,0,0,5,139,236,10,0,386,15,17,3,0,33,14,59,12,0,82,18,84,28,0,125,21,16,0,0,32,8,6,0,0,17,27,29,0,0,58,14,23,3,0,39,110,106,8,0,226,18,12,0,0,32,7,0,0,0,6,14,9,0,0,24,23,54,7,0,87,6,13,3,0,28,14,18,6,0,41,28,28,0,0,59,546,802,90,4,1440,115,25,0,0,138,0,0,0,0,0,53,7,0,0,60,6,3,0,0,6,223,67,0,7,292,17,0,0,0,18,55,20,3,0,76,35,42,0,0,76,15,0,0,0,16,14,0,0,0,17,13,0,0,0,18,14,4,0,0,18,213,23,0,0,233,73,8,0,0,79,5,0,0,0,5,69,9,0,0,79,167,21,0,0,188,64,6,0,0,69,102,11,0,0,110
