POW_LGA_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
LGA22410,0,0,0,6,0,0,0,0,0,4,33,4,0,0,3,45,38,6,13,6,10,67,3273,292,483,167,83,4304,2813,127,320,125,47,3436,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,27,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,21,0,0,0,0,21,11,0,3,0,0,12,52,4,9,3,0,66,0,0,0,0,0,0,49,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,16,3,9,0
LGA22490,0,0,0,3,3,0,0,3,0,9,37,0,6,0,3,48,17,6,3,0,0,25,1407,396,386,114,35,2336,1409,129,211,108,19,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,3,19,4,3,4,0,36,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0
LGA22620,0,0,0,48,47,3,3,0,0,57,469,26,24,3,0,517,160,26,18,6,8,218,20758,1977,1733,310,213,24989,21631,745,1056,310,128,23864,9,0,0,0,0,11,12,0,3,0,0,21,27,3,0,0,0,33,118,23,10,6,0,151,4,0,0,0,0,4,9,3,0,0,0,20,16,0,0,0,0,16,37,3,7,0,0,42,4,0,0,0,0,8,15,0,4,0,0,15,344,17,14,0,0,378,47,0,0,0,0,44,9,0,0,0,0,9,13,0,0,0,0,13,23,5,0,0,0,28,15,0,0,0,0,15,3,0,3,0,0,12,22,0,0,0,0,23,3,0,0,0,0,7,85,5,10,0,0,101,48,0,0,0,0,50,20,3,6,0,0,30,224,9,17,0,0,252,23,0,0,0,0,29,272,3,5,0,3,285,8,0,0,0,0,8,12,0,3,0,0,15,87,0,4,3
LGA22670,4,0,0,167,1849,263,218,41,15,2385,5654,478,400,70,43,6646,270,17,14,7,29,341,60698,5363,2858,521,454,69890,20464,527,419,128,75,21611,407,20,9,14,0,451,92,5,15,0,0,112,59,0,0,0,0,66,1551,199,66,65,15,1899,140,4,0,0,0,147,99,5,5,4,0,116,260,12,9,6,5,286,98,9,3,3,5,120,133,3,0,0,3,152,193,9,4,0,5,215,2941,112,70,21,13,3157,189,5,7,4,0,206,164,8,11,0,0,185,45,5,0,4,0,55,88,3,7,0,0,100,104,5,3,0,0,122,62,3,5,0,0,65,125,8,7,0,0,142,62,3,4,3,0,71,596,22,32,4,3,655,92,0,0,0,0,104,58,5,0,0,0,65,1047,14,9,0,0,1070,203,8,16,0,0,234,976,7,13,10,3,1005,149,12,8,6,0,168,140,4,5,0,0,149,302,18,5,0
LGA22750,8,5,0,166,174,13,28,8,4,233,1340,138,113,20,17,1626,272,34,26,0,24,358,46098,5083,4030,532,457,56197,45346,1645,2532,532,233,50291,47,0,0,0,0,43,55,0,0,0,0,62,156,10,10,4,6,178,350,45,48,26,0,475,125,4,6,5,0,139,32,0,4,0,0,35,62,0,0,0,0,63,136,6,15,9,0,168,29,0,3,5,0,43,66,8,0,3,0,80,1413,46,27,18,7,1513,89,4,4,0,0,103,94,5,5,0,0,107,33,8,0,0,4,45,145,9,9,0,0,164,109,5,10,0,0,128,56,0,6,0,0,59,56,4,4,0,0,63,15,3,4,0,0,22,218,13,17,0,0,252,142,0,0,0,0,140,91,3,9,3,0,102,704,27,56,6,0,798,79,5,0,0,0,87,779,0,10,4,3,798,71,7,3,0,4,85,72,6,3,0,0,74,236,7,19,0
LGA22830,0,0,0,13,17,0,3,0,0,17,392,23,29,7,10,463,116,12,11,8,11,157,12553,1520,1055,339,200,15675,11340,487,551,205,82,12667,54,0,5,0,0,62,9,0,4,0,0,14,10,0,0,0,0,17,75,13,3,0,0,93,0,0,3,0,0,3,9,0,0,0,0,11,29,0,0,0,0,27,28,0,0,0,0,31,7,0,0,0,0,8,12,0,0,0,0,18,493,25,4,4,11,539,29,0,0,0,0,34,8,0,4,0,0,13,19,0,0,0,0,34,16,0,0,0,0,15,34,4,0,12,0,60,4,0,0,0,0,4,11,0,0,0,0,11,0,0,0,0,0,0,177,9,4,7,0,192,33,0,0,0,0,30,11,7,3,0,0,18,189,5,9,6,0,218,20,6,0,0,0,24,258,4,11,0,4,276,6,0,0,0,0,6,16,0,0,0,0,16,36,0,0,0
LGA22910,0,0,0,18,0,0,0,0,0,4,39,10,20,3,0,74,22,5,16,0,7,42,1437,352,502,123,57,2474,1729,162,322,88,29,2327,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,14,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,4,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,3,11,0,0,3,0,14,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,15,18,0,0,0,0,18,0,0,4,3,0,7,35,0,8,4,0,55,0,0,0,0,0,0,27,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,5,0,6,0
LGA22980,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0,59,7,0,0,3,0,18,747,103,232,84,24,1189,715,38,84,46,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
LGA23110,4,3,0,78,439,45,36,5,8,533,1454,152,109,15,18,1749,82,9,6,5,8,110,18236,1981,1241,179,126,21762,7923,456,644,122,34,9178,4,3,0,0,0,7,48,0,0,0,0,51,33,0,3,0,0,34,223,31,8,20,0,284,47,0,4,5,0,58,18,0,3,0,0,15,66,4,0,0,0,71,38,4,7,0,0,46,42,4,3,0,0,50,25,0,4,0,0,29,878,21,32,8,5,942,64,0,8,0,0,78,36,5,0,0,0,44,11,4,0,0,0,17,60,9,3,0,0,76,70,3,6,0,0,75,36,0,5,3,0,44,41,0,3,0,0,46,36,14,9,3,0,58,94,4,3,3,0,108,89,0,0,0,0,89,12,3,4,0,0,19,395,13,29,0,6,445,44,0,0,6,0,45,430,4,9,0,0,442,35,0,0,0,0,43,30,0,3,0,0,39,70,0,10,0
LGA23190,0,0,0,5,4,0,0,0,0,3,64,4,0,0,0,68,38,7,10,4,6,62,3697,445,449,144,76,4815,3898,176,208,120,42,4448,0,0,0,0,0,0,4,0,0,0,0,5,6,4,0,0,0,4,7,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,55,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,4,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,7,3,0,0,0,0,3,26,0,0,0,0,27,0,0,0,0,0,0,61,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,4,13,0,4,0
LGA23270,11,0,0,147,1244,53,46,13,7,1359,5073,661,519,58,67,6371,247,35,10,3,25,319,54294,5704,3555,485,460,64496,23581,823,874,258,103,25644,41,0,0,0,0,38,67,11,0,5,0,83,67,3,0,0,0,68,544,60,35,18,3,663,84,4,0,3,0,89,109,11,9,3,0,131,207,3,6,0,0,223,99,3,5,0,4,112,102,13,0,3,0,122,72,4,5,0,0,83,2519,136,114,35,21,2828,94,0,4,0,5,108,129,12,3,0,0,155,731,43,81,13,13,879,76,4,5,0,0,84,277,23,17,8,0,320,63,4,3,0,0,68,41,4,5,0,0,47,249,30,35,9,6,330,218,17,11,0,0,244,285,7,6,0,3,302,20,3,0,0,0,23,844,16,21,5,8,888,196,21,65,14,0,287,869,15,20,8,8,918,74,0,0,0,0,75,97,6,3,0,0,109,109,9,3,0
LGA23350,5,0,0,10,0,0,0,0,0,0,21,3,7,4,0,41,22,4,8,0,3,38,1823,304,405,153,45,2741,1812,170,247,110,19,2358,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,7,0,0,14,28,3,0,0,0,42,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA23430,13,0,0,172,973,81,47,9,13,1131,2859,377,274,46,29,3584,118,16,8,4,20,169,38074,5288,2833,510,302,47015,19536,1066,1169,230,75,22081,53,0,4,0,0,58,42,0,3,0,0,50,101,6,12,0,0,123,1230,214,98,76,0,1621,57,0,4,0,0,66,52,7,5,0,0,62,131,5,0,0,0,137,87,9,11,3,0,119,164,14,17,3,0,201,139,6,7,0,0,157,1658,74,39,16,15,1799,180,5,10,0,0,200,71,4,5,0,0,82,18,0,0,0,0,21,150,15,9,0,0,178,145,11,8,4,3,166,73,9,16,3,0,94,127,3,8,8,0,153,26,3,7,4,0,40,395,30,14,11,0,443,124,0,0,0,0,131,48,9,4,0,0,58,707,35,40,8,3,789,56,0,0,0,0,60,682,10,18,3,6,708,89,16,11,4,0,119,82,3,5,0,0,97,330,19,32,3
LGA23670,8,0,0,119,442,25,23,11,3,502,1981,174,125,23,12,2314,103,17,11,5,4,139,31815,4010,2553,384,174,38930,19251,812,1010,196,54,21313,75,0,3,0,0,78,24,0,0,0,0,29,55,5,7,0,0,61,1217,189,119,87,7,1614,34,4,7,6,0,42,45,0,5,0,0,60,66,0,4,0,0,74,112,10,8,3,0,132,50,6,3,4,0,54,178,17,12,5,0,216,1317,72,42,11,8,1447,173,8,9,6,0,196,131,6,15,7,0,153,13,0,0,0,0,17,86,4,0,0,0,92,83,7,3,0,0,95,48,3,6,0,0,63,96,5,13,6,0,115,25,0,0,0,0,32,608,43,56,12,0,716,76,0,0,0,0,74,45,7,5,0,0,50,529,14,34,9,4,588,61,0,0,7,0,71,557,3,16,4,0,579,84,4,12,4,0,112,149,13,15,0,0,180,249,10,17,3
LGA23810,4,0,0,30,19,4,5,0,0,30,292,18,19,3,6,332,141,16,10,6,18,183,14353,979,905,171,162,16574,13609,317,566,153,107,14759,3,0,0,0,0,3,4,0,4,0,0,12,23,0,0,0,0,25,65,7,10,10,0,96,13,0,0,0,0,10,8,0,0,0,0,8,10,0,0,0,0,10,35,0,3,0,0,35,0,0,0,0,0,5,12,0,0,0,0,13,211,8,0,0,0,230,15,0,4,0,0,21,11,0,0,0,0,11,0,0,0,0,0,0,23,0,0,0,0,26,33,5,3,3,0,39,4,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,48,6,9,0,0,54,11,0,0,0,0,11,49,0,3,0,0,55,192,11,6,5,0,214,7,0,3,0,0,12,212,0,0,3,0,222,11,3,0,0,0,7,10,0,0,0,0,11,48,0,0,0
LGA23940,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,8,0,7,4,0,23,876,197,319,145,40,1585,656,71,135,110,20,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,17,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA24130,3,0,0,38,10,6,0,0,0,15,111,25,19,3,4,162,46,13,8,3,3,74,4957,1098,896,193,96,7242,5610,446,713,199,53,7025,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,23,29,4,0,4,0,36,4,0,3,0,0,5,4,0,0,0,0,6,9,0,0,0,0,11,23,4,8,3,0,35,4,0,0,0,0,8,6,0,0,0,0,6,107,6,3,0,0,118,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,22,4,6,0,0,29,8,8,0,3,0,18,3,0,4,0,0,12,6,0,0,0,0,6,4,0,3,0,0,10,12,0,9,0,0,21,9,0,0,0,0,10,16,0,5,0,0,20,101,17,11,5,3,137,3,0,0,0,0,8,52,0,4,0,0,58,6,0,5,0,0,6,10,3,0,0,0,13,26,4,8,4
LGA24210,9,0,0,55,95,23,10,3,0,133,402,101,69,10,7,595,32,5,4,0,0,47,9896,2340,1538,316,72,14163,9384,515,660,166,33,10759,8,0,0,0,0,13,11,3,0,0,0,18,34,0,4,0,0,41,1029,233,134,122,7,1524,15,5,4,0,0,23,30,9,3,0,0,48,35,0,3,0,0,38,21,0,0,4,0,20,91,12,3,4,0,117,296,29,17,4,3,347,478,29,35,10,7,556,61,3,6,0,4,81,218,27,31,19,0,305,16,0,0,0,0,18,31,0,0,0,0,34,109,14,8,12,0,143,37,0,12,0,0,54,105,9,19,0,0,130,27,0,3,0,0,40,436,45,48,12,0,539,157,0,0,0,0,162,21,0,4,0,0,27,179,6,13,7,0,212,49,10,6,0,0,64,198,5,4,5,0,215,20,3,0,0,0,26,94,4,8,0,0,112,144,8,16,5
LGA24250,0,0,0,7,3,0,0,0,0,5,11,8,0,0,0,21,19,3,6,0,3,34,1236,231,288,96,33,1889,1418,106,153,69,25,1763,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,6,22,5,0,0,0,28,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
LGA24330,11,0,0,82,980,218,159,37,16,1413,1516,176,166,19,23,1894,58,5,5,3,4,77,17052,1930,1471,196,139,20783,11580,362,553,70,25,12599,9,0,0,0,0,9,52,6,5,0,0,60,58,0,5,0,0,58,430,45,25,16,4,512,75,0,0,0,0,80,52,0,3,0,0,60,80,0,5,0,0,81,51,6,3,4,0,61,70,4,0,0,0,72,74,5,12,0,0,95,982,31,20,6,6,1041,94,4,4,0,0,102,70,0,4,0,0,75,31,0,5,0,0,37,61,4,0,0,0,72,126,0,5,0,0,133,76,5,8,0,0,92,47,0,5,0,0,59,34,0,4,0,0,36,206,4,23,0,0,232,146,0,0,0,0,153,16,0,3,0,0,22,451,15,31,3,3,503,44,5,3,0,0,55,610,9,14,0,0,637,91,4,4,0,0,100,58,4,9,0,3,84,78,6,3,0
LGA24410,6,0,0,78,135,19,12,0,0,163,1022,90,59,15,24,1210,64,10,5,0,6,83,18343,2765,1652,243,141,23142,15065,698,944,162,52,16919,24,0,0,0,0,21,19,0,0,0,0,19,40,3,12,0,0,54,664,103,69,44,8,888,19,0,0,0,0,26,31,0,0,0,0,35,53,0,4,0,0,59,60,0,0,0,0,67,25,0,0,0,0,30,111,10,6,3,0,139,670,28,18,5,4,732,66,4,4,0,0,75,103,16,7,4,3,128,7,0,0,0,0,9,38,0,3,0,0,46,32,3,0,0,0,44,32,0,4,0,0,36,65,4,11,3,0,79,23,0,0,0,0,23,270,14,23,0,0,302,85,0,0,0,0,86,30,7,3,0,0,40,310,14,18,0,0,344,34,0,5,0,0,39,243,6,4,0,4,255,34,0,4,0,0,33,58,6,7,0,0,70,165,11,12,0
LGA24600,59,3,0,1868,3117,133,74,36,20,3383,15096,540,495,68,91,16285,481,31,16,10,55,602,243778,10097,6182,886,871,261805,132353,1721,2075,348,289,136787,164,0,5,0,0,172,543,0,7,0,4,551,967,13,18,0,0,997,10080,498,269,182,37,11068,341,4,7,3,3,358,347,4,6,3,4,363,736,5,4,0,0,749,922,17,20,3,0,962,599,4,10,9,8,633,1932,48,36,13,3,2029,17618,139,93,34,59,17946,2112,26,32,7,3,2179,991,15,13,3,0,1036,260,6,4,0,0,279,1379,7,19,3,0,1405,962,19,25,10,13,1026,871,22,36,3,6,937,1324,59,75,11,7,1482,267,15,11,6,4,302,5235,112,88,14,5,5453,1239,8,12,0,4,1264,330,10,5,0,0,348,6374,56,94,18,10,6544,620,8,10,3,0,648,5330,25,19,6,12,5395,650,11,14,4,7,688,1527,13,25,6,0,1566,1882,16,31,8
LGA24650,0,0,0,54,286,55,60,7,6,410,1165,259,179,29,27,1658,56,16,5,0,4,84,14734,2505,1658,266,154,19319,10707,376,520,140,46,11790,6,0,3,0,0,12,45,3,8,0,0,60,32,0,3,0,0,28,130,33,14,12,0,192,39,5,5,0,0,44,62,4,14,4,0,77,83,0,9,0,0,88,44,0,0,0,0,48,17,0,3,0,0,24,25,3,0,0,0,25,1326,123,86,42,9,1583,45,0,4,0,0,50,23,4,4,0,0,30,31,4,0,0,0,39,40,0,0,0,0,36,56,7,8,0,5,76,11,0,0,0,0,16,15,0,6,0,0,21,25,3,8,3,0,37,80,3,8,0,3,95,37,0,0,0,0,37,12,0,0,0,0,12,420,22,17,3,0,462,74,8,21,0,3,109,507,12,18,8,0,552,36,0,0,0,0,43,32,0,3,0,0,39,74,4,3,0
LGA24780,3,0,0,15,53,4,0,5,0,68,245,19,17,12,4,293,105,14,15,8,17,169,9202,1074,958,352,188,11777,9037,409,513,228,97,10284,23,0,0,0,0,25,3,0,0,0,0,4,9,0,0,0,0,9,73,0,5,4,0,85,5,0,0,3,0,8,0,0,0,0,0,0,11,0,0,0,0,11,24,0,4,3,0,27,0,3,0,0,0,5,20,0,0,0,0,17,164,6,6,3,0,176,4,0,0,0,0,12,0,0,0,0,0,5,5,0,0,0,0,5,11,0,0,0,0,11,21,0,8,4,0,31,13,0,5,0,0,15,15,0,0,0,0,21,3,0,0,0,0,3,182,7,7,7,4,200,28,0,0,0,0,28,5,5,0,0,0,8,125,4,9,0,0,143,12,0,0,0,0,14,138,0,3,0,0,148,0,0,0,0,0,0,0,0,0,0,0,4,40,3,0,0
LGA24850,4,0,0,25,11,0,0,0,0,10,123,23,23,9,0,176,40,3,8,0,10,66,5048,724,624,150,73,6619,5164,234,379,142,40,5956,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,10,23,0,3,3,0,35,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,10,16,0,0,0,0,17,8,0,0,0,0,8,6,0,0,0,0,7,199,19,11,4,0,227,10,0,0,0,0,9,3,0,0,0,0,3,12,0,0,0,0,14,18,0,0,0,0,19,8,3,0,5,0,17,4,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,11,0,0,0,0,15,10,0,0,0,0,10,4,0,0,0,0,9,86,6,8,4,0,98,5,0,0,0,0,4,57,0,5,0,0,61,5,0,0,0,0,5,5,0,0,0,0,8,27,6,4,0
LGA24900,0,0,0,8,5,0,4,0,0,8,54,10,5,0,0,63,50,10,14,6,3,84,4200,679,650,251,115,5890,3959,267,326,166,44,4763,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,8,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,42,3,0,0,0,45,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,14,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,54,3,4,0,0,59,4,0,0,0,0,4,7,4,0,0,0,20,80,6,6,4,3,101,3,0,0,0,0,4,76,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0
LGA24970,9,0,0,282,869,79,59,17,10,1025,3282,274,174,28,20,3783,169,12,4,3,19,201,51115,4964,2986,585,281,59933,28986,703,761,150,81,30679,106,3,6,0,0,119,122,7,9,0,0,137,118,3,8,0,0,131,3417,525,259,220,20,4441,80,4,4,0,0,95,111,7,3,0,0,126,185,0,0,3,0,191,198,3,13,0,0,219,320,18,18,8,3,375,457,22,40,5,0,522,3377,125,84,24,25,3631,365,18,24,5,5,410,264,13,4,0,0,282,56,4,0,0,0,59,157,11,3,0,0,172,185,18,9,5,0,223,222,8,10,3,0,239,354,24,48,12,6,436,71,0,0,5,0,75,1281,77,88,10,5,1462,181,0,3,0,0,185,76,0,0,0,0,80,979,17,20,3,3,1029,163,14,8,0,0,186,1039,8,11,3,0,1068,186,7,12,0,0,205,359,9,21,0,0,386,463,20,19,0
LGA25060,6,0,0,67,278,44,40,5,3,374,809,146,124,20,19,1118,55,5,0,0,6,72,14422,2564,1634,255,144,19015,12935,741,956,185,46,14859,7,0,0,0,0,8,25,0,0,0,0,24,39,0,4,7,0,47,353,43,38,19,0,458,38,6,0,3,0,48,53,6,0,0,0,63,56,0,0,3,0,70,39,0,7,0,0,50,68,6,9,0,0,84,62,13,7,3,0,86,778,33,29,7,3,849,68,0,5,0,0,73,61,9,7,0,0,77,54,6,3,0,0,65,53,5,7,0,0,62,203,16,23,9,4,248,52,0,3,0,0,60,45,4,8,0,0,56,42,3,5,3,0,55,122,12,15,0,0,155,231,0,4,0,0,237,14,0,0,0,0,16,288,9,27,0,6,328,39,4,3,0,0,42,346,10,5,6,0,362,38,0,4,0,0,48,40,9,6,0,0,48,59,0,3,0
