POW_LGA_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
LGA24900,5,0,3,13,27,26,15,0,79,8,6,0,0,6,9,8,0,35,0,0,4,5,8,21,11,5,55,3,0,6,12,12,22,7,18,86,0,0,3,5,17,21,12,10,79,4,7,13,21,39,32,29,18,163,7,12,16,32,37,50,30,4,196,0,20,45,47,41,61,25,13,247,0,13,57,69,81,52,15,4,291,0,8,33,46,54,36,19,4,208,0,4,19,58,41,25,11,6,165,0,0,21,44,46,41,7,0,158,0,0,28,59,75,47,11,0,224,0,0,4,14,19,18,9,0,62,0,0,7,7,24,23,9,3,66,0,0,3,6,3,14,16,7,41,27,75,265,442,524,500,247,80,2164,0,0,0,0,0,0,5,0,7,6,0,0,0,0,0,0,0,3,0,5,5,0,6,0,0,0,15,0,0,4,5,3,4,10,0,24,0,6,0,3,4,9,9,0,28,0,3
LGA24970,0,0,18,30,22,19,4,0,97,4,11,4,21,11,6,5,0,60,11,9,20,25,24,17,4,0,114,9,11,30,37,40,22,12,0,164,9,19,41,40,33,31,18,8,201,3,33,64,99,67,46,39,13,368,8,58,100,117,98,73,18,5,477,5,88,223,193,171,97,33,7,818,0,99,379,357,262,176,55,6,1335,0,61,373,385,301,192,47,4,1363,0,26,331,470,392,261,48,7,1539,0,7,278,449,452,229,64,4,1476,0,12,487,1477,1363,767,123,14,4240,0,4,115,516,500,315,52,3,1505,0,0,97,719,1148,666,139,23,2784,0,5,9,26,27,27,3,0,100,41,431,2559,4956,4907,2962,681,102,16636,3,11,28,31,18,15,3,0,114,74,109,46,42,31,17,9,5,336,32,173,84,74,51,39,24,4,476,16,104,109,89,56,51,25,6,458,11,107,116,88,58,71,29,13,491,8,149
LGA25060,0,0,12,16,12,11,3,0,44,5,3,4,10,6,0,0,3,30,3,9,3,7,6,13,7,0,48,0,7,9,9,14,19,3,0,60,5,13,18,14,23,14,8,0,82,9,21,35,28,44,53,9,0,186,3,23,62,58,53,29,17,0,236,0,54,123,74,81,72,13,0,425,0,48,149,141,103,78,29,8,554,0,21,158,116,104,47,24,4,466,0,3,108,124,129,78,23,4,462,0,0,71,126,108,65,11,0,388,0,0,150,313,283,185,33,3,970,0,0,37,87,119,61,6,0,313,0,0,27,167,244,128,22,0,584,0,3,7,10,4,0,0,0,30,24,200,954,1291,1322,861,211,28,4888,0,3,10,12,9,5,0,0,36,38,25,8,9,5,4,0,3,94,29,35,30,27,19,20,5,5,171,15,17,30,23,26,18,19,0,152,5,30,31,31,26,23,8,0,156,0,38
LGA25150,0,0,5,5,6,5,5,3,23,0,0,0,0,5,0,0,4,10,0,0,0,5,7,5,4,3,32,0,3,6,0,0,4,12,5,30,3,0,0,9,4,8,9,5,39,0,7,9,16,11,19,8,5,84,0,14,18,12,22,22,13,6,105,3,11,28,15,29,24,5,11,127,0,9,36,30,22,25,14,4,143,0,0,18,29,33,34,13,10,140,0,0,20,31,37,25,13,0,124,0,0,14,21,25,23,0,8,85,0,0,16,60,42,42,15,4,186,0,0,5,16,17,14,0,0,46,0,0,0,15,27,24,11,0,83,0,0,0,3,6,7,0,0,20,9,48,182,257,301,281,129,61,1261,0,0,3,0,0,4,0,0,3,7,0,4,10,4,0,0,0,20,6,4,5,4,4,6,0,0,29,0,3,10,4,3,10,4,0,40,4,0,8,9,11,4,3,0,41,0,0
LGA25250,0,0,9,16,13,0,11,0,46,0,0,5,3,5,0,0,0,24,4,5,12,13,9,5,4,0,58,4,6,11,27,23,14,6,0,92,0,6,15,37,22,20,7,4,113,0,24,56,55,41,36,21,4,231,6,22,75,70,62,53,20,0,302,0,44,152,94,92,64,18,8,463,0,33,197,171,147,71,23,3,645,0,13,168,196,117,72,27,0,595,0,9,137,164,135,99,22,0,563,0,4,90,135,118,71,22,4,431,0,3,158,265,270,181,36,6,922,0,0,23,87,108,67,20,0,306,0,0,32,136,159,98,17,7,443,0,0,5,9,10,11,0,0,33,22,175,1152,1459,1322,861,238,39,5268,3,7,16,17,5,0,5,0,51,28,27,20,30,20,13,0,0,128,18,31,44,32,32,11,9,4,180,3,40,77,66,29,24,17,0,259,0,46,80,58,43,39,31,7,295,0,51
LGA25340,0,4,7,21,29,31,7,3,97,13,0,0,3,10,13,3,3,53,10,6,9,19,13,17,14,0,95,7,10,13,30,27,25,23,10,145,7,15,8,19,27,28,32,7,151,7,23,30,36,68,65,34,17,277,9,33,83,80,110,109,51,7,482,4,78,146,144,166,121,49,9,719,3,66,202,173,249,180,73,16,963,0,23,186,192,219,175,49,7,856,0,12,145,218,228,142,45,4,793,0,0,80,168,190,125,38,9,616,0,4,141,300,381,249,75,14,1162,0,0,23,72,114,68,11,7,298,0,0,22,143,201,158,58,27,611,0,4,16,22,23,16,7,0,90,66,280,1112,1641,2054,1527,583,145,7399,0,3,4,12,7,8,3,5,46,18,16,5,13,12,11,11,5,99,10,19,18,25,21,24,12,0,137,10,17,40,58,32,37,27,4,225,0,16,41,59,44,43,36,6,254,3,23
LGA25430,0,0,0,0,0,3,6,0,19,0,0,3,6,0,0,0,4,18,0,0,0,0,5,10,9,0,23,0,0,0,11,7,11,11,3,39,0,0,3,5,13,7,10,4,40,0,0,3,13,8,15,13,4,51,0,0,6,13,22,19,12,4,78,0,5,14,11,28,28,18,0,104,0,4,17,26,38,42,11,0,139,0,6,22,17,21,14,13,3,92,0,0,12,19,31,19,4,0,84,0,0,4,21,23,20,10,0,71,0,0,5,38,39,38,14,4,140,0,0,0,9,15,12,0,0,36,0,0,5,7,31,16,6,0,60,0,0,0,0,4,5,0,4,21,5,12,107,196,280,256,121,41,1021,0,0,0,4,0,0,0,0,5,0,0,6,3,0,5,3,0,12,0,0,0,6,6,3,4,0,19,0,0,5,6,12,19,4,0,60,0,0,8,8,13,18,15,0,58,0,0
LGA25490,4,0,0,0,10,12,17,0,41,3,0,0,0,3,11,4,3,30,0,0,0,4,9,13,12,7,55,0,0,9,4,10,20,12,3,52,3,0,9,15,13,16,25,11,89,8,5,8,12,21,28,20,12,103,4,8,19,20,18,25,26,11,132,3,18,23,33,43,51,40,14,224,0,8,42,49,60,66,38,12,285,0,3,34,45,49,40,27,13,207,0,9,27,32,59,51,20,6,203,0,0,24,25,42,41,24,9,167,0,0,20,53,61,69,24,10,238,0,0,0,13,21,22,12,3,73,0,0,15,28,40,42,25,10,153,0,0,0,4,16,14,6,10,45,22,58,228,328,477,524,329,126,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,5,0,0,0,14,0,6,3,3,0,3,0,0,12,0,0
LGA25620,0,0,0,0,10,9,3,6,23,0,0,0,0,0,4,6,3,13,0,0,0,4,0,12,8,5,34,0,0,3,4,6,9,14,3,37,0,0,0,0,11,10,12,4,42,0,0,9,10,6,7,19,15,64,0,0,5,13,13,15,14,10,70,0,7,18,22,11,20,19,15,110,0,4,15,29,34,35,15,11,144,0,0,15,16,21,19,10,8,97,0,0,7,14,34,24,16,8,98,0,0,11,21,10,18,11,3,75,0,0,5,24,34,32,14,3,116,0,0,0,3,8,9,0,0,34,0,0,7,4,19,15,5,7,53,0,0,0,0,6,6,5,4,27,3,23,98,165,223,253,160,103,1030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,0,19,0,0,3,4,0,3,3,3,17,0,0
LGA25710,0,0,3,6,4,3,0,0,23,4,0,0,0,0,9,0,3,16,4,5,0,3,9,10,8,0,38,0,3,3,12,9,10,6,5,50,5,7,5,8,11,20,3,0,64,6,10,5,19,22,22,11,6,85,0,10,15,16,27,21,7,0,100,0,12,32,33,45,39,12,3,179,0,16,35,43,48,51,17,0,208,0,6,39,49,47,38,17,0,192,0,0,35,49,61,36,7,0,191,0,0,8,32,26,26,6,3,116,0,0,26,87,86,80,14,8,299,0,0,0,21,41,24,6,0,96,0,0,0,40,65,53,16,4,180,0,0,5,3,3,0,3,0,18,15,75,218,422,509,439,145,31,1856,0,0,4,11,4,0,0,0,20,9,8,10,5,4,7,3,0,51,7,19,8,11,6,15,10,0,64,0,10,8,16,14,18,10,5,77,0,10,12,25,24,27,7,3,112,0,6
LGA25810,0,0,4,0,7,7,6,0,22,0,0,0,0,5,3,0,3,15,3,0,0,0,3,9,12,5,31,0,0,3,5,10,4,4,5,27,0,0,0,0,7,9,10,13,37,0,0,5,11,9,26,20,6,69,0,0,8,14,18,18,4,6,70,0,0,15,15,20,31,10,3,98,0,6,25,24,26,28,11,3,128,0,3,17,23,26,21,7,5,92,0,4,11,17,18,31,8,4,78,0,0,6,5,14,13,3,0,54,0,0,12,26,28,30,17,5,117,0,0,0,7,11,4,11,0,34,0,0,6,4,14,20,11,4,50,0,0,0,0,5,3,0,0,8,7,21,111,157,206,253,142,57,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,3,10,0,0,5,0,0,5,0,0,8,0,0,6,6,0,3,3,0,17,0,0
LGA25900,0,0,5,22,19,10,5,0,75,0,0,9,9,6,5,0,0,30,3,7,5,8,9,7,3,0,45,0,11,21,23,14,10,8,5,93,0,14,32,30,19,12,14,0,124,0,25,45,42,39,31,17,7,212,3,35,90,93,60,39,23,4,345,3,66,212,140,101,93,26,0,645,0,108,480,274,160,111,48,9,1184,0,74,484,354,204,119,39,10,1277,0,36,502,499,264,146,33,4,1490,0,5,325,450,280,155,47,10,1268,0,8,817,1351,959,441,84,15,3673,0,0,189,500,439,181,39,9,1354,0,4,220,1127,1336,659,135,7,3490,0,0,8,21,24,12,8,0,80,23,401,3451,4937,3922,2028,531,74,15366,4,6,18,17,23,12,8,0,77,27,20,31,11,22,9,5,4,124,12,51,45,22,19,30,14,0,192,10,66,39,57,38,43,20,6,275,5,59,73,48,42,37,40,12,306,3,91
LGA25990,0,0,0,0,9,11,0,0,28,0,0,0,0,4,3,5,4,17,6,0,0,0,4,5,9,6,24,0,0,0,4,6,0,8,5,26,0,0,0,3,13,12,13,0,48,0,0,9,10,4,11,4,3,43,0,0,4,5,13,9,8,0,51,0,5,7,6,13,21,9,4,57,0,5,19,18,20,15,6,4,78,0,0,6,11,9,16,8,0,49,0,0,8,8,17,15,10,0,63,0,0,4,0,9,10,0,0,23,0,0,4,22,23,10,7,0,69,0,0,0,0,3,0,0,0,13,0,0,0,8,0,5,0,3,25,0,0,0,0,6,3,5,0,10,8,21,64,96,156,152,101,38,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,6,4,0,16,0,0,0,0,4,3,6,0,15,0,4,0,0,0,5,0,0,11,0,0,0,3,9,0,4,0,17,0,0,9,4,0,8,0,0,24,0,0,3,6,4,4,0,0,24,0,0,5,4,6,4,5,0,26,0,0,3,0,0,3,4,0,19,0,0,0,10,12,8,0,0,38,0,0,0,4,9,4,0,0,21,0,0,0,0,9,6,5,0,18,0,0,0,0,0,0,0,0,0,0,6,29,41,61,63,31,3,232,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,7,0,0,0,0,3,6,0,0,14,0,0
LGA26170,0,0,9,8,17,32,21,0,88,5,4,4,4,6,4,9,4,43,3,3,5,10,9,21,18,5,73,0,0,7,11,13,22,22,18,90,4,0,7,9,28,32,32,12,127,3,3,13,7,26,50,47,15,181,4,8,16,26,34,40,47,16,187,4,6,30,48,50,60,52,13,253,0,8,46,58,65,66,32,15,279,0,3,40,52,44,49,29,9,238,0,3,26,42,54,56,24,4,201,0,4,12,38,47,40,20,0,162,0,0,23,55,87,59,43,7,270,0,0,6,17,22,25,11,0,80,0,0,5,21,39,33,20,12,128,0,0,8,4,16,10,8,6,51,29,56,247,417,554,603,424,127,2459,0,0,3,0,0,0,0,0,7,3,0,5,0,0,5,0,0,18,0,0,6,6,8,5,6,0,37,0,0,3,10,4,15,4,0,39,0,0,6,7,6,9,10,0,32,9,3
LGA26260,0,0,5,3,11,3,6,0,31,4,0,0,0,4,8,4,0,17,5,0,0,3,0,13,9,3,30,0,0,0,11,9,14,18,3,50,0,6,0,4,9,9,19,4,57,4,0,11,16,11,22,20,6,89,0,9,17,21,21,31,24,8,132,0,10,30,31,27,40,42,10,188,0,11,37,33,49,64,32,6,218,0,5,21,30,32,32,28,6,157,0,3,20,43,28,38,29,10,175,0,0,13,22,32,31,14,4,113,0,0,4,42,64,37,21,0,170,0,0,0,7,16,9,4,0,42,0,0,7,13,32,25,27,15,128,0,0,0,5,0,4,8,0,18,8,49,171,279,346,385,302,70,1613,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,6,6,4,3,0,0,27,0,0,5,3,6,0,4,0,22,0,5
LGA26350,0,3,13,22,23,14,4,0,81,11,10,3,7,12,8,3,0,55,5,14,4,8,6,3,9,0,53,0,15,16,11,27,8,0,0,85,8,20,30,21,18,31,11,0,143,3,36,53,43,46,45,18,8,250,0,59,94,78,55,35,18,9,352,3,75,257,160,111,67,31,9,695,0,117,468,241,152,100,32,10,1123,0,42,381,223,154,94,20,3,922,0,18,334,242,184,117,33,10,938,0,5,201,196,150,104,28,6,693,0,0,391,548,478,212,73,15,1725,0,0,70,208,193,84,26,7,591,0,0,93,458,593,316,104,25,1588,0,4,6,9,18,19,0,7,74,35,422,2417,2487,2226,1251,413,109,9362,3,4,11,18,21,6,14,0,83,35,22,19,16,7,3,6,0,105,25,45,38,25,23,20,7,4,178,15,55,34,30,35,26,19,3,211,6,47,51,37,38,34,22,6,249,3,72
LGA26430,0,0,0,4,12,5,9,3,34,0,0,0,3,0,0,4,0,16,5,0,6,0,4,6,9,6,31,0,0,0,0,0,18,5,12,45,0,0,0,0,6,12,16,5,37,0,0,6,3,0,10,14,11,45,0,0,7,8,8,26,25,5,76,0,8,10,15,22,20,23,9,105,5,3,19,15,20,25,30,7,131,0,6,13,23,22,21,14,6,98,0,0,14,15,23,21,7,0,82,0,0,10,14,6,9,12,6,55,0,0,15,18,20,30,20,3,113,0,0,0,7,5,7,8,3,28,0,0,0,13,16,5,18,6,63,0,0,0,0,0,5,7,5,20,5,18,97,145,175,223,218,93,979,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,14,0,0,3,0,0,6,4,0,14,0,0
LGA26490,0,0,5,6,6,7,5,0,28,5,0,0,6,0,10,6,0,29,0,0,0,6,4,9,8,0,27,0,4,8,0,9,12,10,0,46,0,3,0,6,13,12,13,4,49,5,5,6,20,20,17,19,12,94,0,5,21,21,15,29,16,5,111,0,23,29,36,28,30,19,7,174,0,14,63,51,46,49,22,14,266,0,6,62,59,47,51,15,0,242,0,0,38,67,53,35,14,6,213,0,0,19,41,36,26,3,4,135,0,0,25,95,99,43,19,3,282,0,0,4,39,29,20,3,0,94,0,0,4,40,54,37,8,4,157,0,0,0,0,9,12,6,3,29,6,68,285,492,467,400,189,63,1973,0,0,3,6,0,5,0,0,16,0,0,3,12,0,0,0,0,18,4,0,4,5,6,9,7,3,36,0,6,7,17,12,12,4,0,54,0,4,3,23,9,10,4,0,52,0,5
LGA26610,0,0,3,12,9,7,5,0,39,0,0,0,3,0,0,0,0,8,0,3,0,4,7,4,0,0,26,0,3,0,9,4,15,9,8,44,0,0,5,4,7,6,6,3,47,5,4,16,19,16,19,21,8,101,4,6,12,26,22,29,15,5,126,6,18,44,33,31,40,20,9,192,4,18,49,56,53,49,29,5,264,0,4,36,67,32,42,16,0,209,0,4,47,46,25,37,4,3,170,0,0,20,38,32,36,9,4,133,0,3,32,57,58,58,17,3,230,0,0,4,9,23,16,8,0,60,0,0,3,16,31,36,3,3,101,0,0,6,3,3,12,3,0,37,28,73,285,398,366,410,174,47,1787,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,9,0,0,0,0,3,3,0,0,11,0,3,12,10,0,0,3,0,25,0,3,4,14,0,13,6,0,37,0,4
LGA26670,0,0,0,0,0,8,5,0,15,3,0,0,0,0,0,0,0,8,0,0,5,6,3,13,7,0,30,0,0,0,3,0,10,6,4,35,0,0,0,6,4,3,10,12,36,0,0,3,4,11,12,19,9,64,0,8,7,6,15,5,21,7,63,0,0,11,9,16,13,24,6,74,0,0,13,11,20,16,24,9,90,0,0,7,13,16,18,10,0,63,0,0,10,3,13,19,11,4,59,0,0,7,3,4,4,6,4,34,0,0,0,14,10,15,17,5,67,0,0,0,4,3,0,3,4,15,0,0,0,5,10,5,0,0,22,0,0,0,0,3,3,0,0,14,8,11,63,84,124,155,172,72,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,4,0,0
LGA26700,0,0,3,8,12,12,7,5,45,3,0,0,0,0,8,7,0,26,3,0,4,3,5,13,15,11,49,5,0,5,6,4,22,24,5,62,0,0,10,13,8,4,17,17,77,0,3,4,7,17,28,32,11,106,3,9,16,19,23,23,16,17,124,0,15,28,30,38,42,24,9,190,0,12,59,59,56,59,31,14,286,0,3,30,45,37,40,14,12,183,0,0,27,48,48,49,18,3,201,0,0,19,45,49,28,11,3,162,0,0,22,73,89,58,18,3,263,0,0,0,13,17,15,3,0,65,0,0,3,16,33,22,8,3,90,0,0,0,3,5,10,9,0,33,15,49,227,382,456,437,264,122,1949,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,10,0,0,0,8,6,6,5,0,23,0,0,0,11,0,4,3,0,26,0,0,6,14,7,11,5,0,31,0,5
LGA26730,0,0,0,0,4,8,4,0,12,0,0,0,0,5,0,0,0,9,3,0,0,3,3,0,3,0,15,0,3,0,0,0,4,4,0,21,4,0,3,10,11,6,8,0,33,4,6,6,12,6,9,5,0,50,5,7,18,18,15,19,14,0,95,0,25,39,29,46,28,17,0,181,0,11,47,56,61,39,11,0,229,0,3,50,51,65,47,9,5,227,0,4,22,45,61,45,9,0,180,0,0,25,50,58,30,8,0,171,0,0,22,88,112,80,18,0,317,0,0,5,20,23,18,6,0,76,0,0,4,13,37,29,13,0,99,0,0,0,3,9,8,0,0,18,22,63,242,393,500,380,116,18,1723,0,0,0,5,0,0,0,0,7,4,0,0,4,3,3,0,0,16,0,3,5,10,4,9,0,0,27,0,0,14,17,3,8,4,0,41,4,4,5,15,13,3,7,0,56,4,12
LGA26810,0,0,3,11,13,23,21,0,71,4,0,6,11,0,11,6,5,45,0,4,3,12,18,20,23,3,82,6,4,11,16,10,34,32,13,115,5,6,9,18,19,24,35,16,120,3,4,20,24,31,41,38,18,182,0,14,26,37,48,40,29,16,209,4,26,41,45,64,63,31,9,287,0,32,86,68,74,78,34,5,387,0,25,55,64,67,46,34,12,299,0,26,64,61,62,47,10,4,281,0,3,38,72,48,39,16,5,214,0,0,53,97,125,103,23,5,405,0,0,6,19,25,31,9,3,89,0,5,6,34,64,52,15,5,179,0,0,3,6,9,10,13,8,45,34,147,427,586,687,652,369,123,3017,0,0,0,4,0,5,0,0,6,3,0,5,5,0,7,0,0,21,3,5,3,4,0,5,0,0,26,0,0,6,8,0,9,9,0,26,0,0,8,12,13,11,12,0,67,0,4
LGA26890,4,0,7,0,4,10,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,16,0,0,3,4,7,8,8,0,23,0,0,6,4,5,11,3,7,38,0,0,3,0,4,12,11,3,44,0,5,10,13,12,13,5,4,65,0,4,11,16,14,27,12,4,83,0,6,16,17,10,12,14,3,82,0,0,6,13,14,11,20,9,70,0,0,8,14,19,23,4,5,79,0,0,8,12,16,18,15,0,67,0,0,10,15,16,21,11,8,84,0,0,0,0,9,7,0,3,22,0,0,6,8,10,9,14,5,45,0,0,0,0,5,11,9,4,26,7,13,89,119,142,197,140,55,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,0,8,0,0,4,0,0,0,0,0,5,0,0
LGA26980,0,3,17,18,29,9,6,0,89,6,3,5,11,11,6,0,0,47,7,16,16,17,21,9,9,0,94,11,12,27,39,43,19,9,0,159,4,25,19,25,53,39,5,0,168,4,39,49,58,59,51,23,4,282,10,35,85,92,100,57,22,3,402,6,53,151,134,125,83,37,4,594,0,50,249,206,194,139,41,8,888,0,27,211,251,183,135,34,0,851,0,6,199,232,223,150,41,5,865,0,0,118,234,221,156,32,0,770,0,3,287,722,714,432,90,9,2253,0,0,40,207,238,165,28,0,671,0,0,49,271,475,290,50,8,1142,0,3,10,11,13,10,0,5,46,56,271,1528,2528,2695,1743,439,66,9331,3,16,17,17,13,11,8,0,80,78,78,42,35,23,18,8,0,283,32,100,74,66,53,47,28,4,409,20,76,86,86,52,48,26,7,405,5,82,109,86,82,78,42,9,496,6,99
LGA27070,0,4,9,14,12,9,7,0,63,8,0,4,15,4,7,0,0,38,11,8,11,19,21,9,3,0,83,8,10,20,19,31,11,3,0,98,11,19,33,40,34,18,9,3,156,14,34,42,55,57,41,15,6,267,3,38,88,103,91,47,24,6,392,4,81,177,156,135,83,16,3,655,4,54,262,255,210,144,40,7,983,0,30,207,262,196,125,34,8,867,0,14,166,245,219,139,23,3,804,0,4,135,216,227,121,26,9,734,0,0,218,434,448,247,72,10,1422,0,0,30,121,149,79,18,4,397,0,0,30,169,223,163,36,10,639,0,3,10,6,14,20,7,0,62,67,311,1437,2132,2070,1261,349,65,7683,7,3,12,13,4,0,0,0,37,30,22,27,21,9,13,3,0,128,14,34,44,25,18,15,5,0,166,5,16,49,50,19,12,13,0,171,0,26,52,52,32,26,18,3,213,3,47
