POW_LGA_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,4,0,0,5,0,27,4,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,11,3,0,8,4,4,0,0,3,0,20,8,0,5,9,0,0,0,0,0,26,15,0,7,6,3,0,0,9,0,39,30,5,12,9,6,0,0,18,0,72,24,6,13,4,5,5,10,15,0,75
LGA26980,14,7,6,33,30,18,4,12,0,118,11,10,15,27,41,18,8,12,0,139,15,3,19,36,39,9,6,10,4,143,7,14,20,17,26,15,0,6,0,104,18,17,12,9,20,10,0,0,0,86,8,6,9,10,5,0,3,0,0,39,23,25,9,9,20,3,3,0,0,98,3,3,0,0,3,0,0,0,0,14,0,3,3,0,0,0,0,0,0,17,0,3,0,0,3,0,0,0,3,17,112,107,112,213,247,100,32,86,15,1023,10,5,11,0,0,6,4,5,7,46,4,9,11,21,11,17,4,11,0,84,4,9,29,45,14,39,0,29,3,169,7,9,40,67,26,32,16,26,3,229,17,13,66,100,36,36,6,26,3,301,25,28,134,174,81,69,24,58,9,606,48,28,207,251,133,70,70,78,7,899,63,29,359,324,209,72,80,91,13,1221,120,81,490,299,248,74,72,79,21,1485
LGA27070,5,0,18,35,32,24,0,12,0,137,16,10,18,36,37,16,15,36,6,179,24,9,27,46,37,30,30,17,8,220,15,6,16,8,27,9,14,12,4,111,14,8,8,10,12,11,6,3,8,80,11,4,7,4,4,3,4,8,3,43,26,9,9,6,11,6,4,0,0,65,11,0,0,0,4,0,0,5,0,20,14,0,0,0,4,0,5,0,0,21,0,0,0,0,3,0,5,0,4,12,140,56,116,212,224,163,87,126,31,1159,8,3,22,6,10,4,0,8,3,68,3,10,22,13,6,31,7,16,6,112,10,14,49,57,20,47,14,43,0,256,11,10,60,101,31,58,17,48,0,338,24,14,107,100,53,74,20,59,7,460,36,21,191,223,89,102,41,109,5,805,55,33,319,305,142,115,94,129,18,1207,107,39,520,307,237,134,196,199,32,1760,181,53,787,242,262,116,253,210,32,2128
LGA27170,3,0,3,6,11,4,0,10,0,42,5,7,6,8,11,3,3,7,0,43,0,5,3,10,16,8,6,6,0,57,6,9,6,6,8,9,6,3,0,41,5,3,3,8,0,4,3,3,0,32,3,0,0,3,0,5,3,4,0,15,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,22,24,66,54,45,27,46,3,313,6,0,5,4,4,0,0,0,0,22,3,0,5,5,3,7,0,8,0,33,4,0,9,14,6,6,0,7,0,56,6,8,10,27,6,16,8,27,0,109,3,3,31,46,14,19,11,19,6,156,21,15,78,101,62,46,10,35,3,364,36,17,121,160,81,44,28,60,7,559,41,30,321,176,130,39,104,106,12,954,92,47,486,135,162,51,156,106,16,1256
LGA27260,9,0,16,37,13,20,32,23,0,147,9,5,15,36,33,16,63,27,7,211,18,14,18,34,51,20,71,17,7,249,17,9,20,17,22,15,43,11,5,159,17,8,19,17,29,10,28,11,0,132,20,7,6,7,15,6,10,4,0,73,13,4,11,3,11,7,10,4,4,70,0,0,4,0,4,6,3,3,0,17,10,6,3,0,0,5,4,0,4,28,5,3,0,4,3,0,3,0,0,14,133,73,127,227,233,144,301,118,35,1385,10,7,26,11,8,9,7,7,9,92,3,9,18,20,7,22,3,18,0,97,8,9,40,47,18,47,14,47,3,233,10,7,56,75,45,70,35,65,6,364,16,13,103,105,52,56,30,71,4,455,35,24,196,252,95,110,86,125,10,923,51,37,318,321,134,108,200,168,21,1362,95,44,540,279,208,143,486,226,44,2064,168,72,778,237,306,132,567,233,42,2525
LGA27350,0,9,18,24,26,9,3,5,0,96,9,9,18,26,31,12,9,8,0,124,19,27,18,19,42,22,4,8,0,148,21,22,13,17,42,18,4,9,3,143,26,23,12,7,25,12,3,4,0,108,14,19,7,9,19,14,3,6,0,79,30,41,9,7,17,8,0,0,5,127,15,6,3,0,0,3,0,0,0,33,26,14,0,0,4,10,0,0,0,57,0,0,0,0,0,0,0,0,0,6,173,192,111,133,239,125,31,58,19,1077,9,3,12,9,0,0,0,3,8,43,0,3,10,8,0,7,0,8,0,38,3,4,22,32,8,19,14,26,0,119,10,14,24,58,19,24,0,25,7,183,17,16,53,79,34,31,8,29,3,269,25,26,102,138,62,53,15,56,8,479,41,23,169,153,101,65,49,61,6,669,64,55,336,197,147,63,47,83,13,1012,121,120,478,179,238,84,53,75,13,1360
LGA27450,5,3,10,31,12,15,6,17,0,102,11,5,17,29,16,17,10,20,0,129,16,7,7,23,14,9,11,10,0,100,13,3,14,7,12,5,3,3,0,66,13,8,12,3,5,11,3,4,0,48,8,7,4,3,0,0,7,0,0,34,15,3,0,0,6,9,3,4,0,39,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,13,117,44,92,161,109,99,52,98,8,791,17,3,19,10,5,4,0,11,7,73,9,3,17,16,11,14,0,16,0,97,15,15,42,67,28,36,7,41,6,262,19,19,62,104,45,33,8,60,3,353,37,20,124,132,52,45,7,61,8,480,50,29,223,212,85,80,27,84,7,798,76,31,339,272,120,70,50,139,9,1104,116,33,582,233,132,74,106,177,24,1474,197,44,702,207,170,68,114,199,22,1735
LGA27630,0,3,0,0,3,0,0,0,0,10,4,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,10,7,0,0,6,4,48,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,11,0,0,0,4,0,3,0,0,0,10,7,0,6,4,3,0,0,3,0,20,8,3,9,13,3,3,8,9,0,55,10,3,16,19,14,8,3,4,0,86,36,0,23,21,9,7,7,19,0,124,24,0,41,20,4,5,12,17,5,133
LGA29399,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,4,0,28,3,0,3,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,3,4,0,0,15,5,0,3,4,0,0,0,4,3,20,4,0,3,18,0,7,10,14,0,56,3,4,5,26,0,6,13,10,0,73,5,0,23,19,5,5,21,6,0,88,17,3,38,10,11,10,18,4,0,96
LGA29499,6,11,42,60,20,3,29,49,4,231,10,15,45,58,22,10,23,46,3,240,11,14,80,50,23,12,31,59,3,288,20,9,50,24,13,8,18,31,0,180,18,18,48,14,8,8,17,29,4,168,14,12,26,3,0,4,5,14,0,85,30,26,43,6,6,4,15,30,0,159,9,7,6,0,4,0,5,3,0,34,15,17,6,0,3,0,3,0,0,53,3,0,6,11,3,0,0,3,4,31,163,173,432,408,149,100,195,456,30,2105,36,9,121,17,19,5,27,38,23,291,12,27,81,45,23,12,19,77,8,303,32,42,202,192,42,29,44,175,11,777,43,52,364,259,57,36,60,256,15,1140,76,47,547,365,54,42,84,308,36,1573,106,82,1062,659,100,74,152,473,50,2763,185,86,1782,717,115,69,191,567,57,3773,270,82,2987,576,152,77,272,726,98,5244,409,99,4328,520,156,92,388,887,110,6994
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
