POW_LGA_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA23670,0,5,0,0,5,3,0,0,14,26,0,0,4,0,5,4,3,0,5,29,3,3,4,3,3,3,0,3,7,33,6,3,0,0,11,11,3,3,7,40,4,9,5,0,11,4,0,0,8,32,0,9,3,0,5,5,0,4,3,29,4,0,0,3,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,6,17,17,37,25,18,49,35,14,20,74,283,375,2511,391,110,224,198,44,27,41,3915,334,1668,983,510,1385,1151,234,204,116,6581,276,653,716,513,2147,1896,436,537,148,7334,400,672,702,521,2005,1871,463,715,144,7490,338,710,818,590,2036,1981,486,786,105,7853,195,700,809,531,1778,1946,497,897,108,7463,212,643,859,632,1898,1921,550,1009,81,7808,237,668,857,653,1914,1787,552,1072,91,7831,226,663,797,574,1809,1591,454,910,80,7105,247,690,701,516,1200,945,289,552,53,5184
LGA23810,3,3,4,0,3,4,0,0,11,31,0,0,0,0,7,0,4,4,8,20,3,0,8,0,9,0,4,0,3,36,0,4,0,0,0,8,0,3,9,25,10,0,3,5,0,0,0,0,6,31,0,5,7,6,7,3,0,4,9,40,0,0,0,0,0,3,0,0,6,17,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,4,0,4,3,14,27,34,27,21,39,35,6,31,73,292,169,1200,205,73,203,167,29,17,46,2107,137,470,408,267,741,556,97,133,70,2884,233,316,338,319,962,859,185,315,88,3618,245,357,387,308,820,775,243,366,77,3589,180,380,468,353,796,750,239,391,68,3625,135,338,380,305,749,654,226,415,53,3252,118,272,395,308,780,708,246,454,62,3353,145,312,436,310,786,690,266,486,51,3479,196,364,447,315,793,611,250,425,57,3453,217,389,346,267,481,393,159,291,40,2586
LGA23940,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,0,7,11,3,6,7,0,14,13,61,8,75,9,8,7,6,0,6,6,119,0,21,15,7,23,26,6,23,0,130,4,21,11,13,31,42,21,34,3,179,10,22,21,12,26,45,9,45,6,201,12,21,23,9,24,41,15,55,4,193,8,20,26,21,25,30,17,87,5,248,3,33,15,13,37,48,13,67,4,240,17,31,29,34,42,61,18,84,14,316,11,37,30,31,32,47,24,85,12,307,16,49,46,26,36,48,18,105,6,356
LGA24130,0,0,0,4,0,0,0,3,0,9,0,5,0,0,5,3,5,5,5,19,5,0,0,0,0,3,0,3,5,20,6,3,0,5,0,5,0,0,0,18,0,3,0,6,0,4,0,4,0,17,0,3,0,6,0,5,3,0,3,15,0,3,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,13,14,28,15,19,9,22,11,24,28,166,135,841,85,34,74,88,16,11,39,1320,86,351,211,114,230,255,69,62,35,1409,74,173,129,102,277,308,86,121,29,1297,84,179,151,108,251,259,74,148,21,1273,68,215,201,134,196,293,89,180,30,1402,60,219,217,159,238,347,81,245,22,1590,64,228,261,197,261,369,97,227,28,1742,85,219,263,166,284,337,114,285,28,1777,94,217,224,182,276,226,76,221,18,1523,73,243,193,143,152,178,53,151,17,1200
LGA24210,0,4,0,0,0,0,0,0,6,14,0,4,5,0,3,5,0,0,3,21,0,3,0,0,6,0,0,0,4,16,0,0,0,0,6,3,3,5,5,20,3,0,4,0,0,3,0,4,5,20,0,4,0,0,3,0,0,0,4,18,3,4,4,0,0,3,0,0,6,13,0,4,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0,0,10,14,28,17,10,12,19,10,7,37,149,337,1622,188,33,63,55,10,4,13,2333,330,1407,662,235,408,336,62,75,44,3560,170,462,496,243,754,555,155,206,56,3103,229,387,430,247,713,650,194,261,68,3184,180,464,492,286,635,586,174,281,64,3167,105,409,471,288,478,581,158,326,35,2854,112,440,495,326,529,575,169,444,46,3119,128,512,502,309,524,595,183,475,43,3265,147,466,524,306,538,508,143,327,33,3007,137,470,389,216,360,293,110,209,18,2208
LGA24250,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,5,0,0,5,0,0,0,0,0,0,8,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,9,5,0,11,3,7,14,62,34,121,16,11,27,21,5,4,9,239,15,36,38,20,40,54,14,17,12,248,18,24,40,31,66,74,25,37,4,319,21,41,33,33,32,45,25,54,3,293,17,59,69,31,49,60,22,53,6,369,14,51,58,42,58,65,24,49,14,376,20,43,47,34,67,85,22,60,11,388,21,54,61,45,75,70,24,81,11,428,33,56,51,34,70,53,25,81,10,413,33,85,69,43,49,56,17,64,4,423
LGA24330,0,0,3,3,6,8,0,4,6,33,0,0,0,0,5,0,0,0,8,20,0,3,0,0,0,3,0,0,6,21,0,0,6,0,3,3,0,3,3,28,0,5,3,4,0,0,0,0,7,23,0,0,0,3,0,0,0,3,0,24,5,0,0,0,6,0,0,0,3,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,28,32,13,30,19,0,20,60,225,300,1294,190,45,73,42,10,10,40,1985,391,1553,902,388,656,463,88,110,114,4669,283,727,787,440,1220,1045,215,417,147,5281,330,570,656,484,1378,1250,253,552,103,5565,247,508,605,468,1192,1121,255,594,101,5094,147,428,522,442,1038,996,255,540,67,4434,117,421,509,422,963,939,259,546,62,4237,132,405,474,392,926,860,227,529,54,4005,142,345,400,339,807,685,202,428,40,3386,140,342,328,256,543,415,150,288,23,2487
LGA24410,3,0,0,0,3,4,0,0,8,25,0,0,5,0,7,3,0,0,6,26,0,0,0,0,4,0,0,0,5,12,0,0,0,0,4,5,0,4,6,21,3,0,4,0,9,0,0,3,3,28,6,3,5,0,0,3,0,5,8,24,3,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,7,14,22,34,19,7,36,27,3,11,68,232,344,2076,326,91,161,130,18,21,30,3203,331,1378,889,402,956,781,136,171,60,5106,237,461,534,402,1300,1115,284,343,109,4783,288,475,569,367,1050,1159,293,457,91,4745,219,571,625,392,1070,1019,263,499,74,4737,121,506,589,441,965,1021,289,537,63,4531,121,465,581,428,1030,1078,317,684,45,4746,172,451,605,460,1025,1011,318,655,61,4755,172,479,569,434,951,895,255,585,36,4369,210,459,452,372,620,594,194,361,42,3297
LGA24600,22,12,16,11,22,41,4,11,72,204,17,12,5,5,24,28,5,7,39,148,19,7,6,10,15,25,6,19,34,136,14,9,3,8,20,12,3,14,40,127,20,13,19,3,14,18,3,11,31,135,21,5,6,4,11,22,0,14,29,111,11,5,7,0,0,6,3,5,19,59,5,4,4,0,0,0,0,0,17,39,21,6,0,0,0,3,0,0,46,84,193,129,122,58,163,201,32,98,526,1524,1101,2751,641,186,340,253,36,42,183,5535,3121,8179,5326,2330,7927,7010,1229,1484,803,37408,3091,5014,5401,3510,20584,20344,4139,6050,1154,69291,5256,3997,5492,4110,22159,25045,5038,8625,1172,80892,4715,3523,5734,4918,21300,26574,5091,9437,963,82265,2206,2721,4336,4232,15412,21988,4892,9933,621,66343,1335,2064,3110,3042,11120,16367,4858,10044,446,52397,1311,1784,2494,2502,9408,12503,3902,8753,403,43045,1354,1637,2085,2055,7360,8883,2680,5732,314,32089,1165,1701,1865,1581,4685,4920,1426,3075,196,20610
LGA24650,3,3,3,0,4,4,0,9,10,40,0,3,0,0,0,0,0,3,7,27,0,3,0,4,0,6,0,0,9,33,3,0,0,0,0,4,0,0,7,20,3,3,0,0,3,8,0,0,4,26,0,0,3,0,4,0,0,0,0,17,0,0,3,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,3,6,26,31,27,13,30,45,3,25,64,265,238,1785,320,77,146,158,35,23,56,2836,217,942,700,250,706,622,181,152,112,3884,206,478,590,300,1092,1094,288,430,132,4613,268,549,647,358,1075,1117,312,600,127,5048,208,574,616,392,1092,1108,280,573,125,4971,134,444,524,361,875,994,244,544,69,4197,115,426,455,358,773,919,245,511,56,3848,118,320,373,278,699,785,179,408,62,3216,118,269,305,212,523,523,140,284,38,2411,86,254,237,172,330,305,63,179,24,1653
LGA24780,0,5,3,0,5,4,0,4,3,28,0,4,0,6,4,0,0,5,5,28,5,0,0,8,3,3,0,6,7,37,5,0,7,7,3,5,0,7,9,47,3,4,5,0,0,4,0,4,5,24,0,4,4,3,5,5,0,5,9,28,0,0,3,0,0,3,0,4,7,25,0,4,0,0,0,0,0,5,4,16,4,0,0,0,3,0,4,5,3,20,19,33,26,25,43,38,14,50,61,321,113,803,156,67,143,126,22,26,47,1502,108,284,260,192,597,403,81,109,65,2091,136,246,248,210,724,545,157,233,88,2584,171,289,257,211,577,539,151,268,70,2526,107,255,302,216,525,461,126,312,71,2369,64,206,255,220,511,492,136,318,49,2256,77,203,251,200,582,552,155,371,58,2456,92,194,243,241,591,524,154,406,64,2512,94,193,271,208,524,477,132,348,43,2278,110,234,280,195,400,350,89,254,48,1956
LGA24850,0,0,0,0,0,5,0,0,5,13,0,0,0,0,0,0,0,0,4,14,3,4,0,0,0,4,0,0,5,15,0,0,0,0,4,0,0,0,0,12,3,0,0,6,0,0,0,0,3,15,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,16,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,18,13,11,7,13,18,0,12,33,121,87,666,108,36,79,101,33,39,30,1180,87,249,188,109,254,259,73,99,37,1355,60,147,131,92,305,318,98,149,36,1349,115,175,179,117,259,324,92,162,39,1463,71,199,174,123,247,268,95,183,32,1393,45,135,166,109,230,276,73,179,27,1240,30,157,184,158,253,292,81,209,24,1383,59,132,179,131,258,279,78,195,25,1336,71,135,148,114,253,220,70,207,22,1246,64,157,186,78,153,142,41,103,5,929
LGA24900,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,3,0,0,0,10,0,0,0,3,3,0,0,4,0,15,0,0,0,0,5,7,0,4,3,21,0,3,0,3,4,0,0,3,3,21,0,0,0,4,6,5,0,8,6,28,0,0,0,0,0,3,0,11,3,19,0,4,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,7,6,17,12,16,10,20,26,7,48,36,173,54,435,49,39,78,71,18,30,37,804,30,91,105,81,189,190,55,87,15,835,64,79,92,82,257,256,73,117,42,1057,75,125,120,85,193,222,70,145,32,1057,44,109,125,77,197,209,80,173,23,1036,24,90,126,103,179,229,83,191,25,1040,37,92,112,123,193,243,84,219,15,1119,57,115,146,116,208,262,98,234,21,1263,55,125,165,123,212,205,71,231,18,1212,70,145,132,128,144,186,66,179,28,1065
LGA24970,7,10,0,0,6,5,4,3,17,54,8,9,8,4,12,6,3,9,8,62,5,3,3,3,8,11,0,6,9,43,5,6,7,0,14,11,3,6,8,58,3,7,7,0,10,4,6,0,11,46,4,6,3,0,0,12,3,0,11,40,0,3,0,0,0,3,0,0,4,15,0,4,0,5,0,0,0,0,5,20,0,0,3,0,0,0,0,0,10,19,37,72,50,16,70,66,20,28,137,497,364,2522,410,106,176,128,34,13,53,3791,589,3119,1698,821,1803,1570,291,276,230,10405,493,1499,1486,997,3642,3366,721,870,287,13364,819,1143,1401,958,3660,3664,844,1253,280,14022,677,1208,1532,1089,3756,3755,786,1455,241,14511,332,1080,1331,1056,3062,3521,900,1659,157,13102,318,968,1248,981,2899,3362,936,1864,136,12713,317,964,1195,1000,2784,2976,906,1845,130,12127,355,916,1103,865,2380,2329,731,1432,99,10208,331,899,910,655,1620,1445,456,861,87,7261
LGA25060,0,4,0,0,6,5,0,3,9,38,5,4,7,0,0,0,0,0,4,21,3,6,0,0,5,3,0,0,3,16,3,5,3,0,4,8,3,0,3,26,4,3,0,0,0,6,0,4,6,24,0,0,3,0,4,6,0,0,6,18,0,4,0,0,0,3,0,0,3,12,0,8,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,0,0,4,29,37,26,10,30,33,5,19,58,238,316,1851,252,50,102,79,12,15,19,2696,295,1385,824,320,745,515,99,131,101,4407,225,543,617,322,1124,950,233,288,107,4404,296,472,584,369,1184,970,278,417,114,4676,255,507,555,335,1009,893,246,502,78,4386,164,469,547,322,809,899,231,513,78,4042,156,464,539,389,850,886,256,557,55,4148,162,493,541,339,844,832,258,560,59,4077,144,421,441,309,691,686,217,474,30,3427,144,395,373,254,461,394,106,254,33,2412
LGA25150,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,5,0,0,0,11,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,4,0,0,17,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,10,11,7,7,8,16,4,10,23,99,65,476,73,17,53,61,14,8,13,791,45,194,119,70,188,138,42,56,25,883,66,126,92,82,189,200,66,91,29,931,74,116,136,85,195,212,57,137,23,1036,41,142,151,96,162,182,47,151,35,999,28,122,130,85,157,211,54,164,26,983,27,91,138,78,180,196,55,175,22,957,42,115,137,91,172,187,55,171,22,979,40,147,131,100,123,165,46,147,16,922,36,132,100,64,111,97,32,87,14,672
LGA25250,0,8,0,4,0,6,0,3,5,33,3,0,0,5,3,0,0,0,8,25,7,5,0,0,7,0,0,0,5,32,4,4,0,0,4,5,5,0,0,29,4,4,0,0,10,5,0,3,9,33,3,9,4,0,3,4,0,0,0,19,5,0,0,3,0,3,0,3,4,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,37,36,28,20,37,31,7,18,56,268,148,1234,196,36,91,72,6,10,30,1819,288,1476,880,328,590,541,95,112,112,4431,250,881,916,497,1253,1185,258,351,136,5732,337,712,814,537,1303,1180,289,544,97,5803,275,679,772,527,1105,1049,257,527,102,5290,145,601,631,464,950,924,227,519,79,4543,145,559,612,470,850,882,248,513,53,4325,150,511,597,409,904,812,204,559,63,4220,156,464,503,391,801,674,175,442,42,3647,137,408,403,254,561,417,104,263,20,2570
LGA25340,6,8,3,0,0,3,0,7,17,47,4,5,4,3,4,6,4,9,6,54,11,8,9,8,6,6,0,8,8,74,5,7,7,0,11,9,7,4,11,67,0,13,5,3,6,8,3,9,12,64,6,9,15,7,4,9,0,3,14,69,3,8,9,5,7,9,0,4,9,57,0,12,3,6,0,0,0,0,0,27,10,8,4,0,0,0,0,0,10,33,53,107,77,48,46,79,26,56,140,629,592,2668,478,157,324,335,53,114,107,4828,463,1397,907,479,1074,1105,211,289,146,6080,307,568,597,455,1303,1239,316,415,101,5296,408,710,686,441,1096,1101,320,481,106,5355,333,813,782,445,976,1024,292,580,102,5350,216,740,769,502,927,1118,313,659,70,5310,257,743,928,654,1046,1164,399,839,91,6132,345,766,914,680,1085,1179,381,846,85,6282,324,749,834,609,997,977,285,663,99,5528,291,869,775,486,651,626,185,432,62,4374
LGA25430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,7,0,4,0,3,0,5,0,16,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,14,0,0,0,4,0,7,0,3,0,19,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,3,4,24,9,11,6,17,8,14,16,108,36,242,31,11,36,32,9,4,10,409,26,84,68,54,91,109,21,29,11,489,18,75,75,44,105,159,38,36,12,569,37,90,72,54,98,158,25,63,10,610,41,77,89,75,105,146,38,72,14,665,16,111,105,83,113,158,34,87,10,725,35,113,118,77,133,215,52,112,9,855,41,121,126,104,145,219,55,121,18,941,53,133,138,116,107,199,48,110,15,922,60,149,124,82,102,162,25,85,10,812
LGA25490,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,3,0,7,0,21,0,5,0,0,0,3,0,20,4,32,7,4,0,9,0,4,0,3,0,22,0,0,3,0,0,0,0,0,3,13,0,4,0,0,0,0,0,4,0,11,4,3,5,4,0,0,0,0,6,22,14,22,12,12,8,18,9,47,18,165,25,184,15,8,39,42,13,13,11,354,20,52,46,27,71,80,30,52,8,396,32,54,35,26,89,127,36,109,11,519,29,69,43,41,83,123,56,126,12,585,29,58,62,46,79,123,44,125,7,569,20,55,39,39,78,120,55,158,14,575,21,61,60,49,83,148,72,182,10,692,30,73,71,49,97,150,58,190,22,735,43,78,79,52,102,156,55,223,13,798,46,108,82,47,61,96,42,140,15,629
LGA25620,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,9,0,4,4,0,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,8,8,11,7,9,9,14,0,6,11,71,48,124,15,12,28,23,4,0,9,264,26,46,30,29,66,66,16,22,7,314,29,39,43,24,100,77,22,28,11,368,29,39,41,32,68,68,16,51,5,346,35,46,51,34,68,75,16,52,6,375,28,40,59,41,74,84,24,54,10,415,23,62,58,54,81,107,29,74,8,497,23,73,65,44,98,94,28,91,8,534,39,92,77,52,97,91,26,75,10,552,43,89,79,54,66,83,26,69,10,512
LGA25710,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,6,4,15,0,0,4,3,0,0,0,3,0,11,4,5,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,5,18,20,7,7,4,9,0,14,20,99,155,911,96,27,37,60,6,4,12,1312,113,515,240,97,239,231,45,42,26,1544,81,154,142,100,269,279,62,83,23,1186,98,184,141,112,258,286,78,107,27,1287,71,231,214,125,208,274,57,152,14,1358,58,235,206,132,222,286,66,184,21,1417,42,229,238,154,250,313,89,233,24,1583,56,234,223,168,243,341,89,254,11,1610,89,214,226,175,214,274,80,192,14,1482,70,241,205,129,143,185,51,116,10,1155
LGA25810,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,9,4,8,3,3,11,23,5,15,14,86,22,153,21,19,26,21,3,5,20,286,29,55,39,53,114,86,17,35,19,442,33,55,30,33,108,133,33,76,16,509,45,63,48,35,101,135,27,92,18,552,25,52,44,23,77,88,16,76,12,411,14,50,50,27,69,81,24,83,0,395,23,39,49,52,83,89,34,76,9,447,29,74,58,48,103,113,24,102,11,548,39,64,44,61,84,88,28,109,3,518,41,85,70,46,68,74,15,98,0,495
LGA25900,0,5,9,0,3,4,3,0,14,38,3,3,0,3,0,6,3,3,8,32,0,9,8,0,10,11,0,0,7,45,3,6,0,3,3,0,0,3,7,33,4,5,0,0,3,7,0,3,9,33,6,3,3,0,0,7,0,0,7,20,4,0,0,0,0,0,0,4,9,15,0,3,0,0,0,0,0,0,5,14,3,0,0,0,0,0,0,0,3,17,44,37,31,14,36,46,5,24,98,345,231,931,195,75,94,81,17,10,34,1662,435,1673,1285,415,1312,1197,237,258,142,6961,437,1059,1291,675,3132,3139,713,917,200,11560,612,796,1108,682,3075,3570,833,1366,200,12233,508,770,931,705,2557,3255,750,1530,160,11162,232,591,719,536,1849,2632,648,1461,104,8774,187,583,606,533,1441,2108,666,1474,65,7664,185,513,560,463,1208,1758,555,1404,60,6716,168,437,568,382,930,1154,414,1006,47,5103,161,496,438,340,625,726,243,535,30,3600
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,5,3,4,4,3,9,9,34,6,39,6,6,8,6,3,0,7,91,7,17,17,10,26,32,10,15,7,136,5,11,14,12,31,32,10,28,13,152,10,17,13,3,25,38,14,29,3,147,6,22,13,18,26,46,10,30,7,173,5,22,28,15,32,46,4,40,0,191,8,26,20,21,37,60,14,54,5,249,5,27,34,22,38,52,24,57,9,257,8,31,20,26,30,64,13,51,0,246,13,34,27,29,25,52,13,49,8,245
