POW_LGA_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
LGA26260,0,5,0,0,7,0,13,0,0,13,0,9,0,0,8,0,12,0,0,12,0,6,0,0,4,0,0,0,0,4,0,3,0,0,3,0,5,0,0,5,0,10,0,0,6,0,12,0,0,11,0,4,0,0,4,0,5,0,0,4,0,4,0,3,9,13,75,10,8,103,115,265,39,18,440,375,163,30,10,569,455,173,43,13,682,350,202,46,18,612,380,230,32,9,649,401,234,15,12,662,506,206,23,7,746,498,255,25,8,791,494,292,48,10,853,413,270,44,9,731,220,215,22,3,463,95,93,15,5,207,48,46,6,16,121,4345,2658,396,135,7523,0,0,0,0,0,0,5,0,0,0,4,0,0,3,3,0,0,0,0,4,9,0,0,0,7,4,4,0,0,7,6,0,0,4,5,0,0,0,0,0,0,0,0,0,3,5,3,0,0,7,0,0,0,0,3,0,0,0,0,0
LGA26350,0,14,4,0,26,8,35,3,0,44,13,27,3,0,47,17,17,3,0,39,13,17,8,0,38,14,17,0,4,34,7,14,4,0,24,20,18,0,0,39,19,17,3,0,32,10,18,0,0,25,3,19,3,0,29,4,14,0,3,22,4,23,9,0,29,130,249,46,12,438,123,2173,417,24,2738,2088,4907,880,132,8008,5151,3073,486,146,8856,5110,2350,517,127,8114,4166,2165,369,104,6810,3261,1683,186,63,5195,3188,1627,153,60,5026,3001,1708,159,63,4926,2322,1520,158,45,4042,1470,1341,151,32,2998,683,920,116,22,1739,300,600,46,14,966,134,327,39,12,518,31003,24395,3682,851,59936,4,21,0,0,25,6,29,3,4,48,21,9,0,7,38,25,14,5,5,39,30,14,0,7,48,18,6,0,3,32,34,7,4,0,48,20,24,0,0,47,20,8,5,0,38,13,10,0,0,36,7,4,0,0,14,0,6,0,4,7
LGA26430,0,4,0,0,4,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,3,0,0,3,0,5,4,0,9,19,22,4,3,57,51,147,26,12,232,159,91,17,9,277,198,70,9,3,285,205,101,20,10,331,201,112,20,8,340,201,103,11,5,317,233,103,13,3,357,237,111,17,12,380,263,137,24,0,422,205,184,24,4,414,141,147,22,8,316,71,84,4,7,165,54,58,8,3,118,2226,1430,201,83,3945,0,3,0,0,4,4,0,0,0,4,0,0,0,0,3,6,0,0,0,3,3,5,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4
LGA26490,3,9,0,0,10,0,7,0,0,6,4,7,3,0,13,0,0,0,0,7,0,7,3,0,9,4,0,0,0,4,4,5,0,0,13,4,0,3,0,7,5,3,0,0,10,0,0,0,0,4,0,3,0,0,4,0,3,0,0,10,3,0,0,0,6,30,47,13,5,91,90,673,144,13,921,460,619,116,16,1216,564,384,65,15,1031,643,407,89,18,1157,642,508,77,26,1253,636,459,52,20,1165,681,439,46,12,1178,603,412,42,19,1074,509,449,43,10,1011,340,439,59,8,849,119,276,27,4,424,50,145,13,8,211,33,81,8,0,121,5366,5288,789,171,11613,0,0,0,0,5,4,0,0,0,11,0,4,0,0,7,4,5,0,0,8,11,0,0,0,9,3,5,0,0,4,5,3,0,3,13,0,0,0,0,7,3,0,0,0,5,4,4,0,0,7,0,0,0,0,3,0,0,0,0,0
LGA26610,0,11,0,0,11,8,5,0,0,18,0,3,0,0,6,0,5,0,0,14,0,5,0,0,9,0,5,0,0,9,0,7,0,0,3,0,0,0,0,0,4,0,3,0,11,3,10,0,0,17,4,0,0,0,8,0,0,0,0,0,0,3,4,0,13,27,68,16,3,116,162,335,38,14,546,542,247,36,16,847,737,264,72,40,1110,711,329,68,30,1139,644,314,43,34,1033,617,282,24,29,953,573,232,24,20,849,626,267,23,19,941,638,305,48,25,1019,477,304,38,18,840,199,191,25,9,423,51,88,11,4,154,29,51,3,6,88,6021,3194,453,260,9924,0,4,0,0,6,7,4,0,0,7,6,3,0,0,7,7,0,0,0,9,5,7,0,0,15,4,0,0,0,5,0,0,0,0,0,5,6,0,3,6,12,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,4,0,0,0,3,0,4,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,14,16,5,0,34,19,74,11,0,112,65,43,0,0,109,101,47,11,4,165,91,54,14,6,167,108,61,6,6,183,106,59,6,3,174,119,55,10,0,181,129,81,9,4,226,150,92,14,0,253,136,102,22,7,261,102,61,9,4,174,56,54,3,3,113,48,33,6,8,86,1232,799,125,44,2201,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,6,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,18,0,4,24,6,18,0,0,24,3,18,0,0,19,3,12,0,0,17,4,9,0,0,23,4,10,0,0,15,8,8,7,0,23,3,13,4,0,24,8,12,4,0,21,0,13,8,0,22,0,3,0,0,3,0,6,0,0,3,0,5,0,0,6,46,142,26,8,222,209,627,108,29,975,541,352,39,30,958,734,317,75,16,1145,674,376,75,22,1145,735,437,53,19,1248,779,428,49,13,1263,875,447,55,14,1389,928,461,51,25,1465,820,489,66,16,1394,615,492,90,19,1220,250,310,42,15,616,82,152,15,3,257,77,62,8,6,161,7310,4963,739,224,13238,0,3,3,0,5,0,0,0,5,4,4,3,0,0,9,7,0,0,0,8,0,4,0,0,3,0,0,0,0,4,8,5,0,0,10,5,4,0,6,17,5,0,0,0,8,4,4,4,0,13,9,0,0,0,9,0,0,0,0,4
LGA26730,3,19,7,0,26,10,18,5,3,36,8,16,6,0,23,4,12,3,0,20,6,6,0,0,10,10,19,3,0,35,10,8,0,7,19,8,15,3,5,25,4,9,3,0,19,10,12,6,0,24,5,10,3,0,19,0,3,0,0,3,0,3,0,0,7,69,151,38,16,269,320,930,104,27,1380,834,534,84,21,1474,1116,494,100,40,1749,1042,569,133,36,1781,918,652,80,25,1679,923,654,67,27,1667,1050,599,72,12,1737,1104,616,82,18,1823,913,624,74,26,1637,650,572,87,13,1326,197,314,40,10,560,59,119,16,6,206,15,51,10,9,83,9147,6719,956,272,17097,0,9,0,0,5,4,8,0,0,10,8,0,0,0,9,0,4,0,0,8,0,0,0,4,11,5,0,0,3,11,5,4,0,0,9,6,4,0,0,17,11,6,0,0,18,0,11,0,0,15,0,5,0,0,6,0,0,0,0,0
LGA26810,4,12,0,0,15,3,14,3,0,25,6,16,0,0,23,0,7,6,5,16,5,11,0,0,16,9,11,0,0,22,7,14,4,0,25,4,15,6,0,22,4,9,4,0,23,5,7,7,0,22,4,10,0,0,20,0,3,5,0,9,0,10,0,0,16,60,140,28,11,234,298,665,112,32,1103,821,475,75,44,1409,1103,432,101,27,1667,1059,502,113,27,1708,1054,573,89,32,1744,1082,476,57,22,1644,1120,497,58,27,1703,1142,540,100,33,1804,1048,547,111,20,1724,829,614,96,25,1575,330,360,59,20,770,136,165,19,15,335,89,83,12,14,193,10117,5931,1000,336,17375,0,9,0,0,9,9,6,0,0,9,0,3,0,0,4,7,4,0,0,11,8,10,0,0,16,0,6,0,0,9,15,4,0,0,16,7,0,0,0,15,10,0,0,4,15,4,4,0,0,11,6,0,0,0,10,3,0,0,0,8
LGA26890,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,18,0,0,22,24,37,6,0,71,73,16,0,0,92,104,32,10,3,145,89,36,4,3,131,88,46,3,0,142,95,32,5,4,135,90,46,4,5,143,135,47,5,4,194,143,65,3,4,219,122,51,11,8,190,78,44,8,4,132,45,30,0,5,82,25,29,0,3,62,1115,508,65,43,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,0,21,5,0,27,9,48,0,5,67,22,28,8,0,57,26,32,3,0,61,19,33,3,0,58,18,26,4,0,47,29,30,6,3,69,28,41,10,0,72,31,33,5,0,78,13,41,17,0,67,5,23,10,0,41,3,17,3,0,30,6,19,3,4,37,214,394,80,21,704,237,2744,372,32,3395,2329,3907,373,120,6729,4958,2534,334,172,8000,5380,2516,537,147,8572,5258,2847,412,124,8642,4723,2581,217,91,7616,4951,2570,212,63,7796,4833,2534,221,87,7673,4004,2344,239,62,6647,2565,1994,256,29,4847,921,1189,142,19,2275,246,587,56,18,903,75,299,29,15,420,40475,28656,3399,976,73511,0,12,3,0,17,13,12,3,5,34,20,18,0,0,46,20,12,3,0,36,25,16,0,6,49,24,17,0,8,57,28,16,0,0,41,26,15,4,3,42,24,20,4,3,57,18,12,3,0,34,4,15,0,0,17,3,5,0,0,10
LGA27070,3,25,3,0,33,14,31,5,0,57,21,34,8,0,61,11,26,13,0,52,20,36,7,0,67,27,40,4,0,69,23,46,7,0,73,29,34,10,5,76,23,46,9,4,78,16,35,6,7,62,6,16,0,0,32,5,8,5,0,16,4,13,3,0,24,204,386,73,19,682,442,3121,310,54,3921,2826,3500,356,164,6851,5169,2391,340,237,8142,5369,2600,508,206,8684,5180,2827,345,173,8525,4644,2386,221,117,7367,4521,2168,203,85,6978,4200,1975,215,96,6495,3478,1711,193,87,5471,2222,1418,194,45,3883,848,740,97,28,1714,189,262,34,12,496,72,127,17,16,228,39171,25233,3036,1314,68749,3,21,9,0,30,11,22,0,8,46,37,18,0,0,58,24,9,0,3,43,34,12,3,6,53,35,14,0,9,55,39,18,0,5,63,20,15,0,0,38,37,15,0,10,59,16,9,3,4,30,4,5,0,0,11,0,4,0,0,4
LGA27170,4,15,5,0,26,3,23,3,0,28,10,23,6,0,30,0,11,3,0,20,8,10,3,0,23,5,20,5,0,34,12,16,0,0,32,10,13,0,0,23,8,18,3,0,26,3,13,3,0,19,6,8,4,0,19,0,4,0,0,0,0,0,0,3,9,74,177,31,5,287,530,831,106,33,1495,1247,612,60,48,1968,1457,493,102,52,2112,1510,627,143,45,2325,1469,613,99,43,2228,1442,570,68,22,2100,1487,532,53,24,2097,1516,527,79,28,2147,1237,518,78,23,1851,840,524,87,16,1458,263,314,57,5,643,78,108,9,4,197,23,67,7,5,105,13102,6340,951,341,20734,5,8,0,0,14,11,0,0,0,11,8,7,0,0,13,7,0,0,4,12,8,5,0,3,18,5,10,0,0,15,12,0,0,0,13,9,7,0,4,16,7,0,0,3,14,6,0,0,0,6,0,0,0,0,0,0,4,0,0,3
LGA27260,14,56,7,0,79,15,34,3,0,59,18,30,5,0,50,14,21,10,3,53,21,34,6,5,69,34,40,11,4,89,38,30,14,0,85,26,30,8,4,70,47,33,9,3,90,23,36,15,4,69,11,10,9,6,22,4,9,0,0,9,3,11,0,8,22,261,377,91,26,758,551,3638,437,67,4690,3334,4238,398,226,8198,6302,3389,416,301,10411,7247,3235,566,319,11361,7781,3713,501,283,12280,6758,2847,348,173,10127,5997,2357,254,133,8748,5317,1996,254,110,7678,4312,1632,249,71,6268,2543,1357,182,54,4139,891,646,81,25,1637,181,254,19,9,457,49,85,16,14,160,51244,29387,3735,1788,86159,3,27,0,8,33,20,24,3,14,57,26,23,0,8,60,48,18,0,14,86,48,21,5,11,85,42,18,0,5,60,34,12,0,6,53,38,14,5,0,58,41,19,0,0,57,26,10,0,0,39,14,4,5,0,20,4,3,0,0,3
LGA27350,0,7,4,0,17,14,33,3,0,50,27,36,8,0,80,40,37,5,0,84,27,28,8,4,64,25,25,3,0,53,32,27,6,0,66,25,28,3,0,58,27,16,4,0,56,17,21,11,0,41,17,18,3,0,33,8,9,5,0,19,5,14,0,5,21,240,304,67,19,634,183,1566,275,27,2058,3540,4550,615,148,8854,9996,4024,645,227,14890,11272,3595,907,204,15969,9237,3262,717,160,13376,7183,2467,310,113,10069,6035,2054,222,91,8400,4981,1955,209,75,7226,3556,1670,197,55,5473,2247,1410,192,36,3883,949,920,113,25,2005,296,456,55,13,820,97,255,27,10,391,59570,28181,4485,1187,93419,0,7,0,5,13,17,28,3,15,57,43,22,0,6,68,42,19,9,8,77,39,7,0,8,58,40,15,4,3,59,32,16,0,5,56,24,15,0,3,45,22,13,0,0,35,18,11,0,4,35,5,6,4,0,16,0,4,0,0,4
LGA27450,6,44,13,0,63,8,44,9,0,64,14,21,7,0,48,15,26,0,0,45,14,33,7,0,58,5,30,4,3,36,18,36,5,0,58,14,34,6,0,59,18,27,6,3,54,13,24,7,5,46,11,18,6,0,29,5,19,0,3,30,5,7,5,0,19,149,365,70,22,613,511,2593,485,52,3638,1830,2138,317,94,4379,2417,1268,240,83,4010,2495,1409,288,81,4273,2294,1674,217,63,4248,2393,1670,159,61,4284,2706,1648,189,69,4604,2735,1673,214,64,4691,2294,1702,229,54,4276,1576,1517,186,40,3320,618,890,107,20,1628,220,449,53,14,738,72,216,28,11,327,22151,18862,2707,701,44429,7,21,0,0,27,10,13,3,3,29,17,6,0,6,25,16,7,3,0,28,20,7,0,0,29,12,12,0,5,26,12,8,0,0,28,20,11,3,0,33,19,8,0,3,34,11,0,0,0,19,5,0,0,0,6,3,4,0,4,9
LGA27630,0,0,0,0,0,0,4,0,0,4,0,5,0,0,3,3,4,0,0,7,0,4,0,0,3,5,5,0,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,4,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6,15,27,5,3,51,30,95,5,10,138,103,44,10,5,158,134,58,12,9,211,134,68,6,9,216,121,69,5,4,201,105,61,8,4,176,141,68,0,4,215,162,75,14,6,253,192,99,22,5,319,180,124,30,0,335,66,70,8,0,150,31,24,3,0,62,23,33,3,3,63,1437,880,130,66,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,0,4,3,0,0,0,3,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,17,43,163,18,4,228,160,377,67,13,612,156,254,26,11,446,113,103,20,3,232,79,48,6,0,138,67,40,11,0,119,97,37,0,5,140,73,38,6,0,121,77,48,10,0,134,47,48,7,4,111,36,33,3,0,75,11,15,0,0,28,6,9,0,0,14,955,1209,176,52,2399,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29499,18,53,7,3,76,35,62,11,4,119,25,74,24,4,127,40,70,25,9,133,30,40,24,0,97,32,58,27,0,130,31,76,24,0,133,48,67,30,0,144,18,78,38,3,140,19,63,33,4,119,9,45,17,3,72,9,37,6,0,49,3,39,15,10,66,318,772,272,45,1410,2378,2183,451,148,5164,7176,5130,793,375,13477,9472,4665,771,426,15329,10204,4866,980,456,16504,9111,4871,920,379,15286,7661,4546,740,302,13250,7370,4792,833,291,13290,6851,5302,831,281,13264,5481,5213,860,200,11752,3649,4781,938,184,9550,1410,2949,540,71,4963,418,1343,257,65,2071,206,738,200,69,1215,71385,51383,9101,3245,135111,14,5,8,6,39,54,27,0,13,85,49,34,10,8,101,46,30,12,6,91,54,32,10,14,110,51,10,7,9,85,50,38,5,7,101,58,39,4,14,111,37,37,5,0,81,17,39,5,0,72,11,24,6,5,38,3,13,8,0,26
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,0,0,0,5,17,3,0,0,21,11,4,3,0,14,19,0,4,0,24,24,0,3,0,31,29,3,0,0,35,33,0,3,0,35,11,5,6,0,18,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,157,15,19,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
