POW_LGA_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
LGA23810,3,55,50,74,72,22,0,281,0,11,41,60,71,64,7,0,252,0,8,38,67,69,51,16,0,247,0,8,64,77,90,100,13,0,346,0,0,12,35,31,18,3,0,102,0,0,14,35,36,30,4,0,121,0,0,3,4,0,8,0,0,22,36,111,402,529,592,612,140,7,2433,13,0,11,0,0,8,0,0,33,213,17,7,0,10,14,3,0,263,89,17,12,14,18,55,3,0,207,38,24,20,25,40,49,7,0,198,27,29,33,34,40,60,19,5,243,24,42,55,53,72,74,25,3,349,13,48,83,71,88,63,18,0,389,9,37,99,75,88,81,20,0,415,3,26,79,76,76,47,6,0,305,4,8,68,39,53,42,6,0,221,0,8,50,40,52,44,6,0,196,4,5,38,50,36,23,0,0,157,0,4,43,70,68,52,11,0,236,0,0,8,25,11,6,0,0,54,0,0,4
LGA23940,0,5,3,5,18,0,0,36,0,0,4,4,9,8,0,0,19,0,0,5,0,0,0,0,0,7,0,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,29,39,49,72,23,3,232,3,0,0,0,0,3,0,0,12,13,0,0,0,0,0,0,0,15,9,3,0,4,3,0,0,0,16,3,4,0,0,4,0,0,3,13,4,3,6,4,7,12,7,0,38,3,3,0,7,5,8,5,0,39,3,8,13,8,14,17,4,0,71,3,8,20,15,19,14,3,0,84,0,6,16,13,11,13,0,0,65,0,0,3,7,6,7,3,0,28,0,0,0,6,0,7,4,0,20,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0
LGA24130,3,22,17,19,25,3,0,95,0,7,7,17,27,11,3,0,66,0,3,10,6,7,17,0,0,43,0,0,4,7,7,8,4,0,40,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,9,4,0,0,0,7,4,0,5,15,27,49,119,104,148,152,69,6,670,4,4,3,0,3,3,0,0,16,196,5,4,6,16,6,0,0,234,64,20,8,16,9,13,8,0,152,13,28,13,9,14,26,9,0,123,9,22,12,15,11,25,8,0,102,19,30,30,19,28,22,13,4,157,8,27,53,35,35,33,6,0,200,16,52,86,34,45,32,13,0,269,5,28,60,32,44,31,15,0,214,0,5,22,21,17,26,0,0,94,0,0,7,11,7,4,0,0,41,0,0,5,3,7,0,3,0,25,0,0,5,12,13,5,0,5,39,0,0,0,0,0,0,0,0,9,0,0,0
LGA24210,5,8,26,32,41,14,0,129,0,0,5,18,22,23,8,0,75,0,0,6,13,10,16,0,0,53,0,0,3,8,0,3,3,0,27,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,23,65,127,186,187,225,69,4,885,13,6,0,0,3,0,0,0,26,245,21,10,3,4,4,6,0,292,97,50,22,12,18,14,9,7,225,37,54,34,13,16,35,11,6,200,10,62,39,18,25,32,10,7,194,3,61,68,42,34,49,19,6,277,7,42,62,31,49,43,21,4,255,5,35,78,41,39,40,19,0,258,0,22,61,38,46,57,8,0,236,0,13,30,21,24,26,6,0,122,0,8,21,15,23,13,0,0,86,0,0,3,5,13,10,3,0,43,0,0,8,10,9,7,0,0,46,0,0,0,5,3,3,0,0,11,0,0,0
LGA24250,0,4,0,8,7,5,0,28,0,5,3,3,3,4,4,0,19,0,0,6,0,5,0,4,0,13,0,0,0,8,7,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,35,34,57,56,27,3,229,0,0,0,0,0,4,0,0,8,25,0,0,0,0,3,0,0,30,16,0,4,0,3,11,4,4,46,3,0,0,9,7,11,3,0,33,5,3,4,0,7,10,8,0,39,9,9,18,10,9,15,0,0,67,3,5,16,13,6,14,8,0,68,0,6,16,12,11,17,8,0,63,0,6,13,3,3,12,0,0,43,0,3,0,5,3,4,0,0,22,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA24330,12,92,93,95,88,18,0,405,0,14,50,65,48,59,16,0,254,0,4,24,28,34,39,12,0,139,0,3,18,33,35,38,3,0,129,0,0,4,10,5,4,0,0,20,0,0,4,5,3,9,0,0,30,0,0,3,3,8,5,0,0,28,52,317,837,669,651,596,149,11,3284,9,3,6,3,3,0,0,0,30,192,25,10,6,7,6,3,0,243,90,44,27,16,15,29,11,0,238,38,77,36,22,25,43,16,0,257,18,70,55,27,46,29,4,0,254,22,81,106,60,52,53,19,3,393,8,81,107,82,92,91,18,0,483,7,60,157,125,140,99,33,0,607,0,37,122,94,113,90,17,0,478,0,10,68,48,58,35,10,0,238,0,3,36,39,35,39,6,3,174,0,8,20,22,22,22,5,0,96,0,5,34,47,25,27,9,0,144,0,0,9,9,8,7,0,0,27,0,0,4
LGA24410,23,44,63,83,67,15,0,300,0,6,38,46,50,51,10,0,195,0,3,11,13,31,18,8,0,82,0,5,19,26,26,28,4,0,104,0,0,5,7,7,6,0,0,23,0,0,0,3,0,4,0,0,8,0,0,3,4,5,3,0,0,22,70,234,463,444,555,583,134,12,2501,15,4,4,4,4,7,0,0,33,382,21,5,0,9,16,9,0,437,165,76,15,13,17,18,10,0,314,50,60,22,13,27,20,13,0,206,39,80,43,45,43,40,21,6,314,34,93,79,43,57,75,20,9,410,24,94,128,105,121,101,38,5,622,19,103,173,159,127,143,42,0,772,3,62,190,127,142,116,19,0,658,4,20,103,92,105,70,10,0,397,0,13,57,62,65,49,7,0,244,0,5,27,29,28,19,3,0,116,0,0,20,29,23,21,0,0,89,0,0,3,0,4,3,0,0,13,0,5,4
LGA24600,27,169,166,170,123,22,0,678,0,25,114,149,158,140,30,0,613,0,6,100,133,130,143,24,0,542,0,23,272,343,369,285,54,0,1341,0,4,71,138,113,91,12,0,421,0,9,45,68,75,43,10,0,244,0,6,16,7,21,21,3,0,81,83,516,1770,1683,1577,1314,283,13,7246,26,14,24,9,16,9,6,0,111,330,110,36,19,14,22,7,0,542,221,210,102,48,48,54,20,4,710,105,267,220,95,81,88,37,9,907,63,400,476,179,110,130,55,12,1419,61,538,842,300,222,219,87,8,2266,36,403,771,386,334,305,103,8,2351,21,330,803,454,369,329,84,13,2402,10,180,633,378,290,271,62,4,1830,8,71,286,214,193,161,41,4,973,4,35,180,179,180,129,19,4,737,0,34,164,174,155,96,27,3,652,0,30,231,308,286,201,31,0,1091,0,4,67,82,65,42,6,0,257,0,7,35
LGA24650,37,147,143,82,63,12,0,491,0,6,100,108,47,39,3,0,299,0,5,35,31,42,17,0,0,133,0,3,35,28,26,15,0,0,108,0,0,11,4,11,5,0,0,27,0,0,10,5,7,0,0,0,24,0,3,7,7,11,3,5,0,39,92,405,1090,949,626,424,95,6,3687,27,5,3,7,6,3,0,0,46,326,17,4,5,12,19,0,0,385,155,52,16,17,17,21,12,0,297,54,46,32,33,29,38,13,0,244,33,54,53,32,43,24,12,3,251,18,76,78,52,53,56,24,6,358,25,81,110,71,76,42,23,0,429,13,88,164,109,88,74,22,0,561,0,45,148,99,107,44,5,0,447,0,28,65,57,34,35,3,0,222,0,8,40,37,27,12,0,0,123,0,3,38,23,25,9,4,0,105,0,0,37,28,29,8,0,0,103,0,0,7,6,7,3,0,0,27,0,0,13
LGA24780,11,34,46,42,56,12,0,188,0,3,23,39,33,34,3,0,132,0,3,11,15,27,17,0,0,85,0,3,10,23,15,14,5,0,71,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,3,7,3,3,0,18,37,112,279,289,321,367,95,10,1505,12,5,0,4,5,3,5,0,27,142,3,10,3,4,14,0,0,177,78,14,27,16,11,25,13,0,183,28,18,31,23,38,38,14,6,192,22,24,43,46,52,49,28,9,262,21,63,82,58,69,71,23,0,397,21,54,136,100,104,94,20,3,525,13,56,167,119,117,110,25,5,596,6,37,122,76,80,72,10,0,410,4,14,54,37,43,43,7,0,196,0,5,20,23,25,17,4,0,95,0,0,5,11,6,5,4,0,32,0,0,7,10,10,11,3,0,34,0,0,0,0,5,0,0,0,6,0,0,0
LGA24850,12,25,27,26,26,5,0,124,0,5,17,23,10,23,0,0,82,0,5,11,16,6,9,5,0,49,0,5,6,10,8,6,4,0,39,0,0,4,0,8,3,4,0,15,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,8,47,77,151,149,172,193,56,5,857,12,6,0,4,0,3,0,0,27,163,5,3,5,5,5,0,0,188,70,18,9,8,8,14,6,0,134,22,22,12,7,13,21,3,0,108,18,15,16,21,16,28,4,0,121,9,18,27,29,32,43,15,0,174,16,44,33,26,51,23,17,4,207,8,30,61,33,33,35,9,0,218,8,28,43,38,40,40,7,0,211,0,7,32,23,29,20,5,0,116,0,6,18,18,23,21,3,0,88,0,4,7,8,14,9,0,0,42,0,3,10,9,10,7,0,0,46,0,0,0,0,4,0,0,0,4,0,0,0
LGA24900,6,19,20,41,35,10,0,138,0,0,9,17,21,23,6,0,80,0,0,4,10,20,12,0,0,49,0,0,4,16,13,10,0,0,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,5,3,4,0,0,14,17,38,100,124,198,220,81,5,792,0,0,5,3,8,3,0,0,15,94,3,0,0,0,5,7,0,115,41,8,12,7,11,13,3,0,88,17,11,18,13,21,23,12,0,117,12,10,24,7,16,18,8,3,107,5,16,40,19,20,41,5,5,158,14,32,53,42,55,54,12,3,270,8,30,110,51,61,60,11,0,333,6,43,68,52,71,55,4,0,301,0,14,39,42,31,31,9,0,161,3,4,17,30,30,26,8,0,118,3,3,7,9,12,17,3,0,54,0,0,9,20,13,21,9,0,61,0,0,0,0,0,0,0,0,3,0,0,0
LGA24970,28,126,143,164,156,25,0,643,0,10,77,110,98,101,25,0,422,0,5,37,50,74,51,15,0,223,0,4,14,36,59,37,6,0,160,0,0,8,13,7,9,6,0,39,0,0,5,8,10,3,0,0,29,0,4,14,12,17,6,0,0,51,136,537,1183,1016,1123,1032,289,28,5354,17,10,8,8,3,9,3,0,54,328,53,22,8,10,10,14,0,451,176,109,42,37,43,40,22,7,481,60,114,85,46,60,73,30,5,460,44,146,112,72,63,87,38,15,566,40,176,207,108,131,132,41,10,847,18,124,208,163,194,221,57,0,995,17,110,280,218,248,208,53,3,1138,3,80,224,183,213,197,51,0,953,0,31,114,83,130,116,19,0,486,0,14,71,70,73,64,10,7,311,0,6,53,53,66,37,10,3,230,0,0,39,55,58,49,6,0,200,0,0,10,9,6,0,0,0,29,0,0,7
LGA25060,7,23,15,31,37,6,0,122,0,0,19,20,20,19,12,3,92,0,0,11,17,25,19,4,0,75,0,0,15,21,24,18,7,0,85,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,0,0,5,3,5,3,0,0,16,48,130,246,178,240,260,70,7,1176,10,3,0,3,8,5,0,0,29,251,21,8,6,8,5,0,0,293,135,42,24,15,23,10,9,5,257,42,55,33,28,31,25,10,0,215,26,66,50,30,34,31,21,3,251,11,65,92,50,55,48,20,6,336,6,71,87,61,56,61,19,8,366,5,51,81,68,72,41,14,0,333,0,31,97,63,52,47,11,3,304,3,15,32,42,32,29,7,0,162,0,6,23,26,28,22,4,0,109,0,0,17,16,11,4,0,0,46,0,0,14,11,14,7,0,0,53,0,0,5,5,3,0,0,0,8,0,0,5
LGA25150,6,30,29,35,30,4,0,134,0,7,17,16,26,18,5,0,87,0,0,16,10,14,10,3,0,53,0,0,16,13,12,4,0,0,40,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,12,0,0,0,3,0,0,0,0,9,17,47,138,152,188,175,52,6,773,7,4,5,0,0,3,5,0,22,105,10,0,5,0,4,0,0,125,45,13,8,9,13,20,5,0,111,18,15,5,14,9,17,8,4,74,5,10,4,7,5,22,8,0,71,15,10,22,15,31,22,8,0,116,8,21,34,25,36,29,12,3,174,3,32,38,36,41,22,7,3,178,6,13,38,31,24,17,0,0,123,0,7,12,12,9,12,3,0,61,0,0,7,10,6,7,0,0,37,0,0,7,3,4,6,0,0,26,0,0,5,4,5,0,0,0,16,0,0,0,0,3,0,3,0,5,0,0,0
LGA25250,0,30,40,38,48,13,0,175,0,0,12,25,32,37,10,0,122,0,0,14,16,25,30,8,0,92,0,0,6,18,17,27,9,0,81,0,0,0,6,0,0,0,0,10,0,0,0,5,3,0,0,0,9,0,0,0,0,3,9,0,0,16,45,198,494,408,451,446,110,15,2167,15,3,0,4,4,7,0,0,32,180,16,8,4,10,7,7,0,235,99,39,24,21,37,23,8,7,253,33,53,53,26,23,42,18,7,245,13,92,61,35,37,54,16,7,319,13,105,132,50,79,60,22,4,463,8,81,149,87,93,74,25,0,514,8,79,154,87,114,99,17,4,562,4,34,120,80,78,65,11,4,401,0,7,51,40,47,39,3,0,194,0,7,28,31,28,24,7,0,127,0,0,26,31,31,15,0,0,104,0,5,23,33,18,17,0,0,93,0,0,5,9,8,0,0,0,24,0,0,7
LGA25340,8,36,40,66,48,3,0,214,0,9,28,31,45,34,14,0,162,0,3,23,33,41,34,5,0,151,0,0,28,34,52,54,7,0,180,0,0,5,0,3,7,0,0,11,0,0,0,9,6,6,0,0,17,0,0,0,3,15,11,0,0,35,97,168,314,328,496,518,152,22,2090,25,3,10,5,13,7,0,0,66,532,19,4,11,6,15,10,0,595,186,58,37,30,32,30,18,3,396,78,71,37,35,59,50,23,4,355,48,73,70,51,75,74,28,4,430,58,110,121,85,137,150,60,15,729,37,147,146,124,150,138,40,6,793,38,131,239,178,245,177,46,9,1056,10,87,200,156,198,145,20,5,826,3,19,94,71,82,69,14,3,352,0,5,57,39,70,30,4,3,225,0,4,33,37,47,27,3,0,142,0,7,32,38,44,48,3,0,172,0,3,3,14,7,0,0,0,32,0,0,4
LGA25430,7,10,5,11,9,4,0,46,0,0,3,6,13,12,0,0,37,0,0,3,0,0,6,0,0,16,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,28,56,54,83,111,34,3,370,0,3,0,0,3,0,0,0,7,64,5,6,6,0,0,0,0,78,21,8,6,4,0,5,4,0,52,14,8,14,5,7,11,6,3,63,3,9,8,3,20,24,10,0,74,6,18,30,22,23,30,17,0,147,5,35,45,35,47,51,9,0,228,10,52,82,57,72,71,9,0,352,0,25,58,55,33,49,7,0,228,0,5,16,18,18,9,0,0,62,0,0,7,11,3,8,0,0,26,0,0,0,3,3,0,0,0,3,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LGA25490,4,19,11,34,18,3,0,91,0,0,11,5,23,14,3,0,60,0,0,7,18,24,15,5,0,64,0,0,7,12,8,16,0,0,38,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,8,12,16,67,87,130,128,34,3,487,4,0,3,0,0,0,0,0,8,56,0,0,0,0,0,6,0,64,21,4,3,3,10,8,0,0,52,3,4,8,5,4,15,0,4,45,12,10,8,6,20,17,4,0,80,4,12,14,17,10,26,7,0,98,15,18,19,21,24,35,11,0,140,6,27,46,29,22,40,10,0,179,0,24,48,28,40,31,15,0,196,0,4,42,23,26,31,0,0,134,0,3,21,9,16,21,8,0,78,0,0,15,21,30,13,0,0,77,0,0,3,8,9,10,4,0,36,0,0,0,4,0,0,0,0,5,0,0,3
LGA25620,0,0,6,9,12,0,0,33,0,0,3,0,0,6,0,0,14,0,0,0,8,3,0,0,0,16,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,12,31,29,63,75,22,3,240,8,6,0,6,4,0,0,0,15,40,0,0,0,0,11,0,0,55,19,0,6,0,9,14,4,0,50,4,4,5,0,10,16,4,0,41,0,5,5,5,0,16,5,3,43,6,7,7,11,25,18,4,0,76,3,19,10,10,13,20,7,0,90,6,13,16,16,23,23,6,0,97,0,9,13,9,20,13,6,0,69,0,0,0,14,3,12,0,0,30,0,0,3,0,3,4,0,0,12,0,0,0,3,4,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
LGA25710,0,5,10,15,12,4,0,55,0,4,9,3,11,8,5,0,31,0,3,5,5,3,0,4,0,19,0,0,8,9,8,4,0,0,28,0,0,0,4,0,0,0,0,10,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,21,47,55,72,91,112,38,8,444,7,0,3,0,0,0,0,0,16,181,14,0,3,5,0,5,0,211,82,34,7,3,10,6,8,5,155,17,27,8,4,3,10,0,5,70,8,23,14,5,8,18,12,4,86,12,27,25,11,13,20,14,5,120,6,17,24,4,18,23,6,5,103,0,13,29,14,24,23,6,0,111,0,10,33,10,20,19,0,0,102,0,3,16,9,0,17,6,0,53,0,0,5,10,9,14,3,0,36,0,0,4,7,6,7,0,0,20,0,0,5,3,8,6,0,0,26,0,0,4,0,0,0,0,0,9,0,0,0
LGA25810,3,25,13,4,17,6,0,68,0,4,10,15,4,12,0,0,50,0,0,6,4,11,8,0,0,27,0,0,12,10,9,9,0,0,33,0,0,0,0,4,0,0,0,3,0,0,0,7,0,3,0,0,8,0,5,0,0,0,0,0,0,4,7,28,86,55,74,98,28,4,376,0,0,4,0,0,0,0,0,10,28,0,0,0,3,3,3,0,38,21,0,3,0,5,7,0,0,42,8,8,10,11,7,13,3,0,49,0,5,8,9,9,13,9,0,56,0,7,11,6,11,24,6,0,76,4,27,34,24,24,28,3,0,147,9,22,93,23,36,24,5,0,212,5,12,56,19,27,10,0,0,141,0,7,14,8,11,15,0,0,58,0,0,10,0,9,6,0,0,26,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5
LGA25900,10,86,50,32,28,7,0,228,0,0,33,37,28,25,11,0,133,0,0,21,33,31,22,5,0,110,0,0,15,33,33,37,5,0,118,0,0,3,3,6,0,0,0,21,0,0,4,5,7,4,0,0,21,0,3,7,6,4,4,0,0,17,48,371,896,500,350,243,73,3,2491,7,4,0,0,5,4,0,0,25,102,18,9,9,4,8,5,0,157,43,39,20,12,14,16,9,0,158,24,41,42,25,25,29,9,5,210,9,72,85,32,30,32,10,5,275,19,107,141,56,47,48,18,3,437,7,72,146,88,49,53,16,9,428,3,72,170,86,60,52,21,3,470,0,37,134,74,71,67,15,0,395,0,9,62,51,23,24,5,0,181,0,16,37,35,33,37,6,0,164,0,15,35,29,35,16,0,0,139,0,10,69,67,38,17,0,0,196,0,3,17,20,14,5,0,0,57,0,0,4
LGA25990,5,7,7,5,4,0,0,32,0,0,0,5,0,0,4,0,14,0,0,0,0,5,6,0,0,5,0,0,4,9,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,20,27,26,38,8,0,129,0,0,4,0,0,0,0,0,6,17,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,8,4,0,4,0,6,4,0,0,18,4,7,0,0,4,4,3,0,23,6,6,3,5,3,8,11,0,34,0,3,9,9,5,4,5,0,34,5,11,10,10,11,8,6,0,56,0,4,7,3,10,9,0,0,37,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,24,4,0,0,0,3,0,4,0,7,3,0,4,3,4,0,0,0,20,0,0,0,4,0,0,0,0,7,0,0,3,6,0,5,3,0,18,0,6,6,3,7,8,0,0,25,0,0,0,0,5,8,0,0,16,0,0,0,4,0,4,0,0,8,0,0,3,0,3,3,0,0,11,0,0,3,3,0,3,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,3,14,31,41,42,6,0,132,0,0,17,23,27,36,9,0,111,0,0,19,10,15,25,0,0,72,0,0,11,13,20,19,0,0,68,0,0,0,0,6,0,0,0,8,0,0,0,3,4,0,0,0,4,0,0,0,0,5,8,0,0,15,8,33,106,126,197,251,67,9,789,8,0,3,0,0,0,0,0,13,82,12,3,0,5,0,0,0,105,21,12,7,9,14,18,11,0,87,14,6,6,8,17,17,9,3,84,11,9,5,6,19,26,17,7,103,11,19,19,16,20,32,19,4,131,13,20,27,17,19,37,14,5,160,7,27,56,36,46,47,19,0,237,4,24,62,38,46,51,11,0,232,5,8,13,27,31,23,5,0,115,0,0,4,20,19,16,5,0,64,3,4,8,10,8,10,0,0,47,0,0,9,4,20,13,7,0,54,0,0,0,3,0,0,0,0,13,0,0,4
