POW_LGA_CODE_2021,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000_3499_Mng,SS_NS_3000_3499_Pro,SS_NS_3000_3499_TecTW,SS_NS_3000_3499_CoPSW,SS_NS_3000_3499_ClAW,SS_NS_3000_3499_SWks,SS_NS_3000_3499_MaOpDv,SS_NS_3000_3499_Lab,SS_NS_3000_3499_IDNS,SS_NS_3000_3499_Tot,SS_NS_3500mo_Mng,SS_NS_3500mo_Pro,SS_NS_3500mo_TecTW,SS_NS_3500mo_CoPSW,SS_NS_3500mo_ClAW,SS_NS_3500mo_SWks,SS_NS_3500mo_MaOpDv,SS_NS_3500mo_Lab,SS_NS_3500mo_IDNS,SS_NS_3500mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot
LGA26490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,9,0,8,0,20,5,6,11,134,3,186,8,130,9,489,0,4,10,72,0,77,3,53,0,217,0,4,12,53,6,33,5,26,0,144,0,4,12,46,3,30,6,20,0,128,0,4,39,60,0,28,0,22,0,155,0,5,45,33,4,10,3,18,0,120,3,4,19,14,0,6,0,5,0,61,4,4,3,6,5,5,0,4,0,31
LGA26610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,3,8,29,4,84,0,39,3,165,3,0,8,13,7,49,7,31,0,111,0,3,5,10,0,11,0,8,0,37,0,0,14,9,5,7,0,0,0,42,0,6,26,11,3,3,0,4,0,55,0,0,23,8,4,5,0,3,0,48,3,0,11,9,3,0,0,0,0,25,0,4,9,4,0,0,0,0,0,24
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,11,0,23,0,22,0,54,0,0,0,0,0,4,0,7,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,10,0,3,0,10,0,18,3,0,8,83,9,172,3,139,7,432,0,0,12,27,0,53,5,53,0,150,0,0,9,7,4,18,0,10,0,45,0,0,23,9,6,5,0,8,0,57,0,4,37,21,9,5,3,3,0,88,3,3,27,19,3,7,3,10,0,82,0,5,9,13,3,4,0,10,0,49,0,4,6,7,4,4,0,0,0,27
LGA26730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,5,0,8,0,0,0,16,0,4,20,61,5,304,11,165,7,577,0,3,8,48,8,128,8,77,5,290,0,0,10,26,6,39,0,29,0,114,5,0,33,33,17,23,3,12,4,127,4,3,62,30,19,12,0,9,3,146,4,5,39,22,8,15,0,7,0,97,0,6,19,18,5,6,0,0,0,65,0,5,11,6,4,5,0,4,0,41
LGA26810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,23,4,5,12,76,3,209,4,119,8,440,3,4,3,38,4,74,0,38,0,163,6,0,3,20,0,20,0,8,0,62,0,0,39,18,0,11,4,9,0,84,0,3,51,33,7,12,0,6,0,110,7,3,34,13,5,9,0,6,0,74,3,9,30,13,5,6,0,0,0,72,8,9,4,7,0,0,0,4,0,27
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA26980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,3,11,3,23,11,26,0,22,0,97,13,148,38,397,67,745,39,429,15,1891,19,124,36,257,80,516,38,230,12,1317,21,86,34,213,93,241,37,107,9,836,20,73,62,142,77,195,29,78,11,690,29,80,112,153,83,187,34,81,9,758,22,43,96,106,74,78,14,53,11,495,28,40,65,73,59,41,12,24,5,344,10,34,31,53,38,16,3,7,4,211
LGA27070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,3,0,19,4,4,3,21,5,37,4,22,10,104,11,53,18,239,53,920,19,387,26,1720,21,41,36,202,52,724,24,262,7,1369,11,20,34,132,35,275,25,101,16,647,13,15,92,102,41,224,26,112,17,650,31,33,143,113,53,166,36,97,3,677,20,24,138,91,40,100,39,53,6,513,13,19,120,52,36,48,20,63,4,380,8,21,54,32,29,18,7,11,0,186
LGA27170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,10,0,8,0,24,0,7,8,67,13,231,4,145,5,470,0,0,9,46,10,116,5,60,4,236,0,0,9,22,4,35,0,14,0,87,0,0,39,27,9,18,4,17,0,121,0,5,83,30,19,27,6,14,0,179,0,4,81,41,12,7,7,4,0,168,3,6,91,55,15,6,0,6,4,195,5,10,80,32,5,0,7,4,4,143
LGA27260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,16,0,3,4,17,10,61,8,33,7,149,7,96,23,254,51,990,25,452,26,1922,10,55,38,218,71,730,42,304,23,1491,16,35,35,126,49,349,58,156,20,837,17,23,111,118,54,214,57,106,7,708,30,34,202,121,69,177,99,129,6,856,21,15,175,79,48,110,88,68,3,617,16,25,124,53,34,41,86,54,14,453,13,28,63,29,27,20,53,32,5,283
LGA27350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,16,3,18,0,12,0,58,3,51,25,211,52,382,12,217,15,969,16,63,30,244,87,267,26,146,11,886,9,60,41,211,84,187,32,111,16,744,21,57,63,217,97,169,24,96,6,741,25,90,128,270,125,187,41,114,13,991,29,75,130,168,111,79,16,67,8,690,20,68,80,92,76,42,10,51,9,448,25,87,53,35,69,37,4,10,4,320
LGA27450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,0,0,4,19,0,11,0,18,3,65,9,20,54,352,33,624,21,483,18,1615,7,21,51,243,15,374,11,227,9,959,12,8,26,124,15,162,9,96,0,448,7,17,87,124,15,100,10,65,3,421,18,15,186,121,28,112,7,56,4,542,15,11,127,79,8,39,3,33,0,317,16,13,80,43,13,13,4,20,0,205,4,16,23,19,10,5,0,7,4,81
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,9,0,8,0,19,0,39,0,0,4,4,0,8,5,11,0,27,0,0,0,0,0,5,0,9,0,13,0,0,3,5,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,10,0,0,4,6,0,0,3,0,0,14,0,0,3,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,4,9,0,6,0,27,0,0,0,17,4,0,0,5,0,26,0,0,0,30,0,6,0,3,0,35,0,0,0,12,7,9,4,0,0,26,0,0,0,11,8,9,3,3,0,28,0,0,0,12,0,0,4,0,0,27,0,0,5,7,0,0,0,6,0,22,0,0,6,4,0,0,0,0,0,8
LGA29499,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,3,3,0,32,5,15,27,27,10,14,5,40,11,157,19,304,116,478,51,147,42,297,40,1494,22,274,138,295,57,115,60,171,15,1145,9,144,158,215,56,59,44,95,18,795,16,88,408,183,39,45,42,99,17,935,26,87,1092,204,53,33,58,99,16,1662,24,47,872,134,35,21,54,58,10,1252,20,41,526,94,23,15,40,58,8,827,10,26,203,55,27,9,21,31,8,403
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
