POW_LGA_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
LGA23810,15,6,9,5,68,59,20,21,0,198,0,0,0,0,10,6,0,8,0,34,0,8,0,8,12,9,0,11,0,39,3,7,0,3,9,3,0,5,8,38,240,600,759,541,1377,788,148,210,31,4707,9,17,0,0,0,0,0,0,4,29,47,394,9,0,0,0,0,4,0,460,24,257,43,3,4,0,0,0,3,337,21,158,48,12,4,4,0,0,8,250,20,110,95,23,16,0,0,0,6,262,29,93,149,52,25,18,0,0,10,377,27,49,88,84,81,25,3,8,5,374,16,26,40,58,162,60,5,8,0,379,4,23,14,23,100,62,16,10,3,250,6,5,4,8,20,36,16,13,0,101,3,0,3,3,22,27,11,10,0,80,0,0,0,0,18,15,5,9,0,53,0,0,4,0,17,19,5,19,0,64,0,0,0,0,0,0,0,7,0,6,0,0,0,3,3,0,3,10,0,26
LGA23940,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,57,31,24,25,26,3,16,3,191,0,0,0,0,0,0,0,0,0,5,0,21,0,0,0,0,0,0,0,25,0,10,0,0,0,0,0,0,3,14,0,3,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,13,0,8,8,4,0,0,0,0,0,22,0,0,3,4,5,0,0,0,0,12,0,0,5,0,6,0,0,0,0,15,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,4,4,4,0,15,26,9,14,0,81,0,0,0,0,0,3,0,3,0,16,0,0,6,3,0,3,0,8,0,31,0,0,4,0,0,0,0,0,4,17,85,371,337,207,303,262,38,69,21,1690,3,9,0,0,0,0,0,0,0,12,27,237,3,0,0,0,0,0,6,274,8,146,12,0,0,0,0,3,0,176,10,77,18,6,0,3,0,3,0,113,6,57,38,6,0,3,0,0,0,120,3,44,71,16,3,4,0,0,4,154,3,25,40,34,37,14,0,5,0,162,9,15,19,21,41,28,7,5,0,134,6,6,7,12,29,33,9,19,0,116,6,0,4,3,18,15,9,7,0,62,0,3,4,0,8,14,9,5,0,45,0,0,0,0,3,6,3,10,0,27,0,0,0,0,5,7,5,13,0,33,0,0,0,0,0,6,8,0,0,11,0,0,0,0,3,9,5,10,0,24
LGA24210,7,21,20,11,41,55,21,30,4,214,0,0,4,0,4,15,4,9,0,40,0,9,5,0,13,21,0,12,0,66,0,9,9,0,4,3,0,3,0,30,143,816,672,313,718,515,99,155,32,3463,11,13,6,4,5,5,0,0,0,35,95,517,5,0,0,0,0,0,0,624,79,491,51,4,0,4,0,0,0,632,67,323,98,6,5,4,0,0,4,509,49,233,142,25,12,11,0,4,0,477,60,186,206,38,20,11,0,0,5,536,42,95,158,82,85,24,11,4,8,510,20,43,58,63,128,42,11,14,5,377,21,23,25,21,102,60,17,19,8,294,3,14,23,12,51,50,13,21,0,189,9,8,13,10,24,40,15,11,0,120,0,9,8,3,20,27,6,9,0,81,0,6,10,7,28,35,20,29,3,123,0,4,3,0,6,4,4,10,0,29,0,5,3,0,9,15,7,21,0,66
LGA24250,0,0,5,4,0,0,0,3,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,81,72,44,84,58,13,15,4,389,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,37,0,22,8,0,0,0,0,0,0,29,4,12,7,0,0,0,0,0,0,27,0,7,5,7,0,0,0,0,0,25,0,10,14,9,0,0,0,0,0,41,8,19,20,6,14,5,0,3,5,76,0,4,9,10,18,15,4,5,0,66,0,0,10,3,8,16,3,4,0,42,0,0,0,0,4,6,5,0,0,23,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,5,4,0,10,0,0,0,0,5,4,0,9,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
LGA24330,4,6,4,19,72,110,17,45,0,276,0,5,3,3,11,17,4,8,0,48,0,3,0,0,6,16,4,13,0,47,0,3,3,4,8,12,4,3,3,37,160,567,657,447,1351,942,167,253,30,4579,21,25,8,4,0,0,0,0,0,53,102,399,13,0,0,0,0,0,0,511,83,400,36,4,6,0,0,0,3,536,78,300,92,18,8,7,3,4,3,513,85,249,141,20,7,0,0,0,5,518,73,235,269,67,25,14,0,18,8,701,74,123,191,110,131,47,5,12,13,695,28,72,82,83,198,74,9,9,10,561,7,20,47,32,149,81,12,20,0,376,8,19,15,13,84,70,18,19,0,243,5,5,5,10,35,38,7,23,0,131,5,4,6,4,14,28,0,6,3,70,4,4,9,3,32,32,7,21,0,113,0,0,0,0,0,3,0,11,0,27,0,3,0,0,7,10,0,12,0,41
LGA24410,10,14,9,12,51,91,31,52,3,278,0,6,8,0,4,10,4,8,0,44,0,7,0,0,7,15,9,15,0,57,0,6,3,7,8,5,0,3,5,42,193,957,964,604,1396,894,192,271,41,5508,11,13,0,0,0,0,0,0,4,37,95,638,18,0,0,0,0,3,0,760,82,525,53,6,0,0,0,0,9,682,66,309,102,13,0,3,0,0,4,495,47,213,159,23,12,5,4,0,0,470,52,181,255,51,22,17,3,9,5,590,45,109,168,121,89,35,4,13,4,583,39,46,81,80,188,77,15,14,5,542,18,26,35,37,155,113,24,20,5,426,14,7,18,12,84,81,24,24,0,271,3,13,10,6,56,62,11,30,0,195,0,3,0,9,28,42,9,18,0,104,0,7,4,12,35,46,14,36,0,153,0,3,3,6,3,11,9,12,0,41,4,3,6,5,3,14,9,15,0,52
LGA24600,422,115,224,347,2916,3958,1031,1431,35,10475,71,42,48,61,427,841,230,499,12,2230,88,52,56,72,301,1158,406,1279,14,3430,14,37,48,22,117,98,11,38,97,475,3694,5539,7710,5692,29034,22944,4204,5819,682,85313,51,42,15,0,7,11,0,7,7,143,219,498,31,0,0,0,5,3,25,776,269,789,80,8,0,10,0,0,20,1189,305,665,201,20,12,5,0,6,23,1224,207,599,360,43,17,23,0,0,29,1281,252,641,672,130,70,26,6,10,25,1830,223,407,541,283,294,95,13,13,27,1891,146,232,341,291,780,301,43,37,36,2211,146,124,204,211,1013,527,69,65,19,2378,56,62,98,94,733,544,91,96,10,1792,58,50,75,59,561,549,122,107,12,1592,29,23,35,43,376,330,84,119,7,1050,60,31,56,66,499,721,203,344,8,1988,16,12,12,11,114,192,63,132,5,557,23,25,17,27,169,463,162,509,9,1411
LGA24650,4,7,4,3,42,58,15,25,0,166,0,3,0,0,3,6,3,10,0,38,0,3,9,0,7,8,0,11,0,34,0,8,4,9,5,10,0,0,7,31,139,615,642,359,1122,777,164,204,45,4078,16,30,3,0,0,0,0,0,5,51,78,563,18,3,0,0,0,0,5,667,56,422,66,8,0,0,0,4,8,566,38,229,77,6,0,5,0,0,3,366,34,165,130,9,13,12,0,4,8,369,36,104,207,57,29,11,0,0,6,451,27,59,132,93,86,20,3,6,6,436,21,36,74,63,162,84,17,9,0,473,9,14,29,31,133,89,31,15,0,362,4,14,17,6,48,50,17,17,0,176,0,9,4,7,21,41,10,21,0,117,0,10,5,3,18,24,10,12,0,78,3,0,6,0,21,34,8,24,0,107,0,3,0,0,4,8,3,11,0,27,0,0,0,0,7,10,4,15,0,40
LGA24780,0,3,4,4,22,23,12,24,0,98,0,0,0,7,0,3,0,0,0,14,0,0,0,3,0,3,3,3,0,21,0,6,0,0,4,0,0,4,0,19,92,317,397,260,852,473,91,116,28,2631,3,12,0,0,0,0,0,0,0,23,28,299,5,0,0,0,0,0,4,340,15,174,28,5,0,0,0,0,3,233,12,84,35,9,0,0,0,0,0,150,16,78,72,4,3,0,0,5,9,184,16,60,120,44,27,9,3,0,4,284,18,39,79,73,84,21,5,4,8,324,10,24,34,39,154,63,5,13,6,351,3,6,15,22,88,64,14,11,0,237,6,4,10,8,42,44,16,5,0,129,4,0,4,3,14,19,7,11,0,70,0,4,4,6,7,6,3,3,0,31,0,0,0,4,10,3,4,10,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,16
LGA24850,0,9,0,0,13,20,4,9,0,51,0,0,0,0,0,6,0,6,0,14,0,0,0,0,0,4,0,4,0,14,3,3,4,0,0,0,0,0,0,16,60,288,250,141,352,235,44,69,13,1458,5,9,0,0,0,0,0,0,0,13,18,178,5,0,0,0,0,0,8,206,12,145,17,0,0,0,0,0,0,181,7,67,24,0,0,0,0,3,3,104,3,56,43,11,14,0,0,0,0,124,10,36,82,20,13,9,0,4,3,180,11,22,41,29,25,17,0,0,5,146,4,5,18,21,61,22,7,0,0,147,4,3,5,5,29,23,0,3,0,83,0,4,0,8,7,9,7,4,0,38,0,0,0,0,10,7,0,4,0,24,0,0,0,0,8,3,0,0,0,17,0,0,0,0,7,5,0,9,0,29,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,0,8
LGA24900,4,0,3,0,4,6,7,7,0,37,0,4,3,0,0,3,0,0,0,8,0,0,0,0,3,4,0,3,0,12,0,3,3,7,0,0,0,4,0,15,46,179,193,147,237,182,30,53,8,1082,3,4,0,0,0,0,0,0,0,6,10,125,5,0,0,0,0,0,4,149,6,69,9,0,0,0,0,0,8,91,6,34,6,3,4,0,0,0,3,63,6,33,23,8,0,0,3,0,0,82,5,23,53,14,8,3,0,0,0,109,5,20,31,32,29,9,4,4,3,137,0,8,10,24,65,25,5,7,4,139,0,4,3,4,38,26,6,5,0,96,0,0,0,4,7,14,3,6,0,41,0,3,0,0,6,8,3,4,0,28,0,0,0,0,0,0,0,4,0,17,0,0,3,0,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA24970,22,32,32,36,253,301,97,198,6,981,3,12,9,8,37,57,14,43,0,174,5,12,12,8,29,55,21,48,0,188,0,18,13,7,21,16,0,7,13,95,525,2121,2309,1491,4715,3305,679,923,113,16179,21,31,5,5,6,4,0,5,3,77,69,701,27,5,6,0,0,0,8,814,62,619,78,6,0,3,0,0,8,786,64,403,130,22,10,9,3,3,10,640,56,265,236,24,19,18,0,8,7,630,45,262,338,81,45,39,9,9,19,843,49,141,216,128,149,86,14,22,9,803,43,87,125,96,331,165,41,29,5,920,23,42,68,69,325,227,49,49,14,865,27,18,28,41,217,191,44,52,8,610,13,19,24,27,169,178,45,50,5,532,13,3,14,22,94,123,42,48,0,359,14,8,9,15,133,232,63,135,0,616,0,3,0,7,35,55,25,47,0,169,0,9,3,11,20,57,25,79,3,200
LGA25060,11,24,22,19,103,105,43,55,4,381,7,7,4,4,12,27,8,17,0,79,0,7,14,7,12,17,9,25,0,91,0,3,14,7,6,7,0,0,6,53,221,913,892,535,1665,975,219,290,51,5776,11,32,3,0,0,0,0,0,0,49,100,603,10,0,0,0,0,0,0,718,79,472,60,9,5,3,0,0,7,623,48,284,92,9,9,5,0,0,0,447,43,200,123,23,11,3,0,5,8,408,52,141,191,61,30,11,5,10,4,498,38,82,112,90,107,30,9,7,3,478,28,47,57,64,152,62,12,10,4,435,17,22,34,24,106,63,20,25,0,321,8,14,16,12,71,48,21,25,0,209,12,11,16,10,44,47,15,26,0,169,3,5,0,6,25,26,7,19,3,98,6,8,5,4,38,32,18,27,0,136,0,0,0,0,5,7,0,6,0,28,0,9,3,5,8,12,0,26,0,68
LGA25150,0,0,5,0,6,12,5,5,0,39,0,0,0,0,0,8,0,0,0,10,0,0,3,0,3,0,0,5,0,11,0,0,0,0,5,0,0,4,3,15,44,202,194,107,237,170,29,50,25,1063,0,0,4,0,0,0,0,0,0,8,14,155,4,0,0,0,0,0,0,171,8,102,16,6,0,0,0,0,0,125,10,47,23,0,0,3,0,0,0,86,0,42,24,3,3,4,0,0,3,74,8,34,53,9,0,0,0,4,4,105,4,19,23,13,15,3,0,4,0,92,0,11,16,7,22,14,5,0,0,82,0,8,5,10,10,13,0,0,0,51,0,6,5,0,11,3,0,3,0,30,0,0,0,0,0,5,4,0,0,15,0,3,0,0,0,4,0,0,0,15,0,0,0,4,0,7,0,6,0,16,0,0,0,0,0,4,0,4,0,10,0,0,0,0,0,5,0,0,0,7
LGA25250,6,6,16,18,57,61,19,36,0,221,0,4,8,3,3,12,3,4,0,44,0,3,6,0,9,9,3,15,0,49,0,7,7,3,8,8,0,5,6,48,158,801,840,508,1170,738,148,202,52,4629,9,20,4,0,3,0,0,0,0,39,32,377,6,4,0,0,0,0,0,424,29,297,46,5,0,3,0,5,0,379,28,205,81,4,4,7,0,8,5,346,30,174,132,16,3,3,0,9,4,364,29,135,196,51,17,11,6,7,3,459,21,85,124,85,97,30,3,13,3,458,15,39,65,54,153,62,12,14,0,420,15,15,25,36,108,99,22,29,3,354,5,11,15,13,66,65,9,26,0,211,3,4,10,3,44,49,9,22,0,146,0,4,0,0,19,21,5,13,0,64,3,3,0,4,17,40,9,33,0,113,0,0,0,0,4,5,7,6,0,21,0,4,0,0,3,18,11,16,0,46
LGA25340,8,34,40,17,47,67,22,54,0,292,0,16,4,0,4,11,7,7,0,56,3,13,18,11,10,16,8,18,0,92,0,7,7,9,13,10,0,3,11,58,277,1349,1196,670,1162,785,160,248,74,5926,9,27,0,5,3,6,0,5,4,61,91,785,25,0,0,5,0,0,14,912,63,554,74,4,5,3,0,4,10,710,52,305,90,9,4,0,0,0,5,476,33,264,218,30,10,9,3,0,7,571,76,231,326,87,35,15,4,18,8,800,52,123,218,159,137,42,3,13,5,758,48,68,118,101,210,84,7,23,12,684,22,48,49,52,181,117,21,20,0,508,15,22,28,14,82,70,16,31,7,278,3,19,13,7,43,50,19,29,0,198,8,3,7,10,13,34,12,23,0,109,0,15,11,9,26,47,20,44,5,182,0,0,0,0,9,14,0,14,0,44,4,7,16,10,3,23,10,52,0,129
LGA25430,0,0,0,3,3,3,0,8,0,23,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,3,28,129,138,68,139,117,24,31,9,675,0,3,0,0,0,0,0,0,0,3,7,73,0,0,0,0,0,0,0,77,5,43,10,0,0,0,0,0,0,57,0,34,5,0,0,0,0,0,0,41,5,25,13,9,5,3,0,0,3,58,11,18,26,10,6,3,0,0,5,63,5,16,22,6,17,4,4,3,0,78,0,3,12,12,7,6,0,7,0,50,0,4,0,4,5,11,5,3,0,38,0,3,5,0,0,7,3,6,0,20,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10
LGA25490,0,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,5,0,11,0,0,3,0,0,0,0,0,0,8,23,80,72,29,72,82,27,27,11,423,0,4,0,0,0,0,0,0,0,0,8,38,0,0,0,0,0,0,0,51,0,20,0,0,0,0,0,0,0,26,0,17,3,0,0,0,0,0,0,25,0,14,9,0,0,0,0,0,0,28,5,9,11,0,11,3,0,0,0,42,0,4,8,9,7,0,0,0,0,32,0,4,4,9,11,13,0,0,0,43,0,0,0,0,6,4,3,3,0,24,0,0,0,0,3,0,5,0,0,9,0,0,0,0,0,5,0,0,0,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,3,4,0,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,19,102,86,60,90,61,18,20,0,460,0,0,0,0,0,0,0,0,0,0,5,20,0,0,3,0,0,0,0,28,3,6,3,0,5,0,0,0,0,23,0,5,0,0,0,0,0,0,0,13,0,12,7,4,4,4,0,0,0,31,8,15,9,5,0,0,0,0,0,38,0,0,17,12,15,8,0,0,0,59,0,0,7,10,16,3,0,0,0,36,0,0,6,5,4,13,0,8,0,35,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA25710,0,11,7,6,18,21,12,14,0,91,0,4,9,0,6,4,0,6,0,24,0,9,0,0,3,6,0,11,0,32,0,4,8,0,5,0,0,0,0,25,58,470,347,208,289,253,43,75,12,1750,0,0,0,0,0,0,0,0,0,8,19,227,3,0,0,0,0,0,0,246,5,147,21,0,0,0,0,0,0,174,0,72,28,4,4,5,0,0,0,114,10,57,39,8,0,0,0,0,0,115,6,45,58,13,6,7,0,0,0,143,4,26,34,25,19,7,0,0,0,109,5,12,14,24,21,18,3,6,0,108,6,3,5,13,21,22,8,5,0,91,3,3,3,4,12,23,13,7,0,64,0,3,4,0,6,18,10,7,0,42,0,0,0,3,11,7,3,10,0,30,0,0,3,5,9,12,0,10,0,41,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,8,0,7,0,21
LGA25810,0,3,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,28,97,83,49,88,68,17,15,6,442,5,0,0,0,0,0,0,0,0,4,4,40,0,0,0,0,0,0,6,54,0,19,0,0,0,0,0,0,0,26,0,17,4,0,0,0,0,0,0,24,0,14,7,0,0,0,0,0,0,24,9,18,16,11,9,5,0,0,0,61,5,7,3,9,18,4,0,4,0,50,0,0,5,5,21,16,0,0,0,51,0,0,0,6,9,7,4,0,0,27,0,0,0,0,6,5,0,4,0,15,0,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA25900,20,19,30,30,173,317,100,167,0,860,0,9,15,14,31,56,22,51,0,202,0,12,12,14,26,75,29,99,0,265,0,4,11,5,11,8,8,3,3,54,339,1138,1319,823,3092,2579,548,773,63,10669,10,12,0,0,0,0,0,3,0,23,45,189,4,0,0,0,0,0,0,242,27,214,25,0,0,9,0,0,8,285,31,172,49,8,0,4,4,3,9,271,23,149,113,12,13,4,0,0,4,307,35,146,192,35,18,22,9,8,3,467,31,87,147,85,73,31,4,5,0,469,24,52,86,85,209,121,19,15,10,608,22,39,55,49,232,174,28,43,6,651,17,19,26,19,187,171,41,55,6,536,16,18,14,22,141,154,47,51,0,451,12,3,12,14,78,99,23,50,0,295,4,18,16,14,116,221,65,118,5,577,0,5,4,3,25,39,17,49,0,141,10,3,11,6,25,105,43,126,0,332
LGA25990,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,40,30,21,28,31,6,12,0,175,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,12,6,7,6,3,4,0,0,5,0,27,0,5,9,3,0,0,3,0,0,15,0,0,0,3,7,6,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,40,42,23,58,23,3,3,5,206,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,20,0,6,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,20,0,4,4,0,4,0,0,0,0,14,0,4,3,0,4,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA26170,4,0,0,6,9,12,3,12,0,51,0,0,0,0,3,9,0,0,0,10,0,4,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,6,65,228,224,151,217,167,35,51,6,1145,7,8,0,0,0,0,0,0,0,8,14,122,3,0,0,0,0,0,0,146,11,74,13,0,0,0,0,0,0,104,3,46,13,0,0,0,0,0,0,67,10,42,28,5,9,0,0,0,0,82,3,26,45,15,10,0,0,0,0,112,0,16,23,28,22,7,0,0,0,105,5,13,9,17,39,20,8,3,3,123,0,3,5,5,26,26,4,6,0,81,0,0,0,5,4,10,4,9,0,29,0,0,0,3,0,8,6,8,0,24,0,0,3,0,5,11,0,12,0,27,0,0,0,3,0,3,3,4,0,22,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,6,0,8,0,14
