POW_LGA_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA23810,92,59,398,119,158,28,105,90,17,1067,97,62,359,60,92,19,97,81,13,877,66,31,267,40,34,12,112,76,13,652,147,32,602,52,43,18,175,107,12,1189,36,9,167,14,12,0,58,22,8,332,48,12,214,4,11,11,51,14,8,370,6,0,46,9,3,0,7,9,36,120,798,388,3407,1442,1212,515,966,881,171,9776,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,3,0,7,0,0,0,7,0,8,0,4,0,14,0,4,4,3,3,11,0,10,0,28,0,4,0,7,7,11,0,7,0,35,4,4,9,12,8,10,0,14,0,64,0,4,6,10,15,17,5,5,0,67,0,8,6,10,23,8,7,7,0,64,9,3,9,10,29,0,3,0,0,60,7,9,3,5,12,5,5,3,0,48,3,6,4,7,14,0,0,0,0,32,4,0,3,3,0,0,0,0,0,15
LGA23940,26,0,32,0,8,0,13,10,0,80,33,0,11,0,3,0,5,5,0,65,16,0,3,0,0,0,6,4,0,33,12,0,5,0,0,0,3,0,0,16,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,8,8,0,4,0,0,0,0,4,0,20,263,19,122,48,52,22,66,103,12,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,58,12,174,57,32,19,29,34,3,408,52,12,136,26,16,10,28,15,7,312,28,7,82,12,13,4,19,4,3,182,40,17,99,17,7,6,25,10,0,207,14,0,32,0,0,4,3,5,0,53,16,8,11,0,8,0,5,0,0,48,3,3,25,0,0,0,5,9,11,55,385,115,1227,580,302,208,216,300,48,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,8,0,0,0,17,0,0,5,4,0,0,0,3,0,14,0,0,0,5,3,0,0,5,0,16,0,0,0,3,4,0,0,4,0,16,0,0,5,8,3,7,0,10,0,22,0,0,3,7,8,3,0,0,0,32,3,0,0,4,5,0,3,0,0,25,0,0,6,0,8,0,6,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4
LGA24210,64,23,196,43,52,24,24,20,0,442,44,21,157,27,29,13,23,26,6,345,42,18,98,25,14,11,9,8,0,224,80,14,122,25,24,18,14,10,3,314,25,6,11,7,3,5,3,0,0,64,34,10,20,0,0,8,0,5,0,83,3,0,19,0,0,4,0,9,9,44,463,181,1351,818,380,341,149,299,52,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,13,0,0,0,6,0,10,0,5,0,23,0,0,4,0,0,4,0,0,0,12,0,0,0,7,0,0,0,3,0,22,0,0,3,10,4,12,0,5,0,35,4,0,0,7,0,4,0,0,0,19,3,0,10,11,3,8,0,4,0,37,4,3,9,3,3,0,0,9,0,35,6,0,0,6,9,5,0,3,0,22,0,0,0,0,5,3,0,0,0,11,0,0,0,0,4,0,0,0,0,8
LGA24250,15,3,51,14,14,5,13,11,0,120,17,4,40,8,10,0,10,3,0,90,14,0,24,0,0,3,5,6,0,55,16,0,22,0,4,3,10,4,0,61,6,0,6,0,0,0,0,0,0,12,5,0,13,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,10,165,32,330,114,75,74,88,104,11,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24330,82,25,228,66,92,29,80,40,15,660,70,18,201,41,64,18,58,29,7,506,71,15,161,7,18,11,24,22,3,337,112,35,251,22,26,24,33,43,8,546,25,8,47,3,5,9,8,7,0,113,43,7,52,13,4,6,14,6,0,145,7,3,24,3,4,0,7,5,15,62,606,219,1724,924,553,441,532,503,101,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,9,0,0,0,4,0,7,0,0,0,11,0,0,0,8,0,9,6,0,0,20,0,0,0,3,0,5,5,5,0,21,4,0,9,12,6,12,4,5,0,50,0,0,0,15,5,5,6,9,0,40,0,0,3,11,7,9,10,10,0,56,0,3,4,6,19,13,5,8,0,50,4,3,4,0,9,4,0,3,0,29,5,0,0,0,0,5,5,0,0,19,0,0,0,0,0,0,0,0,0,7
LGA24410,137,48,565,91,114,55,102,108,16,1245,138,54,488,51,88,36,54,71,11,984,102,31,267,27,44,21,30,30,0,552,209,38,318,36,45,25,36,28,13,743,42,8,36,0,4,7,17,4,0,131,62,6,48,0,0,13,0,7,0,144,13,3,50,13,7,5,3,11,19,130,1063,373,3517,1321,920,608,601,781,141,9322,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,9,0,4,0,18,0,0,0,12,0,8,0,0,0,28,3,0,4,5,4,11,0,3,0,31,4,0,0,4,9,4,3,8,0,32,6,0,8,5,10,9,0,11,0,46,4,4,12,15,6,8,4,6,0,63,4,5,10,13,15,11,4,8,3,76,0,6,11,8,24,3,6,11,0,77,12,7,10,6,15,3,3,9,0,55,5,0,3,0,0,0,7,0,0,28,0,3,3,0,0,0,0,0,0,10
LGA24600,447,523,1018,527,1330,147,129,224,91,4429,486,633,1124,397,1132,137,135,201,95,4346,501,575,991,229,614,122,139,199,61,3441,1147,1107,1908,345,690,159,470,399,108,6323,346,232,379,41,94,36,173,101,21,1420,494,250,393,33,79,86,98,88,27,1554,29,9,82,30,45,4,18,33,77,330,4209,4160,8535,4216,7144,1621,1612,2587,845,34921,0,0,0,0,3,0,0,0,0,10,0,0,0,11,7,7,0,11,0,31,0,0,0,15,5,3,0,11,0,44,6,4,3,14,8,11,0,13,0,58,5,0,3,21,25,9,0,26,0,94,4,4,20,35,35,19,0,22,0,145,6,11,18,61,52,22,0,31,6,203,24,19,19,53,108,23,10,40,0,299,40,24,25,56,191,15,11,22,4,402,41,40,22,49,118,17,5,11,6,299,37,44,16,36,110,9,9,9,3,271,33,40,13,17,57,9,6,9,6,183
LGA24650,77,40,328,177,93,28,110,61,21,935,76,38,294,140,60,29,71,38,11,765,55,19,184,100,29,13,37,43,8,495,105,27,218,79,21,20,34,35,4,552,22,4,42,13,3,3,8,13,3,105,24,0,26,0,4,9,10,8,0,85,6,0,24,17,0,5,12,3,23,94,600,255,2427,1430,695,500,689,644,135,7373,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,9,0,19,0,0,0,8,3,8,0,8,0,19,0,0,0,6,3,7,0,3,0,23,0,0,6,4,3,9,4,9,0,34,5,0,4,10,9,16,0,9,0,48,0,0,3,9,11,7,6,10,0,56,4,0,5,5,5,14,7,4,0,47,10,5,3,10,20,12,10,9,0,77,0,5,0,4,11,3,7,3,0,37,0,0,0,9,0,6,4,0,0,19,3,0,0,5,3,0,0,0,0,14
LGA24780,105,53,236,75,82,31,68,62,8,720,92,46,192,49,71,15,50,33,4,558,71,16,107,17,22,4,28,16,0,283,91,17,108,22,14,17,27,6,4,304,11,0,12,4,3,3,0,0,6,42,23,4,17,0,5,0,6,7,0,58,11,3,36,11,0,5,5,9,13,88,823,295,1737,923,674,439,438,563,91,5988,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,6,0,6,4,0,0,0,0,4,0,0,0,8,0,0,0,4,0,4,3,0,0,19,0,0,4,4,4,0,0,16,0,31,0,0,9,6,9,18,3,13,0,46,5,0,3,12,9,14,3,7,0,60,3,0,5,9,11,7,8,20,0,67,10,9,4,15,23,4,5,12,0,74,7,7,0,0,3,0,3,4,0,30,5,0,0,8,9,0,0,0,0,23,4,0,0,0,0,0,0,0,0,5
LGA24850,37,16,133,54,58,10,44,34,3,390,39,8,120,40,22,4,34,26,4,307,42,11,77,15,6,8,25,13,4,196,45,16,96,17,10,8,11,23,5,222,9,0,9,0,3,4,11,4,0,41,9,0,22,0,0,3,5,0,3,34,3,6,17,3,3,6,3,6,10,50,333,113,1016,528,314,190,261,313,65,3142,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,18,4,0,0,0,0,0,0,0,0,3,0,0,4,0,6,3,0,4,0,16,0,0,3,3,4,4,0,5,0,24,5,0,6,7,5,7,0,4,0,28,3,0,4,0,10,9,6,7,0,32,8,4,3,10,7,0,6,3,0,39,3,0,0,0,4,0,0,4,0,11,4,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5
LGA24900,67,7,121,20,19,8,46,60,6,350,50,0,87,6,23,3,29,38,6,244,48,4,54,4,3,6,17,24,3,150,42,9,72,3,12,4,13,13,3,170,8,0,16,0,0,0,0,0,0,28,15,0,15,0,3,3,3,0,0,34,14,0,14,3,0,4,6,6,6,47,542,78,916,356,248,168,260,401,49,3004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,5,0,0,0,17,0,0,0,0,3,0,0,3,0,10,8,3,0,5,6,0,0,3,0,32,5,0,0,6,0,6,0,3,0,24,9,0,0,0,0,3,0,3,0,26,0,0,0,0,0,3,5,0,0,18,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9
LGA24970,183,117,803,193,279,99,119,104,40,1942,244,136,780,101,205,85,81,96,30,1762,184,122,537,52,109,54,58,60,25,1209,473,190,790,67,102,92,36,64,31,1847,132,22,108,7,20,24,14,7,0,338,166,21,73,12,16,15,11,8,11,329,16,7,51,11,5,8,7,16,32,156,1804,923,5225,1956,1929,902,856,1068,288,14955,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,4,0,6,0,26,0,4,0,8,3,7,0,7,0,32,0,0,3,7,8,9,0,9,0,43,3,5,3,10,7,7,0,9,0,50,0,0,15,14,13,15,12,13,0,93,0,0,16,15,28,8,10,9,5,94,6,6,16,18,47,10,10,15,4,131,12,8,18,16,50,14,11,18,0,147,17,16,6,16,32,4,11,5,3,109,15,14,5,4,25,7,3,0,0,78,9,8,4,0,3,6,0,0,0,32
LGA25060,84,39,286,100,99,37,29,44,11,732,79,35,293,45,76,29,17,26,11,611,60,29,181,39,25,11,13,19,8,379,119,61,266,27,30,23,18,18,3,560,26,9,31,0,7,8,0,0,0,75,35,16,34,3,9,9,0,0,3,100,4,4,30,8,0,0,5,3,7,69,653,318,2246,1136,667,425,205,400,107,6154,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,5,0,4,0,19,0,4,0,0,0,3,0,4,0,14,0,0,0,0,7,6,0,3,0,13,0,0,4,8,0,7,0,3,0,23,0,0,5,9,5,9,3,3,0,31,4,0,7,13,19,6,0,0,0,58,4,5,0,10,13,3,0,11,0,54,5,3,12,16,17,11,4,0,0,60,3,0,0,8,10,8,5,0,0,45,4,6,0,0,7,3,0,0,0,15,4,4,0,0,0,0,0,0,0,8
LGA25150,34,6,104,20,31,4,35,19,10,261,32,11,93,12,24,5,36,9,0,212,25,4,56,7,7,4,16,11,0,131,25,5,74,3,8,3,15,7,4,145,4,0,16,0,0,0,0,4,0,29,8,0,13,0,0,0,11,0,0,35,6,0,12,7,4,0,0,0,0,35,266,77,805,321,257,125,227,215,35,2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,4,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,6,0,0,0,10,5,0,4,8,0,6,0,0,0,14,0,0,4,0,7,3,0,5,0,20,3,0,0,0,3,0,0,0,0,13,4,0,0,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
LGA25250,92,38,342,86,87,36,31,46,12,775,83,43,266,49,42,23,18,37,17,562,55,28,176,31,28,3,16,35,4,382,90,33,235,38,19,23,24,33,8,505,29,9,37,0,0,3,0,6,0,89,26,8,33,0,4,8,3,7,0,92,8,0,53,7,4,3,0,0,15,100,613,327,2389,1250,524,359,304,535,90,6386,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,5,0,5,0,18,3,0,3,6,0,4,0,6,0,26,0,0,5,12,10,5,0,5,0,33,4,0,3,13,10,6,0,9,0,54,0,0,3,19,6,5,7,9,0,47,0,0,9,14,10,5,5,3,0,50,8,0,3,12,10,3,0,4,0,45,3,0,4,0,12,6,0,0,0,27,4,0,0,4,5,4,3,0,0,19,0,0,4,0,3,0,0,0,0,14
LGA25340,210,48,782,156,138,65,67,94,19,1590,223,69,656,88,96,45,56,82,20,1333,148,28,391,57,52,26,61,56,8,814,223,41,512,54,39,50,57,75,17,1068,41,4,89,6,8,7,11,7,6,174,60,20,69,11,13,38,4,6,6,223,18,5,65,15,12,5,7,17,20,174,1568,457,5198,2219,1127,867,586,1175,202,13402,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,3,0,17,0,4,0,6,7,14,0,10,5,46,3,0,6,9,3,10,0,7,0,40,0,3,3,8,10,13,0,10,0,45,3,0,11,20,12,23,5,14,0,89,12,5,15,27,15,19,0,15,0,108,9,9,16,27,28,14,5,23,0,131,18,3,17,19,13,5,8,11,0,91,13,0,13,11,7,3,8,9,0,67,5,4,7,4,12,5,0,4,0,36,9,0,0,0,0,5,3,5,0,25
LGA25430,26,6,75,43,8,4,15,22,0,196,20,10,60,49,13,0,14,7,0,170,6,3,38,37,3,0,7,0,3,101,18,8,53,24,6,4,9,7,0,118,0,0,5,0,0,0,0,0,0,7,4,4,6,0,0,0,0,0,0,12,0,0,9,0,4,0,0,0,0,9,181,69,537,294,136,79,122,292,20,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,4,0,9,0,13,0,0,0,0,0,3,0,3,0,16,3,3,0,3,0,0,0,5,0,22,0,0,0,0,8,0,0,3,0,18,4,3,0,0,0,0,0,0,0,10,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4
LGA25490,54,0,53,3,14,0,31,48,5,207,54,3,56,3,4,0,15,19,0,164,33,10,36,0,4,5,24,23,3,136,44,3,75,0,5,0,14,11,4,166,6,0,11,0,3,0,5,0,0,26,24,5,16,0,5,0,0,0,0,49,5,0,3,0,0,0,0,0,0,16,462,41,490,129,82,58,142,298,32,1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,0,0,4,0,11,0,0,0,0,0,0,0,3,0,8,0,0,0,3,3,0,0,3,0,12,10,0,3,0,0,0,3,4,0,23,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,4,0,10,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
LGA25620,31,3,52,4,9,3,9,9,0,124,27,8,56,9,11,7,3,8,4,124,13,3,23,0,3,0,4,4,0,51,17,4,20,3,3,0,6,0,0,57,3,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,7,4,0,7,0,0,0,0,3,5,21,223,43,392,144,105,58,74,148,21,1216,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,4,0,7,0,0,0,0,0,5,0,3,0,11,5,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25710,45,11,182,18,30,20,19,20,6,352,45,22,165,25,24,6,14,13,0,312,25,10,91,10,12,6,3,4,0,166,53,12,119,6,11,9,9,7,5,233,10,0,16,0,0,5,8,4,0,47,23,5,21,0,4,0,0,0,0,55,6,0,19,5,5,0,0,0,7,41,351,119,1183,449,267,145,122,155,41,2833,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,8,0,0,0,6,4,0,0,0,0,12,0,0,9,0,0,3,0,3,0,13,0,0,3,3,0,0,0,0,0,16,0,0,0,6,11,0,0,0,0,14,0,0,3,0,0,0,0,0,0,14,3,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA25810,27,7,40,21,9,4,24,14,4,147,27,4,26,10,5,4,23,6,4,109,16,5,20,5,0,0,9,5,0,67,22,3,46,6,0,0,12,3,0,96,9,0,0,0,0,0,3,0,0,11,3,0,3,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,11,238,43,312,222,91,53,117,167,23,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,7,0,0,0,8,4,0,0,0,0,8,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,4,0,12,3,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA25900,129,121,366,78,151,81,27,32,20,1000,148,94,351,46,108,59,23,43,15,880,139,71,342,22,56,30,32,39,13,751,274,141,641,29,87,69,32,70,13,1371,77,34,118,4,16,17,6,19,9,298,138,36,69,10,18,40,7,10,3,337,5,9,36,4,4,5,0,7,22,92,1188,722,2896,857,1014,596,320,541,148,8280,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,3,0,12,0,0,0,3,0,3,0,0,0,10,0,0,0,0,4,0,0,3,0,21,0,0,0,8,3,6,0,0,0,24,0,0,7,3,6,12,0,11,0,39,3,7,4,9,14,5,3,7,0,49,3,13,7,15,17,4,10,9,0,82,14,10,7,14,19,5,4,5,0,81,14,6,3,5,26,4,0,4,0,75,9,8,8,0,9,3,0,7,0,38,7,0,4,0,3,5,0,0,0,26
LGA25990,12,3,17,18,3,0,14,3,0,67,16,3,15,23,0,0,10,4,0,65,8,3,11,23,0,0,0,0,3,44,16,3,17,13,0,0,11,0,0,64,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,156,18,125,135,25,16,51,68,5,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA26080,7,4,18,0,9,5,0,5,0,44,7,6,10,3,6,0,0,4,0,28,4,0,4,0,0,0,0,3,0,22,4,3,5,0,0,0,0,0,3,24,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,38,19,96,43,39,14,0,32,5,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,73,7,110,8,24,8,52,44,0,337,66,12,113,10,14,3,29,23,7,280,44,9,46,0,11,7,33,16,0,176,55,6,73,3,9,3,35,25,3,209,15,0,19,4,0,0,4,6,0,47,29,0,10,0,0,5,0,4,0,50,12,3,12,6,0,0,9,4,9,59,609,98,908,332,261,165,286,319,50,3036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,4,0,0,0,4,3,6,0,3,0,16,7,0,6,3,4,5,0,0,0,23,3,0,4,5,3,5,0,3,0,20,3,0,5,0,0,4,0,11,0,22,5,3,0,3,12,0,4,5,0,32,8,0,0,0,0,0,5,0,0,13,4,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,6,0,0,11
